cd5ffca93a15c6ec251ab52d0c6535bd7c03380e82e19655866c2360600b1a05,1d897eaf826a11f5794a3c03f1c47b267f19d451783a72d1acb1f2fb7a31ab00,22d73aa2b52213bc2f27dc2dee10015a390e8f117f0f240af0ed893c88408b03,24cff93a81f2bd12d4d306ae99a8c73e8143383131a49e52e29bb1e72a229ec5,f4762ab1bc7c9d6d17859d4e11854bb53b72b98769a98cb0cd7184c13b2e4c48,a7f056b557f2722b0cbb8a940c157a9948cf0c152d06f073c03515daab52320a,82d43c6e8f87aec8a9d83a5596907b2d357a5ab66661586af36b7ad319d21485,ad29d6705838126edd43b27dbb50d990fd5b0b28790e2dcd19ff5696b0591b25,2d747f1ee97ac7bfdc08d9c28e3c12b67d3958437bffb3baf19c0d3938ae46eb,bcc00e465f9eb446aed1e18357c15e80f01ae2c8ba55daa84c79aaed2f4d8cdc,134837bb37a7610844b2d7f675f00cd8e463f2dc76ae31fa52815bfaf5bb52ce,9cbe5d45b01436bb54cfcea845ac89f745f75cf1163334b4d938a2bdeace26cf,056d6a434611f113c4c8434e18e9255921e2dcf3db1f196abe257a56d5af5c63,3af892349d3d09d5007f03c8d2f56a111b69cd20c12cc79e528843b1a9c1f114
"","10048105","51","4","8","-285","3","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","8.829","202","外表茜里・聲音依里","113701"
"","10048106","51","6","8","-285","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","10.557","103","外表依里・聲音茜里","113801"
"","10048107","51","2","8","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","11.771","203","外表茜里・聲音依里","113701"
"","10048108","51","2","8","-285","5","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","8.735","104","依里（天使）","113801"
"","10048109","51","2","8","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","7.306","204","茜里（天使）","113701"
"","10048110","52","2","8","-285","4","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","9.501","105","依里（天使）","113801"
"","10048111","52","2","8","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","14.779","205","茜里（天使）","113701"
"","10048112","52","4","30","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","12.815","106","依里（天使）","113801"
"","10048113","52","2","8","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","9.6","206","茜里（天使）","113701"
"","10048114","52","6","8","-285","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","7.346","107","依里（天使）","113801"
"","10048115","52","2","8","-285","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","8.475","207","茜里（天使）","113701"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10049001","53","2","0","-416.5","1","2021/01/27 14:59:59","2021/01/18 16:00:00","10049","3.414","1","花凜","190802"
"將任務完成，\n並獲得獎勵吧！","10049002","53","2","0","-416.5","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","3.099","2","花凜","190802"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10049003","54","2","0","-416.5","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","2.801","3","花凜","190802"
"能夠領取獎勵了！\n請檢查看看","10049004","54","2","0","-416.5","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","4","花凜","190802"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10049005","57","1","0","-416.5","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","5","花凜","190802"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10049006","55","2","0","-363","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.506","1","花凜","190802"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10049007","55","1","0","-363","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","1.216","2","花凜","190802"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10049008","56","1","0","-363","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","1.539","3","花凜","190802"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10049009","56","1","0","-363","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","1.875","4","花凜","190802"
"","10049101","51","2","8","-285","3","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","7.884","101","美美（萬聖節）","111301"
"","10049102","51","2","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","201","鏡華（萬聖節）","111101"
"","10049103","51","2","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","301","禊（萬聖節）","111201"
"","10049104","51","5","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.691","102","美美（萬聖節）","111301"
"","10049105","51","4","8","-285","3","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.978","202","鏡華（萬聖節）","111101"
"","10049106","51","2","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","302","禊（萬聖節）","111201"
"","10049107","51","2","8","-285","6","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","3.417","103","美美（萬聖節）","111301"
"","10049108","51","3","8","-285","4","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.976","203","鏡華（萬聖節）","111101"
"","10049109","51","2","8","-285","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","3.801","303","禊（萬聖節）","111201"
"","10049110","52","4","8","-285","4","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","104","美美（萬聖節）","111301"
"","10049111","52","2","8","-285","4","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","7.559","204","鏡華（萬聖節）","111101"
"","10049112","52","2","8","-285","4","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","6.541","304","禊（萬聖節）","111201"
"","10049113","52","2","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","0","105","美美（萬聖節）","111301"
"","10049114","52","5","8","-285","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.242","205","鏡華（萬聖節）","111101"
"","10049115","52","3","8","-285","2","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","5.13","305","禊（萬聖節）","111201"
"","10049116","52","4","8","-285","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","4.651","106","美美（萬聖節）","111301"
"","10049117","52","2","8","-285","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","6.947","206","鏡華（萬聖節）","111101"
"","10049118","52","2","8","-285","1","2021/01/27 15:59:59","2021/01/18 16:00:00","10049","4.051","306","禊（萬聖節）","111201"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10050001","53","2","0","-416.5","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","3.414","1","花凜","190802"
"將任務完成，\n並獲得獎勵吧！","10050002","53","2","0","-416.5","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","3.099","2","花凜","190802"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10050003","54","2","0","-416.5","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","2.801","3","花凜","190802"
"能夠領取獎勵了！\n請檢查看看","10050004","54","2","0","-416.5","2","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","4","花凜","190802"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10050005","57","1","0","-416.5","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","5","花凜","190802"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10050006","55","2","0","-363","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","5.506","1","花凜","190802"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10050007","55","1","0","-363","2","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","1.216","2","花凜","190802"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10050008","56","1","0","-363","2","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","1.539","3","花凜","190802"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10050009","56","1","0","-363","2","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","1.875","4","花凜","190802"
"","10050101","51","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.07","101","紡希","105401"
"","10050102","51","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.07","111","紡希（萬聖節）","113901"
"","10050103","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","301","怜","100301"
"","10050104","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","311","怜（萬聖節）","114001"
"","10050105","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","201","茉莉","100501"
"","10050106","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","211","茉莉（萬聖節）","114101"
"","10050107","51","1","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","4.125","102","紡希","105401"
"","10050108","51","1","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","4.125","112","紡希（萬聖節）","113901"
"","10050109","51","3","8","-285","6","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","7.138","302","怜","100301"
"","10050110","51","3","8","-285","6","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","7.138","312","怜（萬聖節）","114001"
"","10050111","51","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","10.045","202","茉莉","100501"
"","10050112","51","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","10.045","212","茉莉（萬聖節）","114101"
"","10050113","51","1","8","-285","6","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","6.12","103","紡希","105401"
"","10050114","51","1","8","-285","6","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","6.12","113","紡希（萬聖節）","113901"
"","10050115","51","6","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","3.278","303","怜","100301"
"","10050116","51","6","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","3.278","313","怜（萬聖節）","114001"
"","10050117","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","203","茉莉","100501"
"","10050118","51","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","213","茉莉（萬聖節）","114101"
"","10050119","52","4","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.055","104","紡希","105401"
"","10050120","52","4","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.055","114","紡希（萬聖節）","113901"
"","10050121","52","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","304","怜","100301"
"","10050122","52","1","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","0","314","怜（萬聖節）","114001"
"","10050123","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","4.295","204","茉莉","100501"
"","10050124","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","4.295","214","茉莉（萬聖節）","114101"
"","10050125","52","6","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","7.077","105","紡希","105401"
"","10050126","52","6","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","7.077","115","紡希（萬聖節）","113901"
"","10050127","52","4","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","6.162","305","怜","100301"
"","10050128","52","4","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","6.162","315","怜（萬聖節）","114001"
"","10050129","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.09","205","茉莉","100501"
"","10050130","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.09","215","茉莉（萬聖節）","114101"
"","10050131","52","1","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.192","106","紡希","105401"
"","10050132","52","1","8","-285","4","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9.192","116","紡希（萬聖節）","113901"
"","10050133","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9","306","怜","100301"
"","10050134","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","9","316","怜（萬聖節）","114001"
"","10050135","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","2.27","206","茉莉","100501"
"","10050136","52","2","8","-285","1","2021/02/19 15:59:59","2021/02/01 16:00:00","10050","2.27","216","茉莉（萬聖節）","114101"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10051001","53","2","0","-416.5","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10051002","53","2","0","-416.5","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10051003","54","2","0","-416.5","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10051004","54","2","0","-416.5","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10051005","57","1","0","-416.5","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10051006","55","2","0","-363","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10051007","55","1","0","-363","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10051008","56","1","0","-363","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10051009","56","1","0","-363","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","1.875","4","花凜","190801"
"","10051101","51","2","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5.5","201","智","103701"
"","10051102","51","2","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.3","301","茉莉","100501"
"","10051103","51","1","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","101","嘉夜","106501"
"","10051104","51","2","0","-285","3","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","4.7","401","祈梨","106601"
"","10051105","51","1","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","202","智","103701"
"","10051106","51","4","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","7.1","302","茉莉","100501"
"","10051107","51","2","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","6","102","嘉夜","106501"
"","10051108","51","3","0","-285","5","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.5","402","祈梨","106601"
"","10051109","51","2","0","-285","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","203","智","103701"
"","10051110","51","1","0","-285","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5.2","303","茉莉","100501"
"","10051111","51","4","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","4.8","103","嘉夜","106501"
"","10051112","52","1","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","204","智","103701"
"","10051113","52","4","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5.1","304","茉莉","100501"
"","10051114","52","2","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.9","104","嘉夜","106501"
"","10051115","52","4","0","-285","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5","404","祈梨","106601"
"","10051116","52","2","0","-285","4","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","6","205","智","103701"
"","10051117","52","3","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","4.9","305","茉莉","100501"
"","10051118","52","4","0","-285","1","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","4.4","105","嘉夜","106501"
"","10051119","52","2","0","-285","4","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","5.7","405","祈梨","106601"
"","10051120","52","1","0","-285","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","8.5","206","智","103701"
"","10051121","52","5","0","-285","5","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","0","306","茉莉","100501"
"","10051122","52","5","0","-285","2","2021/02/28 15:59:59","2021/02/19 16:00:00","10051","3.6","106","嘉夜","106501"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10052001","53","2","0","-416.5","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10052002","53","2","0","-416.5","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10052003","54","2","0","-416.5","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10052004","54","2","0","-416.5","2","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10052005","57","1","0","-416.5","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10052006","55","2","0","-363","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10052007","55","1","0","-363","2","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10052008","56","1","0","-363","2","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10052009","56","1","0","-363","2","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","1.875","4","花凜","190801"
"","10052101","51","5","8","-285","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","14.22","101","莫妮卡（魔法少女）","114201"
"","10052102","51","1","8","-285","1","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","0","201","智","103701"
"","10052103","51","6","8","-285","2","2021/03/20 15:59:59","2021/03/02 16:00:00","10052","16.88","102","莫妮卡（魔法少女）","114201"
