801cf61fa9a310acfb9925ee8c95bf8be8f04943dce8d4bf488d2a459e95b85e,d2e605415f139beca30a695d0e6ef992aba01cb085c41d5cbb1e726487ea54aa,316ff06080f702f81425406d4a8b544fb06480f65ef1662b0858e9d6e63937db,3f45154b3679c3152c433c5d36a967b27b26222ea0d74988bbf3e03d79c4231e,2dab1efce72b38559e29f2b3ce52e8c6881a89e22b1b6caeeb39bfa72cd59f50
"boss_tp_down_cut","815","92415120","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","816","92415120","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","817","92415120","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","818","92415120","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","819","92415130","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","820","92415130","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","821","92415130","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","822","92415130","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","823","92415130","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","824","92415130","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","825","92415130","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","826","92415140","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","827","92415140","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","828","92415140","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","829","92415140","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","830","92415140","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","831","92415140","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","832","92415140","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","833","92415210","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","834","92415210","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","835","92415210","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","836","92415210","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","837","92415210","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","838","92415210","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","839","92415210","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","840","92415220","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","841","92415220","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","842","92415220","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","843","92415220","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","844","92415220","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","845","92415220","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","846","92415220","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","847","92415230","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","848","92415230","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","849","92415230","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","850","92415230","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","851","92415230","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","852","92415230","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","853","92415230","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","854","92415240","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","855","92415240","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","856","92415240","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","857","92415240","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","858","92415240","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","859","92415240","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","860","92415240","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","861","92415310","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","862","92415310","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","863","92415310","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","864","92415310","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","865","92415310","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","866","92415310","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","867","92415310","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","868","92415320","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","869","92415320","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","870","92415320","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","871","92415320","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","872","92415320","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","873","92415320","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","874","92415320","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","875","92415330","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","876","92415330","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","877","92415330","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","878","92415330","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","879","92415330","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","880","92415330","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","881","92415330","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","882","92415340","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","883","92415340","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","884","92415340","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","885","92415340","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","886","92415340","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","887","92415340","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","888","92415340","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","889","92416010","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","890","92416010","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","891","92416010","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","892","92416010","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","893","92416010","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","894","92416020","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","895","92416020","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","896","92416020","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","897","92416020","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","898","92416020","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","899","92416030","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","900","92416030","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","901","92416030","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","902","92416030","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","903","92416030","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","904","92416110","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","905","92416110","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","906","92416110","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","907","92416110","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","908","92416110","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","909","92416110","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","910","92416110","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","911","92416120","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","912","92416120","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","913","92416120","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","914","92416120","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","915","92416120","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","916","92416120","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","917","92416120","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","918","92416130","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","919","92416130","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","920","92416130","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","921","92416130","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","922","92416130","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","923","92416130","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","924","92416130","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","925","92416140","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","926","92416140","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","927","92416140","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","928","92416140","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","929","92416140","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","930","92416140","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","931","92416140","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","932","92416210","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","933","92416210","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","934","92416210","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","935","92416210","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","936","92416210","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","937","92416210","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","938","92416210","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","939","92416220","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","940","92416220","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","941","92416220","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","942","92416220","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","943","92416220","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","944","92416220","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","945","92416220","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","946","92416230","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","947","92416230","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","948","92416230","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","949","92416230","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","950","92416230","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","951","92416230","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","952","92416230","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","953","92416240","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","954","92416240","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","955","92416240","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","956","92416240","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","957","92416240","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","958","92416240","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","959","92416240","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","960","92416310","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","961","92416310","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","962","92416310","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","963","92416310","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","964","92416310","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","965","92416310","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","966","92416310","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","967","92416320","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","968","92416320","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","969","92416320","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","970","92416320","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","971","92416320","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","972","92416320","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","973","92416320","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","974","92416330","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","975","92416330","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","976","92416330","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","977","92416330","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","978","92416330","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","979","92416330","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","980","92416330","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"15","981","92416340","光屬性獎勵特大幅度提升","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","982","92416340","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","983","92416340","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","984","92416340","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","985","92416340","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","986","92416340","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","987","92416340","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
