cc16f76a4da2eeb98714bf7d5929e1b0d9dd9c0377165311e171d831b34ca924,a13b8f0baa47314ecd68e81d3fc4cfc0be62b778773bdb70984fc4dcaf09dfb2,9eea74f5e28ba76bf9c0e1b2edf305b2b88cc3b0feb5b09ccc19b54a9719b8a6,be4191f8e0722cfe7727f0829125d1813c1d73545e07141ad759b979504ad720,dedfdf4235d19a9ec63baeab3bc69727b8c5486eff88d6cc00d1bb9e31281435,535b6620ceb964968edddc515498e7a60e7e61e527b61d675f332cc15a497191,7552ac9ad0fe313de14c6dba753773e32d8076033e54ce3f27f296f5a1ad63cd,22ffc1788db675160dcd79b6742f73e59cc8067e8e34169fd7c055e406fdc51f,3336c5c3082b46fc88c88214429ece6ff6dabefcd1d81a4c87fbb86200bd97c6,fbefe347bb15138c03f6a0a6b12abfda9d37eb12790c429cd18eb8e080b4e402,95e1705bcd5aed8ef49617637d9f54b4200f421b16c72f7006bc7ef06cf5376b,4d1cb3f304c8ee87f4f812df11cb4ed5c99c6244018a15b53f1203bb793093ca,9b8e08390db333940df9a5671ce7e5e442d2b5ea8699742f70777019af6ed17b,3f605d27500ef27c3cadcf90f67d5d27e535652f3ee20a66d5a24e14ec67d28d
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","202","3","-285","51","4","外表茜里・聲音依里","10048","10048105","8","","8.829"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","103","2","-285","51","6","外表依里・聲音茜里","10048","10048106","8","","10.557"
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","203","1","-285","51","2","外表茜里・聲音依里","10048","10048107","8","","11.771"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","104","5","-285","51","2","依里（天使）","10048","10048108","8","","8.735"
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","204","1","-285","51","2","茜里（天使）","10048","10048109","8","","7.306"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","105","4","-285","52","2","依里（天使）","10048","10048110","8","","9.501"
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","205","1","-285","52","2","茜里（天使）","10048","10048111","8","","14.779"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","106","1","-285","52","4","依里（天使）","10048","10048112","30","","12.815"
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","206","1","-285","52","2","茜里（天使）","10048","10048113","8","","9.6"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","107","2","-285","52","6","依里（天使）","10048","10048114","8","","7.346"
"113701","2020/12/28 16:00:00","2021/01/18 15:59:59","207","1","-285","52","2","茜里（天使）","10048","10048115","8","","8.475"
"190802","2021/01/18 16:00:00","2021/01/27 14:59:59","1","1","-416.5","53","2","花凜","10049","10049001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","2","1","-416.5","53","2","花凜","10049","10049002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","3","1","-416.5","54","2","花凜","10049","10049003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","4","2","-416.5","54","2","花凜","10049","10049004","0","能夠領取獎勵了！\n請檢查看看","0"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","5","1","-416.5","57","1","花凜","10049","10049005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","1","1","-363","55","2","花凜","10049","10049006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","2","2","-363","55","1","花凜","10049","10049007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","3","2","-363","56","1","花凜","10049","10049008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190802","2021/01/18 16:00:00","2021/01/27 15:59:59","4","2","-363","56","1","花凜","10049","10049009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","101","3","-285","51","2","美美（萬聖節）","10049","10049101","8","","7.884"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","201","2","-285","51","2","鏡華（萬聖節）","10049","10049102","8","","0"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","301","2","-285","51","2","禊（萬聖節）","10049","10049103","8","","0"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","102","2","-285","51","5","美美（萬聖節）","10049","10049104","8","","5.691"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","202","3","-285","51","4","鏡華（萬聖節）","10049","10049105","8","","5.978"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","302","2","-285","51","2","禊（萬聖節）","10049","10049106","8","","0"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","103","6","-285","51","2","美美（萬聖節）","10049","10049107","8","","3.417"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","203","4","-285","51","3","鏡華（萬聖節）","10049","10049108","8","","5.976"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","303","1","-285","51","2","禊（萬聖節）","10049","10049109","8","","3.801"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","104","4","-285","52","4","美美（萬聖節）","10049","10049110","8","","0"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","204","4","-285","52","2","鏡華（萬聖節）","10049","10049111","8","","7.559"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","304","4","-285","52","2","禊（萬聖節）","10049","10049112","8","","6.541"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","105","2","-285","52","2","美美（萬聖節）","10049","10049113","8","","0"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","205","1","-285","52","5","鏡華（萬聖節）","10049","10049114","8","","5.242"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","305","2","-285","52","3","禊（萬聖節）","10049","10049115","8","","5.13"
"111301","2021/01/18 16:00:00","2021/01/27 15:59:59","106","1","-285","52","4","美美（萬聖節）","10049","10049116","8","","4.651"
"111101","2021/01/18 16:00:00","2021/01/27 15:59:59","206","1","-285","52","2","鏡華（萬聖節）","10049","10049117","8","","6.947"
"111201","2021/01/18 16:00:00","2021/01/27 15:59:59","306","1","-285","52","2","禊（萬聖節）","10049","10049118","8","","4.051"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","1","1","-416.5","53","2","花凜","10050","10050001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","2","1","-416.5","53","2","花凜","10050","10050002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","3","1","-416.5","54","2","花凜","10050","10050003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","4","2","-416.5","54","2","花凜","10050","10050004","0","能夠領取獎勵了！\n請檢查看看","0"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","5","1","-416.5","57","1","花凜","10050","10050005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","1","1","-363","55","2","花凜","10050","10050006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","2","2","-363","55","1","花凜","10050","10050007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","3","2","-363","56","1","花凜","10050","10050008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190802","2021/02/01 16:00:00","2021/02/19 15:59:59","4","2","-363","56","1","花凜","10050","10050009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","101","1","-285","51","2","紡希","10050","10050101","8","","9.07"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","111","1","-285","51","2","紡希（萬聖節）","10050","10050102","8","","9.07"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","301","1","-285","51","1","怜","10050","10050103","8","","0"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","311","1","-285","51","1","怜（萬聖節）","10050","10050104","8","","0"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","201","1","-285","51","1","茉莉","10050","10050105","8","","0"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","211","1","-285","51","1","茉莉（萬聖節）","10050","10050106","8","","0"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","102","4","-285","51","1","紡希","10050","10050107","8","","4.125"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","112","4","-285","51","1","紡希（萬聖節）","10050","10050108","8","","4.125"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","302","6","-285","51","3","怜","10050","10050109","8","","7.138"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","312","6","-285","51","3","怜（萬聖節）","10050","10050110","8","","7.138"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","202","1","-285","51","2","茉莉","10050","10050111","8","","10.045"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","212","1","-285","51","2","茉莉（萬聖節）","10050","10050112","8","","10.045"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","103","6","-285","51","1","紡希","10050","10050113","8","","6.12"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","113","6","-285","51","1","紡希（萬聖節）","10050","10050114","8","","6.12"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","303","4","-285","51","6","怜","10050","10050115","8","","3.278"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","313","4","-285","51","6","怜（萬聖節）","10050","10050116","8","","3.278"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","203","1","-285","51","1","茉莉","10050","10050117","8","","0"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","213","1","-285","51","1","茉莉（萬聖節）","10050","10050118","8","","0"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","104","1","-285","52","4","紡希","10050","10050119","8","","9.055"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","114","1","-285","52","4","紡希（萬聖節）","10050","10050120","8","","9.055"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","304","1","-285","52","1","怜","10050","10050121","8","","0"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","314","1","-285","52","1","怜（萬聖節）","10050","10050122","8","","0"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","204","1","-285","52","2","茉莉","10050","10050123","8","","4.295"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","214","1","-285","52","2","茉莉（萬聖節）","10050","10050124","8","","4.295"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","105","4","-285","52","6","紡希","10050","10050125","8","","7.077"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","115","4","-285","52","6","紡希（萬聖節）","10050","10050126","8","","7.077"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","305","1","-285","52","4","怜","10050","10050127","8","","6.162"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","315","1","-285","52","4","怜（萬聖節）","10050","10050128","8","","6.162"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","205","1","-285","52","2","茉莉","10050","10050129","8","","9.09"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","215","1","-285","52","2","茉莉（萬聖節）","10050","10050130","8","","9.09"
"105401","2021/02/01 16:00:00","2021/02/19 15:59:59","106","4","-285","52","1","紡希","10050","10050131","8","","9.192"
"113901","2021/02/01 16:00:00","2021/02/19 15:59:59","116","4","-285","52","1","紡希（萬聖節）","10050","10050132","8","","9.192"
"100301","2021/02/01 16:00:00","2021/02/19 15:59:59","306","1","-285","52","2","怜","10050","10050133","8","","9"
"114001","2021/02/01 16:00:00","2021/02/19 15:59:59","316","1","-285","52","2","怜（萬聖節）","10050","10050134","8","","9"
"100501","2021/02/01 16:00:00","2021/02/19 15:59:59","206","1","-285","52","2","茉莉","10050","10050135","8","","2.27"
"114101","2021/02/01 16:00:00","2021/02/19 15:59:59","216","1","-285","52","2","茉莉（萬聖節）","10050","10050136","8","","2.27"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","1","1","-416.5","53","2","花凜","10051","10051001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","2","1","-416.5","53","2","花凜","10051","10051002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","3","1","-416.5","54","2","花凜","10051","10051003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","4","2","-416.5","54","2","花凜","10051","10051004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","5","1","-416.5","57","1","花凜","10051","10051005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","1","1","-363","55","2","花凜","10051","10051006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","2","2","-363","55","1","花凜","10051","10051007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","3","2","-363","56","1","花凜","10051","10051008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/02/19 16:00:00","2021/02/28 15:59:59","4","2","-363","56","1","花凜","10051","10051009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","201","1","-285","51","2","智","10051","10051101","0","","5.5"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","301","1","-285","51","2","茉莉","10051","10051102","0","","3.3"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","101","1","-285","51","1","嘉夜","10051","10051103","0","","0"
"106601","2021/02/19 16:00:00","2021/02/28 15:59:59","401","3","-285","51","2","祈梨","10051","10051104","0","","4.7"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","202","1","-285","51","1","智","10051","10051105","0","","0"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","302","1","-285","51","4","茉莉","10051","10051106","0","","7.1"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","102","1","-285","51","2","嘉夜","10051","10051107","0","","6"
"106601","2021/02/19 16:00:00","2021/02/28 15:59:59","402","5","-285","51","3","祈梨","10051","10051108","0","","3.5"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","203","2","-285","51","2","智","10051","10051109","0","","0"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","303","2","-285","51","1","茉莉","10051","10051110","0","","5.2"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","103","1","-285","51","4","嘉夜","10051","10051111","0","","4.8"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","204","1","-285","52","1","智","10051","10051112","0","","0"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","304","1","-285","52","4","茉莉","10051","10051113","0","","5.1"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","104","1","-285","52","2","嘉夜","10051","10051114","0","","3.9"
"106601","2021/02/19 16:00:00","2021/02/28 15:59:59","404","2","-285","52","4","祈梨","10051","10051115","0","","5"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","205","4","-285","52","2","智","10051","10051116","0","","6"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","305","1","-285","52","3","茉莉","10051","10051117","0","","4.9"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","105","1","-285","52","4","嘉夜","10051","10051118","0","","4.4"
"106601","2021/02/19 16:00:00","2021/02/28 15:59:59","405","4","-285","52","2","祈梨","10051","10051119","0","","5.7"
"103701","2021/02/19 16:00:00","2021/02/28 15:59:59","206","2","-285","52","1","智","10051","10051120","0","","8.5"
"100501","2021/02/19 16:00:00","2021/02/28 15:59:59","306","5","-285","52","5","茉莉","10051","10051121","0","","0"
"106501","2021/02/19 16:00:00","2021/02/28 15:59:59","106","2","-285","52","5","嘉夜","10051","10051122","0","","3.6"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","1","1","-416.5","53","2","花凜","10052","10052001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","2","1","-416.5","53","2","花凜","10052","10052002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","3","1","-416.5","54","2","花凜","10052","10052003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","4","2","-416.5","54","2","花凜","10052","10052004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","5","1","-416.5","57","1","花凜","10052","10052005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","1","1","-363","55","2","花凜","10052","10052006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","2","2","-363","55","1","花凜","10052","10052007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","3","2","-363","56","1","花凜","10052","10052008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/03/02 16:00:00","2021/03/20 15:59:59","4","2","-363","56","1","花凜","10052","10052009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"114201","2021/03/02 16:00:00","2021/03/20 15:59:59","101","1","-285","51","5","莫妮卡（魔法少女）","10052","10052101","8","","14.22"
"103701","2021/03/02 16:00:00","2021/03/20 15:59:59","201","1","-285","51","1","智","10052","10052102","8","","0"
"114201","2021/03/02 16:00:00","2021/03/20 15:59:59","102","2","-285","51","6","莫妮卡（魔法少女）","10052","10052103","8","","16.88"
