194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"3","SMILE","2","0","2","1224","2","83","76","69","這個的名稱是什麼？","","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。","73","1","77","2","SMILE","2","2"
"1","賀正貓耳的毽球板","6","1225","1","1225","6","35987","29699","26495","這個的名稱是什麼？","賀正貓耳的毽球板","「凱留（新年）」的專用裝備名稱。","27645","1","32819","6","貓耳毽球板","6","6"
"2","賽馬車賽事","6","0","2","1226","6","36093","36093","20107","這個的名稱是什麼？","","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。","36554","1","39340","6","賽馬車賽事","6","6"
"2","漁夫過肩摔","6","0","2","1227","6","28417","32937","25684","這個的名稱是什麼？","","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？","36942","1","22827","6","漁夫過肩摔","6","6"
"1","衝浪板、腳繩","6","0","2","1228","6","34909","33139","32361","這個的名稱是什麼？","衝浪板、腳繩","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝","26495","1","28010","6","衝浪板腳繩","6","6"
"1","踢擊、拳擊、道行","6","0","2","1229","6","36386","25802","36947","這個的名稱是什麼？","踢擊、拳擊、道行","跆拳道的跆是指□□、拳是指□□、道是指□行。","25331","1","25802","6","踢擊拳擊道","6","6"
"2","Knock out","3","0","2","1230","3","75","99","107","這個的名稱是什麼？","Knock out","擊倒的英文簡稱為「K.O.」。英文全名為？","111","1","110","3","Knock","3","2"
"1","初音手工製守護石","6","1231","1","1231","6","21021","24037","35069","這個的名稱是什麼？","初音手工製守護石","「栞」的專用裝備名稱。","25163","1","38899","6","初音手工製","6","6"
"1","宮子（萬聖節）","6","0","1","1232","6","23470","32854","31680","這個的名稱是什麼？","宮子（萬聖節）","使用必殺技「不給布丁就搗蛋喲」的角色。","33836","1","23376","6","宮子萬聖節","6","6"
"2","愛心裝飾帽","6","1233","2","1233","6","24859","39166","24125","這個的名稱是什麼？","","「靜流（情人節）」的專用裝備名稱。","35037","1","24515","6","愛心裝飾帽","6","6"
"1","古羅馬競技場","6","0","2","1234","6","21476","31478","25216","這個的名稱是什麼？","古羅馬競技場","劍鬥士是指□□□□□場上的鬥士。","39340","1","32645","6","古羅馬競技","6","6"
"1","羅馬競技場","6","0","2","1235","6","32645","25216","22580","這個的名稱是什麼？","","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。","31478","1","39340","6","羅馬競技場","6","6"
"2","不看人傳球","6","0","2","1236","6","19981","20659","29699","這個的名稱是什麼？","","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。","20154","1","30475","6","不看人傳球","6","6"
"1","守護者之盾","6","1237","1","1237","6","23432","20043","30462","這個的名稱是什麼？","","於亂世中的小國，以生命守護王女之命的騎士的盾。","32773","1","35703","6","守護者之盾","6","6"
"1","如意金箍棒","6","0","2","1238","6","22914","31629","26834","這個的名稱是什麼？","","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。","37329","1","24847","6","如意金箍棒","6","6"
"3","貓神的項墜","6","0","1","1239","6","35987","38917","22684","這個的名稱是什麼？","","被認為是由貓神所生出的寶石。","30340","1","31070","6","貓神的項墜","6","6"
"1","魔鏡啊魔鏡","6","1240","1","1240","6","39764","39764","37857","這個的名稱是什麼？","","「似似花」的必殺技。","21834","1","37857","6","魔鏡啊魔鏡","6","6"
"1","臣服於我的美之下吧！","6","0","2","1241","6","33251","25105","30340","這個的名稱是什麼？","臣服於我的美之下吧！","「雪」的必殺技。","26044","1","26381","6","臣服於我的","6","6"
"1","九局，延長賽","6","0","2","1242","6","20061","38263","36093","這個的名稱是什麼？","九局，延長賽","棒球規則，若□□同分，則會進入□□□。","24310","1","23616","6","九局延長賽","6","6"
"2","高壓式投球","6","0","2","1243","6","39640","25237","29699","這個的名稱是什麼？","","上肩投法是棒球最傳統的投法之一。又稱為？","24335","1","22739","6","高壓式投球","6","6"
"2","四分之三投法","6","0","2","1244","6","22235","19977","25237","這個的名稱是什麼？","四分之三投法","棒球的斜肩投法又稱為？","20043","1","20998","6","四分之三投","6","6"
"2","固定式姿勢","6","0","2","1245","6","22266","23039","21218","這個的名稱是什麼？","","棒球投球的姿勢分為揮臂式姿勢與□□□□□。","24335","1","23450","6","固定式姿勢","6","6"
"3","每半場，第四","6","0","2","1246","6","27599","31532","22235","這個的名稱是什麼？","每半場，第四","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。","22580","1","21322","6","每半場第四","6","6"
"2","高級訂製之心","6","0","1","1247","6","39640","20043","24515","這個的名稱是什麼？","高級訂製之心","「鈴奈（★6）」的必殺技。","35069","1","35330","6","高訂製之心","6","6"
"3","比賽中不被看好的一隊","6","0","2","1248","6","19981","22909","30340","這個的名稱是什麼？","比賽中不被看好的一隊","請說明足球的術語「underdog」。","30475","1","34987","6","不被看好的","6","6"
"3","score a hat trick","3","0","2","1249","3","116","99","107","這個的名稱是什麼？","score a hat trick","足球術語「帽子戲法」，英文為：","105","1","114","3","trick","3","3"
"1","國際足球總會世界盃","6","0","2","1250","6","22283","29699","30403","這個的名稱是什麼？","國際足球總會世界盃","世界盃、世足賽(FIFA World Cup)的全名為：","36275","1","38555","6","國際足球盃","6","6"
"1","聖火傳遞者","6","0","2","1251","6","32854","36958","32773","這個的名稱是什麼？","","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。","20659","1","28779","6","聖火傳遞者","6","6"
"1","奧林匹克運動會","6","0","2","1252","6","21305","21205","26371","這個的名稱是什麼？","奧林匹克運動會","奧運的全名。","36939","1","20811","6","匹克運動會","6","6"
"1","二壘手三壘","6","0","2","1253","6","20108","19977","22744","這個的名稱是什麼？","","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。","25163","1","22744","6","二壘手三壘","6","6"
"1","七七香最強法杖","6","1255","1","1255","6","19971","26368","24375","這個的名稱是什麼？","七七香最強法杖","「七七香」的專用裝備。","39321","1","19971","6","七七香最強","6","6"
"1","物理攻擊力","6","0","1","1256","6","29289","25802","21147","這個的名稱是什麼？","","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。","25915","1","29702","6","物理攻擊力","6","6"
"1","魔法攻擊力","6","0","1","1257","6","39764","25802","21147","這個的名稱是什麼？","","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。","25915","1","27861","6","魔法攻擊力","6","6"
"1","物理防禦力","6","0","1","1258","6","29289","31142","21147","這個的名稱是什麼？","","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。","38450","1","29702","6","物理防禦力","6","6"
"1","魔法防禦力","6","0","1","1259","6","39764","31142","21147","這個的名稱是什麼？","","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。","38450","1","27861","6","魔法防禦力","6","6"
"1","焰帝的戒指","6","1260","1","1260","6","28976","25106","25351","這個的名稱是什麼？","","圖片上的名稱為：","30340","1","24093","6","焰帝的戒指","6","6"
"2","兔子先生斬擊","6","1261","1","1261","6","23376","26028","25802","這個的名稱是什麼？","兔子先生斬擊","「美美」的必殺技。","29983","1","20808","6","子先生斬擊","6","6"
"1","沃爾芬之咬","6","1262","1","1262","6","27779","20043","21676","這個的名稱是什麼？","","「真琴」的必殺技。","33452","1","29246","6","沃爾芬之咬","6","6"
"2","璃乃（聖誕節）","6","0","1","1263","6","29827","35477","31680","這個的名稱是什麼？","璃乃（聖誕節）","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手","32854","1","20035","6","璃乃聖誕節","6","6"
"2","用可愛的我緊急投藥♪","6","0","1","1264","6","29992","30340","25105","這個的名稱是什麼？","用可愛的我緊急投藥♪","「雪（大江戶）」的必殺技。","24859","1","21487","6","用可愛的我","6","6"
"3","琉球犬矢之拳","6","1265","1","1265","6","29705","30690","25331","這個的名稱是什麼？","琉球犬矢之拳","「香織」的必殺技。","29356","1","29699","6","琉球犬矢拳","6","6"
"1","憤怒泳圈亂擲","6","0","1","1266","6","24996","20098","25842","這個的名稱是什麼？","憤怒泳圈亂擲","「凱留（夏日）」的必殺技。","27891","1","24594","6","憤怒泳亂擲","6","6"
"1","旋風雷閃擊鎖斬","6","1267","1","1267","6","38647","37782","26028","這個的名稱是什麼？","旋風雷閃擊鎖斬","「莫妮卡（★6）」的必殺技。","25802","1","38275","6","雷閃擊鎖斬","6","6"
"2","多一事不如少一事","6","0","2","2001","6","22810","19981","22914","這句諺語是什麼？","多一事不如少一事","表示不要多管閒事。","20107","2","19968","6","多一事不如","6","6"
"1","稻草屋⇒小木屋⇒磚頭屋","6","0","2","2002","6","33609","38957","23627","這個的名稱是什麼？","稻草屋⇒小木屋⇒磚頭屋","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。","30938","2","26408","6","草木磚頭屋","6","6"
"1","亮晶晶，星星","6","0","2","2003","6","20142","26143","26143","空格裡該填入的是？","亮晶晶，星星","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」","26230","2","26230","6","亮晶晶星星","6","6"
"1","來到青草地","6","0","2","2004","6","20358","33609","22320","空格裡該填入的是？","","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」","38738","2","21040","6","來到青草地","6","6"
"1","小手拉小手","6","0","2","2005","6","23567","23567","25163","空格裡該填入的是？","","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」","25289","2","25163","6","小手拉小手","6","6"
"1","更上一層樓","6","0","2","2006","6","26356","23652","27155","空格裡該填入的是？","","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」","19968","2","19978","6","更上一層樓","6","6"
"2","洗手作羹湯","6","0","2","2007","6","27927","32697","28271","空格裡該填入的是？","","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」","20316","2","25163","6","洗手作羹湯","6","6"
"2","日暮掩柴扉","6","0","2","2008","6","26085","26612","25161","空格裡該填入的是？","","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」","25513","2","26286","6","日暮掩柴扉","6","6"
"1","低頭思故鄉","6","0","2","2009","6","20302","25925","37129","空格裡該填入的是？","","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」","24605","2","38957","6","低頭思故鄉","6","6"
"1","春眠不覺曉","6","0","2","2010","6","26149","35258","26313","空格裡該填入的是？","","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」","19981","2","30496","6","春眠不覺曉","6","6"
"2","孤舟簑笠翁","6","0","2","2011","6","23396","31520","32705","空格裡該填入的是？","","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」","34001","2","33311","6","孤舟蓑笠翁","6","6"
"2","北斗七星高","6","0","2","2012","6","21271","26143","39640","空格裡該填入的是？","","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」","19971","2","26007","6","北斗七星高","6","6"
"1","蘭德索爾盃","6","0","1","2013","6","34349","29246","30403","請從裡面挑出和公主連結有關的詞是？","","「樂用四敏蘭德語種速濟索爾盃」。","32034","2","24503","6","蘭德索爾盃","6","6"
"1","哞哞自衛隊","6","0","1","2014","6","21726","34907","38538","請從裡面挑出和公主連結有關的詞是？","","「任穎謀哞隻哞石投器自衛爾隊」。","33258","2","21726","6","哞哞自衛隊","6","6"
"3","王宮騎士團","6","0","1","2015","6","29579","22763","22296","請從裡面挑出和公主連結有關的詞是？","","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。","39438","2","23470","6","王宮騎士團","6","6"
"3","心型吉拿棒","6","0","1","2016","6","24515","25343","26834","請從裡面挑出和公主連結有關的詞是？","","「開心看到你轉換型態吃著吉拿棒」。","21513","2","22411","6","心型吉拿棒","6","6"
"3","百地 希留耶","6","0","1","2017","6","30334","30041","32822","請從裡面挑出和公主連結有關的詞是？","百地 希留耶","「考一百分在地上撿到希望留下的種子耶」。","24076","2","22320","6","百地希留耶","6","6"
"3","貪睡三人娘","6","0","1","2019","6","36010","20154","23064","請從裡面挑出和公主連結有關的詞是？","","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。","19977","2","30561","6","貪睡三人娘","6","6"
"3","魔獸的狂襲","6","0","1","2020","6","39764","29378","35186","請從裡面挑出和公主連結有關的詞是？","","「有著魔獸的力量就能瘋狂突襲」。","30340","2","29560","6","魔獸的狂襲","6","6"
"2","獨木不成林","6","0","2","2023","6","29544","25104","26519","這句諺語是什麼？","","比喻一個人的能力有限。","19981","2","26408","6","獨木不成林","6","6"
"2","打蛇打七寸","6","0","2","2024","6","25171","19971","23544","這句諺語是什麼？","","比喻做事要會抓重點。","25171","2","34503","6","打蛇打七寸","6","6"
"2","五十步笑百步","6","0","2","2025","6","20116","31505","30334","這個的名稱是什麼？","五十步笑百步","意指「沒什麼差異，在伯仲之間」的用語。","27493","2","21313","6","五十步笑百","6","6"
"1","自我意識過剩","6","0","2","2026","6","25105","36942","21097","這個的名稱是什麼？","自我意識過剩","意指「太過在乎別人對自己有何看法的狀態」的用語。","35672","2","24847","6","我意識過剩","6","6"
"2","打開天窗說亮話","6","0","2","2027","6","25171","31383","35498","這句諺語是什麼？","打開天窗說亮話","比喻有事就說，不必隱藏。","22825","2","38283","6","打開天窗說","6","6"
