154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","wac_birthday_wish_05","wac_birthday_blowout_01","106731","3","0","6214","0.2","1","6214032","0.2"
"","0.01","-200","106731","2","-330","6214","","","6214033",""
"","","wac_birthday_idle_doya","106611","3","1","6214","","","6214034","0.2"
"","0.01","180","106611","2","-320","6214","","","6214035",""
"","","wac_birthday_idle_normal","106511","3","1","6214","","","6214036","0.2"
"","0.01","320","106511","2","-340","6214","","","6214037",""
"","","","0","93","","6214","","","6214038",""
"","","1","800","32","","6214","","","6214039",""
"","","","0.7","93","","6214","","","6214040",""
"","","1","702","32","","6214","","","6214041",""
"","","","0.5","93","","6214","","","6214042",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","6214","","","6214043",""
"","","0","701","32","","6214","","","6214044",""
"","","","0.4","93","","6214","","","6214045",""
"","","se_sys_login_birthday_cracker","se_common","23","0","6214","","","6214046",""
"","","1","700","32","","6214","","","6214047",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","6214","","","6214048",""
"","wac_birthday_idle_doya","wac_birthday_clap","106611","3","0","6214","0.2","1","6214049","0.2"
"","","","0.1","93","","6214","","","6214050",""
"","wac_birthday_idle_normal","wac_birthday_clap","106511","3","0","6214","0.2","1","6214051","0.2"
"","","","2","93","","6214","","","6214052",""
"","","","1","131","","6214","","","6214053",""
"","0","vo_wac_06214_000","vo_wac_06214","21","0","6214","","","6214054",""
"0.5","1","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","106731","11","10","6214","0","1","6214055","0"
"","","","0","91","","6214","","","6214056",""
"","","wac_birthday_idle_wish","106731","3","1","6214","","","6214057","0.2"
"","","wac_birthday_talk_anger","106611","3","1","6214","","","6214058","0.2"
"","0","vo_wac_06214_001","vo_wac_06214","21","0","6214","","","6214059",""
"0.5","1","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","106611","11","10","6214","0","1","6214060","0"
"","","","0","91","","6214","","","6214061",""
"","","wac_birthday_idle_normal","106611","3","1","6214","","","6214062","0.2"
"","","wac_birthday_talk_wish","106731","3","1","6214","","","6214063","0.2"
"","0","vo_wac_06214_002","vo_wac_06214","21","0","6214","","","6214064",""
"0.5","1","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","106731","11","10","6214","0","1","6214065","0"
"","","","0","91","","6214","","","6214066",""
"","","wac_birthday_talk_smile","106731","3","1","6214","","","6214067","0.2"
"","0","vo_wac_06214_003","vo_wac_06214","21","0","6214","","","6214068",""
"0.5","1","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","106731","11","10","6214","0","1","6214069","0"
"","","","0","91","","6214","","","6214070",""
"","","","0","22","","6214","","","6214071",""
"","","bgm_M321_2C","bgm_M321","25","","8014","","","8014001",""
"wac_birthday_idle_normal","-1000","104411","1","1","250","8014","0","-70","8014002","2"
"wac_birthday_shinobu_idle_wish","170","103111","1","1","256","8014","1","-260","8014003","2"
"wac_birthday_idle_smile","270","100711","1","1","259","8014","1","-310","8014004","2"
"wac_birthday_idle_normal","400","102211","1","1","257","8014","1","-270","8014005","2"
"wac_birthday_idle_smile","500","100611","1","1","258","8014","1","-310","8014006","2"
"","","300","104411","13","","8014","","","8014007",""
"","","300","103111","13","","8014","","","8014008",""
"","0","600","600","31","0","8014","","1","8014009","1"
"","0","602","602","31","0","8014","","1","8014010","0"
"","0","603","603","31","0","8014","","1","8014011","0"
"","60","604","604","31","30","8014","","1","8014012","1"
"","0","610","610","31","0","8014","","1","8014013","1"
"","0","700","700","31","0","8014","","1","8014014","0"
"","0","701","701","31","0","8014","","1","8014015","0"
"","0","702","702","31","0","8014","","1","8014016","0"
"","0","800","800","31","0","8014","","1","8014017","0"
"","60","906","906","31","30","8014","","1","8014018","1"
"","","","1","93","","8014","","","8014019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","100711","3","0","8014","0.2","1","8014020","0.2"
"","wac_birthday_shinobu_reaction_01","wac_birthday_shinobu_reaction_04","103111","3","0","8014","0.2","1","8014021","0.2"
"","","","0.1","93","","8014","","","8014022",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","102211","3","0","8014","0.2","1","8014023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_05","100611","3","0","8014","0.2","1","8014024","0.2"
"","","","0.3","93","","8014","","","8014025",""
"","","wac_birthday_run_01","104411","3","1","8014","","","8014026","0.2"
"","3","0","104411","2","-70","8014","","","8014027",""
"","","","2.5","93","","8014","","","8014028",""
"","","1","602","32","","8014","","","8014029",""
"","","","0.6","93","","8014","","","8014030",""
"","","0","600","32","","8014","","","8014031",""
"","","0","610","32","","8014","","","8014032",""
"","","0","604","32","","8014","","","8014033",""
"","","1","701","32","","8014","","","8014034",""
"","0.01","0","906","33","0","8014","","","8014035",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","104411","3","0","8014","0.2","1","8014036","0.2"
"","0.01","-200","104411","2","-330","8014","","","8014037",""
"","","wac_birthday_shinobu_idle_wish","103111","3","1","8014","","","8014038","0.2"
"","0.01","150","103111","2","-320","8014","","","8014039",""
"","","wac_birthday_idle_smile","100711","3","1","8014","","","8014040","0.2"
"","0.01","265","100711","2","-360","8014","","","8014041",""
"","","wac_birthday_idle_normal","102211","3","1","8014","","","8014042","0.2"
"","0.01","400","102211","2","-320","8014","","","8014043",""
"","","wac_birthday_idle_smile","100611","3","1","8014","","","8014044","0.2"
"","0.01","500","100611","2","-340","8014","","","8014045",""
"","","","0","93","","8014","","","8014046",""
"","","1","800","32","","8014","","","8014047",""
"","","","0.7","93","","8014","","","8014048",""
"","","1","702","32","","8014","","","8014049",""
"","","","0.5","93","","8014","","","8014050",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","8014","","","8014051",""
"","","0","701","32","","8014","","","8014052",""
"","","","0.4","93","","8014","","","8014053",""
"","","se_sys_login_birthday_cracker","se_common","23","0","8014","","","8014054",""
"","","1","700","32","","8014","","","8014055",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","8014","","","8014056",""
"","wac_birthday_shinobu_idle_wish","wac_birthday_shinobu_clap_to_wish","103111","3","0","8014","0.2","1","8014057","0.2"
"","wac_birthday_idle_normal","wac_birthday_clap","102211","3","0","8014","0.2","1","8014058","0.2"
"","","","0.1","93","","8014","","","8014059",""
"","wac_birthday_idle_smile","wac_birthday_clap","100711","3","0","8014","0.2","1","8014060","0.2"
"","","","0.1","93","","8014","","","8014061",""
"","wac_birthday_idle_smile","wac_birthday_clap","100611","3","0","8014","0.2","1","8014062","0.2"
"","","","2","93","","8014","","","8014063",""
"","","","1","131","","8014","","","8014064",""
"","0","vo_wac_08014_000","vo_wac_08014","21","0","8014","","","8014065",""
"0.5","1","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","104411","11","10","8014","0","1","8014066","0"
"","","","0","91","","8014","","","8014067",""
"","","wac_birthday_idle_normal","104411","3","1","8014","","","8014068","0.2"
"","","wac_birthday_shinobu_talk_wish","103111","3","1","8014","","","8014069","0.2"
"","0","vo_wac_08014_002","vo_wac_08014","21","0","8014","","","8014070",""
"0.5","1","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","103111","11","10","8014","0","1","8014071","0"
"","","","0","91","","8014","","","8014072",""
"","","wac_birthday_shinobu_idle_wish","103111","3","1","8014","","","8014073","0.2"
"","","wac_birthday_talk_doya","104411","3","1","8014","","","8014074","0.2"
"","0","vo_wac_08014_003","vo_wac_08014","21","0","8014","","","8014075",""
"0.5","1","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","104411","11","10","8014","0","1","8014076","0"
"","","","0","91","","8014","","","8014077",""
"","","wac_birthday_talk_smile","104411","3","1","8014","","","8014078","0.2"
"","0","vo_wac_08014_004","vo_wac_08014","21","0","8014","","","8014079",""
"0.5","1","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","104411","11","10","8014","0","1","8014080","0"
"","","","0","91","","8014","","","8014081",""
"","","","0","22","","8014","","","8014082",""
"","","bgm_M321_2C","bgm_M321","25","","8514","","","8514001",""
"wac_birthday_idle_normal","-1000","102311","1","1","250","8514","0","-70","8514002","2"
"wac_birthday_idle_wish","200","102111","1","1","256","8514","1","-270","8514003","2"
"wac_birthday_idle_normal","310","102811","1","1","258","8514","1","-310","8514004","2"
"wac_birthday_idle_smile","445","102511","1","1","257","8514","1","-290","8514005","2"
"","","300","102311","13","","8514","","","8514006",""
"","","300","102111","13","","8514","","","8514007",""
"","0","600","600","31","0","8514","","1","8514008","1"
"","0","602","602","31","0","8514","","1","8514009","0"
"","0","603","603","31","0","8514","","1","8514010","0"
"","60","604","604","31","30","8514","","1","8514011","1"
"","0","610","610","31","0","8514","","1","8514012","1"
"","0","700","700","31","0","8514","","1","8514013","0"
"","0","701","701","31","0","8514","","1","8514014","0"
"","0","702","702","31","0","8514","","1","8514015","0"
"","0","800","800","31","0","8514","","1","8514016","0"
"","60","907","907","31","30","8514","","1","8514017","1"
"","","","1","93","","8514","","","8514018",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","102111","3","0","8514","0.2","1","8514019","0.2"
"","","","0.1","93","","8514","","","8514020",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","102811","3","0","8514","0.2","1","8514021","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_05","102511","3","0","8514","0.2","1","8514022","0.2"
"","","","0.3","93","","8514","","","8514023",""
"","","wac_birthday_run_01","102311","3","1","8514","","","8514024","0.2"
"","3","0","102311","2","-70","8514","","","8514025",""
"","","","2.5","93","","8514","","","8514026",""
"","","1","602","32","","8514","","","8514027",""
"","","","0.6","93","","8514","","","8514028",""
"","","0","600","32","","8514","","","8514029",""
"","","0","610","32","","8514","","","8514030",""
"","","0","604","32","","8514","","","8514031",""
"","","1","701","32","","8514","","","8514032",""
"","0.01","0","907","33","0","8514","","","8514033",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","102311","3","0","8514","0.2","1","8514034","0.2"
"","0.01","-200","102311","2","-330","8514","","","8514035",""
"","","wac_birthday_idle_wish","102111","3","1","8514","","","8514036","0.2"
"","0.01","180","102111","2","-320","8514","","","8514037",""
"","","wac_birthday_idle_normal","102811","3","1","8514","","","8514038","0.2"
"","0.01","290","102811","2","-360","8514","","","8514039",""
"","","wac_birthday_idle_smile","102511","3","1","8514","","","8514040","0.2"
"","0.01","425","102511","2","-340","8514","","","8514041",""
"","","","0","93","","8514","","","8514042",""
"","","1","800","32","","8514","","","8514043",""
"","","","0.7","93","","8514","","","8514044",""
"","","1","702","32","","8514","","","8514045",""
"","","","0.5","93","","8514","","","8514046",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","8514","","","8514047",""
"","","0","701","32","","8514","","","8514048",""
"","","","0.4","93","","8514","","","8514049",""
"","","se_sys_login_birthday_cracker","se_common","23","0","8514","","","8514050",""
"","","1","700","32","","8514","","","8514051",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","8514","","","8514052",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","102111","3","0","8514","0.2","1","8514053","0.2"
"","","","0.1","93","","8514","","","8514054",""
"","wac_birthday_idle_normal","wac_birthday_clap","102811","3","0","8514","0.2","1","8514055","0.2"
"","","","0.1","93","","8514","","","8514056",""
"","wac_birthday_idle_smile","wac_birthday_clap","102511","3","0","8514","0.2","1","8514057","0.2"
"","","","2","93","","8514","","","8514058",""
"","","","1","131","","8514","","","8514059",""
"","0","vo_wac_08514_000","vo_wac_08514","21","0","8514","","","8514060",""
"0.5","1","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","102311","11","10","8514","0","1","8514061","0"
"","","","0","91","","8514","","","8514062",""
"","","wac_birthday_idle_smile","102311","3","1","8514","","","8514063","0.2"
"","","wac_birthday_talk_smile","102111","3","1","8514","","","8514064","0.2"
"","0","vo_wac_08514_001","vo_wac_08514","21","0","8514","","","8514065",""
"0.5","1","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","102111","11","10","8514","0","1","8514066","0"
"","","","0","91","","8514","","","8514067",""
"","","wac_birthday_idle_smile","102111","3","1","8514","","","8514068","0.2"
"","","wac_birthday_talk_wish","102311","3","1","8514","","","8514069","0.2"
"","0","vo_wac_08514_002","vo_wac_08514","21","0","8514","","","8514070",""
"0.5","1","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","102311","11","10","8514","0","1","8514071","0"
"","","","0","91","","8514","","","8514072",""
"","","wac_birthday_talk_smile","102311","3","1","8514","","","8514073","0.2"
"","0","vo_wac_08514_003","vo_wac_08514","21","0","8514","","","8514074",""
"0.5","1","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","102311","11","10","8514","0","1","8514075","0"
"","","","0","91","","8514","","","8514076",""
"","","","0","22","","8514","","","8514077",""
"","","bgm_M321_2C","bgm_M321","25","","8614","","","8614001",""
"wac_birthday_idle_normal","-1000","105911","1","1","250","8614","0","-70","8614002","2"
"wac_birthday_idle_smile","200","106411","1","1","256","8614","1","-270","8614003","2"
"wac_birthday_idle_doya","315","106011","1","1","258","8614","1","-310","8614004","2"
"wac_birthday_idle_kyapi","455","105811","1","1","257","8614","1","-290","8614005","2"
"","","300","105911","13","","8614","","","8614006",""
"","","300","106411","13","","8614","","","8614007",""
"","0","600","600","31","0","8614","","1","8614008","1"
"","0","602","602","31","0","8614","","1","8614009","0"
"","0","603","603","31","0","8614","","1","8614010","0"
"","60","604","604","31","30","8614","","1","8614011","1"
"","0","610","610","31","0","8614","","1","8614012","1"
"","0","700","700","31","0","8614","","1","8614013","0"
"","0","701","701","31","0","8614","","1","8614014","0"
"","0","702","702","31","0","8614","","1","8614015","0"
"","0","800","800","31","0","8614","","1","8614016","0"
"","60","908","908","31","30","8614","","1","8614017","1"
"","","","1","93","","8614","","","8614018",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","106011","3","0","8614","0.2","1","8614019","0.2"
"","","","0.1","93","","8614","","","8614020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","106411","3","0","8614","0.2","1","8614021","0.2"
