53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"49","51","49","49","1441","49","1","0","49","18951","49","49","30","0","10","0","49","0","0","0","49","0","200200","49","41","1","0","0","670020049","49","1","49","0","49","49","200000001","49","49","10","49"
"50","52","50","50","1531","50","1","0","50","20657","50","50","30","0","10","0","50","0","0","0","50","0","200200","50","42","1","0","0","670020050","50","1","50","0","50","50","200000001","50","50","10","50"
"51","53","51","51","1670","51","1","0","51","22363","51","51","30","0","10","0","51","0","0","0","51","0","200200","51","42","1","0","0","670020051","51","1","51","0","51","51","200000001","51","51","10","51"
"52","54","52","52","1710","52","1","0","52","24069","52","52","30","0","10","0","52","0","0","0","52","0","200200","52","43","1","0","0","670020052","52","1","52","0","52","52","200000001","52","52","10","52"
"53","55","53","53","1800","53","1","0","53","25775","53","53","30","0","10","0","53","0","0","0","53","0","200200","53","43","1","0","0","670020053","53","1","53","0","53","53","200000001","53","53","10","53"
"54","56","54","54","1890","54","1","0","54","27481","54","54","30","0","10","0","54","0","0","0","54","0","200200","54","44","1","0","0","670020054","54","1","54","0","54","54","200000001","54","54","10","54"
"55","57","55","55","1979","55","1","0","55","29187","55","55","30","0","10","0","55","0","0","0","55","0","200200","55","44","1","0","0","670020055","55","1","55","0","55","55","200000001","55","55","10","55"
"56","58","56","56","2069","56","1","0","56","30893","56","56","30","0","10","0","56","0","0","0","56","0","200200","56","45","1","0","0","670020056","56","1","56","0","56","56","200000001","56","56","10","56"
"57","59","57","57","2159","57","1","0","57","32599","57","57","30","0","10","0","57","0","0","0","57","0","200200","57","45","1","0","0","670020057","57","1","57","0","57","57","200000001","57","57","10","57"
"58","60","58","58","2248","58","1","0","58","34305","58","58","30","0","10","0","58","0","0","0","58","0","200200","58","46","1","0","0","670020058","58","1","58","0","58","58","200000001","58","58","10","58"
"59","61","59","59","2338","59","1","0","59","36011","59","59","30","0","10","0","59","0","0","0","59","0","200200","59","46","1","0","0","670020059","59","1","59","0","59","59","200000001","59","59","10","59"
"60","62","60","60","2428","60","1","0","60","37717","60","60","30","0","10","0","60","0","0","0","60","0","200200","60","47","1","0","0","670020060","60","1","60","0","60","60","200000001","60","60","10","60"
"61","63","61","61","2518","61","1","0","61","39423","61","61","30","0","10","0","61","0","0","0","61","0","200200","61","47","1","0","0","670020061","61","1","61","0","61","61","200000001","61","61","10","61"
"62","64","62","62","2561","62","1","0","62","41129","62","62","30","0","10","0","62","0","0","0","62","0","200200","62","48","1","0","0","670020062","62","1","62","0","62","62","200000001","62","62","10","62"
"63","66","63","63","2604","63","1","0","63","42835","63","63","30","0","10","0","63","0","0","0","63","0","200200","63","49","1","0","0","670020063","63","1","63","0","63","63","200000001","63","63","10","63"
"64","68","64","64","2647","64","1","0","64","44541","64","64","30","0","10","0","64","0","0","0","64","0","200200","64","50","1","0","0","670020064","64","1","64","0","64","64","200000001","64","64","10","64"
"65","70","65","65","2690","65","1","0","65","46247","65","65","30","0","10","0","65","0","0","0","65","0","200200","65","51","1","0","0","670020065","65","1","65","0","65","65","200000001","65","65","10","65"
"66","72","66","66","2735","66","1","0","66","47953","66","66","30","0","10","0","66","0","0","0","66","0","200200","66","52","1","0","0","670020066","66","1","66","0","66","66","200000001","66","66","10","66"
"67","74","67","67","2780","67","1","0","67","49659","67","67","30","0","10","0","67","0","0","0","67","0","200200","67","53","1","0","0","670020067","67","1","67","0","67","67","200000001","67","67","10","67"
"68","76","68","68","2825","68","1","0","68","51365","68","68","30","0","10","0","68","0","0","0","68","0","200200","68","55","1","0","0","670020068","68","1","68","0","68","68","200000001","68","68","10","68"
"69","78","69","69","2870","69","1","0","69","53071","69","69","30","0","10","0","69","0","0","0","69","0","200200","69","57","1","0","0","670020069","69","1","69","0","69","69","200000001","69","69","10","69"
"70","80","70","70","2915","70","1","0","70","54777","70","70","30","0","10","0","70","0","0","0","70","0","200200","70","59","1","0","0","670020070","70","1","70","0","70","70","200000001","70","70","10","70"
"71","82","71","71","2960","71","1","0","71","56483","71","71","30","0","10","0","71","0","0","0","71","0","200200","71","61","1","0","0","670020071","71","1","71","0","71","71","200000001","71","71","10","71"
"1","2","1","1","0","1","1","0","1","382","1","1","30","15","10","0","1","0","0","0","1","0","200300","1","5","1","0","0","670030001","1","1","1","0","1","1","200000008","1","1","10","1"
"2","4","2","2","0","2","1","0","2","502","2","2","30","20","10","0","2","0","0","0","2","0","200300","2","8","1","0","0","670030002","2","1","2","0","2","2","200000008","2","2","10","2"
"3","5","3","3","0","3","1","0","3","623","3","3","30","26","10","0","3","0","0","0","3","0","200300","3","10","1","0","0","670030003","3","1","3","0","3","3","200000008","3","3","10","3"
"4","7","4","4","0","4","1","0","4","686","4","4","30","61","10","0","4","0","0","0","4","0","200300","4","16","1","0","0","670030004","4","1","4","0","4","4","200000008","4","4","10","4"
"5","7","5","5","0","5","1","0","5","686","5","5","30","61","10","0","5","0","0","0","5","0","200300","5","16","1","0","0","670030005","5","1","5","0","5","5","200000008","5","5","10","5"
"6","8","6","6","0","6","1","0","6","678","6","6","30","63","10","0","6","0","0","0","6","0","200300","6","16","1","0","0","670030006","6","1","6","0","6","6","200000008","6","6","10","6"
"7","10","7","7","0","7","1","0","7","835","7","7","30","89","10","0","7","0","0","0","7","0","200300","7","17","1","0","0","670030007","7","1","7","0","7","7","200000008","7","7","10","7"
"8","11","8","8","0","8","1","0","8","991","8","8","30","114","10","0","8","0","0","0","8","0","200300","8","20","1","0","0","670030008","8","1","8","0","8","8","200000008","8","8","10","8"
"9","11","9","9","0","9","1","0","9","1019","9","9","30","117","10","0","9","0","0","0","9","0","200300","9","20","1","0","0","670030009","9","1","9","0","9","9","200000008","9","9","10","9"
"10","13","10","10","0","10","1","0","10","1048","10","10","30","120","10","0","10","0","0","0","10","0","200300","10","22","1","0","0","670030010","10","1","10","0","10","10","200000008","10","10","10","10"
"11","13","11","11","0","11","1","0","11","1076","11","11","30","123","10","0","11","0","0","0","11","0","200300","11","22","1","0","0","670030011","11","1","11","0","11","11","200000008","11","11","10","11"
"12","13","12","12","0","12","1","0","12","1104","12","12","30","126","10","0","12","0","0","0","12","0","200300","12","22","1","0","0","670030012","12","1","12","0","12","12","200000008","12","12","10","12"
"13","14","13","13","0","13","1","0","13","1309","13","13","30","133","10","0","13","0","0","0","13","0","200300","13","24","1","0","0","670030013","13","1","13","0","13","13","200000008","13","13","10","13"
"14","16","14","14","0","14","1","0","14","1513","14","14","30","138","10","0","14","0","0","0","14","0","200300","14","26","1","0","0","670030014","14","1","14","0","14","14","200000008","14","14","10","14"
"15","16","15","15","0","15","1","0","15","1717","15","15","30","145","10","0","15","0","0","0","15","0","200300","15","26","1","0","0","670030015","15","1","15","0","15","15","200000008","15","15","10","15"
"16","17","16","16","0","16","1","0","16","1921","16","16","30","151","10","0","16","0","0","0","16","0","200300","16","26","1","0","0","670030016","16","1","16","0","16","16","200000008","16","16","10","16"
"17","18","17","17","0","17","1","0","17","2257","17","17","30","175","10","0","17","0","0","0","17","0","200300","17","26","1","0","0","670030017","17","1","17","0","17","17","200000008","17","17","10","17"
"18","18","18","18","0","18","1","0","18","2592","18","18","30","198","10","0","18","0","0","0","18","0","200300","18","26","1","0","0","670030018","18","1","18","0","18","18","200000008","18","18","10","18"
"19","18","19","19","0","19","1","0","19","2828","19","19","30","200","10","0","19","0","0","0","19","0","200300","19","27","1","0","0","670030019","19","1","19","0","19","19","200000008","19","19","10","19"
"20","18","20","20","0","20","1","0","20","2939","20","20","30","203","10","0","20","0","0","0","20","0","200300","20","27","1","0","0","670030020","20","1","20","0","20","20","200000008","20","20","10","20"
"21","18","21","21","0","21","1","0","21","3050","21","21","30","206","10","0","21","0","0","0","21","0","200300","21","27","1","0","0","670030021","21","1","21","0","21","21","200000008","21","21","10","21"
"22","20","22","22","0","22","1","0","22","3148","22","22","30","226","10","0","22","0","0","0","22","0","200300","22","29","1","0","0","670030022","22","1","22","0","22","22","200000008","22","22","10","22"
"23","20","23","23","0","23","1","0","23","3304","23","23","30","226","10","0","23","0","0","0","23","0","200300","23","29","1","0","0","670030023","23","1","23","0","23","23","200000008","23","23","10","23"
"24","28","24","24","0","24","1","0","24","3586","24","24","30","321","10","0","24","0","0","0","24","0","200300","24","40","1","0","0","670030024","24","1","24","0","24","24","200000008","24","24","10","24"
"25","30","25","25","0","25","1","0","25","3866","25","25","30","333","10","0","25","0","0","0","25","0","200300","25","42","1","0","0","670030025","25","1","25","0","25","25","200000008","25","25","10","25"
"26","30","26","26","0","26","1","0","26","3966","26","26","30","371","10","0","26","0","0","0","26","0","200300","26","42","1","0","0","670030026","26","1","26","0","26","26","200000008","26","26","10","26"
"27","30","27","27","0","27","1","0","27","4060","27","27","30","374","10","0","27","0","0","0","27","0","200300","27","42","1","0","0","670030027","27","1","27","0","27","27","200000008","27","27","10","27"
"28","30","28","28","0","28","1","0","28","4152","28","28","30","376","10","0","28","0","0","0","28","0","200300","28","42","1","0","0","670030028","28","1","28","0","28","28","200000008","28","28","10","28"
"29","32","29","29","0","29","1","0","29","5542","29","29","30","438","10","0","29","0","0","0","29","0","200300","29","45","1","0","0","670030029","29","1","29","0","29","29","200000008","29","29","10","29"
"30","32","30","30","0","30","1","0","30","5591","30","30","30","480","10","0","30","0","0","0","30","0","200300","30","47","1","0","0","670030030","30","1","30","0","30","30","200000008","30","30","10","30"
"31","32","31","31","0","31","1","0","31","5604","31","31","30","481","10","0","31","0","0","0","31","0","200300","31","47","1","0","0","670030031","31","1","31","0","31","31","200000008","31","31","10","31"
"32","32","32","32","0","32","1","0","32","5618","32","32","30","481","10","0","32","0","0","0","32","0","200300","32","47","1","0","0","670030032","32","1","32","0","32","32","200000008","32","32","10","32"
"33","32","33","33","0","33","1","0","33","5632","33","33","30","482","10","0","33","0","0","0","33","0","200300","33","47","1","0","0","670030033","33","1","33","0","33","33","200000008","33","33","10","33"
"34","32","34","34","0","34","1","0","34","6542","34","34","30","539","10","0","34","0","0","0","34","0","200300","34","47","1","0","0","670030034","34","1","34","0","34","34","200000008","34","34","10","34"
"35","32","35","35","0","35","1","0","35","6610","35","35","30","543","10","0","35","0","0","0","35","0","200300","35","48","1","0","0","670030035","35","1","35","0","35","35","200000008","35","35","10","35"
"36","32","36","36","0","36","1","0","36","7177","36","36","30","561","10","0","36","0","0","0","36","0","200300","36","48","1","0","0","670030036","36","1","36","0","36","36","200000008","36","36","10","36"
"37","35","37","37","0","37","1","0","37","7979","37","37","30","606","10","0","37","0","0","0","37","0","200300","37","53","1","0","0","670030037","37","1","37","0","37","37","200000008","37","37","10","37"
"38","49","38","38","0","38","1","0","38","8781","38","38","30","651","10","0","38","0","0","0","38","0","200300","38","70","1","0","0","670030038","38","1","38","0","38","38","200000008","38","38","10","38"
"39","49","39","39","0","39","1","0","39","9666","39","39","30","736","10","0","39","0","0","0","39","0","200300","39","70","1","0","0","670030039","39","1","39","0","39","39","200000008","39","39","10","39"
"40","49","40","40","0","40","1","0","40","10551","40","40","30","821","10","0","40","0","0","0","40","0","200300","40","70","1","0","0","670030040","40","1","40","0","40","40","200000008","40","40","10","40"
"41","50","41","41","0","41","1","0","41","13253","41","41","30","935","10","0","41","0","0","0","41","0","200300","41","72","1","0","0","670030041","41","1","41","0","41","41","200000008","41","41","10","41"
"42","50","42","42","0","42","1","0","42","15956","42","42","30","1049","10","0","42","0","0","0","42","0","200300","42","73","1","0","0","670030042","42","1","42","0","42","42","200000008","42","42","10","42"
"43","52","43","43","0","43","1","0","43","16030","43","43","30","1066","10","0","43","0","0","0","43","0","200300","43","75","1","0","0","670030043","43","1","43","0","43","43","200000008","43","43","10","43"
"44","52","44","44","0","44","1","0","44","16104","44","44","30","1083","10","0","44","0","0","0","44","0","200300","44","76","1","0","0","670030044","44","1","44","0","44","44","200000008","44","44","10","44"
"45","53","45","45","0","45","1","0","45","16179","45","45","30","1100","10","0","45","0","0","0","45","0","200300","45","78","1","0","0","670030045","45","1","45","0","45","45","200000008","45","45","10","45"
"46","56","46","46","0","46","1","0","46","17054","46","46","30","1142","10","0","46","0","0","0","46","0","200300","46","82","1","0","0","670030046","46","1","46","0","46","46","200000008","46","46","10","46"
"47","59","47","47","0","47","1","0","47","17930","47","47","30","1182","10","0","47","0","0","0","47","0","200300","47","85","1","0","0","670030047","47","1","47","0","47","47","200000008","47","47","10","47"
"48","63","48","48","0","48","1","0","48","17930","48","48","30","1224","10","0","48","0","0","0","48","0","200300","48","88","1","0","0","670030048","48","1","48","0","48","48","200000008","48","48","10","48"
"49","63","49","49","0","49","1","0","49","17930","49","49","30","1224","10","0","49","0","0","0","49","0","200300","49","88","1","0","0","670030049","49","1","49","0","49","49","200000008","49","49","10","49"
"50","69","50","50","0","50","1","0","50","18080","50","50","30","1255","10","0","50","0","0","0","50","0","200300","50","91","1","0","0","670030050","50","1","50","0","50","50","200000008","50","50","10","50"
"51","75","51","51","0","51","1","0","51","18230","51","51","30","1285","10","0","51","0","0","0","51","0","200300","51","94","1","0","0","670030051","51","1","51","0","51","51","200000008","51","51","10","51"
"52","76","52","52","0","52","1","0","52","18230","52","52","30","1285","10","0","52","0","0","0","52","0","200300","52","94","1","0","0","670030052","52","1","52","0","52","52","200000008","52","52","10","52"
"53","77","53","53","0","53","1","0","53","18980","53","53","30","1345","10","0","53","0","0","0","53","0","200300","53","95","1","0","0","670030053","53","1","53","0","53","53","200000008","53","53","10","53"
"54","77","54","54","0","54","1","0","54","19730","54","54","30","1405","10","0","54","0","0","0","54","0","200300","54","95","1","0","0","670030054","54","1","54","0","54","54","200000008","54","54","10","54"
"55","77","55","55","0","55","1","0","55","20730","55","55","30","1445","10","0","55","0","0","0","55","0","200300","55","95","1","0","0","670030055","55","1","55","0","55","55","200000008","55","55","10","55"
"56","77","56","56","0","56","1","0","56","21730","56","56","30","1485","10","0","56","0","0","0","56","0","200300","56","95","1","0","0","670030056","56","1","56","0","56","56","200000008","56","56","10","56"
"57","79","57","57","0","57","1","0","57","22730","57","57","30","1625","10","0","57","0","0","0","57","0","200300","57","96","1","0","0","670030057","57","1","57","0","57","57","200000008","57","57","10","57"
"58","80","58","58","0","58","1","0","58","23730","58","58","30","1765","10","0","58","0","0","0","58","0","200300","58","97","1","0","0","670030058","58","1","58","0","58","58","200000008","58","58","10","58"
"59","82","59","59","0","59","1","0","59","24730","59","59","30","1945","10","0","59","0","0","0","59","0","200300","59","98","1","0","0","670030059","59","1","59","0","59","59","200000008","59","59","10","59"
"60","83","60","60","0","60","1","0","60","25730","60","60","30","2125","10","0","60","0","0","0","60","0","200300","60","99","1","0","0","670030060","60","1","60","0","60","60","200000008","60","60","10","60"
"61","85","61","61","0","61","1","0","61","26730","61","61","30","2305","10","0","61","0","0","0","61","0","200300","61","100","1","0","0","670030061","61","1","61","0","61","61","200000008","61","61","10","61"
"62","86","62","62","0","62","1","0","62","27299","62","62","30","2376","10","0","62","0","0","0","62","0","200300","62","103","1","0","0","670030062","62","1","62","0","62","62","200000008","62","62","10","62"
"63","86","63","63","0","63","1","0","63","27868","63","63","30","2447","10","0","63","0","0","0","63","0","200300","63","106","1","0","0","670030063","63","1","63","0","63","63","200000008","63","63","10","63"
"64","86","64","64","0","64","1","0","64","28437","64","64","30","2518","10","0","64","0","0","0","64","0","200300","64","109","1","0","0","670030064","64","1","64","0","64","64","200000008","64","64","10","64"
