682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"travel_topdrama_r_2000_idle_doya","101","20131","0.8","-68","1201310001","1","1","104411","42","1"
"travel_topdrama_r_2000_idle_anger","102","20131","0.8","-68","1201310002","1","0","100711","-42","1"
"mana","110","20131","1","-75","1201310003","5","0","0","0","0"
"","","20131","","","1201310004","91","","","","0"
"","","20131","","","1201310005","93","","0","","10"
"","","20131","","","1201310006","101","","","","1201310005"
"","0","20131","0","","1201310007","3","","none","","0"
"","","20131","","","1201310008","91","","","","0"
"","","20132","","","1201320001","13","","103","","104411"
"","","20132","","","1201320002","13","","104","","100711"
"","0","20132","0.2","1","1201320003","3","","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","104411"
"","0","20132","","","1201320004","21","","vo_travel_talk_20013_00","0","vo_travel_talk"
"0","10","20132","0","1","1201320005","11","0","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","1","104411"
"","","20132","","","1201320006","91","","","","0"
"","1","20132","0.2","","1201320007","3","","travel_topdrama_r_2000_idle_doya","","104411"
"","1","20132","0.2","1","1201320008","3","","travel_topdrama_r_2000_talk_anger","","100711"
"","0","20132","","","1201320009","21","","vo_travel_talk_20013_01","0","vo_travel_talk"
"0","10","20132","0","1","1201320010","11","0","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","1","100711"
"","","20132","","","1201320011","91","","","","0"
"","1","20132","0.2","","1201320012","3","","travel_topdrama_r_2000_idle_anger","","100711"
"","0","20132","0.2","1","1201320013","3","","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","104411"
"","0","20132","","","1201320014","21","","vo_travel_talk_20013_02","0","vo_travel_talk"
"0","10","20132","0","1","1201320015","11","0","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","1","104411"
"","","20132","","","1201320016","91","","","","0"
"","1","20132","0.2","","1201320017","3","","travel_topdrama_r_2000_idle_doya_surprise","","104411"
"","","20132","","","1201320018","112","","","",""
"","","20132","","","1201320019","91","","","","0"
"travel_topdrama_r_2000_idle_sad","102","20141","0.8","-68","1201410001","1","1","102511","42","1"
"travel_topdrama_r_2000_idle_normal","101","20141","0.8","-68","1201410002","1","0","102811","-42","1"
"mana","110","20141","1","-75","1201410003","5","0","0","0","0"
"","","20141","","","1201410004","91","","","","0"
"","","20141","","","1201410005","93","","0","","10"
"","","20141","","","1201410006","101","","","","1201410005"
"","0","20141","0","","1201410007","3","","none","","0"
"","","20141","","","1201410008","91","","","","0"
"","","20142","","","1201420001","13","","103","","102511"
"","","20142","","","1201420002","13","","104","","102811"
"","0","20142","0.2","1","1201420003","3","","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop","102511"
"","0","20142","","","1201420004","21","","vo_travel_talk_20014_00","0","vo_travel_talk"
"0","10","20142","0","1","1201420005","11","0","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","1","102511"
"","","20142","","","1201420006","91","","","","0"
"","0","20142","0.2","1","1201420007","3","","travel_topdrama_r_2014_falldown","travel_topdrama_r_2000_idle_sad_cry","102511"
"","0","20142","0.2","1","1201420008","3","","travel_topdrama_r_2000_talk_surprise2_in","travel_topdrama_r_2000_talk_surprise2_loop","102811"
"","0","20142","","","1201420009","21","","vo_travel_talk_20014_01","0","vo_travel_talk"
"0","10","20142","0","1","1201420010","11","0","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","1","102811"
"","","20142","","","1201420011","91","","","","0"
"","1","20142","0.2","","1201420012","3","","travel_topdrama_r_2000_idle_arm_crossed","","102811"
"","1","20142","0.2","","1201420013","3","","travel_topdrama_r_2000_talk_sad_loop_cry","","102511"
"","0","20142","","","1201420014","21","","vo_travel_talk_20014_02","0","vo_travel_talk"
"0","10","20142","0","1","1201420015","11","0","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","1","102511"
"","","20142","","","1201420016","91","","","","0"
"","1","20142","0.2","","1201420017","3","","travel_topdrama_r_2000_idle_sad_cry","","102511"
"","","20142","","","1201420018","112","","d","",""
"","","20142","","","1201420019","91","","","","0"
"travel_topdrama_r_2000_idle_arm_crossed","101","20151","0.8","-68","1201510001","1","1","103211","42","1"
"travel_topdrama_r_2000_idle_normal","102","20151","0.8","-68","1201510002","1","0","103411","-42","1"
"mana","110","20151","1","-75","1201510003","5","0","0","0","0"
"","","20151","","","1201510004","91","","","","0"
"","","20151","","","1201510005","93","","0","","10"
"","","20151","","","1201510006","101","","","","1201510005"
"","0","20151","0","","1201510007","3","","none","","0"
"","","20151","","","1201510008","91","","","","0"
"","","20152","","","1201520001","13","","103","","103211"
"","","20152","","","1201520002","13","","104","","103411"
"","0","20152","0.2","1","1201520003","3","","travel_topdrama_r_2000_talk_arm_crossed_in","travel_topdrama_r_2000_talk_arm_crossed_loop","103211"
"","0","20152","","","1201520004","21","","vo_travel_talk_20015_00","0","vo_travel_talk"
"0","10","20152","0","1","1201520005","11","0","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","1","103211"
"","","20152","","","1201520006","91","","","","0"
"","1","20152","0.2","","1201520007","3","","travel_topdrama_r_2000_idle_arm_crossed","","103211"
"","0","20152","0.2","1","1201520008","3","","travel_topdrama_r_2000_talk_sad_in_surprise2","travel_topdrama_r_2000_talk_sad_loop_surprise2","103411"
"","0","20152","","","1201520009","21","","vo_travel_talk_20015_01","0","vo_travel_talk"
"0","10","20152","0","1","1201520010","11","0","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","1","103411"
"","","20152","","","1201520011","91","","","","0"
"","1","20152","0.2","","1201520012","3","","travel_topdrama_r_2000_idle_normal","","103411"
"","0","20152","0.2","1","1201520013","3","","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","103211"
"","0","20152","","","1201520014","21","","vo_travel_talk_20015_02","0","vo_travel_talk"
"0","10","20152","0","1","1201520015","11","0","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","1","103211"
"","","20152","","","1201520016","91","","","","0"
"","1","20152","0.2","","1201520017","3","","travel_topdrama_r_2000_idle_doya_surprise","","103211"
"","","20152","","","1201520018","112","","","",""
"","","20152","","","1201520019","91","","","","0"
"travel_topdrama_r_2000_idle_kyapi","101","20161","0.8","-68","1201610001","1","1","101611","42","1"
"travel_topdrama_r_2000_idle_wish_joy","102","20161","0.8","-68","1201610002","1","0","101811","-42","1"
"mana","110","20161","1","-75","1201610003","5","0","0","0","0"
"","","20161","","","1201610004","91","","","","0"
"","","20161","","","1201610005","93","","0","","10"
"","","20161","","","1201610006","101","","","","1201610005"
"","0","20161","0","","1201610007","3","","none","","0"
"","","20161","","","1201610008","91","","","","0"
"","","20162","","","1201620001","13","","103","","101611"
"","","20162","","","1201620002","13","","104","","101811"
"","0","20162","0.2","1","1201620003","3","","travel_topdrama_r_2000_talk_kyapi_in","travel_topdrama_r_2000_talk_kyapi_loop","101611"
"","0","20162","","","1201620004","21","","vo_travel_talk_20016_00","0","vo_travel_talk"
"0","10","20162","0","1","1201620005","11","0","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","1","101611"
"","","20162","","","1201620006","91","","","","0"
"","1","20162","0.2","","1201620007","3","","travel_topdrama_r_2000_idle_kyapi","","101611"
"","1","20162","0.2","","1201620008","3","","travel_topdrama_r_2000_talk_wish_loop_joy","","101811"
"","0","20162","","","1201620009","21","","vo_travel_talk_20016_01","0","vo_travel_talk"
"0","10","20162","0","1","1201620010","11","0","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","1","101811"
"","","20162","","","1201620011","91","","","","0"
"","1","20162","0.2","","1201620012","3","","travel_topdrama_r_2000_idle_wish_joy","","101811"
"","0","20162","0.2","1","1201620013","3","","travel_topdrama_r_2000_talk_doya_in_faceAnger","travel_topdrama_r_2000_talk_doya_loop_faceAnger","101611"
"","0","20162","","","1201620014","21","","vo_travel_talk_20016_02","0","vo_travel_talk"
"0","10","20162","0","1","1201620015","11","0","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","1","101611"
"","","20162","","","1201620016","91","","","","0"
"","1","20162","0.2","","1201620017","3","","travel_topdrama_r_2000_idle_doya_faceAnger","","101611"
"","","20162","","","1201620018","112","","","",""
"","","20162","","","1201620019","91","","","","0"
"travel_topdrama_r_2000_idle_doya","101","20171","0.8","-68","1201710001","1","1","106511","42","1"
"travel_topdrama_r_2000_idle_normal","102","20171","0.8","-68","1201710002","1","0","106611","-42","1"
"mana","110","20171","1","-75","1201710003","5","0","0","0","0"
"","","20171","","","1201710004","91","","","","0"
"","","20171","","","1201710005","93","","0","","10"
"","","20171","","","1201710006","101","","","","1201710005"
"","0","20171","0","","1201710007","3","","none","","0"
"","","20171","","","1201710008","91","","","","0"
"","","20172","","","1201720001","13","","103","","106511"
"","","20172","","","1201720002","13","","104","","106611"
"","0","20172","0.2","1","1201720003","3","","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","106511"
"","0","20172","","","1201720004","21","","vo_travel_talk_20017_00","0","vo_travel_talk"
"0","10","20172","0","1","1201720005","11","0","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","1","106511"
"","","20172","","","1201720006","91","","","","0"
"","1","20172","0.2","","1201720007","3","","travel_topdrama_r_2000_idle_doya","","106511"
"","0","20172","0.2","1","1201720008","3","","travel_topdrama_r_2000_talk_arm_crossed_in_sad","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","106611"
"","0","20172","","","1201720009","21","","vo_travel_talk_20017_01","0","vo_travel_talk"
"0","10","20172","0","1","1201720010","11","0","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","1","106611"
"","","20172","","","1201720011","91","","","","0"
"","1","20172","0.2","","1201720012","3","","travel_topdrama_r_2000_idle_arm_crossed_sad","","106611"
"","0","20172","0.2","1","1201720013","3","","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","106511"
"","0","20172","","","1201720014","21","","vo_travel_talk_20017_02","0","vo_travel_talk"
"0","10","20172","0","1","1201720015","11","0","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","1","106511"
"","","20172","","","1201720016","91","","","","0"
"","1","20172","0.2","","1201720017","3","","travel_topdrama_r_2000_idle_doya_surprise","","106511"
"","","20172","","","1201720018","112","","","",""
"","","20172","","","1201720019","91","","","","0"
"travel_topdrama_r_2000_idle_sad","101","20181","0.8","-68","1201810001","1","1","118011","0","1"
"mana","110","20181","1","-75","1201810002","5","0","0","0","0"
"","","20181","","","1201810003","91","","","","0"
"","","20181","","","1201810004","93","","0","","10"
"","","20181","","","1201810005","101","","","","1201810004"
"","0","20181","0","","1201810006","3","","none","","0"
"","","20181","","","1201810007","91","","","","0"
"","","20182","","","1201820001","13","","103","","118011"
"","0","20182","0.2","1","1201820002","3","","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop","118011"
"","0","20182","","","1201820003","21","","vo_travel_talk_20018_00","0","vo_travel_talk"
"0","10","20182","0","1","1201820004","11","0","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","1","118011"
"","","20182","","","1201820005","91","","","","0"
"","0","20182","0.2","1","1201820006","3","","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","118011"
"","0","20182","","","1201820007","21","","vo_travel_talk_20018_01","0","vo_travel_talk"
"0","10","20182","0","1","1201820008","11","0","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","1","118011"
"","","20182","","","1201820009","91","","","","0"
"","1","20182","0.2","","1201820010","3","","travel_topdrama_r_2000_talk_thinking","","118011"
"","0","20182","","","1201820011","21","","vo_travel_talk_20018_02","0","vo_travel_talk"
"0","10","20182","0","1","1201820012","11","0","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","1","118011"
"","","20182","","","1201820013","91","","","","0"
"","0","20182","0.2","1","1201820014","3","","travel_topdrama_r_2000_eieio_in","travel_topdrama_r_2000_eieio_loop","118011"
"","","20182","","","1201820015","91","","","","0"
"","","20182","","","1201820016","112","","","",""
"","","20182","","","1201820017","91","","","","0"
"travel_topdrama_r_2000_idle_smile","101","20191","0.8","-68","1201910001","1","1","106111","42","1"
"travel_topdrama_r_2000_idle_doya_sad","102","20191","0.8","-68","1201910002","1","0","107011","-42","1"
"mana","110","20191","1","-75","1201910003","5","0","0","0","0"
"","","20191","","","1201910004","91","","","","0"
"","","20191","","","1201910005","93","","0","","10"
"","","20191","","","1201910006","101","","","","1201910005"
"","0","20191","0","","1201910007","3","","none","","0"
"","","20191","","","1201910008","91","","","","0"
"","","20192","","","1201920001","13","","103","","106111"
"","","20192","","","1201920002","13","","104","","107011"
"","0","20192","0.2","1","1201920003","3","","travel_topdrama_r_2000_eieio_in","travel_topdrama_r_2000_eieio_loop","106111"
"","0","20192","","","1201920004","21","","vo_travel_talk_20019_00","0","vo_travel_talk"
"0","10","20192","0","1","1201920005","11","0","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","1","106111"
"","","20192","","","1201920006","91","","","","0"
"","1","20192","0.2","","1201920007","3","","travel_topdrama_r_2000_eieio_loop","","106111"
"","0","20192","0.2","1","1201920008","3","","travel_topdrama_r_2000_talk_doya_in_sad","travel_topdrama_r_2000_talk_doya_loop_sad","107011"
"","0","20192","","","1201920009","21","","vo_travel_talk_20019_01","0","vo_travel_talk"
"0","10","20192","0","1","1201920010","11","0","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","1","107011"
"","","20192","","","1201920011","91","","","","0"
"","1","20192","0.2","","1201920012","3","","travel_topdrama_r_2000_idle_doya_sad","","107011"
"","0","20192","0.2","1","1201920013","3","","travel_topdrama_r_2000_talk_guts2_in_joy","travel_topdrama_r_2000_talk_guts2_loop_joy","106111"
"","0","20192","","","1201920014","21","","vo_travel_talk_20019_02","0","vo_travel_talk"
