dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009803032","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009803","1","100411","0"
"1009803033","","","10","0","12","0","1009803","","103611","0.5"
"1009803034","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009803","1","103611","0"
"1009803035","","","10","0","12","0","1009803","","102011","0.5"
"1009803036","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009803","1","102011","0"
"1009803037","","","","","93","","1009803","","2",""
"1009803038","","","0","","4","","1009803","","103611",""
"1009803039","","","lsv_walk","0.2","3","","1009803","","103611","1"
"1009803040","0.5","","200","","2","","1009803","0","103611","-235"
"1009803041","","","","","93","","1009803","","0.5",""
"1009803042","","","lsv_idle_normal","0.2","3","","1009803","","103611","1"
"1009803043","","","","","93","","1009803","","0",""
"1009803044","","","1","","4","","1009803","","103611",""
"1009803045","","","","","93","","1009803","","0.6",""
"1009803046","","","lsv_talk_memory_dere2","0.2","3","","1009803","","102011","1"
"1009803047","0","","vo_lsv_0321","","21","","1009803","","vo_lsv","0"
"1009803048","1","0","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","0","11","0","1009803","1","102011","10"
"1009803049","","","","","91","","1009803","","0",""
"1009803050","","","lsv_idle_memory","0.2","3","","1009803","","102011","1"
"1009803051","","","lsv_talk_normal","0.2","3","","1009803","","100411","1"
"1009803052","0","","vo_lsv_0322","","21","","1009803","","vo_lsv","0"
"1009803053","1","0","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","0","11","0","1009803","1","100411","10"
"1009803054","","","","","91","","1009803","","0",""
"1009803055","","","lsv_idle_normal_joyR","0.2","3","","1009803","","100411","1"
"1009803056","","","lsv_idle_normal","0.2","3","","1009803","","102011","1"
"1009803057","","","lsv_talk_sad","0.2","3","","1009803","","103611","1"
"1009803058","0","","vo_lsv_0323","","21","","1009803","","vo_lsv","0"
"1009803059","1","0","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","0","11","0","1009803","1","103611","10"
"1009803060","","","","","91","","1009803","","0",""
"1009803061","","","lsv_idle_sad","0.2","3","","1009803","","103611","1"
"1009803062","","","lsv_talk_cool_normal2_loop","0.2","3","","1009803","","100411","1"
"1009803063","0","","vo_lsv_0324","","21","","1009803","","vo_lsv","0"
"1009803064","1","0","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","0","11","0","1009803","1","100411","10"
"1009803065","","","","","91","","1009803","","0",""
"1009803066","","","lsv_idle_cool","0.2","3","","1009803","","100411","1"
"1009803067","","","lsv_talk_joy3_dere","0.2","3","","1009803","","103611","1"
"1009803068","0","","vo_lsv_0325","","21","","1009803","","vo_lsv","0"
"1009803069","1","0","……嗯，妳說得對。\n大家下次再一起去吧。","0","11","0","1009803","1","103611","10"
"1009803070","","","","","91","","1009803","","0",""
"1009803071","","","lsv_idle_normal","0.2","3","","1009803","","103611","1"
"1009803072","","","lsv_look_talk_normal","0.2","3","","1009803","","102011","1"
"1009803073","0","","vo_lsv_0326","","21","","1009803","","vo_lsv","0"
"1009803074","1","0","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","0","11","0","1009803","1","102011","10"
"1009803075","","","","","91","","1009803","","0",""
"1009803076","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009803","1","100411","0"
"1009803077","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009803","1","103611","0"
"1009803078","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009803","1","102011","0"
"1009803079","","","0","","93","","1009803","","0.1",""
"1009803080","0.33","","-420","","2","0.2","1009803","2","100411","-220"
"1009803081","0.33","","452","","2","0.2","1009803","2","103611","-235"
"1009803082","0.33","","-545","","2","0.2","1009803","2","102011","-250"
"1009803083","","","0","0.2","22","","1009803","","0","1"
"1009803084","","","1009803087","","103","","1009803","","漫畫。","0"
"1009803085","","","1009803111","","103","","1009803","","繪本。","0"
"1009803086","","","1009803135","","103","","1009803","","小說。","0"
"1009803087","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","100411","0"
"1009803088","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","103611","0"
"1009803089","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","102011","0"
"1009803090","","","0","","93","","1009803","","0.1",""
"1009803091","0.33","","-100","","2","0.2","1009803","2","100411","-220"
"1009803092","0.33","","200","","2","0.2","1009803","2","103611","-235"
"1009803093","0.33","","-270","","2","0.2","1009803","2","102011","-250"
"1009803094","","","0","","93","","1009803","","0.7",""
"1009803095","lsv_surprise3_kira_loop","","lsv_surprise3_kira","0","3","0.2","1009803","1","100411","0"
"1009803096","0","","vo_lsv_0327","","21","","1009803","","vo_lsv","0"
"1009803097","1","0","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","0","11","0","1009803","1","100411","10"
"1009803098","","","","","91","","1009803","","0",""
"1009803099","","","lsv_idle_joy_dere","0.2","3","","1009803","","100411","1"
"1009803100","lsv_talk_guts2_joy2_loop","","lsv_talk_guts2_joy2","0","3","0.2","1009803","1","102011","0"
"1009803101","0","","vo_lsv_0328","","21","","1009803","","vo_lsv","0"
"1009803102","1","0","美美也想看～！","0","11","0","1009803","1","102011","10"
"1009803103","","","","","91","","1009803","","0",""
"1009803104","","","lsv_idle_guts2_joy2","0.2","3","","1009803","","102011","1"
"1009803105","","","lsv_talk_joy3_shy","0.2","3","","1009803","","103611","1"
"1009803106","0","","vo_lsv_0329","","21","","1009803","","vo_lsv","0"
"1009803107","1","0","大家都……\n……那個，我也可以一起看嗎？","0","11","0","1009803","1","103611","10"
"1009803108","","","","","91","","1009803","","0",""
"1009803109","","","lsv_idle_joy_shy","0.2","3","","1009803","","103611","1"
"1009803110","","","","","101","","1009803","","1009803161",""
"1009803111","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","100411","0"
"1009803112","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","103611","0"
"1009803113","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","102011","0"
"1009803114","","","0","","93","","1009803","","0.1",""
"1009803115","0.33","","-100","","2","0.2","1009803","2","100411","-220"
"1009803116","0.33","","200","","2","0.2","1009803","2","103611","-235"
"1009803117","0.33","","-270","","2","0.2","1009803","2","102011","-250"
"1009803118","","","0","","93","","1009803","","0.7",""
"1009803119","","","lsv_talk_joy3_blink","0.2","3","","1009803","","102011","1"
"1009803120","0","","vo_lsv_0330","","21","","1009803","","vo_lsv","0"
"1009803121","1","0","哇，繪本？\n是美美也看過的\n故事嗎～？","0","11","0","1009803","1","102011","10"
"1009803122","","","","","91","","1009803","","0",""
"1009803123","","","lsv_idle_normal_joyR","0.2","3","","1009803","","102011","1"
"1009803124","lsv_talk_doya_loop","","lsv_talk_doya","0","3","0.2","1009803","1","103611","0"
"1009803125","0","","vo_lsv_0331","","21","","1009803","","vo_lsv","0"
"1009803126","1","0","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","0","11","0","1009803","1","103611","10"
"1009803127","","","","","91","","1009803","","0",""
"1009803128","","","lsv_idle_doya","0.2","3","","1009803","","103611","1"
"1009803129","lsv_talk_guts2_loop","","lsv_talk_guts2","0","3","0.2","1009803","1","100411","0"
"1009803130","0","","vo_lsv_0332","","21","","1009803","","vo_lsv","0"
"1009803131","1","0","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","0","11","0","1009803","1","100411","10"
"1009803132","","","","","91","","1009803","","0",""
"1009803133","","","lsv_idle_normal","0.2","3","","1009803","","100411","1"
"1009803134","","","","","101","","1009803","","1009803161",""
"1009803135","lsv_idle_normal_worry","","lsv_choice","0","3","0.2","1009803","1","100411","0"
"1009803136","lsv_idle_normal","","lsv_choice","0","3","0.2","1009803","1","103611","0"
"1009803137","lsv_idle_normal_joyR","","lsv_choice","0","3","0.2","1009803","1","102011","0"
"1009803138","","","0","","93","","1009803","","0.1",""
"1009803139","0.33","","-100","","2","0.2","1009803","2","100411","-220"
"1009803140","0.33","","200","","2","0.2","1009803","2","103611","-235"
"1009803141","0.33","","-270","","2","0.2","1009803","2","102011","-250"
"1009803142","","","0","","93","","1009803","","0.7",""
"1009803143","lsv_talk_doya_loop","","lsv_talk_doya","0","3","0.2","1009803","1","103611","0"
"1009803144","0","","vo_lsv_0333","","21","","1009803","","vo_lsv","0"
"1009803145","1","0","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","0","11","0","1009803","1","103611","10"
"1009803146","","","","","91","","1009803","","0",""
"1009803147","","","lsv_idle_surprise","0.2","3","","1009803","","103611","1"
"1009803148","","","lsv_idle_surprise","0.2","3","","1009803","","102011","1"
"1009803149","","","lsv_talk_tsun_guru","0.2","3","","1009803","","100411","1"
"1009803150","0","","vo_lsv_0334","","21","","1009803","","vo_lsv","0"
"1009803151","1","0","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","0","11","0","1009803","1","100411","10"
"1009803152","","","","","91","","1009803","","0",""
"1009803153","lsv_gaku_loop","","lsv_gaku","0.2","3","0.2","1009803","1","100411","0"
"1009803154","","","lsv_idle_bitter_sad","0.2","3","","1009803","","103611","1"
"1009803155","","","lsv_talk_surprise2","0.2","3","","1009803","","102011","1"
"1009803156","0","","vo_lsv_0335","","21","","1009803","","vo_lsv","0"
"1009803157","1","0","禊、禊～！\n振作一點～！","0","11","0","1009803","1","102011","10"
"1009803158","","","","","91","","1009803","","0",""
"1009803159","","","lsv_idle_sad","0.2","3","","1009803","","102011","1"
"1009803160","","","","","101","","1009803","","1009803161",""
"1009803161","","","","","91","","1009803","","0",""
"1009803162","","","","","102","","1009803","","",""
"1009803163","","","0.2","","22","","1009803","","0",""
"1009803164","","","","","93","","1009803","","0.2",""
"1009803165","0","0","1","0","12","0","1009803","0","103611","1"
"1009803166","","","lsv_talk_tsun_shy","0.2","3","","1009803","","103611","1"
"1009803167","","","0","","93","","1009803","","3",""
"1009803168","","","lsv_idle_normal_bitter","0.2","3","","1009803","","103611","1"
"1009803169","0","0","4","0","12","0","1009803","0","100411","1"
"1009803170","lsv_surprise3_surprise_loop","","lsv_surprise3_surprise","0","3","0.2","1009803","1","100411","0"
"1009803171","","","0","","93","","1009803","","3",""
"1009803172","","","lsv_idle_sad_normal","0.2","3","","1009803","","100411","1"
"1009803173","0","0","10","0","12","0","1009803","0","102011","1"
"1009803174","","","lsv_talk_joy3_blink","0.2","3","","1009803","","102011","1"
"1009803175","","","0","","93","","1009803","","3",""
"1009803176","","","lsv_idle_joy","0.2","3","","1009803","","102011","1"
"1009803177","","","","","101","","1009803","","1009803165",""
"1009803178","1","","1","1","6","0","1009803","0","333","1"
"1009803179","","","1","","4","","1009803","","100411",""
"1009803180","","","lsv_run","0.2","3","","1009803","","100411","1"
"1009803181","0.8","","-750","","2","","1009803","0","100411","-220"
"1009803182","","","0","","4","","1009803","","103611",""
"1009803183","","","lsv_run","0.2","3","","1009803","","103611","1"
"1009803184","0.8","","750","","2","","1009803","0","103611","-235"
"1009803185","","","1","","4","","1009803","","102011",""
"1009803186","","","lsv_run","0.2","3","","1009803","","102011","1"
"1009803187","0.8","","-850","","2","","1009803","0","102011","-250"
"1009803188","","","","","93","","1009803","","0.6",""
"1009803189","1","","1","0.2","6","0","1009803","0","100411","1"
"1009803190","1","","1","0.2","6","0","1009803","0","103611","1"
"1009803191","1","","1","0.2","6","0","1009803","0","102011","1"
"1009803192","","","","","91","","1009803","","0",""
"1009804001","-200","lsv_idle_normal","102011","1.95","1","0","1009804","-495","1","102"
"1009804002","100","lsv_idle_normal","103611","1.95","1","1","1009804","-480","1","100"
"1009804003","270","lsv_idle_normal","100411","1.95","1","1","1009804","-510","1","101"
"1009804004","0","lsv_white_loop","333","1","5","0","1009804","0","1","0"
"1009804005","1","","1","0","6","0","1009804","0","333","1"
"1009804006","1","","1","0","6","0","1009804","0","102011","1"
"1009804007","1","","1","0","6","0","1009804","0","103611","1"
"1009804008","1","","1","0","6","0","1009804","0","100411","1"
"1009804009","","","0","","93","","1009804","","1",""
"1009804010","1","","1","0.8","6","0","1009804","0.4","333","1"
"1009804011","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009804","1","102011","0"
"1009804012","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009804","1","103611","0"
"1009804013","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009804","1","100411","0"
"1009804014","","","","","93","","1009804","","0.3",""
"1009804015","0.75","","-200","","2","","1009804","0","102011","-235"
"1009804016","0.75","","100","","2","","1009804","0","103611","-220"
"1009804017","0.75","","270","","2","","1009804","0","100411","-250"
"1009804018","1","","1","0.4","6","0","1009804","1","102011","1"
"1009804019","1","","1","0.4","6","0","1009804","1","103611","1"
"1009804020","1","","1","0.4","6","0","1009804","1","100411","1"
"1009804021","0","","6","0","12","0","1009804","","102011","0.2"
"1009804022","0","","6","0","12","0","1009804","","103611","0.2"
"1009804023","0","","6","0","12","0","1009804","","100411","0.2"
"1009804024","","","0","","93","","1009804","","1.2",""
"1009804025","lsv_talk_cool_normal2_loop","","lsv_talk_cool_normal2","0","3","0.2","1009804","1","100411","0"
"1009804026","0","","vo_lsv_0421","","21","","1009804","","vo_lsv","0"
"1009804027","1","0","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","0","11","0","1009804","1","100411","10"
"1009804028","","","","","91","","1009804","","0",""
"1009804029","","","lsv_idle_cool","0.2","3","","1009804","","100411","1"
"1009804030","","","lsv_talk_wish_joy","0.2","3","","1009804","","102011","1"
"1009804031","0","","vo_lsv_0422","","21","","1009804","","vo_lsv","0"
"1009804032","1","0","禊做的存錢筒\n很帥氣呢～♪","0","11","0","1009804","1","102011","10"
"1009804033","","","","","91","","1009804","","0",""
"1009804034","","","lsv_idle_wish_joy","0.2","3","","1009804","","102011","1"
"1009804035","","","lsv_talk_thinking","0.2","3","","1009804","","103611","1"
"1009804036","0","","vo_lsv_0423","","21","","1009804","","vo_lsv","0"
"1009804037","1","0","我煩惱了一下……\n因為想展現出\n知識與知性……","0","11","0","1009804","1","103611","10"
"1009804038","","","","","91","","1009804","","0",""
"1009804039","","","lsv_idle_normal","0.2","3","","1009804","","103611","1"
"1009804040","lsv_talk_arm_crossed_loop2","","lsv_talk_arm_crossed2","0","3","0.2","1009804","1","100411","0"
"1009804041","0","","vo_lsv_0424","","21","","1009804","","vo_lsv","0"
"1009804042","1","0","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","0","11","0","1009804","1","100411","10"
"1009804043","","","","","91","","1009804","","0",""
"1009804044","","","lsv_idle_arm_crossed","0.2","3","","1009804","","100411","1"
"1009804045","","","lsv_look_talk_sad","0.2","3","","1009804","","102011","1"
"1009804046","0","","vo_lsv_0425","","21","","1009804","","vo_lsv","0"
"1009804047","1","0","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","0","11","0","1009804","1","102011","10"
"1009804048","","","","","91","","1009804","","0",""
"1009804049","","","lsv_look_idle_sad","0.2","3","","1009804","","102011","1"
"1009804050","","","lsv_look_idle_normal","0.2","3","","1009804","","103611","1"
"1009804051","","","lsv_talk_joy3_blink","0.2","3","","1009804","","100411","1"
"1009804052","0","","vo_lsv_0426","","21","","1009804","","vo_lsv","0"
"1009804053","1","0","對耶！\n哥哥\n想做什麼呢？","0","11","0","1009804","1","100411","10"
"1009804054","","","","","91","","1009804","","0",""
"1009804055","","","lsv_idle_joy","0.2","3","","1009804","","100411","1"
