8a18da80a11f2e6278494c8003027dd1f46fc583d52738eb1e9fa44cfbf1cfef,2e0399a4faa0dcc36b3e64a871d1f58a14d2e1e648df0d001431ae8c6ff004af,194a0271bdda9db55b14d51899a55cf9e86121692f9b490d8cfd988c4fb46ccd,f41efb0dd2256bd943ffd24e0fb84adb3477df1fc66e9a68d5f5db7958671781,56dee8d424915f47277a7401995d7c724b591ec2289569e9f3e050eeb01a7e39,181482422fb2846493b7fb4a2dec071a2af16a1dd2f9216284cb39fea75da7fc,89798a8c2e538818f264ae96e460d567ab79e5691b110fbfa929b1c31e3a3aac,398dbdf48a42ed0687e5d8fe39c1f7398b529fd9f79beb1b6b7934f4d658a92f,27fcc62e884c28208725e76d2afa05999b6d7f27e0ed7f49b8ad22b7428c8062,40667edd3666db47548bfef98afb11120bdf59f945bf0dde78d4e1e21405ddd3,19e7957318011af211ebc2a1b80a5d61b2be1fd5de332bb7cd3909910e8ba9df
"0","","","1012011","","1012","0","vo_wac_220224_001","21","vo_wac_220224",""
"1","0.5","1","1012012","0","1012","10","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","11","100711","0"
"","","","1012013","","1012","","","91","0",""
"0","","","1012014","","1012","0","vo_wac_220224_002","21","vo_wac_220224",""
"1","0.5","1","1012015","0","1012","10","快把真正的布丁\n交出來的～！！","11","100711","0"
"","","","1012016","","1012","","","91","0",""
"","","","1012017","","1012","","0","22","0",""
"","","","1013001","0.2","1013","1","wac_idle_smile","3","100711",""
"","","","1013002","0.2","1013","1","wac_no_items","3","111",""
"0","","","1013003","","1013","-340","200","2","100711",""
"0","","","1013004","","1013","-340","200","2","111",""
"","","","1013005","","1013","","0","32","1",""
"","","","1013006","","1013","","1","32","2",""
"","","","1013007","","1013","","0","32","11",""
"","","","1013008","","1013","","","91","0",""
"-108","wac_default_11","-212.75","1111001","2","1111","202","105311","1","1","0"
"-108","wac_default_11","-212.75","1111002","2","1111","201","111","5","1","0"
"0","","1","1111003","1","1111","0","1","31","1",""
"0","","1","1111004","0","1111","0","2","31","2",""
"0","","1","1111005","0","1111","0","11","31","11",""
"","","","1111006","0.2","1111","0","wac_paint_11","3","105311",""
"","","","1111007","0.2","1111","0","wac_paint_11","3","111",""
"","","","1111008","","1111","","0","93","0.3",""
"","wac_default_11","","1111009","","1111","","1","32","11",""
"","","0","1111010","0.2","1111","0","se_10035700_roller","23","se_10035700",""
"","","","1111011","","1111","","","131","1",""
"wac_talk_doya_loop","","1","1112001","0.2","1112","0","wac_talk_doya_in","3","105311",""
"","","","1112002","0.2","1112","1","wac_no_items","3","111",""
"0","","","1112003","","1112","-340","200","2","105311",""
"0","","","1112004","","1112","-340","200","2","111",""
"","","","1112005","","1112","","0","32","1",""
"","","","1112006","","1112","","1","32","2",""
"","","","1112007","","1112","","0","32","11",""
"0","","","1112008","","1112","0","vo_wac_220225_000","21","vo_wac_220225",""
"1","0.5","1","1112009","0","1112","10","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","11","105311","0"
"","","","1112010","","1112","","","91","0",""
"0","","","1112011","","1112","0","vo_wac_220225_001","21","vo_wac_220225",""
"1","0.5","1","1112012","0","1112","10","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","11","105311","0"
"","","","1112013","","1112","","","91","0",""
"","","","1112014","","1112","","0","22","0",""
"","","","1113001","0.2","1113","1","wac_idle_doya","3","105311",""
"","","","1113002","0.2","1113","1","wac_no_items","3","111",""
"0","","","1113003","","1113","-340","200","2","105311",""
"0","","","1113004","","1113","-340","200","2","111",""
"","","","1113005","","1113","","0","32","1",""
"","","","1113006","","1113","","1","32","2",""
"","","","1113007","","1113","","0","32","11",""
"","","","1113008","","1113","","","91","0",""
"-108","wac_default_01","-175","1211001","2","1211","202","100811","1","1","0"
"-108","wac_default_02","-175","1211002","2","1211","201","111","5","1","0"
"0","","1","1211003","1","1211","0","4","31","4",""
"0","","1","1211004","0","1211","0","2","31","2",""
"0","","1","1211005","0","1211","0","12","31","12",""
"","","","1211006","0.2","1211","0","wac_paint_01","3","100811",""
"","","","1211007","0.2","1211","0","wac_paint_02","3","111",""
"","wac_default_11","","1211008","","1211","","1","32","12",""
"","","0","1211009","0.2","1211","0","se_10035700_brush","23","se_10035700",""
"","","","1211010","","1211","","","131","1",""
"wac_talk_wish_loop","","1","1212001","0.2","1212","0","wac_talk_wish_in","3","100811",""
"","","","1212002","0.2","1212","1","wac_no_items","3","111",""
"0","","","1212003","","1212","-340","200","2","100811",""
"0","","","1212004","","1212","-340","200","2","111",""
"","","","1212005","","1212","","0","32","4",""
"","","","1212006","","1212","","1","32","2",""
"","","","1212007","","1212","","0","32","12",""
"0","","","1212008","","1212","0","vo_wac_220226_000","21","vo_wac_220226",""
"1","0.5","1","1212009","0","1212","10","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","11","100811","0"
"","","","1212010","","1212","","","91","0",""
"0","","","1212011","","1212","0","vo_wac_220226_001","21","vo_wac_220226",""
"1","0.5","1","1212012","0","1212","10","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","11","100811","0"
"","","","1212013","","1212","","","91","0",""
"","","","1212014","","1212","","0","22","0",""
"","","","1213001","0.2","1213","1","wac_idle_wish","3","100811",""
"","","","1213002","0.2","1213","1","wac_no_items","3","111",""
"0","","","1213003","","1213","-340","200","2","100811",""
"0","","","1213004","","1213","-340","200","2","111",""
"","","","1213005","","1213","","0","32","4",""
"","","","1213006","","1213","","1","32","2",""
"","","","1213007","","1213","","0","32","12",""
"","","","1213008","","1213","","","91","0",""
"-108","wac_default_01","-175","1311001","2","1311","202","104511","1","1","0"
"-108","wac_default_02","-175","1311002","2","1311","201","111","5","1","0"
"0","","1","1311003","1","1311","0","4","31","4",""
"0","","1","1311004","0","1311","0","2","31","2",""
"0","","1","1311005","0","1311","0","12","31","12",""
"","","","1311006","0.2","1311","0","wac_paint_01","3","104511",""
"","","","1311007","0.2","1311","0","wac_paint_02","3","111",""
"","wac_default_11","","1311008","","1311","","1","32","12",""
"","","0","1311009","0.2","1311","0","se_10035700_brush","23","se_10035700",""
"","","","1311010","","1311","","","131","1",""
"wac_talk_smile_loop","","1","1312001","0.2","1312","0","wac_talk_smile_in","3","104511",""
"","","","1312002","0.2","1312","1","wac_no_items","3","111",""
"0","","","1312003","","1312","-340","200","2","104511",""
"0","","","1312004","","1312","-340","200","2","111",""
"","","","1312005","","1312","","0","32","4",""
"","","","1312006","","1312","","1","32","2",""
"","","","1312007","","1312","","0","32","12",""
"0","","","1312008","","1312","0","vo_wac_220227_000","21","vo_wac_220227",""
"1","0.5","1","1312009","0","1312","10","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","11","104511","0"
"","","","1312010","","1312","","","91","0",""
"0","","","1312011","","1312","0","vo_wac_220227_001","21","vo_wac_220227",""
"1","0.5","1","1312012","0","1312","10","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","11","104511","0"
"","","","1312013","","1312","","","91","0",""
"","","","1312014","","1312","","0","22","0",""
"","","","1313001","0.2","1313","1","wac_idle_smile","3","104511",""
"","","","1313002","0.2","1313","1","wac_no_items","3","111",""
"0","","","1313003","","1313","-340","200","2","104511",""
"0","","","1313004","","1313","-340","200","2","111",""
"","","","1313005","","1313","","0","32","4",""
"","","","1313006","","1313","","1","32","2",""
"","","","1313007","","1313","","0","32","12",""
"","","","1313008","","1313","","","91","0",""
"-108","wac_default_11","-175","1411001","2","1411","202","103011","1","1","0"
"-108","wac_default_12","-175","1411002","2","1411","201","111","5","1","0"
"0","","1","1411003","1","1411","0","4","31","4",""
"0","","1","1411004","0","1411","0","2","31","2",""
"0","","1","1411005","0","1411","0","12","31","12",""
"","","","1411006","0.2","1411","0","wac_paint_11","3","103011",""
"","","","1411007","0.2","1411","0","wac_paint_12","3","111",""
"","","","1411008","","1411","","0","93","0.3",""
"","wac_default_11","","1411009","","1411","","1","32","12",""
"","","0","1411010","0.2","1411","0","se_10035700_roller","23","se_10035700",""
"","","","1411011","","1411","","","131","1",""
"wac_talk_kyapi_loop","","1","1412001","0.2","1412","0","wac_talk_kyapi_in","3","103011",""
"","","","1412002","0.2","1412","1","wac_no_items","3","111",""
"0","","","1412003","","1412","-340","200","2","103011",""
"0","","","1412004","","1412","-340","200","2","111",""
"","","","1412005","","1412","","0","32","4",""
"","","","1412006","","1412","","1","32","2",""
"","","","1412007","","1412","","0","32","12",""
"0","","","1412008","","1412","0","vo_wac_220228_000","21","vo_wac_220228",""
"1","0.5","1","1412009","0","1412","10","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","11","103011","0"
"","","","1412010","","1412","","","91","0",""
"0","","","1412011","","1412","0","vo_wac_220228_001","21","vo_wac_220228",""
"1","0.5","1","1412012","0","1412","10","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","11","103011","0"
"","","","1412013","","1412","","","91","0",""
"","","","1412014","","1412","","0","22","0",""
"","","","1413001","0.2","1413","1","wac_idle_kyapi","3","103011",""
"","","","1413002","0.2","1413","1","wac_no_items","3","111",""
"0","","","1413003","","1413","-340","200","2","103011",""
"0","","","1413004","","1413","-340","200","2","111",""
"","","","1413005","","1413","","0","32","4",""
"","","","1413006","","1413","","1","32","2",""
"","","","1413007","","1413","","0","32","12",""
"","","","1413008","","1413","","","91","0",""
"-108","wac_default_11","-212.75","1511001","2","1511","202","102911","1","1","0"
"-108","wac_default_11","-212.75","1511002","2","1511","201","111","5","1","0"
"0","","1","1511003","1","1511","0","1","31","1",""
"0","","1","1511004","0","1511","0","2","31","2",""
"0","","1","1511005","0","1511","0","11","31","11",""
"","","0","1511006","0.2","1511","0","wac_paint_11","3","102911",""
"","","0","1511007","0.2","1511","0","wac_paint_11","3","111",""
"","","","1511008","","1511","","0","93","0.3",""
"","","","1511009","","1511","","1","32","11",""
"","","","1511010","","1511","0","se_10035700_roller","23","se_10035700",""
"","","","1511011","","1511","","","131","1",""
"wac_talk_smile_loop","","1","1512001","0.2","1512","0","wac_talk_smile_in","3","102911",""
"","","","1512002","0.2","1512","1","wac_no_items","3","111",""
"0","","","1512003","","1512","-340","200","2","102911",""
"0","","","1512004","","1512","-340","200","2","111",""
"","","","1512005","","1512","","0","32","1",""
"","","","1512006","","1512","","1","32","2",""
"","","","1512007","","1512","","0","32","11",""
"0","","","1512008","","1512","0","vo_wac_220301_000","21","vo_wac_220301",""
"1","0.5","1","1512009","0","1512","10","啊，糟糕了～！\n不小心簽上自己的名字了♪","11","102911","0"
"","","","1512010","","1512","","","91","0",""
"0","","","1512011","","1512","0","vo_wac_220301_001","21","vo_wac_220301",""
"1","0.5","1","1512012","0","1512","10","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","11","102911","0"
"","","","1512013","","1512","","","91","0",""
"","","","1512014","","1512","","0","22","0",""
"","","","1513001","0.2","1513","1","wac_idle_smile","3","102911",""
"","","","1513002","0.2","1513","1","wac_no_items","3","111",""
"0","","","1513003","","1513","-340","200","2","102911",""
"0","","","1513004","","1513","-340","200","2","111",""
"","","","1513005","","1513","","0","32","1",""
"","","","1513006","","1513","","1","32","2",""
"","","","1513007","","1513","","0","32","11",""
"","","","1513008","","1513","","","91","0",""
"-108","wac_default_01","-212.75","1611001","2","1611","202","104211","1","1","0"
"-108","wac_default_02","-212.75","1611002","2","1611","201","111","5","1","0"
"0","","1","1611003","1","1611","0","1","31","1",""
"0","","1","1611004","0","1611","0","2","31","2",""
"0","","1","1611005","0","1611","0","11","31","11",""
"","","0","1611006","0.2","1611","0","wac_paint_01","3","104211",""
"","","0","1611007","0.2","1611","0","wac_paint_02","3","111",""
"","","","1611008","","1611","","0","93","0",""
"","","","1611009","","1611","","1","32","11",""
"","","","1611010","","1611","0","se_10035700_brush","23","se_10035700",""
"","","","1611011","","1611","","","131","1",""
"wac_talk_wish_loop","","1","1612001","0.2","1612","0","wac_talk_wish_in","3","104211",""
"","","","1612002","0.2","1612","1","wac_no_items","3","111",""
"0","","","1612003","","1612","-340","200","2","104211",""
"0","","","1612004","","1612","-340","200","2","111",""
"","","","1612005","","1612","","0","32","1",""
"","","","1612006","","1612","","1","32","2",""
"","","","1612007","","1612","","0","32","11",""
"0","","","1612008","","1612","0","vo_wac_220302_000","21","vo_wac_220302",""
"1","0.5","1","1612009","0","1612","10","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","11","104211","0"
"","","","1612010","","1612","","","91","0",""
"0","","","1612011","","1612","0","vo_wac_220302_001","21","vo_wac_220302",""
"1","0.5","1","1612012","0","1612","10","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","11","104211","0"
"","","","1612013","","1612","","","91","0",""
"","","","1612014","","1612","","0","22","0",""
"","","","1613001","0.2","1613","1","wac_idle_wish","3","104211",""
"","","","1613002","0.2","1613","1","wac_no_items","3","111",""
"0","","","1613003","","1613","-340","200","2","104211",""
"0","","","1613004","","1613","-340","200","2","111",""
"","","","1613005","","1613","","0","32","1",""
"","","","1613006","","1613","","1","32","2",""
"","","","1613007","","1613","","0","32","11",""
"","","","1613008","","1613","","","91","0",""
"-108","wac_default_11","-212.75","1711001","2","1711","202","105411","1","1","0"
"-108","wac_default_13","-212.75","1711002","2","1711","201","111","5","1","0"
"0","","1","1711003","1","1711","0","1","31","1",""
"0","","1","1711004","0","1711","0","2","31","2",""
"0","","1","1711005","0","1711","0","11","31","11",""
"","","0","1711006","0.2","1711","0","wac_paint_11","3","105411",""
"","","0","1711007","0.2","1711","0","wac_paint_13","3","111",""
"","","","1711008","","1711","","0","93","0.3",""
"","","","1711009","","1711","","1","32","11",""
"","","","1711010","","1711","0","se_10035700_roller","23","se_10035700",""
"","","","1711011","","1711","","","131","1",""
"wac_talk_smile_loop","","1","1712001","0.2","1712","0","wac_talk_smile_in","3","105411",""
"","","","1712002","0.2","1712","1","wac_no_items","3","111",""
"0","","","1712003","","1712","-340","200","2","105411",""
"0","","","1712004","","1712","-340","200","2","111",""
"","","","1712005","","1712","","0","32","1",""
"","","","1712006","","1712","","1","32","2",""
"","","","1712007","","1712","","0","32","11",""
"0","","","1712008","","1712","0","vo_wac_220303_000","21","vo_wac_220303",""
"1","0.5","1","1712009","0","1712","10","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","11","105411","0"
