a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","1012011","vo_wac_220224_001","0","1012","","0","","","21","vo_wac_220224"
"0.5","1012012","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","1","1012","0","10","1","0","11","100711"
"","1012013","","","1012","","","","","91","0"
"","1012014","vo_wac_220224_002","0","1012","","0","","","21","vo_wac_220224"
"0.5","1012015","快把真正的布丁\n交出來的～！！","1","1012","0","10","1","0","11","100711"
"","1012016","","","1012","","","","","91","0"
"","1012017","0","","1012","","","","","22","0"
"","1013001","wac_idle_smile","","1013","","1","","0.2","3","100711"
"","1013002","wac_no_items","","1013","","1","","0.2","3","111"
"","1013003","200","0","1013","","-340","","","2","100711"
"","1013004","200","0","1013","","-340","","","2","111"
"","1013005","0","","1013","","","","","32","1"
"","1013006","1","","1013","","","","","32","2"
"","1013007","0","","1013","","","","","32","11"
"","1013008","","","1013","","","","","91","0"
"wac_default_11","1111001","105311","-108","1111","0","202","-212.75","2","1","1"
"wac_default_11","1111002","111","-108","1111","0","201","-212.75","2","5","1"
"","1111003","1","0","1111","","0","1","1","31","1"
"","1111004","2","0","1111","","0","1","0","31","2"
"","1111005","11","0","1111","","0","1","0","31","11"
"","1111006","wac_paint_11","","1111","","0","","0.2","3","105311"
"","1111007","wac_paint_11","","1111","","0","","0.2","3","111"
"","1111008","0","","1111","","","","","93","0.3"
"wac_default_11","1111009","1","","1111","","","","","32","11"
"","1111010","se_10035700_roller","","1111","","0","0","0.2","23","se_10035700"
"","1111011","","","1111","","","","","131","1"
"","1112001","wac_talk_doya_in","wac_talk_doya_loop","1112","","0","1","0.2","3","105311"
"","1112002","wac_no_items","","1112","","1","","0.2","3","111"
"","1112003","200","0","1112","","-340","","","2","105311"
"","1112004","200","0","1112","","-340","","","2","111"
"","1112005","0","","1112","","","","","32","1"
"","1112006","1","","1112","","","","","32","2"
"","1112007","0","","1112","","","","","32","11"
"","1112008","vo_wac_220225_000","0","1112","","0","","","21","vo_wac_220225"
"0.5","1112009","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","1","1112","0","10","1","0","11","105311"
"","1112010","","","1112","","","","","91","0"
"","1112011","vo_wac_220225_001","0","1112","","0","","","21","vo_wac_220225"
"0.5","1112012","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","1","1112","0","10","1","0","11","105311"
"","1112013","","","1112","","","","","91","0"
"","1112014","0","","1112","","","","","22","0"
"","1113001","wac_idle_doya","","1113","","1","","0.2","3","105311"
"","1113002","wac_no_items","","1113","","1","","0.2","3","111"
"","1113003","200","0","1113","","-340","","","2","105311"
"","1113004","200","0","1113","","-340","","","2","111"
"","1113005","0","","1113","","","","","32","1"
"","1113006","1","","1113","","","","","32","2"
"","1113007","0","","1113","","","","","32","11"
"","1113008","","","1113","","","","","91","0"
"wac_default_01","1211001","100811","-108","1211","0","202","-175","2","1","1"
"wac_default_02","1211002","111","-108","1211","0","201","-175","2","5","1"
"","1211003","4","0","1211","","0","1","1","31","4"
"","1211004","2","0","1211","","0","1","0","31","2"
"","1211005","12","0","1211","","0","1","0","31","12"
"","1211006","wac_paint_01","","1211","","0","","0.2","3","100811"
"","1211007","wac_paint_02","","1211","","0","","0.2","3","111"
"wac_default_11","1211008","1","","1211","","","","","32","12"
"","1211009","se_10035700_brush","","1211","","0","0","0.2","23","se_10035700"
"","1211010","","","1211","","","","","131","1"
"","1212001","wac_talk_wish_in","wac_talk_wish_loop","1212","","0","1","0.2","3","100811"
"","1212002","wac_no_items","","1212","","1","","0.2","3","111"
"","1212003","200","0","1212","","-340","","","2","100811"
"","1212004","200","0","1212","","-340","","","2","111"
"","1212005","0","","1212","","","","","32","4"
"","1212006","1","","1212","","","","","32","2"
"","1212007","0","","1212","","","","","32","12"
"","1212008","vo_wac_220226_000","0","1212","","0","","","21","vo_wac_220226"
"0.5","1212009","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","1","1212","0","10","1","0","11","100811"
"","1212010","","","1212","","","","","91","0"
"","1212011","vo_wac_220226_001","0","1212","","0","","","21","vo_wac_220226"
"0.5","1212012","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","1","1212","0","10","1","0","11","100811"
"","1212013","","","1212","","","","","91","0"
"","1212014","0","","1212","","","","","22","0"
"","1213001","wac_idle_wish","","1213","","1","","0.2","3","100811"
"","1213002","wac_no_items","","1213","","1","","0.2","3","111"
"","1213003","200","0","1213","","-340","","","2","100811"
"","1213004","200","0","1213","","-340","","","2","111"
"","1213005","0","","1213","","","","","32","4"
"","1213006","1","","1213","","","","","32","2"
"","1213007","0","","1213","","","","","32","12"
"","1213008","","","1213","","","","","91","0"
"wac_default_01","1311001","104511","-108","1311","0","202","-175","2","1","1"
"wac_default_02","1311002","111","-108","1311","0","201","-175","2","5","1"
"","1311003","4","0","1311","","0","1","1","31","4"
"","1311004","2","0","1311","","0","1","0","31","2"
"","1311005","12","0","1311","","0","1","0","31","12"
"","1311006","wac_paint_01","","1311","","0","","0.2","3","104511"
"","1311007","wac_paint_02","","1311","","0","","0.2","3","111"
"wac_default_11","1311008","1","","1311","","","","","32","12"
"","1311009","se_10035700_brush","","1311","","0","0","0.2","23","se_10035700"
"","1311010","","","1311","","","","","131","1"
"","1312001","wac_talk_smile_in","wac_talk_smile_loop","1312","","0","1","0.2","3","104511"
"","1312002","wac_no_items","","1312","","1","","0.2","3","111"
"","1312003","200","0","1312","","-340","","","2","104511"
"","1312004","200","0","1312","","-340","","","2","111"
"","1312005","0","","1312","","","","","32","4"
"","1312006","1","","1312","","","","","32","2"
"","1312007","0","","1312","","","","","32","12"
"","1312008","vo_wac_220227_000","0","1312","","0","","","21","vo_wac_220227"
"0.5","1312009","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","1","1312","0","10","1","0","11","104511"
"","1312010","","","1312","","","","","91","0"
"","1312011","vo_wac_220227_001","0","1312","","0","","","21","vo_wac_220227"
"0.5","1312012","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","1","1312","0","10","1","0","11","104511"
"","1312013","","","1312","","","","","91","0"
"","1312014","0","","1312","","","","","22","0"
"","1313001","wac_idle_smile","","1313","","1","","0.2","3","104511"
"","1313002","wac_no_items","","1313","","1","","0.2","3","111"
"","1313003","200","0","1313","","-340","","","2","104511"
"","1313004","200","0","1313","","-340","","","2","111"
"","1313005","0","","1313","","","","","32","4"
"","1313006","1","","1313","","","","","32","2"
"","1313007","0","","1313","","","","","32","12"
"","1313008","","","1313","","","","","91","0"
"wac_default_11","1411001","103011","-108","1411","0","202","-175","2","1","1"
"wac_default_12","1411002","111","-108","1411","0","201","-175","2","5","1"
"","1411003","4","0","1411","","0","1","1","31","4"
"","1411004","2","0","1411","","0","1","0","31","2"
"","1411005","12","0","1411","","0","1","0","31","12"
"","1411006","wac_paint_11","","1411","","0","","0.2","3","103011"
"","1411007","wac_paint_12","","1411","","0","","0.2","3","111"
"","1411008","0","","1411","","","","","93","0.3"
"wac_default_11","1411009","1","","1411","","","","","32","12"
"","1411010","se_10035700_roller","","1411","","0","0","0.2","23","se_10035700"
"","1411011","","","1411","","","","","131","1"
"","1412001","wac_talk_kyapi_in","wac_talk_kyapi_loop","1412","","0","1","0.2","3","103011"
"","1412002","wac_no_items","","1412","","1","","0.2","3","111"
"","1412003","200","0","1412","","-340","","","2","103011"
"","1412004","200","0","1412","","-340","","","2","111"
"","1412005","0","","1412","","","","","32","4"
"","1412006","1","","1412","","","","","32","2"
"","1412007","0","","1412","","","","","32","12"
"","1412008","vo_wac_220228_000","0","1412","","0","","","21","vo_wac_220228"
"0.5","1412009","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","1","1412","0","10","1","0","11","103011"
"","1412010","","","1412","","","","","91","0"
"","1412011","vo_wac_220228_001","0","1412","","0","","","21","vo_wac_220228"
"0.5","1412012","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","1","1412","0","10","1","0","11","103011"
"","1412013","","","1412","","","","","91","0"
"","1412014","0","","1412","","","","","22","0"
"","1413001","wac_idle_kyapi","","1413","","1","","0.2","3","103011"
"","1413002","wac_no_items","","1413","","1","","0.2","3","111"
"","1413003","200","0","1413","","-340","","","2","103011"
"","1413004","200","0","1413","","-340","","","2","111"
"","1413005","0","","1413","","","","","32","4"
"","1413006","1","","1413","","","","","32","2"
"","1413007","0","","1413","","","","","32","12"
"","1413008","","","1413","","","","","91","0"
"wac_default_11","1511001","102911","-108","1511","0","202","-212.75","2","1","1"
"wac_default_11","1511002","111","-108","1511","0","201","-212.75","2","5","1"
"","1511003","1","0","1511","","0","1","1","31","1"
"","1511004","2","0","1511","","0","1","0","31","2"
"","1511005","11","0","1511","","0","1","0","31","11"
"","1511006","wac_paint_11","","1511","","0","0","0.2","3","102911"
"","1511007","wac_paint_11","","1511","","0","0","0.2","3","111"
"","1511008","0","","1511","","","","","93","0.3"
"","1511009","1","","1511","","","","","32","11"
"","1511010","se_10035700_roller","","1511","","0","","","23","se_10035700"
"","1511011","","","1511","","","","","131","1"
"","1512001","wac_talk_smile_in","wac_talk_smile_loop","1512","","0","1","0.2","3","102911"
"","1512002","wac_no_items","","1512","","1","","0.2","3","111"
"","1512003","200","0","1512","","-340","","","2","102911"
"","1512004","200","0","1512","","-340","","","2","111"
"","1512005","0","","1512","","","","","32","1"
"","1512006","1","","1512","","","","","32","2"
"","1512007","0","","1512","","","","","32","11"
"","1512008","vo_wac_220301_000","0","1512","","0","","","21","vo_wac_220301"
"0.5","1512009","啊，糟糕了～！\n不小心簽上自己的名字了♪","1","1512","0","10","1","0","11","102911"
"","1512010","","","1512","","","","","91","0"
"","1512011","vo_wac_220301_001","0","1512","","0","","","21","vo_wac_220301"
"0.5","1512012","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","1","1512","0","10","1","0","11","102911"
"","1512013","","","1512","","","","","91","0"
"","1512014","0","","1512","","","","","22","0"
"","1513001","wac_idle_smile","","1513","","1","","0.2","3","102911"
"","1513002","wac_no_items","","1513","","1","","0.2","3","111"
"","1513003","200","0","1513","","-340","","","2","102911"
"","1513004","200","0","1513","","-340","","","2","111"
"","1513005","0","","1513","","","","","32","1"
"","1513006","1","","1513","","","","","32","2"
"","1513007","0","","1513","","","","","32","11"
"","1513008","","","1513","","","","","91","0"
"wac_default_01","1611001","104211","-108","1611","0","202","-212.75","2","1","1"
"wac_default_02","1611002","111","-108","1611","0","201","-212.75","2","5","1"
"","1611003","1","0","1611","","0","1","1","31","1"
"","1611004","2","0","1611","","0","1","0","31","2"
"","1611005","11","0","1611","","0","1","0","31","11"
"","1611006","wac_paint_01","","1611","","0","0","0.2","3","104211"
"","1611007","wac_paint_02","","1611","","0","0","0.2","3","111"
"","1611008","0","","1611","","","","","93","0"
"","1611009","1","","1611","","","","","32","11"
"","1611010","se_10035700_brush","","1611","","0","","","23","se_10035700"
"","1611011","","","1611","","","","","131","1"
"","1612001","wac_talk_wish_in","wac_talk_wish_loop","1612","","0","1","0.2","3","104211"
"","1612002","wac_no_items","","1612","","1","","0.2","3","111"
"","1612003","200","0","1612","","-340","","","2","104211"
"","1612004","200","0","1612","","-340","","","2","111"
"","1612005","0","","1612","","","","","32","1"
"","1612006","1","","1612","","","","","32","2"
"","1612007","0","","1612","","","","","32","11"
"","1612008","vo_wac_220302_000","0","1612","","0","","","21","vo_wac_220302"
"0.5","1612009","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","1","1612","0","10","1","0","11","104211"
"","1612010","","","1612","","","","","91","0"
"","1612011","vo_wac_220302_001","0","1612","","0","","","21","vo_wac_220302"
"0.5","1612012","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","1","1612","0","10","1","0","11","104211"
"","1612013","","","1612","","","","","91","0"
"","1612014","0","","1612","","","","","22","0"
"","1613001","wac_idle_wish","","1613","","1","","0.2","3","104211"
"","1613002","wac_no_items","","1613","","1","","0.2","3","111"
"","1613003","200","0","1613","","-340","","","2","104211"
"","1613004","200","0","1613","","-340","","","2","111"
"","1613005","0","","1613","","","","","32","1"
"","1613006","1","","1613","","","","","32","2"
"","1613007","0","","1613","","","","","32","11"
"","1613008","","","1613","","","","","91","0"
"wac_default_11","1711001","105411","-108","1711","0","202","-212.75","2","1","1"
"wac_default_13","1711002","111","-108","1711","0","201","-212.75","2","5","1"
"","1711003","1","0","1711","","0","1","1","31","1"
"","1711004","2","0","1711","","0","1","0","31","2"
"","1711005","11","0","1711","","0","1","0","31","11"
"","1711006","wac_paint_11","","1711","","0","0","0.2","3","105411"
"","1711007","wac_paint_13","","1711","","0","0","0.2","3","111"
"","1711008","0","","1711","","","","","93","0.3"
"","1711009","1","","1711","","","","","32","11"
"","1711010","se_10035700_roller","","1711","","0","","","23","se_10035700"
"","1711011","","","1711","","","","","131","1"
"","1712001","wac_talk_smile_in","wac_talk_smile_loop","1712","","0","1","0.2","3","105411"
"","1712002","wac_no_items","","1712","","1","","0.2","3","111"
"","1712003","200","0","1712","","-340","","","2","105411"
"","1712004","200","0","1712","","-340","","","2","111"
"","1712005","0","","1712","","","","","32","1"
"","1712006","1","","1712","","","","","32","2"
"","1712007","0","","1712","","","","","32","11"
"","1712008","vo_wac_220303_000","0","1712","","0","","","21","vo_wac_220303"
"0.5","1712009","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","1","1712","0","10","1","0","11","105411"
