70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"42","1","travel_topdrama_r_2000_idle_doya","1","1","20131","104411","0.8","-68","101","1201310001"
"-42","1","travel_topdrama_r_2000_idle_anger","1","0","20131","100711","0.8","-68","102","1201310002"
"0","0","mana","5","0","20131","0","1","-75","110","1201310003"
"","0","","91","","20131","","","","","1201310004"
"","10","","93","","20131","0","","","","1201310005"
"","1201310005","","101","","20131","","","","","1201310006"
"","0","","3","","20131","none","0","","0","1201310007"
"","0","","91","","20131","","","","","1201310008"
"","104411","","13","","20132","103","","","","1201320001"
"","100711","","13","","20132","104","","","","1201320002"
"travel_topdrama_r_2000_talk_doya_loop","104411","","3","","20132","travel_topdrama_r_2000_talk_doya_in","0.2","1","0","1201320003"
"0","vo_travel_talk","","21","","20132","vo_travel_talk_20013_00","","","0","1201320004"
"1","104411","0","11","0","20132","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","0","1","10","1201320005"
"","0","","91","","20132","","","","","1201320006"
"","104411","","3","","20132","travel_topdrama_r_2000_idle_doya","0.2","","1","1201320007"
"","100711","","3","","20132","travel_topdrama_r_2000_talk_anger","0.2","1","1","1201320008"
"0","vo_travel_talk","","21","","20132","vo_travel_talk_20013_01","","","0","1201320009"
"1","100711","0","11","0","20132","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","0","1","10","1201320010"
"","0","","91","","20132","","","","","1201320011"
"","100711","","3","","20132","travel_topdrama_r_2000_idle_anger","0.2","","1","1201320012"
"travel_topdrama_r_2000_talk_doya_loop_surprise","104411","","3","","20132","travel_topdrama_r_2000_talk_doya_in_surprise","0.2","1","0","1201320013"
"0","vo_travel_talk","","21","","20132","vo_travel_talk_20013_02","","","0","1201320014"
"1","104411","0","11","0","20132","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","0","1","10","1201320015"
"","0","","91","","20132","","","","","1201320016"
"","104411","","3","","20132","travel_topdrama_r_2000_idle_doya_surprise","0.2","","1","1201320017"
"","","","112","","20132","","","","","1201320018"
"","0","","91","","20132","","","","","1201320019"
"42","1","travel_topdrama_r_2000_idle_sad","1","1","20141","102511","0.8","-68","102","1201410001"
"-42","1","travel_topdrama_r_2000_idle_normal","1","0","20141","102811","0.8","-68","101","1201410002"
"0","0","mana","5","0","20141","0","1","-75","110","1201410003"
"","0","","91","","20141","","","","","1201410004"
"","10","","93","","20141","0","","","","1201410005"
"","1201410005","","101","","20141","","","","","1201410006"
"","0","","3","","20141","none","0","","0","1201410007"
"","0","","91","","20141","","","","","1201410008"
"","102511","","13","","20142","103","","","","1201420001"
"","102811","","13","","20142","104","","","","1201420002"
"travel_topdrama_r_2000_talk_sad_loop","102511","","3","","20142","travel_topdrama_r_2000_talk_sad_in","0.2","1","0","1201420003"
"0","vo_travel_talk","","21","","20142","vo_travel_talk_20014_00","","","0","1201420004"
"1","102511","0","11","0","20142","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","0","1","10","1201420005"
"","0","","91","","20142","","","","","1201420006"
"travel_topdrama_r_2000_idle_sad_cry","102511","","3","","20142","travel_topdrama_r_2014_falldown","0.2","1","0","1201420007"
"travel_topdrama_r_2000_talk_surprise2_loop","102811","","3","","20142","travel_topdrama_r_2000_talk_surprise2_in","0.2","1","0","1201420008"
"0","vo_travel_talk","","21","","20142","vo_travel_talk_20014_01","","","0","1201420009"
"1","102811","0","11","0","20142","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","0","1","10","1201420010"
"","0","","91","","20142","","","","","1201420011"
"","102811","","3","","20142","travel_topdrama_r_2000_idle_arm_crossed","0.2","","1","1201420012"
"","102511","","3","","20142","travel_topdrama_r_2000_talk_sad_loop_cry","0.2","","1","1201420013"
"0","vo_travel_talk","","21","","20142","vo_travel_talk_20014_02","","","0","1201420014"
"1","102511","0","11","0","20142","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","0","1","10","1201420015"
"","0","","91","","20142","","","","","1201420016"
"","102511","","3","","20142","travel_topdrama_r_2000_idle_sad_cry","0.2","","1","1201420017"
"","","","112","","20142","d","","","","1201420018"
"","0","","91","","20142","","","","","1201420019"
"42","1","travel_topdrama_r_2000_idle_arm_crossed","1","1","20151","103211","0.8","-68","101","1201510001"
"-42","1","travel_topdrama_r_2000_idle_normal","1","0","20151","103411","0.8","-68","102","1201510002"
"0","0","mana","5","0","20151","0","1","-75","110","1201510003"
"","0","","91","","20151","","","","","1201510004"
"","10","","93","","20151","0","","","","1201510005"
"","1201510005","","101","","20151","","","","","1201510006"
"","0","","3","","20151","none","0","","0","1201510007"
"","0","","91","","20151","","","","","1201510008"
"","103211","","13","","20152","103","","","","1201520001"
"","103411","","13","","20152","104","","","","1201520002"
"travel_topdrama_r_2000_talk_arm_crossed_loop","103211","","3","","20152","travel_topdrama_r_2000_talk_arm_crossed_in","0.2","1","0","1201520003"
"0","vo_travel_talk","","21","","20152","vo_travel_talk_20015_00","","","0","1201520004"
"1","103211","0","11","0","20152","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","0","1","10","1201520005"
"","0","","91","","20152","","","","","1201520006"
"","103211","","3","","20152","travel_topdrama_r_2000_idle_arm_crossed","0.2","","1","1201520007"
"travel_topdrama_r_2000_talk_sad_loop_surprise2","103411","","3","","20152","travel_topdrama_r_2000_talk_sad_in_surprise2","0.2","1","0","1201520008"
"0","vo_travel_talk","","21","","20152","vo_travel_talk_20015_01","","","0","1201520009"
"1","103411","0","11","0","20152","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","0","1","10","1201520010"
"","0","","91","","20152","","","","","1201520011"
"","103411","","3","","20152","travel_topdrama_r_2000_idle_normal","0.2","","1","1201520012"
"travel_topdrama_r_2000_talk_doya_loop_surprise","103211","","3","","20152","travel_topdrama_r_2000_talk_doya_in_surprise","0.2","1","0","1201520013"
"0","vo_travel_talk","","21","","20152","vo_travel_talk_20015_02","","","0","1201520014"
"1","103211","0","11","0","20152","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","0","1","10","1201520015"
"","0","","91","","20152","","","","","1201520016"
"","103211","","3","","20152","travel_topdrama_r_2000_idle_doya_surprise","0.2","","1","1201520017"
"","","","112","","20152","","","","","1201520018"
"","0","","91","","20152","","","","","1201520019"
"42","1","travel_topdrama_r_2000_idle_kyapi","1","1","20161","101611","0.8","-68","101","1201610001"
"-42","1","travel_topdrama_r_2000_idle_wish_joy","1","0","20161","101811","0.8","-68","102","1201610002"
"0","0","mana","5","0","20161","0","1","-75","110","1201610003"
"","0","","91","","20161","","","","","1201610004"
"","10","","93","","20161","0","","","","1201610005"
"","1201610005","","101","","20161","","","","","1201610006"
"","0","","3","","20161","none","0","","0","1201610007"
"","0","","91","","20161","","","","","1201610008"
"","101611","","13","","20162","103","","","","1201620001"
"","101811","","13","","20162","104","","","","1201620002"
"travel_topdrama_r_2000_talk_kyapi_loop","101611","","3","","20162","travel_topdrama_r_2000_talk_kyapi_in","0.2","1","0","1201620003"
"0","vo_travel_talk","","21","","20162","vo_travel_talk_20016_00","","","0","1201620004"
"1","101611","0","11","0","20162","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","0","1","10","1201620005"
"","0","","91","","20162","","","","","1201620006"
"","101611","","3","","20162","travel_topdrama_r_2000_idle_kyapi","0.2","","1","1201620007"
"","101811","","3","","20162","travel_topdrama_r_2000_talk_wish_loop_joy","0.2","","1","1201620008"
"0","vo_travel_talk","","21","","20162","vo_travel_talk_20016_01","","","0","1201620009"
"1","101811","0","11","0","20162","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","0","1","10","1201620010"
"","0","","91","","20162","","","","","1201620011"
"","101811","","3","","20162","travel_topdrama_r_2000_idle_wish_joy","0.2","","1","1201620012"
"travel_topdrama_r_2000_talk_doya_loop_faceAnger","101611","","3","","20162","travel_topdrama_r_2000_talk_doya_in_faceAnger","0.2","1","0","1201620013"
"0","vo_travel_talk","","21","","20162","vo_travel_talk_20016_02","","","0","1201620014"
"1","101611","0","11","0","20162","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","0","1","10","1201620015"
"","0","","91","","20162","","","","","1201620016"
"","101611","","3","","20162","travel_topdrama_r_2000_idle_doya_faceAnger","0.2","","1","1201620017"
"","","","112","","20162","","","","","1201620018"
"","0","","91","","20162","","","","","1201620019"
"42","1","travel_topdrama_r_2000_idle_doya","1","1","20171","106511","0.8","-68","101","1201710001"
"-42","1","travel_topdrama_r_2000_idle_normal","1","0","20171","106611","0.8","-68","102","1201710002"
"0","0","mana","5","0","20171","0","1","-75","110","1201710003"
"","0","","91","","20171","","","","","1201710004"
"","10","","93","","20171","0","","","","1201710005"
"","1201710005","","101","","20171","","","","","1201710006"
"","0","","3","","20171","none","0","","0","1201710007"
"","0","","91","","20171","","","","","1201710008"
"","106511","","13","","20172","103","","","","1201720001"
"","106611","","13","","20172","104","","","","1201720002"
"travel_topdrama_r_2000_talk_doya_loop","106511","","3","","20172","travel_topdrama_r_2000_talk_doya_in","0.2","1","0","1201720003"
"0","vo_travel_talk","","21","","20172","vo_travel_talk_20017_00","","","0","1201720004"
"1","106511","0","11","0","20172","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","0","1","10","1201720005"
"","0","","91","","20172","","","","","1201720006"
"","106511","","3","","20172","travel_topdrama_r_2000_idle_doya","0.2","","1","1201720007"
"travel_topdrama_r_2000_talk_arm_crossed_loop_sad","106611","","3","","20172","travel_topdrama_r_2000_talk_arm_crossed_in_sad","0.2","1","0","1201720008"
"0","vo_travel_talk","","21","","20172","vo_travel_talk_20017_01","","","0","1201720009"
"1","106611","0","11","0","20172","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","0","1","10","1201720010"
"","0","","91","","20172","","","","","1201720011"
"","106611","","3","","20172","travel_topdrama_r_2000_idle_arm_crossed_sad","0.2","","1","1201720012"
"travel_topdrama_r_2000_talk_doya_loop_surprise","106511","","3","","20172","travel_topdrama_r_2000_talk_doya_in_surprise","0.2","1","0","1201720013"
"0","vo_travel_talk","","21","","20172","vo_travel_talk_20017_02","","","0","1201720014"
"1","106511","0","11","0","20172","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","0","1","10","1201720015"
"","0","","91","","20172","","","","","1201720016"
"","106511","","3","","20172","travel_topdrama_r_2000_idle_doya_surprise","0.2","","1","1201720017"
"","","","112","","20172","","","","","1201720018"
"","0","","91","","20172","","","","","1201720019"
"0","1","travel_topdrama_r_2000_idle_sad","1","1","20181","118011","0.8","-68","101","1201810001"
"0","0","mana","5","0","20181","0","1","-75","110","1201810002"
"","0","","91","","20181","","","","","1201810003"
"","10","","93","","20181","0","","","","1201810004"
"","1201810004","","101","","20181","","","","","1201810005"
"","0","","3","","20181","none","0","","0","1201810006"
"","0","","91","","20181","","","","","1201810007"
"","118011","","13","","20182","103","","","","1201820001"
"travel_topdrama_r_2000_talk_sad_loop","118011","","3","","20182","travel_topdrama_r_2000_talk_sad_in","0.2","1","0","1201820002"
"0","vo_travel_talk","","21","","20182","vo_travel_talk_20018_00","","","0","1201820003"
"1","118011","0","11","0","20182","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","0","1","10","1201820004"
"","0","","91","","20182","","","","","1201820005"
"travel_topdrama_r_2000_talk_doya_loop","118011","","3","","20182","travel_topdrama_r_2000_talk_doya_in","0.2","1","0","1201820006"
"0","vo_travel_talk","","21","","20182","vo_travel_talk_20018_01","","","0","1201820007"
"1","118011","0","11","0","20182","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","0","1","10","1201820008"
"","0","","91","","20182","","","","","1201820009"
"","118011","","3","","20182","travel_topdrama_r_2000_talk_thinking","0.2","","1","1201820010"
"0","vo_travel_talk","","21","","20182","vo_travel_talk_20018_02","","","0","1201820011"
"1","118011","0","11","0","20182","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","0","1","10","1201820012"
"","0","","91","","20182","","","","","1201820013"
"travel_topdrama_r_2000_eieio_loop","118011","","3","","20182","travel_topdrama_r_2000_eieio_in","0.2","1","0","1201820014"
"","0","","91","","20182","","","","","1201820015"
"","","","112","","20182","","","","","1201820016"
"","0","","91","","20182","","","","","1201820017"
"42","1","travel_topdrama_r_2000_idle_smile","1","1","20191","106111","0.8","-68","101","1201910001"
"-42","1","travel_topdrama_r_2000_idle_doya_sad","1","0","20191","107011","0.8","-68","102","1201910002"
"0","0","mana","5","0","20191","0","1","-75","110","1201910003"
"","0","","91","","20191","","","","","1201910004"
"","10","","93","","20191","0","","","","1201910005"
"","1201910005","","101","","20191","","","","","1201910006"
"","0","","3","","20191","none","0","","0","1201910007"
"","0","","91","","20191","","","","","1201910008"
"","106111","","13","","20192","103","","","","1201920001"
"","107011","","13","","20192","104","","","","1201920002"
"travel_topdrama_r_2000_eieio_loop","106111","","3","","20192","travel_topdrama_r_2000_eieio_in","0.2","1","0","1201920003"
"0","vo_travel_talk","","21","","20192","vo_travel_talk_20019_00","","","0","1201920004"
"1","106111","0","11","0","20192","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","0","1","10","1201920005"
"","0","","91","","20192","","","","","1201920006"
"","106111","","3","","20192","travel_topdrama_r_2000_eieio_loop","0.2","","1","1201920007"
"travel_topdrama_r_2000_talk_doya_loop_sad","107011","","3","","20192","travel_topdrama_r_2000_talk_doya_in_sad","0.2","1","0","1201920008"
"0","vo_travel_talk","","21","","20192","vo_travel_talk_20019_01","","","0","1201920009"
"1","107011","0","11","0","20192","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","0","1","10","1201920010"
"","0","","91","","20192","","","","","1201920011"
"","107011","","3","","20192","travel_topdrama_r_2000_idle_doya_sad","0.2","","1","1201920012"
"travel_topdrama_r_2000_talk_guts2_loop_joy","106111","","3","","20192","travel_topdrama_r_2000_talk_guts2_in_joy","0.2","1","0","1201920013"
"0","vo_travel_talk","","21","","20192","vo_travel_talk_20019_02","","","0","1201920014"
