8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786
"1923010070","","32","","20024","","","0","","","92301"
"1923010071","","113","","1","","","","","","92301"
"1923010072","","93","","0.3","","","0","","","92301"
"1923010073","","32","","11","","","1","","","92301"
"1923010074","","93","","0.4","","","0","","","92301"
"1923010075","","32","","19","","","0","","","92301"
"1923010076","","32","","0","","","0","","","92301"
"1923010077","","32","","912000","","","0","","","92301"
"1923010078","0","6","1","105811","0","0","1","1","","92301"
"1923010079","0","6","1","105911","0","0","1","1","","92301"
"1923010080","0","6","1","106011","0","0","1","1","","92301"
"1923010081","0","6","1","106411","0","0","1","1","","92301"
"1923010082","0","6","1","100","0","0","1","1","","92301"
"1923010083","0","6","1","110","0","0","1","1","","92301"
"1923010084","0","6","1","11","0","0","1","1","","92301"
"1923010085","0","6","1","12","0","0","1","1","","92301"
"1923010086","0","6","1","13","0","0","1","1","","92301"
"1923010087","0","6","1","200","0","0","1","1","","92301"
"1923010088","","91","","0","","","","","","92301"
"1924010001","1","1","0","1","0","-34","105811","62","empty","92401"
"1924010002","1","1","0","1","0","-34","105911","66","empty","92401"
"1924010003","1","1","0","1","0","-34","106011","64","empty","92401"
"1924010004","1","1","0","1","0","-34","106411","65","empty","92401"
"1924010005","1","1","0","1","0","-34","118511","52","empty","92401"
"1924010006","0.4","5","-1085","100","1","-266","100","58","idle","92401"
"1924010007","0.4","5","-1085","110","1","-266","110","56","idle","92401"
"1924010008","0","31","0","904000","","1","40","0","","92401"
"1924010009","0","31","0","904001","","1","41","0","","92401"
"1924010010","0","31","0","904002","","1","42","0","","92401"
"1924010011","0","31","0","921000","","1","0","-300","","92401"
"1924010012","0","31","0","900002","","1","1","0","","92401"
"1924010013","0","31","0","900002","","1","2","0","","92401"
"1924010014","0","31","0","900002","","1","3","0","","92401"
"1924010015","0","31","-266","900004","","1","4","-1085","","92401"
"1924010016","0","31","0","900005","","1","5","0","","92401"
"1924010017","0","31","-34","900009","","1","9","0","","92401"
"1924010018","","91","","0","","","0","","","92401"
"1924010019","","32","","1","","","1","","","92401"
"1924010020","","93","","0.4","","","0","","","92401"
"1924010021","","32","","40","","","1","","","92401"
"1924010022","","32","","41","","","1","","","92401"
"1924010023","","32","","42","","","1","","","92401"
"1924010024","","23","","se_caravan","","","se_caravan_section_skip","0","","92401"
"1924010025","","21","","vo_caravan","","","vo_caravan_onigiriskip","0","","92401"
"1924010026","","2","0","100","","11","240","-266","","92401"
"1924010027","","2","0","110","","11","240","-266","","92401"
"1924010028","","3","","100","","","skip","1","","92401"
"1924010029","","3","","110","","","skip","1","","92401"
"1924010030","","93","","2.2","","","0","","","92401"
"1924010031","","32","","2","","","1","","","92401"
"1924010032","","93","","0.4","","","0","","","92401"
"1924010033","","32","","40","","","0","","","92401"
"1924010034","","32","","41","","","0","","","92401"
"1924010035","","32","","42","","","0","","","92401"
"1924010036","","2","0","100","","11","-1085","-266","","92401"
"1924010037","","2","0","110","","11","-1085","-266","","92401"
"1924010038","","32","","0","","","1","","","92401"
"1924010039","","32","","9","","","1","","","92401"
"1924010040","0","3","","118511","","","checkpoint_karin_idle","1","","92401"
"1924010041","","26","","0.5","","","","","","92401"
"1924010042","","23","","se_caravan","","","se_caravan_goal_amb_niflhel","0","","92401"
"1924010043","","93","","0.9","","","0","","","92401"
"1924010044","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","92401"
"1924010045","","93","","0.5","","","0","","","92401"
"1924010046","0","3","idle","100","0","1","run_checkpoint","0","","92401"
"1924010047","0","3","idle","110","0","1","run_checkpoint","0","","92401"
"1924010048","","32","","4","","","1","","","92401"
"1924010049","","2","2.5","100","","11","67","-276","","92401"
"1924010050","","2","2.5","110","","11","67","-276","","92401"
"1924010051","","33","2.5","4","","11","67","-276","","92401"
"1924010052","","93","","2","","","0","","","92401"
"1924010053","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","92401"
"1924010054","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","92401"
"1924010055","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","92401"
"1924010056","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","92401"
"1924010057","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","92401"
"1924010058","","140","","6","","","0","0","","92401"
"1924010059","","93","","1.6","","","0","","","92401"
"1924010060","","23","","se_caravan","","","se_caravan_goal_arrival_niflhel","0","","92401"
"1924010061","","32","","5","","","1","","","92401"
"1924010062","0.2","3","","118511","","","checkpoint_karin_clap","1","","92401"
"1924010063","","93","","3","","","0","","","92401"
"1924010064","","101","","1924010065","","","","","","92401"
"1924010065","","25","","bgm_MC211","","","bgm_MC211","","","92401"
"1924010066","","32","","4","","","0","","","92401"
"1924010067","","113","","1","","","","","","92401"
"1924010068","","93","","0.3","","","0","","","92401"
"1924010069","","32","","3","","","1","","","92401"
"1924010070","","93","","0.4","","","0","","","92401"
"1924010071","0","6","1","100","0","0","1","1","","92401"
"1924010072","0","6","1","110","0","0","1","1","","92401"
"1924010073","","32","","0","","","0","","","92401"
"1924010074","","32","","5","","","0","","","92401"
"1924010075","","32","","9","","","0","","","92401"
"1924010076","0","6","1","105811","0","0","1","1","","92401"
"1924010077","0","6","1","105911","0","0","1","1","","92401"
"1924010078","0","6","1","106011","0","0","1","1","","92401"
"1924010079","0","6","1","106411","0","0","1","1","","92401"
"1924010080","0","6","1","118511","0","0","1","1","","92401"
"1924010081","","91","","0","","","","","","92401"
