42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"0","25","0","100801","0","382","11732","17","199","0","11145","0","625","607","1640","0","52","22","151"
"0","26","0","100801","0","399","13434","17","199","0","11685","0","648","641","1640","0","52","22","151"
"0","27","0","100801","0","413","15298","17","199","0","12255","0","665","665","1640","0","52","22","151"
"0","28","0","100801","0","428","17287","17","199","0","12855","0","681","689","1640","0","52","22","151"
"0","29","0","100801","0","446","19415","17","199","0","13455","0","699","714","1640","0","52","22","151"
"0","30","0","100801","0","466","21668","17","199","0","14055","0","719","740","1640","0","52","22","151"
"0","31","0","100801","0","486","24030","17","199","0","14655","0","739","766","1640","0","52","22","151"
"0","32","0","100801","0","506","26501","17","199","0","15255","0","759","792","1640","0","52","22","151"
"0","33","0","100801","0","527","29107","17","199","0","15855","0","780","817","1640","0","52","22","151"
"0","34","0","100801","0","549","31867","17","199","0","16455","0","802","841","1640","0","52","22","151"
"0","35","0","100801","0","571","34757","17","199","0","17055","0","824","865","1640","0","52","22","151"
"0","36","0","100801","0","594","37748","17","199","0","17655","0","847","889","1640","0","52","22","151"
"0","37","0","100801","0","618","40838","17","199","0","18255","0","871","913","1640","0","52","22","151"
"0","38","0","100801","0","642","44036","17","199","0","18855","0","895","937","1640","0","52","22","151"
"0","2","0","100901","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","100901","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","100901","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","100901","0","2","405","0","25","0","360","0","27","0","100","0","0","0","10"
"0","6","0","100901","0","4","634","0","75","0","710","0","40","0","100","0","0","0","10"
"0","7","0","100901","0","8","894","0","110","0","1305","0","54","0","100","0","0","0","15"
"0","8","1","100901","0","10","1255","4","145","0","1470","0","64","0","100","0","0","0","45"
"0","9","2","100901","0","15","1633","9","180","0","1880","0","73","16","100","0","0","0","45"
"0","10","4","100901","0","21","2032","14","180","0","2230","0","91","34","520","0","0","0","45"
"0","11","5","100901","0","30","2474","14","196","0","2570","0","101","71","620","0","0","5","45"
"0","12","6","100901","0","33","2998","14","232","0","2670","0","106","124","720","0","0","11","45"
"0","13","6","100901","0","38","3531","16","252","0","2810","0","113","186","720","0","0","17","45"
"0","14","6","100901","0","42","4111","18","282","0","2950","0","120","262","840","0","0","17","45"
"0","15","6","100901","0","50","4716","22","292","0","2980","0","129","332","960","0","0","17","45"
"0","16","6","100901","0","55","5389","22","322","0","3010","0","137","407","960","0","0","17","45"
"0","17","6","100901","0","59","6117","22","352","0","3010","0","146","479","960","0","0","17","45"
"0","18","6","100901","0","65","6901","22","382","0","3010","0","155","568","960","0","0","17","45"
"0","19","6","100901","0","70","7789","22","382","0","3010","0","162","701","960","0","0","17","45"
"0","20","6","100901","0","80","8710","22","382","0","3010","0","176","858","960","0","0","17","45"
"0","21","6","100901","0","86","9729","22","382","0","3010","0","184","1060","1060","0","0","17","45"
"0","22","6","100901","0","91","10926","22","382","0","3010","0","191","1278","1160","0","0","17","45"
"0","23","6","100901","0","97","12249","22","382","0","3010","0","207","1462","1160","0","0","17","45"
"0","24","6","100901","0","103","13724","22","382","0","3010","0","224","1605","1160","0","0","17","45"
"0","25","6","100901","0","109","15434","22","382","0","3010","0","232","1714","1160","0","0","17","45"
"0","26","6","100901","0","115","17274","22","382","0","3470","0","241","1786","1160","0","0","17","45"
"0","27","6","100901","0","121","19309","22","382","0","3470","0","249","1831","1160","0","0","17","45"
"0","28","6","100901","0","132","21399","22","382","0","3470","0","262","1857","1160","0","0","17","45"
"0","29","6","100901","0","136","23721","22","382","0","3930","0","266","1890","1160","0","0","17","45"
"0","30","6","100901","0","140","26242","22","382","0","3930","0","270","1924","1160","0","0","17","45"
"0","31","6","100901","0","144","28821","22","382","0","4390","0","274","1958","1160","0","0","17","45"
"0","32","6","100901","0","148","31563","22","382","0","4390","0","278","1992","1160","0","0","17","45"
"0","33","6","100901","0","152","34396","22","382","0","4890","0","282","2025","1160","0","0","17","45"
"0","34","6","100901","0","156","37378","22","382","0","5390","0","286","2057","1160","0","0","17","45"
"0","35","6","100901","0","160","40565","22","382","0","5390","0","290","2089","1160","0","0","17","45"
"0","36","6","100901","0","164","43864","22","382","0","5390","0","294","2121","1160","0","0","17","45"
"0","37","6","100901","0","169","47208","22","382","0","5890","0","299","2153","1160","0","0","17","45"
"0","38","6","100901","0","174","50656","22","382","0","6390","0","304","2185","1160","0","0","17","45"
"0","2","0","101001","0","1","23","0","0","0","55","0","2","0","75","0","0","0","0"
"0","3","0","101001","0","2","78","0","0","0","150","0","7","0","150","0","0","0","0"
"0","4","0","101001","0","5","169","0","5","0","325","0","16","0","200","0","0","0","10"
"0","5","0","101001","0","7","322","0","15","0","625","0","32","0","200","0","0","0","10"
"0","6","0","101001","0","15","495","0","15","0","1155","0","51","0","200","0","0","0","25"
"0","7","0","101001","0","22","724","0","50","0","1515","0","69","0","200","0","26","0","30"
"0","8","0","101001","0","33","988","4","50","0","1845","0","90","0","200","0","52","0","60"
"0","9","0","101001","0","44","1252","9","50","0","2380","0","117","0","200","0","52","5","95"
"0","10","0","101001","0","56","1551","14","85","0","2920","0","139","16","300","0","52","10","100"
"0","11","0","101001","0","67","1842","14","85","0","3540","0","171","24","840","0","52","10","124"
"0","12","0","101001","0","84","2179","17","111","0","3900","0","196","41","1060","0","52","14","130"
"0","13","0","101001","0","110","2519","17","133","0","4060","0","226","57","1180","0","52","19","132"
"0","14","0","101001","0","138","2859","17","145","0","4320","0","263","67","1300","0","52","21","136"
"0","15","0","101001","0","165","3255","17","145","0","4520","0","297","81","1520","0","52","21","145"
"0","16","0","101001","0","195","3701","17","145","0","4750","0","328","97","1520","0","52","21","151"
"0","17","0","101001","0","223","4152","17","160","0","4880","0","367","117","1520","3","52","21","152"
"0","18","0","101001","0","259","4600","17","185","0","5225","0","413","132","1520","3","52","21","152"
"0","19","0","101001","0","300","5071","17","185","0","5870","0","465","157","1615","3","52","21","152"
"0","20","0","101001","0","342","5660","17","185","0","6455","0","512","193","1615","3","52","21","152"
"0","21","0","101001","0","391","6236","17","185","0","7040","0","574","228","1615","3","52","21","152"
"0","22","0","101001","0","443","6900","17","185","0","8245","0","636","264","1715","3","52","21","152"
"0","23","0","101001","0","502","7660","17","185","0","9705","0","702","294","1715","3","52","21","152"
"0","24","0","101001","0","563","8501","17","185","0","11230","0","777","294","1715","3","52","21","152"
"0","25","0","101001","0","617","9607","17","185","0","12525","0","838","319","1715","3","52","21","152"
"0","26","0","101001","0","660","11004","17","185","0","13520","0","887","346","1715","3","52","21","152"
"0","27","0","101001","0","701","12544","17","185","0","14635","0","931","363","1715","3","52","21","152"
"0","28","0","101001","0","744","14190","17","185","0","15855","0","975","380","1715","3","52","21","152"
"0","29","0","101001","0","792","15938","17","185","0","17230","0","1023","397","1715","3","52","21","152"
"0","30","0","101001","0","843","17793","17","185","0","18685","0","1074","415","1715","3","52","21","152"
"0","31","0","101001","0","895","19738","17","185","0","20220","0","1126","433","1715","3","52","21","152"
"0","32","0","101001","0","948","21773","17","185","0","21830","0","1179","451","1715","3","52","21","152"
"0","33","0","101001","0","1002","23924","17","185","0","23610","0","1233","469","1715","3","52","21","152"
"0","34","0","101001","0","1058","26191","17","185","0","25630","0","1289","486","1715","3","52","21","152"
"0","35","0","101001","0","1114","28569","17","185","0","27820","0","1345","503","1715","3","52","21","152"
"0","36","0","101001","0","1171","31029","17","185","0","30180","0","1402","520","1715","3","52","21","152"
"0","37","0","101001","0","1230","33570","17","185","0","32615","0","1461","537","1715","3","52","21","152"
"0","38","0","101001","0","1289","36200","17","185","0","35215","0","1520","554","1715","3","52","21","152"
"0","2","0","101101","0","2","0","0","0","0","50","0","3","0","50","0","17","0","0"
"0","3","0","101101","0","3","0","0","10","0","140","0","5","0","105","0","80","0","0"
"0","4","0","101101","0","5","0","0","45","0","260","0","7","0","245","0","198","0","5"
"0","5","0","101101","0","9","0","0","70","0","530","0","13","0","405","3","353","0","10"
"0","6","0","101101","0","16","0","0","85","0","1000","0","21","0","915","3","566","0","10"
"0","7","0","101101","0","20","0","0","85","0","1320","0","33","0","1520","7","838","0","10"
"0","8","0","101101","0","31","0","4","85","0","1750","0","50","0","1965","7","1137","0","10"
"25","9","0","101101","0","46","0","13","85","0","2165","0","65","0","2085","14","1451","0","10"
"70","10","0","101101","5","54","0","18","85","0","2585","0","82","0","2145","19","1787","0","35"
"111","11","0","101101","10","61","0","20","85","0","2985","0","98","0","2455","19","2216","0","45"
"144","12","2","101101","30","65","0","22","85","0","3355","0","110","0","2455","24","2636","0","55"
"193","13","4","101101","43","71","0","24","110","0","3505","0","123","0","2455","24","3162","0","55"
"262","14","6","101101","46","78","0","24","135","0","3505","0","132","0","2455","24","3781","0","55"
"341","15","6","101101","49","88","0","24","135","0","3505","0","139","0","2455","24","4448","0","55"
"398","16","6","101101","57","103","0","24","135","0","3505","0","146","0","2455","24","5126","0","55"
"478","17","6","101101","60","116","0","24","135","0","3555","0","155","0","2455","24","5846","0","55"
"587","18","6","101101","60","128","0","24","135","0","3605","0","174","0","2455","24","6596","0","55"
"697","19","6","101101","60","137","0","24","135","0","3700","0","198","0","2455","24","7442","0","55"
"786","20","6","101101","60","155","0","24","135","0","3895","0","231","0","2455","24","8317","0","55"
"889","21","6","101101","60","166","0","24","135","0","4085","0","259","0","2455","24","9346","0","55"
"1004","22","6","101101","60","182","0","24","135","0","4175","0","289","0","2455","24","10529","0","55"
"1099","23","6","101101","60","200","0","24","135","0","4265","0","316","0","2455","24","11863","0","55"
"1196","24","6","101101","60","212","0","24","135","0","4355","0","346","0","2455","24","13327","0","55"
"1270","25","6","101101","60","220","0","24","135","0","4355","0","368","0","2455","24","15030","0","55"
"1320","26","6","101101","60","226","0","24","135","0","4675","0","386","0","2455","24","16889","0","55"
"1354","27","6","101101","60","231","0","24","135","0","4995","0","398","0","2455","24","18903","0","55"
"1382","28","6","101101","60","237","0","24","135","0","4995","0","406","0","2455","24","21100","0","55"
"1413","29","6","101101","60","244","0","24","135","0","5315","0","413","0","2455","24","23425","0","55"
"1445","30","6","101101","60","252","0","24","135","0","5315","0","421","0","2455","24","25924","0","55"
"1477","31","6","101101","60","260","0","24","135","0","5635","0","429","0","2455","24","28497","0","55"
"1509","32","6","101101","60","269","0","24","135","0","5635","0","438","0","2455","24","31207","0","55"
"1540","33","6","101101","60","278","0","24","135","0","6005","0","447","0","2455","24","34022","0","55"
"1570","34","6","101101","60","287","0","24","135","0","6005","0","456","0","2455","24","37028","0","55"
"1600","35","6","101101","60","296","0","24","135","0","6375","0","465","0","2455","24","40140","0","55"
"1630","36","6","101101","60","306","0","24","135","0","6375","0","475","0","2455","24","43396","0","55"
"1660","37","6","101101","60","316","0","24","135","0","6795","0","485","0","2455","24","46716","0","55"
"1690","38","6","101101","60","326","0","24","135","0","7215","0","495","0","2455","24","50146","0","55"
"0","2","0","101201","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","101201","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","101201","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","101201","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","101201","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","101201","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","101201","0","10","1255","4","120","0","1560","0","66","0","100","0","0","0","45"
"0","9","2","101201","0","19","1569","9","155","0","2135","0","81","16","100","0","0","0","45"
"0","10","3","101201","0","25","1921","14","175","0","2575","0","103","39","520","0","0","0","45"
"0","11","4","101201","0","28","2374","14","191","0","2835","0","113","84","740","0","0","5","45"
"0","12","4","101201","0","31","2840","14","227","0","2975","0","123","139","740","0","0","13","45"
"0","13","4","101201","0","39","3321","16","247","0","3215","0","135","199","740","0","0","16","45"
"0","14","4","101201","0","49","3813","18","269","0","3355","0","152","263","860","0","0","16","45"
"0","15","4","101201","0","63","4324","20","279","0","3445","0","170","319","980","0","0","16","49"
"0","16","4","101201","0","76","4892","22","299","0","3475","0","187","378","980","0","0","16","49"
"0","17","4","101201","0","85","5520","22","329","0","3475","0","204","453","980","0","0","16","49"
"0","18","4","101201","0","95","6202","22","339","0","3475","0","222","557","980","0","0","16","49"
"0","19","4","101201","0","106","6978","22","339","0","3475","0","238","686","980","0","0","16","49"
"0","20","4","101201","0","121","7796","22","339","0","3475","0","259","824","980","0","0","16","49"
"0","21","4","101201","0","131","8735","22","339","0","3475","0","270","1005","1080","0","0","16","49"
"0","22","4","101201","0","142","9818","22","339","0","3475","0","285","1197","1180","0","0","16","49"
"0","23","4","101201","0","153","11079","22","339","0","3475","0","308","1346","1180","0","0","16","49"
"0","24","4","101201","0","165","12471","22","339","0","3475","0","333","1462","1180","0","0","16","49"
"0","25","4","101201","0","177","14086","22","339","0","3475","0","350","1554","1180","0","0","16","49"
"0","26","4","101201","0","189","15843","22","339","0","3935","0","367","1598","1180","0","0","16","49"
"0","27","4","101201","0","201","17728","22","339","0","4395","0","384","1624","1180","0","0","16","49"
