0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"lsv_idle_normal","1","100411","1009803","0.2","","0","0","lsv_smile2","3","1009803032"
"","","103611","1009803","0","","0","0.5","10","12","1009803033"
"lsv_idle_normal","1","103611","1009803","0.2","","0","0","lsv_smile2","3","1009803034"
"","","102011","1009803","0","","0","0.5","10","12","1009803035"
"lsv_idle_normal","1","102011","1009803","0.2","","0","0","lsv_smile2","3","1009803036"
"","","2","1009803","","","","","","93","1009803037"
"","","103611","1009803","","","","","0","4","1009803038"
"","","103611","1009803","","","0.2","1","lsv_walk","3","1009803039"
"0.5","0","103611","1009803","","","","-235","200","2","1009803040"
"","","0.5","1009803","","","","","","93","1009803041"
"","","103611","1009803","","","0.2","1","lsv_idle_normal","3","1009803042"
"","","0","1009803","","","","","","93","1009803043"
"","","103611","1009803","","","","","1","4","1009803044"
"","","0.6","1009803","","","","","","93","1009803045"
"","","102011","1009803","","","0.2","1","lsv_talk_memory_dere2","3","1009803046"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0321","21","1009803047"
"1","1","102011","1009803","0","0","0","10","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","11","1009803048"
"","","0","1009803","","","","","","91","1009803049"
"","","102011","1009803","","","0.2","1","lsv_idle_memory","3","1009803050"
"","","100411","1009803","","","0.2","1","lsv_talk_normal","3","1009803051"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0322","21","1009803052"
"1","1","100411","1009803","0","0","0","10","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","11","1009803053"
"","","0","1009803","","","","","","91","1009803054"
"","","100411","1009803","","","0.2","1","lsv_idle_normal_joyR","3","1009803055"
"","","102011","1009803","","","0.2","1","lsv_idle_normal","3","1009803056"
"","","103611","1009803","","","0.2","1","lsv_talk_sad","3","1009803057"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0323","21","1009803058"
"1","1","103611","1009803","0","0","0","10","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","11","1009803059"
"","","0","1009803","","","","","","91","1009803060"
"","","103611","1009803","","","0.2","1","lsv_idle_sad","3","1009803061"
"","","100411","1009803","","","0.2","1","lsv_talk_cool_normal2_loop","3","1009803062"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0324","21","1009803063"
"1","1","100411","1009803","0","0","0","10","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","11","1009803064"
"","","0","1009803","","","","","","91","1009803065"
"","","100411","1009803","","","0.2","1","lsv_idle_cool","3","1009803066"
"","","103611","1009803","","","0.2","1","lsv_talk_joy3_dere","3","1009803067"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0325","21","1009803068"
"1","1","103611","1009803","0","0","0","10","……嗯，妳說得對。\n大家下次再一起去吧。","11","1009803069"
"","","0","1009803","","","","","","91","1009803070"
"","","103611","1009803","","","0.2","1","lsv_idle_normal","3","1009803071"
"","","102011","1009803","","","0.2","1","lsv_look_talk_normal","3","1009803072"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0326","21","1009803073"
"1","1","102011","1009803","0","0","0","10","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","11","1009803074"
"","","0","1009803","","","","","","91","1009803075"
"lsv_look_idle_normal","1","100411","1009803","0.2","","0","0","lsv_choice","3","1009803076"
"lsv_look_idle_normal","1","103611","1009803","0.2","","0","0","lsv_choice","3","1009803077"
"lsv_look_idle_normal","1","102011","1009803","0.2","","0","0","lsv_choice","3","1009803078"
"","","0.1","1009803","","","","","0","93","1009803079"
"0.33","2","100411","1009803","0.2","","","-220","-420","2","1009803080"
"0.33","2","103611","1009803","0.2","","","-235","452","2","1009803081"
"0.33","2","102011","1009803","0.2","","","-250","-545","2","1009803082"
"","","0","1009803","","","0.2","1","0","22","1009803083"
"","","漫畫。","1009803","","","","0","1009803087","103","1009803084"
"","","繪本。","1009803","","","","0","1009803111","103","1009803085"
"","","小說。","1009803","","","","0","1009803135","103","1009803086"
"lsv_idle_normal","1","100411","1009803","0.2","","0","0","lsv_choice","3","1009803087"
"lsv_idle_normal","1","103611","1009803","0.2","","0","0","lsv_choice","3","1009803088"
"lsv_idle_normal","1","102011","1009803","0.2","","0","0","lsv_choice","3","1009803089"
"","","0.1","1009803","","","","","0","93","1009803090"
"0.33","2","100411","1009803","0.2","","","-220","-100","2","1009803091"
"0.33","2","103611","1009803","0.2","","","-235","200","2","1009803092"
"0.33","2","102011","1009803","0.2","","","-250","-270","2","1009803093"
"","","0.7","1009803","","","","","0","93","1009803094"
"lsv_surprise3_kira_loop","1","100411","1009803","0.2","","0","0","lsv_surprise3_kira","3","1009803095"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0327","21","1009803096"
"1","1","100411","1009803","0","0","0","10","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","11","1009803097"
"","","0","1009803","","","","","","91","1009803098"
"","","100411","1009803","","","0.2","1","lsv_idle_joy_dere","3","1009803099"
"lsv_talk_guts2_joy2_loop","1","102011","1009803","0.2","","0","0","lsv_talk_guts2_joy2","3","1009803100"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0328","21","1009803101"
"1","1","102011","1009803","0","0","0","10","美美也想看～！","11","1009803102"
"","","0","1009803","","","","","","91","1009803103"
"","","102011","1009803","","","0.2","1","lsv_idle_guts2_joy2","3","1009803104"
"","","103611","1009803","","","0.2","1","lsv_talk_joy3_shy","3","1009803105"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0329","21","1009803106"
"1","1","103611","1009803","0","0","0","10","大家都……\n……那個，我也可以一起看嗎？","11","1009803107"
"","","0","1009803","","","","","","91","1009803108"
"","","103611","1009803","","","0.2","1","lsv_idle_joy_shy","3","1009803109"
"","","1009803161","1009803","","","","","","101","1009803110"
"lsv_idle_normal","1","100411","1009803","0.2","","0","0","lsv_choice","3","1009803111"
"lsv_idle_normal","1","103611","1009803","0.2","","0","0","lsv_choice","3","1009803112"
"lsv_idle_normal","1","102011","1009803","0.2","","0","0","lsv_choice","3","1009803113"
"","","0.1","1009803","","","","","0","93","1009803114"
"0.33","2","100411","1009803","0.2","","","-220","-100","2","1009803115"
"0.33","2","103611","1009803","0.2","","","-235","200","2","1009803116"
"0.33","2","102011","1009803","0.2","","","-250","-270","2","1009803117"
"","","0.7","1009803","","","","","0","93","1009803118"
"","","102011","1009803","","","0.2","1","lsv_talk_joy3_blink","3","1009803119"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0330","21","1009803120"
"1","1","102011","1009803","0","0","0","10","哇，繪本？\n是美美也看過的\n故事嗎～？","11","1009803121"
"","","0","1009803","","","","","","91","1009803122"
"","","102011","1009803","","","0.2","1","lsv_idle_normal_joyR","3","1009803123"
"lsv_talk_doya_loop","1","103611","1009803","0.2","","0","0","lsv_talk_doya","3","1009803124"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0331","21","1009803125"
"1","1","103611","1009803","0","0","0","10","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","11","1009803126"
"","","0","1009803","","","","","","91","1009803127"
"","","103611","1009803","","","0.2","1","lsv_idle_doya","3","1009803128"
"lsv_talk_guts2_loop","1","100411","1009803","0.2","","0","0","lsv_talk_guts2","3","1009803129"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0332","21","1009803130"
"1","1","100411","1009803","0","0","0","10","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","11","1009803131"
"","","0","1009803","","","","","","91","1009803132"
"","","100411","1009803","","","0.2","1","lsv_idle_normal","3","1009803133"
"","","1009803161","1009803","","","","","","101","1009803134"
"lsv_idle_normal_worry","1","100411","1009803","0.2","","0","0","lsv_choice","3","1009803135"
"lsv_idle_normal","1","103611","1009803","0.2","","0","0","lsv_choice","3","1009803136"
"lsv_idle_normal_joyR","1","102011","1009803","0.2","","0","0","lsv_choice","3","1009803137"
"","","0.1","1009803","","","","","0","93","1009803138"
"0.33","2","100411","1009803","0.2","","","-220","-100","2","1009803139"
"0.33","2","103611","1009803","0.2","","","-235","200","2","1009803140"
"0.33","2","102011","1009803","0.2","","","-250","-270","2","1009803141"
"","","0.7","1009803","","","","","0","93","1009803142"
"lsv_talk_doya_loop","1","103611","1009803","0.2","","0","0","lsv_talk_doya","3","1009803143"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0333","21","1009803144"
"1","1","103611","1009803","0","0","0","10","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","11","1009803145"
"","","0","1009803","","","","","","91","1009803146"
"","","103611","1009803","","","0.2","1","lsv_idle_surprise","3","1009803147"
"","","102011","1009803","","","0.2","1","lsv_idle_surprise","3","1009803148"
"","","100411","1009803","","","0.2","1","lsv_talk_tsun_guru","3","1009803149"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0334","21","1009803150"
"1","1","100411","1009803","0","0","0","10","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","11","1009803151"
"","","0","1009803","","","","","","91","1009803152"
"lsv_gaku_loop","1","100411","1009803","0.2","","0.2","0","lsv_gaku","3","1009803153"
"","","103611","1009803","","","0.2","1","lsv_idle_bitter_sad","3","1009803154"
"","","102011","1009803","","","0.2","1","lsv_talk_surprise2","3","1009803155"
"0","","vo_lsv","1009803","","","","0","vo_lsv_0335","21","1009803156"
"1","1","102011","1009803","0","0","0","10","禊、禊～！\n振作一點～！","11","1009803157"
"","","0","1009803","","","","","","91","1009803158"
"","","102011","1009803","","","0.2","1","lsv_idle_sad","3","1009803159"
"","","1009803161","1009803","","","","","","101","1009803160"
"","","0","1009803","","","","","","91","1009803161"
"","","","1009803","","","","","","102","1009803162"
"","","0","1009803","","","","","0.2","22","1009803163"
"","","0.2","1009803","","","","","","93","1009803164"
"0","0","103611","1009803","0","0","0","1","1","12","1009803165"
"","","103611","1009803","","","0.2","1","lsv_talk_tsun_shy","3","1009803166"
"","","3","1009803","","","","","0","93","1009803167"
"","","103611","1009803","","","0.2","1","lsv_idle_normal_bitter","3","1009803168"
"0","0","100411","1009803","0","0","0","1","4","12","1009803169"
"lsv_surprise3_surprise_loop","1","100411","1009803","0.2","","0","0","lsv_surprise3_surprise","3","1009803170"
"","","3","1009803","","","","","0","93","1009803171"
"","","100411","1009803","","","0.2","1","lsv_idle_sad_normal","3","1009803172"
"0","0","102011","1009803","0","0","0","1","10","12","1009803173"
"","","102011","1009803","","","0.2","1","lsv_talk_joy3_blink","3","1009803174"
"","","3","1009803","","","","","0","93","1009803175"
"","","102011","1009803","","","0.2","1","lsv_idle_joy","3","1009803176"
"","","1009803165","1009803","","","","","","101","1009803177"
"1","0","333","1009803","0","","1","1","1","6","1009803178"
"","","100411","1009803","","","","","1","4","1009803179"
"","","100411","1009803","","","0.2","1","lsv_run","3","1009803180"
"0.8","0","100411","1009803","","","","-220","-750","2","1009803181"
"","","103611","1009803","","","","","0","4","1009803182"
"","","103611","1009803","","","0.2","1","lsv_run","3","1009803183"
"0.8","0","103611","1009803","","","","-235","750","2","1009803184"
"","","102011","1009803","","","","","1","4","1009803185"
"","","102011","1009803","","","0.2","1","lsv_run","3","1009803186"
"0.8","0","102011","1009803","","","","-250","-850","2","1009803187"
"","","0.6","1009803","","","","","","93","1009803188"
"1","0","100411","1009803","0","","0.2","1","1","6","1009803189"
"1","0","103611","1009803","0","","0.2","1","1","6","1009803190"
"1","0","102011","1009803","0","","0.2","1","1","6","1009803191"
"","","0","1009803","","","","","","91","1009803192"
"-200","-495","1","1009804","0","lsv_idle_normal","1.95","102","102011","1","1009804001"
"100","-480","1","1009804","1","lsv_idle_normal","1.95","100","103611","1","1009804002"
"270","-510","1","1009804","1","lsv_idle_normal","1.95","101","100411","1","1009804003"
"0","0","1","1009804","0","lsv_white_loop","1","0","333","5","1009804004"
"1","0","333","1009804","0","","0","1","1","6","1009804005"
"1","0","102011","1009804","0","","0","1","1","6","1009804006"
"1","0","103611","1009804","0","","0","1","1","6","1009804007"
"1","0","100411","1009804","0","","0","1","1","6","1009804008"
"","","1","1009804","","","","","0","93","1009804009"
"1","0.4","333","1009804","0","","0.8","1","1","6","1009804010"
"lsv_idle_normal","1","102011","1009804","0.2","","0.2","0","lsv_jump2","3","1009804011"
"lsv_idle_normal","1","103611","1009804","0.2","","0.2","0","lsv_jump2","3","1009804012"
"lsv_idle_normal","1","100411","1009804","0.2","","0.2","0","lsv_jump2","3","1009804013"
"","","0.3","1009804","","","","","","93","1009804014"
"0.75","0","102011","1009804","","","","-235","-200","2","1009804015"
"0.75","0","103611","1009804","","","","-220","100","2","1009804016"
"0.75","0","100411","1009804","","","","-250","270","2","1009804017"
"1","1","102011","1009804","0","","0.4","1","1","6","1009804018"
"1","1","103611","1009804","0","","0.4","1","1","6","1009804019"
"1","1","100411","1009804","0","","0.4","1","1","6","1009804020"
"0","","102011","1009804","0","","0","0.2","6","12","1009804021"
"0","","103611","1009804","0","","0","0.2","6","12","1009804022"
"0","","100411","1009804","0","","0","0.2","6","12","1009804023"
"","","1.2","1009804","","","","","0","93","1009804024"
"lsv_talk_cool_normal2_loop","1","100411","1009804","0.2","","0","0","lsv_talk_cool_normal2","3","1009804025"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0421","21","1009804026"
"1","1","100411","1009804","0","0","0","10","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","11","1009804027"
"","","0","1009804","","","","","","91","1009804028"
"","","100411","1009804","","","0.2","1","lsv_idle_cool","3","1009804029"
"","","102011","1009804","","","0.2","1","lsv_talk_wish_joy","3","1009804030"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0422","21","1009804031"
"1","1","102011","1009804","0","0","0","10","禊做的存錢筒\n很帥氣呢～♪","11","1009804032"
"","","0","1009804","","","","","","91","1009804033"
"","","102011","1009804","","","0.2","1","lsv_idle_wish_joy","3","1009804034"
"","","103611","1009804","","","0.2","1","lsv_talk_thinking","3","1009804035"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0423","21","1009804036"
"1","1","103611","1009804","0","0","0","10","我煩惱了一下……\n因為想展現出\n知識與知性……","11","1009804037"
"","","0","1009804","","","","","","91","1009804038"
"","","103611","1009804","","","0.2","1","lsv_idle_normal","3","1009804039"
"lsv_talk_arm_crossed_loop2","1","100411","1009804","0.2","","0","0","lsv_talk_arm_crossed2","3","1009804040"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0424","21","1009804041"
"1","1","100411","1009804","0","0","0","10","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","11","1009804042"
"","","0","1009804","","","","","","91","1009804043"
"","","100411","1009804","","","0.2","1","lsv_idle_arm_crossed","3","1009804044"
"","","102011","1009804","","","0.2","1","lsv_look_talk_sad","3","1009804045"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0425","21","1009804046"
"1","1","102011","1009804","0","0","0","10","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","11","1009804047"
"","","0","1009804","","","","","","91","1009804048"
"","","102011","1009804","","","0.2","1","lsv_look_idle_sad","3","1009804049"
"","","103611","1009804","","","0.2","1","lsv_look_idle_normal","3","1009804050"
"","","100411","1009804","","","0.2","1","lsv_talk_joy3_blink","3","1009804051"
"0","","vo_lsv","1009804","","","","0","vo_lsv_0426","21","1009804052"
"1","1","100411","1009804","0","0","0","10","對耶！\n哥哥\n想做什麼呢？","11","1009804053"
"","","0","1009804","","","","","","91","1009804054"
"","","100411","1009804","","","0.2","1","lsv_idle_joy","3","1009804055"
