616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"0.01","","2","6214","-200","-330","","6214033","","106731",""
"","0.2","3","6214","wac_birthday_idle_doya","1","","6214034","","106611",""
"0.01","","2","6214","180","-320","","6214035","","106611",""
"","0.2","3","6214","wac_birthday_idle_normal","1","","6214036","","106511",""
"0.01","","2","6214","320","-340","","6214037","","106511",""
"","","93","6214","","","","6214038","","0",""
"","","32","6214","1","","","6214039","","800",""
"","","93","6214","","","","6214040","","0.7",""
"","","32","6214","1","","","6214041","","702",""
"","","93","6214","","","","6214042","","0.5",""
"","","23","6214","se_sys_login_birthday_blow_candle","0","","6214043","","se_common",""
"","","32","6214","0","","","6214044","","701",""
"","","93","6214","","","","6214045","","0.4",""
"","","23","6214","se_sys_login_birthday_cracker","0","","6214046","","se_common",""
"","","32","6214","1","","","6214047","","700",""
"","","23","6214","se_sys_login_birthday_calendar_applause","0","","6214048","","se_common",""
"wac_birthday_idle_doya","0.2","3","6214","wac_birthday_clap","0","1","6214049","0.2","106611",""
"","","93","6214","","","","6214050","","0.1",""
"wac_birthday_idle_normal","0.2","3","6214","wac_birthday_clap","0","1","6214051","0.2","106511",""
"","","93","6214","","","","6214052","","2",""
"","","131","6214","","","","6214053","","1",""
"0","","21","6214","vo_wac_06214_000","0","","6214054","","vo_wac_06214",""
"1","0","11","6214","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","10","1","6214055","0","106731","0.5"
"","","91","6214","","","","6214056","","0",""
"","0.2","3","6214","wac_birthday_idle_wish","1","","6214057","","106731",""
"","0.2","3","6214","wac_birthday_talk_anger","1","","6214058","","106611",""
"0","","21","6214","vo_wac_06214_001","0","","6214059","","vo_wac_06214",""
"1","0","11","6214","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","10","1","6214060","0","106611","0.5"
"","","91","6214","","","","6214061","","0",""
"","0.2","3","6214","wac_birthday_idle_normal","1","","6214062","","106611",""
"","0.2","3","6214","wac_birthday_talk_wish","1","","6214063","","106731",""
"0","","21","6214","vo_wac_06214_002","0","","6214064","","vo_wac_06214",""
"1","0","11","6214","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","10","1","6214065","0","106731","0.5"
"","","91","6214","","","","6214066","","0",""
"","0.2","3","6214","wac_birthday_talk_smile","1","","6214067","","106731",""
"0","","21","6214","vo_wac_06214_003","0","","6214068","","vo_wac_06214",""
"1","0","11","6214","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","10","1","6214069","0","106731","0.5"
"","","91","6214","","","","6214070","","0",""
"","","22","6214","","","","6214071","","0",""
"","","25","8014","bgm_M321_2C","","","8014001","","bgm_M321",""
"-1000","2","1","8014","104411","250","-70","8014002","0","1","wac_birthday_idle_normal"
"170","2","1","8014","103111","256","-260","8014003","1","1","wac_birthday_shinobu_idle_wish"
"270","2","1","8014","100711","259","-310","8014004","1","1","wac_birthday_idle_smile"
"400","2","1","8014","102211","257","-270","8014005","1","1","wac_birthday_idle_normal"
"500","2","1","8014","100611","258","-310","8014006","1","1","wac_birthday_idle_smile"
"","","13","8014","300","","","8014007","","104411",""
"","","13","8014","300","","","8014008","","103111",""
"0","1","31","8014","600","0","1","8014009","","600",""
"0","0","31","8014","602","0","1","8014010","","602",""
"0","0","31","8014","603","0","1","8014011","","603",""
"60","1","31","8014","604","30","1","8014012","","604",""
"0","1","31","8014","610","0","1","8014013","","610",""
"0","0","31","8014","700","0","1","8014014","","700",""
"0","0","31","8014","701","0","1","8014015","","701",""
"0","0","31","8014","702","0","1","8014016","","702",""
"0","0","31","8014","800","0","1","8014017","","800",""
"60","1","31","8014","906","30","1","8014018","","906",""
"","","93","8014","","","","8014019","","1",""
"wac_birthday_reaction_03","0.2","3","8014","wac_birthday_reaction_05","0","1","8014020","0.2","100711",""
"wac_birthday_shinobu_reaction_01","0.2","3","8014","wac_birthday_shinobu_reaction_04","0","1","8014021","0.2","103111",""
"","","93","8014","","","","8014022","","0.1",""
"wac_birthday_reaction_04","0.2","3","8014","wac_birthday_reaction_01","0","1","8014023","0.2","102211",""
"wac_birthday_reaction_03","0.2","3","8014","wac_birthday_reaction_05","0","1","8014024","0.2","100611",""
"","","93","8014","","","","8014025","","0.3",""
"","0.2","3","8014","wac_birthday_run_01","1","","8014026","","104411",""
"3","","2","8014","0","-70","","8014027","","104411",""
"","","93","8014","","","","8014028","","2.5",""
"","","32","8014","1","","","8014029","","602",""
"","","93","8014","","","","8014030","","0.6",""
"","","32","8014","0","","","8014031","","600",""
"","","32","8014","0","","","8014032","","610",""
"","","32","8014","0","","","8014033","","604",""
"","","32","8014","1","","","8014034","","701",""
"0.01","","33","8014","0","0","","8014035","","906",""
"wac_birthday_wish_02","0.2","3","8014","wac_birthday_blowout_01","0","1","8014036","0.2","104411",""
"0.01","","2","8014","-200","-330","","8014037","","104411",""
"","0.2","3","8014","wac_birthday_shinobu_idle_wish","1","","8014038","","103111",""
"0.01","","2","8014","150","-320","","8014039","","103111",""
"","0.2","3","8014","wac_birthday_idle_smile","1","","8014040","","100711",""
"0.01","","2","8014","265","-360","","8014041","","100711",""
"","0.2","3","8014","wac_birthday_idle_normal","1","","8014042","","102211",""
"0.01","","2","8014","400","-320","","8014043","","102211",""
"","0.2","3","8014","wac_birthday_idle_smile","1","","8014044","","100611",""
"0.01","","2","8014","500","-340","","8014045","","100611",""
"","","93","8014","","","","8014046","","0",""
"","","32","8014","1","","","8014047","","800",""
"","","93","8014","","","","8014048","","0.7",""
"","","32","8014","1","","","8014049","","702",""
"","","93","8014","","","","8014050","","0.5",""
"","","23","8014","se_sys_login_birthday_blow_candle","0","","8014051","","se_common",""
"","","32","8014","0","","","8014052","","701",""
"","","93","8014","","","","8014053","","0.4",""
"","","23","8014","se_sys_login_birthday_cracker","0","","8014054","","se_common",""
"","","32","8014","1","","","8014055","","700",""
"","","23","8014","se_sys_login_birthday_calendar_applause","0","","8014056","","se_common",""
"wac_birthday_shinobu_idle_wish","0.2","3","8014","wac_birthday_shinobu_clap_to_wish","0","1","8014057","0.2","103111",""
"wac_birthday_idle_normal","0.2","3","8014","wac_birthday_clap","0","1","8014058","0.2","102211",""
"","","93","8014","","","","8014059","","0.1",""
"wac_birthday_idle_smile","0.2","3","8014","wac_birthday_clap","0","1","8014060","0.2","100711",""
"","","93","8014","","","","8014061","","0.1",""
"wac_birthday_idle_smile","0.2","3","8014","wac_birthday_clap","0","1","8014062","0.2","100611",""
"","","93","8014","","","","8014063","","2",""
"","","131","8014","","","","8014064","","1",""
"0","","21","8014","vo_wac_08014_000","0","","8014065","","vo_wac_08014",""
"1","0","11","8014","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","10","1","8014066","0","104411","0.5"
"","","91","8014","","","","8014067","","0",""
"","0.2","3","8014","wac_birthday_idle_normal","1","","8014068","","104411",""
"","0.2","3","8014","wac_birthday_shinobu_talk_wish","1","","8014069","","103111",""
"0","","21","8014","vo_wac_08014_002","0","","8014070","","vo_wac_08014",""
"1","0","11","8014","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","10","1","8014071","0","103111","0.5"
"","","91","8014","","","","8014072","","0",""
"","0.2","3","8014","wac_birthday_shinobu_idle_wish","1","","8014073","","103111",""
"","0.2","3","8014","wac_birthday_talk_doya","1","","8014074","","104411",""
"0","","21","8014","vo_wac_08014_003","0","","8014075","","vo_wac_08014",""
"1","0","11","8014","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","10","1","8014076","0","104411","0.5"
"","","91","8014","","","","8014077","","0",""
"","0.2","3","8014","wac_birthday_talk_smile","1","","8014078","","104411",""
"0","","21","8014","vo_wac_08014_004","0","","8014079","","vo_wac_08014",""
"1","0","11","8014","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","10","1","8014080","0","104411","0.5"
"","","91","8014","","","","8014081","","0",""
"","","22","8014","","","","8014082","","0",""
"","","25","8514","bgm_M321_2C","","","8514001","","bgm_M321",""
"-1000","2","1","8514","102311","250","-70","8514002","0","1","wac_birthday_idle_normal"
"200","2","1","8514","102111","256","-270","8514003","1","1","wac_birthday_idle_wish"
"310","2","1","8514","102811","258","-310","8514004","1","1","wac_birthday_idle_normal"
"445","2","1","8514","102511","257","-290","8514005","1","1","wac_birthday_idle_smile"
"","","13","8514","300","","","8514006","","102311",""
"","","13","8514","300","","","8514007","","102111",""
"0","1","31","8514","600","0","1","8514008","","600",""
"0","0","31","8514","602","0","1","8514009","","602",""
"0","0","31","8514","603","0","1","8514010","","603",""
"60","1","31","8514","604","30","1","8514011","","604",""
"0","1","31","8514","610","0","1","8514012","","610",""
"0","0","31","8514","700","0","1","8514013","","700",""
"0","0","31","8514","701","0","1","8514014","","701",""
"0","0","31","8514","702","0","1","8514015","","702",""
"0","0","31","8514","800","0","1","8514016","","800",""
"60","1","31","8514","907","30","1","8514017","","907",""
"","","93","8514","","","","8514018","","1",""
"wac_birthday_reaction_03","0.2","3","8514","wac_birthday_reaction_01","0","1","8514019","0.2","102111",""
"","","93","8514","","","","8514020","","0.1",""
"wac_birthday_reaction_04","0.2","3","8514","wac_birthday_reaction_01","0","1","8514021","0.2","102811",""
"wac_birthday_reaction_03","0.2","3","8514","wac_birthday_reaction_05","0","1","8514022","0.2","102511",""
"","","93","8514","","","","8514023","","0.3",""
"","0.2","3","8514","wac_birthday_run_01","1","","8514024","","102311",""
"3","","2","8514","0","-70","","8514025","","102311",""
"","","93","8514","","","","8514026","","2.5",""
"","","32","8514","1","","","8514027","","602",""
"","","93","8514","","","","8514028","","0.6",""
"","","32","8514","0","","","8514029","","600",""
"","","32","8514","0","","","8514030","","610",""
"","","32","8514","0","","","8514031","","604",""
"","","32","8514","1","","","8514032","","701",""
"0.01","","33","8514","0","0","","8514033","","907",""
"wac_birthday_wish_02","0.2","3","8514","wac_birthday_blowout_01","0","1","8514034","0.2","102311",""
"0.01","","2","8514","-200","-330","","8514035","","102311",""
"","0.2","3","8514","wac_birthday_idle_wish","1","","8514036","","102111",""
"0.01","","2","8514","180","-320","","8514037","","102111",""
"","0.2","3","8514","wac_birthday_idle_normal","1","","8514038","","102811",""
"0.01","","2","8514","290","-360","","8514039","","102811",""
"","0.2","3","8514","wac_birthday_idle_smile","1","","8514040","","102511",""
"0.01","","2","8514","425","-340","","8514041","","102511",""
"","","93","8514","","","","8514042","","0",""
"","","32","8514","1","","","8514043","","800",""
"","","93","8514","","","","8514044","","0.7",""
"","","32","8514","1","","","8514045","","702",""
"","","93","8514","","","","8514046","","0.5",""
"","","23","8514","se_sys_login_birthday_blow_candle","0","","8514047","","se_common",""
"","","32","8514","0","","","8514048","","701",""
"","","93","8514","","","","8514049","","0.4",""
"","","23","8514","se_sys_login_birthday_cracker","0","","8514050","","se_common",""
"","","32","8514","1","","","8514051","","700",""
"","","23","8514","se_sys_login_birthday_calendar_applause","0","","8514052","","se_common",""
"wac_birthday_idle_wish","0.2","3","8514","wac_birthday_clap_to_wish","0","1","8514053","0.2","102111",""
"","","93","8514","","","","8514054","","0.1",""
"wac_birthday_idle_normal","0.2","3","8514","wac_birthday_clap","0","1","8514055","0.2","102811",""
"","","93","8514","","","","8514056","","0.1",""
"wac_birthday_idle_smile","0.2","3","8514","wac_birthday_clap","0","1","8514057","0.2","102511",""
"","","93","8514","","","","8514058","","2",""
"","","131","8514","","","","8514059","","1",""
"0","","21","8514","vo_wac_08514_000","0","","8514060","","vo_wac_08514",""
"1","0","11","8514","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","10","1","8514061","0","102311","0.5"
"","","91","8514","","","","8514062","","0",""
"","0.2","3","8514","wac_birthday_idle_smile","1","","8514063","","102311",""
"","0.2","3","8514","wac_birthday_talk_smile","1","","8514064","","102111",""
"0","","21","8514","vo_wac_08514_001","0","","8514065","","vo_wac_08514",""
"1","0","11","8514","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","10","1","8514066","0","102111","0.5"
"","","91","8514","","","","8514067","","0",""
"","0.2","3","8514","wac_birthday_idle_smile","1","","8514068","","102111",""
"","0.2","3","8514","wac_birthday_talk_wish","1","","8514069","","102311",""
"0","","21","8514","vo_wac_08514_002","0","","8514070","","vo_wac_08514",""
"1","0","11","8514","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","10","1","8514071","0","102311","0.5"
"","","91","8514","","","","8514072","","0",""
"","0.2","3","8514","wac_birthday_talk_smile","1","","8514073","","102311",""
"0","","21","8514","vo_wac_08514_003","0","","8514074","","vo_wac_08514",""
"1","0","11","8514","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","10","1","8514075","0","102311","0.5"
"","","91","8514","","","","8514076","","0",""
"","","22","8514","","","","8514077","","0",""
"","","25","8614","bgm_M321_2C","","","8614001","","bgm_M321",""
"-1000","2","1","8614","105911","250","-70","8614002","0","1","wac_birthday_idle_normal"
"200","2","1","8614","106411","256","-270","8614003","1","1","wac_birthday_idle_smile"
"315","2","1","8614","106011","258","-310","8614004","1","1","wac_birthday_idle_doya"
"455","2","1","8614","105811","257","-290","8614005","1","1","wac_birthday_idle_kyapi"
"","","13","8614","300","","","8614006","","105911",""
"","","13","8614","300","","","8614007","","106411",""
"0","1","31","8614","600","0","1","8614008","","600",""
"0","0","31","8614","602","0","1","8614009","","602",""
"0","0","31","8614","603","0","1","8614010","","603",""
"60","1","31","8614","604","30","1","8614011","","604",""
"0","1","31","8614","610","0","1","8614012","","610",""
"0","0","31","8614","700","0","1","8614013","","700",""
"0","0","31","8614","701","0","1","8614014","","701",""
"0","0","31","8614","702","0","1","8614015","","702",""
"0","0","31","8614","800","0","1","8614016","","800",""
"60","1","31","8614","908","30","1","8614017","","908",""
"","","93","8614","","","","8614018","","1",""
"wac_birthday_reaction_04","0.2","3","8614","wac_birthday_reaction_01","0","1","8614019","0.2","106011",""
"","","93","8614","","","","8614020","","0.1",""
"wac_birthday_reaction_03","0.2","3","8614","wac_birthday_reaction_02","0","1","8614021","0.2","106411",""
