8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"1","1","1223","6","6","純真童話杖","26454","35441","","32020","6","這個的名稱是什麼？","1223","1","6","30495","純真童話杖","「真步」的專用裝備名稱。","6","31461"
"3","1","1224","2","2","SMILE","69","76","","83","2","這個的名稱是什麼？","0","2","2","77","SMILE","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。","2","73"
"1","1","1225","6","6","賀正貓耳的毽球板","26495","29699","賀正貓耳的毽球板","35987","6","這個的名稱是什麼？","1225","1","6","32819","貓耳毽球板","「凱留（新年）」的專用裝備名稱。","6","27645"
"2","1","1226","6","6","賽馬車賽事","20107","36093","","36093","6","這個的名稱是什麼？","0","2","6","39340","賽馬車賽事","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。","6","36554"
"2","1","1227","6","6","漁夫過肩摔","25684","32937","","28417","6","這個的名稱是什麼？","0","2","6","22827","漁夫過肩摔","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？","6","36942"
"1","1","1228","6","6","衝浪板、腳繩","32361","33139","衝浪板、腳繩","34909","6","這個的名稱是什麼？","0","2","6","28010","衝浪板腳繩","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝","6","26495"
"1","1","1229","6","6","踢擊、拳擊、道行","36947","25802","踢擊、拳擊、道行","36386","6","這個的名稱是什麼？","0","2","6","25802","踢擊拳擊道","跆拳道的跆是指□□、拳是指□□、道是指□行。","6","25331"
"2","1","1230","3","3","Knock out","107","99","Knock out","75","3","這個的名稱是什麼？","0","2","2","110","Knock","擊倒的英文簡稱為「K.O.」。英文全名為？","3","111"
"1","1","1231","6","6","初音手工製守護石","35069","24037","初音手工製守護石","21021","6","這個的名稱是什麼？","1231","1","6","38899","初音手工製","「栞」的專用裝備名稱。","6","25163"
"1","1","1232","6","6","宮子（萬聖節）","31680","32854","宮子（萬聖節）","23470","6","這個的名稱是什麼？","0","1","6","23376","宮子萬聖節","使用必殺技「不給布丁就搗蛋喲」的角色。","6","33836"
"2","1","1233","6","6","愛心裝飾帽","24125","39166","","24859","6","這個的名稱是什麼？","1233","2","6","24515","愛心裝飾帽","「靜流（情人節）」的專用裝備名稱。","6","35037"
"1","1","1234","6","6","古羅馬競技場","25216","31478","古羅馬競技場","21476","6","這個的名稱是什麼？","0","2","6","32645","古羅馬競技","劍鬥士是指□□□□□場上的鬥士。","6","39340"
"1","1","1235","6","6","羅馬競技場","22580","25216","","32645","6","這個的名稱是什麼？","0","2","6","39340","羅馬競技場","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。","6","31478"
"2","1","1236","6","6","不看人傳球","29699","20659","","19981","6","這個的名稱是什麼？","0","2","6","30475","不看人傳球","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。","6","20154"
"1","1","1237","6","6","守護者之盾","30462","20043","","23432","6","這個的名稱是什麼？","1237","1","6","35703","守護者之盾","於亂世中的小國，以生命守護王女之命的騎士的盾。","6","32773"
"1","1","1238","6","6","如意金箍棒","26834","31629","","22914","6","這個的名稱是什麼？","0","2","6","24847","如意金箍棒","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。","6","37329"
"3","1","1239","6","6","貓神的項墜","22684","38917","","35987","6","這個的名稱是什麼？","0","1","6","31070","貓神的項墜","被認為是由貓神所生出的寶石。","6","30340"
"1","1","1240","6","6","魔鏡啊魔鏡","37857","39764","","39764","6","這個的名稱是什麼？","1240","1","6","37857","魔鏡啊魔鏡","「似似花」的必殺技。","6","21834"
"1","1","1241","6","6","臣服於我的美之下吧！","30340","25105","臣服於我的美之下吧！","33251","6","這個的名稱是什麼？","0","2","6","26381","臣服於我的","「雪」的必殺技。","6","26044"
"1","1","1242","6","6","九局，延長賽","36093","38263","九局，延長賽","20061","6","這個的名稱是什麼？","0","2","6","23616","九局延長賽","棒球規則，若□□同分，則會進入□□□。","6","24310"
"2","1","1243","6","6","高壓式投球","29699","25237","","39640","6","這個的名稱是什麼？","0","2","6","22739","高壓式投球","上肩投法是棒球最傳統的投法之一。又稱為？","6","24335"
"2","1","1244","6","6","四分之三投法","25237","19977","四分之三投法","22235","6","這個的名稱是什麼？","0","2","6","20998","四分之三投","棒球的斜肩投法又稱為？","6","20043"
"2","1","1245","6","6","固定式姿勢","21218","23039","","22266","6","這個的名稱是什麼？","0","2","6","23450","固定式姿勢","棒球投球的姿勢分為揮臂式姿勢與□□□□□。","6","24335"
"3","1","1246","6","6","每半場，第四","22235","31532","每半場，第四","27599","6","這個的名稱是什麼？","0","2","6","21322","每半場第四","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。","6","22580"
"2","1","1247","6","6","高級訂製之心","24515","20043","高級訂製之心","39640","6","這個的名稱是什麼？","0","1","6","35330","高訂製之心","「鈴奈（★6）」的必殺技。","6","35069"
"3","1","1248","6","6","比賽中不被看好的一隊","30340","22909","比賽中不被看好的一隊","19981","6","這個的名稱是什麼？","0","2","6","34987","不被看好的","請說明足球的術語「underdog」。","6","30475"
"3","1","1249","3","3","score a hat trick","107","99","score a hat trick","116","3","這個的名稱是什麼？","0","2","3","114","trick","足球術語「帽子戲法」，英文為：","3","105"
"1","1","1250","6","6","國際足球總會世界盃","30403","29699","國際足球總會世界盃","22283","6","這個的名稱是什麼？","0","2","6","38555","國際足球盃","世界盃、世足賽(FIFA World Cup)的全名為：","6","36275"
"1","1","1251","6","6","聖火傳遞者","32773","36958","","32854","6","這個的名稱是什麼？","0","2","6","28779","聖火傳遞者","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。","6","20659"
"1","1","1252","6","6","奧林匹克運動會","26371","21205","奧林匹克運動會","21305","6","這個的名稱是什麼？","0","2","6","20811","匹克運動會","奧運的全名。","6","36939"
"1","1","1253","6","6","二壘手三壘","22744","19977","","20108","6","這個的名稱是什麼？","0","2","6","22744","二壘手三壘","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。","6","25163"
"1","1","1255","6","6","七七香最強法杖","24375","26368","七七香最強法杖","19971","6","這個的名稱是什麼？","1255","1","6","19971","七七香最強","「七七香」的專用裝備。","6","39321"
"1","1","1256","6","6","物理攻擊力","21147","25802","","29289","6","這個的名稱是什麼？","0","1","6","29702","物理攻擊力","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。","6","25915"
"1","1","1257","6","6","魔法攻擊力","21147","25802","","39764","6","這個的名稱是什麼？","0","1","6","27861","魔法攻擊力","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。","6","25915"
"1","1","1258","6","6","物理防禦力","21147","31142","","29289","6","這個的名稱是什麼？","0","1","6","29702","物理防禦力","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。","6","38450"
"1","1","1259","6","6","魔法防禦力","21147","31142","","39764","6","這個的名稱是什麼？","0","1","6","27861","魔法防禦力","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。","6","38450"
"1","1","1260","6","6","焰帝的戒指","25351","25106","","28976","6","這個的名稱是什麼？","1260","1","6","24093","焰帝的戒指","圖片上的名稱為：","6","30340"
"2","1","1261","6","6","兔子先生斬擊","25802","26028","兔子先生斬擊","23376","6","這個的名稱是什麼？","1261","1","6","20808","子先生斬擊","「美美」的必殺技。","6","29983"
"1","1","1262","6","6","沃爾芬之咬","21676","20043","","27779","6","這個的名稱是什麼？","1262","1","6","29246","沃爾芬之咬","「真琴」的必殺技。","6","33452"
"2","1","1263","6","6","璃乃（聖誕節）","31680","35477","璃乃（聖誕節）","29827","6","這個的名稱是什麼？","0","1","6","20035","璃乃聖誕節","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手","6","32854"
"2","1","1264","6","6","用可愛的我緊急投藥♪","25105","30340","用可愛的我緊急投藥♪","29992","6","這個的名稱是什麼？","0","1","6","21487","用可愛的我","「雪（大江戶）」的必殺技。","6","24859"
"3","1","1265","6","6","琉球犬矢之拳","25331","30690","琉球犬矢之拳","29705","6","這個的名稱是什麼？","1265","1","6","29699","琉球犬矢拳","「香織」的必殺技。","6","29356"
"1","1","1266","6","6","憤怒泳圈亂擲","25842","20098","憤怒泳圈亂擲","24996","6","這個的名稱是什麼？","0","1","6","24594","憤怒泳亂擲","「凱留（夏日）」的必殺技。","6","27891"
"1","1","1267","6","6","旋風雷閃擊鎖斬","26028","37782","旋風雷閃擊鎖斬","38647","6","這個的名稱是什麼？","1267","1","6","38275","雷閃擊鎖斬","「莫妮卡（★6）」的必殺技。","6","25802"
"2","2","2001","6","6","多一事不如少一事","22914","19981","多一事不如少一事","22810","6","這句諺語是什麼？","0","2","6","19968","多一事不如","表示不要多管閒事。","6","20107"
"1","2","2002","6","6","稻草屋⇒小木屋⇒磚頭屋","23627","38957","稻草屋⇒小木屋⇒磚頭屋","33609","6","這個的名稱是什麼？","0","2","6","26408","草木磚頭屋","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。","6","30938"
"1","2","2003","6","6","亮晶晶，星星","26143","26143","亮晶晶，星星","20142","6","空格裡該填入的是？","0","2","6","26230","亮晶晶星星","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」","6","26230"
"1","2","2004","6","6","來到青草地","22320","33609","","20358","6","空格裡該填入的是？","0","2","6","21040","來到青草地","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」","6","38738"
"1","2","2005","6","6","小手拉小手","25163","23567","","23567","6","空格裡該填入的是？","0","2","6","25163","小手拉小手","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」","6","25289"
"1","2","2006","6","6","更上一層樓","27155","23652","","26356","6","空格裡該填入的是？","0","2","6","19978","更上一層樓","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」","6","19968"
"2","2","2007","6","6","洗手作羹湯","28271","32697","","27927","6","空格裡該填入的是？","0","2","6","25163","洗手作羹湯","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」","6","20316"
"2","2","2008","6","6","日暮掩柴扉","25161","26612","","26085","6","空格裡該填入的是？","0","2","6","26286","日暮掩柴扉","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」","6","25513"
"1","2","2009","6","6","低頭思故鄉","37129","25925","","20302","6","空格裡該填入的是？","0","2","6","38957","低頭思故鄉","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」","6","24605"
"1","2","2010","6","6","春眠不覺曉","26313","35258","","26149","6","空格裡該填入的是？","0","2","6","30496","春眠不覺曉","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」","6","19981"
"2","2","2011","6","6","孤舟簑笠翁","32705","31520","","23396","6","空格裡該填入的是？","0","2","6","33311","孤舟蓑笠翁","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」","6","34001"
"2","2","2012","6","6","北斗七星高","39640","26143","","21271","6","空格裡該填入的是？","0","2","6","26007","北斗七星高","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」","6","19971"
"1","2","2013","6","6","蘭德索爾盃","30403","29246","","34349","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","24503","蘭德索爾盃","「樂用四敏蘭德語種速濟索爾盃」。","6","32034"
"1","2","2014","6","6","哞哞自衛隊","38538","34907","","21726","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","21726","哞哞自衛隊","「任穎謀哞隻哞石投器自衛爾隊」。","6","33258"
"3","2","2015","6","6","王宮騎士團","22296","22763","","29579","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","23470","王宮騎士團","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。","6","39438"
"3","2","2016","6","6","心型吉拿棒","26834","25343","","24515","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","22411","心型吉拿棒","「開心看到你轉換型態吃著吉拿棒」。","6","21513"
"3","2","2017","6","6","百地 希留耶","32822","30041","百地 希留耶","30334","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","22320","百地希留耶","「考一百分在地上撿到希望留下的種子耶」。","6","24076"
"3","2","2019","6","6","貪睡三人娘","23064","20154","","36010","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","30561","貪睡三人娘","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。","6","19977"
"3","2","2020","6","6","魔獸的狂襲","35186","29378","","39764","6","請從裡面挑出和公主連結有關的詞是？","0","1","6","29560","魔獸的狂襲","「有著魔獸的力量就能瘋狂突襲」。","6","30340"
"2","2","2023","6","6","獨木不成林","26519","25104","","29544","6","這句諺語是什麼？","0","2","6","26408","獨木不成林","比喻一個人的能力有限。","6","19981"
"2","2","2024","6","6","打蛇打七寸","23544","19971","","25171","6","這句諺語是什麼？","0","2","6","34503","打蛇打七寸","比喻做事要會抓重點。","6","25171"
"2","2","2025","6","6","五十步笑百步","30334","31505","五十步笑百步","20116","6","這個的名稱是什麼？","0","2","6","21313","五十步笑百","意指「沒什麼差異，在伯仲之間」的用語。","6","27493"
"1","2","2026","6","6","自我意識過剩","21097","36942","自我意識過剩","25105","6","這個的名稱是什麼？","0","2","6","24847","我意識過剩","意指「太過在乎別人對自己有何看法的狀態」的用語。","6","35672"
"2","2","2027","6","6","打開天窗說亮話","35498","31383","打開天窗說亮話","25171","6","這句諺語是什麼？","0","2","6","38283","打開天窗說","比喻有事就說，不必隱藏。","6","22825"
