2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"8100","2058","11017","205809"
"9000","2058","11019","205810"
"9900","2058","11019","205811"
"10800","2058","11010","205812"
"11700","2058","11010","205813"
"800","2059","11010","205901"
"1600","2059","11011","205902"
"2500","2059","11003","205903"
"3400","2059","11019","205904"
"4400","2059","11007","205905"
"5250","2059","11017","205906"
"6150","2059","11017","205907"
"7050","2059","11010","205908"
"8200","2059","10009","205909"
"8900","2059","11003","205910"
"9700","2059","11007","205911"
"10700","2059","11015","205912"
"11600","2059","11019","205913"
"750","2060","11007","206001"
"1650","2060","11011","206002"
"2550","2060","11003","206003"
"3500","2060","11015","206004"
"4600","2060","10009","206005"
"5200","2060","11010","206006"
"6200","2060","11003","206007"
"7100","2060","11019","206008"
"7950","2060","11017","206009"
"8800","2060","11019","206010"
"9750","2060","11007","206011"
"10600","2060","11017","206012"
"11550","2060","11010","206013"
"800","3001","1004","300101"
"1600","3001","1017","300102"
"2900","3001","1012","300103"
"3200","3001","1003","300104"
"4000","3001","1001","300105"
"4800","3001","1002","300106"
"5600","3001","1009","300107"
"6400","3001","1009","300108"
"7200","3001","1009","300109"
"8500","3001","17","300110"
"9300","3001","17","300111"
"10100","3001","17","300112"
"1000","3002","1004","300201"
"1750","3002","1002","300202"
"2500","3002","1017","300203"
"3850","3002","17","300204"
"4700","3002","17","300205"
"5000","3002","1001","300206"
"5750","3002","1009","300207"
"6600","3002","1009","300208"
"7850","3002","1012","300209"
"8150","3002","1009","300210"
"8950","3002","1003","300211"
"10300","3002","17","300212"
"950","3003","1002","300301"
"1800","3003","1003","300302"
"2550","3003","1017","300303"
"3400","3003","1001","300304"
"4650","3003","1012","300305"
"5400","3003","17","300306"
"5800","3003","1004","300307"
"7000","3003","17","300308"
"7300","3003","1009","300309"
"8600","3003","17","300310"
"8900","3003","1009","300311"
"9750","3003","1009","300312"
"650","3004","19","300401"
"1600","3004","1015","300402"
"2250","3004","19","300403"
"3700","3004","17","300404"
"4500","3004","17","300405"
"4800","3004","1003","300406"
"5600","3004","1002","300407"
"6900","3004","18","300408"
"7700","3004","18","300409"
"8000","3004","1017","300410"
"8800","3004","1004","300411"
"9600","3004","1017","300412"
"700","3005","1002","300501"
"2000","3005","17","300502"
"2750","3005","17","300503"
"3500","3005","18","300504"
"3750","3005","19","300505"
"4650","3005","1004","300506"
"5450","3005","1003","300507"
"6100","3005","19","300508"
"7100","3005","1015","300509"
"7850","3005","1017","300510"
"9150","3005","18","300511"
"9450","3005","1017","300512"
"650","3006","1017","300601"
"1950","3006","18","300602"
"2050","3006","19","300603"
"3050","3006","1004","300604"
"4300","3006","17","300605"
"4700","3006","1002","300606"
"5500","3006","1003","300607"
"6300","3006","1017","300608"
"7550","3006","18","300609"
"7750","3006","19","300610"
"8600","3006","1015","300611"
"10000","3006","17","300612"
"800","3007","1020","300701"
"1600","3007","1014","300702"
"2400","3007","1020","300703"
"3200","3007","1014","300704"
"4000","3007","1019","300705"
"4800","3007","1003","300706"
"5600","3007","1002","300707"
"6400","3007","1006","300708"
"7200","3007","1006","300709"
"8000","3007","1014","300710"
"8800","3007","1004","300711"
"9600","3007","1014","300712"
"950","3008","1020","300801"
"1800","3008","1002","300802"
"2500","3008","1014","300803"
"3400","3008","1004","300804"
"4100","3008","1003","300805"
"5000","3008","1014","300806"
"5700","3008","1020","300807"
"6500","3008","1006","300808"
"7350","3008","1019","300809"
"8150","3008","1014","300810"
"8900","3008","1006","300811"
"9800","3008","1014","300812"
"1000","3009","1020","300901"
"1750","3009","1014","300902"
"2550","3009","1006","300903"
"3350","3009","1014","300904"
"4200","3009","1004","300905"
"4950","3009","1003","300906"
"5800","3009","1002","300907"
"6550","3009","1014","300908"
"7400","3009","1020","300909"
"8100","3009","1019","300910"
"8950","3009","1014","300911"
"9750","3009","1006","300912"
"800","3010","1009","301001"
"1600","3010","13","301002"
"2400","3010","1009","301003"
"3200","3010","1003","301004"
"4000","3010","1007","301005"
"4800","3010","1003","301006"
"5700","3010","16","301007"
"6900","3010","17","301008"
"7300","3010","16","301009"
"8750","3010","12","301010"
"9350","3010","3","301011"
"10350","3010","12","301012"
"600","3011","1009","301101"
"1500","3011","1007","301102"
"2300","3011","13","301103"
"3100","3011","1009","301104"
"3950","3011","16","301105"
"4700","3011","1003","301106"
"6250","3011","12","301107"
"6400","3011","16","301108"
"7750","3011","12","301109"
"8450","3011","3","301110"
"9200","3011","17","301111"
"9500","3011","1003","301112"
"1150","3012","17","301201"
"1450","3012","1007","301202"
"2800","3012","3","301203"
"3800","3012","12","301204"
"3800","3012","1009","301205"
"4600","3012","13","301206"
"5550","3012","16","301207"
"6250","3012","1003","301208"
"7150","3012","16","301209"
"7800","3012","1003","301210"
"9350","3012","12","301211"
"9400","3012","1009","301212"
"800","3013","1004","301301"
"1600","3013","1008","301302"
"2400","3013","1011","301303"
"3700","3013","17","301304"
"4550","3013","3","301305"
"5550","3013","12","301306"
"5600","3013","1017","301307"
"6400","3013","1015","301308"
"7200","3013","1009","301309"
"8200","3013","2","301310"
"8900","3013","16","301311"
"9800","3013","11","301312"
"900","3014","1017","301401"
"1800","3014","1011","301402"
"2550","3014","1004","301403"
"3500","3014","16","301404"
"4400","3014","11","301405"
"5000","3014","1009","301406"
"6200","3014","17","301407"
"6600","3014","1008","301408"
"7850","3014","3","301409"
"8350","3014","2","301410"
"9700","3014","12","301411"
"9750","3014","1015","301412"
"1000","3015","1015","301501"
"1800","3015","16","301502"
"2500","3015","1008","301503"
"3500","3015","11","301504"
"4100","3015","1004","301505"
"5650","3015","12","301506"
"5800","3015","1011","301507"
"7050","3015","17","301508"
"7400","3015","1009","301509"
"8300","3015","2","301510"
"8900","3015","1017","301511"
"10350","3015","3","301512"
"800","3016","1006","301601"
"1600","3016","6","301602"
"2400","3016","1006","301603"
"3400","3016","2","301604"
"4200","3016","2","301605"
"5000","3016","2","301606"
"6075","3016","4","301607"
"6875","3016","4","301608"
"7675","3016","4","301609"
"8000","3016","1008","301610"
"8800","3016","1014","301611"
"9600","3016","1008","301612"
"700","3017","1008","301701"
"1875","3017","4","301702"
"2250","3017","1008","301703"
"3050","3017","1006","301704"
"3850","3017","1006","301705"
"4600","3017","6","301706"
"5925","3017","4","301707"
"6775","3017","4","301708"
"7300","3017","2","301709"
"8050","3017","2","301710"
"8900","3017","2","301711"
"9500","3017","1014","301712"
"1075","3018","4","301801"
"1500","3018","1008","301802"
"2200","3018","1014","301803"
"3000","3018","1008","301804"
"3900","3018","1006","301805"
"4850","3018","2","301806"
"5400","3018","6","301807"
"6200","3018","1006","301808"
"7250","3018","2","301809"
"8100","3018","2","301810"
"9125","3018","4","301811"
"9925","3018","4","301812"
"800","3019","1016","301901"
"1800","3019","11","301902"
"2400","3019","1016","301903"
"3500","3019","9","301904"
"4500","3019","18","301905"
"5100","3019","9","301906"
"5600","3019","13","301907"
"6400","3019","1011","301908"
"7200","3019","13","301909"
"8000","3019","1007","301910"
"8950","3019","1013","301911"
"9600","3019","1004","301912"
"950","3020","1011","302001"
"1700","3020","13","302002"
"2500","3020","1004","302003"
"3400","3020","1016","302004"
"4100","3020","1016","302005"
"5400","3020","18","302006"
"5850","3020","1013","302007"
"6800","3020","11","302008"
"7650","3020","9","302009"
"8100","3020","13","302010"
"9250","3020","9","302011"
"9700","3020","1007","302012"
"1000","3021","13","302101"
"1750","3021","1016","302102"
"2900","3021","9","302103"
"3350","3021","13","302104"
"4200","3021","1007","302105"
"5150","3021","11","302106"
"6300","3021","18","302107"
"6550","3021","1016","302108"
"7600","3021","9","302109"
"8350","3021","1013","302110"
"9000","3021","1004","302111"
"9750","3021","1011","302112"
"875","3022","10","302201"
"1600","3022","1003","302202"
"2475","3022","10","302203"
"3200","3022","1009","302204"
"4000","3022","1009","302205"
"4800","3022","1009","302206"
"5700","3022","16","302207"
"7150","3022","12","302208"
"7300","3022","16","302209"
"8000","3022","1003","302210"
"8800","3022","1010","302211"
"9600","3022","1009","302212"
"650","3023","1003","302301"
"1500","3023","1009","302302"
"3000","3023","12","302303"
"3150","3023","16","302304"
"3875","3023","10","302305"
"4600","3023","1009","302306"
"5400","3023","1009","302307"
"6200","3023","1003","302308"
"7100","3023","16","302309"
"7900","3023","1010","302310"
"8600","3023","1009","302311"
"9575","3023","10","302312"
"700","3024","1003","302401"
"2200","3024","12","302402"
"2300","3024","16","302403"
"3200","3024","16","302404"
"3925","3024","10","302405"
"4775","3024","10","302406"
"5450","3024","1009","302407"
"6250","3024","1003","302408"
"7050","3024","1010","302409"
"7850","3024","1009","302410"
"8650","3024","1009","302411"
"9400","3024","1009","302412"
"800","3025","1002","302501"
"1600","3025","1010","302502"
"2400","3025","1002","302503"
"3950","3025","12","302504"
"4750","3025","12","302505"
"4800","3025","1009","302506"
"5600","3025","1009","302507"
"6900","3025","1012","302508"
"7700","3025","1012","302509"
"8500","3025","1012","302510"
"8800","3025","1011","302511"
"9600","3025","1011","302512"
"1450","3026","1012","302601"
"2200","3026","1012","302602"
"2500","3026","1011","302603"
"4100","3026","12","302604"
"4150","3026","1010","302605"
"5000","3026","1009","302606"
"6500","3026","12","302607"
"6550","3026","1009","302608"
"7300","3026","1002","302609"
"8700","3026","1012","302610"
"8950","3026","1002","302611"
"9750","3026","1011","302612"
"1400","3027","1012","302701"
"1800","3027","1009","302702"
"2550","3027","1002","302703"
"3300","3027","1011","302704"
"4600","3027","1012","302705"
"4950","3027","1010","302706"
"6550","3027","12","302707"
"7100","3027","1012","302708"
"7400","3027","1009","302709"
"8150","3027","1011","302710"
"9650","3027","12","302711"
"9700","3027","1002","302712"
"950","3028","15","302801"
"2100","3028","18","302802"
"2400","3028","1004","302803"
"3350","3028","1013","302804"
"4000","3028","1006","302805"
"4800","3028","1007","302806"
"5600","3028","1003","302807"
"6400","3028","1002","302808"
"7200","3028","1008","302809"
"8000","3028","1019","302810"
"8800","3028","1007","302811"
"9600","3028","1019","302812"
"700","3029","1002","302901"
"1500","3029","1007","302902"
"2300","3029","1006","302903"
"3100","3029","1019","302904"
"3850","3029","1003","302905"
"4650","3029","1007","302906"
"5650","3029","1013","302907"
"6250","3029","1019","302908"
"7000","3029","1004","302909"
"8000","3029","15","302910"
"9200","3029","18","302911"
"9450","3029","1008","302912"
"650","3030","1019","303001"
"1450","3030","1003","303002"
"2350","3030","1013","303003"
"3050","3030","1008","303004"
"3900","3030","1006","303005"
"4700","3030","1004","303006"
"5400","3030","1002","303007"
"6300","3030","1019","303008"
"7600","3030","18","303009"
"8050","3030","15","303010"
"8600","3030","1007","303011"
"9400","3030","1007","303012"
"800","3031","1009","303101"
"1600","3031","1011","303102"
"2400","3031","1009","303103"
"3200","3031","1016","303104"
"4000","3031","1006","303105"
"4800","3031","1017","303106"
"5450","3031","19","303107"
"6500","3031","16","303108"
"7050","3031","19","303109"
"8200","3031","2","303110"
"9000","3031","2","303111"
"9800","3031","11","303112"
"10600","3031","11","303113"
"1000","3032","1009","303201"
"1650","3032","19","303202"
"2600","3032","1017","303203"
"3450","3032","16","303204"
"4200","3032","1009","303205"
"4950","3032","1006","303206"
"5950","3032","11","303207"
"6500","3032","1011","303208"
"7400","3032","1016","303209"
"8350","3032","11","303210"
"9200","3032","2","303211"
"9600","3032","19","303212"
"10700","3032","2","303213"
"950","3033","1011","303301"
"1900","3033","11","303302"
"2350","3033","19","303303"
"3300","3033","1009","303304"
"3950","3033","19","303305"
"5100","3033","2","303306"
"5700","3033","1016","303307"
"6550","3033","1009","303308"
"7500","3033","11","303309"
"8300","3033","16","303310"
"8900","3033","1006","303311"
"9800","3033","1017","303312"
"10800","3033","2","303313"
"900","3034","16","303401"
"1700","3034","16","303402"
"2500","3034","16","303403"
"3275","3034","10","303404"
"4300","3034","9","303405"
"4875","3034","10","303406"
"5600","3034","1014","303407"
"6400","3034","1007","303408"
"7200","3034","1015","303409"
"8000","3034","6","303410"
"8800","3034","6","303411"
"9800","3034","11","303412"
"10600","3034","11","303413"
"675","3035","10","303501"
"1400","3035","6","303502"
"2300","3035","1014","303503"
"3100","3035","16","303504"
"3950","3035","16","303505"
"4600","3035","1015","303506"
"5600","3035","11","303507"
"6250","3035","1007","303508"
"7075","3035","10","303509"
"8100","3035","9","303510"
"8600","3035","6","303511"
"9500","3035","16","303512"
"10400","3035","11","303513"
"725","3036","10","303601"
"1600","3036","16","303602"
"2550","3036","9","303603"
"3150","3036","16","303604"
"3900","3036","1007","303605"
"4700","3036","6","303606"
"5500","3036","1014","303607"
"6300","3036","6","303608"
"7250","3036","11","303609"
"8100","3036","11","303610"
"8750","3036","16","303611"
"9500","3036","1015","303612"
"10325","3036","10","303613"
"1300","3037","1012","303701"
"2100","3037","1012","303702"
"2900","3037","1012","303703"
"3200","3037","1011","303704"
"4000","3037","1011","303705"
"4800","3037","1011","303706"
"6100","3037","18","303707"
"6950","3037","3","303708"
"7700","3037","18","303709"
"8000","3037","1006","303710"
"8800","3037","1007","303711"
"9600","3037","1004","303712"
"10400","3037","1003","303713"
"1450","3038","3","303801"
"2300","3038","1012","303802"
"2500","3038","1011","303803"
"3400","3038","1004","303804"
"4150","3038","1007","303805"
"4900","3038","1006","303806"
"6200","3038","18","303807"
"7000","3038","18","303808"
"7800","3038","1012","303809"
"8600","3038","1012","303810"
"8900","3038","1003","303811"
"9800","3038","1011","303812"
