5c9f5a9afbfc5c281bd443ec24921c19a0cfa33fd09a253f5645ff1cfe16eb9f,c2c340a8b9c2a59305eb8160d4368919256f674310d65430974d7d7737f41d5e,236dcd63c0c8e12504df44ac376ea5cd0d02b0a591676ee535aa0c70b1450744,47a26fc318557f31549972e26123f89d5cc29921fa5e4129b4065eeb56bd503b,a53306212cb7a175a2eb2131232bd4d0140a5d802559c487ca2aa3905536a15e,26cbfcaaaeba891829af3b4d9fb5fdcc023bd3b0358498d60e7e1b2e627d3ba9,8f5c62470017b08f1a2253bfbf7aa8e2ee956a716c885c9420b2e52fb3f6c0c5,e0c6671f765325036bf3bdb744b7e78ed85ec00181d14dfd7c6080e01bedac0c,b5853f0ebc69fe83402975c9d2ebf8144c27327fea524d7dde4ecc619f02eaf8,6705b850ea799a2cf1192a25abd673da886091cc09df88c04e2e27636f78f037,61da5ab63fb41b6fdfae79aab606d1952323f3d6dc8d57952b881f471fe8dff8
"1012011","","","","vo_wac_220224_001","21","0","vo_wac_220224","1012","","0"
"1012012","0","0.5","1","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","11","10","100711","1012","0","1"
"1012013","","","","","91","","0","1012","",""
"1012014","","","","vo_wac_220224_002","21","0","vo_wac_220224","1012","","0"
"1012015","0","0.5","1","快把真正的布丁\n交出來的～！！","11","10","100711","1012","0","1"
"1012016","","","","","91","","0","1012","",""
"1012017","","","","0","22","","0","1012","",""
"1013001","","","","wac_idle_smile","3","1","100711","1013","0.2",""
"1013002","","","","wac_no_items","3","1","111","1013","0.2",""
"1013003","","","","200","2","-340","100711","1013","","0"
"1013004","","","","200","2","-340","111","1013","","0"
"1013005","","","","0","32","","1","1013","",""
"1013006","","","","1","32","","2","1013","",""
"1013007","","","","0","32","","11","1013","",""
"1013008","","","","","91","","0","1013","",""
"1111001","0","wac_default_11","-212.75","105311","1","202","1","1111","2","-108"
"1111002","0","wac_default_11","-212.75","111","5","201","1","1111","2","-108"
"1111003","","","1","1","31","0","1","1111","1","0"
"1111004","","","1","2","31","0","2","1111","0","0"
"1111005","","","1","11","31","0","11","1111","0","0"
"1111006","","","","wac_paint_11","3","0","105311","1111","0.2",""
"1111007","","","","wac_paint_11","3","0","111","1111","0.2",""
"1111008","","","","0","93","","0.3","1111","",""
"1111009","","wac_default_11","","1","32","","11","1111","",""
"1111010","","","0","se_10035700_roller","23","0","se_10035700","1111","0.2",""
"1111011","","","","","131","","1","1111","",""
"1112001","","","1","wac_talk_doya_in","3","0","105311","1112","0.2","wac_talk_doya_loop"
"1112002","","","","wac_no_items","3","1","111","1112","0.2",""
"1112003","","","","200","2","-340","105311","1112","","0"
"1112004","","","","200","2","-340","111","1112","","0"
"1112005","","","","0","32","","1","1112","",""
"1112006","","","","1","32","","2","1112","",""
"1112007","","","","0","32","","11","1112","",""
"1112008","","","","vo_wac_220225_000","21","0","vo_wac_220225","1112","","0"
"1112009","0","0.5","1","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","11","10","105311","1112","0","1"
"1112010","","","","","91","","0","1112","",""
"1112011","","","","vo_wac_220225_001","21","0","vo_wac_220225","1112","","0"
"1112012","0","0.5","1","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","11","10","105311","1112","0","1"
"1112013","","","","","91","","0","1112","",""
"1112014","","","","0","22","","0","1112","",""
"1113001","","","","wac_idle_doya","3","1","105311","1113","0.2",""
"1113002","","","","wac_no_items","3","1","111","1113","0.2",""
"1113003","","","","200","2","-340","105311","1113","","0"
"1113004","","","","200","2","-340","111","1113","","0"
"1113005","","","","0","32","","1","1113","",""
"1113006","","","","1","32","","2","1113","",""
"1113007","","","","0","32","","11","1113","",""
"1113008","","","","","91","","0","1113","",""
"1211001","0","wac_default_01","-175","100811","1","202","1","1211","2","-108"
"1211002","0","wac_default_02","-175","111","5","201","1","1211","2","-108"
"1211003","","","1","4","31","0","4","1211","1","0"
"1211004","","","1","2","31","0","2","1211","0","0"
"1211005","","","1","12","31","0","12","1211","0","0"
"1211006","","","","wac_paint_01","3","0","100811","1211","0.2",""
"1211007","","","","wac_paint_02","3","0","111","1211","0.2",""
"1211008","","wac_default_11","","1","32","","12","1211","",""
"1211009","","","0","se_10035700_brush","23","0","se_10035700","1211","0.2",""
"1211010","","","","","131","","1","1211","",""
"1212001","","","1","wac_talk_wish_in","3","0","100811","1212","0.2","wac_talk_wish_loop"
"1212002","","","","wac_no_items","3","1","111","1212","0.2",""
"1212003","","","","200","2","-340","100811","1212","","0"
"1212004","","","","200","2","-340","111","1212","","0"
"1212005","","","","0","32","","4","1212","",""
"1212006","","","","1","32","","2","1212","",""
"1212007","","","","0","32","","12","1212","",""
"1212008","","","","vo_wac_220226_000","21","0","vo_wac_220226","1212","","0"
"1212009","0","0.5","1","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","11","10","100811","1212","0","1"
"1212010","","","","","91","","0","1212","",""
"1212011","","","","vo_wac_220226_001","21","0","vo_wac_220226","1212","","0"
"1212012","0","0.5","1","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","11","10","100811","1212","0","1"
"1212013","","","","","91","","0","1212","",""
"1212014","","","","0","22","","0","1212","",""
"1213001","","","","wac_idle_wish","3","1","100811","1213","0.2",""
"1213002","","","","wac_no_items","3","1","111","1213","0.2",""
"1213003","","","","200","2","-340","100811","1213","","0"
"1213004","","","","200","2","-340","111","1213","","0"
"1213005","","","","0","32","","4","1213","",""
"1213006","","","","1","32","","2","1213","",""
"1213007","","","","0","32","","12","1213","",""
"1213008","","","","","91","","0","1213","",""
"1311001","0","wac_default_01","-175","104511","1","202","1","1311","2","-108"
"1311002","0","wac_default_02","-175","111","5","201","1","1311","2","-108"
"1311003","","","1","4","31","0","4","1311","1","0"
"1311004","","","1","2","31","0","2","1311","0","0"
"1311005","","","1","12","31","0","12","1311","0","0"
"1311006","","","","wac_paint_01","3","0","104511","1311","0.2",""
"1311007","","","","wac_paint_02","3","0","111","1311","0.2",""
"1311008","","wac_default_11","","1","32","","12","1311","",""
"1311009","","","0","se_10035700_brush","23","0","se_10035700","1311","0.2",""
"1311010","","","","","131","","1","1311","",""
"1312001","","","1","wac_talk_smile_in","3","0","104511","1312","0.2","wac_talk_smile_loop"
"1312002","","","","wac_no_items","3","1","111","1312","0.2",""
"1312003","","","","200","2","-340","104511","1312","","0"
"1312004","","","","200","2","-340","111","1312","","0"
"1312005","","","","0","32","","4","1312","",""
"1312006","","","","1","32","","2","1312","",""
"1312007","","","","0","32","","12","1312","",""
"1312008","","","","vo_wac_220227_000","21","0","vo_wac_220227","1312","","0"
"1312009","0","0.5","1","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","11","10","104511","1312","0","1"
"1312010","","","","","91","","0","1312","",""
"1312011","","","","vo_wac_220227_001","21","0","vo_wac_220227","1312","","0"
"1312012","0","0.5","1","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","11","10","104511","1312","0","1"
"1312013","","","","","91","","0","1312","",""
"1312014","","","","0","22","","0","1312","",""
"1313001","","","","wac_idle_smile","3","1","104511","1313","0.2",""
"1313002","","","","wac_no_items","3","1","111","1313","0.2",""
"1313003","","","","200","2","-340","104511","1313","","0"
"1313004","","","","200","2","-340","111","1313","","0"
"1313005","","","","0","32","","4","1313","",""
"1313006","","","","1","32","","2","1313","",""
"1313007","","","","0","32","","12","1313","",""
"1313008","","","","","91","","0","1313","",""
"1411001","0","wac_default_11","-175","103011","1","202","1","1411","2","-108"
"1411002","0","wac_default_12","-175","111","5","201","1","1411","2","-108"
"1411003","","","1","4","31","0","4","1411","1","0"
"1411004","","","1","2","31","0","2","1411","0","0"
"1411005","","","1","12","31","0","12","1411","0","0"
"1411006","","","","wac_paint_11","3","0","103011","1411","0.2",""
"1411007","","","","wac_paint_12","3","0","111","1411","0.2",""
"1411008","","","","0","93","","0.3","1411","",""
"1411009","","wac_default_11","","1","32","","12","1411","",""
"1411010","","","0","se_10035700_roller","23","0","se_10035700","1411","0.2",""
"1411011","","","","","131","","1","1411","",""
"1412001","","","1","wac_talk_kyapi_in","3","0","103011","1412","0.2","wac_talk_kyapi_loop"
"1412002","","","","wac_no_items","3","1","111","1412","0.2",""
"1412003","","","","200","2","-340","103011","1412","","0"
"1412004","","","","200","2","-340","111","1412","","0"
"1412005","","","","0","32","","4","1412","",""
"1412006","","","","1","32","","2","1412","",""
"1412007","","","","0","32","","12","1412","",""
"1412008","","","","vo_wac_220228_000","21","0","vo_wac_220228","1412","","0"
"1412009","0","0.5","1","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","11","10","103011","1412","0","1"
"1412010","","","","","91","","0","1412","",""
"1412011","","","","vo_wac_220228_001","21","0","vo_wac_220228","1412","","0"
"1412012","0","0.5","1","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","11","10","103011","1412","0","1"
"1412013","","","","","91","","0","1412","",""
"1412014","","","","0","22","","0","1412","",""
"1413001","","","","wac_idle_kyapi","3","1","103011","1413","0.2",""
"1413002","","","","wac_no_items","3","1","111","1413","0.2",""
"1413003","","","","200","2","-340","103011","1413","","0"
"1413004","","","","200","2","-340","111","1413","","0"
"1413005","","","","0","32","","4","1413","",""
"1413006","","","","1","32","","2","1413","",""
"1413007","","","","0","32","","12","1413","",""
"1413008","","","","","91","","0","1413","",""
"1511001","0","wac_default_11","-212.75","102911","1","202","1","1511","2","-108"
"1511002","0","wac_default_11","-212.75","111","5","201","1","1511","2","-108"
"1511003","","","1","1","31","0","1","1511","1","0"
"1511004","","","1","2","31","0","2","1511","0","0"
"1511005","","","1","11","31","0","11","1511","0","0"
"1511006","","","0","wac_paint_11","3","0","102911","1511","0.2",""
"1511007","","","0","wac_paint_11","3","0","111","1511","0.2",""
"1511008","","","","0","93","","0.3","1511","",""
"1511009","","","","1","32","","11","1511","",""
"1511010","","","","se_10035700_roller","23","0","se_10035700","1511","",""
"1511011","","","","","131","","1","1511","",""
"1512001","","","1","wac_talk_smile_in","3","0","102911","1512","0.2","wac_talk_smile_loop"
"1512002","","","","wac_no_items","3","1","111","1512","0.2",""
"1512003","","","","200","2","-340","102911","1512","","0"
"1512004","","","","200","2","-340","111","1512","","0"
"1512005","","","","0","32","","1","1512","",""
"1512006","","","","1","32","","2","1512","",""
"1512007","","","","0","32","","11","1512","",""
"1512008","","","","vo_wac_220301_000","21","0","vo_wac_220301","1512","","0"
"1512009","0","0.5","1","啊，糟糕了～！\n不小心簽上自己的名字了♪","11","10","102911","1512","0","1"
"1512010","","","","","91","","0","1512","",""
"1512011","","","","vo_wac_220301_001","21","0","vo_wac_220301","1512","","0"
"1512012","0","0.5","1","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","11","10","102911","1512","0","1"
"1512013","","","","","91","","0","1512","",""
"1512014","","","","0","22","","0","1512","",""
"1513001","","","","wac_idle_smile","3","1","102911","1513","0.2",""
"1513002","","","","wac_no_items","3","1","111","1513","0.2",""
"1513003","","","","200","2","-340","102911","1513","","0"
"1513004","","","","200","2","-340","111","1513","","0"
"1513005","","","","0","32","","1","1513","",""
"1513006","","","","1","32","","2","1513","",""
"1513007","","","","0","32","","11","1513","",""
"1513008","","","","","91","","0","1513","",""
"1611001","0","wac_default_01","-212.75","104211","1","202","1","1611","2","-108"
"1611002","0","wac_default_02","-212.75","111","5","201","1","1611","2","-108"
"1611003","","","1","1","31","0","1","1611","1","0"
"1611004","","","1","2","31","0","2","1611","0","0"
"1611005","","","1","11","31","0","11","1611","0","0"
"1611006","","","0","wac_paint_01","3","0","104211","1611","0.2",""
"1611007","","","0","wac_paint_02","3","0","111","1611","0.2",""
"1611008","","","","0","93","","0","1611","",""
"1611009","","","","1","32","","11","1611","",""
"1611010","","","","se_10035700_brush","23","0","se_10035700","1611","",""
"1611011","","","","","131","","1","1611","",""
"1612001","","","1","wac_talk_wish_in","3","0","104211","1612","0.2","wac_talk_wish_loop"
"1612002","","","","wac_no_items","3","1","111","1612","0.2",""
"1612003","","","","200","2","-340","104211","1612","","0"
"1612004","","","","200","2","-340","111","1612","","0"
"1612005","","","","0","32","","1","1612","",""
"1612006","","","","1","32","","2","1612","",""
"1612007","","","","0","32","","11","1612","",""
"1612008","","","","vo_wac_220302_000","21","0","vo_wac_220302","1612","","0"
"1612009","0","0.5","1","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","11","10","104211","1612","0","1"
"1612010","","","","","91","","0","1612","",""
"1612011","","","","vo_wac_220302_001","21","0","vo_wac_220302","1612","","0"
"1612012","0","0.5","1","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","11","10","104211","1612","0","1"
"1612013","","","","","91","","0","1612","",""
"1612014","","","","0","22","","0","1612","",""
"1613001","","","","wac_idle_wish","3","1","104211","1613","0.2",""
"1613002","","","","wac_no_items","3","1","111","1613","0.2",""
"1613003","","","","200","2","-340","104211","1613","","0"
"1613004","","","","200","2","-340","111","1613","","0"
"1613005","","","","0","32","","1","1613","",""
"1613006","","","","1","32","","2","1613","",""
"1613007","","","","0","32","","11","1613","",""
"1613008","","","","","91","","0","1613","",""
"1711001","0","wac_default_11","-212.75","105411","1","202","1","1711","2","-108"
"1711002","0","wac_default_13","-212.75","111","5","201","1","1711","2","-108"
"1711003","","","1","1","31","0","1","1711","1","0"
"1711004","","","1","2","31","0","2","1711","0","0"
"1711005","","","1","11","31","0","11","1711","0","0"
"1711006","","","0","wac_paint_11","3","0","105411","1711","0.2",""
"1711007","","","0","wac_paint_13","3","0","111","1711","0.2",""
"1711008","","","","0","93","","0.3","1711","",""
"1711009","","","","1","32","","11","1711","",""
"1711010","","","","se_10035700_roller","23","0","se_10035700","1711","",""
"1711011","","","","","131","","1","1711","",""
"1712001","","","1","wac_talk_smile_in","3","0","105411","1712","0.2","wac_talk_smile_loop"
"1712002","","","","wac_no_items","3","1","111","1712","0.2",""
"1712003","","","","200","2","-340","105411","1712","","0"
"1712004","","","","200","2","-340","111","1712","","0"
"1712005","","","","0","32","","1","1712","",""
"1712006","","","","1","32","","2","1712","",""
"1712007","","","","0","32","","11","1712","",""
"1712008","","","","vo_wac_220303_000","21","0","vo_wac_220303","1712","","0"
"1712009","0","0.5","1","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","11","10","105411","1712","0","1"
