e5fab68258878820593087b5c513aae6889814e750d97d17c2d3b9ce665e7e9a,b1c47c26b780bd01819306c3343fc0e87d71200355cf9014caaaade8fd5dbd39,90d9f84dbfbeda046c428319fe3442a03b13c5feab29b4836889bdb1280bd7ff,0f82f7758d07af8f185244d3509a3b2798579b4fb5ea8db4d6be83429f0adf10,ca9208bf2a6259a6228df4fed2c8f0cf042c3b69f8baeeddc1e45be734ea8e4b,125121bcbf516b1d5f15ffe40b708bd2baf5eb70bdbb49a1956c13c9cba2aa94,d9c2791b9dab3ab21614673230e8d2f5b6a0278276bdf8f1819e1f14f20057f5,d0305b71ab290185e06cfd000731eb9e58c71d09e04b64101c2860f83fecd8bc,78c7bf73fe0e2ad8d7c343cf2e5a19005bf06df22b03be03063772d47f249ff4,91d7831d8f59455a632b00a574ef54d954ee8e049925783b8fefac562d8a5943,823999135f6f16aa63d5e6c92d05de8d630682110cd6b5e60fbe7afab89eaea0,0c365f936b71e11aa55b87a2875b6ef78c2d9ac518ddafc6142c770f89c3d983,a95945218456438e84fc8bf546f7169c8a931fac9a03da83a97eef868cdb577a,4db8df36c805179cb8798088d601f6e70f1bac2e8e03b2935ac59abf96908643,fec265bf65f4e41990cb3224bcd5dc0a466443e5730f3351c43875bacfb5bc12,6c571a85f1b59970aeaf2393ef99f9d64529329553ecc1480cc6a9a5f2de65b0,4274a908edda8f44a55a24bf5c782ec97d177dd07ed0101b85499fdf552636d2,49081523b231a74bd0ebf4d39cf43a2375962573ca746e8e373e546b62c10477,8c71cd4d36fa211b6c6efaf5568855bde379c118d317ad94c7d91243700cb0ab,68c7e8f25bb210855297c4c0bf14f0991301d2842f42681c7055e0ec434ab59f,f6c00046acd8d6c082d0072561d3f95f07c39335da64abbf9d14576a8e5c1442,813235bc7b4008dbe88fb12405e998d2f2d81f1740017a03509b31b2c8f642ff,58950e6d4d9fd3dea86aa2c89e6f022e837ee6dc05f9a7867f092139d50f5409,9400c68846169e26ff7b6ed749562c289d55de584d81ab5808a177508bf43c7c,4aa9eb97b10357ba8357355b6059d138ffa59e7a8eb99173a1b0b00842bd674a,1482964f9aebf4e2216e6d2b09364a31a9a3601115d83127ec4a1106dc07ca8a,164505d93ab684cbd1ce3c85f163785927d2e1621c02d0ecc7a260215899f6bc,82d36aace32cbe7aeaf3cd2dd5c93d6449049d3b6b3952539c9151dd34a8780e,97d420ae5808682e980e399586261cdb169b52059f55166a6b687cb2ab68f940,08b0a8003ff2549a0dfaaa69f9249a55e63952be5f5a6536f1da104d86c72ccd,bd6752a33b9d808577d17bdd008c1d006256a802951aad0a6a24d36eaad2fa04,c15496de9d3438bb257bcb368f62fc2e68c43b808edd17f90301f48a16197a44,4ac52106264bf390be8a7f01681b4b032c65c189ded40c926781607343926f77,04482d2d02cb0bc00a45263fb0faa72be43080c4039698a44cff2164a9875be8,ac4a9f6d31d97350cb076eaa8f5fb7640e015c1dc45a2a2dcd7b1518209946f6,433f878a88ca3ece36d0fc468e093ff44292e91ce83a6b2f4f8a65404d38b5f6,6b9676b419b5303835281cb3bb4564fcc43471f3efc35adfec74093ac7130166,cf9f81d46f86b9c79f94426da649ef3934ad974d23d4d9f73bc92f3da07a2e10,8c67177cd62764d2d853a40c36740b385f5278e396b36cb6547b8610684141c2,285d96a807a15057bd958811e35757a86d90615977b7f75854aab9c6d71f218e,ab59beffd9355861ce2baa153182ddefb95e0716d7c016f66cb1ce54b24458a3,fe28801b9e504bd498c61ef026be087f2271aced52407fb70d62f22762f9edeb,201a72fe74932fcb066fc7c9f8a8bb77027eb7fde80f040c76abd2d891afa416,2abc6e620674cf10cd86bfcb6c575b6fa8257f46823ab56d68b08e122196feae,0a640af1150ddfaa0667362de395ab6ff469325841eaa7aa90e6a7d54437ff0f,12ba17e287f00b3e8655ebe7f8984036760b7faa2a05eb9a182acde817d14acb,6cebf289f13500a2a41ff687db33b223f2b00f0168539176de570bda89a54f7a,1f450b739234a6f04879736fba1bb4ff0bc27ec5f1cec25d30fef14635baca4e,c685f456dc9b88d68630f7b778bd385d48a968d9a715711522aa8e27a31ad133,9ff002622ceae9478b47ee50ed0c78578fd88736bcb5f213f1c3e0829691f505,999d80db16e1e834f17a4aee0158b1243c60c2e5c4b00ba3c8ff8d8fcb24e750,8c52a008b6df19e206e51244f78a0b437bcde4ea3e7892c3a017b6286d8c29d5,4406790b925387f81cc40b0709c8ba8f69dd8ecc6f8ef7eb653aa3e69e858f15
"刻瑞斯森林 5-1","100112","9","bgm_M06","113191","0","0","9","0","0","2015/12/17 15:00:00","0","0","0","0","0","101050105","101050107","90","100050","113071","2030/12/31 14:59:59","11005","0","0","bgm_M06","100111","0","0","123161","100112","9","0","101050101","bgm_M06","211001000","bgm_M06","85","165","110050011","0","0","-775","110050012","bgm_M06","11005001","110050013","110050011","0","0","bgm_M06","100113","0"
"刻瑞斯森林 5-2","100112","9","bgm_M06","113071","0","0","9","0","0","2015/12/17 15:00:00","0","101050209","0","0","0","101050206","101050208","90","100050","123341","2030/12/31 14:59:59","11005","0","0","bgm_M06","100111","0","0","113221","100112","9","0","101050207","bgm_M06","211001000","bgm_M06","95","165","110050021","0","0","-625","110050022","bgm_M06","11005002","110050023","110050021","0","0","bgm_M06","100113","0"
"刻瑞斯森林 5-3","100112","9","bgm_M06","123251","0","0","9","0","0","2015/12/17 15:00:00","0","0","0","0","0","101050302","101050306","90","100050","113521","2030/12/31 14:59:59","11005","0","0","bgm_M06","100111","0","0","123192","100112","9","0","101050305","bgm_M06","211001000","bgm_M06","40","165","110050031","0","0","-475","110050032","bgm_M06","11005003","110050033","110050031","0","0","bgm_M06","100113","0"
"刻瑞斯森林 5-4","100012","9","bgm_M06","113101","0","0","9","0","0","2015/12/17 15:00:00","0","101050402","0","0","0","101050405","101050404","90","100020","123311","2030/12/31 14:59:59","11005","0","0","bgm_M06","100011","0","0","113012","100012","9","0","101050406","bgm_M06","211001000","bgm_M06","40","165","110050041","0","0","-290","110050042","bgm_M06","11005004","110050043","110050041","0","0","bgm_M06","100013","0"
"刻瑞斯森林 5-5","100015","9","bgm_M06","113252","0","0","9","0","0","2015/12/17 15:00:00","0","101050506","0","0","0","101050507","101050506","90","100020","123281","2030/12/31 14:59:59","11005","0","0","bgm_M06","100014","0","0","113162","100015","9","0","101050505","bgm_M06","211001000","bgm_M06","-95","165","110050051","0","0","-370","110050052","bgm_M06","11005005","110050053","110050051","0","0","bgm_M06","100016","0"
"刻瑞斯森林 5-6","100037","9","bgm_M06","113131","0","0","9","0","0","2015/12/17 15:00:00","0","101050606","0","0","0","101050604","101050601","90","100040","113431","2030/12/31 14:59:59","11005","0","0","bgm_M06","100036","101050607","0","123041","100037","9","0","101050604","bgm_M06","211001000","bgm_M06","-195","165","110050061","0","0","-500","110050062","bgm_M06","11005006","110050063","110050061","0","0","bgm_M06","100038","0"
"刻瑞斯森林 5-7","100012","9","bgm_M06","113522","0","0","9","0","0","2015/12/17 15:00:00","0","101050709","0","0","0","101050708","101050703","90","100020","113581","2030/12/31 14:59:59","11005","0","0","bgm_M06","100011","0","0","113342","100012","9","0","101050702","bgm_M06","211001000","bgm_M06","-215","165","110050071","0","0","-250","110050072","bgm_M06","11005007","110050073","110050071","0","0","bgm_M06","100013","0"
"刻瑞斯森林 5-8","100015","9","bgm_M06","123432","0","0","9","0","0","2015/12/17 15:00:00","0","101050805","0","0","0","101050806","101050808","90","100020","113551","2030/12/31 14:59:59","11005","0","0","bgm_M06","100014","0","0","123371","100015","9","0","101050807","bgm_M06","211001000","bgm_M06","-175","165","110050081","0","0","-55","110050082","bgm_M06","11005008","110050083","110050081","0","0","bgm_M06","100016","0"
"刻瑞斯森林 5-9","100018","9","bgm_M06","123461","0","0","9","25011","0","2015/12/17 15:00:00","0","101050904","0","0","0","101050902","101050903","90","100020","113611","2030/12/31 14:59:59","11005","-50","0","bgm_M06","100017","0","0","123282","100018","9","0","101050901","bgm_M06","211001000","bgm_M06","-55","165","110050091","0","0","70","110050092","bgm_M06","11005009","110050093","110050091","0","0","bgm_M06","100019","0"
"刻瑞斯森林 5-10","100122","9","bgm_M06","123491","0","0","9","25012","0","2015/12/17 15:00:00","0","101051007","0","0","0","101051006","101051001","90","100040","123612","2030/12/31 14:59:59","11005","-50","0","bgm_M06","100121","101051007","0","113401","100122","9","0","101051001","bgm_M06","211001000","bgm_M06","-145","165","110050101","0","0","240","110050102","bgm_M06","11005010","110050103","110050101","0","0","bgm_M06","100123","0"
"刻瑞斯森林 5-11","100125","9","bgm_M06","113162","0","0","9","25013","0","2015/12/17 15:00:00","0","101051105","0","0","0","101051101","101051106","90","100040","113101","2030/12/31 14:59:59","11005","-50","0","bgm_M06","100124","101051105","0","113552","100125","9","0","101051101","bgm_M06","211001000","bgm_M06","-10","165","110050111","0","0","310","110050112","bgm_M06","11005011","110050113","110050111","0","0","bgm_M06","100126","0"
"刻瑞斯森林 5-12","100128","9","bgm_M06","113012","0","0","9","25014","0","2015/12/17 15:00:00","0","101051201","0","0","0","101051202","101051207","90","100040","113131","2030/12/31 14:59:59","11005","0","0","bgm_M06","100127","101051205","0","123582","100128","9","0","101051202","bgm_M06","211001000","bgm_M06","25","165","110050121","0","0","475","110050122","bgm_M06","11005012","110050123","110050121","0","0","bgm_M06","100129","0"
"刻瑞斯森林 5-13","100922","9","bgm_M17_02","113222","0","9005136","9","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101051309","0","90","100080","123041","2030/12/31 14:59:59","11005","0","9005135","bgm_M63","100921","0","0","123072","100922","9","0","0","bgm_M17_02","211001000","bgm_M17","25","165","110050131","0","0","670","110050132","bgm_M63","11005013","110050133","110050131","0","0","bgm_M17","100923","0"
"佛洛拉湖畔 6-1","100162","9","bgm_M06","113131","0","0","9","0","0","2015/12/17 15:00:00","0","101060108","0","0","0","101060104","101060107","90","100040","123282","2030/12/31 14:59:59","11006","0","0","bgm_M06","100161","0","0","113101","100162","9","0","101060106","bgm_M06","211001000","bgm_M06","-160","180","110060011","0","0","-645","110060012","bgm_M06","11006001","110060013","110060011","0","0","bgm_M06","100163","0"
"佛洛拉湖畔 6-2","100162","9","bgm_M06","123192","0","0","9","0","0","2015/12/17 15:00:00","0","101060205","0","0","0","101060204","101060208","90","100040","113342","2030/12/31 14:59:59","11006","0","0","bgm_M06","100161","0","0","113162","100162","9","0","101060207","bgm_M06","211001000","bgm_M06","-60","180","110060021","0","0","-510","110060022","bgm_M06","11006002","110060023","110060021","0","0","bgm_M06","100163","0"
"佛洛拉湖畔 6-3","100124","9","bgm_M06","113252","0","0","9","0","0","2015/12/17 15:00:00","0","101060302","0","0","0","101060305","101060306","90","100040","123612","2030/12/31 14:59:59","11006","0","0","bgm_M06","100123","0","0","123193","100124","9","0","101060304","bgm_M06","211001000","bgm_M06","0","180","110060031","0","0","-360","110060032","bgm_M06","11006003","110060033","110060031","0","0","bgm_M06","100125","0"
"佛洛拉湖畔 6-4","100082","9","bgm_M06","113012","0","0","9","0","0","2015/12/17 15:00:00","0","101060409","0","0","0","101060407","101060405","90","100120","123371","2030/12/31 14:59:59","11006","0","0","bgm_M06","100081","0","0","123132","100082","9","0","101060408","bgm_M06","211001000","bgm_M06","-185","180","110060041","0","0","-390","110060042","bgm_M06","11006004","110060043","110060041","0","0","bgm_M06","100083","0"
"佛洛拉湖畔 6-5","100082","9","bgm_M06","123072","0","0","9","0","0","2015/12/17 15:00:00","0","101060507","0","0","0","101060501","101060504","90","100120","113611","2030/12/31 14:59:59","11006","0","0","bgm_M06","100081","0","0","113013","100082","9","0","101060508","bgm_M06","211001000","bgm_M06","-95","180","110060051","0","0","-200","110060052","bgm_M06","11006005","110060053","110060051","0","0","bgm_M06","100083","0"
"佛洛拉湖畔 6-6","100162","9","bgm_M06","113222","0","0","9","0","0","2015/12/17 15:00:00","0","101060605","0","0","0","101060606","101060601","90","100040","113401","2030/12/31 14:59:59","11006","0","0","bgm_M06","100161","101060607","0","123042","100162","9","0","101060606","bgm_M06","211001000","bgm_M06","-165","180","110060061","0","0","-55","110060062","bgm_M06","11006006","110060063","110060061","0","0","bgm_M06","100163","0"
"佛洛拉湖畔 6-7","100112","9","bgm_M06","123041","0","0","9","0","0","2015/12/17 15:00:00","0","101060703","0","0","0","101060705","101060704","90","100050","113551","2030/12/31 14:59:59","11006","0","0","bgm_M06","100111","0","0","113283","100112","9","0","101060704","bgm_M06","211001000","bgm_M06","10","180","110060071","0","0","-20","110060072","bgm_M06","11006007","110060073","110060071","0","0","bgm_M06","100113","0"
"佛洛拉湖畔 6-8","100112","9","bgm_M06","113522","0","0","9","0","0","2015/12/17 15:00:00","0","101060809","0","0","0","101060804","101060802","90","100050","123432","2030/12/31 14:59:59","11006","0","0","bgm_M06","100111","0","0","123343","100112","9","0","101060804","bgm_M06","211001000","bgm_M06","40","180","110060081","0","0","130","110060082","bgm_M06","11006008","110060083","110060081","0","0","bgm_M06","100113","0"
"佛洛拉湖畔 6-9","100038","9","bgm_M06","113552","0","0","9","0","0","2015/12/17 15:00:00","0","101060907","0","0","0","101060905","101060902","90","100040","113581","2030/12/31 14:59:59","11006","0","0","bgm_M06","100037","0","0","113372","100038","9","0","101060906","bgm_M06","211001000","bgm_M06","-125","180","110060091","0","0","180","110060092","bgm_M06","11006009","110060093","110060091","0","0","bgm_M06","100039","0"
"佛洛拉湖畔 6-10","100032","9","bgm_M06","123582","0","0","9","25011","0","2015/12/17 15:00:00","0","101061007","0","0","0","101061003","101061006","90","100050","123461","2030/12/31 14:59:59","11006","0","0","bgm_M06","100031","0","0","113553","100032","9","0","101061006","bgm_M06","211001000","bgm_M06","-50","180","110060101","0","0","325","110060102","bgm_M06","11006010","110060103","110060101","0","0","bgm_M06","100033","0"
"佛洛拉湖畔 6-11","100035","9","bgm_M06","113013","0","0","9","25012","0","2015/12/17 15:00:00","0","101061104","0","0","0","101061105","101061106","90","100040","123132","2030/12/31 14:59:59","11006","0","0","bgm_M06","100034","0","0","113614","100035","9","0","101061103","bgm_M06","211001000","bgm_M06","40","180","110060111","0","0","460","110060112","bgm_M06","11006011","110060113","110060111","0","0","bgm_M06","100036","0"
"佛洛拉湖畔 6-12","100042","9","bgm_M06","123193","0","0","9","25013","0","2015/12/17 15:00:00","0","101061207","0","0","0","101061206","101061204","90","100070","123491","2030/12/31 14:59:59","11006","0","0","bgm_M06","100041","0","0","123583","100042","9","0","101061202","bgm_M06","211001000","bgm_M06","15","180","110060121","0","0","650","110060122","bgm_M06","11006012","110060123","110060121","0","0","bgm_M06","100043","0"
"佛洛拉湖畔 6-13","100042","9","bgm_M06","123042","0","0","9","25014","0","2015/12/17 15:00:00","0","101061305","0","0","0","101061304","101061302","90","100070","123072","2030/12/31 14:59:59","11006","0","0","bgm_M06","100041","101061303","0","124131","100042","9","0","101061301","bgm_M06","211001000","bgm_M06","-115","180","110060131","0","0","545","110060132","bgm_M06","11006013","110060133","110060131","0","0","bgm_M06","100043","0"
"佛洛拉湖畔 6-14","100702","9","bgm_M17_02","124251","0","9006146","9","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101061407","0","90","100120","113611","2030/12/31 14:59:59","11006","-30","9006145","bgm_M63","100701","0","0","124101","100702","9","0","0","bgm_M17_02","211001000","bgm_M17","-125","180","110060141","0","0","740","110060142","bgm_M63","11006014","110060143","110060141","0","0","bgm_M17","100703","0"
"墨提斯大瀑布 7-1","100035","10","bgm_M06","123432","0","0","10","0","0","2015/12/17 15:00:00","0","0","0","0","0","101070106","101070107","90","100010","113401","2030/12/31 14:59:59","11007","0","0","bgm_M06","100034","0","0","113222","100035","10","0","101070107","bgm_M06","211001000","bgm_M06","90","190","110070011","0","0","-455","110070012","bgm_M06","11007001","110070013","110070011","0","0","bgm_M06","100036","0"
"墨提斯大瀑布 7-2","100038","10","bgm_M06","123072","0","0","10","0","0","2015/12/17 15:00:00","0","101070204","0","0","0","101070206","101070203","90","100010","123461","2030/12/31 14:59:59","11007","0","0","bgm_M06","100037","0","0","113013","100038","10","0","101070203","bgm_M06","211001000","bgm_M06","-30","190","110070021","0","0","-350","110070022","bgm_M06","11007002","110070023","110070021","0","0","bgm_M06","100039","0"
"墨提斯大瀑布 7-3","100092","10","bgm_M06","123132","0","0","10","0","0","2015/12/17 15:00:00","0","101070305","0","0","0","101070307","101070308","90","100030","123491","2030/12/31 14:59:59","11007","0","0","bgm_M06","100091","101070309","0","124251","100092","10","0","101070303","bgm_M06","211001000","bgm_M06","40","190","110070031","0","0","-230","110070032","bgm_M06","11007003","110070033","110070031","0","0","bgm_M06","100093","0"
"墨提斯大瀑布 7-4","100092","10","bgm_M06","124131","0","0","10","0","0","2015/12/17 15:00:00","0","101070406","0","0","0","101070401","101070402","90","100030","123193","2030/12/31 14:59:59","11007","0","0","bgm_M06","100091","0","0","114011","100092","10","0","101070401","bgm_M06","211001000","bgm_M06","-85","190","110070041","0","0","-160","110070042","bgm_M06","11007004","110070043","110070041","0","0","bgm_M06","100093","0"
"墨提斯大瀑布 7-5","100172","10","bgm_M06","114191","0","0","10","0","0","2015/12/17 15:00:00","0","101070502","0","0","0","101070504","101070505","90","100040","113522","2030/12/31 14:59:59","11007","0","0","bgm_M06","100171","0","0","124101","100172","10","0","101070505","bgm_M06","211001000","bgm_M06","-210","190","110070051","0","0","-45","110070052","bgm_M06","11007005","110070053","110070051","0","0","bgm_M06","100173","0"
"墨提斯大瀑布 7-6","100172","10","bgm_M06","124071","0","0","10","0","0","2015/12/17 15:00:00","0","101070605","0","0","0","101070602","101070608","90","100070","123042","2030/12/31 14:59:59","11007","0","0","bgm_M06","100171","0","0","124161","100172","10","0","101070601","bgm_M06","211001000","bgm_M06","-130","190","110070061","0","0","90","110070062","bgm_M06","11007006","110070063","110070061","0","0","bgm_M06","100173","0"
"墨提斯大瀑布 7-7","100042","10","bgm_M06","114221","0","0","10","0","0","2015/12/17 15:00:00","0","101070708","0","0","0","101070707","101070704","90","100070","113552","2030/12/31 14:59:59","11007","-30","0","bgm_M06","100041","101070709","0","114041","100042","10","0","101070704","bgm_M06","211001000","bgm_M06","40","190","110070071","0","0","5","110070072","bgm_M06","11007007","110070073","110070071","0","0","bgm_M06","100043","0"
"墨提斯大瀑布 7-8","100062","10","bgm_M06","124251","0","0","10","0","0","2015/12/17 15:00:00","0","0","0","0","0","101070801","101070804","90","100010","113283","2030/12/31 14:59:59","11007","0","0","bgm_M06","100061","0","0","114011","100062","10","0","101070802","bgm_M06","211001000","bgm_M06","35","190","110070081","0","0","200","110070082","bgm_M06","11007008","110070083","110070081","0","0","bgm_M06","100063","0"
"墨提斯大瀑布 7-9","100112","10","bgm_M06","124101","0","0","10","0","0","2015/12/17 15:00:00","0","101070905","0","0","0","101070906","101070904","90","100050","123583","2030/12/31 14:59:59","11007","0","0","bgm_M06","100111","0","0","114281","100112","10","0","101070901","bgm_M06","211001000","bgm_M06","-45","190","110070091","0","0","320","110070092","bgm_M06","11007009","110070093","110070091","0","0","bgm_M06","100113","0"
"墨提斯大瀑布 7-10","100038","10","bgm_M06","124161","0","0","10","25011","0","2015/12/17 15:00:00","0","101071002","0","0","0","101071004","101071007","90","100050","123343","2030/12/31 14:59:59","11007","0","0","bgm_M06","100037","0","0","114221","100038","10","0","101071001","bgm_M06","211001000","bgm_M06","-185","190","110070101","0","0","365","110070102","bgm_M06","11007010","110070103","110070101","0","0","bgm_M06","100039","0"
"墨提斯大瀑布 7-11","100112","10","bgm_M06","114041","0","0","10","25012","0","2015/12/17 15:00:00","0","101071106","0","0","0","101071105","101071101","90","100010","113614","2030/12/31 14:59:59","11007","0","0","bgm_M06","100111","0","0","124311","100112","10","0","101071105","bgm_M06","211001000","bgm_M06","-125","190","110070111","0","0","510","110070112","bgm_M06","11007011","110070113","110070111","0","0","bgm_M06","100113","0"
"墨提斯大瀑布 7-12","100122","10","bgm_M06","124071","0","0","10","25013","0","2015/12/17 15:00:00","0","101071201","0","0","0","101071207","101071204","90","100010","113372","2030/12/31 14:59:59","11007","-50","0","bgm_M06","100121","0","0","114341","100122","10","0","101071204","bgm_M06","211001000","bgm_M06","-110","190","110070121","0","0","690","110070122","bgm_M06","11007012","110070123","110070121","0","0","bgm_M06","100123","0"
"墨提斯大瀑布 7-13","100125","10","bgm_M06","114191","0","0","10","25014","0","2015/12/17 15:00:00","0","101071302","0","0","0","101071304","101071307","90","100040","113553","2030/12/31 14:59:59","11007","-50","0","bgm_M06","100124","0","0","114371","100125","10","0","101071304","bgm_M06","211001000","bgm_M06","10","190","110070131","0","0","505","110070132","bgm_M06","11007013","110070133","110070131","0","0","bgm_M06","100126","0"
"墨提斯大瀑布 7-14","100782","10","bgm_M17_02","124131","0","9007146","10","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101071408","0","90","100120","123582","2030/12/31 14:59:59","11007","0","9007145","bgm_M63","100781","0","0","124401","100782","10","0","0","bgm_M17_02","211001000","bgm_M17","40","190","110070141","0","0","665","110070142","bgm_M63","11007014","110070143","110070141","0","0","bgm_M17","100783","0"
"伊麗絲樹海 8-1","100112","10","bgm_M06","114011","0","0","10","0","0","2015/12/17 15:00:00","0","101080108","0","0","0","101080107","101080102","90","100050","113283","2030/12/31 14:59:59","11008","0","0","bgm_M06","100111","0","0","114041","100112","10","0","101080105","bgm_M06","211001000","bgm_M06","25","200","110080011","0","0","-760","110080012","bgm_M06","11008001","110080013","110080011","0","0","bgm_M06","100113","0"
"伊麗絲樹海 8-2","100242","10","bgm_M06","124161","0","0","10","0","0","2015/12/17 15:00:00","0","101080208","0","0","0","101080205","101080207","90","100050","113553","2030/12/31 14:59:59","11008","0","0","bgm_M06","100241","0","0","124131","100242","10","0","101080203","bgm_M06","211001000","bgm_M06","-140","200","110080021","0","0","-710","110080022","bgm_M06","11008002","110080023","110080021","0","0","bgm_M06","100243","0"
"伊麗絲樹海 8-3","100242","10","bgm_M06","124071","0","0","10","0","0","2015/12/17 15:00:00","0","101080303","0","0","0","101080306","101080307","90","100010","123343","2030/12/31 14:59:59","11008","0","0","bgm_M06","100241","0","0","124101","100242","10","0","101080301","bgm_M06","211001000","bgm_M06","-70","200","110080031","0","0","-570","110080032","bgm_M06","11008003","110080033","110080031","0","0","bgm_M06","100243","0"
"伊麗絲樹海 8-4","100112","10","bgm_M06","114221","0","0","10","0","0","2015/12/17 15:00:00","0","101080403","0","0","0","101080404","101080408","90","100010","123583","2030/12/31 14:59:59","11008","0","0","bgm_M06","100111","101080406","0","114191","100112","10","0","101080401","bgm_M06","211001000","bgm_M06","40","200","110080041","0","0","-500","110080042","bgm_M06","11008004","110080043","110080041","0","0","bgm_M06","100113","0"
"伊麗絲樹海 8-5","100012","10","bgm_M06","114011","0","0","10","0","0","2015/12/17 15:00:00","0","101080503","0","0","0","101080506","101080504","90","100020","113372","2030/12/31 14:59:59","11008","0","0","bgm_M06","100011","0","0","114281","100012","10","0","101080505","bgm_M06","211001000","bgm_M06","-85","200","110080051","0","0","-410","110080052","bgm_M06","11008005","110080053","110080051","0","0","bgm_M06","100013","0"
"伊麗絲樹海 8-6","100015","10","bgm_M06","114041","0","0","10","0","0","2015/12/17 15:00:00","0","101080606","0","0","0","101080601","101080605","90","100020","113614","2030/12/31 14:59:59","11008","0","0","bgm_M06","100014","101080603","0","124311","100015","10","0","101080602","bgm_M06","211001000","bgm_M06","5","200","110080061","0","0","-290","110080062","bgm_M06","11008006","110080063","110080061","0","0","bgm_M06","100016","0"
"伊麗絲樹海 8-7","100122","10","bgm_M06","114221","0","0","10","0","0","2015/12/17 15:00:00","0","101080702","0","0","0","101080703","101080702","90","100040","113553","2030/12/31 14:59:59","11008","-50","0","bgm_M06","100121","101080705","0","114341","100122","10","0","101080703","bgm_M06","211001000","bgm_M06","-175","200","110080071","0","0","-245","110080072","bgm_M06","11008007","110080073","110080071","0","0","bgm_M06","100123","0"
"伊麗絲樹海 8-8","100128","10","bgm_M06","114191","0","0","10","0","0","2015/12/17 15:00:00","0","101080808","0","0","0","101080806","101080803","90","100040","113372","2030/12/31 14:59:59","11008","-50","0","bgm_M06","100127","101080809","0","124431","100128","10","0","101080807","bgm_M06","211001000","bgm_M06","-115","200","110080081","0","0","-85","110080082","bgm_M06","11008008","110080083","110080081","0","0","bgm_M06","100129","0"
