c4e703a2149c15a2b9c39368c79255d0d6fd800633c62de95011401c420b5f98,e258e7c437604a286176964679f4eda3b373b1cd1f15fbeaf4f7c1dc4c422816,7b6691ce1d3655969d3b5254533b43ae8c2c7e6959cd9f709c4e3a51940ed151,1df26c44fecb596cfba4dcaa7d4feb259b0eb0fe1113dd560cf03c54cccac756,94a170e78dfcf41f2805f85f8c6f59371d49ecf0a0cfd1b493a92a2fa3815a3a,8740d864cd65419008fd4917f3ed7e194848786ec34dbea5a60b1dc0e21879f7,ea0056defb1e108450f505c947616a30589a016f0bf1a5a0a855a10b67ff4750,33ec6089d546538cddaf6b03d403fc64846589006c921c4cd6b09cf102427ca7,bd0abcd070cb91d241827b198e38972c7ceedb9ea599ce765e0d101d41df7758,43efa983a194b493de3c922c60ba61d79479f2340ca3a7123e2d98c9e6b3ac9d,231d7d28126bc7947c723ca33cb645fe24073c5f6111df4c20aa9b8201dd0664,809adb5af2721a7802ca6a175635a925d84ceba75fc44d1b174af4b680d4c0f8,9cef0ccb3e8a8587512152a4516a960b9208853cc50ea26696cec9685b48beb8,7026573fec1900f9c67427cda6b18badc7ca26a7f9906943632a4cf3b6d09fd0,69bac58802444b4ca8317eb42b7c35224fda7b4edd4ee52b59d32b99aa113f27,ea3dcc526241954a3e3191cd4f4194f236667b5b7b5f979fe8577065cbfb1d51,2feb4d234dbad5755789cbab3810b11eee6e42706638fabdaf797cc4a88214b4,3cb452088b545286e5579ece4462ccb6f91f2e4586907a3d72af6eb640abc369,5e2783d6d009f843ba931d158afb2fc17cf594808da9f1c8b02ef5bb671d690e
"3010","0","22","184","0","100901","1060","382","0","6","1060","0","0","9729","45","21","0","86","17"
"3010","0","22","191","0","100901","1278","382","0","6","1160","0","0","10926","45","22","0","91","17"
"3010","0","22","207","0","100901","1462","382","0","6","1160","0","0","12249","45","23","0","97","17"
"3010","0","22","224","0","100901","1605","382","0","6","1160","0","0","13724","45","24","0","103","17"
"3010","0","22","232","0","100901","1714","382","0","6","1160","0","0","15434","45","25","0","109","17"
"3470","0","22","241","0","100901","1786","382","0","6","1160","0","0","17274","45","26","0","115","17"
"3470","0","22","249","0","100901","1831","382","0","6","1160","0","0","19309","45","27","0","121","17"
"3470","0","22","262","0","100901","1857","382","0","6","1160","0","0","21399","45","28","0","132","17"
"3930","0","22","266","0","100901","1890","382","0","6","1160","0","0","23721","45","29","0","136","17"
"3930","0","22","270","0","100901","1924","382","0","6","1160","0","0","26242","45","30","0","140","17"
"4390","0","22","274","0","100901","1958","382","0","6","1160","0","0","28821","45","31","0","144","17"
"4390","0","22","278","0","100901","1992","382","0","6","1160","0","0","31563","45","32","0","148","17"
"4890","0","22","282","0","100901","2025","382","0","6","1160","0","0","34396","45","33","0","152","17"
"5390","0","22","286","0","100901","2057","382","0","6","1160","0","0","37378","45","34","0","156","17"
"55","0","0","2","0","101001","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","7","0","101001","0","0","0","0","150","0","0","78","0","3","0","2","0"
"325","0","0","16","0","101001","0","5","0","0","200","0","0","169","10","4","0","5","0"
"625","0","0","32","0","101001","0","15","0","0","200","0","0","322","10","5","0","7","0"
"1155","0","0","51","0","101001","0","15","0","0","200","0","0","495","25","6","0","15","0"
"1515","0","0","69","0","101001","0","50","0","0","200","26","0","724","30","7","0","22","0"
"1845","0","4","90","0","101001","0","50","0","0","200","52","0","988","60","8","0","33","0"
"2380","0","9","117","0","101001","0","50","0","0","200","52","0","1252","95","9","0","44","5"
"2920","0","14","139","0","101001","16","85","0","0","300","52","0","1551","100","10","0","56","10"
"3540","0","14","171","0","101001","24","85","0","0","840","52","0","1842","124","11","0","67","10"
"3900","0","17","196","0","101001","41","111","0","0","1060","52","0","2179","130","12","0","84","14"
"4060","0","17","226","0","101001","57","133","0","0","1180","52","0","2519","132","13","0","110","19"
"4320","0","17","263","0","101001","67","145","0","0","1300","52","0","2859","136","14","0","138","21"
"4520","0","17","297","0","101001","81","145","0","0","1520","52","0","3255","145","15","0","165","21"
"4750","0","17","328","0","101001","97","145","0","0","1520","52","0","3701","151","16","0","195","21"
"4880","0","17","367","3","101001","117","160","0","0","1520","52","0","4152","152","17","0","223","21"
"5225","0","17","413","3","101001","132","185","0","0","1520","52","0","4600","152","18","0","259","21"
"5870","0","17","465","3","101001","157","185","0","0","1615","52","0","5071","152","19","0","300","21"
"6455","0","17","512","3","101001","193","185","0","0","1615","52","0","5660","152","20","0","342","21"
"7040","0","17","574","3","101001","228","185","0","0","1615","52","0","6236","152","21","0","391","21"
"8245","0","17","636","3","101001","264","185","0","0","1715","52","0","6900","152","22","0","443","21"
"9705","0","17","702","3","101001","294","185","0","0","1715","52","0","7660","152","23","0","502","21"
"11230","0","17","777","3","101001","294","185","0","0","1715","52","0","8501","152","24","0","563","21"
"12525","0","17","838","3","101001","319","185","0","0","1715","52","0","9607","152","25","0","617","21"
"13520","0","17","887","3","101001","346","185","0","0","1715","52","0","11004","152","26","0","660","21"
"14635","0","17","931","3","101001","363","185","0","0","1715","52","0","12544","152","27","0","701","21"
"15855","0","17","975","3","101001","380","185","0","0","1715","52","0","14190","152","28","0","744","21"
"17230","0","17","1023","3","101001","397","185","0","0","1715","52","0","15938","152","29","0","792","21"
"18685","0","17","1074","3","101001","415","185","0","0","1715","52","0","17793","152","30","0","843","21"
"20220","0","17","1126","3","101001","433","185","0","0","1715","52","0","19738","152","31","0","895","21"
"21830","0","17","1179","3","101001","451","185","0","0","1715","52","0","21773","152","32","0","948","21"
"23610","0","17","1233","3","101001","469","185","0","0","1715","52","0","23924","152","33","0","1002","21"
"25630","0","17","1289","3","101001","486","185","0","0","1715","52","0","26191","152","34","0","1058","21"
"50","0","0","3","0","101101","0","0","0","0","50","17","0","0","0","2","0","2","0"
"140","0","0","5","0","101101","0","10","0","0","105","80","0","0","0","3","0","3","0"
"260","0","0","7","0","101101","0","45","0","0","245","198","0","0","5","4","0","5","0"
"530","0","0","13","3","101101","0","70","0","0","405","353","0","0","10","5","0","9","0"
"1000","0","0","21","3","101101","0","85","0","0","915","566","0","0","10","6","0","16","0"
"1320","0","0","33","7","101101","0","85","0","0","1520","838","0","0","10","7","0","20","0"
"1750","0","4","50","7","101101","0","85","0","0","1965","1137","0","0","10","8","0","31","0"
"2165","0","13","65","14","101101","0","85","0","0","2085","1451","25","0","10","9","0","46","0"
"2585","0","18","82","19","101101","0","85","0","0","2145","1787","70","0","35","10","5","54","0"
"2985","0","20","98","19","101101","0","85","0","0","2455","2216","111","0","45","11","10","61","0"
"3355","0","22","110","24","101101","0","85","0","2","2455","2636","144","0","55","12","30","65","0"
"3505","0","24","123","24","101101","0","110","0","4","2455","3162","193","0","55","13","43","71","0"
"3505","0","24","132","24","101101","0","135","0","6","2455","3781","262","0","55","14","46","78","0"
"3505","0","24","139","24","101101","0","135","0","6","2455","4448","341","0","55","15","49","88","0"
"3505","0","24","146","24","101101","0","135","0","6","2455","5126","398","0","55","16","57","103","0"
"3555","0","24","155","24","101101","0","135","0","6","2455","5846","478","0","55","17","60","116","0"
"3605","0","24","174","24","101101","0","135","0","6","2455","6596","587","0","55","18","60","128","0"
"3700","0","24","198","24","101101","0","135","0","6","2455","7442","697","0","55","19","60","137","0"
"3895","0","24","231","24","101101","0","135","0","6","2455","8317","786","0","55","20","60","155","0"
"4085","0","24","259","24","101101","0","135","0","6","2455","9346","889","0","55","21","60","166","0"
"4175","0","24","289","24","101101","0","135","0","6","2455","10529","1004","0","55","22","60","182","0"
"4265","0","24","316","24","101101","0","135","0","6","2455","11863","1099","0","55","23","60","200","0"
"4355","0","24","346","24","101101","0","135","0","6","2455","13327","1196","0","55","24","60","212","0"
"4355","0","24","368","24","101101","0","135","0","6","2455","15030","1270","0","55","25","60","220","0"
"4675","0","24","386","24","101101","0","135","0","6","2455","16889","1320","0","55","26","60","226","0"
"4995","0","24","398","24","101101","0","135","0","6","2455","18903","1354","0","55","27","60","231","0"
"4995","0","24","406","24","101101","0","135","0","6","2455","21100","1382","0","55","28","60","237","0"
"5315","0","24","413","24","101101","0","135","0","6","2455","23425","1413","0","55","29","60","244","0"
"5315","0","24","421","24","101101","0","135","0","6","2455","25924","1445","0","55","30","60","252","0"
"5635","0","24","429","24","101101","0","135","0","6","2455","28497","1477","0","55","31","60","260","0"
"5635","0","24","438","24","101101","0","135","0","6","2455","31207","1509","0","55","32","60","269","0"
"6005","0","24","447","24","101101","0","135","0","6","2455","34022","1540","0","55","33","60","278","0"
"6005","0","24","456","24","101101","0","135","0","6","2455","37028","1570","0","55","34","60","287","0"
"55","0","0","3","0","101201","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","101201","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","101201","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","101201","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","101201","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","101201","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","66","0","101201","0","120","0","1","100","0","0","1255","45","8","0","10","0"
"2135","0","9","81","0","101201","16","155","0","2","100","0","0","1569","45","9","0","19","0"
"2575","0","14","103","0","101201","39","175","0","3","520","0","0","1921","45","10","0","25","0"
"2835","0","14","113","0","101201","84","191","0","4","740","0","0","2374","45","11","0","28","5"
"2975","0","14","123","0","101201","139","227","0","4","740","0","0","2840","45","12","0","31","13"
"3215","0","16","135","0","101201","199","247","0","4","740","0","0","3321","45","13","0","39","16"
"3355","0","18","152","0","101201","263","269","0","4","860","0","0","3813","45","14","0","49","16"
"3445","0","20","170","0","101201","319","279","0","4","980","0","0","4324","49","15","0","63","16"
"3475","0","22","187","0","101201","378","299","0","4","980","0","0","4892","49","16","0","76","16"
"3475","0","22","204","0","101201","453","329","0","4","980","0","0","5520","49","17","0","85","16"
"3475","0","22","222","0","101201","557","339","0","4","980","0","0","6202","49","18","0","95","16"
"3475","0","22","238","0","101201","686","339","0","4","980","0","0","6978","49","19","0","106","16"
"3475","0","22","259","0","101201","824","339","0","4","980","0","0","7796","49","20","0","121","16"
"3475","0","22","270","0","101201","1005","339","0","4","1080","0","0","8735","49","21","0","131","16"
"3475","0","22","285","0","101201","1197","339","0","4","1180","0","0","9818","49","22","0","142","16"
"3475","0","22","308","0","101201","1346","339","0","4","1180","0","0","11079","49","23","0","153","16"
"3475","0","22","333","0","101201","1462","339","0","4","1180","0","0","12471","49","24","0","165","16"
"3475","0","22","350","0","101201","1554","339","0","4","1180","0","0","14086","49","25","0","177","16"
"3935","0","22","367","0","101201","1598","339","0","4","1180","0","0","15843","49","26","0","189","16"
"4395","0","22","384","0","101201","1624","339","0","4","1180","0","0","17728","49","27","0","201","16"
"4395","0","22","397","0","101201","1650","339","0","4","1180","0","0","19818","49","28","0","212","16"
"4855","0","22","406","0","101201","1677","339","0","4","1180","0","0","22051","49","29","0","221","16"
"5315","0","22","414","0","101201","1705","339","0","4","1180","0","0","24438","49","30","0","229","16"
"5775","0","22","422","0","101201","1733","339","0","4","1180","0","0","26933","49","31","0","237","16"
"6235","0","22","430","0","101201","1761","339","0","4","1180","0","0","29538","49","32","0","245","16"
"6735","0","22","438","0","101201","1788","339","0","4","1180","0","0","32284","49","33","0","253","16"
"7735","0","22","446","0","101201","1814","339","0","4","1180","0","0","35138","49","34","0","261","16"
"55","0","0","3","0","101301","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","101301","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","101301","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","101301","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","101301","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","101301","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","66","0","101301","0","120","0","1","100","0","0","1255","45","8","0","10","0"
"2135","0","9","81","0","101301","16","155","0","2","100","0","0","1569","45","9","0","19","0"
"2575","0","14","103","0","101301","39","175","0","3","520","0","0","1921","45","10","0","25","0"
"2835","0","14","113","0","101301","84","191","0","4","740","0","0","2374","45","11","0","28","5"
"2975","0","14","123","0","101301","139","227","0","4","740","0","0","2840","45","12","0","31","13"
"3215","0","16","135","0","101301","199","247","0","4","740","0","0","3321","45","13","0","39","16"
"3355","0","18","152","0","101301","263","269","0","4","860","0","0","3813","45","14","0","49","16"
"3445","0","20","170","0","101301","319","279","0","4","980","0","0","4324","49","15","0","63","16"
"3475","0","22","187","0","101301","378","299","0","4","980","0","0","4892","49","16","0","76","16"
"3475","0","22","204","0","101301","453","329","0","4","980","0","0","5520","49","17","0","85","16"
"3475","0","22","222","0","101301","557","339","0","4","980","0","0","6202","49","18","0","95","16"
"3475","0","22","238","0","101301","686","339","0","4","980","0","0","6978","49","19","0","106","16"
"3475","0","22","259","0","101301","824","339","0","4","980","0","0","7796","49","20","0","121","16"
"3475","0","22","270","0","101301","1005","339","0","4","1080","0","0","8735","49","21","0","131","16"
"3475","0","22","285","0","101301","1197","339","0","4","1180","0","0","9818","49","22","0","142","16"
"3475","0","22","308","0","101301","1346","339","0","4","1180","0","0","11079","49","23","0","153","16"
"3475","0","22","333","0","101301","1462","339","0","4","1180","0","0","12471","49","24","0","165","16"
"3475","0","22","350","0","101301","1554","339","0","4","1180","0","0","14086","49","25","0","177","16"
"3935","0","22","367","0","101301","1598","339","0","4","1180","0","0","15843","49","26","0","189","16"
"4395","0","22","384","0","101301","1624","339","0","4","1180","0","0","17728","49","27","0","201","16"
"4395","0","22","397","0","101301","1650","339","0","4","1180","0","0","19818","49","28","0","212","16"
"4855","0","22","406","0","101301","1677","339","0","4","1180","0","0","22051","49","29","0","221","16"
"5315","0","22","414","0","101301","1705","339","0","4","1180","0","0","24438","49","30","0","229","16"
"5775","0","22","422","0","101301","1733","339","0","4","1180","0","0","26933","49","31","0","237","16"
"6235","0","22","430","0","101301","1761","339","0","4","1180","0","0","29538","49","32","0","245","16"
"6735","0","22","438","0","101301","1788","339","0","4","1180","0","0","32284","49","33","0","253","16"
"7735","0","22","446","0","101301","1814","339","0","4","1180","0","0","35138","49","34","0","261","16"
"55","0","0","2","0","101401","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","7","0","101401","0","0","0","0","150","0","0","78","0","3","0","2","0"
"325","0","0","16","0","101401","0","5","0","0","200","0","0","169","10","4","0","5","0"
"625","0","0","32","0","101401","0","15","0","0","200","0","0","322","10","5","0","7","0"
"1155","0","0","51","0","101401","0","15","0","0","200","0","0","495","25","6","0","15","0"
"1515","0","0","69","0","101401","0","50","0","0","200","26","0","724","30","7","0","22","0"
"2115","0","4","93","0","101401","0","85","0","0","200","26","0","960","60","8","0","29","0"
"2650","0","9","120","0","101401","0","85","0","0","200","26","0","1224","95","9","0","40","5"
