28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"49","1","49","0","0","49","0","10","49","41","49","0","49","18951","620020049","0","10","49","49","49","49","51","49","49","200000001","49","0","49","0","30","1441","200200","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","42","50","0","50","20657","620020050","0","10","50","50","50","50","52","50","50","200000001","50","0","50","0","30","1531","200200","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","42","51","0","51","22363","620020051","0","10","51","51","51","51","53","51","51","200000001","51","0","51","0","30","1620","200200","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","43","52","0","52","24069","620020052","0","10","52","52","52","52","54","52","52","200000001","52","0","52","0","30","1710","200200","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","43","53","0","53","25775","620020053","0","10","53","53","53","53","55","53","53","200000001","53","0","53","0","30","1800","200200","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","44","54","0","54","27481","620020054","0","10","54","54","54","54","56","54","54","200000001","54","0","54","0","30","1890","200200","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","44","55","0","55","29187","620020055","0","10","55","55","55","55","57","55","55","200000001","55","0","55","0","30","1979","200200","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","45","56","0","56","30893","620020056","0","10","56","56","56","56","58","56","56","200000001","56","0","56","0","30","2069","200200","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","45","57","0","57","32599","620020057","0","10","57","57","57","57","59","57","57","200000001","57","0","57","0","30","2159","200200","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","46","58","0","58","34305","620020058","0","10","58","58","58","58","60","58","58","200000001","58","0","58","0","30","2248","200200","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","46","59","0","59","36011","620020059","0","10","59","59","59","59","61","59","59","200000001","59","0","59","0","30","2338","200200","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","47","60","0","60","37717","620020060","0","10","60","60","60","60","62","60","60","200000001","60","0","60","0","30","2428","200200","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","47","61","0","61","39423","620020061","0","10","61","61","61","61","63","61","61","200000001","61","0","61","0","30","2518","200200","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","48","62","0","62","41129","620020062","0","10","62","62","62","62","64","62","62","200000001","62","0","62","0","30","2561","200200","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","49","63","0","63","42835","620020063","0","10","63","63","63","63","66","63","63","200000001","63","0","63","0","30","2604","200200","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","50","64","0","64","44541","620020064","0","10","64","64","64","64","68","64","64","200000001","64","0","64","0","30","2647","200200","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","51","65","0","65","46247","620020065","0","10","65","65","65","65","70","65","65","200000001","65","0","65","0","30","2690","200200","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","52","66","0","66","47953","620020066","0","10","66","66","66","66","72","66","66","200000001","66","0","66","0","30","2735","200200","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","53","67","0","67","49659","620020067","0","10","67","67","67","67","74","67","67","200000001","67","0","67","0","30","2780","200200","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","55","68","0","68","51365","620020068","0","10","68","68","68","68","76","68","68","200000001","68","0","68","0","30","2825","200200","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","57","69","0","69","53071","620020069","0","10","69","69","69","69","78","69","69","200000001","69","0","69","0","30","2870","200200","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","59","70","0","70","54777","620020070","0","10","70","70","70","70","80","70","70","200000001","70","0","70","0","30","2915","200200","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","61","71","0","71","56483","620020071","0","10","71","71","71","71","82","71","71","200000001","71","0","71","0","30","2960","200200","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","5","1","0","1","382","620030001","0","10","1","1","1","1","2","1","1","200000008","1","0","1","15","30","0","200300","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","8","2","0","2","502","620030002","0","10","2","2","2","2","4","2","2","200000008","2","0","2","20","30","0","200300","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","10","3","0","3","623","620030003","0","10","3","3","3","3","5","3","3","200000008","3","0","3","26","30","0","200300","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","16","4","0","4","686","620030004","0","10","4","4","4","4","7","4","4","200000008","4","0","4","61","30","0","200300","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","16","5","0","5","686","620030005","0","10","5","5","5","5","7","5","5","200000008","5","0","5","61","30","0","200300","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","16","6","0","6","678","620030006","0","10","6","6","6","6","8","6","6","200000008","6","0","6","63","30","0","200300","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","17","7","0","7","835","620030007","0","10","7","7","7","7","10","7","7","200000008","7","0","7","89","30","0","200300","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","20","8","0","8","991","620030008","0","10","8","8","8","8","11","8","8","200000008","8","0","8","114","30","0","200300","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","20","9","0","9","1019","620030009","0","10","9","9","9","9","11","9","9","200000008","9","0","9","117","30","0","200300","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","22","10","0","10","1048","620030010","0","10","10","10","10","10","13","10","10","200000008","10","0","10","120","30","0","200300","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","22","11","0","11","1076","620030011","0","10","11","11","11","11","13","11","11","200000008","11","0","11","123","30","0","200300","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","22","12","0","12","1104","620030012","0","10","12","12","12","12","13","12","12","200000008","12","0","12","126","30","0","200300","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","24","13","0","13","1309","620030013","0","10","13","13","13","13","14","13","13","200000008","13","0","13","133","30","0","200300","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","26","14","0","14","1513","620030014","0","10","14","14","14","14","16","14","14","200000008","14","0","14","138","30","0","200300","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","26","15","0","15","1717","620030015","0","10","15","15","15","15","16","15","15","200000008","15","0","15","145","30","0","200300","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","26","16","0","16","1921","620030016","0","10","16","16","16","16","17","16","16","200000008","16","0","16","151","30","0","200300","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","26","17","0","17","2257","620030017","0","10","17","17","17","17","18","17","17","200000008","17","0","17","175","30","0","200300","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","26","18","0","18","2592","620030018","0","10","18","18","18","18","18","18","18","200000008","18","0","18","198","30","0","200300","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","27","19","0","19","2828","620030019","0","10","19","19","19","19","18","19","19","200000008","19","0","19","200","30","0","200300","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","27","20","0","20","2939","620030020","0","10","20","20","20","20","18","20","20","200000008","20","0","20","203","30","0","200300","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","27","21","0","21","3050","620030021","0","10","21","21","21","21","18","21","21","200000008","21","0","21","206","30","0","200300","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","29","22","0","22","3148","620030022","0","10","22","22","22","22","20","22","22","200000008","22","0","22","226","30","0","200300","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","29","23","0","23","3304","620030023","0","10","23","23","23","23","20","23","23","200000008","23","0","23","226","30","0","200300","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","40","24","0","24","3586","620030024","0","10","24","24","24","24","28","24","24","200000008","24","0","24","321","30","0","200300","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","42","25","0","25","3866","620030025","0","10","25","25","25","25","30","25","25","200000008","25","0","25","333","30","0","200300","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","42","26","0","26","3966","620030026","0","10","26","26","26","26","30","26","26","200000008","26","0","26","371","30","0","200300","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","42","27","0","27","4060","620030027","0","10","27","27","27","27","30","27","27","200000008","27","0","27","374","30","0","200300","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","42","28","0","28","4152","620030028","0","10","28","28","28","28","30","28","28","200000008","28","0","28","376","30","0","200300","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","45","29","0","29","5542","620030029","0","10","29","29","29","29","32","29","29","200000008","29","0","29","438","30","0","200300","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","47","30","0","30","5591","620030030","0","10","30","30","30","30","32","30","30","200000008","30","0","30","480","30","0","200300","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","47","31","0","31","5604","620030031","0","10","31","31","31","31","32","31","31","200000008","31","0","31","481","30","0","200300","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","47","32","0","32","5618","620030032","0","10","32","32","32","32","32","32","32","200000008","32","0","32","481","30","0","200300","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","47","33","0","33","5632","620030033","0","10","33","33","33","33","32","33","33","200000008","33","0","33","482","30","0","200300","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","47","34","0","34","6542","620030034","0","10","34","34","34","34","32","34","34","200000008","34","0","34","539","30","0","200300","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","48","35","0","35","6610","620030035","0","10","35","35","35","35","32","35","35","200000008","35","0","35","543","30","0","200300","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","48","36","0","36","7177","620030036","0","10","36","36","36","36","32","36","36","200000008","36","0","36","561","30","0","200300","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","53","37","0","37","7979","620030037","0","10","37","37","37","37","35","37","37","200000008","37","0","37","606","30","0","200300","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","70","38","0","38","8781","620030038","0","10","38","38","38","38","49","38","38","200000008","38","0","38","651","30","0","200300","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","70","39","0","39","9666","620030039","0","10","39","39","39","39","49","39","39","200000008","39","0","39","736","30","0","200300","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","70","40","0","40","10551","620030040","0","10","40","40","40","40","49","40","40","200000008","40","0","40","821","30","0","200300","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","72","41","0","41","13253","620030041","0","10","41","41","41","41","50","41","41","200000008","41","0","41","935","30","0","200300","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","73","42","0","42","15956","620030042","0","10","42","42","42","42","50","42","42","200000008","42","0","42","1049","30","0","200300","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","75","43","0","43","16030","620030043","0","10","43","43","43","43","52","43","43","200000008","43","0","43","1066","30","0","200300","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","76","44","0","44","16104","620030044","0","10","44","44","44","44","52","44","44","200000008","44","0","44","1083","30","0","200300","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","78","45","0","45","16179","620030045","0","10","45","45","45","45","53","45","45","200000008","45","0","45","1100","30","0","200300","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","82","46","0","46","17054","620030046","0","10","46","46","46","46","56","46","46","200000008","46","0","46","1142","30","0","200300","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","85","47","0","47","17930","620030047","0","10","47","47","47","47","59","47","47","200000008","47","0","47","1182","30","0","200300","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","88","48","0","48","17930","620030048","0","10","48","48","48","48","63","48","48","200000008","48","0","48","1224","30","0","200300","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","88","49","0","49","17930","620030049","0","10","49","49","49","49","63","49","49","200000008","49","0","49","1224","30","0","200300","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","91","50","0","50","18080","620030050","0","10","50","50","50","50","69","50","50","200000008","50","0","50","1255","30","0","200300","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","94","51","0","51","18230","620030051","0","10","51","51","51","51","75","51","51","200000008","51","0","51","1285","30","0","200300","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","94","52","0","52","18230","620030052","0","10","52","52","52","52","76","52","52","200000008","52","0","52","1285","30","0","200300","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","95","53","0","53","18980","620030053","0","10","53","53","53","53","77","53","53","200000008","53","0","53","1345","30","0","200300","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","95","54","0","54","19730","620030054","0","10","54","54","54","54","77","54","54","200000008","54","0","54","1405","30","0","200300","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","95","55","0","55","20730","620030055","0","10","55","55","55","55","77","55","55","200000008","55","0","55","1445","30","0","200300","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","95","56","0","56","21730","620030056","0","10","56","56","56","56","77","56","56","200000008","56","0","56","1485","30","0","200300","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","96","57","0","57","22730","620030057","0","10","57","57","57","57","79","57","57","200000008","57","0","57","1625","30","0","200300","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","97","58","0","58","23730","620030058","0","10","58","58","58","58","80","58","58","200000008","58","0","58","1765","30","0","200300","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","98","59","0","59","24730","620030059","0","10","59","59","59","59","82","59","59","200000008","59","0","59","1945","30","0","200300","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","99","60","0","60","25730","620030060","0","10","60","60","60","60","83","60","60","200000008","60","0","60","2125","30","0","200300","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","100","61","0","61","26730","620030061","0","10","61","61","61","61","85","61","61","200000008","61","0","61","2305","30","0","200300","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","103","62","0","62","27299","620030062","0","10","62","62","62","62","86","62","62","200000008","62","0","62","2376","30","0","200300","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","106","63","0","63","27868","620030063","0","10","63","63","63","63","86","63","63","200000008","63","0","63","2447","30","0","200300","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","109","64","0","64","28437","620030064","0","10","64","64","64","64","86","64","64","200000008","64","0","64","2518","30","0","200300","0","1","64","0","0","64","1","64"
