06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"74","94002","4","1","0","19300","-100","0","91002","0","0.7","71020074","0","0","2","0","710200741","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124342","101311","0.7","0","333","0","0","30","0","0","2100174"
"75","94002","2","1","0","19400","-100","0","91002","0","0.7","71020075","0","0","2","0","710200751","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114252","101311","0.7","0","333","0","0","30","0","0","2100175"
"76","94002","1","1","0","19500","-100","0","91002","0","0.7","71020076","0","0","2","0","710200761","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101311","0.7","0","333","0","0","30","0","0","2100176"
"77","94002","3","1","0","19600","-100","0","91002","0","0.7","71020077","0","0","2","0","710200771","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114132","101311","0.7","0","333","0","0","30","0","0","2100177"
"78","94002","4","1","0","19700","-100","0","91002","0","0.7","71020078","0","0","2","0","710200781","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101311","0.7","0","333","0","0","30","0","0","2100178"
"79","94002","2","1","0","19800","-100","0","91002","0","0.7","71020079","0","0","2","0","710200791","5","1","40004","50","-168","0","1","0","-1","0","0.55","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124522","101311","0.7","0","333","0","0","30","0","0","2100179"
"80","31036","1","1","0","3","-100","0","140000","0","0.7","71020080","19900","-20","2","1","710200801","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.9","90","50","0","-335","bgm_M126","0","500","0.9","166","0","91002","101313","0.7","0","333","94002","0","1","0","0","2100180"
"81","94002","3","1","0","20000","-100","0","91002","0","0.7","71020081","0","0","2","0","710200811","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114162","101311","0.7","0","333","0","0","30","0","0","2100181"
"82","94002","4","1","0","20100","-100","0","91002","0","0.7","71020082","0","0","2","0","710200821","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124042","101311","0.7","0","333","0","0","30","0","0","2100182"
"83","94002","2","1","0","20200","-100","0","91002","0","0.7","71020083","0","0","2","0","710200831","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114102","101311","0.7","0","333","0","0","30","0","0","2100183"
"84","94002","1","1","0","20300","-100","0","91002","0","0.7","71020084","0","0","2","0","710200841","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114072","101311","0.7","0","333","0","0","30","0","0","2100184"
"85","94002","3","1","0","20400","-100","0","91002","0","0.7","71020085","0","0","2","0","710200851","5","1","40004","50","-168","0","1","0","-1","0","0.55","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124192","101311","0.7","0","333","0","0","30","0","0","2100185"
"86","94002","4","1","0","20500","-100","0","91002","0","0.7","71020086","0","0","2","0","710200861","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114012","101311","0.7","0","333","0","0","30","0","0","2100186"
"87","94002","2","1","0","20600","-100","0","91002","0","0.7","71020087","0","0","2","0","710200871","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101311","0.7","0","333","0","0","30","0","0","2100187"
"88","94002","1","1","0","20700","-100","0","91002","0","0.7","71020088","0","0","2","0","710200881","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114222","101311","0.7","0","333","0","0","30","0","0","2100188"
"89","94002","3","1","0","20800","-100","0","91002","0","0.7","71020089","0","0","2","0","710200891","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101311","0.7","0","333","0","0","30","0","0","2100189"
"90","31044","4","1","0","3","-100","0","140000","0","0.7","71020090","20900","-20","2","1","710200901","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.9","90","50","0","-335","bgm_M126","0","500","0.9","166","0","91002","101313","0.7","0","333","94002","0","1","0","0","2100190"
"91","94002","2","1","0","21000","-100","0","91002","0","0.7","71020091","0","0","2","0","710200911","5","1","40004","50","-168","0","1","0","-1","0","0.55","0.7","90","50","0","-335","bgm_M127","0","500","0.9","166","0","124342","101311","0.7","0","333","0","0","30","0","0","2100191"
"92","94002","1","1","0","21100","-100","0","91002","0","0.7","71020092","0","0","2","0","710200921","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114252","101311","0.7","0","333","0","0","30","0","0","2100192"
"93","94002","3","1","0","21200","-100","0","91002","0","0.7","71020093","0","0","2","0","710200931","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101311","0.7","0","333","0","0","30","0","0","2100193"
"94","94002","4","1","0","21300","-100","0","91002","0","0.7","71020094","0","0","2","0","710200941","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114132","101311","0.7","0","333","0","0","30","0","0","2100194"
"95","94002","2","1","0","21400","-100","0","91002","0","0.7","71020095","0","0","2","0","710200951","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101311","0.7","0","333","0","0","30","0","0","2100195"
"96","94002","1","1","0","21500","-100","0","91002","0","0.7","71020096","0","0","2","0","710200961","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124522","101311","0.7","0","333","0","0","30","0","0","2100196"
"97","94002","3","1","0","21600","-100","0","91002","0","0.7","71020097","0","0","2","0","710200971","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114162","101311","0.7","0","333","0","0","30","0","0","2100197"
"98","94002","4","1","0","21700","-100","0","91002","0","0.7","71020098","0","0","2","0","710200981","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124042","101311","0.7","0","333","0","0","30","0","0","2100198"
"99","94002","2","1","0","21800","-100","0","91002","0","0.7","71020099","0","0","2","0","710200991","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","1","166","0","114102","101311","0.7","0","333","0","0","30","0","0","2100199"
"100","31023","1","1","0","3","-100","0","140000","0","0.7","71020100","21900","0","2","1","710201001","100","-1","40004","50","-168","-20","1","0","-1","0","0.7","0.9","90","50","0","-335","bgm_M126","0","500","0.9","166","0","91002","101313","0.7","0","333","94002","0","1","0","0","2100200"
"101","94002","3","1","0","22000","-100","0","91002","0","0.7","71020101","0","0","2","0","710201011","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114072","101311","0.7","0","333","0","0","30","0","0","2100201"
"102","94002","4","1","0","22100","-100","0","91002","0","0.7","71020102","0","0","2","0","710201021","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124192","101311","0.7","0","333","0","0","30","0","0","2100202"
"103","94002","2","1","0","22200","-100","0","91002","0","0.7","71020103","0","0","2","0","710201031","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114012","101311","0.7","0","333","0","0","30","0","0","2100203"
"104","94002","1","1","0","22300","-100","0","91002","0","0.7","71020104","0","0","2","0","710201041","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101311","0.7","0","333","0","0","30","0","0","2100204"
"105","94002","3","1","0","22400","-100","0","91002","0","0.7","71020105","0","0","2","0","710201051","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114222","101311","0.7","0","333","0","0","30","0","0","2100205"
"106","94002","4","1","0","22500","-100","0","91002","0","0.7","71020106","0","0","2","0","710201061","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101311","0.7","0","333","0","0","30","0","0","2100206"
"107","94002","2","1","0","22600","-100","0","91002","0","0.7","71020107","0","0","2","0","710201071","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124342","101311","0.7","0","333","0","0","30","0","0","2100207"
"108","94002","1","1","0","22700","-100","0","91002","0","0.7","71020108","0","0","2","0","710201081","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114252","101311","0.7","0","333","0","0","30","0","0","2100208"
"109","94002","3","1","0","22800","-100","0","91002","0","0.7","71020109","0","0","2","0","710201091","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101311","0.7","0","333","0","0","30","0","0","2100209"
"110","31037","4","1","0","3","-100","72020110","140000","0","0.7","71020110","22900","-20","2","1","710201101","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.9","90","50","0","-335","bgm_M126","0","500","0.9","166","0","91002","101313","0.7","0","333","94002","0","1","0","0","2100210"
"111","94002","2","1","0","23000","-100","0","91002","0","0.7","71030111","0","0","3","0","710301111","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114132","101321","0.7","0","333","0","0","30","0","0","2100211"
"112","94002","1","1","0","23100","-100","0","91002","0","0.7","71030112","0","0","3","0","710301121","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101321","0.7","0","333","0","0","30","0","0","2100212"
"113","94002","3","1","0","23200","-100","0","91002","0","0.7","71030113","0","0","3","0","710301131","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124522","101321","0.7","0","333","0","0","30","0","0","2100213"
"114","94002","4","1","0","23300","-100","0","91002","0","0.7","71030114","0","0","3","0","710301141","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114162","101321","0.7","0","333","0","0","30","0","0","2100214"
"115","94002","2","1","0","23400","-100","0","91002","0","0.7","71030115","0","0","3","0","710301151","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124042","101321","0.7","0","333","0","0","30","0","0","2100215"
"116","94002","1","1","0","23500","-100","0","91002","0","0.7","71030116","0","0","3","0","710301161","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114102","101321","0.7","0","333","0","0","30","0","0","2100216"
"117","94002","3","1","0","23600","-100","0","91002","0","0.7","71030117","0","0","3","0","710301171","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114072","101321","0.7","0","333","0","0","30","0","0","2100217"
"118","94002","4","1","0","23700","-100","0","91002","0","0.7","71030118","0","0","3","0","710301181","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124192","101321","0.7","0","333","0","0","30","0","0","2100218"
"119","94002","2","1","0","23800","-100","0","91002","0","0.7","71030119","0","0","3","0","710301191","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114012","101321","0.7","0","333","0","0","30","0","0","2100219"
"120","31011","1","1","0","3","-100","0","140000","0","0.7","71030120","23900","0","3","1","710301201","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101323","0.8","0","333","94002","0","1","0","0","2100220"
"121","94002","3","1","0","24000","-100","0","91002","0","0.7","71030121","0","0","3","0","710301211","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101321","0.7","0","333","0","0","30","0","0","2100221"
"122","94002","4","1","0","24100","-100","0","91002","0","0.7","71030122","0","0","3","0","710301221","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114222","101321","0.7","0","333","0","0","30","0","0","2100222"
"123","94002","2","1","0","24200","-100","0","91002","0","0.7","71030123","0","0","3","0","710301231","5","1","40004","50","-168","0","1","0","-1","0","0.55","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101321","0.7","0","333","0","0","30","0","0","2100223"
"124","94002","1","1","0","24300","-100","0","91002","0","0.7","71030124","0","0","3","0","710301241","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124342","101321","0.7","0","333","0","0","30","0","0","2100224"
"125","94002","3","1","0","24400","-100","0","91002","0","0.7","71030125","0","0","3","0","710301251","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.9","166","0","114252","101321","0.7","0","333","0","0","30","0","0","2100225"
"126","94002","4","1","0","24500","-100","0","91002","0","0.7","71030126","0","0","3","0","710301261","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101321","0.7","0","333","0","0","30","0","0","2100226"
"127","94002","2","1","0","24600","-100","0","91002","0","0.7","71030127","0","0","3","0","710301271","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114132","101321","0.7","0","333","0","0","30","0","0","2100227"
"128","94002","1","1","0","24700","-100","0","91002","0","0.7","71030128","0","0","3","0","710301281","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101321","0.7","0","333","0","0","30","0","0","2100228"
"129","94002","3","1","0","24800","-100","0","91002","0","0.7","71030129","0","0","3","0","710301291","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124522","101321","0.7","0","333","0","0","30","0","0","2100229"
"130","31046","4","1","0","3","-100","72030130","140000","0","0.7","71030130","24900","0","3","1","710301301","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101323","0.8","0","333","94002","0","1","0","0","2100230"
"131","94002","2","1","0","25000","-100","0","91002","0","0.7","71040131","0","0","4","0","710401311","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101371","0.7","0","333","0","0","30","0","0","2100231"
"132","94002","1","1","0","25100","-100","0","91002","0","0.7","71040132","0","0","4","0","710401321","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114162","101371","0.7","0","333","0","0","30","0","0","2100232"
"133","94002","3","1","0","25200","-100","0","91002","0","0.7","71040133","0","0","4","0","710401331","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114581","101371","0.7","0","333","0","0","30","0","0","2100233"
"134","94002","4","1","0","25300","-100","0","91002","0","0.7","71040134","0","0","4","0","710401341","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.9","166","0","114102","101371","0.7","0","333","0","0","30","0","0","2100234"
"135","94002","2","1","0","25400","-100","0","91002","0","0.7","71040135","0","0","4","0","710401351","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101371","0.7","0","333","0","0","30","0","0","2100235"
"136","94002","1","1","0","25500","-100","0","91002","0","0.7","71040136","0","0","4","0","710401361","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101371","0.7","0","333","0","0","30","0","0","2100236"
"137","94002","3","1","0","25600","-100","0","91002","0","0.7","71040137","0","0","4","0","710401371","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101371","0.7","0","333","0","0","30","0","0","2100237"
"138","94002","4","1","0","25700","-100","0","91002","0","0.7","71040138","0","0","4","0","710401381","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124342","101371","0.7","0","333","0","0","30","0","0","2100238"
"139","94002","2","1","0","25800","-100","0","91002","0","0.7","71040139","0","0","4","0","710401391","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114072","101371","0.7","0","333","0","0","30","0","0","2100239"
"140","31025","1","1","0","3","-100","0","140000","0","0.7","71040140","25900","0","4","1","710401401","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101373","0.7","0","333","94002","0","1","0","0","2100240"
"141","94002","3","1","0","26000","-100","0","91002","0","0.7","71040141","0","0","4","0","710401411","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114551","101371","0.7","0","333","0","0","30","0","0","2100241"
"142","94002","4","1","0","26100","-100","0","91002","0","0.7","71040142","0","0","4","0","710401421","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101371","0.55","0","333","0","0","30","0","0","2100242"
"143","94002","2","1","0","26200","-100","0","91002","0","0.7","71040143","0","0","4","0","710401431","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124372","101371","0.7","0","333","0","0","30","0","0","2100243"
"144","94002","1","1","0","26300","-100","0","91002","0","0.7","71040144","0","0","4","0","710401441","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114102","101371","0.7","0","333","0","0","30","0","0","2100244"
"145","94002","3","1","0","26400","-100","0","91002","0","0.7","71040145","0","0","4","0","710401451","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124042","101371","0.7","0","333","0","0","30","0","0","2100245"
"146","94002","4","1","0","26500","-100","0","91002","0","0.7","71040146","0","0","4","0","710401461","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101371","0.7","0","333","0","0","30","0","0","2100246"
