bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"失敗1","vo_btl_100602_lose_001","100602","vo_btl_100602","","10060204"
"失敗2","vo_btl_100602_lose_002","100602","vo_btl_100602","","10060205"
"失敗3","vo_btl_100602_lose_003","100602","vo_btl_100602","","10060206"
"暈眩1","vo_btl_100602_retire_001","100602","vo_btl_100602","","10060207"
"暈眩2","vo_btl_100602_retire_002","100602","vo_btl_100602","","10060208"
"暈眩3","vo_btl_100602_retire_003","100602","vo_btl_100602","","10060209"
"技能切入1","vo_btl_100602_cutin_001","100602","vo_btl_100602","","10060210"
"技能切入2","vo_btl_100602_cutin_002","100602","vo_btl_100602","","10060211"
"技能切入3","vo_btl_100602_cutin_003","100602","vo_btl_100602","","10060212"
"必殺技1","vo_btl_100602_skill_000_001","100602","vo_btl_100602","","10060213"
"必殺技2","vo_btl_100602_skill_000_002","100602","vo_btl_100602","","10060214"
"必殺技3","vo_btl_100602_skill_000_003","100602","vo_btl_100602","","10060215"
"戰鬥開始","vo_btl_100602_wavestart","100602","vo_btl_100602","","10060216"
"到下一波","vo_btl_100602_nextwave","100602","vo_btl_100602","","10060217"
"到最後一波","vo_btl_100602_lastwave","100602","vo_btl_100602","","10060218"
"讀取戰鬥前","vo_cmn_100602_battlestart_001","100602","vo_cmn_100602","","10060219"
"戰鬥結果1","vo_cmn_100602_battleresult_001","100602","vo_cmn_100602","","10060220"
"戰鬥結果2","vo_cmn_100602_battleresult_002","100602","vo_cmn_100602","","10060221"
"主頁1","vo_cmn_100602_mypage_001","100602","vo_cmn_100602","","10060222"
"主頁2","vo_cmn_100602_mypage_002","100602","vo_cmn_100602","","10060223"
"主頁3","vo_cmn_100602_mypage_003","100602","vo_cmn_100602","","10060224"
"主頁4","vo_cmn_100602_mypage_004","100602","vo_cmn_100602","","10060225"
"主頁5","vo_cmn_100602_mypage_005","100602","vo_cmn_100602","","10060226"
"轉蛋登場台詞","vo_cmn_100602_gacha_001","100602","vo_cmn_100602","","10060227"
"自我介紹","vo_cmn_100602_profile_001","100602","vo_cmn_100602","","10060228"
"公會小屋1","vo_room_100602_auto_001","100602","vo_room_100602","","10060229"
"公會小屋2","vo_room_100602_auto_002","100602","vo_room_100602","","10060230"
"公會小屋3","vo_room_100602_auto_003","100602","vo_room_100602","","10060231"
"公會小屋4","vo_room_100602_auto_004","100602","vo_room_100602","","10060232"
"公會小屋5","vo_room_100602_auto_005","100602","vo_room_100602","","10060233"
"點選公會小屋1","vo_room_100602_tap_001","100602","vo_room_100602","","10060234"
"點選公會小屋2","vo_room_100602_tap_002","100602","vo_room_100602","","10060235"
"點選公會小屋3","vo_room_100602_tap_003","100602","vo_room_100602","","10060236"
"點選公會小屋4","vo_room_100602_tap_004","100602","vo_room_100602","","10060237"
"勝利1","vo_btl_100701_win_001","100701","vo_btl_100701","","10070101"
"勝利2","vo_btl_100701_win_002","100701","vo_btl_100701","","10070102"
"勝利3","vo_btl_100701_win_003","100701","vo_btl_100701","","10070103"
"失敗1","vo_btl_100701_lose_001","100701","vo_btl_100701","","10070104"
"失敗2","vo_btl_100701_lose_002","100701","vo_btl_100701","","10070105"
"失敗3","vo_btl_100701_lose_003","100701","vo_btl_100701","","10070106"
"暈眩1","vo_btl_100701_retire_001","100701","vo_btl_100701","","10070107"
"暈眩2","vo_btl_100701_retire_002","100701","vo_btl_100701","","10070108"
"暈眩3","vo_btl_100701_retire_003","100701","vo_btl_100701","","10070109"
"技能切入1","vo_btl_100701_cutin_001","100701","vo_btl_100701","","10070110"
"技能切入2","vo_btl_100701_cutin_002","100701","vo_btl_100701","","10070111"
"技能切入3","vo_btl_100701_cutin_003","100701","vo_btl_100701","","10070112"
"必殺技1","vo_btl_100701_skill_000_001","100701","vo_btl_100701","","10070113"
"必殺技2","vo_btl_100701_skill_000_002","100701","vo_btl_100701","","10070114"
"必殺技3","vo_btl_100701_skill_000_003","100701","vo_btl_100701","","10070115"
"戰鬥開始","vo_btl_100701_wavestart","100701","vo_btl_100701","","10070116"
"到下一波","vo_btl_100701_nextwave","100701","vo_btl_100701","","10070117"
"到最後一波","vo_btl_100701_lastwave","100701","vo_btl_100701","","10070118"
"讀取戰鬥前","vo_cmn_100701_battlestart_001","100701","vo_cmn_100701","","10070119"
"戰鬥結果1","vo_cmn_100701_battleresult_001","100701","vo_cmn_100701","","10070120"
"戰鬥結果2","vo_cmn_100701_battleresult_002","100701","vo_cmn_100701","","10070121"
"主頁1","vo_cmn_100701_mypage_001","100701","vo_cmn_100701","","10070122"
"主頁2","vo_cmn_100701_mypage_002","100701","vo_cmn_100701","","10070123"
"主頁3","vo_cmn_100701_mypage_003","100701","vo_cmn_100701","","10070124"
"主頁4","vo_cmn_100701_mypage_004","100701","vo_cmn_100701","","10070125"
"主頁5","vo_cmn_100701_mypage_005","100701","vo_cmn_100701","","10070126"
"轉蛋登場台詞","vo_cmn_100701_gacha_001","100701","vo_cmn_100701","","10070127"
"自我介紹","vo_cmn_100701_profile_001","100701","vo_cmn_100701","","10070128"
"公會小屋1","vo_room_100701_auto_001","100701","vo_room_100701","","10070129"
"公會小屋2","vo_room_100701_auto_002","100701","vo_room_100701","","10070130"
"公會小屋3","vo_room_100701_auto_003","100701","vo_room_100701","","10070131"
"公會小屋4","vo_room_100701_auto_004","100701","vo_room_100701","","10070132"
"公會小屋5","vo_room_100701_auto_005","100701","vo_room_100701","","10070133"
"點選公會小屋1","vo_room_100701_tap_001","100701","vo_room_100701","","10070134"
"點選公會小屋2","vo_room_100701_tap_002","100701","vo_room_100701","","10070135"
"點選公會小屋3","vo_room_100701_tap_003","100701","vo_room_100701","","10070136"
"點選公會小屋4","vo_room_100701_tap_004","100701","vo_room_100701","","10070137"
"勝利1","vo_btl_100702_win_001","100702","vo_btl_100702","","10070201"
"勝利2","vo_btl_100702_win_002","100702","vo_btl_100702","","10070202"
"勝利3","vo_btl_100702_win_003","100702","vo_btl_100702","","10070203"
"失敗1","vo_btl_100702_lose_001","100702","vo_btl_100702","","10070204"
"失敗2","vo_btl_100702_lose_002","100702","vo_btl_100702","","10070205"
"失敗3","vo_btl_100702_lose_003","100702","vo_btl_100702","","10070206"
"暈眩1","vo_btl_100702_retire_001","100702","vo_btl_100702","","10070207"
"暈眩2","vo_btl_100702_retire_002","100702","vo_btl_100702","","10070208"
"暈眩3","vo_btl_100702_retire_003","100702","vo_btl_100702","","10070209"
"技能切入1","vo_btl_100702_cutin_001","100702","vo_btl_100702","","10070210"
"技能切入2","vo_btl_100702_cutin_002","100702","vo_btl_100702","","10070211"
"技能切入3","vo_btl_100702_cutin_003","100702","vo_btl_100702","","10070212"
"必殺技1","vo_btl_100702_skill_000_001","100702","vo_btl_100702","","10070213"
"必殺技2","vo_btl_100702_skill_000_002","100702","vo_btl_100702","","10070214"
"必殺技3","vo_btl_100702_skill_000_003","100702","vo_btl_100702","","10070215"
"戰鬥開始","vo_btl_100702_wavestart","100702","vo_btl_100702","","10070216"
"到下一波","vo_btl_100702_nextwave","100702","vo_btl_100702","","10070217"
"到最後一波","vo_btl_100702_lastwave","100702","vo_btl_100702","","10070218"
"讀取戰鬥前","vo_cmn_100702_battlestart_001","100702","vo_cmn_100702","","10070219"
"戰鬥結果1","vo_cmn_100702_battleresult_001","100702","vo_cmn_100702","","10070220"
"戰鬥結果2","vo_cmn_100702_battleresult_002","100702","vo_cmn_100702","","10070221"
"主頁1","vo_cmn_100702_mypage_001","100702","vo_cmn_100702","","10070222"
"主頁2","vo_cmn_100702_mypage_002","100702","vo_cmn_100702","","10070223"
"主頁3","vo_cmn_100702_mypage_003","100702","vo_cmn_100702","","10070224"
"主頁4","vo_cmn_100702_mypage_004","100702","vo_cmn_100702","","10070225"
"主頁5","vo_cmn_100702_mypage_005","100702","vo_cmn_100702","","10070226"
"轉蛋登場台詞","vo_cmn_100702_gacha_001","100702","vo_cmn_100702","","10070227"
"自我介紹","vo_cmn_100702_profile_001","100702","vo_cmn_100702","","10070228"
"公會小屋1","vo_room_100702_auto_001","100702","vo_room_100702","","10070229"
"公會小屋2","vo_room_100702_auto_002","100702","vo_room_100702","","10070230"
"公會小屋3","vo_room_100702_auto_003","100702","vo_room_100702","","10070231"
"公會小屋4","vo_room_100702_auto_004","100702","vo_room_100702","","10070232"
"公會小屋5","vo_room_100702_auto_005","100702","vo_room_100702","","10070233"
"點選公會小屋1","vo_room_100702_tap_001","100702","vo_room_100702","","10070234"
"點選公會小屋2","vo_room_100702_tap_002","100702","vo_room_100702","","10070235"
"點選公會小屋3","vo_room_100702_tap_003","100702","vo_room_100702","","10070236"
"點選公會小屋4","vo_room_100702_tap_004","100702","vo_room_100702","","10070237"
"勝利1","vo_btl_100801_win_001","100801","vo_btl_100801","","10080101"
"勝利2","vo_btl_100801_win_002","100801","vo_btl_100801","","10080102"
"勝利3","vo_btl_100801_win_003","100801","vo_btl_100801","","10080103"
"失敗1","vo_btl_100801_lose_001","100801","vo_btl_100801","","10080104"
"失敗2","vo_btl_100801_lose_002","100801","vo_btl_100801","","10080105"
"失敗3","vo_btl_100801_lose_003","100801","vo_btl_100801","","10080106"
"暈眩1","vo_btl_100801_retire_001","100801","vo_btl_100801","","10080107"
"暈眩2","vo_btl_100801_retire_002","100801","vo_btl_100801","","10080108"
"暈眩3","vo_btl_100801_retire_003","100801","vo_btl_100801","","10080109"
"技能切入1","vo_btl_100801_cutin_001","100801","vo_btl_100801","","10080110"
"技能切入2","vo_btl_100801_cutin_002","100801","vo_btl_100801","","10080111"
"技能切入3","vo_btl_100801_cutin_003","100801","vo_btl_100801","","10080112"
"必殺技1","vo_btl_100801_skill_000_001","100801","vo_btl_100801","","10080113"
"必殺技2","vo_btl_100801_skill_000_002","100801","vo_btl_100801","","10080114"
"必殺技3","vo_btl_100801_skill_000_003","100801","vo_btl_100801","","10080115"
"戰鬥開始","vo_btl_100801_wavestart","100801","vo_btl_100801","","10080116"
"到下一波","vo_btl_100801_nextwave","100801","vo_btl_100801","","10080117"
"到最後一波","vo_btl_100801_lastwave","100801","vo_btl_100801","","10080118"
"讀取戰鬥前","vo_cmn_100801_battlestart_001","100801","vo_cmn_100801","","10080119"
"戰鬥結果1","vo_cmn_100801_battleresult_001","100801","vo_cmn_100801","","10080120"
"戰鬥結果2","vo_cmn_100801_battleresult_002","100801","vo_cmn_100801","","10080121"
"主頁1","vo_cmn_100801_mypage_001","100801","vo_cmn_100801","","10080122"
"主頁2","vo_cmn_100801_mypage_002","100801","vo_cmn_100801","","10080123"
"主頁3","vo_cmn_100801_mypage_003","100801","vo_cmn_100801","","10080124"
"主頁4","vo_cmn_100801_mypage_004","100801","vo_cmn_100801","","10080125"
"主頁5","vo_cmn_100801_mypage_005","100801","vo_cmn_100801","","10080126"
"轉蛋登場台詞","vo_cmn_100801_gacha_001","100801","vo_cmn_100801","","10080127"
"自我介紹","vo_cmn_100801_profile_001","100801","vo_cmn_100801","","10080128"
"公會小屋1","vo_room_100801_auto_001","100801","vo_room_100801","","10080129"
"公會小屋2","vo_room_100801_auto_002","100801","vo_room_100801","","10080130"
"公會小屋3","vo_room_100801_auto_003","100801","vo_room_100801","","10080131"
"公會小屋4","vo_room_100801_auto_004","100801","vo_room_100801","","10080132"
"公會小屋5","vo_room_100801_auto_005","100801","vo_room_100801","","10080133"
"點選公會小屋1","vo_room_100801_tap_001","100801","vo_room_100801","","10080134"
"點選公會小屋2","vo_room_100801_tap_002","100801","vo_room_100801","","10080135"
"點選公會小屋3","vo_room_100801_tap_003","100801","vo_room_100801","","10080136"
"點選公會小屋4","vo_room_100801_tap_004","100801","vo_room_100801","","10080137"
"勝利1","vo_btl_100802_win_001","100802","vo_btl_100802","","10080201"
"勝利2","vo_btl_100802_win_002","100802","vo_btl_100802","","10080202"
"勝利3","vo_btl_100802_win_003","100802","vo_btl_100802","","10080203"
"失敗1","vo_btl_100802_lose_001","100802","vo_btl_100802","","10080204"
"失敗2","vo_btl_100802_lose_002","100802","vo_btl_100802","","10080205"
"失敗3","vo_btl_100802_lose_003","100802","vo_btl_100802","","10080206"
"暈眩1","vo_btl_100802_retire_001","100802","vo_btl_100802","","10080207"
"暈眩2","vo_btl_100802_retire_002","100802","vo_btl_100802","","10080208"
"暈眩3","vo_btl_100802_retire_003","100802","vo_btl_100802","","10080209"
"技能切入1","vo_btl_100802_cutin_001","100802","vo_btl_100802","","10080210"
"技能切入2","vo_btl_100802_cutin_002","100802","vo_btl_100802","","10080211"
"技能切入3","vo_btl_100802_cutin_003","100802","vo_btl_100802","","10080212"
"必殺技1","vo_btl_100802_skill_000_001","100802","vo_btl_100802","","10080213"
"必殺技2","vo_btl_100802_skill_000_002","100802","vo_btl_100802","","10080214"
"必殺技3","vo_btl_100802_skill_000_003","100802","vo_btl_100802","","10080215"
"戰鬥開始","vo_btl_100802_wavestart","100802","vo_btl_100802","","10080216"
"到下一波","vo_btl_100802_nextwave","100802","vo_btl_100802","","10080217"
"到最後一波","vo_btl_100802_lastwave","100802","vo_btl_100802","","10080218"
"讀取戰鬥前","vo_cmn_100802_battlestart_001","100802","vo_cmn_100802","","10080219"
"戰鬥結果1","vo_cmn_100802_battleresult_001","100802","vo_cmn_100802","","10080220"
"戰鬥結果2","vo_cmn_100802_battleresult_002","100802","vo_cmn_100802","","10080221"
"主頁1","vo_cmn_100802_mypage_001","100802","vo_cmn_100802","","10080222"
"主頁2","vo_cmn_100802_mypage_002","100802","vo_cmn_100802","","10080223"
"主頁3","vo_cmn_100802_mypage_003","100802","vo_cmn_100802","","10080224"
"主頁4","vo_cmn_100802_mypage_004","100802","vo_cmn_100802","","10080225"
"主頁5","vo_cmn_100802_mypage_005","100802","vo_cmn_100802","","10080226"
"轉蛋登場台詞","vo_cmn_100802_gacha_001","100802","vo_cmn_100802","","10080227"
"自我介紹","vo_cmn_100802_profile_001","100802","vo_cmn_100802","","10080228"
"公會小屋1","vo_room_100802_auto_001","100802","vo_room_100802","","10080229"
"公會小屋2","vo_room_100802_auto_002","100802","vo_room_100802","","10080230"
"公會小屋3","vo_room_100802_auto_003","100802","vo_room_100802","","10080231"
"公會小屋4","vo_room_100802_auto_004","100802","vo_room_100802","","10080232"
"公會小屋5","vo_room_100802_auto_005","100802","vo_room_100802","","10080233"
"點選公會小屋1","vo_room_100802_tap_001","100802","vo_room_100802","","10080234"
"點選公會小屋2","vo_room_100802_tap_002","100802","vo_room_100802","","10080235"
"點選公會小屋3","vo_room_100802_tap_003","100802","vo_room_100802","","10080236"
"點選公會小屋4","vo_room_100802_tap_004","100802","vo_room_100802","","10080237"
"勝利1","vo_btl_100901_win_001","100901","vo_btl_100901","","10090101"
"勝利2","vo_btl_100901_win_002","100901","vo_btl_100901","","10090102"
"勝利3","vo_btl_100901_win_003","100901","vo_btl_100901","","10090103"
"失敗1","vo_btl_100901_lose_001","100901","vo_btl_100901","","10090104"
"失敗2","vo_btl_100901_lose_002","100901","vo_btl_100901","","10090105"
"失敗3","vo_btl_100901_lose_003","100901","vo_btl_100901","","10090106"
"暈眩1","vo_btl_100901_retire_001","100901","vo_btl_100901","","10090107"
"暈眩2","vo_btl_100901_retire_002","100901","vo_btl_100901","","10090108"
"暈眩3","vo_btl_100901_retire_003","100901","vo_btl_100901","","10090109"
"技能切入1","vo_btl_100901_cutin_001","100901","vo_btl_100901","","10090110"
"技能切入2","vo_btl_100901_cutin_002","100901","vo_btl_100901","","10090111"
"技能切入3","vo_btl_100901_cutin_003","100901","vo_btl_100901","","10090112"
"必殺技1","vo_btl_100901_skill_000_001","100901","vo_btl_100901","","10090113"
"必殺技2","vo_btl_100901_skill_000_002","100901","vo_btl_100901","","10090114"
"必殺技3","vo_btl_100901_skill_000_003","100901","vo_btl_100901","","10090115"
"戰鬥開始","vo_btl_100901_wavestart","100901","vo_btl_100901","","10090116"
"到下一波","vo_btl_100901_nextwave","100901","vo_btl_100901","","10090117"
"到最後一波","vo_btl_100901_lastwave","100901","vo_btl_100901","","10090118"
"讀取戰鬥前","vo_cmn_100901_battlestart_001","100901","vo_cmn_100901","","10090119"
"戰鬥結果1","vo_cmn_100901_battleresult_001","100901","vo_cmn_100901","","10090120"
"戰鬥結果2","vo_cmn_100901_battleresult_002","100901","vo_cmn_100901","","10090121"
"主頁1","vo_cmn_100901_mypage_001","100901","vo_cmn_100901","","10090122"
"主頁2","vo_cmn_100901_mypage_002","100901","vo_cmn_100901","","10090123"
"主頁3","vo_cmn_100901_mypage_003","100901","vo_cmn_100901","","10090124"
"主頁4","vo_cmn_100901_mypage_004","100901","vo_cmn_100901","","10090125"
"主頁5","vo_cmn_100901_mypage_005","100901","vo_cmn_100901","","10090126"
"轉蛋登場台詞","vo_cmn_100901_gacha_001","100901","vo_cmn_100901","","10090127"
"自我介紹","vo_cmn_100901_profile_001","100901","vo_cmn_100901","","10090128"
"公會小屋1","vo_room_100901_auto_001","100901","vo_room_100901","","10090129"
"公會小屋2","vo_room_100901_auto_002","100901","vo_room_100901","","10090130"
"公會小屋3","vo_room_100901_auto_003","100901","vo_room_100901","","10090131"
"公會小屋4","vo_room_100901_auto_004","100901","vo_room_100901","","10090132"
"公會小屋5","vo_room_100901_auto_005","100901","vo_room_100901","","10090133"
"點選公會小屋1","vo_room_100901_tap_001","100901","vo_room_100901","","10090134"
"點選公會小屋2","vo_room_100901_tap_002","100901","vo_room_100901","","10090135"
"點選公會小屋3","vo_room_100901_tap_003","100901","vo_room_100901","","10090136"
"點選公會小屋4","vo_room_100901_tap_004","100901","vo_room_100901","","10090137"
"勝利1","vo_btl_100902_win_001","100902","vo_btl_100902","","10090201"
