dcf907ffda1ab7df9ee44f444e9841cd569c34ae72d328559d9a1fadf6828cde,dc24a80f10c243d461f03734aba5b4e1c572694734b590bc90f3ded7a267cff6,b7fd266bc09a8856460baa2e68abdee1a2e114476b8b7a538c5e2160ad97ba8d,b9734ed12a9b901d639763d87537c218dda6d8322ad4b3a320a452cf66e2ba45,38cd74a207b444ec63e405b55526c2260fa4d2b771c0b49a27eab793f09f5c9d,7f88be969242ef2584bd760606a80c24f595984e987807786b3137343d6d47bd,80c370894d05471d348b5bee7a1c13eed13c82a1faacd5583617487f9f786755,d9384b7ce1cfbaeb343453faf69c220d289095d4ccb2bbaa54cde9e04173f726,16970bc68fae004fa8704bfe811c44f669f31b15835c5446cf3598d61243699e,e1cada6c448a64111058cf22b2cf63203c9ebc73830e11b1c144ea0e9e0fff2d,0b76e9da4a996bc45d063fc2ed1fe0d3c09962b04561fe8409a483e51b047ba8,ae4eb04801d72fba1ffd26a5e7532d73d0114efb946569f267bf3ddb51938d0e,f7c0bbc56a279daf5488d166f0c0362354572f176e96a3d8f443f5be4b7eeaa1,982fd9506d4b66beef470ff58e7abc45bd101d2424dceb814c000ec00ecc5f57,f74b8a8aabc920928a6b42f2059d228015cc68086da56297ebcb37fd3a1da764,4e4e36448a0adf14b695c5a543c865dc302a8b48b55f9c576be2b38142cf3037,b588ca17cb4f74442033443da8879d0d91ba591156c5d4dac09cec412c53add7,a44a8a9966f36ced4b9423e35a54f1aeb30a5c54f49f7de7ce1c1c38746a50f6,be5e024034d08dc08c4b8d80eb64ad6fa4201b0fbad5d8239fdfb01fcd8374c0,86d17c6a5f0b3a54e9e7f8b9ab6ee9e10d50c76e583ab0882b43487f74dc21d1,f227d409492555932311c008bdf4f3d45f8db655495ca89952b5a8318ce6d20f,21bded07036f4a41ca6c0effba03ff61106dfa6d3a7d43e849235b1a5ebf2651,d1ad48d14eee12275f9022ff2e828e88407bee5bdec9ae2a70f64976deb5b22a,a89bd3a5d6ccd6c06cd4604fd0470f48b107eeb642dc71e54626b772ab494881,75cfa08c0ce2c8a0ecbf2e6c266eb1ae090d297a9e96e585646add1300c4ef61,1b2d4683c8a368e0440663568a05363418dbd90a58ee8c0ff5f17eb1bbbb0070,c05b2363fdf5073d321fbafd58c2825f74e82d688b10ee1463eeb5abe232d00a,2f90859c7a42ca0eb0d7a92ab3aa14036d0a46d32a7002aa34addc4db7330ab5,2f09ca28325f764ab885b1008ba66327e854a3cf839b2ee65405cc84811bd3a9,31cda6053f56b29f231eb797af036236091b11b1f1ed10d94a2ff98b493f2016,25197edec11c08b02f3e6da63d5d2073d6fc63dffe2df262793c7bbde4e456a6,60efe700c4591ce58149901121e09158dad304bc1f64fd6d348a98f93c4ba9d5,80cbf300181682c2a22c2bcfb77d0e93e2d08754c69bcd0c0225c301237af901,52b9382ba53f51c18dc565286abec55b86e9e246017c9941d54e898531baae9d,a110735c1054f1b3ef907d8b3b6733398097a413f7718927202656bc53ac674d,232e50a510f4497fcc818015e51f8e3e78e5ffc91418c9277796e748c22a7403,42b868b173f8418479b7ec76156f79ece80bbee1fdff2b6e4572d57115e0781e,ce1ea3ab1fdd0b7be83bbcffa9e6aee86d1d8c8fe89ed805ee5ac47dddf84cb3,9023b0ede5e9b5a3dbecce5ab81e9ecaffddf35dcde4a047757deb426858ff9f
"353","0","10750104","1075","0.03","1.2","0","1.5","0","0","1.4","10750105","0","0","1004207","710021","1","1004206","401062691","0","1","1.2","-2","401062671","1.3","-2","1004208","401062681","10750101","401062701","1000000","10750102","1004210","10750103","1","1004209","-2","0","401062661"
"354","1004104","10750104","1075","0.06","1.6","1004102","2","0","1004101","1.9","10750105","1004103","0","1004202","710021","2","1004201","401062741","1001301","2","1.6","1","401062721","1.8","1","1004203","401062731","10750101","401062751","1000000","10750102","1004205","10750103","1","1004204","1","1004105","401062711"
"355","1004109","10750104","1075","0.06","1.6","1004107","2","0","1004106","1.9","10750105","1004108","0","1004207","710021","2","1004206","401062741","1001303","2","1.6","6","401062721","1.8","2","1004208","401062731","10750101","401062751","1000000","10750102","1004210","10750103","1","1004209","2","1004110","401062711"
"356","1004109","10750104","1075","0.06","2","1004107","2.2","0","1004106","2.1","10750105","1004108","0","1004207","710021","3","1004206","401062791","1001303","2","2","22","401062771","2.1","7","1004208","401062781","10750101","401062801","1000000","10750102","1004210","10750103","1","1004209","7","1004110","401062761"
"357","1004109","10750104","1075","0.06","4.5","1004107","5","0","1004106","4.8","10750105","1004108","0","1004207","710021","4","1004206","401062841","1001303","2","4.5","-1","401062821","4.7","23","1004208","401062831","10750101","401062851","1000000","10750102","1004210","10750103","1","1004209","23","1004110","401062811"
"358","0","10760104","1076","0.03","1.2","0","1.5","0","0","1.4","10760105","0","0","1004207","710031","1","1004206","401063041","0","1","1.2","-2","401063021","1.3","-2","1004208","401063031","10760101","401063051","1000000","10760102","1004210","10760103","1","1004209","-2","0","401063011"
"359","1004104","10760104","1076","0.06","1.6","1004102","2","0","1004101","1.9","10760105","1004103","0","1004202","710031","2","1004201","401063091","1001301","2","1.6","1","401063071","1.8","1","1004203","401063081","10760101","401063101","1000000","10760102","1004205","10760103","1","1004204","1","1004105","401063061"
"360","1004109","10760104","1076","0.06","1.6","1004107","2","0","1004106","1.9","10760105","1004108","0","1004207","710031","2","1004206","401063091","1001303","2","1.6","6","401063071","1.8","2","1004208","401063081","10760101","401063101","1000000","10760102","1004210","10760103","1","1004209","2","1004110","401063061"
"361","1004109","10760104","1076","0.06","2","1004107","2.2","0","1004106","2.1","10760105","1004108","0","1004207","710031","3","1004206","401063141","1001303","2","2","22","401063121","2.1","7","1004208","401063131","10760101","401063151","1000000","10760102","1004210","10760103","1","1004209","7","1004110","401063111"
"362","1004109","10760104","1076","0.06","4.5","1004107","5","0","1004106","4.8","10760105","1004108","0","1004207","710031","4","1004206","401063191","1001303","2","4.5","-1","401063171","4.7","23","1004208","401063181","10760101","401063201","1000000","10760102","1004210","10760103","1","1004209","23","1004110","401063161"
"363","0","10770104","1077","0.03","1.2","0","1.5","0","0","1.4","10770105","0","0","1004207","710041","1","1004206","401063391","0","1","1.2","-2","401063371","1.3","-2","1004208","401063381","10770101","401063401","1000000","10770102","1004210","10770103","1","1004209","-2","0","401063361"
"364","1004104","10770104","1077","0.06","1.6","1004102","2","0","1004101","1.9","10770105","1004103","0","1004202","710041","2","1004201","401063441","1001301","2","1.6","1","401063421","1.8","1","1004203","401063431","10770101","401063451","1000000","10770102","1004205","10770103","1","1004204","1","1004105","401063411"
"365","1004109","10770104","1077","0.06","1.6","1004107","2","0","1004106","1.9","10770105","1004108","0","1004207","710041","2","1004206","401063441","1001303","2","1.6","6","401063421","1.8","2","1004208","401063431","10770101","401063451","1000000","10770102","1004210","10770103","1","1004209","2","1004110","401063411"
"366","1004109","10770104","1077","0.06","2","1004107","2.2","0","1004106","2.1","10770105","1004108","0","1004207","710041","3","1004206","401063491","1001303","2","2","22","401063471","2.1","7","1004208","401063481","10770101","401063501","1000000","10770102","1004210","10770103","1","1004209","7","1004110","401063461"
"367","1004109","10770104","1077","0.06","4.5","1004107","5","0","1004106","4.8","10770105","1004108","0","1004207","710041","4","1004206","401063541","1001303","2","4.5","-1","401063521","4.7","23","1004208","401063531","10770101","401063551","1000000","10770102","1004210","10770103","1","1004209","23","1004110","401063511"
"368","0","10780104","1078","0.03","1.2","0","1.5","0","0","1.4","10780105","0","0","1004207","710051","1","1004206","401063741","0","1","1.2","-2","401063721","1.3","-2","1004208","401063731","10780101","401063751","1000000","10780102","1004210","10780103","1","1004209","-2","0","401063711"
"369","1004104","10780104","1078","0.06","1.6","1004102","2","0","1004101","1.9","10780105","1004103","0","1004202","710051","2","1004201","401063791","1001301","2","1.6","1","401063771","1.8","1","1004203","401063781","10780101","401063801","1000000","10780102","1004205","10780103","1","1004204","1","1004105","401063761"
"370","1004109","10780104","1078","0.06","1.6","1004107","2","0","1004106","1.9","10780105","1004108","0","1004207","710051","2","1004206","401063791","1001303","2","1.6","6","401063771","1.8","2","1004208","401063781","10780101","401063801","1000000","10780102","1004210","10780103","1","1004209","2","1004110","401063761"
"371","1004109","10780104","1078","0.06","2","1004107","2.2","0","1004106","2.1","10780105","1004108","0","1004207","710051","3","1004206","401063841","1001303","2","2","22","401063821","2.1","7","1004208","401063831","10780101","401063851","1000000","10780102","1004210","10780103","1","1004209","7","1004110","401063811"
"372","1004109","10780104","1078","0.06","4.5","1004107","5","0","1004106","4.8","10780105","1004108","0","1004207","710051","4","1004206","401063891","1001303","2","4.5","-1","401063871","4.7","23","1004208","401063881","10780101","401063901","1000000","10780102","1004210","10780103","1","1004209","23","1004110","401063861"
"373","0","10790104","1079","0.03","1.2","0","1.5","0","0","1.4","10790105","0","0","1004207","710061","1","1004206","401064091","0","1","1.2","-2","401064071","1.3","-2","1004208","401064081","10790101","401064101","1000000","10790102","1004210","10790103","1","1004209","-2","0","401064061"
"374","1004104","10790104","1079","0.06","1.6","1004102","2","0","1004101","1.9","10790105","1004103","0","1004202","710061","2","1004201","401064141","1001301","2","1.6","1","401064121","1.8","1","1004203","401064131","10790101","401064151","1000000","10790102","1004205","10790103","1","1004204","1","1004105","401064111"
"375","1004109","10790104","1079","0.06","1.6","1004107","2","0","1004106","1.9","10790105","1004108","0","1004207","710061","2","1004206","401064141","1001303","2","1.6","6","401064121","1.8","2","1004208","401064131","10790101","401064151","1000000","10790102","1004210","10790103","1","1004209","2","1004110","401064111"
"376","1004109","10790104","1079","0.06","2","1004107","2.2","0","1004106","2.1","10790105","1004108","0","1004207","710061","3","1004206","401064191","1001303","2","2","22","401064171","2.1","7","1004208","401064181","10790101","401064201","1000000","10790102","1004210","10790103","1","1004209","7","1004110","401064161"
"377","1004109","10790104","1079","0.06","4.5","1004107","5","0","1004106","4.8","10790105","1004108","0","1004207","710061","4","1004206","401064241","1001303","2","4.5","-1","401064221","4.7","23","1004208","401064231","10790101","401064251","1000000","10790102","1004210","10790103","1","1004209","23","1004110","401064211"
"378","0","10800104","1080","0.03","1.2","0","1.5","0","0","1.4","10800105","0","0","1004207","710071","1","1004206","401064441","0","1","1.2","-2","401064421","1.3","-2","1004208","401064431","10800101","401064451","1000000","10800102","1004210","10800103","1","1004209","-2","0","401064411"
"379","1004104","10800104","1080","0.06","1.6","1004102","2","0","1004101","1.9","10800105","1004103","0","1004202","710071","2","1004201","401064491","1001301","2","1.6","1","401064471","1.8","1","1004203","401064481","10800101","401064501","1000000","10800102","1004205","10800103","1","1004204","1","1004105","401064461"
"380","1004109","10800104","1080","0.06","1.6","1004107","2","0","1004106","1.9","10800105","1004108","0","1004207","710071","2","1004206","401064491","1001303","2","1.6","6","401064471","1.8","2","1004208","401064481","10800101","401064501","1000000","10800102","1004210","10800103","1","1004209","2","1004110","401064461"
"381","1004109","10800104","1080","0.06","2","1004107","2.2","0","1004106","2.1","10800105","1004108","0","1004207","710071","3","1004206","401064541","1001303","2","2","22","401064521","2.1","7","1004208","401064531","10800101","401064551","1000000","10800102","1004210","10800103","1","1004209","7","1004110","401064511"
"382","1004109","10800104","1080","0.06","4.5","1004107","5","0","1004106","4.8","10800105","1004108","0","1004207","710071","4","1004206","401064591","1001303","2","4.5","-1","401064571","4.7","23","1004208","401064581","10800101","401064601","1000000","10800102","1004210","10800103","1","1004209","23","1004110","401064561"
"383","0","10810104","1081","0.03","1.2","0","1.5","0","0","1.4","10810105","0","0","1004207","710081","1","1004206","401064791","0","1","1.2","-2","401064771","1.3","-2","1004208","401064781","10810101","401064801","1000000","10810102","1004210","10810103","1","1004209","-2","0","401064761"
"384","1004104","10810104","1081","0.06","1.6","1004102","2","0","1004101","1.9","10810105","1004103","0","1004202","710081","2","1004201","401064841","1001301","2","1.6","1","401064821","1.8","1","1004203","401064831","10810101","401064851","1000000","10810102","1004205","10810103","1","1004204","1","1004105","401064811"
"385","1004109","10810104","1081","0.06","1.6","1004107","2","0","1004106","1.9","10810105","1004108","0","1004207","710081","2","1004206","401064841","1001303","2","1.6","6","401064821","1.8","2","1004208","401064831","10810101","401064851","1000000","10810102","1004210","10810103","1","1004209","2","1004110","401064811"
"386","1004109","10810104","1081","0.06","2","1004107","2.2","0","1004106","2.1","10810105","1004108","0","1004207","710081","3","1004206","401064891","1001303","2","2","22","401064871","2.1","7","1004208","401064881","10810101","401064901","1000000","10810102","1004210","10810103","1","1004209","7","1004110","401064861"
"387","1004109","10810104","1081","0.06","4.5","1004107","5","0","1004106","4.8","10810105","1004108","0","1004207","710081","4","1004206","401064941","1001303","2","4.5","-1","401064921","4.7","23","1004208","401064931","10810101","401064951","1000000","10810102","1004210","10810103","1","1004209","23","1004110","401064911"
"388","0","10820104","1082","0.03","1.2","0","1.5","0","0","1.4","10820105","0","0","1004207","710091","1","1004206","401065141","0","1","1.2","-2","401065121","1.3","-2","1004208","401065131","10820101","401065151","1000000","10820102","1004210","10820103","1","1004209","-2","0","401065111"
"389","1004104","10820104","1082","0.06","1.6","1004102","2","0","1004101","1.9","10820105","1004103","0","1004202","710091","2","1004201","401065191","1001301","2","1.6","1","401065171","1.8","1","1004203","401065181","10820101","401065201","1000000","10820102","1004205","10820103","1","1004204","1","1004105","401065161"
"390","1004109","10820104","1082","0.06","1.6","1004107","2","0","1004106","1.9","10820105","1004108","0","1004207","710091","2","1004206","401065191","1001303","2","1.6","6","401065171","1.8","2","1004208","401065181","10820101","401065201","1000000","10820102","1004210","10820103","1","1004209","2","1004110","401065161"
"391","1004109","10820104","1082","0.06","2","1004107","2.2","0","1004106","2.1","10820105","1004108","0","1004207","710091","3","1004206","401065241","1001303","2","2","22","401065221","2.1","7","1004208","401065231","10820101","401065251","1000000","10820102","1004210","10820103","1","1004209","7","1004110","401065211"
"392","1004109","10820104","1082","0.06","4.5","1004107","5","0","1004106","4.8","10820105","1004108","0","1004207","710091","4","1004206","401065291","1001303","2","4.5","-1","401065271","4.7","23","1004208","401065281","10820101","401065301","1000000","10820102","1004210","10820103","1","1004209","23","1004110","401065261"
"393","0","10830104","1083","0.03","1.2","0","1.5","0","0","1.4","10830105","0","0","1004207","710101","1","1004206","401065491","0","1","1.2","-2","401065471","1.3","-2","1004208","401065481","10830101","401065501","1000000","10830102","1004210","10830103","1","1004209","-2","0","401065461"
"394","1004104","10830104","1083","0.06","1.6","1004102","2","0","1004101","1.9","10830105","1004103","0","1004202","710101","2","1004201","401065541","1001301","2","1.6","1","401065521","1.8","1","1004203","401065531","10830101","401065551","1000000","10830102","1004205","10830103","1","1004204","1","1004105","401065511"
"395","1004109","10830104","1083","0.06","1.6","1004107","2","0","1004106","1.9","10830105","1004108","0","1004207","710101","2","1004206","401065541","1001303","2","1.6","6","401065521","1.8","2","1004208","401065531","10830101","401065551","1000000","10830102","1004210","10830103","1","1004209","2","1004110","401065511"
"396","1004109","10830104","1083","0.06","2","1004107","2.2","0","1004106","2.1","10830105","1004108","0","1004207","710101","3","1004206","401065591","1001303","2","2","22","401065571","2.1","7","1004208","401065581","10830101","401065601","1000000","10830102","1004210","10830103","1","1004209","7","1004110","401065561"
"397","1004109","10830104","1083","0.06","4.5","1004107","5","0","1004106","4.8","10830105","1004108","0","1004207","710101","4","1004206","401065641","1001303","2","4.5","-1","401065621","4.7","23","1004208","401065631","10830101","401065651","1000000","10830102","1004210","10830103","1","1004209","23","1004110","401065611"
"398","0","10840104","1084","0.03","1.2","0","1.5","0","0","1.4","10840105","0","0","1004207","710111","1","1004206","401065841","0","1","1.2","-2","401065821","1.3","-2","1004208","401065831","10840101","401065851","1000000","10840102","1004210","10840103","1","1004209","-2","0","401065811"
"399","1004104","10840104","1084","0.06","1.6","1004102","2","0","1004101","1.9","10840105","1004103","0","1004202","710111","2","1004201","401065891","1001301","2","1.6","1","401065871","1.8","1","1004203","401065881","10840101","401065901","1000000","10840102","1004205","10840103","1","1004204","1","1004105","401065861"
"400","1004109","10840104","1084","0.06","1.6","1004107","2","0","1004106","1.9","10840105","1004108","0","1004207","710111","2","1004206","401065891","1001303","2","1.6","6","401065871","1.8","2","1004208","401065881","10840101","401065901","1000000","10840102","1004210","10840103","1","1004209","2","1004110","401065861"
"401","1004109","10840104","1084","0.06","2","1004107","2.2","0","1004106","2.1","10840105","1004108","0","1004207","710111","3","1004206","401065941","1001303","2","2","22","401065921","2.1","7","1004208","401065931","10840101","401065951","1000000","10840102","1004210","10840103","1","1004209","7","1004110","401065911"
"402","1004109","10840104","1084","0.06","4.5","1004107","5","0","1004106","4.8","10840105","1004108","0","1004207","710111","4","1004206","401065991","1001303","2","4.5","-1","401065971","4.7","23","1004208","401065981","10840101","401066001","1000000","10840102","1004210","10840103","1","1004209","23","1004110","401065961"
"403","0","10850104","1085","0.03","1.2","0","1.5","0","0","1.4","10850105","0","0","1004207","710121","1","1004206","401066191","0","1","1.2","-2","401066171","1.3","-2","1004208","401066181","10850101","401066201","1000000","10850102","1004210","10850103","1","1004209","-2","0","401066161"
"404","1004104","10850104","1085","0.06","1.6","1004102","2","0","1004101","1.9","10850105","1004103","0","1004202","710121","2","1004201","401066241","1001301","2","1.6","1","401066221","1.8","1","1004203","401066231","10850101","401066251","1000000","10850102","1004205","10850103","1","1004204","1","1004105","401066211"
"405","1004109","10850104","1085","0.06","1.6","1004107","2","0","1004106","1.9","10850105","1004108","0","1004207","710121","2","1004206","401066241","1001303","2","1.6","6","401066221","1.8","2","1004208","401066231","10850101","401066251","1000000","10850102","1004210","10850103","1","1004209","2","1004110","401066211"
"406","1004109","10850104","1085","0.06","2","1004107","2.2","0","1004106","2.1","10850105","1004108","0","1004207","710121","3","1004206","401066291","1001303","2","2","22","401066271","2.1","7","1004208","401066281","10850101","401066301","1000000","10850102","1004210","10850103","1","1004209","7","1004110","401066261"
"407","1004109","10850104","1085","0.06","4.5","1004107","5","0","1004106","4.8","10850105","1004108","0","1004207","710121","4","1004206","401066341","1001303","2","4.5","-1","401066321","4.7","23","1004208","401066331","10850101","401066351","1000000","10850102","1004210","10850103","1","1004209","23","1004110","401066311"
"408","0","10860104","1086","0.03","1.2","0","1.5","0","0","1.4","10860105","0","0","1004207","710011","1","1004206","401066541","0","1","1.2","-2","401066521","1.3","-2","1004208","401066531","10860101","401066551","1000000","10860102","1004210","10860103","1","1004209","-2","0","401066511"
"409","1004104","10860104","1086","0.06","1.6","1004102","2","0","1004101","1.9","10860105","1004103","0","1004202","710011","2","1004201","401066591","1001301","2","1.6","1","401066571","1.8","1","1004203","401066581","10860101","401066601","1000000","10860102","1004205","10860103","1","1004204","1","1004105","401066561"
"410","1004109","10860104","1086","0.06","1.6","1004107","2","0","1004106","1.9","10860105","1004108","0","1004207","710011","2","1004206","401066591","1001303","2","1.6","6","401066571","1.8","2","1004208","401066581","10860101","401066601","1000000","10860102","1004210","10860103","1","1004209","2","1004110","401066561"
"411","1004109","10860104","1086","0.06","2","1004107","2.2","0","1004106","2.1","10860105","1004108","0","1004207","710011","3","1004206","401066641","1001303","2","2","22","401066621","2.1","7","1004208","401066631","10860101","401066651","1000000","10860102","1004210","10860103","1","1004209","7","1004110","401066611"
"412","1004109","10860104","1086","0.06","4.5","1004107","5","0","1004106","4.8","10860105","1004108","0","1004207","710011","4","1004206","401066691","1001303","2","4.5","-1","401066671","4.7","23","1004208","401066681","10860101","401066701","1000000","10860102","1004210","10860103","1","1004209","23","1004110","401066661"
"413","0","10870104","1087","0.03","1.2","0","1.5","0","0","1.4","10870105","0","0","1004207","710021","1","1004206","401066891","0","1","1.2","-2","401066871","1.3","-2","1004208","401066881","10870101","401066901","1000000","10870102","1004210","10870103","1","1004209","-2","0","401066861"
"414","1004104","10870104","1087","0.06","1.6","1004102","2","0","1004101","1.9","10870105","1004103","0","1004202","710021","2","1004201","401066941","1001301","2","1.6","1","401066921","1.8","1","1004203","401066931","10870101","401066951","1000000","10870102","1004205","10870103","1","1004204","1","1004105","401066911"
"415","1004109","10870104","1087","0.06","1.6","1004107","2","0","1004106","1.9","10870105","1004108","0","1004207","710021","2","1004206","401066941","1001303","2","1.6","6","401066921","1.8","2","1004208","401066931","10870101","401066951","1000000","10870102","1004210","10870103","1","1004209","2","1004110","401066911"
"416","1004109","10870104","1087","0.06","2","1004107","2.2","0","1004106","2.1","10870105","1004108","0","1004207","710021","3","1004206","401066991","1001303","2","2","22","401066971","2.1","7","1004208","401066981","10870101","401067001","1000000","10870102","1004210","10870103","1","1004209","7","1004110","401066961"
"417","1004109","10870104","1087","0.06","4.5","1004107","5","0","1004106","4.8","10870105","1004108","0","1004207","710021","4","1004206","401067041","1001303","2","4.5","-1","401067021","4.7","23","1004208","401067031","10870101","401067051","1000000","10870102","1004210","10870103","1","1004209","23","1004110","401067011"
"418","0","10880104","1088","0.03","1.2","0","1.5","0","0","1.4","10880105","0","0","1004207","710031","1","1004206","401067241","0","1","1.2","-2","401067221","1.3","-2","1004208","401067231","10880101","401067251","1000000","10880102","1004210","10880103","1","1004209","-2","0","401067211"
"419","1004104","10880104","1088","0.06","1.6","1004102","2","0","1004101","1.9","10880105","1004103","0","1004202","710031","2","1004201","401067291","1001301","2","1.6","1","401067271","1.8","1","1004203","401067281","10880101","401067301","1000000","10880102","1004205","10880103","1","1004204","1","1004105","401067261"
"420","1004109","10880104","1088","0.06","1.6","1004107","2","0","1004106","1.9","10880105","1004108","0","1004207","710031","2","1004206","401067291","1001303","2","1.6","6","401067271","1.8","2","1004208","401067281","10880101","401067301","1000000","10880102","1004210","10880103","1","1004209","2","1004110","401067261"
"421","1004109","10880104","1088","0.06","2","1004107","2.2","0","1004106","2.1","10880105","1004108","0","1004207","710031","3","1004206","401067341","1001303","2","2","22","401067321","2.1","7","1004208","401067331","10880101","401067351","1000000","10880102","1004210","10880103","1","1004209","7","1004110","401067311"
"422","1004109","10880104","1088","0.06","4.5","1004107","5","0","1004106","4.8","10880105","1004108","0","1004207","710031","4","1004206","401067391","1001303","2","4.5","-1","401067371","4.7","23","1004208","401067381","10880101","401067401","1000000","10880102","1004210","10880103","1","1004209","23","1004110","401067361"
"423","0","10890104","1089","0.03","1.2","0","1.5","0","0","1.4","10890105","0","0","1004207","710041","1","1004206","401067591","0","1","1.2","-2","401067571","1.3","-2","1004208","401067581","10890101","401067601","1000000","10890102","1004210","10890103","1","1004209","-2","0","401067561"
"424","1004104","10890104","1089","0.06","1.6","1004102","2","0","1004101","1.9","10890105","1004103","0","1004202","710041","2","1004201","401067641","1001301","2","1.6","1","401067621","1.8","1","1004203","401067631","10890101","401067651","1000000","10890102","1004205","10890103","1","1004204","1","1004105","401067611"
"425","1004109","10890104","1089","0.06","1.6","1004107","2","0","1004106","1.9","10890105","1004108","0","1004207","710041","2","1004206","401067641","1001303","2","1.6","6","401067621","1.8","2","1004208","401067631","10890101","401067651","1000000","10890102","1004210","10890103","1","1004209","2","1004110","401067611"
"426","1004109","10890104","1089","0.06","2","1004107","2.2","0","1004106","2.1","10890105","1004108","0","1004207","710041","3","1004206","401067691","1001303","2","2","22","401067671","2.1","7","1004208","401067681","10890101","401067701","1000000","10890102","1004210","10890103","1","1004209","7","1004110","401067661"
"427","1004109","10890104","1089","0.06","4.5","1004107","5","0","1004106","4.8","10890105","1004108","0","1004207","710041","4","1004206","401067741","1001303","2","4.5","-1","401067721","4.7","23","1004208","401067731","10890101","401067751","1000000","10890102","1004210","10890103","1","1004209","23","1004110","401067711"
"428","0","10900104","1090","0.03","1.2","0","1.5","0","0","1.4","10900105","0","0","1004207","710051","1","1004206","401067941","0","1","1.2","-2","401067921","1.3","-2","1004208","401067931","10900101","401067951","1000000","10900102","1004210","10900103","1","1004209","-2","0","401067911"
"429","1004104","10900104","1090","0.06","1.6","1004102","2","0","1004101","1.9","10900105","1004103","0","1004202","710051","2","1004201","401067991","1001301","2","1.6","1","401067971","1.8","1","1004203","401067981","10900101","401068001","1000000","10900102","1004205","10900103","1","1004204","1","1004105","401067961"
"430","1004109","10900104","1090","0.06","1.6","1004107","2","0","1004106","1.9","10900105","1004108","0","1004207","710051","2","1004206","401067991","1001303","2","1.6","6","401067971","1.8","2","1004208","401067981","10900101","401068001","1000000","10900102","1004210","10900103","1","1004209","2","1004110","401067961"
"431","1004109","10900104","1090","0.06","2","1004107","2.2","0","1004106","2.1","10900105","1004108","0","1004207","710051","3","1004206","401068041","1001303","2","2","22","401068021","2.1","7","1004208","401068031","10900101","401068051","1000000","10900102","1004210","10900103","1","1004209","7","1004110","401068011"
"432","1004109","10900104","1090","0.06","4.5","1004107","5","0","1004106","4.8","10900105","1004108","0","1004207","710051","4","1004206","401068091","1001303","2","4.5","-1","401068071","4.7","23","1004208","401068081","10900101","401068101","1000000","10900102","1004210","10900103","1","1004209","23","1004110","401068061"
"433","0","10910104","1091","0.03","1.2","0","1.5","0","0","1.4","10910105","0","0","1004207","710061","1","1004206","401068291","0","1","1.2","-2","401068271","1.3","-2","1004208","401068281","10910101","401068301","1000000","10910102","1004210","10910103","1","1004209","-2","0","401068261"
"434","1004104","10910104","1091","0.06","2.6","1004102","3","0","1004101","2.9","10910105","1004103","0","1004202","710061","2","1004201","401068341","1001301","2","2.6","1","401068321","2.8","1","1004203","401068331","10910101","401068351","1000000","10910102","1004205","10910103","1","1004204","1","1004105","401068311"
"435","1004109","10910104","1091","0.06","2.6","1004107","3","0","1004106","2.9","10910105","1004108","0","1004207","710061","2","1004206","401068341","1001303","2","2.6","6","401068321","2.8","2","1004208","401068331","10910101","401068351","1000000","10910102","1004210","10910103","1","1004209","2","1004110","401068311"
"436","1004109","10910104","1091","0.06","3","1004107","3.2","0","1004106","3.1","10910105","1004108","0","1004207","710061","3","1004206","401068391","1001303","2","3","22","401068371","3.1","7","1004208","401068381","10910101","401068401","1000000","10910102","1004210","10910103","1","1004209","7","1004110","401068361"
"437","1004109","10910104","1091","0.06","4.5","1004107","5","0","1004106","4.8","10910105","1004108","0","1004207","710061","4","1004206","401068441","1001303","2","4.5","-1","401068421","4.7","23","1004208","401068431","10910101","401068451","1000000","10910102","1004210","10910103","1","1004209","23","1004110","401068411"
"438","0","10920104","1092","0.03","1.2","0","1.5","0","0","1.4","10920105","0","0","1004207","710071","1","1004206","401068641","0","1","1.2","-2","401068621","1.3","-2","1004208","401068631","10920101","401068651","1000000","10920102","1004210","10920103","1","1004209","-2","0","401068611"
"439","1004104","10920104","1092","0.06","2.6","1004102","3","0","1004101","2.9","10920105","1004103","0","1004202","710071","2","1004201","401068691","1001301","2","2.6","1","401068671","2.8","1","1004203","401068681","10920101","401068701","1000000","10920102","1004205","10920103","1","1004204","1","1004105","401068661"
"440","1004109","10920104","1092","0.06","2.6","1004107","3","0","1004106","2.9","10920105","1004108","0","1004207","710071","2","1004206","401068691","1001303","2","2.6","6","401068671","2.8","2","1004208","401068681","10920101","401068701","1000000","10920102","1004210","10920103","1","1004209","2","1004110","401068661"
"441","1004109","10920104","1092","0.06","3","1004107","3.2","0","1004106","3.1","10920105","1004108","0","1004207","710071","3","1004206","401068741","1001303","2","3","22","401068721","3.1","7","1004208","401068731","10920101","401068751","1000000","10920102","1004210","10920103","1","1004209","7","1004110","401068711"
"442","1004109","10920104","1092","0.06","4.5","1004107","5","0","1004106","4.8","10920105","1004108","0","1004207","710071","4","1004206","401068791","1001303","2","4.5","-1","401068771","4.7","23","1004208","401068781","10920101","401068801","1000000","10920102","1004210","10920103","1","1004209","23","1004110","401068761"
"443","0","10930104","1093","0.03","1.2","0","1.5","0","0","1.4","10930105","0","0","1004207","710081","1","1004206","401068991","0","1","1.2","-2","401068971","1.3","-2","1004208","401068981","10930101","401069001","1000000","10930102","1004210","10930103","1","1004209","-2","0","401068961"
