d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"103611","12","","","0.5","0","10","1009803","","1009803033","0"
"103611","3","","lsv_idle_normal","0","0","lsv_smile2","1009803","1","1009803034","0.2"
"102011","12","","","0.5","0","10","1009803","","1009803035","0"
"102011","3","","lsv_idle_normal","0","0","lsv_smile2","1009803","1","1009803036","0.2"
"2","93","","","","","","1009803","","1009803037",""
"103611","4","","","","","0","1009803","","1009803038",""
"103611","3","","","1","0.2","lsv_walk","1009803","","1009803039",""
"103611","2","","0.5","-235","","200","1009803","0","1009803040",""
"0.5","93","","","","","","1009803","","1009803041",""
"103611","3","","","1","0.2","lsv_idle_normal","1009803","","1009803042",""
"0","93","","","","","","1009803","","1009803043",""
"103611","4","","","","","1","1009803","","1009803044",""
"0.6","93","","","","","","1009803","","1009803045",""
"102011","3","","","1","0.2","lsv_talk_memory_dere2","1009803","","1009803046",""
"vo_lsv","21","","0","0","","vo_lsv_0321","1009803","","1009803047",""
"102011","11","0","1","10","0","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","1009803","1","1009803048","0"
"0","91","","","","","","1009803","","1009803049",""
"102011","3","","","1","0.2","lsv_idle_memory","1009803","","1009803050",""
"100411","3","","","1","0.2","lsv_talk_normal","1009803","","1009803051",""
"vo_lsv","21","","0","0","","vo_lsv_0322","1009803","","1009803052",""
"100411","11","0","1","10","0","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","1009803","1","1009803053","0"
"0","91","","","","","","1009803","","1009803054",""
"100411","3","","","1","0.2","lsv_idle_normal_joyR","1009803","","1009803055",""
"102011","3","","","1","0.2","lsv_idle_normal","1009803","","1009803056",""
"103611","3","","","1","0.2","lsv_talk_sad","1009803","","1009803057",""
"vo_lsv","21","","0","0","","vo_lsv_0323","1009803","","1009803058",""
"103611","11","0","1","10","0","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","1009803","1","1009803059","0"
"0","91","","","","","","1009803","","1009803060",""
"103611","3","","","1","0.2","lsv_idle_sad","1009803","","1009803061",""
"100411","3","","","1","0.2","lsv_talk_cool_normal2_loop","1009803","","1009803062",""
"vo_lsv","21","","0","0","","vo_lsv_0324","1009803","","1009803063",""
"100411","11","0","1","10","0","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","1009803","1","1009803064","0"
"0","91","","","","","","1009803","","1009803065",""
"100411","3","","","1","0.2","lsv_idle_cool","1009803","","1009803066",""
"103611","3","","","1","0.2","lsv_talk_joy3_dere","1009803","","1009803067",""
"vo_lsv","21","","0","0","","vo_lsv_0325","1009803","","1009803068",""
"103611","11","0","1","10","0","……嗯，妳說得對。\n大家下次再一起去吧。","1009803","1","1009803069","0"
"0","91","","","","","","1009803","","1009803070",""
"103611","3","","","1","0.2","lsv_idle_normal","1009803","","1009803071",""
"102011","3","","","1","0.2","lsv_look_talk_normal","1009803","","1009803072",""
"vo_lsv","21","","0","0","","vo_lsv_0326","1009803","","1009803073",""
"102011","11","0","1","10","0","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","1009803","1","1009803074","0"
"0","91","","","","","","1009803","","1009803075",""
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009803","1","1009803076","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009803","1","1009803077","0.2"
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009803","1","1009803078","0.2"
"0.1","93","","","","","0","1009803","","1009803079",""
"100411","2","","0.33","-220","","-420","1009803","2","1009803080","0.2"
"103611","2","","0.33","-235","","452","1009803","2","1009803081","0.2"
"102011","2","","0.33","-250","","-545","1009803","2","1009803082","0.2"
"0","22","","","1","0.2","0","1009803","","1009803083",""
"漫畫。","103","","","0","","1009803087","1009803","","1009803084",""
"繪本。","103","","","0","","1009803111","1009803","","1009803085",""
"小說。","103","","","0","","1009803135","1009803","","1009803086",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803087","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803088","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803089","0.2"
"0.1","93","","","","","0","1009803","","1009803090",""
"100411","2","","0.33","-220","","-100","1009803","2","1009803091","0.2"
"103611","2","","0.33","-235","","200","1009803","2","1009803092","0.2"
"102011","2","","0.33","-250","","-270","1009803","2","1009803093","0.2"
"0.7","93","","","","","0","1009803","","1009803094",""
"100411","3","","lsv_surprise3_kira_loop","0","0","lsv_surprise3_kira","1009803","1","1009803095","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0327","1009803","","1009803096",""
"100411","11","0","1","10","0","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","1009803","1","1009803097","0"
"0","91","","","","","","1009803","","1009803098",""
"100411","3","","","1","0.2","lsv_idle_joy_dere","1009803","","1009803099",""
"102011","3","","lsv_talk_guts2_joy2_loop","0","0","lsv_talk_guts2_joy2","1009803","1","1009803100","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0328","1009803","","1009803101",""
"102011","11","0","1","10","0","美美也想看～！","1009803","1","1009803102","0"
"0","91","","","","","","1009803","","1009803103",""
"102011","3","","","1","0.2","lsv_idle_guts2_joy2","1009803","","1009803104",""
"103611","3","","","1","0.2","lsv_talk_joy3_shy","1009803","","1009803105",""
"vo_lsv","21","","0","0","","vo_lsv_0329","1009803","","1009803106",""
"103611","11","0","1","10","0","大家都……\n……那個，我也可以一起看嗎？","1009803","1","1009803107","0"
"0","91","","","","","","1009803","","1009803108",""
"103611","3","","","1","0.2","lsv_idle_joy_shy","1009803","","1009803109",""
"1009803161","101","","","","","","1009803","","1009803110",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803111","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803112","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803113","0.2"
"0.1","93","","","","","0","1009803","","1009803114",""
"100411","2","","0.33","-220","","-100","1009803","2","1009803115","0.2"
"103611","2","","0.33","-235","","200","1009803","2","1009803116","0.2"
"102011","2","","0.33","-250","","-270","1009803","2","1009803117","0.2"
"0.7","93","","","","","0","1009803","","1009803118",""
"102011","3","","","1","0.2","lsv_talk_joy3_blink","1009803","","1009803119",""
"vo_lsv","21","","0","0","","vo_lsv_0330","1009803","","1009803120",""
"102011","11","0","1","10","0","哇，繪本？\n是美美也看過的\n故事嗎～？","1009803","1","1009803121","0"
"0","91","","","","","","1009803","","1009803122",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009803","","1009803123",""
"103611","3","","lsv_talk_doya_loop","0","0","lsv_talk_doya","1009803","1","1009803124","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0331","1009803","","1009803125",""
"103611","11","0","1","10","0","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","1009803","1","1009803126","0"
"0","91","","","","","","1009803","","1009803127",""
"103611","3","","","1","0.2","lsv_idle_doya","1009803","","1009803128",""
"100411","3","","lsv_talk_guts2_loop","0","0","lsv_talk_guts2","1009803","1","1009803129","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0332","1009803","","1009803130",""
"100411","11","0","1","10","0","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","1009803","1","1009803131","0"
"0","91","","","","","","1009803","","1009803132",""
"100411","3","","","1","0.2","lsv_idle_normal","1009803","","1009803133",""
"1009803161","101","","","","","","1009803","","1009803134",""
"100411","3","","lsv_idle_normal_worry","0","0","lsv_choice","1009803","1","1009803135","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009803","1","1009803136","0.2"
"102011","3","","lsv_idle_normal_joyR","0","0","lsv_choice","1009803","1","1009803137","0.2"
"0.1","93","","","","","0","1009803","","1009803138",""
"100411","2","","0.33","-220","","-100","1009803","2","1009803139","0.2"
"103611","2","","0.33","-235","","200","1009803","2","1009803140","0.2"
"102011","2","","0.33","-250","","-270","1009803","2","1009803141","0.2"
"0.7","93","","","","","0","1009803","","1009803142",""
"103611","3","","lsv_talk_doya_loop","0","0","lsv_talk_doya","1009803","1","1009803143","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0333","1009803","","1009803144",""
"103611","11","0","1","10","0","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","1009803","1","1009803145","0"
"0","91","","","","","","1009803","","1009803146",""
"103611","3","","","1","0.2","lsv_idle_surprise","1009803","","1009803147",""
"102011","3","","","1","0.2","lsv_idle_surprise","1009803","","1009803148",""
"100411","3","","","1","0.2","lsv_talk_tsun_guru","1009803","","1009803149",""
"vo_lsv","21","","0","0","","vo_lsv_0334","1009803","","1009803150",""
"100411","11","0","1","10","0","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","1009803","1","1009803151","0"
"0","91","","","","","","1009803","","1009803152",""
"100411","3","","lsv_gaku_loop","0","0.2","lsv_gaku","1009803","1","1009803153","0.2"
"103611","3","","","1","0.2","lsv_idle_bitter_sad","1009803","","1009803154",""
"102011","3","","","1","0.2","lsv_talk_surprise2","1009803","","1009803155",""
"vo_lsv","21","","0","0","","vo_lsv_0335","1009803","","1009803156",""
"102011","11","0","1","10","0","禊、禊～！\n振作一點～！","1009803","1","1009803157","0"
"0","91","","","","","","1009803","","1009803158",""
"102011","3","","","1","0.2","lsv_idle_sad","1009803","","1009803159",""
"1009803161","101","","","","","","1009803","","1009803160",""
"0","91","","","","","","1009803","","1009803161",""
"","102","","","","","","1009803","","1009803162",""
"0","22","","","","","0.2","1009803","","1009803163",""
"0.2","93","","","","","","1009803","","1009803164",""
"103611","12","0","0","1","0","1","1009803","0","1009803165","0"
"103611","3","","","1","0.2","lsv_talk_tsun_shy","1009803","","1009803166",""
"3","93","","","","","0","1009803","","1009803167",""
"103611","3","","","1","0.2","lsv_idle_normal_bitter","1009803","","1009803168",""
"100411","12","0","0","1","0","4","1009803","0","1009803169","0"
"100411","3","","lsv_surprise3_surprise_loop","0","0","lsv_surprise3_surprise","1009803","1","1009803170","0.2"
"3","93","","","","","0","1009803","","1009803171",""
"100411","3","","","1","0.2","lsv_idle_sad_normal","1009803","","1009803172",""
"102011","12","0","0","1","0","10","1009803","0","1009803173","0"
"102011","3","","","1","0.2","lsv_talk_joy3_blink","1009803","","1009803174",""
"3","93","","","","","0","1009803","","1009803175",""
"102011","3","","","1","0.2","lsv_idle_joy","1009803","","1009803176",""
"1009803165","101","","","","","","1009803","","1009803177",""
"333","6","","1","1","1","1","1009803","0","1009803178","0"
"100411","4","","","","","1","1009803","","1009803179",""
"100411","3","","","1","0.2","lsv_run","1009803","","1009803180",""
"100411","2","","0.8","-220","","-750","1009803","0","1009803181",""
"103611","4","","","","","0","1009803","","1009803182",""
"103611","3","","","1","0.2","lsv_run","1009803","","1009803183",""
"103611","2","","0.8","-235","","750","1009803","0","1009803184",""
"102011","4","","","","","1","1009803","","1009803185",""
"102011","3","","","1","0.2","lsv_run","1009803","","1009803186",""
"102011","2","","0.8","-250","","-850","1009803","0","1009803187",""
"0.6","93","","","","","","1009803","","1009803188",""
"100411","6","","1","1","0.2","1","1009803","0","1009803189","0"
"103611","6","","1","1","0.2","1","1009803","0","1009803190","0"
"102011","6","","1","1","0.2","1","1009803","0","1009803191","0"
"0","91","","","","","","1009803","","1009803192",""
"1","1","lsv_idle_normal","-200","102","1.95","102011","1009804","-495","1009804001","0"
"1","1","lsv_idle_normal","100","100","1.95","103611","1009804","-480","1009804002","1"
"1","1","lsv_idle_normal","270","101","1.95","100411","1009804","-510","1009804003","1"
"1","5","lsv_white_loop","0","0","1","333","1009804","0","1009804004","0"
"333","6","","1","1","0","1","1009804","0","1009804005","0"
"102011","6","","1","1","0","1","1009804","0","1009804006","0"
"103611","6","","1","1","0","1","1009804","0","1009804007","0"
"100411","6","","1","1","0","1","1009804","0","1009804008","0"
"1","93","","","","","0","1009804","","1009804009",""
"333","6","","1","1","0.8","1","1009804","0.4","1009804010","0"
"102011","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009804","1","1009804011","0.2"
"103611","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009804","1","1009804012","0.2"
"100411","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009804","1","1009804013","0.2"
"0.3","93","","","","","","1009804","","1009804014",""
"102011","2","","0.75","-235","","-200","1009804","0","1009804015",""
"103611","2","","0.75","-220","","100","1009804","0","1009804016",""
"100411","2","","0.75","-250","","270","1009804","0","1009804017",""
"102011","6","","1","1","0.4","1","1009804","1","1009804018","0"
"103611","6","","1","1","0.4","1","1009804","1","1009804019","0"
"100411","6","","1","1","0.4","1","1009804","1","1009804020","0"
"102011","12","","0","0.2","0","6","1009804","","1009804021","0"
"103611","12","","0","0.2","0","6","1009804","","1009804022","0"
"100411","12","","0","0.2","0","6","1009804","","1009804023","0"
"1.2","93","","","","","0","1009804","","1009804024",""
"100411","3","","lsv_talk_cool_normal2_loop","0","0","lsv_talk_cool_normal2","1009804","1","1009804025","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0421","1009804","","1009804026",""
"100411","11","0","1","10","0","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","1009804","1","1009804027","0"
"0","91","","","","","","1009804","","1009804028",""
"100411","3","","","1","0.2","lsv_idle_cool","1009804","","1009804029",""
"102011","3","","","1","0.2","lsv_talk_wish_joy","1009804","","1009804030",""
"vo_lsv","21","","0","0","","vo_lsv_0422","1009804","","1009804031",""
"102011","11","0","1","10","0","禊做的存錢筒\n很帥氣呢～♪","1009804","1","1009804032","0"
"0","91","","","","","","1009804","","1009804033",""
"102011","3","","","1","0.2","lsv_idle_wish_joy","1009804","","1009804034",""
"103611","3","","","1","0.2","lsv_talk_thinking","1009804","","1009804035",""
"vo_lsv","21","","0","0","","vo_lsv_0423","1009804","","1009804036",""
"103611","11","0","1","10","0","我煩惱了一下……\n因為想展現出\n知識與知性……","1009804","1","1009804037","0"
"0","91","","","","","","1009804","","1009804038",""
"103611","3","","","1","0.2","lsv_idle_normal","1009804","","1009804039",""
"100411","3","","lsv_talk_arm_crossed_loop2","0","0","lsv_talk_arm_crossed2","1009804","1","1009804040","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0424","1009804","","1009804041",""
"100411","11","0","1","10","0","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","1009804","1","1009804042","0"
"0","91","","","","","","1009804","","1009804043",""
"100411","3","","","1","0.2","lsv_idle_arm_crossed","1009804","","1009804044",""
"102011","3","","","1","0.2","lsv_look_talk_sad","1009804","","1009804045",""
"vo_lsv","21","","0","0","","vo_lsv_0425","1009804","","1009804046",""
"102011","11","0","1","10","0","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","1009804","1","1009804047","0"
"0","91","","","","","","1009804","","1009804048",""
"102011","3","","","1","0.2","lsv_look_idle_sad","1009804","","1009804049",""
"103611","3","","","1","0.2","lsv_look_idle_normal","1009804","","1009804050",""
"100411","3","","","1","0.2","lsv_talk_joy3_blink","1009804","","1009804051",""
"vo_lsv","21","","0","0","","vo_lsv_0426","1009804","","1009804052",""
"100411","11","0","1","10","0","對耶！\n哥哥\n想做什麼呢？","1009804","1","1009804053","0"
"0","91","","","","","","1009804","","1009804054",""
"100411","3","","","1","0.2","lsv_idle_joy","1009804","","1009804055",""
