4aa9a67a28f8e012c7b8cc38f791a752cf0f96dae33b455d0632ba7664511093,5f66171b5f44a8cbbbd8d249d32fc858f6b347f3511042dc7441f50b94dee83a,9441ba3e824a02afe3467ed415b9f4e1fe59747c6f6d9e528c7ff1c008eb84e7,fb762ba1de2bc179f1a145fbf547da9dd2f17630d27a4617e61ae4dc1b3569f6,2ccc726e34e3ac24419471d33f07e226df867d2e83732e1d34056c8d96499f2f,5ce8d0af4bb700ad3e306e3b53f383f899f46b8b3c76498fe0e055630e5090ea,24a3c737f10462cb549aa0c012e6ac4a55d55bcd2d76f2eba9b2f2295944f4f9
"0:00","1:51","467","bgm_MC308A_juke","Labyrinth -reboot　重合的黎明指引","故事劇情主題曲\n-「It's My Turn！」編曲-\n\n時間 / 01:51\n作曲 / 小野寺祐輔（Arte Refact）\n編曲 / 中町友洋","bgm_MC308A"
"0:51","1:29","468","bgm_MC326","It's My Turn！","角色歌曲\n\n時間 / 01:29\n歌　 / 靜流（生天目仁美）\n　　　璃乃（阿澄佳奈）\n作詞 / 藤村鼓乃美（Arte Refact）\n作曲 / 小野寺祐輔（Arte Refact）\n編曲 / 傳田有矢（Arte Refact）","bgm_MC326"
"0:00","2:33","469","bgm_MC276_juke","黎薩（貪婪）","角色主題曲\n-「三魔姬屬」編曲-\n\n時間 / 02:33\n作曲 / Enarak（Cygames）\n編曲 / 中町友洋","bgm_MC276"
"0:00","1:51","470","bgm_MC277B_juke","芙蕾雅（憤怒）","角色主題曲\n-「芙蕾雅」編曲-\n\n時間 / 01:51\n作曲 / IM.Lab\n編曲 / 岡本優一（Cygames）","bgm_MC277B"
"0:00","2:12","471","bgm_MC316_juke","Grand Cru Royal　請享用！心意滿滿全席饗宴","故事劇情主題曲\n-「Delicious Future」「踏上旅程」編曲-\n\n時間 / 02:12\n作曲 / 市橋卓也（Cygames）、本田晃弘（Cygames）\n編曲 / 西村真吾","bgm_MC316"
"0:00","1:01","472","bgm_MC295A_juke","色慾之龍‧奴隸","故事劇情Boss戰\n-「新天地的強敵」編曲-\n\n時間 / 01:01\n作曲 / 東大路憲太\n編曲 / 田山里奈","bgm_MC295A"
"0:00","1:52","473","bgm_MC320_juke","六凶‧獄蜂梅莉莎","故事劇情Boss戰\n\n時間 / 01:52\n作曲 / 小出大和（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC320"
"0:55","1:37","474","bgm_MC327","Delicious Future","角色歌曲\n\n時間 / 01:37\n歌　 / 貪吃佩可（M・A・O）\n　　　萊拉耶爾（河瀬茉希）\n　　　涅妃‧涅羅（大久保瑠美）\n　　　薇歐莉特（長縄まりあ）\n作詞 / 岩井彩夏（Cygames）\n作曲 / 市橋卓也（Cygames）\n編曲 / 市橋卓也（Cygames）","bgm_MC327"
"0:00","2:18","475","bgm_MC317A_juke","裳福奔騰快閃小餐館","故事劇情迷你內容\n-｢Delicious Future｣編曲-\n\n時間 / 02:18\n作曲 / 市橋卓也（Cygames）\n編曲 / 吉川美矩","bgm_MC317A"
"1:02","1:46","478","bgm_MC350","最特別的Dear My Friends！","角色歌曲\n\n時間 / 01:46\n演唱　 / 貪吃佩可（M・A・O）\n作詞 / 高尾奏之介（F.M.F）\n作曲 / 高尾奏之介（F.M.F）\n編曲 / 高尾奏之介（F.M.F）","bgm_MC350"
"0:12","4:15","479","bgm_MC312B_Full_juke","貪吃佩可（阿斯特賴亞）","角色主題曲\n-「Connecting Happy!!」編曲-\n\n時間 / 04:15\n作曲 / 高尾奏之介(F.M.F)\n編曲 / 守谷勇人","bgm_MC312B"
"0:00","2:32","480","bgm_MC315A_juke","貪吃佩可的特級境地","角色主題曲\n-「Delicious Future」「踏上旅程」編曲-\n\n時間 / 02:32\n作曲 / 市橋卓也（Cygames）、本田晃弘（Cygames）\n編曲 / 中町友洋","bgm_MC315A"
"0:00","2:34","481","bgm_MC315B_juke","萊拉耶爾的特級境地","角色主題曲\n-「Delicious Future」\n「萬花綻放的新天地」編曲-\n\n時間 / 02:34\n作曲 / 市橋卓也（Cygames）、佐藤遙（Cygames）\n編曲 / 中町友洋","bgm_MC315B"
"0:00","2:37","482","bgm_MC315C_juke","涅妃‧涅羅的特級境地","角色主題曲\n-「Delicious Future」\n「業火燃燒的密林」編曲-\n\n時間 / 02:37\n作曲 / 市橋卓也（Cygames）、IM.Lab\n編曲 / 中町友洋","bgm_MC315C"
"0:00","2:33","483","bgm_MC315D_juke","薇歐莉特的特級境地","角色主題曲\n-「Delicious Future」\n「寂靜的永凍冥界」編曲-\n\n時間 / 02:33\n作曲 / 市橋卓也（Cygames）、東大路憲太\n編曲 / 中町友洋","bgm_MC315D"
"0:00","1:02","484","bgm_MC337_juke","爆熱！蜜桃碰撞淘汰賽　若菜＆栞的HIP＆SPLASH","故事劇情主題曲\n-「Shake Your Peach♡」編曲-\n\n時間 / 01:02\n作曲 / YUU for YOU、常楽寺澪\n編曲 / 岡本優一（Cygames）","bgm_MC337"
"0:50","1:20","485","bgm_MC328","Shake Your Peach♡","角色歌曲\n\n時間 / 01:20\n演唱　 / 若菜（石見舞菜香）\n　　　栞（小清水亜美）\n作詞 / 常楽寺澪\n作曲 / YUU for YOU、常楽寺澪\n編曲 / YUU for YOU","bgm_MC328"
"0:00","1:27","486","bgm_MC241_juke","開啟黎明之門吧","黎明界迷宮\n-「迷宮女王」編曲-\n\n時間 / 01:27\n作曲 / 白井友規（Cygames）、岡本優一（Cygames）\n　　　小半大\n編曲 / 小半大","bgm_MC241"
"0:00","2:27","487","bgm_MC242_juke","萬象翻湧的迷宮迴廊","黎明界迷宮\n-「迷宮女王」編曲-\n\n時間 / 02:27\n作曲 / 白井友規（Cygames）、岡本優一（Cygames）\n　　　小出大和（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC242"
"0:00","2:05","488","bgm_MC243_juke","萬流歸一的終點","黎明界迷宮\n-「迷宮女王」編曲-\n\n時間 / 02:05\n作曲 / 白井友規（Cygames）、岡本優一（Cygames）\n　　　守谷勇人\n編曲 / 守谷勇人","bgm_MC243"
"1:00","1:50","489","bgm_MC348","Precious Journey（美食殿堂ver.）","角色歌曲\n\n時間 / 01:50\n演唱　 / 貪吃佩可（M・A・O）\n　　　可可蘿（伊藤美来）\n　　　凱留（立花理香）\n　　　雪菲（近藤玲奈）\n作詞 / マイクスギヤマ\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_MC348"
"1:00","1:55","490","bgm_MC349","Connecting Happy!!（4人ver.）","角色歌曲\n\n時間 / 01:55\n演唱　 / 貪吃佩可（M・A・O）\n　　　可可蘿（伊藤美来）\n　　　凱留（立花理香）\n　　　雪菲（近藤玲奈）\n作詞 / 畑亜貴\n作曲 / 高尾奏之介（F‧M‧F）\n編曲 / 奈良悠樹（F‧M‧F）","bgm_MC349"
"0:00","1:18","491","bgm_MC342A_juke","VILLAINESS　避開吧！鏡華的變疑分子毀滅結局","故事劇情主題曲\n-｢See-Through｣編曲-\n\n時間 / 01:18\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 岡本優一（Cygames）","bgm_MC342A"
"0:52","1:29","492","bgm_MC329","See-Through","角色歌曲\n\n時間 / 01:29\n演唱　 / 格蕾斯（富田美憂）\n作詞 / Cocoro.（Dream Monster）\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 椿山日南子（Dream Monster）","bgm_MC329"
"0:00","1:25","493","bgm_MC313B_juke","霸瞳天星","角色主題曲\n-「Absolute Secret」編曲-\n\n時間 / 01:25\n作曲 / 馬淵直純\n編曲 / 田山里奈","bgm_MC313B"
