524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"vo_wac_220224","0","","1012","","","","0","21","vo_wac_220224_001","1012011"
"100711","10","0.5","1012","1","0","0","1","11","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","1012012"
"0","","","1012","","","","","91","","1012013"
"vo_wac_220224","0","","1012","","","","0","21","vo_wac_220224_002","1012014"
"100711","10","0.5","1012","1","0","0","1","11","快把真正的布丁\n交出來的～！！","1012015"
"0","","","1012","","","","","91","","1012016"
"0","","","1012","","","","","22","0","1012017"
"100711","1","","1013","","0.2","","","3","wac_idle_smile","1013001"
"111","1","","1013","","0.2","","","3","wac_no_items","1013002"
"100711","-340","","1013","","","","0","2","200","1013003"
"111","-340","","1013","","","","0","2","200","1013004"
"1","","","1013","","","","","32","0","1013005"
"2","","","1013","","","","","32","1","1013006"
"11","","","1013","","","","","32","0","1013007"
"0","","","1013","","","","","91","","1013008"
"1","202","wac_default_11","1111","-212.75","2","0","-108","1","105311","1111001"
"1","201","wac_default_11","1111","-212.75","2","0","-108","5","111","1111002"
"1","0","","1111","1","1","","0","31","1","1111003"
"2","0","","1111","1","0","","0","31","2","1111004"
"11","0","","1111","1","0","","0","31","11","1111005"
"105311","0","","1111","","0.2","","","3","wac_paint_11","1111006"
"111","0","","1111","","0.2","","","3","wac_paint_11","1111007"
"0.3","","","1111","","","","","93","0","1111008"
"11","","wac_default_11","1111","","","","","32","1","1111009"
"se_10035700","0","","1111","0","0.2","","","23","se_10035700_roller","1111010"
"1","","","1111","","","","","131","","1111011"
"105311","0","","1112","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","1112001"
"111","1","","1112","","0.2","","","3","wac_no_items","1112002"
"105311","-340","","1112","","","","0","2","200","1112003"
"111","-340","","1112","","","","0","2","200","1112004"
"1","","","1112","","","","","32","0","1112005"
"2","","","1112","","","","","32","1","1112006"
"11","","","1112","","","","","32","0","1112007"
"vo_wac_220225","0","","1112","","","","0","21","vo_wac_220225_000","1112008"
"105311","10","0.5","1112","1","0","0","1","11","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","1112009"
"0","","","1112","","","","","91","","1112010"
"vo_wac_220225","0","","1112","","","","0","21","vo_wac_220225_001","1112011"
"105311","10","0.5","1112","1","0","0","1","11","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","1112012"
"0","","","1112","","","","","91","","1112013"
"0","","","1112","","","","","22","0","1112014"
"105311","1","","1113","","0.2","","","3","wac_idle_doya","1113001"
"111","1","","1113","","0.2","","","3","wac_no_items","1113002"
"105311","-340","","1113","","","","0","2","200","1113003"
"111","-340","","1113","","","","0","2","200","1113004"
"1","","","1113","","","","","32","0","1113005"
"2","","","1113","","","","","32","1","1113006"
"11","","","1113","","","","","32","0","1113007"
"0","","","1113","","","","","91","","1113008"
"1","202","wac_default_01","1211","-175","2","0","-108","1","100811","1211001"
"1","201","wac_default_02","1211","-175","2","0","-108","5","111","1211002"
"4","0","","1211","1","1","","0","31","4","1211003"
"2","0","","1211","1","0","","0","31","2","1211004"
"12","0","","1211","1","0","","0","31","12","1211005"
"100811","0","","1211","","0.2","","","3","wac_paint_01","1211006"
"111","0","","1211","","0.2","","","3","wac_paint_02","1211007"
"12","","wac_default_11","1211","","","","","32","1","1211008"
"se_10035700","0","","1211","0","0.2","","","23","se_10035700_brush","1211009"
"1","","","1211","","","","","131","","1211010"
"100811","0","","1212","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","1212001"
"111","1","","1212","","0.2","","","3","wac_no_items","1212002"
"100811","-340","","1212","","","","0","2","200","1212003"
"111","-340","","1212","","","","0","2","200","1212004"
"4","","","1212","","","","","32","0","1212005"
"2","","","1212","","","","","32","1","1212006"
"12","","","1212","","","","","32","0","1212007"
"vo_wac_220226","0","","1212","","","","0","21","vo_wac_220226_000","1212008"
"100811","10","0.5","1212","1","0","0","1","11","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","1212009"
"0","","","1212","","","","","91","","1212010"
"vo_wac_220226","0","","1212","","","","0","21","vo_wac_220226_001","1212011"
"100811","10","0.5","1212","1","0","0","1","11","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","1212012"
"0","","","1212","","","","","91","","1212013"
"0","","","1212","","","","","22","0","1212014"
"100811","1","","1213","","0.2","","","3","wac_idle_wish","1213001"
"111","1","","1213","","0.2","","","3","wac_no_items","1213002"
"100811","-340","","1213","","","","0","2","200","1213003"
"111","-340","","1213","","","","0","2","200","1213004"
"4","","","1213","","","","","32","0","1213005"
"2","","","1213","","","","","32","1","1213006"
"12","","","1213","","","","","32","0","1213007"
"0","","","1213","","","","","91","","1213008"
"1","202","wac_default_01","1311","-175","2","0","-108","1","104511","1311001"
"1","201","wac_default_02","1311","-175","2","0","-108","5","111","1311002"
"4","0","","1311","1","1","","0","31","4","1311003"
"2","0","","1311","1","0","","0","31","2","1311004"
"12","0","","1311","1","0","","0","31","12","1311005"
"104511","0","","1311","","0.2","","","3","wac_paint_01","1311006"
"111","0","","1311","","0.2","","","3","wac_paint_02","1311007"
"12","","wac_default_11","1311","","","","","32","1","1311008"
"se_10035700","0","","1311","0","0.2","","","23","se_10035700_brush","1311009"
"1","","","1311","","","","","131","","1311010"
"104511","0","","1312","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","1312001"
"111","1","","1312","","0.2","","","3","wac_no_items","1312002"
"104511","-340","","1312","","","","0","2","200","1312003"
"111","-340","","1312","","","","0","2","200","1312004"
"4","","","1312","","","","","32","0","1312005"
"2","","","1312","","","","","32","1","1312006"
"12","","","1312","","","","","32","0","1312007"
"vo_wac_220227","0","","1312","","","","0","21","vo_wac_220227_000","1312008"
"104511","10","0.5","1312","1","0","0","1","11","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","1312009"
"0","","","1312","","","","","91","","1312010"
"vo_wac_220227","0","","1312","","","","0","21","vo_wac_220227_001","1312011"
"104511","10","0.5","1312","1","0","0","1","11","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","1312012"
"0","","","1312","","","","","91","","1312013"
"0","","","1312","","","","","22","0","1312014"
"104511","1","","1313","","0.2","","","3","wac_idle_smile","1313001"
"111","1","","1313","","0.2","","","3","wac_no_items","1313002"
"104511","-340","","1313","","","","0","2","200","1313003"
"111","-340","","1313","","","","0","2","200","1313004"
"4","","","1313","","","","","32","0","1313005"
"2","","","1313","","","","","32","1","1313006"
"12","","","1313","","","","","32","0","1313007"
"0","","","1313","","","","","91","","1313008"
"1","202","wac_default_11","1411","-175","2","0","-108","1","103011","1411001"
"1","201","wac_default_12","1411","-175","2","0","-108","5","111","1411002"
"4","0","","1411","1","1","","0","31","4","1411003"
"2","0","","1411","1","0","","0","31","2","1411004"
"12","0","","1411","1","0","","0","31","12","1411005"
"103011","0","","1411","","0.2","","","3","wac_paint_11","1411006"
"111","0","","1411","","0.2","","","3","wac_paint_12","1411007"
"0.3","","","1411","","","","","93","0","1411008"
"12","","wac_default_11","1411","","","","","32","1","1411009"
"se_10035700","0","","1411","0","0.2","","","23","se_10035700_roller","1411010"
"1","","","1411","","","","","131","","1411011"
"103011","0","","1412","1","0.2","","wac_talk_kyapi_loop","3","wac_talk_kyapi_in","1412001"
"111","1","","1412","","0.2","","","3","wac_no_items","1412002"
"103011","-340","","1412","","","","0","2","200","1412003"
"111","-340","","1412","","","","0","2","200","1412004"
"4","","","1412","","","","","32","0","1412005"
"2","","","1412","","","","","32","1","1412006"
"12","","","1412","","","","","32","0","1412007"
"vo_wac_220228","0","","1412","","","","0","21","vo_wac_220228_000","1412008"
"103011","10","0.5","1412","1","0","0","1","11","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","1412009"
"0","","","1412","","","","","91","","1412010"
"vo_wac_220228","0","","1412","","","","0","21","vo_wac_220228_001","1412011"
"103011","10","0.5","1412","1","0","0","1","11","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","1412012"
"0","","","1412","","","","","91","","1412013"
"0","","","1412","","","","","22","0","1412014"
"103011","1","","1413","","0.2","","","3","wac_idle_kyapi","1413001"
"111","1","","1413","","0.2","","","3","wac_no_items","1413002"
"103011","-340","","1413","","","","0","2","200","1413003"
"111","-340","","1413","","","","0","2","200","1413004"
"4","","","1413","","","","","32","0","1413005"
"2","","","1413","","","","","32","1","1413006"
"12","","","1413","","","","","32","0","1413007"
"0","","","1413","","","","","91","","1413008"
"1","202","wac_default_11","1511","-212.75","2","0","-108","1","102911","1511001"
"1","201","wac_default_11","1511","-212.75","2","0","-108","5","111","1511002"
"1","0","","1511","1","1","","0","31","1","1511003"
"2","0","","1511","1","0","","0","31","2","1511004"
"11","0","","1511","1","0","","0","31","11","1511005"
"102911","0","","1511","0","0.2","","","3","wac_paint_11","1511006"
"111","0","","1511","0","0.2","","","3","wac_paint_11","1511007"
"0.3","","","1511","","","","","93","0","1511008"
"11","","","1511","","","","","32","1","1511009"
"se_10035700","0","","1511","","","","","23","se_10035700_roller","1511010"
"1","","","1511","","","","","131","","1511011"
"102911","0","","1512","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","1512001"
"111","1","","1512","","0.2","","","3","wac_no_items","1512002"
"102911","-340","","1512","","","","0","2","200","1512003"
"111","-340","","1512","","","","0","2","200","1512004"
"1","","","1512","","","","","32","0","1512005"
"2","","","1512","","","","","32","1","1512006"
"11","","","1512","","","","","32","0","1512007"
"vo_wac_220301","0","","1512","","","","0","21","vo_wac_220301_000","1512008"
"102911","10","0.5","1512","1","0","0","1","11","啊，糟糕了～！\n不小心簽上自己的名字了♪","1512009"
"0","","","1512","","","","","91","","1512010"
"vo_wac_220301","0","","1512","","","","0","21","vo_wac_220301_001","1512011"
"102911","10","0.5","1512","1","0","0","1","11","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","1512012"
"0","","","1512","","","","","91","","1512013"
"0","","","1512","","","","","22","0","1512014"
"102911","1","","1513","","0.2","","","3","wac_idle_smile","1513001"
"111","1","","1513","","0.2","","","3","wac_no_items","1513002"
"102911","-340","","1513","","","","0","2","200","1513003"
"111","-340","","1513","","","","0","2","200","1513004"
"1","","","1513","","","","","32","0","1513005"
"2","","","1513","","","","","32","1","1513006"
"11","","","1513","","","","","32","0","1513007"
"0","","","1513","","","","","91","","1513008"
"1","202","wac_default_01","1611","-212.75","2","0","-108","1","104211","1611001"
"1","201","wac_default_02","1611","-212.75","2","0","-108","5","111","1611002"
"1","0","","1611","1","1","","0","31","1","1611003"
"2","0","","1611","1","0","","0","31","2","1611004"
"11","0","","1611","1","0","","0","31","11","1611005"
"104211","0","","1611","0","0.2","","","3","wac_paint_01","1611006"
"111","0","","1611","0","0.2","","","3","wac_paint_02","1611007"
"0","","","1611","","","","","93","0","1611008"
"11","","","1611","","","","","32","1","1611009"
"se_10035700","0","","1611","","","","","23","se_10035700_brush","1611010"
"1","","","1611","","","","","131","","1611011"
"104211","0","","1612","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","1612001"
"111","1","","1612","","0.2","","","3","wac_no_items","1612002"
"104211","-340","","1612","","","","0","2","200","1612003"
"111","-340","","1612","","","","0","2","200","1612004"
"1","","","1612","","","","","32","0","1612005"
"2","","","1612","","","","","32","1","1612006"
"11","","","1612","","","","","32","0","1612007"
"vo_wac_220302","0","","1612","","","","0","21","vo_wac_220302_000","1612008"
"104211","10","0.5","1612","1","0","0","1","11","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","1612009"
"0","","","1612","","","","","91","","1612010"
"vo_wac_220302","0","","1612","","","","0","21","vo_wac_220302_001","1612011"
"104211","10","0.5","1612","1","0","0","1","11","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","1612012"
"0","","","1612","","","","","91","","1612013"
"0","","","1612","","","","","22","0","1612014"
"104211","1","","1613","","0.2","","","3","wac_idle_wish","1613001"
"111","1","","1613","","0.2","","","3","wac_no_items","1613002"
"104211","-340","","1613","","","","0","2","200","1613003"
"111","-340","","1613","","","","0","2","200","1613004"
"1","","","1613","","","","","32","0","1613005"
"2","","","1613","","","","","32","1","1613006"
"11","","","1613","","","","","32","0","1613007"
"0","","","1613","","","","","91","","1613008"
"1","202","wac_default_11","1711","-212.75","2","0","-108","1","105411","1711001"
"1","201","wac_default_13","1711","-212.75","2","0","-108","5","111","1711002"
"1","0","","1711","1","1","","0","31","1","1711003"
"2","0","","1711","1","0","","0","31","2","1711004"
"11","0","","1711","1","0","","0","31","11","1711005"
"105411","0","","1711","0","0.2","","","3","wac_paint_11","1711006"
"111","0","","1711","0","0.2","","","3","wac_paint_13","1711007"
"0.3","","","1711","","","","","93","0","1711008"
"11","","","1711","","","","","32","1","1711009"
"se_10035700","0","","1711","","","","","23","se_10035700_roller","1711010"
"1","","","1711","","","","","131","","1711011"
"105411","0","","1712","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","1712001"
"111","1","","1712","","0.2","","","3","wac_no_items","1712002"
"105411","-340","","1712","","","","0","2","200","1712003"
"111","-340","","1712","","","","0","2","200","1712004"
"1","","","1712","","","","","32","0","1712005"
"2","","","1712","","","","","32","1","1712006"
"11","","","1712","","","","","32","0","1712007"
"vo_wac_220303","0","","1712","","","","0","21","vo_wac_220303_000","1712008"
"105411","10","0.5","1712","1","0","0","1","11","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","1712009"
