c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"0","0.2","","0.2","6214032","106731","wac_birthday_wish_05","1","wac_birthday_blowout_01","6214","3"
"-330","","","","6214033","106731","0.01","","-200","6214","2"
"1","0.2","","","6214034","106611","","","wac_birthday_idle_doya","6214","3"
"-320","","","","6214035","106611","0.01","","180","6214","2"
"1","0.2","","","6214036","106511","","","wac_birthday_idle_normal","6214","3"
"-340","","","","6214037","106511","0.01","","320","6214","2"
"","","","","6214038","0","","","","6214","93"
"","","","","6214039","800","","","1","6214","32"
"","","","","6214040","0.7","","","","6214","93"
"","","","","6214041","702","","","1","6214","32"
"","","","","6214042","0.5","","","","6214","93"
"0","","","","6214043","se_common","","","se_sys_login_birthday_blow_candle","6214","23"
"","","","","6214044","701","","","0","6214","32"
"","","","","6214045","0.4","","","","6214","93"
"0","","","","6214046","se_common","","","se_sys_login_birthday_cracker","6214","23"
"","","","","6214047","700","","","1","6214","32"
"0","","","","6214048","se_common","","","se_sys_login_birthday_calendar_applause","6214","23"
"0","0.2","","0.2","6214049","106611","wac_birthday_idle_doya","1","wac_birthday_clap","6214","3"
"","","","","6214050","0.1","","","","6214","93"
"0","0.2","","0.2","6214051","106511","wac_birthday_idle_normal","1","wac_birthday_clap","6214","3"
"","","","","6214052","2","","","","6214","93"
"","","","","6214053","1","","","","6214","131"
"0","","","","6214054","vo_wac_06214","0","","vo_wac_06214_000","6214","21"
"10","0","0.5","0","6214055","106731","1","1","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","6214","11"
"","","","","6214056","0","","","","6214","91"
"1","0.2","","","6214057","106731","","","wac_birthday_idle_wish","6214","3"
"1","0.2","","","6214058","106611","","","wac_birthday_talk_anger","6214","3"
"0","","","","6214059","vo_wac_06214","0","","vo_wac_06214_001","6214","21"
"10","0","0.5","0","6214060","106611","1","1","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","6214","11"
"","","","","6214061","0","","","","6214","91"
"1","0.2","","","6214062","106611","","","wac_birthday_idle_normal","6214","3"
"1","0.2","","","6214063","106731","","","wac_birthday_talk_wish","6214","3"
"0","","","","6214064","vo_wac_06214","0","","vo_wac_06214_002","6214","21"
"10","0","0.5","0","6214065","106731","1","1","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","6214","11"
"","","","","6214066","0","","","","6214","91"
"1","0.2","","","6214067","106731","","","wac_birthday_talk_smile","6214","3"
"0","","","","6214068","vo_wac_06214","0","","vo_wac_06214_003","6214","21"
"10","0","0.5","0","6214069","106731","1","1","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","6214","11"
"","","","","6214070","0","","","","6214","91"
"","","","","6214071","0","","","","6214","22"
"","","","","8014001","bgm_M321","","","bgm_M321_2C","8014","25"
"250","2","wac_birthday_idle_normal","0","8014002","1","-1000","-70","104411","8014","1"
"256","2","wac_birthday_shinobu_idle_wish","1","8014003","1","170","-260","103111","8014","1"
"259","2","wac_birthday_idle_smile","1","8014004","1","270","-310","100711","8014","1"
"257","2","wac_birthday_idle_normal","1","8014005","1","400","-270","102211","8014","1"
"258","2","wac_birthday_idle_smile","1","8014006","1","500","-310","100611","8014","1"
"","","","","8014007","104411","","","300","8014","13"
"","","","","8014008","103111","","","300","8014","13"
"0","1","","","8014009","600","0","1","600","8014","31"
"0","0","","","8014010","602","0","1","602","8014","31"
"0","0","","","8014011","603","0","1","603","8014","31"
"30","1","","","8014012","604","60","1","604","8014","31"
"0","1","","","8014013","610","0","1","610","8014","31"
"0","0","","","8014014","700","0","1","700","8014","31"
"0","0","","","8014015","701","0","1","701","8014","31"
"0","0","","","8014016","702","0","1","702","8014","31"
"0","0","","","8014017","800","0","1","800","8014","31"
"30","1","","","8014018","906","60","1","906","8014","31"
"","","","","8014019","1","","","","8014","93"
"0","0.2","","0.2","8014020","100711","wac_birthday_reaction_03","1","wac_birthday_reaction_05","8014","3"
"0","0.2","","0.2","8014021","103111","wac_birthday_shinobu_reaction_01","1","wac_birthday_shinobu_reaction_04","8014","3"
"","","","","8014022","0.1","","","","8014","93"
"0","0.2","","0.2","8014023","102211","wac_birthday_reaction_04","1","wac_birthday_reaction_01","8014","3"
"0","0.2","","0.2","8014024","100611","wac_birthday_reaction_03","1","wac_birthday_reaction_05","8014","3"
"","","","","8014025","0.3","","","","8014","93"
"1","0.2","","","8014026","104411","","","wac_birthday_run_01","8014","3"
"-70","","","","8014027","104411","3","","0","8014","2"
"","","","","8014028","2.5","","","","8014","93"
"","","","","8014029","602","","","1","8014","32"
"","","","","8014030","0.6","","","","8014","93"
"","","","","8014031","600","","","0","8014","32"
"","","","","8014032","610","","","0","8014","32"
"","","","","8014033","604","","","0","8014","32"
"","","","","8014034","701","","","1","8014","32"
"0","","","","8014035","906","0.01","","0","8014","33"
"0","0.2","","0.2","8014036","104411","wac_birthday_wish_02","1","wac_birthday_blowout_01","8014","3"
"-330","","","","8014037","104411","0.01","","-200","8014","2"
"1","0.2","","","8014038","103111","","","wac_birthday_shinobu_idle_wish","8014","3"
"-320","","","","8014039","103111","0.01","","150","8014","2"
"1","0.2","","","8014040","100711","","","wac_birthday_idle_smile","8014","3"
"-360","","","","8014041","100711","0.01","","265","8014","2"
"1","0.2","","","8014042","102211","","","wac_birthday_idle_normal","8014","3"
"-320","","","","8014043","102211","0.01","","400","8014","2"
"1","0.2","","","8014044","100611","","","wac_birthday_idle_smile","8014","3"
"-340","","","","8014045","100611","0.01","","500","8014","2"
"","","","","8014046","0","","","","8014","93"
"","","","","8014047","800","","","1","8014","32"
"","","","","8014048","0.7","","","","8014","93"
"","","","","8014049","702","","","1","8014","32"
"","","","","8014050","0.5","","","","8014","93"
"0","","","","8014051","se_common","","","se_sys_login_birthday_blow_candle","8014","23"
"","","","","8014052","701","","","0","8014","32"
"","","","","8014053","0.4","","","","8014","93"
"0","","","","8014054","se_common","","","se_sys_login_birthday_cracker","8014","23"
"","","","","8014055","700","","","1","8014","32"
"0","","","","8014056","se_common","","","se_sys_login_birthday_calendar_applause","8014","23"
"0","0.2","","0.2","8014057","103111","wac_birthday_shinobu_idle_wish","1","wac_birthday_shinobu_clap_to_wish","8014","3"
"0","0.2","","0.2","8014058","102211","wac_birthday_idle_normal","1","wac_birthday_clap","8014","3"
"","","","","8014059","0.1","","","","8014","93"
"0","0.2","","0.2","8014060","100711","wac_birthday_idle_smile","1","wac_birthday_clap","8014","3"
"","","","","8014061","0.1","","","","8014","93"
"0","0.2","","0.2","8014062","100611","wac_birthday_idle_smile","1","wac_birthday_clap","8014","3"
"","","","","8014063","2","","","","8014","93"
"","","","","8014064","1","","","","8014","131"
"0","","","","8014065","vo_wac_08014","0","","vo_wac_08014_000","8014","21"
"10","0","0.5","0","8014066","104411","1","1","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","8014","11"
"","","","","8014067","0","","","","8014","91"
"1","0.2","","","8014068","104411","","","wac_birthday_idle_normal","8014","3"
"1","0.2","","","8014069","103111","","","wac_birthday_shinobu_talk_wish","8014","3"
"0","","","","8014070","vo_wac_08014","0","","vo_wac_08014_002","8014","21"
"10","0","0.5","0","8014071","103111","1","1","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","8014","11"
"","","","","8014072","0","","","","8014","91"
"1","0.2","","","8014073","103111","","","wac_birthday_shinobu_idle_wish","8014","3"
"1","0.2","","","8014074","104411","","","wac_birthday_talk_doya","8014","3"
"0","","","","8014075","vo_wac_08014","0","","vo_wac_08014_003","8014","21"
"10","0","0.5","0","8014076","104411","1","1","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","8014","11"
"","","","","8014077","0","","","","8014","91"
"1","0.2","","","8014078","104411","","","wac_birthday_talk_smile","8014","3"
"0","","","","8014079","vo_wac_08014","0","","vo_wac_08014_004","8014","21"
"10","0","0.5","0","8014080","104411","1","1","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","8014","11"
"","","","","8014081","0","","","","8014","91"
"","","","","8014082","0","","","","8014","22"
"","","","","8514001","bgm_M321","","","bgm_M321_2C","8514","25"
"250","2","wac_birthday_idle_normal","0","8514002","1","-1000","-70","102311","8514","1"
"256","2","wac_birthday_idle_wish","1","8514003","1","200","-270","102111","8514","1"
"258","2","wac_birthday_idle_normal","1","8514004","1","310","-310","102811","8514","1"
"257","2","wac_birthday_idle_smile","1","8514005","1","445","-290","102511","8514","1"
"","","","","8514006","102311","","","300","8514","13"
"","","","","8514007","102111","","","300","8514","13"
"0","1","","","8514008","600","0","1","600","8514","31"
"0","0","","","8514009","602","0","1","602","8514","31"
"0","0","","","8514010","603","0","1","603","8514","31"
"30","1","","","8514011","604","60","1","604","8514","31"
"0","1","","","8514012","610","0","1","610","8514","31"
"0","0","","","8514013","700","0","1","700","8514","31"
"0","0","","","8514014","701","0","1","701","8514","31"
"0","0","","","8514015","702","0","1","702","8514","31"
"0","0","","","8514016","800","0","1","800","8514","31"
"30","1","","","8514017","907","60","1","907","8514","31"
"","","","","8514018","1","","","","8514","93"
"0","0.2","","0.2","8514019","102111","wac_birthday_reaction_03","1","wac_birthday_reaction_01","8514","3"
"","","","","8514020","0.1","","","","8514","93"
"0","0.2","","0.2","8514021","102811","wac_birthday_reaction_04","1","wac_birthday_reaction_01","8514","3"
"0","0.2","","0.2","8514022","102511","wac_birthday_reaction_03","1","wac_birthday_reaction_05","8514","3"
"","","","","8514023","0.3","","","","8514","93"
"1","0.2","","","8514024","102311","","","wac_birthday_run_01","8514","3"
"-70","","","","8514025","102311","3","","0","8514","2"
"","","","","8514026","2.5","","","","8514","93"
"","","","","8514027","602","","","1","8514","32"
"","","","","8514028","0.6","","","","8514","93"
"","","","","8514029","600","","","0","8514","32"
"","","","","8514030","610","","","0","8514","32"
"","","","","8514031","604","","","0","8514","32"
"","","","","8514032","701","","","1","8514","32"
"0","","","","8514033","907","0.01","","0","8514","33"
"0","0.2","","0.2","8514034","102311","wac_birthday_wish_02","1","wac_birthday_blowout_01","8514","3"
"-330","","","","8514035","102311","0.01","","-200","8514","2"
"1","0.2","","","8514036","102111","","","wac_birthday_idle_wish","8514","3"
"-320","","","","8514037","102111","0.01","","180","8514","2"
"1","0.2","","","8514038","102811","","","wac_birthday_idle_normal","8514","3"
"-360","","","","8514039","102811","0.01","","290","8514","2"
"1","0.2","","","8514040","102511","","","wac_birthday_idle_smile","8514","3"
"-340","","","","8514041","102511","0.01","","425","8514","2"
"","","","","8514042","0","","","","8514","93"
"","","","","8514043","800","","","1","8514","32"
"","","","","8514044","0.7","","","","8514","93"
"","","","","8514045","702","","","1","8514","32"
"","","","","8514046","0.5","","","","8514","93"
"0","","","","8514047","se_common","","","se_sys_login_birthday_blow_candle","8514","23"
"","","","","8514048","701","","","0","8514","32"
"","","","","8514049","0.4","","","","8514","93"
"0","","","","8514050","se_common","","","se_sys_login_birthday_cracker","8514","23"
"","","","","8514051","700","","","1","8514","32"
"0","","","","8514052","se_common","","","se_sys_login_birthday_calendar_applause","8514","23"
"0","0.2","","0.2","8514053","102111","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","8514","3"
"","","","","8514054","0.1","","","","8514","93"
"0","0.2","","0.2","8514055","102811","wac_birthday_idle_normal","1","wac_birthday_clap","8514","3"
"","","","","8514056","0.1","","","","8514","93"
"0","0.2","","0.2","8514057","102511","wac_birthday_idle_smile","1","wac_birthday_clap","8514","3"
"","","","","8514058","2","","","","8514","93"
"","","","","8514059","1","","","","8514","131"
"0","","","","8514060","vo_wac_08514","0","","vo_wac_08514_000","8514","21"
"10","0","0.5","0","8514061","102311","1","1","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","8514","11"
"","","","","8514062","0","","","","8514","91"
"1","0.2","","","8514063","102311","","","wac_birthday_idle_smile","8514","3"
"1","0.2","","","8514064","102111","","","wac_birthday_talk_smile","8514","3"
"0","","","","8514065","vo_wac_08514","0","","vo_wac_08514_001","8514","21"
"10","0","0.5","0","8514066","102111","1","1","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","8514","11"
"","","","","8514067","0","","","","8514","91"
"1","0.2","","","8514068","102111","","","wac_birthday_idle_smile","8514","3"
"1","0.2","","","8514069","102311","","","wac_birthday_talk_wish","8514","3"
"0","","","","8514070","vo_wac_08514","0","","vo_wac_08514_002","8514","21"
"10","0","0.5","0","8514071","102311","1","1","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","8514","11"
"","","","","8514072","0","","","","8514","91"
"1","0.2","","","8514073","102311","","","wac_birthday_talk_smile","8514","3"
"0","","","","8514074","vo_wac_08514","0","","vo_wac_08514_003","8514","21"
"10","0","0.5","0","8514075","102311","1","1","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","8514","11"
"","","","","8514076","0","","","","8514","91"
"","","","","8514077","0","","","","8514","22"
"","","","","8614001","bgm_M321","","","bgm_M321_2C","8614","25"
"250","2","wac_birthday_idle_normal","0","8614002","1","-1000","-70","105911","8614","1"
"256","2","wac_birthday_idle_smile","1","8614003","1","200","-270","106411","8614","1"
"258","2","wac_birthday_idle_doya","1","8614004","1","315","-310","106011","8614","1"
"257","2","wac_birthday_idle_kyapi","1","8614005","1","455","-290","105811","8614","1"
"","","","","8614006","105911","","","300","8614","13"
"","","","","8614007","106411","","","300","8614","13"
"0","1","","","8614008","600","0","1","600","8614","31"
"0","0","","","8614009","602","0","1","602","8614","31"
"0","0","","","8614010","603","0","1","603","8614","31"
"30","1","","","8614011","604","60","1","604","8614","31"
"0","1","","","8614012","610","0","1","610","8614","31"
"0","0","","","8614013","700","0","1","700","8614","31"
"0","0","","","8614014","701","0","1","701","8614","31"
"0","0","","","8614015","702","0","1","702","8614","31"
"0","0","","","8614016","800","0","1","800","8614","31"
"30","1","","","8614017","908","60","1","908","8614","31"
"","","","","8614018","1","","","","8614","93"
"0","0.2","","0.2","8614019","106011","wac_birthday_reaction_04","1","wac_birthday_reaction_01","8614","3"
"","","","","8614020","0.1","","","","8614","93"
"0","0.2","","0.2","8614021","106411","wac_birthday_reaction_03","1","wac_birthday_reaction_02","8614","3"
