70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10014047","50","91002","8","71014025"
"10014048","1","31012","2","71014026"
"10014049","1","31012","2","71014027"
"10014050","1","31012","2","71014028"
"10014051","1","31012","2","71014029"
"10014052","1","31012","2","71014030"
"10014053","4","31012","2","71014031"
"10015001","5","60142","2","61015001"
"10015002","5","60142","2","61015002"
"10015003","30","91002","8","71015001"
"10015004","1","22002","2","71015001"
"10015005","30","91002","8","71015002"
"10015006","1","22002","2","71015002"
"10015007","30","91002","8","71015003"
"10015008","1","22002","2","71015003"
"10015009","30","91002","8","71015004"
"10015010","1","22002","2","71015004"
"10015011","30","91002","8","71015005"
"10015012","1","22002","2","71015005"
"10015013","30","91002","8","71015006"
"10015014","1","22002","2","71015006"
"10015015","30","91002","8","71015007"
"10015016","1","22002","2","71015007"
"10015017","30","91002","8","71015008"
"10015018","1","22002","2","71015008"
"10015019","30","91002","8","71015009"
"10015020","1","22002","2","71015009"
"10015021","30","91002","8","71015010"
"10015022","1","22002","2","71015010"
"10015023","30","91002","8","71015011"
"10015024","1","22002","2","71015011"
"10015025","30","91002","8","71015012"
"10015026","1","22002","2","71015012"
"10015027","30","91002","8","71015013"
"10015028","1","22002","2","71015013"
"10015029","30","91002","8","71015014"
"10015030","1","22002","2","71015014"
"10015031","30","91002","8","71015015"
"10015032","1","22002","2","71015015"
"10015033","60","91002","8","71015016"
"10015034","2","22002","2","71015016"
"10015035","60","91002","8","71015017"
"10015036","2","22002","2","71015017"
"10015037","60","91002","8","71015018"
"10015038","2","22002","2","71015018"
"10015039","60","91002","8","71015019"
"10015040","2","22002","2","71015019"
"10015041","60","91002","8","71015020"
"10015042","2","22002","2","71015020"
"10015043","50000","94002","12","71015021"
"10015044","100000","94002","12","71015022"
"10015045","150000","94002","12","71015023"
"10015046","200000","94002","12","71015024"
"10015047","50","91002","8","71015025"
"10015048","1","31053","2","71015026"
"10015049","1","31053","2","71015027"
"10015050","2","31053","2","71015028"
"10015051","2","31053","2","71015029"
"10015052","4","31053","2","71015030"
"10015053","10","31053","2","71015031"
"10015054","2","31053","2","81015001"
"10015055","30","91002","8","81015001"
"10015056","100","60142","2","81015002"
"10015057","30000","94002","12","81015002"
"10015058","100","60142","2","81015003"
"10015059","30000","94002","12","81015003"
"10015060","2","31053","2","81015004"
"10015061","30","91002","8","81015004"
"10015062","100","60142","2","81015005"
"10015063","30000","94002","12","81015005"
"10015064","100","60142","2","81015006"
"10015065","30000","94002","12","81015006"
"10015066","2","31053","2","81015007"
"10015067","30","91002","8","81015007"
"10016001","5","60152","2","61016001"
"10016002","5","60152","2","61016002"
"10016003","30","91002","8","71016001"
"10016004","1","22002","2","71016001"
"10016005","30","91002","8","71016002"
"10016006","1","22002","2","71016002"
"10016007","30","91002","8","71016003"
"10016008","1","22002","2","71016003"
"10016009","30","91002","8","71016004"
"10016010","1","22002","2","71016004"
"10016011","30","91002","8","71016005"
"10016012","1","22002","2","71016005"
"10016013","30","91002","8","71016006"
"10016014","1","22002","2","71016006"
"10016015","30","91002","8","71016007"
"10016016","1","22002","2","71016007"
"10016017","30","91002","8","71016008"
"10016018","1","22002","2","71016008"
"10016019","30","91002","8","71016009"
"10016020","1","22002","2","71016009"
"10016021","30","91002","8","71016010"
"10016022","1","22002","2","71016010"
"10016023","30","91002","8","71016011"
"10016024","1","22002","2","71016011"
"10016025","30","91002","8","71016012"
"10016026","1","22002","2","71016012"
"10016027","30","91002","8","71016013"
"10016028","1","22002","2","71016013"
"10016029","30","91002","8","71016014"
"10016030","1","22002","2","71016014"
"10016031","30","91002","8","71016015"
"10016032","1","22002","2","71016015"
"10016033","60","91002","8","71016016"
"10016034","2","22002","2","71016016"
"10016035","60","91002","8","71016017"
"10016036","2","22002","2","71016017"
"10016037","60","91002","8","71016018"
"10016038","2","22002","2","71016018"
"10016039","60","91002","8","71016019"
"10016040","2","22002","2","71016019"
"10016041","60","91002","8","71016020"
"10016042","2","22002","2","71016020"
"10016043","50000","94002","12","71016021"
"10016044","100000","94002","12","71016022"
"10016045","150000","94002","12","71016023"
"10016046","200000","94002","12","71016024"
"10016047","50","91002","8","71016025"
"10016048","1","31020","2","71016026"
"10016049","1","31020","2","71016027"
"10016050","1","31020","2","71016028"
"10016051","1","31020","2","71016029"
"10016052","1","31020","2","71016030"
"10016053","4","31020","2","71016031"
"10017001","5","60162","2","61017001"
"10017002","5","60162","2","61017002"
"10017003","30","91002","8","71017001"
"10017004","1","22002","2","71017001"
"10017005","30","91002","8","71017002"
"10017006","1","22002","2","71017002"
"10017007","30","91002","8","71017003"
"10017008","1","22002","2","71017003"
"10017009","30","91002","8","71017004"
"10017010","1","22002","2","71017004"
"10017011","30","91002","8","71017005"
"10017012","1","22002","2","71017005"
"10017013","30","91002","8","71017006"
"10017014","1","22002","2","71017006"
"10017015","30","91002","8","71017007"
"10017016","1","22002","2","71017007"
"10017017","30","91002","8","71017008"
"10017018","1","22002","2","71017008"
"10017019","30","91002","8","71017009"
"10017020","1","22002","2","71017009"
"10017021","30","91002","8","71017010"
"10017022","1","22002","2","71017010"
"10017023","30","91002","8","71017011"
"10017024","1","22002","2","71017011"
"10017025","30","91002","8","71017012"
"10017026","1","22002","2","71017012"
"10017027","30","91002","8","71017013"
"10017028","1","22002","2","71017013"
"10017029","30","91002","8","71017014"
"10017030","1","22002","2","71017014"
"10017031","30","91002","8","71017015"
"10017032","1","22002","2","71017015"
"10017033","60","91002","8","71017016"
"10017034","2","22002","2","71017016"
"10017035","60","91002","8","71017017"
"10017036","2","22002","2","71017017"
"10017037","60","91002","8","71017018"
"10017038","2","22002","2","71017018"
"10017039","60","91002","8","71017019"
"10017040","2","22002","2","71017019"
"10017041","60","91002","8","71017020"
"10017042","2","22002","2","71017020"
"10017043","50000","94002","12","71017021"
"10017044","100000","94002","12","71017022"
"10017045","150000","94002","12","71017023"
"10017046","200000","94002","12","71017024"
"10017047","50","91002","8","71017025"
"10017048","1","31098","2","71017026"
"10017049","1","31098","2","71017027"
"10017050","2","31098","2","71017028"
"10017051","2","31098","2","71017029"
"10017052","4","31098","2","71017030"
"10017053","1","109801","1","71017031"
"10017054","10","31098","2","71017032"
"10017055","2","31098","2","81017001"
"10017056","30","91002","8","81017001"
"10017057","100","60162","2","81017002"
"10017058","30000","94002","12","81017002"
"10017059","100","60162","2","81017003"
"10017060","30000","94002","12","81017003"
"10017061","2","31098","2","81017004"
"10017062","30","91002","8","81017004"
"10017063","100","60162","2","81017005"
"10017064","30000","94002","12","81017005"
"10017065","100","60162","2","81017006"
"10017066","30000","94002","12","81017006"
"10017067","2","31098","2","81017007"
"10017068","30","91002","8","81017007"
"10017069","100","91002","8","81017008"
"10018001","5","60172","2","61018001"
"10018002","5","60172","2","61018002"
"10018003","30","91002","8","71018001"
"10018004","1","22002","2","71018001"
"10018005","30","91002","8","71018002"
"10018006","1","22002","2","71018002"
"10018007","30","91002","8","71018003"
"10018008","1","22002","2","71018003"
"10018009","30","91002","8","71018004"
"10018010","1","22002","2","71018004"
"10018011","30","91002","8","71018005"
"10018012","1","22002","2","71018005"
"10018013","30","91002","8","71018006"
"10018014","1","22002","2","71018006"
"10018015","30","91002","8","71018007"
"10018016","1","22002","2","71018007"
"10018017","30","91002","8","71018008"
"10018018","1","22002","2","71018008"
"10018019","30","91002","8","71018009"
"10018020","1","22002","2","71018009"
"10018021","30","91002","8","71018010"
"10018022","1","22002","2","71018010"
"10018023","30","91002","8","71018011"
"10018024","1","22002","2","71018011"
"10018025","30","91002","8","71018012"
"10018026","1","22002","2","71018012"
"10018027","30","91002","8","71018013"
"10018028","1","22002","2","71018013"
"10018029","30","91002","8","71018014"
"10018030","1","22002","2","71018014"
"10018031","30","91002","8","71018015"
"10018032","1","22002","2","71018015"
"10018033","60","91002","8","71018016"
"10018034","2","22002","2","71018016"
"10018035","60","91002","8","71018017"
"10018036","2","22002","2","71018017"
"10018037","60","91002","8","71018018"
"10018038","2","22002","2","71018018"
"10018039","60","91002","8","71018019"
"10018040","2","22002","2","71018019"
"10018041","60","91002","8","71018020"
"10018042","2","22002","2","71018020"
"10018043","50000","94002","12","71018021"
"10018044","100000","94002","12","71018022"
"10018045","150000","94002","12","71018023"
"10018046","200000","94002","12","71018024"
"10018047","50","91002","8","71018025"
"10018048","1","31010","2","71018026"
"10018049","1","31010","2","71018027"
"10018050","1","31010","2","71018028"
"10018051","1","31010","2","71018029"
"10018052","1","31010","2","71018030"
"10018053","4","31010","2","71018031"
"10019001","5","60182","2","61019001"
"10019002","5","60182","2","61019002"
"10019003","30","91002","8","71019001"
"10019004","1","22002","2","71019001"
"10019005","30","91002","8","71019002"
"10019006","1","22002","2","71019002"
"10019007","30","91002","8","71019003"
"10019008","1","22002","2","71019003"
"10019009","30","91002","8","71019004"
"10019010","1","22002","2","71019004"
"10019011","30","91002","8","71019005"
"10019012","1","22002","2","71019005"
"10019013","30","91002","8","71019006"
"10019014","1","22002","2","71019006"
"10019015","30","91002","8","71019007"
"10019016","1","22002","2","71019007"
"10019017","30","91002","8","71019008"
"10019018","1","22002","2","71019008"
"10019019","30","91002","8","71019009"
"10019020","1","22002","2","71019009"
"10019021","30","91002","8","71019010"
"10019022","1","22002","2","71019010"
"10019023","30","91002","8","71019011"
"10019024","1","22002","2","71019011"
"10019025","30","91002","8","71019012"
"10019026","1","22002","2","71019012"
"10019027","30","91002","8","71019013"
"10019028","1","22002","2","71019013"
"10019029","30","91002","8","71019014"
"10019030","1","22002","2","71019014"
"10019031","30","91002","8","71019015"
"10019032","1","22002","2","71019015"
"10019033","60","91002","8","71019016"
"10019034","2","22002","2","71019016"
"10019035","60","91002","8","71019017"
"10019036","2","22002","2","71019017"
"10019037","60","91002","8","71019018"
"10019038","2","22002","2","71019018"
"10019039","60","91002","8","71019019"
"10019040","2","22002","2","71019019"
"10019041","60","91002","8","71019020"
"10019042","2","22002","2","71019020"
"10019043","50000","94002","12","71019021"
"10019044","100000","94002","12","71019022"
"10019045","150000","94002","12","71019023"
"10019046","200000","94002","12","71019024"
"10019047","50","91002","8","71019025"
"10019048","1","31101","2","71019026"
"10019049","1","31101","2","71019027"
"10019050","2","31101","2","71019028"
"10019051","2","31101","2","71019029"
"10019052","4","31101","2","71019030"
"10019053","1","110101","1","71019031"
"10019054","10","31101","2","71019032"
"10019055","2","31101","2","81019001"
"10019056","30","91002","8","81019001"
"10019057","100","60182","2","81019002"
"10019058","30000","94002","12","81019002"
"10019059","100","60182","2","81019003"
"10019060","30000","94002","12","81019003"
"10019061","2","31101","2","81019004"
"10019062","30","91002","8","81019004"
"10019063","100","60182","2","81019005"
"10019064","30000","94002","12","81019005"
"10019065","100","60182","2","81019006"
"10019066","30000","94002","12","81019006"
"10019067","2","31101","2","81019007"
"10019068","30","91002","8","81019007"
"10019069","100","91002","8","81019008"
"10020001","5","60192","2","61020001"
"10020002","5","60192","2","61020002"
"10020003","30","91002","8","71020001"
"10020004","1","22002","2","71020001"
"10020005","30","91002","8","71020002"
"10020006","1","22002","2","71020002"
"10020007","30","91002","8","71020003"
"10020008","1","22002","2","71020003"
"10020009","30","91002","8","71020004"
"10020010","1","22002","2","71020004"
"10020011","30","91002","8","71020005"
"10020012","1","22002","2","71020005"
"10020013","30","91002","8","71020006"
"10020014","1","22002","2","71020006"
"10020015","30","91002","8","71020007"
"10020016","1","22002","2","71020007"
"10020017","30","91002","8","71020008"
"10020018","1","22002","2","71020008"
"10020019","30","91002","8","71020009"
"10020020","1","22002","2","71020009"
"10020021","30","91002","8","71020010"
"10020022","1","22002","2","71020010"
"10020023","30","91002","8","71020011"
"10020024","1","22002","2","71020011"
"10020025","30","91002","8","71020012"
"10020026","1","22002","2","71020012"
"10020027","30","91002","8","71020013"
"10020028","1","22002","2","71020013"
"10020029","30","91002","8","71020014"
"10020030","1","22002","2","71020014"
"10020031","30","91002","8","71020015"
"10020032","1","22002","2","71020015"
"10020033","60","91002","8","71020016"
"10020034","2","22002","2","71020016"
