5aca16f8eab08d133cc3888f6cb6cc01ecd5f665187f9ea5120d90dccd484173,6aac0998feaaa18e3f857b639c7765213311c307163c670afbedf36a0a546d8b,ad1668f42f900564553d443d9e9da5621985cb785eaef439a0a3ecbb69592ef6,bba1a61f57b0c8640ce9448aa9b606ab47f978d9f9e6015005d082e02d4f3e05,85be95d7295e51f13f8c552882dab56cbf52cd934bd7dc371b7c4c588b8373cb,f07d9bc94793bb4e864e6ec931a2e42db81098a0ddfa39aa8903b170962b4072,34e9cce5d446ce1aa3c9b81af0afc5c026ff5e6ca8835a841b039fb5cd4ea407,851465f7d1cd88bb5009dda77c590e605d92050ce0feb20b98ccfe20de1352b8,3675317716d06490db685b8ff26ce0e086ae8e67ca5d47175651d742122dde67,eefb0c11ad835cbd021e1a3d9012df294cce22447f44f99cf7bb47a0238d7875,0601dbb3eac0f2a4b2087af2ac58f85f2aed71e64ef7ce5c58977c097d979801,1a7a6f6b63b44016f61bd870cd8574adee770e3929ce8669ca4e0ec6aacb4034,54af7f5ec98ade64003139f517cf2e1dfc490fe5ebe4652a065799e6aba64399,c75a5812231b96757a03258e7bf0efe4fd5633ca68ba0830016d72d0aa096d8a,1a26b03066d6d5fe768e2410baa01b6f6c20fbdf15dd6258ca2f1d32ebce980e,85cd6eaecd983564f8eff3b6ea74c3fdd7dd610c6d96a00a60abf6e5d0090da0,a469eb367862e9e9d59bffe21cd26ee7c0d0d8877bf3a8fcacc701ee1feba06f,b66211833c8ebbc303edd2883a193274af23b5b3a8982b0aa13c27c0e050a19a,c5cd4046a75b303df8b7e49cf7f6a07184e13a0365cb9db7375d072a8d2c9763,3f396b97995d2e63f8b9446c7c8dc2f166290b541e79c84a3bc0ff0e5af00d80,94748fa4031d71c8fa2d3ba7596dc082c95439de1c565f0f576a4ba33ef6b0d9,d3e8a24c60772d320c9d49992cc1947b83845eea70cc7e8f556f51a9a6c200bc,bbaecd791d253e4b477430f87b342664804ee1719c1366fda55fbeaea0b5d5f7,3092028d05ef3333beec1b1ec4204633f96417ae949d5b46f086a93dad3da726
"0","2030/12/31 15:00:00","450","0","131901","【魔法】位於後衛，與帕克一同奮戰的盛夏半妖精。\n以製造冰壁的技能，與賦予降低速度\n並造成強力傷害的必殺技，來阻止敵人的進攻。","725","1","1","1","0","131901","0","2.09","愛蜜莉雅（夏日）","23","0","131901","愛蜜莉雅（夏日）","0","131901","2025/01/01 16:00:00","7","2"
"0","2025/01/26 15:59:59","450","0","132001","【魔法】位於後衛，與未知世界邂逅感到興奮的強欲的魔女。\n以鮮明的攻擊魔法為首，從對我方的攻擊支援、\n弱化敵方到復活自己，使用各種魔法來滿足自己的慾望。","775","3","0","1","0","132001","0","2.09","艾姬多娜（夏日）","21","0","132001","艾姬多娜（夏日）","0","132001","2025/01/14 16:00:00","7","2"
"0","2025/01/14 15:59:59","450","0","132101","【物理】位於前衛，在夏季陽光中享受閒暇的雙胞胎妹妹。\n除了以ＵＢ解放鬼族力量的攻守兩方面之外，\n還能提升HP吸收，任憑【狂騷】制服眼前的所有一切。","146","3","0","1","0","132101","0","2.09","雷姆（夏日）","24","0","132101","雷姆（夏日）","0","132101","2025/01/01 16:00:00","13","1"
"0","2025/02/10 15:59:59","450","0","132201","【魔法】位於前衛，鍊成希望的鍊金術師偶像。\n以【鍊金素材】創造【香水】，除了傷害之外，還能提升\nＴＰ恢復與攻擊支援能力，為隊伍帶來勝利的香氣。","721","3","0","1","0","132201","0","1.84","望（鍊金術師）","7","0","132201","望（鍊金術師）","0","132201","2025/02/01 16:00:00","7","2"
"0","2025/04/10 15:59:59","450","0","132801","【魔法】位於後衛，以黑衣包覆雪白肌膚的甜美公主。\n以我方角色的ＨＰ為代價展開強力的護盾，並以護盾\n為起點施展高威力的二連擊，點亮聖誕夜的大樹。","750","3","0","1","0","132801","0","2.09","萊拉耶爾（聖誕節）","0","0","132801","萊拉耶爾（聖誕節）","0","132801","2025/04/01 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","132901","【魔法】位於後衛，於舒適沉睡之中來訪的聖誕夜惡魔。\n賦予魔法攻擊力最高的我方角色【惡魔的親吻】，\n施展支援攻擊和恢復ＴＰ，寸步不離地進行教導。","748","3","0","0","0","132901","0","2.09","伊緒（聖誕節）","46","0","132901","伊緒（聖誕節）","0","132901","2025/04/10 16:00:00","5","2"
"0","2025/07/04 15:59:59","450","0","133001","【物理】位於前衛，像在空中飛舞般戰鬥的幽靈守護騎士。\n用ＵＢ支援我方角色的攻擊及速度，並以【亡靈軀體】\n避開敵人的視線，施展出其不意的一擊使其陷入永眠。","234","3","0","1","0","133001","0","2.09","格蕾斯","0","0","133001","格蕾斯","0","133001","2025/07/01 16:00:00","0","1"
"0","2030/12/31 15:00:00","450","0","133201","【物理】位於前衛，元旦也充滿活力地嬉鬧的軍人少女。\n用依照造成的傷害強化追加效果的ＵＢ，以及每次發動\n會成長的強化自身技能，來將擾亂秩序的人轉得頭暈眼花。","296","1","1","1","0","133201","0","2.09","莫妮卡（新年）","22","0","133201","莫妮卡（新年）","0","133201","2025/05/01 16:00:00","4","1"
"0","2025/05/16 15:59:59","450","0","133501","【魔法】於後衛，心意相通伴身旁的新年和服育幼院院長。\n對我方角色進行恢復ＴＰ支援，我方角色每次發動ＵＢ時\n會提升傷害的技能，一同度過難關。","718","3","0","1","0","133501","0","2.09","咲戀（新年）","22","0","133501","咲戀（新年）","0","133501","2025/05/04 16:00:00","4","2"
"0","2025/06/01 15:59:59","450","0","133601","【物理】位於中衛，與眷屬合力戰鬥，胸懷榮耀的蛇少女。\n用依照【魔眼】的數量提升效果量的技能傷害以及弱化，\n將範圍內敵人逼至絕境，再用銳利的眼瞳使其石化。","445","3","0","1","0","133601","0","2.09","梅杜莎","0","0","133601","梅杜莎","0","133601","2025/05/21 16:00:00","0","1"
"0","2025/06/12 15:59:59","450","0","133701","【魔法】位於後衛，將始源冠裝運用自如的「迷宮女王」。\n能夠創造增加我方水屬性角色ＴＰ上升的領域，\n並會以連射攻擊射穿敵方的防禦，讓敵人明白七冠的力量。","717","3","0","1","0","133701","0","2.09","拉比林斯達（始源）","0","0","133701","拉比林斯達（始源）","0","133701","2025/06/01 16:00:00","8","2"
"0","2025/07/01 15:59:59","450","0","133801","【魔法】位於後衛，以始源樣貌操控戰況的「變貌大妃」。\n能接受召喚出的格列戈爾提供的攻擊支援與ＴＰ恢復，\n並以結合雙方魔力的聯手攻擊穩坐於高雅的王座。","759","3","0","1","0","133801","0","2.09","似似花（始源）","0","0","133801","似似花（始源）","0","133801","2025/06/22 16:00:00","7","2"
"0","2025/06/22 15:59:59","450","0","133901","【物理】位於前衛，使用始源冠裝之力的「誓約女君」。\n在第10次行動時會大幅度提升攻擊力，並獲得能讓技能\n產生追擊效果的【虛數】，以隔絕之力將反抗的敵人消除。","228","3","0","1","0","133901","0","2.09","克莉絲提娜（始源）","0","0","133901","克莉絲提娜（始源）","0","133901","2025/06/12 16:00:00","6","1"
"0","2025/07/04 15:59:59","450","0","134001","【魔法】位於後衛，指引人至阿斯特朗冒險的嚮導小妖精。\n會以增益效果與護盾守護我方，並用以護盾起始的攻擊支\n援、對風屬性我方角色的行動速度與ＴＰ支援來支援夥伴。","746","3","0","1","0","134001","0","2.09","菲歐","0","0","134001","菲歐","0","134001","2025/07/01 16:00:00","0","2"
"0","2030/12/31 15:00:00","0","0","134101","","0","3","0","1","0","0","0","0","布武機","1","0","0","布武機","0","134101","2015/04/01 15:00:00","5","0"
"0","2030/12/31 15:00:00","0","0","134201","","0","3","0","1","0","0","0","0","萊拉耶爾（聖誕節）","1","0","0","萊拉耶爾（聖誕節）","0","134201","2015/04/01 15:00:00","7","0"
"0","2025/07/16 15:59:59","450","0","134301","【魔法】位於後衛，身穿祭服並與精靈心靈相通的唱喚士。\n會運用傷害量隨敵人數量變化的範圍攻擊，還有魔法無效\n護盾等等支援技能，高聲唱出自身的心意。","778","3","0","1","0","134301","0","2.09","蘭法（祭服）","0","0","134301","蘭法（祭服）","0","134301","2025/07/04 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","134401","【魔法】位於後衛，身穿祭服並編寫、傳達歌曲的唱喚士。\n能藉由施加強大增益效果與恢復ＴＰ，支援自身與最近的\n我方角色的攻擊，讓雙方心意相通並奏響優美的旋律。","773","3","0","0","0","134401","0","2.09","千歌（祭服）","21","0","134401","千歌（祭服）","0","134401","2025/07/16 16:00:00","7","2"
"0","2025/08/16 15:59:59","450","0","134501","【魔法】位於後衛，以超速飛行使出強大火力的機器女孩。\n能在上空靠著速度增益支援我方全體，\n並解除自身護盾轉變為力量，背負世界的命運飛翔！","719","3","0","1","0","134501","0","2.09","克蘿茜（航空）","0","0","134501","克蘿茜（航空）","0","134501","2025/08/09 16:00:00","0","2"
"0","2025/08/09 15:59:59","450","0","134601","【物理】位於中衛，駕駛巨大機器人戰鬥的邊緣人駕駛員。\n擁有弱化敵人、為我方展開護盾的技能，無論多麼堅固的\n防護，鋼鐵少女射出的光線都能打破。","526","3","0","1","0","134601","0","2.09","碧（駕駛員）","35","0","134601","碧（駕駛員）","0","134601","2025/08/01 16:00:00","35","1"
"0","2025/08/28 15:59:59","450","0","134701","【物理】位於中衛，華麗舞動、五彩繽紛的煉花鳳凰。\n同時具備攻擊力增益和展開護盾等攻防支援，及多樣豐富\n的ＨＰ‧ＴＰ供給手段，透過淨化之力給眾人帶來安寧。","490","3","0","1","0","134701","0","2.09","鳳凰","7","0","134701","鳳凰","0","134701","2025/08/16 16:00:00","7","1"
"0","2030/12/31 15:00:00","0","0","136601","","0","1","0","0","0","0","0","0","梅杜莎","1","0","0","梅杜莎","0","136601","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","0","0","136701","","0","3","0","1","0","0","0","0","拉比林斯達（始源）","1","0","0","拉比林斯達（始源）","0","136701","2015/04/01 15:00:00","8","0"
"0","2030/12/31 15:00:00","0","0","136801","","0","3","0","1","0","0","0","0","蘭法（祭服）","1","0","0","蘭法（祭服）","0","136801","2025/07/01 16:00:00","7","0"
"4","2030/12/31 15:00:00","450","0","170101","【物理】位於前衛，可先發制人施展大招的騎空士。\n藉由技能可回復ＴＰ，加快必殺技的發動。\n從戰鬥初期就能對敵方前衛造成大傷害。","245","3","0","0","0","170101","0","1.965","吉塔","34","0","105701","吉塔","0","170101","2015/04/01 15:00:00","34","1"
"7","2025/07/04 15:59:59","450","0","180101","【物理】位於前衛，身負火焰之翼粉碎敵人的活力少女。\n能使用隨戰鬥時間強化自身攻擊力的技能，\n提升力量後施放出的超強一擊能將任何敵人化為塵土。","199","3","0","1","0","180101","0","1.62","日和（公主）","0","0","180101","日和（公主）","0","180101","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180201","【魔法】位於後衛，使用極大魔法毀滅敵人的祈願魔法師。\n一邊回復TP一邊使用累積提升攻擊力的輔助技能提高自己\n的力量，再釋放強力的範圍攻擊一掃敵人。","767","3","0","1","0","180201","0","1.92","優衣（公主）","0","0","180201","優衣（公主）","0","180201","2025/07/01 16:00:00","0","2"
"7","2025/07/04 15:59:59","450","0","180301","【物理】位於中衛，身負暴風之翼，伴隨風刃流麗制壓激戰的劍士。\n驅使著敵方越多效果越佳的強化技能振奮自己，\n施放出強力的範圍攻擊技能殲滅任何敵方。","377","3","0","1","0","180301","0","1.965","怜（公主）","0","0","180301","怜（公主）","0","180301","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180401","【物理】位於前衛，是以強大攻防為傲的餓肚子王女。\n在HP偏高時能以具有爆發力的攻擊屠宰眼前所有的敵人，\n在HP偏低時擁有自我恢復能力，讓人見識鐵壁般的守護。","155","3","0","1","0","180401","0","1.965","貪吃佩可（公主）","0","0","180401","貪吃佩可（公主）","0","180401","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180501","【物理】位於中衛，能連續使用強大輔助技能的純白巫女。\n一邊強化同伴的攻擊力與暴擊傷害，一邊使用兩種全體回復\n技能堅固地守護同伴，引領眾人獲得勝利。","555","3","0","1","0","180501","0","2.14","可可蘿（公主）","0","0","180501","可可蘿（公主）","0","180501","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180601","【魔法】位於後衛，操縱極大魔法討伐敵人的公主造型貓女。\n運用兼具恢復和輔助的各種攻擊技能來調整戰局，\n使出極大威力的必殺技消滅敵人。","747","3","0","1","0","180601","0","1.92","凱留（公主）","0","0","180601","凱留（公主）","0","180601","2025/07/01 16:00:00","0","2"
"1","2025/07/04 15:59:59","450","0","180701","【物理】位於後衛，發揮出真正羈絆力量的要好姊妹。\n能使用當敵人數量越多，威力越會提升的攻擊技能，\n以及強化周圍我方的技能，將阻擋去路的敵人一掃而空。","732","3","0","1","0","180701","0","1.75","初音＆栞","0","0","180701","初音＆栞","0","180701","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180801","【物理】中衛，能對敵方單體釋放必殺一擊的\n好朋友三人組。結合三人力量釋放的攻擊，能針對\n對方弱點從物理變化為魔法攻擊，擊退各種強敵！","465","3","0","1","0","180801","0","1.5","禊＆美美＆鏡華","0","0","180801","禊＆美美＆鏡華","0","180801","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","180901","【物理】位於中衛，能將背後託付給對方的最佳對手\n以及摯友。\n輔助我方物理攻擊同時持續恢復ＨＰ和ＴＰ，\n以ＨＰ越高威力也越強大的ＵＢ一起邁向勝利之路。","421","3","0","1","0","180901","0","2.09","秋乃&咲戀","0","0","180901","秋乃&咲戀","0","180901","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","181001","【魔法】位於中衛，以魔力共鳴使出連擊的馬納歷亞雙姬。\n受到能力提升效果時，增加的【友情的魔印】\n將強化技能，使出配合好波長的炎之魔槍討伐敵人。","577","3","0","1","0","181001","0","2.09","安＆古蕾婭","0","0","181001","安＆古蕾婭","0","181001","2025/07/01 16:00:00","0","2"
"1","2025/07/04 15:59:59","450","0","181101","【物理】位於中衛，穿著成對的服裝，超越虛實的好姐妹。\n支撐我方攻守兩面的靜流，暴擊時能造成強力傷害的璃乃，\n兩人共同合作，姐妹間的羈絆能將困難一掃而空！","551","3","0","1","0","181101","0","1.92","靜流＆璃乃","0","0","181101","靜流＆璃乃","0","181101","2025/07/01 16:00:00","0","1"
"1","2025/07/04 15:59:59","450","0","181201","【物理】位於中衛與新力量一同重逢的公主姿態冰龍少女。\n以環境效果【絕冰】提高暴擊傷害，並以火力\n與攻擊頻率兼具的劍技，開拓為了再次同行的道路。","368","3","0","1","0","181201","0","1.92","雪菲（公主）","0","0","181201","雪菲（公主）","0","181201","2025/07/01 16:00:00","0","1"
"0","2030/12/31 15:00:00","0","0","190801","","0","1","0","0","0","0","0","0","花凜","1","0","0","花凜","0","190801","2019/08/01 16:00:00","1","1"
"0","2030/12/31 15:00:00","0","0","191201","","0","1","0","0","0","0","0","0","貝特魯吉烏斯","1","0","0","貝特魯吉烏斯","0","191201","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","191301","【物理】漁港裡人見人愛的少根筋漁夫。\n雖然必殺技有強力的暈眩效果，\n但自身的HP在50％以下時會摔得四腳朝天。\n\n‧能活用普通攻擊搭配必殺技戰鬥。","850","1","0","1","0","191301","0","2.22","和正","6","0","191301","和正","0","191301","2021/05/04 16:00:00","6","1"
"0","2030/12/31 15:00:00","0","0","191401","","0","0","0","0","0","0","0","0","可可蘿","6","0","0","可可蘿","0","191401","2015/04/01 15:00:00","6","0"
"0","2030/12/31 15:00:00","150","0","191501","想在所剩無幾的時間完成作業的\n月光學院學生。為了守護愉快的\n暑假的回憶，挺身面對堆積如山的作業。","1600","0","0","0","0","100101","0","0","主角","0","0","100101","主角","0","191501","2021/11/01 16:00:00","0","0"
"0","2030/12/31 15:00:00","150","0","191601","想在所剩無幾的時間完成作業的\n月光學院學生。為了守護愉快的\n暑假的回憶，挺身面對堆積如山的作業。","1600","0","0","0","0","100101","0","0","主角","0","0","100101","主角","0","191601","2021/11/01 16:00:00","0","0"
"0","2030/12/31 15:00:00","150","0","191701","想在所剩無幾的時間完成作業的\n月光學院學生。為了守護愉快的\n暑假的回憶，挺身面對堆積如山的作業。","1600","0","0","0","0","100101","0","0","主角","0","0","100101","主角","0","191701","2021/11/01 16:00:00","0","0"
"0","2030/12/31 15:00:00","450","0","192701","","855","1","0","1","0","192701","0","1.92","雪菲","0","0","192701","雪菲","0","192701","2024/12/23 16:00:00","0","1"
"0","2030/12/31 15:00:00","450","0","403101","","300","1","0","0","0","0","0","2","骷髏","0","0","0","骷髏","0","403101","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","403102","","300","1","0","0","0","0","0","2","骷髏","0","0","0","骷髏","0","403102","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","403103","","300","1","0","0","0","0","0","2","骷髏","0","0","0","骷髏","0","403103","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","404201","","1000","1","0","0","0","0","0","2","希爾芙","0","0","0","希爾芙","0","404201","2015/04/01 15:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","404205","","1000","1","0","0","0","0","0","2","希爾芙","0","0","0","希爾芙","0","404205","2015/04/01 15:00:00","1","2"
"1","2030/12/31 15:00:00","450","0","407001","","460","3","0","1","0","106001","0","2","似似花","0","0","106001","似似花","0","407001","2020/01/21 16:00:00","0","2"
"0","2030/12/31 15:00:00","450","0","407701","","95","1","0","0","0","0","0","3","小魔像","0","0","0","小魔像","0","407701","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","408401","","700","1","0","0","0","0","0","2","希爾芙","0","0","0","希爾芙","0","408401","2015/04/01 15:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","408402","","750","1","0","0","0","0","0","2","希爾芙","0","0","0","希爾芙","0","408402","2015/04/01 15:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","408403","","800","1","0","0","0","0","0","2","希爾芙","0","0","0","希爾芙","0","408403","2015/04/01 15:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","418101","","589","3","0","1","0","0","0","1.75","翡翠飛龍","0","0","0","翡翠飛龍","0","418101","2022/07/02 16:00:00","0","2"
"0","2030/12/31 15:00:00","450","0","425801","","364","3","0","0","0","0","0","2.09","莉莉（墮落）","0","0","0","莉莉（墮落）","0","425801","2023/08/19 16:00:00","3","1"
"0","2030/12/31 15:00:00","450","0","425802","","414","3","0","0","0","0","0","2.09","莉莉（墮落）","0","0","0","莉莉（墮落）","0","425802","2023/08/19 16:00:00","3","1"
"0","2030/12/31 15:00:00","450","0","426201","","700","3","0","0","0","0","0","2","眷屬","0","0","0","眷屬","0","426201","2023/10/02 16:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","426202","","750","3","0","0","0","0","0","2","眷屬","0","0","0","眷屬","0","426202","2023/10/02 16:00:00","1","2"
"0","2030/12/31 15:00:00","450","0","427101","","180","1","0","0","0","0","0","2","骷髏老爸","0","0","0","骷髏老爸","0","427101","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","430101","","210","3","0","1","0","0","0","2","尖刺兄弟","0","0","0","尖刺兄弟","0","430101","2025/03/19 16:00:00","1","1"
"0","2030/12/31 15:00:00","0","0","431901","","2160","1","0","0","0","0","0","2","冰之壁","0","0","0","冰之壁","0","431901","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","433801","","773","3","0","1","0","0","0","2","格列戈爾","0","0","0","格列戈爾","0","433801","2015/04/01 15:00:00","0","2"
"0","2030/12/31 15:00:00","600","0","900001","","475","1","0","0","0","100101","0","50","主角","0","0","100101","主角","0","900001","2015/04/01 15:00:00","5","1"
"0","2030/12/31 15:00:00","600","0","900002","","600","1","0","0","0","100101","0","3","主角","0","0","100101","主角","0","900002","2015/04/01 15:00:00","5","1"
"0","2030/12/31 15:00:00","600","0","900003","","650","1","0","0","0","100101","0","3","主角","0","0","100101","主角","0","900003","2015/04/01 15:00:00","5","1"
"0","2030/12/31 15:00:00","600","0","900102","","675","1","0","0","0","100199","0","50","日和","0","0","100199","日和","0","900102","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","0","0","900103","","0","1","0","0","0","0","0","0","日和","1","0","0","日和","0","900103","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","600","0","100201","","800","1","0","0","0","100201","0","0","優衣","7","0","100201","優衣","0","900201","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","600","0","900202","","1075","1","0","0","0","100299","0","50","優衣","0","0","100299","優衣","0","900202","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","600","0","900302","","875","1","0","0","0","100399","0","50","怜","0","0","100399","怜","0","900302","2015/04/01 15:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","900401","","580","1","0","0","0","100401","0","2.17","禊","1","0","100401","禊","0","900401","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","901001","","650","3","0","0","0","101001","0","2.27","真步","7","0","101001","真步","0","901001","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","600","0","901201","","755","1","0","0","0","101201","0","50","初音","7","0","101201","初音","0","901201","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","901701","","300","2","0","0","0","101701","0","2.17","香織","1","0","101701","香織","0","901701","2015/04/01 15:00:00","1","1"
"0","2030/12/31 15:00:00","600","0","102501","","450","1","0","0","0","102501","0","2.25","鈴莓","7","0","102501","鈴莓","0","902501","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","902601","","630","1","0","0","0","0","0","2.315","鈴","6","0","0","鈴","0","902601","2015/04/01 15:00:00","6","1"
"0","2030/12/31 15:00:00","450","0","903601","","890","3","0","0","0","103601","0","50","鏡華","7","0","103601","鏡華","0","903601","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","903801","","710","1","0","0","0","103801","0","50","栞","8","0","103801","栞","0","903801","2015/04/01 15:00:00","8","1"
"0","2030/12/31 15:00:00","450","0","904401","","900","3","0","0","0","104401","0","1.425","伊莉亞","3","0","104401","伊莉亞","0","904401","2015/04/01 15:00:00","3","2"
"15","2030/12/31 15:00:00","450","0","105012","","760","1","0","0","0","105001","0","2.07","美咲（夏日）","7","0","105001","美咲（夏日）","0","905012","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","600","0","105801","","200","1","0","0","0","105801","0","2.5","貪吃佩可","0","0","105801","貪吃佩可","0","905801","2015/04/01 15:00:00","5","1"
"0","2030/12/31 15:00:00","600","0","105901","","400","1","0","0","0","105901","0","2","可可蘿","6","0","105901","可可蘿","0","905901","2015/04/01 15:00:00","6","1"
"0","2030/12/31 15:00:00","600","0","105901","","800","1","0","0","0","105901","0","2","可可蘿","6","0","105901","可可蘿","0","905902","2015/04/01 15:00:00","6","1"
"0","2030/12/31 15:00:00","0","0","906601","","0","1","0","0","0","0","0","0","祈梨","3","0","0","祈梨","0","906601","2015/04/01 15:00:00","13","0"
"0","2030/12/31 15:00:00","0","0","106802","","0","1","0","1","0","0","0","0","晶","1","0","0","あきら","0","906802","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","600","0","907501","","200","1","0","0","0","105801","0","2.5","貪吃佩可","0","0","105801","貪吃佩可","0","907501","2015/04/01 15:00:00","5","1"
"0","2030/12/31 15:00:00","0","0","107601","","0","1","0","1","0","0","0","0","可可蘿（夏日）","6","0","0","可可蘿（夏日）","0","907601","2015/04/01 15:00:00","6","0"
"0","2030/12/31 15:00:00","600","0","907701","","450","1","0","0","0","102501","0","2.25","鈴莓","7","0","102501","鈴莓","0","907701","2015/04/01 15:00:00","7","2"
"1","2030/12/31 15:00:00","450","0","907801","","750","1","0","0","0","0","0","2.07","凱留","7","0","0","凱留","0","907801","2015/04/01 15:00:00","7","2"
"0","2030/12/31 15:00:00","600","0","907901","","250","1","0","0","0","104601","0","2.25","珠希","2","0","104601","珠希","0","907901","2015/04/01 15:00:00","2","1"
"0","2030/12/31 15:00:00","600","0","908701","","0","1","0","0","0","0","0","0","日和（新年）","1","0","0","日和（新年）","0","908701","2019/06/01 16:00:00","1","1"
"0","2030/12/31 15:00:00","0","0","127201","","0","1","0","0","0","0","0","0","凱留","7","0","0","凱留","0","927201","2015/04/01 15:00:00","7","0"
"0","2030/12/31 15:00:00","0","0","130901","","0","1","0","0","0","0","0","0","庫露露","1","0","0","庫露露","0","930901","2015/04/01 15:00:00","1","0"
