f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"100103301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001033","火屬性獎勵特大幅度提升"
"100103302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001033","深域怪物"
"100103303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001033","賦予TP上升上限"
"100103304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001033","提升物理防禦力（不可降低）"
"100103305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001033","提升魔法防禦力（不可降低）"
"100103306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001033","降低HP吸收"
"100103401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001034","火屬性獎勵特大幅度提升"
"100103402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001034","深域怪物"
"100103403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001034","賦予TP上升上限"
"100103404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001034","提升物理防禦力（不可降低）"
"100103405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001034","提升魔法防禦力（不可降低）"
"100103406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001034","降低HP吸收"
"100103501","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001035","火屬性獎勵特大幅度提升"
"100103502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001035","深域怪物"
"100103503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001035","賦予TP上升上限"
"100103504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001035","提升物理防禦力（不可降低）"
"100103505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001035","提升魔法防禦力（不可降低）"
"100103506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001035","降低HP吸收"
"100103601","戰鬥中，發動「反擊屏障」效果。","25","81001036","危險領域"
"100103602","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001036","火屬性獎勵特大幅度提升"
"100103603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001036","深域怪物"
"100103604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001036","賦予TP上升上限"
"100103605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001036","提升物理防禦力（不可降低）"
"100103606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001036","提升魔法防禦力（不可降低）"
"100103607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001036","降低HP吸收"
"100103608","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","24","81001036","反擊屏障"
"100103701","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001037","火屬性獎勵特大幅度提升"
"100103702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001037","深域怪物"
"100103703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001037","賦予TP上升上限"
"100103704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001037","提升物理防禦力（不可降低）"
"100103705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001037","提升魔法防禦力（不可降低）"
"100103706","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001037","降低HP吸收"
"100103801","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001038","火屬性獎勵特大幅度提升"
"100103802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001038","深域怪物"
"100103803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001038","賦予TP上升上限"
"100103804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001038","提升物理防禦力（不可降低）"
"100103805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001038","提升魔法防禦力（不可降低）"
"100103806","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001038","降低HP吸收"
"100103901","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001039","火屬性獎勵特大幅度提升"
"100103902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001039","深域怪物"
"100103903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001039","賦予TP上升上限"
"100103904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001039","提升物理防禦力（不可降低）"
"100103905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001039","提升魔法防禦力（不可降低）"
"100103906","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001039","降低HP吸收"
"100104001","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001040","火屬性獎勵特大幅度提升"
"100104002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001040","深域怪物"
"100104003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001040","賦予TP上升上限"
"100104004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001040","提升物理防禦力（不可降低）"
"100104005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001040","提升魔法防禦力（不可降低）"
"100104006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001040","降低HP吸收"
"100104007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","81001040","減少TP下降"
"100104008","戰鬥開始時，大幅度提升所有怪物的行動速度。","boss_haste","81001040","提升行動速度"
"100104101","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001041","火屬性獎勵特大幅度提升"
"100104102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001041","深域怪物"
"100104103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001041","賦予TP上升上限"
"100104104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001041","提升物理防禦力（不可降低）"
"100104105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001041","提升魔法防禦力（不可降低）"
"100104106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001041","降低HP吸收"
"100104201","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001042","火屬性獎勵特大幅度提升"
"100104202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001042","深域怪物"
"100104203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001042","賦予TP上升上限"
"100104204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001042","提升物理防禦力（不可降低）"
"100104205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001042","提升魔法防禦力（不可降低）"
"100104206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001042","降低HP吸收"
"100104301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001043","火屬性獎勵特大幅度提升"
"100104302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001043","深域怪物"
"100104303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001043","賦予TP上升上限"
"100104304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001043","提升物理防禦力（不可降低）"
"100104305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001043","提升魔法防禦力（不可降低）"
"100104306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001043","降低HP吸收"
"100104401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001044","火屬性獎勵特大幅度提升"
"100104402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001044","深域怪物"
