118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"3","101050101","0","2","0","0","提升自身{0}的物理防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"3","101051101","0","2","0","0","提升自身{0}的物理防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"4","101051102","0","0","0","0","提升自身{0}的魔法攻擊力","0","225","0","0","0","0","1","0","1","90","1","0","0",""
"1","101100101","99","1.62","0","1150","對範圍內的敵人造成{0}的物理傷害","1","20.4","0","3","1","0","20.4","0","1","1","0","0","0","物理傷害+{0}"
"60","101100201","1","0","0","0","自身物理暴擊提升{0}","1","45","0","7","2","1","1","0","1","10","99","0","1",""
"10","101100202","1","15","0","0","提升自身{0}的物理攻擊力","1","15","0","7","2","1","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"1","101100301","1","1.6","0","-1","對敵方單體造成{0}的物理傷害","1","20","0","3","1","0","20","0","1","1","0","0","0","物理傷害+{0}"
"1","101101101","99","2.16","0","1300","對範圍內的敵人造成{0}的物理傷害","1","28","0","3","1","0","28","0","1","1","0","1.75","0","物理傷害+{0}"
"60","101101201","1","0","0","0","自身物理暴擊提升{0}","1","75","0","7","2","1","1","0","1","10","99","0","1",""
"10","101101202","1","20","0","0","提升自身{0}的物理攻擊力","1","20","0","7","2","1","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"2","101101203","1","12","0","0","自己的行動速度上升","1","0","0","7","2","0","1.8","0","1","8","0","0","0",""
"1","101101301","99","2.8","0","1300","對範圍內的敵人造成{0}的物理傷害","1","35","0","3","1","0","35","0","1","1","0","0","0","物理傷害+{0}"
"110","101101302","1","0","0","0","提升自己物理攻擊暴擊時的傷害{0}%","1","15","0","7","2","1","1","0","1","10","18","0","1",""
"10","101101303","1","90","0","0","提升自身{0}的物理攻擊力","1","90","0","7","2","1","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"1","101101304","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","650","0","1","16","0","0","0",""
"2","101150101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","101151101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","101200101","99","0.54","0","2160","對使用物理攻擊的敵人追加{0}的魔法傷害","3","6.75","0","20","1","0","6.75","0","1","1","0","0","0","追加魔法傷害+{0}"
"2","101200102","99","0.81","0","2160","對敵方全體造成{0}的魔法傷害","3","9","0","3","1","0","9","0","1","1","0","0","0","全體魔法傷害+{0}"
"2","101200201","1","1.6","0","2160","對敵方單體造成{0}的魔法傷害","3","20","0","14","1","0","20","0","1","1","0","0","0","魔法傷害+{0}"
"2","101200301","1","0.8","0","2160","對敵方單體造成{0}的魔法傷害","3","10","0","14","1","0","10","0","1","1","0","0","0","魔法傷害+{0}"
"7","101200302","1","1.5","0","2160","使敵方單體一段時間內無法行動","3","0","0","14","1","0","0","0","1","8","0","0","0","造成暈眩的成功Lv+1"
"2","101201101","99","2.4","0","2160","對使用物理攻擊的敵人追加{0}的魔法傷害","2","9","0","20","1","0","9","0","1","1","0","0","0","追加魔法傷害+{0}"
"41","101201102","99","0.54","0","2160","對進行物理攻擊的敵人降低{0}魔法防禦力","2","0.54","0","20","1","0","1","0","1","10","18","0","1","魔法防禦力降低+{0}"
"7","101201103","99","6","0","2160","令使用物理攻擊的敵人在一定時間內無法行動","2","0","0","20","1","0","0","0","1","8","0","0","0","造成暈眩的成功Lv+1"
"2","101201104","99","0.81","0","2160","對敵方全體造成{0}的魔法傷害","2","9","0","3","1","0","9","0","1","1","0","0","0","全體魔法傷害+{0}"
"2","101201201","1","1.8","0","2160","對敵方單體造成{0}的魔法傷害","3","22","0","14","1","0","22","0","1","1","0","0","0","魔法傷害+{0}"
"41","101201202","1","0.2","0","2160","降低敵方單體{0}的魔法防禦力","3","0.2","0","14","1","1","1","0","1","10","12","0","1","魔法防禦力降低+{0}"
"4","101250101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","101251101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"2","101300101","1","5.6","0","2160","對敵方單體造成{0}的魔法傷害","2","60","0","6","1","0","60","0","1","1","0","0","0","魔法傷害+{0}"
"1","101300201","1","0","0","2160","","1","0","0","3","1","0","0","0","1","7","0","0","0",""
"41","101300202","99","0.48","0","200","使範圍內敵人的魔法防禦力下降{0}","2","0.48","0","3","1","0","1","0","1","10","12","0","0","魔法防禦力降低+{0}"
"2","101300301","1","1.6","0","2160","對敵方單體造成{0}的魔法傷害","2","20","0","6","1","0","20","0","1","1","0","0","0","魔法傷害+{0}"
"7","101300302","1","1.5","0","2160","使敵方單體一段時間內無法行動","2","0","0","6","1","0","0","0","1","8","0","0","0","造成暈眩的成功Lv+1"
"2","101301101","1","11.2","0","2160","對敵方單體造成{0}的魔法傷害","2","140","0","6","1","0","140","0","1","1","0","0","0","魔法傷害+{0}"
"41","101301102","1","0.5","0","2160","降低敵方單體{0}的魔法防禦力","2","0.5","0","6","1","0","1","0","1","10","18","0","0","魔法防禦力降低+{0}"
"1","101301201","1","0","0","2160","","1","0","0","3","1","0","0","0","1","7","0","0","0",""
"41","101301202","99","0.8","0","200","使範圍內敵人的魔法防禦力下降{0}","2","0.8","0","3","1","0","1","0","1","10","12","0","0","魔法防禦力降低+{0}"
"2","101301301","1","4.8","0","2160","對敵方單體造成{0}的魔法傷害","2","60","0","6","1","0","60","0","1","1","0","0","0","魔法傷害+{0}"
"7","101301302","1","4.5","0","2160","使敵方單體一段時間內無法行動","2","0","0","6","1","0","0","0","1","8","0","0","0","造成暈眩的成功Lv+1"
"1","101301303","1","0","0","2160","降低敵方單體的HP恢復量90%","2","18","0","6","1","0","0.9","0","1","59","0","0","1",""
"4","101350101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","101351101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"3","101400101","1","0","0","2160","","1","0","2","3","1","0","0","0","1","7","0","0","0",""
"41","101400102","1","16","300","2160","使領域中敵人降低{0}的魔法防禦力","1","2.4","2","3","1","0","2.4","3","1","38","0","0","1","魔法防禦力降低+{0}"
"81","101400103","1","16","300","2160","使領域中敵人降低{0}的 TP 上升","1","0","2","3","1","0","10","0","1","38","0","0","1",""
"1","101400104","1","0","0","2160","","1","0","2","3","1","0","0","0","1","7","0","0","0",""
"1","101400105","99","16","0","300","範圍內的敵人行動速度在一定時間下降","2","0","0","1","1","0","0.9","0","1","8","0","0","0","造成行動速度降低的成功Lv+1"
"2","101400201","99","0.27","0","800","對範圍內的敵人造成{0}的魔法傷害","1","3.4","0","3","1","0","3.4","0","1","1","0","0","0","魔法傷害+{0}"
"5","101400202","99","2.5","0","800","使範圍內的敵人一段時間內無法行動","1","0","0","3","1","0","0","0","1","8","0","0","0","束縛確定成功Ｌｖ+1"
"2","101400301","1","0.6","0","-1","對敵方單體造成{0}的魔法傷害","1","8","0","3","1","0","8","0","1","1","0","0","0","魔法傷害+{0}"
"1","101400302","1","1","0","-1","令一名敵人混亂","1","0","0","3","1","0","7.5","0","1","11","0","0","0","混亂的確定成功Lv+1"
"3","101401101","1","0","0","2160","","1","0","2","3","1","0","0","0","1","7","0","0","0",""
"41","101401102","1","18","410","2160","使領域中敵人降低{0}的魔法防禦力","1","2.4","2","3","1","0","2.4","3","1","38","0","0","1","魔法防禦力降低+{0}"
"81","101401103","1","18","410","2160","使領域中敵人降低{0}的 TP 上升","1","0","2","3","1","0","10","0","1","38","0","0","1",""
"0","101401104","99","0","0","2160","","3","0","0","3","1","0","0","0","1","92","0","0","0",""
"1","101401105","1","0","0","2160","","1","0","2","3","1","0","0","0","1","7","0","0","0",""
"1","101401106","99","18","0","300","範圍內的敵人行動速度在一定時間下降","2","0","0","1","1","0","0.7","0","1","8","0","0","0","造成行動速度降低的成功Lv+1"
"101401108","101401107","99","0","0","300","","2","0","0","1","1","0","5","0","1","57","0","0","0",""
"2","101401108","99","0.5","0","2160","對敵方全體造成{0}的魔法傷害","3","6.25","0","3","1","0","6.25","0","1","1","0","0","0","魔法傷害+{0}"
"2","101401201","99","0.72","0","800","對範圍內的敵人造成{0}的魔法傷害","1","9","0","3","1","0","9","0","1","1","0","0","0","魔法傷害+{0}"
"101401203","101401202","99","0","0","800","","1","0.2","0","3","1","0","4","0","1","26","0","0","3",""
"5","101401203","99","2.5","0","800","使範圍內的敵人一段時間內無法行動","1","0","0","3","1","0","0","0","1","8","0","0","0","束縛確定成功Ｌｖ+1"
"5","101450101","0","2","0","0","提升自身{0}的魔法防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"5","101451101","0","2","0","0","提升自身{0}的魔法防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"2","101500101","99","4.5","0","2160","回復我方全體{0}的HP","3","4.5","0","3","2","0","1","0","1","4","0.3375","0","0","HP回復量+{0}"
"40","101500102","99","0.45","0","2160","提升我方全體{0}的魔法防禦力","3","0.45","0","3","2","0","1","0","1","10","18","0","1","魔法防禦力提升+{0}"
"30","101500201","99","5.5","0","300","提升範圍內的我方{0}的魔法攻擊力","2","5.5","0","3","2","0","1","0","1","10","12","0","0","魔法攻擊力提升+{0}"
"2","101500301","1","0.12","7","2160","每秒回復{0}的HP","2","1","0","10","2","0","1","0","1","48","0","0","1","回復量+{0}"
"2","101501101","99","4.5","0","2160","回復我方全體{0}的HP","3","4.5","0","3","2","0","1","0","1","4","0.3375","0","0","HP回復量+{0}"
"40","101501102","99","0.45","0","2160","提升我方全體{0}的魔法防禦力","3","0.45","0","3","2","0","1","0","1","10","18","0","1","魔法防禦力提升+{0}"
"30","101501103","99","25","0","2160","提升我方全體{0}的魔法攻擊力","3","25","0","3","2","0","1","0","1","10","18","0","1","魔法攻擊力提升+{0}"
"70","101501104","99","0","0","2160","使全體夥伴的魔法暴擊提升{0}","3","50","0","3","2","0","1","0","1","10","18","0","1",""
"120","101501105","99","0","0","2160","提升我方全體魔法攻擊暴擊時25％的傷害","3","25","0","3","2","0","1","0","1","10","18","0","1",""
"2","101501106","99","0.04","18","2160","每秒回復{0}的HP","3","0.8","0","3","2","0","0.8","0","1","48","0","0","1","回復量+{0}"
"30","101501201","99","18","0","300","提升範圍內的我方{0}的魔法攻擊力","2","18","0","3","2","0","1","0","1","10","12","0","0","魔法攻擊力提升+{0}"
"70","101501202","99","0","0","300","使範圍內全體夥伴提升{0}的魔法暴擊","2","40","0","3","2","1","1","0","1","10","12","0","1","魔法暴擊提高+{0}"
"4","101550101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","101551101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"1","101600101","1","4","1","-1","對敵方單體造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"1","101600201","1","0.9","1","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","0","0","物理傷害+{0}"
"10","101600301","1","15","0","0","提升自身{0}的物理攻擊力","3","15","0","7","2","1","1","0","1","10","12","0","1","物理攻擊力+{0}"
"110","101601101","1","0","0","-1","提升自己物理攻擊暴擊時的傷害25%","3","25","0","7","2","1","2","0","1","10","18","0","1","物理暴擊提高+{0}"
"1","101601102","1","9","1","-1","對敵方單體造成{0}的物理傷害","1","112","0","3","1","0","112","0","1","1","0","0","0","物理傷害+{0}"
"1","101601201","1","0.9","1","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","1.5","0","物理傷害+{0}"
"1","101601202","1","0.6","0","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","1.5","0","物理傷害+{0}"
"1","101601203","1","0.6","0","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","1.5","0","物理傷害+{0}"
"10","101601301","1","75","0","0","提升自身{0}的物理攻擊力","3","75","0","7","2","1","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"110","101601302","1","0","0","0","提升自己物理攻擊暴擊時的傷害{0}%","3","15","0","7","2","1","1","0","1","10","180","0","1",""
"1","101601303","1","0","0","0","回復自身{0}的TP","3","0","0","7","2","0","150","0","1","16","0","0","0",""
"2","101650101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","101651101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"1","101700101","1","4.8","0","-1","對敵方單體造成{0}的物理傷害","1","60","0","3","1","0","60","0","1","1","0","0","0","物理傷害+{0}"
"1","101700201","1","1.6","0","-1","對敵方單體造成{0}的物理傷害","1","20","0","3","1","0","20","0","1","1","0","0","0","物理傷害+{0}"
"0","101700301","1","10","0","2160","每次攻擊增加{0}的傷害","3","10","0","7","2","0","1","0","1","102","5","0","0","追加傷害+{0}"
"1","101701101","1","14.4","0","-1","對敵方單體造成{0}的物理傷害","1","180","0","3","1","0","180","0","1","1","0","0","0","物理傷害+{0}"
"10","101701102","1","15","0","0","提升自身{0}的物理攻擊力","3","15","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力+{0}"
"1","101701201","1","2.3","0","-1","對敵方單體造成{0}的物理傷害","1","30","0","3","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"2","101750101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","101751101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","101800101","99","0.405","0","2160","對敵方全體造成{0}的魔法傷害","3","4.5","0","3","1","0","4.5","0","1","1","0","0","0","全體魔法傷害+{0}"
"0","101800102","99","100","0","2160","魅惑全體敵人","3","0","0","3","1","0","4","0","1","11","0","0","0","造成魅惑的成功Lv+1"
"1","101800201","1","0","0","4000","","1","0","1","3","1","0","0","0","1","7","0","0","0",""
"2","101800202","99","0.72","0","100","對範圍內的敵人造成{0}的魔法傷害","2","9","0","1","1","0","9","0","1","1","0","0","0","魔法傷害+{0}"
"2","101800301","1","0","0","-1","使敵方單體失去{0}的TP","3","1","0","2","1","0","50","0","1","16","0","0","0","TP傷害+{0}"
"1","101800302","1","0","0","0","回復自身{0}的TP","1","1","0","7","2","0","50","0","1","16","0","0","0","TP回復量+{0}"
"2","101801101","99","0.81","0","2160","對敵方全體造成{0}的魔法傷害","3","10","0","3","1","0","10","0","1","1","0","0","0","全體魔法傷害+{0}"
"2","101801102","99","0","0","2160","使全體敵人失去{0}的 TP","3","0.4","0","3","1","0","20","0","1","16","0","0","0","TP傷害+{0}"
"81","101801103","99","0","0","2160","使全體敵人的 TP 上升降低{0}","3","15","0","3","1","1","1","0","1","10","18","0","1",""
"0","101801104","99","100","0","2160","魅惑全體敵人","3","0","0","3","1","0","5","0","1","11","0","0","0","造成魅惑的成功Lv+1"
"1","101801201","1","0","0","4000","","1","0","1","3","1","0","0","0","1","7","0","0","0",""
"300","101801202","99","0","0","100","","2","1","0","3","1","0","0","101801205","1","23","0","0","101801203",""
"2","101801203","99","1.2","0","100","對範圍內的敵人造成{0}的魔法傷害","2","9","0","3","1","0","9","0","1","1","0","0","0","魔法傷害+{0}"
"2","101801204","99","0","0","100","當敵人陷入誘惑狀態時，讓範圍內的敵人TP失去{0}","2","1","0","3","1","0","300","0","1","16","0","0","0","TP傷害+{0}"
"2","101801205","99","1.2","0","100","","2","9","0","3","1","0","9","0","1","1","0","0","0",""
"11","101801206","99","10","0","100","當敵人並非誘惑狀態時，使範圍內對象的物理攻擊力降低{0}","2","10","0","3","1","1","1","0","1","10","12","0","1","物理攻擊力降低+{0}"
"31","101801207","99","10","0","100","當敵人並非誘惑狀態時，使範圍內對象的魔法攻擊力降低{0}","2","10","0","3","1","1","1","0","1","10","12","0","1","魔法攻擊力下降+{0}"
"2","101820301","1","0","0","-1","使敵方單體失去{0}的TP","3","0","0","2","1","0","310","0","1","16","0","0","0",""
"11","101820302","0","4","0","-1","降低敵方單體{0}的物理攻擊力","3","-1040","0","1","1","1","1","0","1","10","12","0","1","物理攻擊力降低+{0}"
"31","101820303","0","4","0","-1","降低敵方單體{0}的魔法攻擊力","3","-1040","0","1","1","1","1","0","1","10","12","0","1","魔法攻擊力下降+{0}"
"1","101820304","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","310","0","1","16","0","0","0",""
"2","101821101","99","1.21","0","2160","對敵方全體造成{0}的魔法傷害","3","10","0","3","1","0","10","0","1","1","0","0","0","全體魔法傷害+{0}"
"2","101821102","99","0","0","2160","使全體敵人失去{0}的 TP","3","0","0","3","1","0","124","0","1","16","0","0","0",""
