df1753b666af1752f6ce5341db2088d0ab9e0292619d02ac5edbdb87da82b608,595bdfbee39be65a136149cc8d3201e02b90676181ead2ec24fc3e042630af66,2bdaebc86ea5ff1f75864bf30c2c5b729e537c3b7ed2e89fc5587f910ad2f588,c7c9a4379620df48cd7ed68bb4c41521d2880f3fd60e7c416884cab425b5823e,a4fb23803662fa5550bf5a3e10b8492d13b4bd8e48bd35c7a6276b30f99a752c,8ef86f99014c82017c895bce88fe36d7f9c01b262e6826021fe0b5da18b92fa2,7edff343ef52da7ac0d9d936daaf7e1d6d7fd26944ccacf33ea015bdc61d3762,4518e1c2034e882f4cb0b6c80102a0935cd1c877906b89a256fa5c21505ac158,1636245d54427d837cbeba0cbca550b2341f7eef476927272baef1bb3042cb75,08efe10d18941add714fbba9cd4a9fd8fe69448384909493464303fb5cb3e5f0,8bb9ce37fca57dfe70d6a09da3c898bafab894a355e09e52520c4165da3bf68a,4a1dbd8c4699a05cdda81ab429550c013e02a1a34dd99e015389896125d39074,7b5f46208e416f781330328cda0a7c24d3ed06e5a388db188112c60b2eb8ddb9,abe01df8ff2c78525f5a8e83b28e9154b5f1105f74b21600530d90629882b277,62cc791759eb7c32fcf24441b977c2c499fd92d429b00eb8eaec74dade698898,ed69ff6dfda77ca92e14af844fe01546a5cd9e7126cb60f36bea040052ca3bf9,358ba9c8abaa1a94479d216b742d70fbb15b8dd4c13444ddaa8dd87cde94ddff,3ed06e1c0b31f4c68098a5bf6533aebeb7fdb1575a75d6f81560611146ff5a96,0f5181c6dda593787565a79d2eb93466cabd5eb4f68184aaf1bd646a80a777d9,fc499eb6a8b22807e099f2f26a24e42d4a58d8b67e4c8bc43dbf05cbc62b157f,aa32006fb8ab553b7965d964754986a97c4e94233212fb7c7703316d784c1060,39026f38876419cb88a11493795a83b91e2c811a10c2c66a548b702fa2efe36b,e74c8540edbf39c5c648f649134427dc8e6a32d83ff59a5e5b13e70d9c00dc9c,0a4bbed13b82390a8fb19af0ab498e38162ba03a635510709bd26c51638eb93c,51463b084aefee86fc32fb9b084b109ce2de122e323c88b2503684dbaab001ee,2a2fbe74b65e25f4f94cafac332b763239d095ece8e2f99995af1393881f3a0a,1b4239e8d4bc163ec76a08daa0c0a20abc1a7e7d2d97d3f245896e4d63c25f29,928f826234cfcbea7bd26855a530eba3ad66d2a1a6058335e9f8facc22e360e8,ef37dcc3cd9e3144e4f92bc9b9f45c0659b55479ec212b0a022ed3ebfc0170da,7fea1fd226f6282ab9c721c67247d76c09cc6406623ac231468c9b99232658ad,65f2723fa6663cfbae2131826fa538448b08f28ce60433398f0014895c4a837e,23eae564bff2a279b101ae4009a7354590c14e294341cbb7d8d56caa7653836f,4ec316003f9d2033199f25776dd9ef48125298b885c2a5a46b0be183116a77e6,f87258bd3b7ec2a6bca475ec06795bc06334d9c94b13e97d989679ff13953dd8,9a16584ef9445fe9f92a0350c200c3cf86f8422cd1fead82a2362d0d78916158,8ef59b66d95f5eb8f8dae9f13653b74aa2a3c92c1ea7c20ff169106c76b54a1c,73e964dd43fe97e833b2fadf9febe0b2807cb68bc8a8476246c63c83d5b321bb,460b7c6774aaa8758839058f2947f2ad95bcb62ffdd550ba624284086bb0f43a,b4e8b0876ffd7abc8fcb64fd01a6f45a468368ab7cfa6a0b3eef03b8f7231285
"353","1004206","0","0","401062691","1004210","1000000","401062681","401062701","0","1","10750105","1.5","0","1004207","1.4","10750103","-2","0.03","0","10750101","710021","1.2","10750104","1","-2","401062661","1004209","1075","401062671","10750102","1","-2","1.2","0","1.3","1004208","0","0"
"354","1004201","1004104","1004105","401062741","1004205","1000000","401062731","401062751","1004101","2","10750105","2","0","1004202","1.9","10750103","1","0.06","0","10750101","710021","1.6","10750104","2","1","401062711","1004204","1075","401062721","10750102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"355","1004206","1004109","1004110","401062741","1004210","1000000","401062731","401062751","1004106","2","10750105","2","0","1004207","1.9","10750103","2","0.06","0","10750101","710021","1.6","10750104","2","6","401062711","1004209","1075","401062721","10750102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"356","1004206","1004109","1004110","401062791","1004210","1000000","401062781","401062801","1004106","2","10750105","2.2","0","1004207","2.1","10750103","7","0.06","0","10750101","710021","2","10750104","3","22","401062761","1004209","1075","401062771","10750102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"357","1004206","1004109","1004110","401062841","1004210","1000000","401062831","401062851","1004106","2","10750105","5","0","1004207","4.8","10750103","23","0.06","0","10750101","710021","4.5","10750104","4","-1","401062811","1004209","1075","401062821","10750102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"358","1004206","0","0","401063041","1004210","1000000","401063031","401063051","0","1","10760105","1.5","0","1004207","1.4","10760103","-2","0.03","0","10760101","710031","1.2","10760104","1","-2","401063011","1004209","1076","401063021","10760102","1","-2","1.2","0","1.3","1004208","0","0"
"359","1004201","1004104","1004105","401063091","1004205","1000000","401063081","401063101","1004101","2","10760105","2","0","1004202","1.9","10760103","1","0.06","0","10760101","710031","1.6","10760104","2","1","401063061","1004204","1076","401063071","10760102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"360","1004206","1004109","1004110","401063091","1004210","1000000","401063081","401063101","1004106","2","10760105","2","0","1004207","1.9","10760103","2","0.06","0","10760101","710031","1.6","10760104","2","6","401063061","1004209","1076","401063071","10760102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"361","1004206","1004109","1004110","401063141","1004210","1000000","401063131","401063151","1004106","2","10760105","2.2","0","1004207","2.1","10760103","7","0.06","0","10760101","710031","2","10760104","3","22","401063111","1004209","1076","401063121","10760102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"362","1004206","1004109","1004110","401063191","1004210","1000000","401063181","401063201","1004106","2","10760105","5","0","1004207","4.8","10760103","23","0.06","0","10760101","710031","4.5","10760104","4","-1","401063161","1004209","1076","401063171","10760102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"363","1004206","0","0","401063391","1004210","1000000","401063381","401063401","0","1","10770105","1.5","0","1004207","1.4","10770103","-2","0.03","0","10770101","710041","1.2","10770104","1","-2","401063361","1004209","1077","401063371","10770102","1","-2","1.2","0","1.3","1004208","0","0"
"364","1004201","1004104","1004105","401063441","1004205","1000000","401063431","401063451","1004101","2","10770105","2","0","1004202","1.9","10770103","1","0.06","0","10770101","710041","1.6","10770104","2","1","401063411","1004204","1077","401063421","10770102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"365","1004206","1004109","1004110","401063441","1004210","1000000","401063431","401063451","1004106","2","10770105","2","0","1004207","1.9","10770103","2","0.06","0","10770101","710041","1.6","10770104","2","6","401063411","1004209","1077","401063421","10770102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"366","1004206","1004109","1004110","401063491","1004210","1000000","401063481","401063501","1004106","2","10770105","2.2","0","1004207","2.1","10770103","7","0.06","0","10770101","710041","2","10770104","3","22","401063461","1004209","1077","401063471","10770102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"367","1004206","1004109","1004110","401063541","1004210","1000000","401063531","401063551","1004106","2","10770105","5","0","1004207","4.8","10770103","23","0.06","0","10770101","710041","4.5","10770104","4","-1","401063511","1004209","1077","401063521","10770102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"368","1004206","0","0","401063741","1004210","1000000","401063731","401063751","0","1","10780105","1.5","0","1004207","1.4","10780103","-2","0.03","0","10780101","710051","1.2","10780104","1","-2","401063711","1004209","1078","401063721","10780102","1","-2","1.2","0","1.3","1004208","0","0"
"369","1004201","1004104","1004105","401063791","1004205","1000000","401063781","401063801","1004101","2","10780105","2","0","1004202","1.9","10780103","1","0.06","0","10780101","710051","1.6","10780104","2","1","401063761","1004204","1078","401063771","10780102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"370","1004206","1004109","1004110","401063791","1004210","1000000","401063781","401063801","1004106","2","10780105","2","0","1004207","1.9","10780103","2","0.06","0","10780101","710051","1.6","10780104","2","6","401063761","1004209","1078","401063771","10780102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"371","1004206","1004109","1004110","401063841","1004210","1000000","401063831","401063851","1004106","2","10780105","2.2","0","1004207","2.1","10780103","7","0.06","0","10780101","710051","2","10780104","3","22","401063811","1004209","1078","401063821","10780102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"372","1004206","1004109","1004110","401063891","1004210","1000000","401063881","401063901","1004106","2","10780105","5","0","1004207","4.8","10780103","23","0.06","0","10780101","710051","4.5","10780104","4","-1","401063861","1004209","1078","401063871","10780102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"373","1004206","0","0","401064091","1004210","1000000","401064081","401064101","0","1","10790105","1.5","0","1004207","1.4","10790103","-2","0.03","0","10790101","710061","1.2","10790104","1","-2","401064061","1004209","1079","401064071","10790102","1","-2","1.2","0","1.3","1004208","0","0"
"374","1004201","1004104","1004105","401064141","1004205","1000000","401064131","401064151","1004101","2","10790105","2","0","1004202","1.9","10790103","1","0.06","0","10790101","710061","1.6","10790104","2","1","401064111","1004204","1079","401064121","10790102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"375","1004206","1004109","1004110","401064141","1004210","1000000","401064131","401064151","1004106","2","10790105","2","0","1004207","1.9","10790103","2","0.06","0","10790101","710061","1.6","10790104","2","6","401064111","1004209","1079","401064121","10790102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"376","1004206","1004109","1004110","401064191","1004210","1000000","401064181","401064201","1004106","2","10790105","2.2","0","1004207","2.1","10790103","7","0.06","0","10790101","710061","2","10790104","3","22","401064161","1004209","1079","401064171","10790102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"377","1004206","1004109","1004110","401064241","1004210","1000000","401064231","401064251","1004106","2","10790105","5","0","1004207","4.8","10790103","23","0.06","0","10790101","710061","4.5","10790104","4","-1","401064211","1004209","1079","401064221","10790102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"378","1004206","0","0","401064441","1004210","1000000","401064431","401064451","0","1","10800105","1.5","0","1004207","1.4","10800103","-2","0.03","0","10800101","710071","1.2","10800104","1","-2","401064411","1004209","1080","401064421","10800102","1","-2","1.2","0","1.3","1004208","0","0"
"379","1004201","1004104","1004105","401064491","1004205","1000000","401064481","401064501","1004101","2","10800105","2","0","1004202","1.9","10800103","1","0.06","0","10800101","710071","1.6","10800104","2","1","401064461","1004204","1080","401064471","10800102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"380","1004206","1004109","1004110","401064491","1004210","1000000","401064481","401064501","1004106","2","10800105","2","0","1004207","1.9","10800103","2","0.06","0","10800101","710071","1.6","10800104","2","6","401064461","1004209","1080","401064471","10800102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"381","1004206","1004109","1004110","401064541","1004210","1000000","401064531","401064551","1004106","2","10800105","2.2","0","1004207","2.1","10800103","7","0.06","0","10800101","710071","2","10800104","3","22","401064511","1004209","1080","401064521","10800102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"382","1004206","1004109","1004110","401064591","1004210","1000000","401064581","401064601","1004106","2","10800105","5","0","1004207","4.8","10800103","23","0.06","0","10800101","710071","4.5","10800104","4","-1","401064561","1004209","1080","401064571","10800102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"383","1004206","0","0","401064791","1004210","1000000","401064781","401064801","0","1","10810105","1.5","0","1004207","1.4","10810103","-2","0.03","0","10810101","710081","1.2","10810104","1","-2","401064761","1004209","1081","401064771","10810102","1","-2","1.2","0","1.3","1004208","0","0"
"384","1004201","1004104","1004105","401064841","1004205","1000000","401064831","401064851","1004101","2","10810105","2","0","1004202","1.9","10810103","1","0.06","0","10810101","710081","1.6","10810104","2","1","401064811","1004204","1081","401064821","10810102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"385","1004206","1004109","1004110","401064841","1004210","1000000","401064831","401064851","1004106","2","10810105","2","0","1004207","1.9","10810103","2","0.06","0","10810101","710081","1.6","10810104","2","6","401064811","1004209","1081","401064821","10810102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"386","1004206","1004109","1004110","401064891","1004210","1000000","401064881","401064901","1004106","2","10810105","2.2","0","1004207","2.1","10810103","7","0.06","0","10810101","710081","2","10810104","3","22","401064861","1004209","1081","401064871","10810102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"387","1004206","1004109","1004110","401064941","1004210","1000000","401064931","401064951","1004106","2","10810105","5","0","1004207","4.8","10810103","23","0.06","0","10810101","710081","4.5","10810104","4","-1","401064911","1004209","1081","401064921","10810102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"388","1004206","0","0","401065141","1004210","1000000","401065131","401065151","0","1","10820105","1.5","0","1004207","1.4","10820103","-2","0.03","0","10820101","710091","1.2","10820104","1","-2","401065111","1004209","1082","401065121","10820102","1","-2","1.2","0","1.3","1004208","0","0"
"389","1004201","1004104","1004105","401065191","1004205","1000000","401065181","401065201","1004101","2","10820105","2","0","1004202","1.9","10820103","1","0.06","0","10820101","710091","1.6","10820104","2","1","401065161","1004204","1082","401065171","10820102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"390","1004206","1004109","1004110","401065191","1004210","1000000","401065181","401065201","1004106","2","10820105","2","0","1004207","1.9","10820103","2","0.06","0","10820101","710091","1.6","10820104","2","6","401065161","1004209","1082","401065171","10820102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"391","1004206","1004109","1004110","401065241","1004210","1000000","401065231","401065251","1004106","2","10820105","2.2","0","1004207","2.1","10820103","7","0.06","0","10820101","710091","2","10820104","3","22","401065211","1004209","1082","401065221","10820102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"392","1004206","1004109","1004110","401065291","1004210","1000000","401065281","401065301","1004106","2","10820105","5","0","1004207","4.8","10820103","23","0.06","0","10820101","710091","4.5","10820104","4","-1","401065261","1004209","1082","401065271","10820102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
