226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"-1100","31","","-250","2","1","1","18690007","1","","869"
"-125","2","","10","1750","","110511","18690008","","","869"
"-250","2","","10","1500","","110011","18690009","","","869"
"-125","2","","10","1750","","1","18690010","","","869"
"-250","2","","10","1500","","2","18690011","","","869"
"-125","33","","10","1750","","1","18690012","","","869"
"-250","33","","10","1500","","2","18690013","","","869"
"","23","","","se_fpc_water_random","","se_10053800","18700001","","","870"
"22","1","cmn_float","-1100","110111","1.75","1","18700002","-180","1","870"
"12","1","cmn_float","-1350","117111","1.75","1","18700003","-125","0","870"
"22","1","cmn_float","-1600","127011","1.75","1","18700004","-180","0","870"
"-1070","31","","-180","2","1","6","18700005","1","","870"
"-1350","31","","-125","3","1","6","18700006","1","","870"
"-1600","31","","-180","4","1","6","18700007","1","","870"
"-180","2","","13.5","1500","","110111","18700008","","","870"
"-125","2","","13.5","1250","","117111","18700009","","","870"
"-180","2","","13.5","1000","","127011","18700010","","","870"
"-180","33","","13.5","1530","","2","18700011","","","870"
"-125","33","","13.5","1250","","3","18700012","","","870"
"-180","33","","13.5","1000","","4","18700013","","","870"
"","93","","","","","2.7","18700014","","","870"
"","21","","0","vo_fpc_87001","","vo_fpc","18700015","","","870"
"","23","","","se_fpc_water_random","","se_10053800","18710001","","","871"
"12","1","cmn_swm_breastStroke","-850","122511","1.75","1","18710002","-125","0","871"
"32","1","cmn_swm_breastStroke","-1100","117411","1.75","1","18710003","-250","0","871"
"-850","31","","-125","1","1","2","18710004","1","","871"
"-1100","31","","-250","2","1","2","18710005","1","","871"
"-125","2","","10","1750","","122511","18710006","","","871"
"-250","2","","10","1500","","117411","18710007","","","871"
"-125","33","","10","1750","","1","18710008","","","871"
"-250","33","","10","1500","","2","18710009","","","871"
"","23","","","se_fpc_water_random","","se_10053800","18720001","","","872"
"23","1","cmn_boat_relax_l","-850","110311","1.75","1","18720002","-180","0","872"
"23","1","cmn_boat_relax","-1200","126711","1.75","1","18720003","-180","0","872"
"22","5","cmn_boat_idle_blue","-850","1","1.75","2","18720004","-180","0","872"
"22","5","cmn_boat_idle_l","-1200","2","1.75","2","18720005","-180","0","872"
"-850","31","","-180","1","1","116","18720006","1","","872"
"-1200","31","","-180","2","1","116","18720007","1","","872"
"-180","2","","13.5","1750","","110311","18720008","","","872"
"-180","2","","13.5","1400","","126711","18720009","","","872"
"-180","2","","13.5","1750","","1","18720010","","","872"
"-180","2","","13.5","1400","","2","18720011","","","872"
"-180","33","","13.5","1750","","1","18720012","","","872"
"-180","33","","13.5","1400","","2","18720013","","","872"
"","93","","","","","2.7","18720014","","","872"
"","21","","0","vo_fpc_87201","","vo_fpc","18720015","","","872"
"","23","","","se_fpc_water_random","","se_10053800","18730001","","","873"
"12","1","cmn_swm_breastStroke","-850","110411","1.75","1","18730002","-125","0","873"
"32","1","cmn_swm_breastStroke","-1100","115711","1.75","1","18730003","-250","0","873"
"-850","31","","-125","1","1","2","18730004","1","","873"
"-1100","31","","-250","2","1","2","18730005","1","","873"
"-125","2","","10","1750","","110411","18730006","","","873"
"-250","2","","10","1500","","115711","18730007","","","873"
"-125","33","","10","1750","","1","18730008","","","873"
"-250","33","","10","1500","","2","18730009","","","873"
"","23","","","se_fpc_water_random","","se_10053800","18740001","","","874"
"22","1","cmn_float","-1100","110411","1.75","1","18740002","-180","1","874"
"12","1","cmn_float","-1350","122611","1.75","1","18740003","-125","0","874"
"-1070","31","","-180","2","1","6","18740004","1","","874"
"-1350","31","","-125","3","1","6","18740005","1","","874"
"-180","2","","13.5","1500","","110411","18740006","","","874"
"-125","2","","13.5","1250","","122611","18740007","","","874"
"-180","33","","13.5","1530","","2","18740008","","","874"
"-125","33","","13.5","1250","","3","18740009","","","874"
"","93","","","","","2.6","18740010","","","874"
"","21","","0","vo_fpc_87401","","vo_fpc","18740011","","","874"
"","23","","","se_fpc_water_random","","se_10053800","18750001","","","875"
"12","1","cmn_swm_diving","-850","108011","1.75","1","18750002","-125","0","875"
"22","1","cmn_swm_diving","-1100","129411","1.75","1","18750003","-180","0","875"
"-850","31","","-125","1","1","9","18750004","1","","875"
"-1100","31","","-180","2","1","9","18750005","1","","875"
"-125","2","","13.5","1750","","108011","18750006","","","875"
"-180","2","","13.5","1500","","129411","18750007","","","875"
"-125","33","","13.5","1750","","1","18750008","","","875"
"-180","33","","13.5","1500","","2","18750009","","","875"
"","23","","","se_fpc_water_random","","se_10053800","18760001","","","876"
"22","1","cmn_float","-1100","117111","1.75","1","18760002","-180","1","876"
"12","1","cmn_float","-1350","129311","1.75","1","18760003","-125","0","876"
"-1070","31","","-180","2","1","6","18760004","1","","876"
"-1350","31","","-125","3","1","6","18760005","1","","876"
"-180","2","","13.5","1500","","117111","18760006","","","876"
"-125","2","","13.5","1250","","129311","18760007","","","876"
"-180","33","","13.5","1530","","2","18760008","","","876"
"-125","33","","13.5","1250","","3","18760009","","","876"
"","93","","","","","2.8","18760010","","","876"
"","21","","0","vo_fpc_87601","","vo_fpc","18760011","","","876"
"","23","","","se_fpc_water_random","","se_10053800","18770001","","","877"
"12","1","cmn_crawl","-850","117211","1.75","1","18770002","-125","0","877"
"32","1","cmn_crawl","-1100","117311","1.75","1","18770003","-250","0","877"
"12","1","cmn_crawl","-1350","117411","1.75","1","18770004","-125","0","877"
"32","1","cmn_swm_diving","-1600","129511","1.75","1","18770005","-250","0","877"
"-850","31","","-125","1","1","7","18770006","1","","877"
"-1100","31","","-250","2","1","1","18770007","1","","877"
"-1350","31","","-125","3","1","7","18770008","1","","877"
"-1600","31","","-250","4","1","9","18770009","1","","877"
"-125","2","","10","1750","","117211","18770010","","","877"
"-250","2","","10","1500","","117311","18770011","","","877"
"-125","2","","10","1250","","117411","18770012","","","877"
"-250","2","","10","1000","","129511","18770013","","","877"
"-125","33","","10","1750","","1","18770014","","","877"
"-250","33","","10","1500","","2","18770015","","","877"
"-125","33","","10","1250","","3","18770016","","","877"
"-250","33","","10","1000","","4","18770017","","","877"
"","23","","","se_fpc_water_random","","se_10053800","18780001","","","878"
"13","1","cmn_swm_tread","-850","110611","1.75","1","18780002","-125","0","878"
"33","1","cmn_swm_tread","-1100","129511","1.75","1","18780003","-250","0","878"
"12","5","cmn_swm_tread_pink","-850","1","1.75","1","18780004","-125","0","878"
"32","5","cmn_swm_tread_blue","-1100","2","1.75","1","18780005","-250","0","878"
"-850","31","","-125","1","1","13","18780006","1","","878"
"-1100","31","","-250","2","1","3","18780007","1","","878"
"-125","2","","13.5","1750","","110611","18780008","","","878"
"-250","2","","13.5","1500","","129511","18780009","","","878"
"-125","2","","13.5","1750","","1","18780010","","","878"
"-250","2","","13.5","1500","","2","18780011","","","878"
"-125","33","","13.5","1750","","1","18780012","","","878"
"-250","33","","13.5","1500","","2","18780013","","","878"
"","23","","","se_fpc_water_random","","se_10053800","18790001","","","879"
"22","1","cmn_float","-1100","107611","1.75","1","18790002","-180","1","879"
"12","1","cmn_float","-1350","122611","1.75","1","18790003","-125","0","879"
"-1070","31","","-180","2","1","6","18790004","1","","879"
"-1350","31","","-125","3","1","6","18790005","1","","879"
"-180","2","","13.5","1500","","107611","18790006","","","879"
"-125","2","","13.5","1250","","122611","18790007","","","879"
"-180","33","","13.5","1530","","2","18790008","","","879"
"-125","33","","13.5","1250","","3","18790009","","","879"
"","93","","","","","2.6","18790010","","","879"
"","21","","0","vo_fpc_87901","","vo_fpc","18790011","","","879"
"","23","","","se_fpc_water_random","","se_10053800","18800001","","","880"
"22","1","cmn_float","-1100","110311","1.75","1","18800002","-180","1","880"
"12","1","04_misogi_float_loop","-1350","129311","1.75","1","18800003","-125","1","880"
"-1070","31","","-180","2","1","6","18800004","1","","880"
"-1350","31","","-125","3","1","6","18800005","1","","880"
"-180","2","","13.5","1500","","110311","18800006","","","880"
"-125","2","","13.5","1250","","129311","18800007","","","880"
"-180","33","","13.5","1530","","2","18800008","","","880"
"-125","33","","13.5","1250","","3","18800009","","","880"
"","93","","","","","2.5","18800010","","","880"
"","21","","0","vo_fpc_88001","","vo_fpc","18800011","","","880"
"","23","","","se_fpc_water_random","","se_10053800","18810001","","","881"
"22","1","cmn_float","-1100","113511","1.75","1","18810002","-180","1","881"
"12","1","04_misogi_float_loop","-1350","129311","1.75","1","18810003","-125","1","881"
"-1070","31","","-180","2","1","6","18810004","1","","881"
"-1350","31","","-125","3","1","6","18810005","1","","881"
"-180","2","","13.5","1500","","113511","18810006","","","881"
"-125","2","","13.5","1250","","129311","18810007","","","881"
"-180","33","","13.5","1530","","2","18810008","","","881"
"-125","33","","13.5","1250","","3","18810009","","","881"
"","93","","","","","2.4","18810010","","","881"
"","21","","0","vo_fpc_88101","","vo_fpc","18810011","","","881"
"","23","","","se_fpc_water_random","","se_10053800","18820001","","","882"
"23","1","cmn_boat_relax_l","-850","108011","1.75","1","18820002","-180","0","882"
"23","1","cmn_boat_cat","-1200","107911","1.75","1","18820003","-180","0","882"
"22","5","cmn_boat_idle_blue","-850","1","1.75","2","18820004","-180","0","882"
"22","5","cmn_boat_idle_l","-1200","2","1.75","2","18820005","-180","0","882"
"-850","31","","-180","1","1","116","18820006","1","","882"
"-1200","31","","-180","2","1","116","18820007","1","","882"
"-180","2","","13.5","1750","","108011","18820008","","","882"
"-180","2","","13.5","1400","","107911","18820009","","","882"
"-180","2","","13.5","1750","","1","18820010","","","882"
"-180","2","","13.5","1400","","2","18820011","","","882"
"-180","33","","13.5","1750","","1","18820012","","","882"
"-180","33","","13.5","1400","","2","18820013","","","882"
"","93","","","","","1","18820014","","","882"
"","21","","0","vo_fpc_88201","","vo_fpc","18820015","","","882"
"","23","","","se_fpc_water_random","","se_10053800","18830001","","","883"
"12","1","10_cmn_dogscratch","-850","110411","1.75","1","18830002","-125","0","883"
"32","1","10_cmn_dogscratch","-1100","110511","1.75","1","18830003","-250","0","883"
"12","1","10_cmn_dogscratch","-1350","115711","1.75","1","18830004","-125","0","883"
"32","1","10_cmn_dogscratch","-1600","122411","1.75","1","18830005","-250","0","883"
"-850","31","","-125","1","1","117","18830006","1","","883"
"-1100","31","","-250","2","1","117","18830007","1","","883"
"-1350","31","","-125","3","1","117","18830008","1","","883"
"-1600","31","","-250","4","1","117","18830009","1","","883"
"-125","2","","10","1750","","110411","18830010","","","883"
"-250","2","","10","1500","","110511","18830011","","","883"
"-125","2","","10","1250","","115711","18830012","","","883"
"-250","2","","10","1000","","122411","18830013","","","883"
"-125","33","","10","1750","","1","18830014","","","883"
"-250","33","","10","1500","","2","18830015","","","883"
"-125","33","","10","1250","","3","18830016","","","883"
"-250","33","","10","1000","","4","18830017","","","883"
"","23","","","se_fpc_water_random","","se_10053800","18840001","","","884"
"22","1","cmn_float","-1100","107511","1.75","1","18840002","-180","1","884"
"12","1","cmn_float","-1350","126611","1.75","1","18840003","-125","0","884"
"-1070","31","","-180","2","1","6","18840004","1","","884"
"-1350","31","","-125","3","1","6","18840005","1","","884"
"-180","2","","13.5","1500","","107511","18840006","","","884"
"-125","2","","13.5","1250","","126611","18840007","","","884"
"-180","33","","13.5","1530","","2","18840008","","","884"
"-125","33","","13.5","1250","","3","18840009","","","884"
"","93","","","","","2.2","18840010","","","884"
"","21","","0","vo_fpc_88401","","vo_fpc","18840011","","","884"
"","23","","","se_fpc_water_random","","se_10053800","18850001","","","885"
"22","1","cmn_float","-1100","107611","1.75","1","18850002","-180","1","885"
"12","1","cmn_float","-1350","107711","1.75","1","18850003","-125","0","885"
"-1070","31","","-180","2","1","6","18850004","1","","885"
"-1350","31","","-125","3","1","6","18850005","1","","885"
"-180","2","","13.5","1500","","107611","18850006","","","885"
"-125","2","","13.5","1250","","107711","18850007","","","885"
"-180","33","","13.5","1530","","2","18850008","","","885"
"-125","33","","13.5","1250","","3","18850009","","","885"
"","93","","","","","2.6","18850010","","","885"
"","21","","0","vo_fpc_88501","","vo_fpc","18850011","","","885"
"","23","","","se_fpc_water_random","","se_10053800","18860001","","","886"
"23","1","cmn_boat_relax_l","-850","113111","1.75","1","18860002","-180","0","886"
"23","1","cmn_boat_relax","-1200","122511","1.75","1","18860003","-180","0","886"
"22","5","cmn_boat_idle_blue","-850","1","1.75","2","18860004","-180","0","886"
"22","5","cmn_boat_idle_l","-1200","2","1.75","2","18860005","-180","0","886"
"-850","31","","-180","1","1","116","18860006","1","","886"
"-1200","31","","-180","2","1","116","18860007","1","","886"
"-180","2","","13.5","1750","","113111","18860008","","","886"
"-180","2","","13.5","1400","","122511","18860009","","","886"
"-180","2","","13.5","1750","","1","18860010","","","886"
"-180","2","","13.5","1400","","2","18860011","","","886"
"-180","33","","13.5","1750","","1","18860012","","","886"
"-180","33","","13.5","1400","","2","18860013","","","886"
"","93","","","","","2.6","18860014","","","886"
"","21","","0","vo_fpc_88601","","vo_fpc","18860015","","","886"
"","23","","","se_fpc_water_random","","se_10053800","18870001","","","887"
"22","1","cmn_float","-1100","107711","1.75","1","18870002","-180","1","887"
"12","1","cmn_float","-1350","122711","1.75","1","18870003","-125","0","887"
"-1070","31","","-180","2","1","6","18870004","1","","887"
"-1350","31","","-125","3","1","6","18870005","1","","887"
"-180","2","","13.5","1500","","107711","18870006","","","887"
"-125","2","","13.5","1250","","122711","18870007","","","887"
"-180","33","","13.5","1530","","2","18870008","","","887"
"-125","33","","13.5","1250","","3","18870009","","","887"
"","93","","","","","2.5","18870010","","","887"
"","21","","0","vo_fpc_88701","","vo_fpc","18870011","","","887"
"","23","","","se_fpc_water_random","","se_10053800","18890001","","","889"
"12","1","09_misogi_run","750","122811","1.49","1","18890002","-15","1","889"
"-15","2","","5.65","-750","","122811","18890003","","0","889"
"","93","","","","","0.5","18890004","","","889"
"","21","","0","vo_fpc_88901","","vo_fpc","18890005","","","889"
"","23","","","se_fpc_water_random","","se_10053800","18900001","","","890"
"12","1","09_misogi_run","750","107911","1.49","1","18900002","-15","1","890"
"-15","2","","5.65","-750","","107911","18900003","","0","890"
"","93","","","","","0.6","18900004","","","890"
"","21","","0","vo_fpc_89001","","vo_fpc","18900005","","","890"
"","23","","","se_fpc_water_random","","se_10053800","18910001","","","891"
"22","1","04_misogi_flutterKick_loop","1000","122411","1.75","1","18910002","-180","1","891"
"1000","31","","-180","12","1","12","18910003","1","","891"
