69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"150","0","0","94","0","100901","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","100901","0","0","0","4","100","2","14","0","0","0","0","0","0"
"360","0","10","405","0","100901","0","0","0","5","100","2","27","0","0","0","0","0","25"
"710","0","10","634","0","100901","0","0","0","6","100","4","40","0","0","0","0","0","75"
"1305","0","15","894","0","100901","0","0","0","7","100","8","54","0","0","0","0","0","110"
"1470","0","45","1255","0","100901","0","0","0","8","100","10","64","1","0","0","0","4","145"
"1880","0","45","1633","16","100901","0","0","0","9","100","15","73","2","0","0","0","9","180"
"2230","0","45","2032","34","100901","0","0","0","10","520","21","91","4","0","0","0","14","180"
"2570","0","45","2474","71","100901","0","0","5","11","620","30","101","5","0","0","0","14","196"
"2670","0","45","2998","124","100901","0","0","11","12","720","33","106","6","0","0","0","14","232"
"2810","0","45","3531","186","100901","0","0","17","13","720","38","113","6","0","0","0","16","252"
"2950","0","45","4111","262","100901","0","0","17","14","840","42","120","6","0","0","0","18","282"
"2980","0","45","4716","332","100901","0","0","17","15","960","50","129","6","0","0","0","22","292"
"3010","0","45","5389","407","100901","0","0","17","16","960","55","137","6","0","0","0","22","322"
"3010","0","45","6117","479","100901","0","0","17","17","960","59","146","6","0","0","0","22","352"
"3010","0","45","6901","568","100901","0","0","17","18","960","65","155","6","0","0","0","22","382"
"3010","0","45","7789","701","100901","0","0","17","19","960","70","162","6","0","0","0","22","382"
"3010","0","45","8710","858","100901","0","0","17","20","960","80","176","6","0","0","0","22","382"
"3010","0","45","9729","1060","100901","0","0","17","21","1060","86","184","6","0","0","0","22","382"
"3010","0","45","10926","1278","100901","0","0","17","22","1160","91","191","6","0","0","0","22","382"
"3010","0","45","12249","1462","100901","0","0","17","23","1160","97","207","6","0","0","0","22","382"
"3010","0","45","13724","1605","100901","0","0","17","24","1160","103","224","6","0","0","0","22","382"
"3010","0","45","15434","1714","100901","0","0","17","25","1160","109","232","6","0","0","0","22","382"
"3470","0","45","17274","1786","100901","0","0","17","26","1160","115","241","6","0","0","0","22","382"
"3470","0","45","19309","1831","100901","0","0","17","27","1160","121","249","6","0","0","0","22","382"
"3470","0","45","21399","1857","100901","0","0","17","28","1160","132","262","6","0","0","0","22","382"
"3930","0","45","23721","1890","100901","0","0","17","29","1160","136","266","6","0","0","0","22","382"
"3930","0","45","26242","1924","100901","0","0","17","30","1160","140","270","6","0","0","0","22","382"
"4390","0","45","28821","1958","100901","0","0","17","31","1160","144","274","6","0","0","0","22","382"
"4390","0","45","31563","1992","100901","0","0","17","32","1160","148","278","6","0","0","0","22","382"
"4890","0","45","34396","2025","100901","0","0","17","33","1160","152","282","6","0","0","0","22","382"
"5390","0","45","37378","2057","100901","0","0","17","34","1160","156","286","6","0","0","0","22","382"
"5390","0","45","40565","2089","100901","0","0","17","35","1160","160","290","6","0","0","0","22","382"
"5390","0","45","43864","2121","100901","0","0","17","36","1160","164","294","6","0","0","0","22","382"
"55","0","0","23","0","101001","0","0","0","2","75","1","2","0","0","0","0","0","0"
"150","0","0","78","0","101001","0","0","0","3","150","2","7","0","0","0","0","0","0"
"325","0","10","169","0","101001","0","0","0","4","200","5","16","0","0","0","0","0","5"
"625","0","10","322","0","101001","0","0","0","5","200","7","32","0","0","0","0","0","15"
"1155","0","25","495","0","101001","0","0","0","6","200","15","51","0","0","0","0","0","15"
"1515","0","30","724","0","101001","0","0","0","7","200","22","69","0","0","26","0","0","50"
"1845","0","60","988","0","101001","0","0","0","8","200","33","90","0","0","52","0","4","50"
"2380","0","95","1252","0","101001","0","0","5","9","200","44","117","0","0","52","0","9","50"
"2920","0","100","1551","16","101001","0","0","10","10","300","56","139","0","0","52","0","14","85"
"3540","0","124","1842","24","101001","0","0","10","11","840","67","171","0","0","52","0","14","85"
"3900","0","130","2179","41","101001","0","0","14","12","1060","84","196","0","0","52","0","17","111"
"4060","0","132","2519","57","101001","0","0","19","13","1180","110","226","0","0","52","0","17","133"
"4320","0","136","2859","67","101001","0","0","21","14","1300","138","263","0","0","52","0","17","145"
"4520","0","145","3255","81","101001","0","0","21","15","1520","165","297","0","0","52","0","17","145"
"4750","0","151","3701","97","101001","0","0","21","16","1520","195","328","0","0","52","0","17","145"
"4880","0","152","4152","117","101001","0","0","21","17","1520","223","367","0","3","52","0","17","160"
"5225","0","152","4600","132","101001","0","0","21","18","1520","259","413","0","3","52","0","17","185"
"5870","0","152","5071","157","101001","0","0","21","19","1615","300","465","0","3","52","0","17","185"
"6455","0","152","5660","193","101001","0","0","21","20","1615","342","512","0","3","52","0","17","185"
"7040","0","152","6236","228","101001","0","0","21","21","1615","391","574","0","3","52","0","17","185"
"8245","0","152","6900","264","101001","0","0","21","22","1715","443","636","0","3","52","0","17","185"
"9705","0","152","7660","294","101001","0","0","21","23","1715","502","702","0","3","52","0","17","185"
"11230","0","152","8501","294","101001","0","0","21","24","1715","563","777","0","3","52","0","17","185"
"12525","0","152","9607","319","101001","0","0","21","25","1715","617","838","0","3","52","0","17","185"
"13520","0","152","11004","346","101001","0","0","21","26","1715","660","887","0","3","52","0","17","185"
"14635","0","152","12544","363","101001","0","0","21","27","1715","701","931","0","3","52","0","17","185"
"15855","0","152","14190","380","101001","0","0","21","28","1715","744","975","0","3","52","0","17","185"
"17230","0","152","15938","397","101001","0","0","21","29","1715","792","1023","0","3","52","0","17","185"
"18685","0","152","17793","415","101001","0","0","21","30","1715","843","1074","0","3","52","0","17","185"
"20220","0","152","19738","433","101001","0","0","21","31","1715","895","1126","0","3","52","0","17","185"
"21830","0","152","21773","451","101001","0","0","21","32","1715","948","1179","0","3","52","0","17","185"
"23610","0","152","23924","469","101001","0","0","21","33","1715","1002","1233","0","3","52","0","17","185"
"25630","0","152","26191","486","101001","0","0","21","34","1715","1058","1289","0","3","52","0","17","185"
"27820","0","152","28569","503","101001","0","0","21","35","1715","1114","1345","0","3","52","0","17","185"
"30180","0","152","31029","520","101001","0","0","21","36","1715","1171","1402","0","3","52","0","17","185"
"50","0","0","0","0","101101","0","0","0","2","50","2","3","0","0","17","0","0","0"
"140","0","0","0","0","101101","0","0","0","3","105","3","5","0","0","80","0","0","10"
"260","0","5","0","0","101101","0","0","0","4","245","5","7","0","0","198","0","0","45"
"530","0","10","0","0","101101","0","0","0","5","405","9","13","0","3","353","0","0","70"
"1000","0","10","0","0","101101","0","0","0","6","915","16","21","0","3","566","0","0","85"
"1320","0","10","0","0","101101","0","0","0","7","1520","20","33","0","7","838","0","0","85"
"1750","0","10","0","0","101101","0","0","0","8","1965","31","50","0","7","1137","0","4","85"
"2165","25","10","0","0","101101","0","0","0","9","2085","46","65","0","14","1451","0","13","85"
"2585","70","35","0","0","101101","0","0","0","10","2145","54","82","0","19","1787","5","18","85"
"2985","111","45","0","0","101101","0","0","0","11","2455","61","98","0","19","2216","10","20","85"
"3355","144","55","0","0","101101","0","0","0","12","2455","65","110","2","24","2636","30","22","85"
"3505","193","55","0","0","101101","0","0","0","13","2455","71","123","4","24","3162","43","24","110"
"3505","262","55","0","0","101101","0","0","0","14","2455","78","132","6","24","3781","46","24","135"
"3505","341","55","0","0","101101","0","0","0","15","2455","88","139","6","24","4448","49","24","135"
"3505","398","55","0","0","101101","0","0","0","16","2455","103","146","6","24","5126","57","24","135"
"3555","478","55","0","0","101101","0","0","0","17","2455","116","155","6","24","5846","60","24","135"
"3605","587","55","0","0","101101","0","0","0","18","2455","128","174","6","24","6596","60","24","135"
"3700","697","55","0","0","101101","0","0","0","19","2455","137","198","6","24","7442","60","24","135"
"3895","786","55","0","0","101101","0","0","0","20","2455","155","231","6","24","8317","60","24","135"
"4085","889","55","0","0","101101","0","0","0","21","2455","166","259","6","24","9346","60","24","135"
"4175","1004","55","0","0","101101","0","0","0","22","2455","182","289","6","24","10529","60","24","135"
"4265","1099","55","0","0","101101","0","0","0","23","2455","200","316","6","24","11863","60","24","135"
"4355","1196","55","0","0","101101","0","0","0","24","2455","212","346","6","24","13327","60","24","135"
"4355","1270","55","0","0","101101","0","0","0","25","2455","220","368","6","24","15030","60","24","135"
"4675","1320","55","0","0","101101","0","0","0","26","2455","226","386","6","24","16889","60","24","135"
"4995","1354","55","0","0","101101","0","0","0","27","2455","231","398","6","24","18903","60","24","135"
"4995","1382","55","0","0","101101","0","0","0","28","2455","237","406","6","24","21100","60","24","135"
"5315","1413","55","0","0","101101","0","0","0","29","2455","244","413","6","24","23425","60","24","135"
"5315","1445","55","0","0","101101","0","0","0","30","2455","252","421","6","24","25924","60","24","135"
"5635","1477","55","0","0","101101","0","0","0","31","2455","260","429","6","24","28497","60","24","135"
"5635","1509","55","0","0","101101","0","0","0","32","2455","269","438","6","24","31207","60","24","135"
"6005","1540","55","0","0","101101","0","0","0","33","2455","278","447","6","24","34022","60","24","135"
"6005","1570","55","0","0","101101","0","0","0","34","2455","287","456","6","24","37028","60","24","135"
"6375","1600","55","0","0","101101","0","0","0","35","2455","296","465","6","24","40140","60","24","135"
"6375","1630","55","0","0","101101","0","0","0","36","2455","306","475","6","24","43396","60","24","135"
"55","0","0","26","0","101201","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","101201","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","101201","0","0","0","4","100","2","14","0","0","0","0","0","0"
"450","0","10","405","0","101201","0","0","0","5","100","2","29","0","0","0","0","0","0"
"800","0","10","634","0","101201","0","0","0","6","100","4","42","0","0","0","0","0","50"
"1395","0","15","894","0","101201","0","0","0","7","100","8","56","0","0","0","0","0","85"
"1560","0","45","1255","0","101201","0","0","0","8","100","10","66","1","0","0","0","4","120"
"2135","0","45","1569","16","101201","0","0","0","9","100","19","81","2","0","0","0","9","155"
"2575","0","45","1921","39","101201","0","0","0","10","520","25","103","3","0","0","0","14","175"
"2835","0","45","2374","84","101201","0","0","5","11","740","28","113","4","0","0","0","14","191"
"2975","0","45","2840","139","101201","0","0","13","12","740","31","123","4","0","0","0","14","227"
"3215","0","45","3321","199","101201","0","0","16","13","740","39","135","4","0","0","0","16","247"
"3355","0","45","3813","263","101201","0","0","16","14","860","49","152","4","0","0","0","18","269"
"3445","0","49","4324","319","101201","0","0","16","15","980","63","170","4","0","0","0","20","279"
"3475","0","49","4892","378","101201","0","0","16","16","980","76","187","4","0","0","0","22","299"
"3475","0","49","5520","453","101201","0","0","16","17","980","85","204","4","0","0","0","22","329"
"3475","0","49","6202","557","101201","0","0","16","18","980","95","222","4","0","0","0","22","339"
"3475","0","49","6978","686","101201","0","0","16","19","980","106","238","4","0","0","0","22","339"
"3475","0","49","7796","824","101201","0","0","16","20","980","121","259","4","0","0","0","22","339"
"3475","0","49","8735","1005","101201","0","0","16","21","1080","131","270","4","0","0","0","22","339"
"3475","0","49","9818","1197","101201","0","0","16","22","1180","142","285","4","0","0","0","22","339"
"3475","0","49","11079","1346","101201","0","0","16","23","1180","153","308","4","0","0","0","22","339"
"3475","0","49","12471","1462","101201","0","0","16","24","1180","165","333","4","0","0","0","22","339"
"3475","0","49","14086","1554","101201","0","0","16","25","1180","177","350","4","0","0","0","22","339"
"3935","0","49","15843","1598","101201","0","0","16","26","1180","189","367","4","0","0","0","22","339"
"4395","0","49","17728","1624","101201","0","0","16","27","1180","201","384","4","0","0","0","22","339"
"4395","0","49","19818","1650","101201","0","0","16","28","1180","212","397","4","0","0","0","22","339"
"4855","0","49","22051","1677","101201","0","0","16","29","1180","221","406","4","0","0","0","22","339"
"5315","0","49","24438","1705","101201","0","0","16","30","1180","229","414","4","0","0","0","22","339"
"5775","0","49","26933","1733","101201","0","0","16","31","1180","237","422","4","0","0","0","22","339"
"6235","0","49","29538","1761","101201","0","0","16","32","1180","245","430","4","0","0","0","22","339"
"6735","0","49","32284","1788","101201","0","0","16","33","1180","253","438","4","0","0","0","22","339"
"7735","0","49","35138","1814","101201","0","0","16","34","1180","261","446","4","0","0","0","22","339"
"8235","0","49","38177","1840","101201","0","0","16","35","1180","269","454","4","0","0","0","22","339"
"8235","0","49","41382","1866","101201","0","0","16","36","1180","277","462","4","0","0","0","22","339"
"55","0","0","26","0","101301","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","101301","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","101301","0","0","0","4","100","2","14","0","0","0","0","0","0"
"450","0","10","405","0","101301","0","0","0","5","100","2","29","0","0","0","0","0","0"
"800","0","10","634","0","101301","0","0","0","6","100","4","42","0","0","0","0","0","50"
"1395","0","15","894","0","101301","0","0","0","7","100","8","56","0","0","0","0","0","85"
"1560","0","45","1255","0","101301","0","0","0","8","100","10","66","1","0","0","0","4","120"
"2135","0","45","1569","16","101301","0","0","0","9","100","19","81","2","0","0","0","9","155"
"2575","0","45","1921","39","101301","0","0","0","10","520","25","103","3","0","0","0","14","175"
"2835","0","45","2374","84","101301","0","0","5","11","740","28","113","4","0","0","0","14","191"
"2975","0","45","2840","139","101301","0","0","13","12","740","31","123","4","0","0","0","14","227"
"3215","0","45","3321","199","101301","0","0","16","13","740","39","135","4","0","0","0","16","247"
"3355","0","45","3813","263","101301","0","0","16","14","860","49","152","4","0","0","0","18","269"
"3445","0","49","4324","319","101301","0","0","16","15","980","63","170","4","0","0","0","20","279"
"3475","0","49","4892","378","101301","0","0","16","16","980","76","187","4","0","0","0","22","299"
