a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"","1","100211","","0.2","","1007402","3","mhp_talk_worry","","1007402134"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4110","0","1007402135"
"0","4","100211","0","0","0.5","1007402","11","謝、謝謝妳……\n但這和疾病有什麼關係……","1","1007402136"
"","","0","","","","1007402","91","","","1007402137"
"","1","100211","","0.2","","1007402","3","mhp_idle_sad","","1007402138"
"","1","117531","","0.2","","1007402","3","mhp_talk_normal","","1007402139"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4111","0","1007402140"
"0","4","117531","0","0","0.5","1007402","11","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","1","1007402141"
"","","0","","","","1007402","91","","","1007402142"
"","","0","","","","1007402","22","0","","1007402143"
"0.2","0","117531","1","0.2","","1007402","3","mhp_sit_in","mhp_sit_idle","1007402144"
"","","1","","","","1007402","93","0","","1007402145"
"","","1007402160","","","","1007402","101","","","1007402146"
"","1","117531","","0.2","","1007402","3","mhp_sit_idle","","1007402147"
"","1","100211","","0.2","","1007402","3","mhp_sit_talk_worry","","1007402148"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4112","0","1007402149"
"0","4","100211","0","0","0.5","1007402","11","數、數羊？\n那個，我並沒有睡眠不足的問題……","1","1007402150"
"","","0","","","","1007402","91","","","1007402151"
"","1","100211","","0.2","","1007402","3","mhp_sit_idle_sad","","1007402152"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_thinking","","1007402153"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4113","0","1007402154"
"0","6","117531","0","0","0.5","1007402","11","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","1","1007402155"
"","","0","","","","1007402","91","","","1007402156"
"","","0","","","","1007402","22","0","","1007402157"
"","1","117531","","0.2","","1007402","3","mhp_sit_idle","","1007402158"
"","0","100211","","0.2","","1007402","3","mhp_sit_out","","1007402159"
"","","0","","","","1007402","91","","","1007402160"
"","0","100211","","0.2","","1007402","3","mhp_yui_pekori","","1007402161"
"","","0","","","","1007402","91","","","1007402162"
"","1","100211","","0.2","","1007402","3","mhp_yui_walk_sad","","1007402163"
"","","100211","","","","1007402","4","1","","1007402164"
"","-220","100211","0","","","1007402","2","-1000","5","1007402165"
"","","4","","","","1007402","93","0","","1007402166"
"","1","117631","","0.2","","1007402","3","mhp_sit_talk_worry","","1007402167"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4114","0","1007402168"
"0","5","117631","0","0","0.5","1007402","11","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","1","1007402169"
"","","0","","","","1007402","91","","","1007402170"
"","1","117631","","0.2","","1007402","3","mhp_sit_idle","","1007402171"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_joy1","","1007402172"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4115","0","1007402173"
"0","5","117531","0","","0.5","1007402","11","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","1","1007402174"
"","","0","","","","1007402","91","","","1007402175"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_thinking","","1007402176"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4116","0","1007402177"
"0","4","117531","0","","0.5","1007402","11","別人的情路真的是很有趣呢♪","1","1007402178"
"","","0","","","","1007402","91","","","1007402179"
"","","0","","","","1007402","22","0.5","","1007402180"
"","","0","","","","1007402","91","","","1007402181"
"0","100","1","-240","1.7","mhp_idle_normal","1007403","1","100211","-1000","1007403001"
"1","100","1","-220","1.7","mhp_sit_idle","1007403","1","117531","185","1007403002"
"1","100","1","-200","1.7","mhp_sit_idle","1007403","1","117631","365","1007403003"
"","-240","1","0.85","1","","1007403","31","1","-154","1007403004"
"","0","13","1","0","","1007403","31","113","0","1007403005"
"","0","15","1","0","","1007403","31","115","0","1007403006"
"","0","30","1","0","","1007403","31","130","0","1007403007"
"0","110","1","-220","1.7","NoItem","1007403","5","11","-200","1007403008"
"0","105","1","-220","1.7","NoItem","1007403","5","12","-200","1007403009"
"1","110","1","-220","1.7","NoItem","1007403","5","21","185","1007403010"
"1","105","1","-220","1.7","NoItem","1007403","5","22","185","1007403011"
"0","1","11","0","0","","1007403","6","1","1","1007403012"
"0","1","12","0","0","","1007403","6","1","1","1007403013"
"0","1","21","0","0","","1007403","6","1","1","1007403014"
"0","1","22","0","0","","1007403","6","1","1","1007403015"
"0","110","1","-220","1.7","NoItem","1007403","5","31","-1000","1007403016"
"","","0","","","","1007403","91","","","1007403017"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_normal","","1007403018"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4201","0","1007403019"
"0","5","117531","0","0","0.5","1007403","11","優衣，請進～","0","1007403020"
"","","0","","","","1007403","91","","","1007403021"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle","","1007403022"
"","1","100211","0","0.2","","1007403","3","mhp_yui_walk_sad3","","1007403023"
"","-220","100211","0","","","1007403","2","-200","4","1007403024"
"","1","31","","0.2","","1007403","3","NoItem","","1007403025"
"","-220","31","0","","","1007403","2","-200","4","1007403026"
"","","0","","","","1007403","91","","","1007403027"
"0.2","0","100211","1","0.2","","1007403","3","mhp_yui_sit_in_sad2","mhp_yui_sit_idle_sad3","1007403028"
"","","1","","","","1007403","93","0","","1007403029"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_sad2","","1007403030"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4202","0","1007403031"
"0","5","100211","0","0","0.5","1007403","11","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","1","1007403032"
"","","0","","","","1007403","91","","","1007403033"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_sad4","","1007403034"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_normal","","1007403035"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4203","0","1007403036"
"0","5","117531","0","0","0.5","1007403","11","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","1","1007403037"
"","","0","","","","1007403","91","","","1007403038"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle","","1007403039"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_sad2","","1007403040"
"","1","31","","0","","1007403","3","mhp_yui_sit_talk_sad2","","1007403041"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4204","0","1007403042"
"0","3","100211","0","0","1.5","1007403","11","呃，這個……\n啊，啊～！","1","1007403043"
"","","4","","","","1007403","93","1","","1007403044"
"","1","100211","","0.2","","1007403","3","mhp_yui_hot","","1007403045"
"","1","31","","0.2","","1007403","3","mhp_yui_hot","","1007403046"
"","","1007403043","","","","1007403","91","","","1007403047"
"","","1","","","","1007403","93","0","","1007403048"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_normal","","1007403049"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4205","0","1007403050"
"0","4","117531","0","0","0.5","1007403","11","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","1","1007403051"
"","","0","","","","1007403","91","","","1007403052"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle","","1007403053"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_wish2","","1007403054"
"","1","31","","0.2","","1007403","3","NoItem","","1007403055"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4206","0","1007403056"
"0","4","100211","0","0","0.5","1007403","11","那、那麼，這是……","1","1007403057"
"","","0","","","","1007403","91","","","1007403058"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_sad4","","1007403059"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_wish","","1007403060"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4207","0","1007403061"
"0","8","117531","0","0","0.5","1007403","11","就是讓許多人煩心的難治之症，戀愛病喔！","1","1007403062"
"","","0","","","","1007403","91","","","1007403063"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle","","1007403064"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_surprise2","","1007403065"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4208","0","1007403066"
"0","5","100211","0","0","0.5","1007403","11","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","1","1007403067"
"","","0","","","","1007403","91","","","1007403068"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_verysad","","1007403069"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_joy1","","1007403070"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4209","0","1007403071"
"0","6","117531","0","0","0.5","1007403","11","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","1","1007403072"
"","","0","","","","1007403","91","","","1007403073"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle_joy1","","1007403074"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_wish2","","1007403075"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4210","0","1007403076"
"0","4","100211","0","0","0.5","1007403","11","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","1","1007403077"
"","","0","","","","1007403","91","","","1007403078"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_sad3","","1007403079"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_surprise2","","1007403080"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4211","0","1007403081"
"0","8","117531","0","0","0.5","1007403","11","……咦？","1","1007403082"
"","","0","","","","1007403","91","","","1007403083"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_surprise2","","1007403084"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_worry2","","1007403085"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4212","0","1007403086"
"0","5","100211","0","0","0.5","1007403","11","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","1","1007403087"
"","","0","","","","1007403","91","","","1007403088"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_sad3","","1007403089"
"","1","117531","","0.2","","1007403","3","mhp_sit_talk_bitter","","1007403090"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4213","0","1007403091"
"0","5","117531","0","0","0.5","1007403","11","倒、倒也……不是這樣喔？","1","1007403092"
"","","0","","","","1007403","91","","","1007403093"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle_bitter","","1007403094"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_talk_kirakira","","1007403095"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4214","0","1007403096"
"0","3","100211","0","0","0.5","1007403","11","麻煩妳為我做戀愛診察！","1","1007403097"
"","","0","","","","1007403","91","","","1007403098"
"","1","100211","","0.2","","1007403","3","mhp_yui_sit_idle_kirakira","","1007403099"
"","1","117531","","0.2","","1007403","3","mhp_mitsuki_sit_shake","","1007403100"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4215","0","1007403101"
"0","7","117531","0","0","0.5","1007403","11","咦、咦咦咦……！","1","1007403102"
"","","0","","","","1007403","91","","","1007403103"
"","1","117531","","0.2","","1007403","3","mhp_sit_idle_sad3","","1007403104"
"","","113","1","","","1007403","32","1","","1007403105"
"","-100","113","1","","","1007403","33","193","0","1007403106"
"","-100","115","1","","","1007403","33","193","0","1007403107"
"","","0.8","","","","1007403","93","0","","1007403108"
"","0","vo_mhp_1007403","","","","1007403","21","vo_mhp_4216","0","1007403109"
"","","117531","","","","1007403","13","10001","","1007403110"
"0","5","117531","0","0","0.5","1007403","11","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","1","1007403111"
"","","0","","","","1007403","91","","","1007403112"
"","","0","","","","1007403","22","0.5","","1007403113"
"","","0.2","","","","1007403","93","0","","1007403114"
"","","115","1","","","1007403","32","1","","1007403115"
"","","1","","","","1007403","93","0","","1007403116"
"","","130","","","","1007403","32","1","","1007403117"
"","","4","","","","1007403","93","0","","1007403118"
"","","130","","","","1007403","32","0","","1007403119"
"0","100","1","-240","1.7","mhp_idle_normal","1007404","1","111011","-1000","1007404001"
"1","100","1","-220","1.7","mhp_sit_idle","1007404","1","117531","185","1007404002"
"1","100","1","-200","1.7","mhp_sit_idle","1007404","1","117631","365","1007404003"
"","-240","1","0.85","1","","1007404","31","1","-154","1007404004"
"0","110","1","-220","1.7","NoItem","1007404","5","11","-200","1007404005"
"0","105","1","-220","1.7","NoItem","1007404","5","12","-200","1007404006"
"1","110","1","-220","1.7","NoItem","1007404","5","21","185","1007404007"
"1","105","1","-220","1.7","NoItem","1007404","5","22","185","1007404008"
"0","1","11","0","0","","1007404","6","1","1","1007404009"
"0","1","12","0","0","","1007404","6","1","1","1007404010"
"0","1","21","0","0","","1007404","6","1","1","1007404011"
"0","1","22","0","0","","1007404","6","1","1","1007404012"
"","","0","","","","1007404","91","","","1007404013"
"","1","117531","","0.2","","1007404","3","mhp_sit_talk_normal","","1007404014"
"","0","vo_mhp_1007404","","","","1007404","21","vo_mhp_1001","0","1007404015"
"0","7","117531","0","0","0.5","1007404","11","下一位請進～","0","1007404016"
"","","0","","","","1007404","91","","","1007404017"
"","1","117531","","0.2","","1007404","3","mhp_sit_idle","","1007404018"
"","1","111011","","0.2","","1007404","3","mhp_walk","","1007404019"
"","-220","111011","0","","","1007404","2","-200","4","1007404020"
"","","0","","","","1007404","91","","","1007404021"
"0.2","0","111011","1","0.2","","1007404","3","mhp_sit_in_2","mhp_sit_idle_2","1007404022"
"","","1","","","","1007404","93","0","","1007404023"
"","1","111011","","0.2","","1007404","3","mhp_sit_talk_normal","","1007404024"
"","0","vo_mhp_1007404","","","","1007404","21","vo_mhp_1002","0","1007404025"
"0","4","111011","0","0","0.5","1007404","11","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","1","1007404026"
"","","0","","","","1007404","91","0","","1007404027"
"","1","111011","","0.2","","1007404","3","mhp_sit_idle_2","","1007404028"
"","1","117531","","0.2","","1007404","3","mhp_sit_talk_surprise2","","1007404029"
"","0","vo_mhp_1007404","","","","1007404","21","vo_mhp_1003","0","1007404030"
"0","5","117531","0","0","0.5","1007404","11","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","1","1007404031"
"","","2","","","","1007404","93","1","","1007404032"
"","1","117531","","0.2","","1007404","3","mhp_sit_talk_worry","","1007404033"
"","","1007404031","","","","1007404","91","0","","1007404034"
"","1","117531","","0.2","","1007404","3","mhp_sit_idle_sad","","1007404035"
"","1","111011","","0.2","","1007404","3","mhp_sit_talk_normal","","1007404036"
"","0","vo_mhp_1007404","","","","1007404","21","vo_mhp_1004","0","1007404037"
"0","4","111011","0","0","0.5","1007404","11","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","1","1007404038"
"","","0","","","","1007404","91","0","","1007404039"
"","1","111011","","0.2","","1007404","3","mhp_sit_idle_2","","1007404040"
"","1","117531","","0.2","","1007404","3","mhp_sit_talk_joy1","","1007404041"
"","0","vo_mhp_1007404","","","","1007404","21","vo_mhp_1005","0","1007404042"
"0","4","117531","0","0","0.5","1007404","11","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","1","1007404043"
"","","10","","","","1007404","93","1","","1007404044"
"","1","117531","","0.2","","1007404","3","mhp_sit_talk_thinking","","1007404045"
"","","1007404043","","","","1007404","91","0","","1007404046"
"","1","117531","","0.2","","1007404","3","mhp_sit_idle_thinking","","1007404047"
