066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"1","-250","1","31","869","","-1100","1","","18690007","2"
"","10","","2","869","","-125","110511","","18690008","1750"
"","10","","2","869","","-250","110011","","18690009","1500"
"","10","","2","869","","-125","1","","18690010","1750"
"","10","","2","869","","-250","2","","18690011","1500"
"","10","","33","869","","-125","1","","18690012","1750"
"","10","","33","869","","-250","2","","18690013","1500"
"","","","23","870","","","se_10053800","","18700001","se_fpc_water_random"
"-180","-1100","1.75","1","870","1","22","1","cmn_float","18700002","110111"
"-125","-1350","1.75","1","870","0","12","1","cmn_float","18700003","117111"
"-180","-1600","1.75","1","870","0","22","1","cmn_float","18700004","127011"
"1","-180","1","31","870","","-1070","6","","18700005","2"
"1","-125","1","31","870","","-1350","6","","18700006","3"
"1","-180","1","31","870","","-1600","6","","18700007","4"
"","13.5","","2","870","","-180","110111","","18700008","1500"
"","13.5","","2","870","","-125","117111","","18700009","1250"
"","13.5","","2","870","","-180","127011","","18700010","1000"
"","13.5","","33","870","","-180","2","","18700011","1530"
"","13.5","","33","870","","-125","3","","18700012","1250"
"","13.5","","33","870","","-180","4","","18700013","1000"
"","","","93","870","","","2.7","","18700014",""
"","0","","21","870","","","vo_fpc","","18700015","vo_fpc_87001"
"","","","23","871","","","se_10053800","","18710001","se_fpc_water_random"
"-125","-850","1.75","1","871","0","12","1","cmn_swm_breastStroke","18710002","122511"
"-250","-1100","1.75","1","871","0","32","1","cmn_swm_breastStroke","18710003","117411"
"1","-125","1","31","871","","-850","2","","18710004","1"
"1","-250","1","31","871","","-1100","2","","18710005","2"
"","10","","2","871","","-125","122511","","18710006","1750"
"","10","","2","871","","-250","117411","","18710007","1500"
"","10","","33","871","","-125","1","","18710008","1750"
"","10","","33","871","","-250","2","","18710009","1500"
"","","","23","872","","","se_10053800","","18720001","se_fpc_water_random"
"-180","-850","1.75","1","872","0","23","1","cmn_boat_relax_l","18720002","110311"
"-180","-1200","1.75","1","872","0","23","1","cmn_boat_relax","18720003","126711"
"-180","-850","1.75","5","872","0","22","2","cmn_boat_idle_blue","18720004","1"
"-180","-1200","1.75","5","872","0","22","2","cmn_boat_idle_l","18720005","2"
"1","-180","1","31","872","","-850","116","","18720006","1"
"1","-180","1","31","872","","-1200","116","","18720007","2"
"","13.5","","2","872","","-180","110311","","18720008","1750"
"","13.5","","2","872","","-180","126711","","18720009","1400"
"","13.5","","2","872","","-180","1","","18720010","1750"
"","13.5","","2","872","","-180","2","","18720011","1400"
"","13.5","","33","872","","-180","1","","18720012","1750"
"","13.5","","33","872","","-180","2","","18720013","1400"
"","","","93","872","","","2.7","","18720014",""
"","0","","21","872","","","vo_fpc","","18720015","vo_fpc_87201"
"","","","23","873","","","se_10053800","","18730001","se_fpc_water_random"
"-125","-850","1.75","1","873","0","12","1","cmn_swm_breastStroke","18730002","110411"
"-250","-1100","1.75","1","873","0","32","1","cmn_swm_breastStroke","18730003","115711"
"1","-125","1","31","873","","-850","2","","18730004","1"
"1","-250","1","31","873","","-1100","2","","18730005","2"
"","10","","2","873","","-125","110411","","18730006","1750"
"","10","","2","873","","-250","115711","","18730007","1500"
"","10","","33","873","","-125","1","","18730008","1750"
"","10","","33","873","","-250","2","","18730009","1500"
"","","","23","874","","","se_10053800","","18740001","se_fpc_water_random"
"-180","-1100","1.75","1","874","1","22","1","cmn_float","18740002","110411"
"-125","-1350","1.75","1","874","0","12","1","cmn_float","18740003","122611"
"1","-180","1","31","874","","-1070","6","","18740004","2"
"1","-125","1","31","874","","-1350","6","","18740005","3"
"","13.5","","2","874","","-180","110411","","18740006","1500"
"","13.5","","2","874","","-125","122611","","18740007","1250"
"","13.5","","33","874","","-180","2","","18740008","1530"
"","13.5","","33","874","","-125","3","","18740009","1250"
"","","","93","874","","","2.6","","18740010",""
"","0","","21","874","","","vo_fpc","","18740011","vo_fpc_87401"
"","","","23","875","","","se_10053800","","18750001","se_fpc_water_random"
"-125","-850","1.75","1","875","0","12","1","cmn_swm_diving","18750002","108011"
"-180","-1100","1.75","1","875","0","22","1","cmn_swm_diving","18750003","129411"
"1","-125","1","31","875","","-850","9","","18750004","1"
"1","-180","1","31","875","","-1100","9","","18750005","2"
"","13.5","","2","875","","-125","108011","","18750006","1750"
"","13.5","","2","875","","-180","129411","","18750007","1500"
"","13.5","","33","875","","-125","1","","18750008","1750"
"","13.5","","33","875","","-180","2","","18750009","1500"
"","","","23","876","","","se_10053800","","18760001","se_fpc_water_random"
"-180","-1100","1.75","1","876","1","22","1","cmn_float","18760002","117111"
"-125","-1350","1.75","1","876","0","12","1","cmn_float","18760003","129311"
"1","-180","1","31","876","","-1070","6","","18760004","2"
"1","-125","1","31","876","","-1350","6","","18760005","3"
"","13.5","","2","876","","-180","117111","","18760006","1500"
"","13.5","","2","876","","-125","129311","","18760007","1250"
"","13.5","","33","876","","-180","2","","18760008","1530"
"","13.5","","33","876","","-125","3","","18760009","1250"
"","","","93","876","","","2.8","","18760010",""
"","0","","21","876","","","vo_fpc","","18760011","vo_fpc_87601"
"","","","23","877","","","se_10053800","","18770001","se_fpc_water_random"
"-125","-850","1.75","1","877","0","12","1","cmn_crawl","18770002","117211"
"-250","-1100","1.75","1","877","0","32","1","cmn_crawl","18770003","117311"
"-125","-1350","1.75","1","877","0","12","1","cmn_crawl","18770004","117411"
"-250","-1600","1.75","1","877","0","32","1","cmn_swm_diving","18770005","129511"
"1","-125","1","31","877","","-850","7","","18770006","1"
"1","-250","1","31","877","","-1100","1","","18770007","2"
"1","-125","1","31","877","","-1350","7","","18770008","3"
"1","-250","1","31","877","","-1600","9","","18770009","4"
"","10","","2","877","","-125","117211","","18770010","1750"
"","10","","2","877","","-250","117311","","18770011","1500"
"","10","","2","877","","-125","117411","","18770012","1250"
"","10","","2","877","","-250","129511","","18770013","1000"
"","10","","33","877","","-125","1","","18770014","1750"
"","10","","33","877","","-250","2","","18770015","1500"
"","10","","33","877","","-125","3","","18770016","1250"
"","10","","33","877","","-250","4","","18770017","1000"
"","","","23","878","","","se_10053800","","18780001","se_fpc_water_random"
"-125","-850","1.75","1","878","0","13","1","cmn_swm_tread","18780002","110611"
"-250","-1100","1.75","1","878","0","33","1","cmn_swm_tread","18780003","129511"
"-125","-850","1.75","5","878","0","12","1","cmn_swm_tread_pink","18780004","1"
"-250","-1100","1.75","5","878","0","32","1","cmn_swm_tread_blue","18780005","2"
"1","-125","1","31","878","","-850","13","","18780006","1"
"1","-250","1","31","878","","-1100","3","","18780007","2"
"","13.5","","2","878","","-125","110611","","18780008","1750"
"","13.5","","2","878","","-250","129511","","18780009","1500"
"","13.5","","2","878","","-125","1","","18780010","1750"
"","13.5","","2","878","","-250","2","","18780011","1500"
"","13.5","","33","878","","-125","1","","18780012","1750"
"","13.5","","33","878","","-250","2","","18780013","1500"
"","","","23","879","","","se_10053800","","18790001","se_fpc_water_random"
"-180","-1100","1.75","1","879","1","22","1","cmn_float","18790002","107611"
"-125","-1350","1.75","1","879","0","12","1","cmn_float","18790003","122611"
"1","-180","1","31","879","","-1070","6","","18790004","2"
"1","-125","1","31","879","","-1350","6","","18790005","3"
"","13.5","","2","879","","-180","107611","","18790006","1500"
"","13.5","","2","879","","-125","122611","","18790007","1250"
"","13.5","","33","879","","-180","2","","18790008","1530"
"","13.5","","33","879","","-125","3","","18790009","1250"
"","","","93","879","","","2.6","","18790010",""
"","0","","21","879","","","vo_fpc","","18790011","vo_fpc_87901"
"","","","23","880","","","se_10053800","","18800001","se_fpc_water_random"
"-180","-1100","1.75","1","880","1","22","1","cmn_float","18800002","110311"
"-125","-1350","1.75","1","880","1","12","1","04_misogi_float_loop","18800003","129311"
"1","-180","1","31","880","","-1070","6","","18800004","2"
"1","-125","1","31","880","","-1350","6","","18800005","3"
"","13.5","","2","880","","-180","110311","","18800006","1500"
"","13.5","","2","880","","-125","129311","","18800007","1250"
"","13.5","","33","880","","-180","2","","18800008","1530"
"","13.5","","33","880","","-125","3","","18800009","1250"
"","","","93","880","","","2.5","","18800010",""
"","0","","21","880","","","vo_fpc","","18800011","vo_fpc_88001"
"","","","23","881","","","se_10053800","","18810001","se_fpc_water_random"
"-180","-1100","1.75","1","881","1","22","1","cmn_float","18810002","113511"
"-125","-1350","1.75","1","881","1","12","1","04_misogi_float_loop","18810003","129311"
"1","-180","1","31","881","","-1070","6","","18810004","2"
"1","-125","1","31","881","","-1350","6","","18810005","3"
"","13.5","","2","881","","-180","113511","","18810006","1500"
"","13.5","","2","881","","-125","129311","","18810007","1250"
"","13.5","","33","881","","-180","2","","18810008","1530"
"","13.5","","33","881","","-125","3","","18810009","1250"
"","","","93","881","","","2.4","","18810010",""
"","0","","21","881","","","vo_fpc","","18810011","vo_fpc_88101"
"","","","23","882","","","se_10053800","","18820001","se_fpc_water_random"
"-180","-850","1.75","1","882","0","23","1","cmn_boat_relax_l","18820002","108011"
"-180","-1200","1.75","1","882","0","23","1","cmn_boat_cat","18820003","107911"
"-180","-850","1.75","5","882","0","22","2","cmn_boat_idle_blue","18820004","1"
"-180","-1200","1.75","5","882","0","22","2","cmn_boat_idle_l","18820005","2"
"1","-180","1","31","882","","-850","116","","18820006","1"
"1","-180","1","31","882","","-1200","116","","18820007","2"
"","13.5","","2","882","","-180","108011","","18820008","1750"
"","13.5","","2","882","","-180","107911","","18820009","1400"
"","13.5","","2","882","","-180","1","","18820010","1750"
"","13.5","","2","882","","-180","2","","18820011","1400"
"","13.5","","33","882","","-180","1","","18820012","1750"
"","13.5","","33","882","","-180","2","","18820013","1400"
"","","","93","882","","","1","","18820014",""
"","0","","21","882","","","vo_fpc","","18820015","vo_fpc_88201"
"","","","23","883","","","se_10053800","","18830001","se_fpc_water_random"
"-125","-850","1.75","1","883","0","12","1","10_cmn_dogscratch","18830002","110411"
"-250","-1100","1.75","1","883","0","32","1","10_cmn_dogscratch","18830003","110511"
"-125","-1350","1.75","1","883","0","12","1","10_cmn_dogscratch","18830004","115711"
"-250","-1600","1.75","1","883","0","32","1","10_cmn_dogscratch","18830005","122411"
"1","-125","1","31","883","","-850","117","","18830006","1"
"1","-250","1","31","883","","-1100","117","","18830007","2"
"1","-125","1","31","883","","-1350","117","","18830008","3"
"1","-250","1","31","883","","-1600","117","","18830009","4"
"","10","","2","883","","-125","110411","","18830010","1750"
"","10","","2","883","","-250","110511","","18830011","1500"
"","10","","2","883","","-125","115711","","18830012","1250"
"","10","","2","883","","-250","122411","","18830013","1000"
"","10","","33","883","","-125","1","","18830014","1750"
"","10","","33","883","","-250","2","","18830015","1500"
"","10","","33","883","","-125","3","","18830016","1250"
"","10","","33","883","","-250","4","","18830017","1000"
"","","","23","884","","","se_10053800","","18840001","se_fpc_water_random"
"-180","-1100","1.75","1","884","1","22","1","cmn_float","18840002","107511"
"-125","-1350","1.75","1","884","0","12","1","cmn_float","18840003","126611"
"1","-180","1","31","884","","-1070","6","","18840004","2"
"1","-125","1","31","884","","-1350","6","","18840005","3"
"","13.5","","2","884","","-180","107511","","18840006","1500"
"","13.5","","2","884","","-125","126611","","18840007","1250"
"","13.5","","33","884","","-180","2","","18840008","1530"
"","13.5","","33","884","","-125","3","","18840009","1250"
"","","","93","884","","","2.2","","18840010",""
"","0","","21","884","","","vo_fpc","","18840011","vo_fpc_88401"
"","","","23","885","","","se_10053800","","18850001","se_fpc_water_random"
"-180","-1100","1.75","1","885","1","22","1","cmn_float","18850002","107611"
"-125","-1350","1.75","1","885","0","12","1","cmn_float","18850003","107711"
"1","-180","1","31","885","","-1070","6","","18850004","2"
"1","-125","1","31","885","","-1350","6","","18850005","3"
"","13.5","","2","885","","-180","107611","","18850006","1500"
"","13.5","","2","885","","-125","107711","","18850007","1250"
"","13.5","","33","885","","-180","2","","18850008","1530"
"","13.5","","33","885","","-125","3","","18850009","1250"
"","","","93","885","","","2.6","","18850010",""
"","0","","21","885","","","vo_fpc","","18850011","vo_fpc_88501"
"","","","23","886","","","se_10053800","","18860001","se_fpc_water_random"
"-180","-850","1.75","1","886","0","23","1","cmn_boat_relax_l","18860002","113111"
"-180","-1200","1.75","1","886","0","23","1","cmn_boat_relax","18860003","122511"
"-180","-850","1.75","5","886","0","22","2","cmn_boat_idle_blue","18860004","1"
"-180","-1200","1.75","5","886","0","22","2","cmn_boat_idle_l","18860005","2"
"1","-180","1","31","886","","-850","116","","18860006","1"
"1","-180","1","31","886","","-1200","116","","18860007","2"
"","13.5","","2","886","","-180","113111","","18860008","1750"
"","13.5","","2","886","","-180","122511","","18860009","1400"
"","13.5","","2","886","","-180","1","","18860010","1750"
"","13.5","","2","886","","-180","2","","18860011","1400"
"","13.5","","33","886","","-180","1","","18860012","1750"
"","13.5","","33","886","","-180","2","","18860013","1400"
"","","","93","886","","","2.6","","18860014",""
"","0","","21","886","","","vo_fpc","","18860015","vo_fpc_88601"
"","","","23","887","","","se_10053800","","18870001","se_fpc_water_random"
"-180","-1100","1.75","1","887","1","22","1","cmn_float","18870002","107711"
"-125","-1350","1.75","1","887","0","12","1","cmn_float","18870003","122711"
"1","-180","1","31","887","","-1070","6","","18870004","2"
"1","-125","1","31","887","","-1350","6","","18870005","3"
"","13.5","","2","887","","-180","107711","","18870006","1500"
"","13.5","","2","887","","-125","122711","","18870007","1250"
"","13.5","","33","887","","-180","2","","18870008","1530"
"","13.5","","33","887","","-125","3","","18870009","1250"
"","","","93","887","","","2.5","","18870010",""
"","0","","21","887","","","vo_fpc","","18870011","vo_fpc_88701"
"","","","23","889","","","se_10053800","","18890001","se_fpc_water_random"
"-15","750","1.49","1","889","1","12","1","09_misogi_run","18890002","122811"
"","5.65","","2","889","0","-15","122811","","18890003","-750"
"","","","93","889","","","0.5","","18890004",""
"","0","","21","889","","","vo_fpc","","18890005","vo_fpc_88901"
"","","","23","890","","","se_10053800","","18900001","se_fpc_water_random"
"-15","750","1.49","1","890","1","12","1","09_misogi_run","18900002","107911"
"","5.65","","2","890","0","-15","107911","","18900003","-750"
"","","","93","890","","","0.6","","18900004",""
"","0","","21","890","","","vo_fpc","","18900005","vo_fpc_89001"
"","","","23","891","","","se_10053800","","18910001","se_fpc_water_random"
"-180","1000","1.75","1","891","1","22","1","04_misogi_flutterKick_loop","18910002","122411"
"1","-180","1","31","891","","1000","12","","18910003","12"
