10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","101101201","0","2","0","60","99","7","1","75","","1"
"20","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","101101202","0","2","0","10","12","7","1","20","物理攻擊力提升+{0}","1"
"12","0","8","1.8","0","0","0","1","0","自己的行動速度上升","101101203","0","2","0","2","0","7","1","0","","1"
"2.8","1300","1","35","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","101101301","0","1","0","1","0","3","99","35","物理傷害+{0}","1"
"0","0","10","1","0","1","0","1","1","提升自己物理攻擊暴擊時的傷害{0}%","101101302","0","2","0","110","18","7","1","15","","1"
"90","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","101101303","0","2","0","10","18","7","1","90","物理攻擊力提升+{0}","1"
"0","0","16","650","0","0","0","1","0","回復自身{0}的TP","101101304","0","2","0","1","0","7","1","0","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101150101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101151101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"0.54","2160","1","6.75","0","0","0","3","0","對使用物理攻擊的敵人追加{0}的魔法傷害","101200101","0","1","0","2","0","20","99","6.75","追加魔法傷害+{0}","1"
"0.81","2160","1","9","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","101200102","0","1","0","2","0","3","99","9","全體魔法傷害+{0}","1"
"1.6","2160","1","20","0","0","0","3","0","對敵方單體造成{0}的魔法傷害","101200201","0","1","0","2","0","14","1","20","魔法傷害+{0}","1"
"0.8","2160","1","10","0","0","0","3","0","對敵方單體造成{0}的魔法傷害","101200301","0","1","0","2","0","14","1","10","魔法傷害+{0}","1"
"1.5","2160","8","0","0","0","0","3","0","使敵方單體一段時間內無法行動","101200302","0","1","0","7","0","14","1","0","造成暈眩的成功Lv+1","1"
"2.4","2160","1","9","0","0","0","2","0","對使用物理攻擊的敵人追加{0}的魔法傷害","101201101","0","1","0","2","0","20","99","9","追加魔法傷害+{0}","1"
"0.54","2160","10","1","0","1","0","2","0","對進行物理攻擊的敵人降低{0}魔法防禦力","101201102","0","1","0","41","18","20","99","0.54","魔法防禦力降低+{0}","1"
"6","2160","8","0","0","0","0","2","0","令使用物理攻擊的敵人在一定時間內無法行動","101201103","0","1","0","7","0","20","99","0","造成暈眩的成功Lv+1","1"
"0.81","2160","1","9","0","0","0","2","0","對敵方全體造成{0}的魔法傷害","101201104","0","1","0","2","0","3","99","9","全體魔法傷害+{0}","1"
"1.8","2160","1","22","0","0","0","3","0","對敵方單體造成{0}的魔法傷害","101201201","0","1","0","2","0","14","1","22","魔法傷害+{0}","1"
"0.2","2160","10","1","0","1","0","3","1","降低敵方單體{0}的魔法防禦力","101201202","0","1","0","41","12","14","1","0.2","魔法防禦力降低+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101250101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101251101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"5.6","2160","1","60","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","101300101","0","1","0","2","0","6","1","60","魔法傷害+{0}","1"
"0","2160","7","0","0","0","0","1","0","","101300201","0","1","0","1","0","3","1","0","","1"
"0.48","200","10","1","0","0","0","2","0","使範圍內敵人的魔法防禦力下降{0}","101300202","0","1","0","41","12","3","99","0.48","魔法防禦力降低+{0}","1"
"1.6","2160","1","20","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","101300301","0","1","0","2","0","6","1","20","魔法傷害+{0}","1"
"1.5","2160","8","0","0","0","0","2","0","使敵方單體一段時間內無法行動","101300302","0","1","0","7","0","6","1","0","造成暈眩的成功Lv+1","1"
"11.2","2160","1","140","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","101301101","0","1","0","2","0","6","1","140","魔法傷害+{0}","1"
"0.5","2160","10","1","0","0","0","2","0","降低敵方單體{0}的魔法防禦力","101301102","0","1","0","41","18","6","1","0.5","魔法防禦力降低+{0}","1"
"0","2160","7","0","0","0","0","1","0","","101301201","0","1","0","1","0","3","1","0","","1"
"0.8","200","10","1","0","0","0","2","0","使範圍內敵人的魔法防禦力下降{0}","101301202","0","1","0","41","12","3","99","0.8","魔法防禦力降低+{0}","1"
"4.8","2160","1","60","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","101301301","0","1","0","2","0","6","1","60","魔法傷害+{0}","1"
"4.5","2160","8","0","0","0","0","2","0","使敵方單體一段時間內無法行動","101301302","0","1","0","7","0","6","1","0","造成暈眩的成功Lv+1","1"
"0","2160","59","0.9","0","1","0","2","0","降低敵方單體的HP恢復量90%","101301303","0","1","0","1","0","6","1","18","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101350101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101351101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"0","2160","7","0","0","0","0","1","0","","101400101","0","1","2","3","0","3","1","0","","1"
"16","2160","38","2.4","0","1","300","1","0","使領域中敵人降低{0}的魔法防禦力","101400102","3","1","2","41","0","3","1","2.4","魔法防禦力降低+{0}","1"
"16","2160","38","10","0","1","300","1","0","使領域中敵人降低{0}的 TP 上升","101400103","0","1","2","81","0","3","1","0","","1"
"0","2160","7","0","0","0","0","1","0","","101400104","0","1","2","1","0","3","1","0","","1"
"16","300","8","0.9","0","0","0","2","0","範圍內的敵人行動速度在一定時間下降","101400105","0","1","0","1","0","1","99","0","造成行動速度降低的成功Lv+1","1"
"0.27","800","1","3.4","0","0","0","1","0","對範圍內的敵人造成{0}的魔法傷害","101400201","0","1","0","2","0","3","99","3.4","魔法傷害+{0}","1"
"2.5","800","8","0","0","0","0","1","0","使範圍內的敵人一段時間內無法行動","101400202","0","1","0","5","0","3","99","0","束縛確定成功Ｌｖ+1","1"
"0.6","-1","1","8","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","101400301","0","1","0","2","0","3","1","8","魔法傷害+{0}","1"
"1","-1","11","7.5","0","0","0","1","0","令一名敵人混亂","101400302","0","1","0","1","0","3","1","0","混亂的確定成功Lv+1","1"
"0","2160","7","0","0","0","0","1","0","","101401101","0","1","2","3","0","3","1","0","","1"
"18","2160","38","2.4","0","1","410","1","0","使領域中敵人降低{0}的魔法防禦力","101401102","3","1","2","41","0","3","1","2.4","魔法防禦力降低+{0}","1"
"18","2160","38","10","0","1","410","1","0","使領域中敵人降低{0}的 TP 上升","101401103","0","1","2","81","0","3","1","0","","1"
"0","2160","92","0","0","0","0","3","0","","101401104","0","1","0","0","0","3","99","0","","1"
"0","2160","7","0","0","0","0","1","0","","101401105","0","1","2","1","0","3","1","0","","1"
"18","300","8","0.7","0","0","0","2","0","範圍內的敵人行動速度在一定時間下降","101401106","0","1","0","1","0","1","99","0","造成行動速度降低的成功Lv+1","1"
"0","300","57","5","0","0","0","2","0","","101401107","0","1","0","101401108","0","1","99","0","","1"
"0.5","2160","1","6.25","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","101401108","0","1","0","2","0","3","99","6.25","魔法傷害+{0}","1"
"0.72","800","1","9","0","0","0","1","0","對範圍內的敵人造成{0}的魔法傷害","101401201","0","1","0","2","0","3","99","9","魔法傷害+{0}","1"
"0","800","26","4","0","3","0","1","0","","101401202","0","1","0","101401203","0","3","99","0.2","","1"
"2.5","800","8","0","0","0","0","1","0","使範圍內的敵人一段時間內無法行動","101401203","0","1","0","5","0","3","99","0","束縛確定成功Ｌｖ+1","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","101450101","0","0","0","5","1","0","0","2","魔法防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","101451101","0","0","0","5","1","0","0","32","魔法防禦力提升+{0}","1"
"4.5","2160","4","1","0","0","0","3","0","回復我方全體{0}的HP","101500101","0","2","0","2","0.3375","3","99","4.5","HP回復量+{0}","1"
"0.45","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法防禦力","101500102","0","2","0","40","18","3","99","0.45","魔法防禦力提升+{0}","1"
"5.5","300","10","1","0","0","0","2","0","提升範圍內的我方{0}的魔法攻擊力","101500201","0","2","0","30","12","3","99","5.5","魔法攻擊力提升+{0}","1"
"0.12","2160","48","1","0","1","7","2","0","每秒回復{0}的HP","101500301","0","2","0","2","0","10","1","1","回復量+{0}","1"
"4.5","2160","4","1","0","0","0","3","0","回復我方全體{0}的HP","101501101","0","2","0","2","0.3375","3","99","4.5","HP回復量+{0}","1"
"0.45","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法防禦力","101501102","0","2","0","40","18","3","99","0.45","魔法防禦力提升+{0}","1"
"25","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法攻擊力","101501103","0","2","0","30","18","3","99","25","魔法攻擊力提升+{0}","1"
"0","2160","10","1","0","1","0","3","0","使全體夥伴的魔法暴擊提升{0}","101501104","0","2","0","70","18","3","99","50","","1"
"0","2160","10","1","0","1","0","3","0","提升我方全體魔法攻擊暴擊時25％的傷害","101501105","0","2","0","120","18","3","99","25","","1"
"0.04","2160","48","0.8","0","1","18","3","0","每秒回復{0}的HP","101501106","0","2","0","2","0","3","99","0.8","回復量+{0}","1"
"18","300","10","1","0","0","0","2","0","提升範圍內的我方{0}的魔法攻擊力","101501201","0","2","0","30","12","3","99","18","魔法攻擊力提升+{0}","1"
"0","300","10","1","0","1","0","2","1","使範圍內全體夥伴提升{0}的魔法暴擊","101501202","0","2","0","70","12","3","99","40","魔法暴擊提高+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101550101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","101551101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"4","-1","1","45","0","0","1","1","0","對敵方單體造成{0}的物理傷害","101600101","0","1","0","1","0","3","1","45","物理傷害+{0}","1"
"0.9","-1","1","12","0","0","1","1","0","對敵方單體造成{0}的物理傷害","101600201","0","1","0","1","0","3","1","12","物理傷害+{0}","1"
"15","0","10","1","0","1","0","3","1","提升自身{0}的物理攻擊力","101600301","0","2","0","10","12","7","1","15","物理攻擊力+{0}","1"
"0","-1","10","2","0","1","0","3","1","提升自己物理攻擊暴擊時的傷害25%","101601101","0","2","0","110","18","7","1","25","物理暴擊提高+{0}","1"
"9","-1","1","112","0","0","1","1","0","對敵方單體造成{0}的物理傷害","101601102","0","1","0","1","0","3","1","112","物理傷害+{0}","1"
"0.9","-1","1","12","1.5","0","1","1","0","對敵方單體造成{0}的物理傷害","101601201","0","1","0","1","0","3","1","12","物理傷害+{0}","1"
"0.6","-1","1","12","1.5","0","0","1","0","對敵方單體造成{0}的物理傷害","101601202","0","1","0","1","0","3","1","12","物理傷害+{0}","1"
"0.6","-1","1","12","1.5","0","0","1","0","對敵方單體造成{0}的物理傷害","101601203","0","1","0","1","0","3","1","12","物理傷害+{0}","1"
"75","0","10","1","0","1","0","3","1","提升自身{0}的物理攻擊力","101601301","0","2","0","10","180","7","1","75","物理攻擊力提升+{0}","1"
"0","0","10","1","0","1","0","3","1","提升自己物理攻擊暴擊時的傷害{0}%","101601302","0","2","0","110","180","7","1","15","","1"
"0","0","16","150","0","0","0","3","0","回復自身{0}的TP","101601303","0","2","0","1","0","7","1","0","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101650101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101651101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"4.8","-1","1","60","0","0","0","1","0","對敵方單體造成{0}的物理傷害","101700101","0","1","0","1","0","3","1","60","物理傷害+{0}","1"
"1.6","-1","1","20","0","0","0","1","0","對敵方單體造成{0}的物理傷害","101700201","0","1","0","1","0","3","1","20","物理傷害+{0}","1"
"10","2160","102","1","0","0","0","3","0","每次攻擊增加{0}的傷害","101700301","0","2","0","0","5","7","1","10","追加傷害+{0}","1"
"14.4","-1","1","180","0","0","0","1","0","對敵方單體造成{0}的物理傷害","101701101","0","1","0","1","0","3","1","180","物理傷害+{0}","1"
"15","0","10","1","0","1","0","3","0","提升自身{0}的物理攻擊力","101701102","0","2","0","10","180","7","1","15","物理攻擊力+{0}","1"
"2.3","-1","1","30","0","0","0","1","0","對敵方單體造成{0}的物理傷害","101701201","0","1","0","1","0","3","1","30","物理傷害+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101750101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","101751101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"0.405","2160","1","4.5","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","101800101","0","1","0","2","0","3","99","4.5","全體魔法傷害+{0}","1"
"100","2160","11","4","0","0","0","3","0","魅惑全體敵人","101800102","0","1","0","0","0","3","99","0","造成魅惑的成功Lv+1","1"
"0","4000","7","0","0","0","0","1","0","","101800201","0","1","1","1","0","3","1","0","","1"
"0.72","100","1","9","0","0","0","2","0","對範圍內的敵人造成{0}的魔法傷害","101800202","0","1","0","2","0","1","99","9","魔法傷害+{0}","1"
"0","-1","16","50","0","0","0","3","0","使敵方單體失去{0}的TP","101800301","0","1","0","2","0","2","1","1","TP傷害+{0}","1"
"0","0","16","50","0","0","0","1","0","回復自身{0}的TP","101800302","0","2","0","1","0","7","1","1","TP回復量+{0}","1"
"0.81","2160","1","10","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","101801101","0","1","0","2","0","3","99","10","全體魔法傷害+{0}","1"
"0","2160","16","20","0","0","0","3","0","使全體敵人失去{0}的 TP","101801102","0","1","0","2","0","3","99","0.4","TP傷害+{0}","1"
"0","2160","10","1","0","1","0","3","1","使全體敵人的 TP 上升降低{0}","101801103","0","1","0","81","18","3","99","15","","1"
"100","2160","11","5","0","0","0","3","0","魅惑全體敵人","101801104","0","1","0","0","0","3","99","0","造成魅惑的成功Lv+1","1"
"0","4000","7","0","0","0","0","1","0","","101801201","0","1","1","1","0","3","1","0","","1"
"0","100","23","0","0","101801203","0","2","0","","101801202","101801205","1","0","300","0","3","99","1","","1"
"1.2","100","1","9","0","0","0","2","0","對範圍內的敵人造成{0}的魔法傷害","101801203","0","1","0","2","0","3","99","9","魔法傷害+{0}","1"
"0","100","16","300","0","0","0","2","0","當敵人陷入誘惑狀態時，讓範圍內的敵人TP失去{0}","101801204","0","1","0","2","0","3","99","1","TP傷害+{0}","1"
"1.2","100","1","9","0","0","0","2","0","","101801205","0","1","0","2","0","3","99","9","","1"
"10","100","10","1","0","1","0","2","1","當敵人並非誘惑狀態時，使範圍內對象的物理攻擊力降低{0}","101801206","0","1","0","11","12","3","99","10","物理攻擊力降低+{0}","1"
"10","100","10","1","0","1","0","2","1","當敵人並非誘惑狀態時，使範圍內對象的魔法攻擊力降低{0}","101801207","0","1","0","31","12","3","99","10","魔法攻擊力下降+{0}","1"
"0","-1","16","310","0","0","0","3","0","使敵方單體失去{0}的TP","101820301","0","1","0","2","0","2","1","0","","1"
"4","-1","10","1","0","1","0","3","1","降低敵方單體{0}的物理攻擊力","101820302","0","1","0","11","12","1","0","-1040","物理攻擊力降低+{0}","1"
"4","-1","10","1","0","1","0","3","1","降低敵方單體{0}的魔法攻擊力","101820303","0","1","0","31","12","1","0","-1040","魔法攻擊力下降+{0}","1"
"0","0","16","310","0","0","0","1","0","回復自身{0}的TP","101820304","0","2","0","1","0","7","1","0","","1"
"1.21","2160","1","10","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","101821101","0","1","0","2","0","3","99","10","全體魔法傷害+{0}","1"
"0","2160","16","124","0","0","0","3","0","使全體敵人失去{0}的 TP","101821102","0","1","0","2","0","3","99","0","","1"
"0","2160","10","1","0","1","0","3","1","使全體敵人的 TP 上升降低{0}","101821103","0","1","0","81","18","3","99","15","","1"
"100","2160","11","5","0","0","0","3","0","魅惑全體敵人","101821104","0","1","0","0","0","3","99","0","造成魅惑的成功Lv+1","1"
"0","4000","7","0","0","0","0","1","0","","101821201","0","1","1","1","0","3","1","0","","1"
"0","100","23","0","0","101821203","0","2","0","","101821202","101821205","1","0","300","0","3","99","1","","1"
"1.6","100","1","9","0","0","0","2","0","對範圍內的敵人造成{0}的魔法傷害","101821203","0","1","0","2","0","3","99","9","魔法傷害+{0}","1"
"0","100","16","560","0","0","0","2","0","當敵人陷入誘惑狀態時，使單體的敵人失去{0}的 TP","101821204","0","1","0","2","0","3","99","0","","1"
"1.6","100","1","9","0","0","0","2","0","","101821205","0","1","0","2","0","3","99","9","","1"
"10","100","10","1","0","1","0","2","1","當敵人並非誘惑狀態時，使範圍內對象的物理攻擊力降低{0}","101821206","0","1","0","11","12","3","99","10","物理攻擊力降低+{0}","1"
"10","100","10","1","0","1","0","2","1","當敵人並非誘惑狀態時，使範圍內對象的魔法攻擊力降低{0}","101821207","0","1","0","31","12","3","99","10","魔法攻擊力下降+{0}","1"
