f3ef84b895a22268622cbcdf412d717cb1cc8923a57894957a2433dc05ceb1d6,6a4606c2b4f7ae0d0906f1e691549c15b1dbfc54ca9c5e0ecf4aa6362fa2f6e9,61bc5a4afac597d1b1adece6acfe4725bcc1e6e7997c0417b3d98264bcfbfb80,c69fad87cd073612416e48a1fd590645527a69bea087e53a9bcd3f001aed2d65,a5a7061f9f3860ed3d8a6c78d7ad71775c1c8ed51d430a6f78bf3acb58c33bbe,57ec4bc05790b34c0bea04669f16d22d24faefc87d8fa3bb319cbcc0546560f1,55a220d0d1259bcfbcdd6bab353641a67cc0410d3fffbeed6c42e033b9024aac,043b32a0f6fe340a583e0fdae153047358fa0ec49b9212e8f0fa7e8d60086ff7,5d025ab1c051db0ff68a39528bd14635219dd01ad09ef2c8c812b3ab75345275,89146b2849e7b6ef62032409023d362e9bb833b0e34ee65254ba7030c1e10f8e,2eedc0d3d225e61c996140e8f0f7a12e5fbc4d2f0e6ffd06a91f68635c94af13
"1007402","","2","","","93","","0","","1007402133",""
"1007402","1","100211","","","3","0.2","mhp_talk_worry","","1007402134",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4110","","1007402135","0"
"1007402","4","100211","0","0","11","0","謝、謝謝妳……\n但這和疾病有什麼關係……","0.5","1007402136","1"
"1007402","","0","","","91","","","","1007402137",""
"1007402","1","100211","","","3","0.2","mhp_idle_sad","","1007402138",""
"1007402","1","117531","","","3","0.2","mhp_talk_normal","","1007402139",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4111","","1007402140","0"
"1007402","4","117531","0","0","11","0","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","0.5","1007402141","1"
"1007402","","0","","","91","","","","1007402142",""
"1007402","","0","","","22","","0","","1007402143",""
"1007402","0","117531","0.2","1","3","0.2","mhp_sit_in","","1007402144","mhp_sit_idle"
"1007402","","1","","","93","","0","","1007402145",""
"1007402","","1007402160","","","101","","","","1007402146",""
"1007402","1","117531","","","3","0.2","mhp_sit_idle","","1007402147",""
"1007402","1","100211","","","3","0.2","mhp_sit_talk_worry","","1007402148",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4112","","1007402149","0"
"1007402","4","100211","0","0","11","0","數、數羊？\n那個，我並沒有睡眠不足的問題……","0.5","1007402150","1"
"1007402","","0","","","91","","","","1007402151",""
"1007402","1","100211","","","3","0.2","mhp_sit_idle_sad","","1007402152",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007402153",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4113","","1007402154","0"
"1007402","6","117531","0","0","11","0","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","0.5","1007402155","1"
"1007402","","0","","","91","","","","1007402156",""
"1007402","","0","","","22","","0","","1007402157",""
"1007402","1","117531","","","3","0.2","mhp_sit_idle","","1007402158",""
"1007402","0","100211","","","3","0.2","mhp_sit_out","","1007402159",""
"1007402","","0","","","91","","","","1007402160",""
"1007402","0","100211","","","3","0.2","mhp_yui_pekori","","1007402161",""
"1007402","","0","","","91","","","","1007402162",""
"1007402","1","100211","","","3","0.2","mhp_yui_walk_sad","","1007402163",""
"1007402","","100211","","","4","","1","","1007402164",""
"1007402","-220","100211","","0","2","","-1000","","1007402165","5"
"1007402","","4","","","93","","0","","1007402166",""
"1007402","1","117631","","","3","0.2","mhp_sit_talk_worry","","1007402167",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4114","","1007402168","0"
"1007402","5","117631","0","0","11","0","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","0.5","1007402169","1"
"1007402","","0","","","91","","","","1007402170",""
"1007402","1","117631","","","3","0.2","mhp_sit_idle","","1007402171",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_joy1","","1007402172",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4115","","1007402173","0"
"1007402","5","117531","0","0","11","","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","0.5","1007402174","1"
"1007402","","0","","","91","","","","1007402175",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007402176",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4116","","1007402177","0"
"1007402","4","117531","0","0","11","","別人的情路真的是很有趣呢♪","0.5","1007402178","1"
"1007402","","0","","","91","","","","1007402179",""
"1007402","","0","","","22","","0.5","","1007402180",""
"1007402","","0","","","91","","","","1007402181",""
"1007403","100","1","0","-240","1","1.7","100211","mhp_idle_normal","1007403001","-1000"
"1007403","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007403002","185"
"1007403","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007403003","365"
"1007403","-240","1","","0.85","31","1","1","","1007403004","-154"
"1007403","0","13","","1","31","0","113","","1007403005","0"
"1007403","0","15","","1","31","0","115","","1007403006","0"
"1007403","0","30","","1","31","0","130","","1007403007","0"
"1007403","110","1","0","-220","5","1.7","11","NoItem","1007403008","-200"
"1007403","105","1","0","-220","5","1.7","12","NoItem","1007403009","-200"
"1007403","110","1","1","-220","5","1.7","21","NoItem","1007403010","185"
"1007403","105","1","1","-220","5","1.7","22","NoItem","1007403011","185"
"1007403","1","11","0","0","6","0","1","","1007403012","1"
"1007403","1","12","0","0","6","0","1","","1007403013","1"
"1007403","1","21","0","0","6","0","1","","1007403014","1"
"1007403","1","22","0","0","6","0","1","","1007403015","1"
"1007403","110","1","0","-220","5","1.7","31","NoItem","1007403016","-1000"
"1007403","","0","","","91","","","","1007403017",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007403018",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4201","","1007403019","0"
"1007403","5","117531","0","0","11","0","優衣，請進～","0.5","1007403020","0"
"1007403","","0","","","91","","","","1007403021",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle","","1007403022",""
"1007403","1","100211","","0","3","0.2","mhp_yui_walk_sad3","","1007403023",""
"1007403","-220","100211","","0","2","","-200","","1007403024","4"
"1007403","1","31","","","3","0.2","NoItem","","1007403025",""
"1007403","-220","31","","0","2","","-200","","1007403026","4"
"1007403","","0","","","91","","","","1007403027",""
"1007403","0","100211","0.2","1","3","0.2","mhp_yui_sit_in_sad2","","1007403028","mhp_yui_sit_idle_sad3"
"1007403","","1","","","93","","0","","1007403029",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_sad2","","1007403030",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4202","","1007403031","0"
"1007403","5","100211","0","0","11","0","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","0.5","1007403032","1"
"1007403","","0","","","91","","","","1007403033",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_sad4","","1007403034",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007403035",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4203","","1007403036","0"
"1007403","5","117531","0","0","11","0","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","0.5","1007403037","1"
"1007403","","0","","","91","","","","1007403038",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle","","1007403039",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_sad2","","1007403040",""
"1007403","1","31","","","3","0","mhp_yui_sit_talk_sad2","","1007403041",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4204","","1007403042","0"
"1007403","3","100211","0","0","11","0","呃，這個……\n啊，啊～！","1.5","1007403043","1"
"1007403","","4","","","93","","1","","1007403044",""
"1007403","1","100211","","","3","0.2","mhp_yui_hot","","1007403045",""
"1007403","1","31","","","3","0.2","mhp_yui_hot","","1007403046",""
"1007403","","1007403043","","","91","","","","1007403047",""
"1007403","","1","","","93","","0","","1007403048",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007403049",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4205","","1007403050","0"
"1007403","4","117531","0","0","11","0","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","0.5","1007403051","1"
"1007403","","0","","","91","","","","1007403052",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle","","1007403053",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_wish2","","1007403054",""
"1007403","1","31","","","3","0.2","NoItem","","1007403055",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4206","","1007403056","0"
"1007403","4","100211","0","0","11","0","那、那麼，這是……","0.5","1007403057","1"
"1007403","","0","","","91","","","","1007403058",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_sad4","","1007403059",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_wish","","1007403060",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4207","","1007403061","0"
"1007403","8","117531","0","0","11","0","就是讓許多人煩心的難治之症，戀愛病喔！","0.5","1007403062","1"
"1007403","","0","","","91","","","","1007403063",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle","","1007403064",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_surprise2","","1007403065",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4208","","1007403066","0"
"1007403","5","100211","0","0","11","0","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","0.5","1007403067","1"
"1007403","","0","","","91","","","","1007403068",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_verysad","","1007403069",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_joy1","","1007403070",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4209","","1007403071","0"
"1007403","6","117531","0","0","11","0","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","0.5","1007403072","1"
"1007403","","0","","","91","","","","1007403073",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle_joy1","","1007403074",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_wish2","","1007403075",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4210","","1007403076","0"
"1007403","4","100211","0","0","11","0","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","0.5","1007403077","1"
"1007403","","0","","","91","","","","1007403078",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_sad3","","1007403079",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_surprise2","","1007403080",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4211","","1007403081","0"
"1007403","8","117531","0","0","11","0","……咦？","0.5","1007403082","1"
"1007403","","0","","","91","","","","1007403083",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_surprise2","","1007403084",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_worry2","","1007403085",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4212","","1007403086","0"
"1007403","5","100211","0","0","11","0","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","0.5","1007403087","1"
"1007403","","0","","","91","","","","1007403088",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_sad3","","1007403089",""
"1007403","1","117531","","","3","0.2","mhp_sit_talk_bitter","","1007403090",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4213","","1007403091","0"
"1007403","5","117531","0","0","11","0","倒、倒也……不是這樣喔？","0.5","1007403092","1"
"1007403","","0","","","91","","","","1007403093",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle_bitter","","1007403094",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_talk_kirakira","","1007403095",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4214","","1007403096","0"
"1007403","3","100211","0","0","11","0","麻煩妳為我做戀愛診察！","0.5","1007403097","1"
"1007403","","0","","","91","","","","1007403098",""
"1007403","1","100211","","","3","0.2","mhp_yui_sit_idle_kirakira","","1007403099",""
"1007403","1","117531","","","3","0.2","mhp_mitsuki_sit_shake","","1007403100",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4215","","1007403101","0"
"1007403","7","117531","0","0","11","0","咦、咦咦咦……！","0.5","1007403102","1"
"1007403","","0","","","91","","","","1007403103",""
"1007403","1","117531","","","3","0.2","mhp_sit_idle_sad3","","1007403104",""
"1007403","","113","","1","32","","1","","1007403105",""
"1007403","-100","113","","1","33","","193","","1007403106","0"
"1007403","-100","115","","1","33","","193","","1007403107","0"
"1007403","","0.8","","","93","","0","","1007403108",""
"1007403","0","vo_mhp_1007403","","","21","","vo_mhp_4216","","1007403109","0"
"1007403","","117531","","","13","","10001","","1007403110",""
"1007403","5","117531","0","0","11","0","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","0.5","1007403111","1"
"1007403","","0","","","91","","","","1007403112",""
"1007403","","0","","","22","","0.5","","1007403113",""
"1007403","","0.2","","","93","","0","","1007403114",""
"1007403","","115","","1","32","","1","","1007403115",""
"1007403","","1","","","93","","0","","1007403116",""
"1007403","","130","","","32","","1","","1007403117",""
"1007403","","4","","","93","","0","","1007403118",""
"1007403","","130","","","32","","0","","1007403119",""
"1007404","100","1","0","-240","1","1.7","111011","mhp_idle_normal","1007404001","-1000"
"1007404","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007404002","185"
"1007404","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007404003","365"
"1007404","-240","1","","0.85","31","1","1","","1007404004","-154"
"1007404","110","1","0","-220","5","1.7","11","NoItem","1007404005","-200"
"1007404","105","1","0","-220","5","1.7","12","NoItem","1007404006","-200"
"1007404","110","1","1","-220","5","1.7","21","NoItem","1007404007","185"
"1007404","105","1","1","-220","5","1.7","22","NoItem","1007404008","185"
"1007404","1","11","0","0","6","0","1","","1007404009","1"
"1007404","1","12","0","0","6","0","1","","1007404010","1"
"1007404","1","21","0","0","6","0","1","","1007404011","1"
"1007404","1","22","0","0","6","0","1","","1007404012","1"
"1007404","","0","","","91","","","","1007404013",""
"1007404","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007404014",""
"1007404","0","vo_mhp_1007404","","","21","","vo_mhp_1001","","1007404015","0"
"1007404","7","117531","0","0","11","0","下一位請進～","0.5","1007404016","0"
"1007404","","0","","","91","","","","1007404017",""
"1007404","1","117531","","","3","0.2","mhp_sit_idle","","1007404018",""
"1007404","1","111011","","","3","0.2","mhp_walk","","1007404019",""
"1007404","-220","111011","","0","2","","-200","","1007404020","4"
"1007404","","0","","","91","","","","1007404021",""
"1007404","0","111011","0.2","1","3","0.2","mhp_sit_in_2","","1007404022","mhp_sit_idle_2"
"1007404","","1","","","93","","0","","1007404023",""
"1007404","1","111011","","","3","0.2","mhp_sit_talk_normal","","1007404024",""
"1007404","0","vo_mhp_1007404","","","21","","vo_mhp_1002","","1007404025","0"
"1007404","4","111011","0","0","11","0","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","0.5","1007404026","1"
"1007404","","0","","","91","","0","","1007404027",""
"1007404","1","111011","","","3","0.2","mhp_sit_idle_2","","1007404028",""
"1007404","1","117531","","","3","0.2","mhp_sit_talk_surprise2","","1007404029",""
"1007404","0","vo_mhp_1007404","","","21","","vo_mhp_1003","","1007404030","0"
"1007404","5","117531","0","0","11","0","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","0.5","1007404031","1"
"1007404","","2","","","93","","1","","1007404032",""
"1007404","1","117531","","","3","0.2","mhp_sit_talk_worry","","1007404033",""
"1007404","","1007404031","","","91","","0","","1007404034",""
"1007404","1","117531","","","3","0.2","mhp_sit_idle_sad","","1007404035",""
"1007404","1","111011","","","3","0.2","mhp_sit_talk_normal","","1007404036",""
"1007404","0","vo_mhp_1007404","","","21","","vo_mhp_1004","","1007404037","0"
"1007404","4","111011","0","0","11","0","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","0.5","1007404038","1"
"1007404","","0","","","91","","0","","1007404039",""
"1007404","1","111011","","","3","0.2","mhp_sit_idle_2","","1007404040",""
"1007404","1","117531","","","3","0.2","mhp_sit_talk_joy1","","1007404041",""
"1007404","0","vo_mhp_1007404","","","21","","vo_mhp_1005","","1007404042","0"
"1007404","4","117531","0","0","11","0","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","0.5","1007404043","1"
"1007404","","10","","","93","","1","","1007404044",""
"1007404","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007404045",""
"1007404","","1007404043","","","91","","0","","1007404046",""
"1007404","1","117531","","","3","0.2","mhp_sit_idle_thinking","","1007404047",""
