7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"","103611","0.5","0","10","12","1009803","1009803033","","","0"
"1","103611","0","0","lsv_smile2","3","1009803","1009803034","","lsv_idle_normal","0.2"
"","102011","0.5","0","10","12","1009803","1009803035","","","0"
"1","102011","0","0","lsv_smile2","3","1009803","1009803036","","lsv_idle_normal","0.2"
"","2","","","","93","1009803","1009803037","","",""
"","103611","","","0","4","1009803","1009803038","","",""
"","103611","1","0.2","lsv_walk","3","1009803","1009803039","","",""
"0","103611","-235","","200","2","1009803","1009803040","","0.5",""
"","0.5","","","","93","1009803","1009803041","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009803","1009803042","","",""
"","0","","","","93","1009803","1009803043","","",""
"","103611","","","1","4","1009803","1009803044","","",""
"","0.6","","","","93","1009803","1009803045","","",""
"","102011","1","0.2","lsv_talk_memory_dere2","3","1009803","1009803046","","",""
"","vo_lsv","0","","vo_lsv_0321","21","1009803","1009803047","","0",""
"1","102011","10","0","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","11","1009803","1009803048","0","1","0"
"","0","","","","91","1009803","1009803049","","",""
"","102011","1","0.2","lsv_idle_memory","3","1009803","1009803050","","",""
"","100411","1","0.2","lsv_talk_normal","3","1009803","1009803051","","",""
"","vo_lsv","0","","vo_lsv_0322","21","1009803","1009803052","","0",""
"1","100411","10","0","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","11","1009803","1009803053","0","1","0"
"","0","","","","91","1009803","1009803054","","",""
"","100411","1","0.2","lsv_idle_normal_joyR","3","1009803","1009803055","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009803","1009803056","","",""
"","103611","1","0.2","lsv_talk_sad","3","1009803","1009803057","","",""
"","vo_lsv","0","","vo_lsv_0323","21","1009803","1009803058","","0",""
"1","103611","10","0","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","11","1009803","1009803059","0","1","0"
"","0","","","","91","1009803","1009803060","","",""
"","103611","1","0.2","lsv_idle_sad","3","1009803","1009803061","","",""
"","100411","1","0.2","lsv_talk_cool_normal2_loop","3","1009803","1009803062","","",""
"","vo_lsv","0","","vo_lsv_0324","21","1009803","1009803063","","0",""
"1","100411","10","0","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","11","1009803","1009803064","0","1","0"
"","0","","","","91","1009803","1009803065","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009803","1009803066","","",""
"","103611","1","0.2","lsv_talk_joy3_dere","3","1009803","1009803067","","",""
"","vo_lsv","0","","vo_lsv_0325","21","1009803","1009803068","","0",""
"1","103611","10","0","……嗯，妳說得對。\n大家下次再一起去吧。","11","1009803","1009803069","0","1","0"
"","0","","","","91","1009803","1009803070","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009803","1009803071","","",""
"","102011","1","0.2","lsv_look_talk_normal","3","1009803","1009803072","","",""
"","vo_lsv","0","","vo_lsv_0326","21","1009803","1009803073","","0",""
"1","102011","10","0","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","11","1009803","1009803074","0","1","0"
"","0","","","","91","1009803","1009803075","","",""
"1","100411","0","0","lsv_choice","3","1009803","1009803076","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009803","1009803077","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009803","1009803078","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009803","1009803079","","",""
"2","100411","-220","","-420","2","1009803","1009803080","","0.33","0.2"
"2","103611","-235","","452","2","1009803","1009803081","","0.33","0.2"
"2","102011","-250","","-545","2","1009803","1009803082","","0.33","0.2"
"","0","1","0.2","0","22","1009803","1009803083","","",""
"","漫畫。","0","","1009803087","103","1009803","1009803084","","",""
"","繪本。","0","","1009803111","103","1009803","1009803085","","",""
"","小說。","0","","1009803135","103","1009803","1009803086","","",""
"1","100411","0","0","lsv_choice","3","1009803","1009803087","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009803","1009803088","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009803","1009803089","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009803","1009803090","","",""
"2","100411","-220","","-100","2","1009803","1009803091","","0.33","0.2"
"2","103611","-235","","200","2","1009803","1009803092","","0.33","0.2"
"2","102011","-250","","-270","2","1009803","1009803093","","0.33","0.2"
"","0.7","","","0","93","1009803","1009803094","","",""
"1","100411","0","0","lsv_surprise3_kira","3","1009803","1009803095","","lsv_surprise3_kira_loop","0.2"
"","vo_lsv","0","","vo_lsv_0327","21","1009803","1009803096","","0",""
"1","100411","10","0","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","11","1009803","1009803097","0","1","0"
"","0","","","","91","1009803","1009803098","","",""
"","100411","1","0.2","lsv_idle_joy_dere","3","1009803","1009803099","","",""
"1","102011","0","0","lsv_talk_guts2_joy2","3","1009803","1009803100","","lsv_talk_guts2_joy2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0328","21","1009803","1009803101","","0",""
"1","102011","10","0","美美也想看～！","11","1009803","1009803102","0","1","0"
"","0","","","","91","1009803","1009803103","","",""
"","102011","1","0.2","lsv_idle_guts2_joy2","3","1009803","1009803104","","",""
"","103611","1","0.2","lsv_talk_joy3_shy","3","1009803","1009803105","","",""
"","vo_lsv","0","","vo_lsv_0329","21","1009803","1009803106","","0",""
"1","103611","10","0","大家都……\n……那個，我也可以一起看嗎？","11","1009803","1009803107","0","1","0"
"","0","","","","91","1009803","1009803108","","",""
"","103611","1","0.2","lsv_idle_joy_shy","3","1009803","1009803109","","",""
"","1009803161","","","","101","1009803","1009803110","","",""
"1","100411","0","0","lsv_choice","3","1009803","1009803111","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009803","1009803112","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009803","1009803113","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009803","1009803114","","",""
"2","100411","-220","","-100","2","1009803","1009803115","","0.33","0.2"
"2","103611","-235","","200","2","1009803","1009803116","","0.33","0.2"
"2","102011","-250","","-270","2","1009803","1009803117","","0.33","0.2"
"","0.7","","","0","93","1009803","1009803118","","",""
"","102011","1","0.2","lsv_talk_joy3_blink","3","1009803","1009803119","","",""
"","vo_lsv","0","","vo_lsv_0330","21","1009803","1009803120","","0",""
"1","102011","10","0","哇，繪本？\n是美美也看過的\n故事嗎～？","11","1009803","1009803121","0","1","0"
"","0","","","","91","1009803","1009803122","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009803","1009803123","","",""
"1","103611","0","0","lsv_talk_doya","3","1009803","1009803124","","lsv_talk_doya_loop","0.2"
"","vo_lsv","0","","vo_lsv_0331","21","1009803","1009803125","","0",""
"1","103611","10","0","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","11","1009803","1009803126","0","1","0"
"","0","","","","91","1009803","1009803127","","",""
"","103611","1","0.2","lsv_idle_doya","3","1009803","1009803128","","",""
"1","100411","0","0","lsv_talk_guts2","3","1009803","1009803129","","lsv_talk_guts2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0332","21","1009803","1009803130","","0",""
"1","100411","10","0","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","11","1009803","1009803131","0","1","0"
"","0","","","","91","1009803","1009803132","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009803","1009803133","","",""
"","1009803161","","","","101","1009803","1009803134","","",""
"1","100411","0","0","lsv_choice","3","1009803","1009803135","","lsv_idle_normal_worry","0.2"
"1","103611","0","0","lsv_choice","3","1009803","1009803136","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009803","1009803137","","lsv_idle_normal_joyR","0.2"
"","0.1","","","0","93","1009803","1009803138","","",""
"2","100411","-220","","-100","2","1009803","1009803139","","0.33","0.2"
"2","103611","-235","","200","2","1009803","1009803140","","0.33","0.2"
"2","102011","-250","","-270","2","1009803","1009803141","","0.33","0.2"
"","0.7","","","0","93","1009803","1009803142","","",""
"1","103611","0","0","lsv_talk_doya","3","1009803","1009803143","","lsv_talk_doya_loop","0.2"
"","vo_lsv","0","","vo_lsv_0333","21","1009803","1009803144","","0",""
"1","103611","10","0","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","11","1009803","1009803145","0","1","0"
"","0","","","","91","1009803","1009803146","","",""
"","103611","1","0.2","lsv_idle_surprise","3","1009803","1009803147","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009803","1009803148","","",""
"","100411","1","0.2","lsv_talk_tsun_guru","3","1009803","1009803149","","",""
"","vo_lsv","0","","vo_lsv_0334","21","1009803","1009803150","","0",""
"1","100411","10","0","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","11","1009803","1009803151","0","1","0"
"","0","","","","91","1009803","1009803152","","",""
"1","100411","0","0.2","lsv_gaku","3","1009803","1009803153","","lsv_gaku_loop","0.2"
"","103611","1","0.2","lsv_idle_bitter_sad","3","1009803","1009803154","","",""
"","102011","1","0.2","lsv_talk_surprise2","3","1009803","1009803155","","",""
"","vo_lsv","0","","vo_lsv_0335","21","1009803","1009803156","","0",""
"1","102011","10","0","禊、禊～！\n振作一點～！","11","1009803","1009803157","0","1","0"
"","0","","","","91","1009803","1009803158","","",""
"","102011","1","0.2","lsv_idle_sad","3","1009803","1009803159","","",""
"","1009803161","","","","101","1009803","1009803160","","",""
"","0","","","","91","1009803","1009803161","","",""
"","","","","","102","1009803","1009803162","","",""
"","0","","","0.2","22","1009803","1009803163","","",""
"","0.2","","","","93","1009803","1009803164","","",""
"0","103611","1","0","1","12","1009803","1009803165","0","0","0"
"","103611","1","0.2","lsv_talk_tsun_shy","3","1009803","1009803166","","",""
"","3","","","0","93","1009803","1009803167","","",""
"","103611","1","0.2","lsv_idle_normal_bitter","3","1009803","1009803168","","",""
"0","100411","1","0","4","12","1009803","1009803169","0","0","0"
"1","100411","0","0","lsv_surprise3_surprise","3","1009803","1009803170","","lsv_surprise3_surprise_loop","0.2"
"","3","","","0","93","1009803","1009803171","","",""
"","100411","1","0.2","lsv_idle_sad_normal","3","1009803","1009803172","","",""
"0","102011","1","0","10","12","1009803","1009803173","0","0","0"
"","102011","1","0.2","lsv_talk_joy3_blink","3","1009803","1009803174","","",""
"","3","","","0","93","1009803","1009803175","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009803","1009803176","","",""
"","1009803165","","","","101","1009803","1009803177","","",""
"0","333","1","1","1","6","1009803","1009803178","","1","0"
"","100411","","","1","4","1009803","1009803179","","",""
"","100411","1","0.2","lsv_run","3","1009803","1009803180","","",""
"0","100411","-220","","-750","2","1009803","1009803181","","0.8",""
"","103611","","","0","4","1009803","1009803182","","",""
"","103611","1","0.2","lsv_run","3","1009803","1009803183","","",""
"0","103611","-235","","750","2","1009803","1009803184","","0.8",""
"","102011","","","1","4","1009803","1009803185","","",""
"","102011","1","0.2","lsv_run","3","1009803","1009803186","","",""
"0","102011","-250","","-850","2","1009803","1009803187","","0.8",""
"","0.6","","","","93","1009803","1009803188","","",""
"0","100411","1","0.2","1","6","1009803","1009803189","","1","0"
"0","103611","1","0.2","1","6","1009803","1009803190","","1","0"
"0","102011","1","0.2","1","6","1009803","1009803191","","1","0"
"","0","","","","91","1009803","1009803192","","",""
"-495","1","102","1.95","102011","1","1009804","1009804001","lsv_idle_normal","-200","0"
"-480","1","100","1.95","103611","1","1009804","1009804002","lsv_idle_normal","100","1"
"-510","1","101","1.95","100411","1","1009804","1009804003","lsv_idle_normal","270","1"
"0","1","0","1","333","5","1009804","1009804004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009804","1009804005","","1","0"
"0","102011","1","0","1","6","1009804","1009804006","","1","0"
"0","103611","1","0","1","6","1009804","1009804007","","1","0"
"0","100411","1","0","1","6","1009804","1009804008","","1","0"
"","1","","","0","93","1009804","1009804009","","",""
"0.4","333","1","0.8","1","6","1009804","1009804010","","1","0"
"1","102011","0","0.2","lsv_jump2","3","1009804","1009804011","","lsv_idle_normal","0.2"
"1","103611","0","0.2","lsv_jump2","3","1009804","1009804012","","lsv_idle_normal","0.2"
"1","100411","0","0.2","lsv_jump2","3","1009804","1009804013","","lsv_idle_normal","0.2"
"","0.3","","","","93","1009804","1009804014","","",""
"0","102011","-235","","-200","2","1009804","1009804015","","0.75",""
"0","103611","-220","","100","2","1009804","1009804016","","0.75",""
"0","100411","-250","","270","2","1009804","1009804017","","0.75",""
"1","102011","1","0.4","1","6","1009804","1009804018","","1","0"
"1","103611","1","0.4","1","6","1009804","1009804019","","1","0"
"1","100411","1","0.4","1","6","1009804","1009804020","","1","0"
"","102011","0.2","0","6","12","1009804","1009804021","","0","0"
"","103611","0.2","0","6","12","1009804","1009804022","","0","0"
"","100411","0.2","0","6","12","1009804","1009804023","","0","0"
"","1.2","","","0","93","1009804","1009804024","","",""
"1","100411","0","0","lsv_talk_cool_normal2","3","1009804","1009804025","","lsv_talk_cool_normal2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0421","21","1009804","1009804026","","0",""
"1","100411","10","0","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","11","1009804","1009804027","0","1","0"
"","0","","","","91","1009804","1009804028","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009804","1009804029","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009804","1009804030","","",""
"","vo_lsv","0","","vo_lsv_0422","21","1009804","1009804031","","0",""
"1","102011","10","0","禊做的存錢筒\n很帥氣呢～♪","11","1009804","1009804032","0","1","0"
"","0","","","","91","1009804","1009804033","","",""
"","102011","1","0.2","lsv_idle_wish_joy","3","1009804","1009804034","","",""
"","103611","1","0.2","lsv_talk_thinking","3","1009804","1009804035","","",""
"","vo_lsv","0","","vo_lsv_0423","21","1009804","1009804036","","0",""
"1","103611","10","0","我煩惱了一下……\n因為想展現出\n知識與知性……","11","1009804","1009804037","0","1","0"
"","0","","","","91","1009804","1009804038","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009804","1009804039","","",""
"1","100411","0","0","lsv_talk_arm_crossed2","3","1009804","1009804040","","lsv_talk_arm_crossed_loop2","0.2"
"","vo_lsv","0","","vo_lsv_0424","21","1009804","1009804041","","0",""
"1","100411","10","0","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","11","1009804","1009804042","0","1","0"
"","0","","","","91","1009804","1009804043","","",""
"","100411","1","0.2","lsv_idle_arm_crossed","3","1009804","1009804044","","",""
"","102011","1","0.2","lsv_look_talk_sad","3","1009804","1009804045","","",""
"","vo_lsv","0","","vo_lsv_0425","21","1009804","1009804046","","0",""
"1","102011","10","0","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","11","1009804","1009804047","0","1","0"
"","0","","","","91","1009804","1009804048","","",""
"","102011","1","0.2","lsv_look_idle_sad","3","1009804","1009804049","","",""
"","103611","1","0.2","lsv_look_idle_normal","3","1009804","1009804050","","",""
"","100411","1","0.2","lsv_talk_joy3_blink","3","1009804","1009804051","","",""
"","vo_lsv","0","","vo_lsv_0426","21","1009804","1009804052","","0",""
"1","100411","10","0","對耶！\n哥哥\n想做什麼呢？","11","1009804","1009804053","0","1","0"
"","0","","","","91","1009804","1009804054","","",""
"","100411","1","0.2","lsv_idle_joy","3","1009804","1009804055","","",""
