1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"0","103611","1009803","0","10","1009803033","0.5","","","","12"
"0.2","103611","1009803","0","lsv_smile2","1009803034","0","1","","lsv_idle_normal","3"
"0","102011","1009803","0","10","1009803035","0.5","","","","12"
"0.2","102011","1009803","0","lsv_smile2","1009803036","0","1","","lsv_idle_normal","3"
"","2","1009803","","","1009803037","","","","","93"
"","103611","1009803","","0","1009803038","","","","","4"
"","103611","1009803","0.2","lsv_walk","1009803039","1","","","","3"
"","103611","1009803","","200","1009803040","-235","0","","0.5","2"
"","0.5","1009803","","","1009803041","","","","","93"
"","103611","1009803","0.2","lsv_idle_normal","1009803042","1","","","","3"
"","0","1009803","","","1009803043","","","","","93"
"","103611","1009803","","1","1009803044","","","","","4"
"","0.6","1009803","","","1009803045","","","","","93"
"","102011","1009803","0.2","lsv_talk_memory_dere2","1009803046","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0321","1009803047","0","","","0","21"
"0","102011","1009803","0","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","1009803048","10","1","0","1","11"
"","0","1009803","","","1009803049","","","","","91"
"","102011","1009803","0.2","lsv_idle_memory","1009803050","1","","","","3"
"","100411","1009803","0.2","lsv_talk_normal","1009803051","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0322","1009803052","0","","","0","21"
"0","100411","1009803","0","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","1009803053","10","1","0","1","11"
"","0","1009803","","","1009803054","","","","","91"
"","100411","1009803","0.2","lsv_idle_normal_joyR","1009803055","1","","","","3"
"","102011","1009803","0.2","lsv_idle_normal","1009803056","1","","","","3"
"","103611","1009803","0.2","lsv_talk_sad","1009803057","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0323","1009803058","0","","","0","21"
"0","103611","1009803","0","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","1009803059","10","1","0","1","11"
"","0","1009803","","","1009803060","","","","","91"
"","103611","1009803","0.2","lsv_idle_sad","1009803061","1","","","","3"
"","100411","1009803","0.2","lsv_talk_cool_normal2_loop","1009803062","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0324","1009803063","0","","","0","21"
"0","100411","1009803","0","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","1009803064","10","1","0","1","11"
"","0","1009803","","","1009803065","","","","","91"
"","100411","1009803","0.2","lsv_idle_cool","1009803066","1","","","","3"
"","103611","1009803","0.2","lsv_talk_joy3_dere","1009803067","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0325","1009803068","0","","","0","21"
"0","103611","1009803","0","……嗯，妳說得對。\n大家下次再一起去吧。","1009803069","10","1","0","1","11"
"","0","1009803","","","1009803070","","","","","91"
"","103611","1009803","0.2","lsv_idle_normal","1009803071","1","","","","3"
"","102011","1009803","0.2","lsv_look_talk_normal","1009803072","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0326","1009803073","0","","","0","21"
"0","102011","1009803","0","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","1009803074","10","1","0","1","11"
"","0","1009803","","","1009803075","","","","","91"
"0.2","100411","1009803","0","lsv_choice","1009803076","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009803","0","lsv_choice","1009803077","0","1","","lsv_look_idle_normal","3"
"0.2","102011","1009803","0","lsv_choice","1009803078","0","1","","lsv_look_idle_normal","3"
"","0.1","1009803","","0","1009803079","","","","","93"
"0.2","100411","1009803","","-420","1009803080","-220","2","","0.33","2"
"0.2","103611","1009803","","452","1009803081","-235","2","","0.33","2"
"0.2","102011","1009803","","-545","1009803082","-250","2","","0.33","2"
"","0","1009803","0.2","0","1009803083","1","","","","22"
"","漫畫。","1009803","","1009803087","1009803084","0","","","","103"
"","繪本。","1009803","","1009803111","1009803085","0","","","","103"
"","小說。","1009803","","1009803135","1009803086","0","","","","103"
"0.2","100411","1009803","0","lsv_choice","1009803087","0","1","","lsv_idle_normal","3"
"0.2","103611","1009803","0","lsv_choice","1009803088","0","1","","lsv_idle_normal","3"
"0.2","102011","1009803","0","lsv_choice","1009803089","0","1","","lsv_idle_normal","3"
"","0.1","1009803","","0","1009803090","","","","","93"
"0.2","100411","1009803","","-100","1009803091","-220","2","","0.33","2"
"0.2","103611","1009803","","200","1009803092","-235","2","","0.33","2"
"0.2","102011","1009803","","-270","1009803093","-250","2","","0.33","2"
"","0.7","1009803","","0","1009803094","","","","","93"
"0.2","100411","1009803","0","lsv_surprise3_kira","1009803095","0","1","","lsv_surprise3_kira_loop","3"
"","vo_lsv","1009803","","vo_lsv_0327","1009803096","0","","","0","21"
"0","100411","1009803","0","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","1009803097","10","1","0","1","11"
"","0","1009803","","","1009803098","","","","","91"
"","100411","1009803","0.2","lsv_idle_joy_dere","1009803099","1","","","","3"
"0.2","102011","1009803","0","lsv_talk_guts2_joy2","1009803100","0","1","","lsv_talk_guts2_joy2_loop","3"
"","vo_lsv","1009803","","vo_lsv_0328","1009803101","0","","","0","21"
"0","102011","1009803","0","美美也想看～！","1009803102","10","1","0","1","11"
"","0","1009803","","","1009803103","","","","","91"
"","102011","1009803","0.2","lsv_idle_guts2_joy2","1009803104","1","","","","3"
"","103611","1009803","0.2","lsv_talk_joy3_shy","1009803105","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0329","1009803106","0","","","0","21"
"0","103611","1009803","0","大家都……\n……那個，我也可以一起看嗎？","1009803107","10","1","0","1","11"
"","0","1009803","","","1009803108","","","","","91"
"","103611","1009803","0.2","lsv_idle_joy_shy","1009803109","1","","","","3"
"","1009803161","1009803","","","1009803110","","","","","101"
"0.2","100411","1009803","0","lsv_choice","1009803111","0","1","","lsv_idle_normal","3"
"0.2","103611","1009803","0","lsv_choice","1009803112","0","1","","lsv_idle_normal","3"
"0.2","102011","1009803","0","lsv_choice","1009803113","0","1","","lsv_idle_normal","3"
"","0.1","1009803","","0","1009803114","","","","","93"
"0.2","100411","1009803","","-100","1009803115","-220","2","","0.33","2"
"0.2","103611","1009803","","200","1009803116","-235","2","","0.33","2"
"0.2","102011","1009803","","-270","1009803117","-250","2","","0.33","2"
"","0.7","1009803","","0","1009803118","","","","","93"
"","102011","1009803","0.2","lsv_talk_joy3_blink","1009803119","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0330","1009803120","0","","","0","21"
"0","102011","1009803","0","哇，繪本？\n是美美也看過的\n故事嗎～？","1009803121","10","1","0","1","11"
"","0","1009803","","","1009803122","","","","","91"
"","102011","1009803","0.2","lsv_idle_normal_joyR","1009803123","1","","","","3"
"0.2","103611","1009803","0","lsv_talk_doya","1009803124","0","1","","lsv_talk_doya_loop","3"
"","vo_lsv","1009803","","vo_lsv_0331","1009803125","0","","","0","21"
"0","103611","1009803","0","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","1009803126","10","1","0","1","11"
"","0","1009803","","","1009803127","","","","","91"
"","103611","1009803","0.2","lsv_idle_doya","1009803128","1","","","","3"
"0.2","100411","1009803","0","lsv_talk_guts2","1009803129","0","1","","lsv_talk_guts2_loop","3"
"","vo_lsv","1009803","","vo_lsv_0332","1009803130","0","","","0","21"
"0","100411","1009803","0","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","1009803131","10","1","0","1","11"
"","0","1009803","","","1009803132","","","","","91"
"","100411","1009803","0.2","lsv_idle_normal","1009803133","1","","","","3"
"","1009803161","1009803","","","1009803134","","","","","101"
"0.2","100411","1009803","0","lsv_choice","1009803135","0","1","","lsv_idle_normal_worry","3"
"0.2","103611","1009803","0","lsv_choice","1009803136","0","1","","lsv_idle_normal","3"
"0.2","102011","1009803","0","lsv_choice","1009803137","0","1","","lsv_idle_normal_joyR","3"
"","0.1","1009803","","0","1009803138","","","","","93"
"0.2","100411","1009803","","-100","1009803139","-220","2","","0.33","2"
"0.2","103611","1009803","","200","1009803140","-235","2","","0.33","2"
"0.2","102011","1009803","","-270","1009803141","-250","2","","0.33","2"
"","0.7","1009803","","0","1009803142","","","","","93"
"0.2","103611","1009803","0","lsv_talk_doya","1009803143","0","1","","lsv_talk_doya_loop","3"
"","vo_lsv","1009803","","vo_lsv_0333","1009803144","0","","","0","21"
"0","103611","1009803","0","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","1009803145","10","1","0","1","11"
"","0","1009803","","","1009803146","","","","","91"
"","103611","1009803","0.2","lsv_idle_surprise","1009803147","1","","","","3"
"","102011","1009803","0.2","lsv_idle_surprise","1009803148","1","","","","3"
"","100411","1009803","0.2","lsv_talk_tsun_guru","1009803149","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0334","1009803150","0","","","0","21"
"0","100411","1009803","0","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","1009803151","10","1","0","1","11"
"","0","1009803","","","1009803152","","","","","91"
"0.2","100411","1009803","0.2","lsv_gaku","1009803153","0","1","","lsv_gaku_loop","3"
"","103611","1009803","0.2","lsv_idle_bitter_sad","1009803154","1","","","","3"
"","102011","1009803","0.2","lsv_talk_surprise2","1009803155","1","","","","3"
"","vo_lsv","1009803","","vo_lsv_0335","1009803156","0","","","0","21"
"0","102011","1009803","0","禊、禊～！\n振作一點～！","1009803157","10","1","0","1","11"
"","0","1009803","","","1009803158","","","","","91"
"","102011","1009803","0.2","lsv_idle_sad","1009803159","1","","","","3"
"","1009803161","1009803","","","1009803160","","","","","101"
"","0","1009803","","","1009803161","","","","","91"
"","","1009803","","","1009803162","","","","","102"
"","0","1009803","","0.2","1009803163","","","","","22"
"","0.2","1009803","","","1009803164","","","","","93"
"0","103611","1009803","0","1","1009803165","1","0","0","0","12"
"","103611","1009803","0.2","lsv_talk_tsun_shy","1009803166","1","","","","3"
"","3","1009803","","0","1009803167","","","","","93"
"","103611","1009803","0.2","lsv_idle_normal_bitter","1009803168","1","","","","3"
"0","100411","1009803","0","4","1009803169","1","0","0","0","12"
"0.2","100411","1009803","0","lsv_surprise3_surprise","1009803170","0","1","","lsv_surprise3_surprise_loop","3"
"","3","1009803","","0","1009803171","","","","","93"
"","100411","1009803","0.2","lsv_idle_sad_normal","1009803172","1","","","","3"
"0","102011","1009803","0","10","1009803173","1","0","0","0","12"
"","102011","1009803","0.2","lsv_talk_joy3_blink","1009803174","1","","","","3"
"","3","1009803","","0","1009803175","","","","","93"
"","102011","1009803","0.2","lsv_idle_joy","1009803176","1","","","","3"
"","1009803165","1009803","","","1009803177","","","","","101"
"0","333","1009803","1","1","1009803178","1","0","","1","6"
"","100411","1009803","","1","1009803179","","","","","4"
"","100411","1009803","0.2","lsv_run","1009803180","1","","","","3"
"","100411","1009803","","-750","1009803181","-220","0","","0.8","2"
"","103611","1009803","","0","1009803182","","","","","4"
"","103611","1009803","0.2","lsv_run","1009803183","1","","","","3"
"","103611","1009803","","750","1009803184","-235","0","","0.8","2"
"","102011","1009803","","1","1009803185","","","","","4"
"","102011","1009803","0.2","lsv_run","1009803186","1","","","","3"
"","102011","1009803","","-850","1009803187","-250","0","","0.8","2"
"","0.6","1009803","","","1009803188","","","","","93"
"0","100411","1009803","0.2","1","1009803189","1","0","","1","6"
"0","103611","1009803","0.2","1","1009803190","1","0","","1","6"
"0","102011","1009803","0.2","1","1009803191","1","0","","1","6"
"","0","1009803","","","1009803192","","","","","91"
"0","1","1009804","1.95","102011","1009804001","102","-495","lsv_idle_normal","-200","1"
"1","1","1009804","1.95","103611","1009804002","100","-480","lsv_idle_normal","100","1"
"1","1","1009804","1.95","100411","1009804003","101","-510","lsv_idle_normal","270","1"
"0","1","1009804","1","333","1009804004","0","0","lsv_white_loop","0","5"
"0","333","1009804","0","1","1009804005","1","0","","1","6"
"0","102011","1009804","0","1","1009804006","1","0","","1","6"
"0","103611","1009804","0","1","1009804007","1","0","","1","6"
"0","100411","1009804","0","1","1009804008","1","0","","1","6"
"","1","1009804","","0","1009804009","","","","","93"
"0","333","1009804","0.8","1","1009804010","1","0.4","","1","6"
"0.2","102011","1009804","0.2","lsv_jump2","1009804011","0","1","","lsv_idle_normal","3"
"0.2","103611","1009804","0.2","lsv_jump2","1009804012","0","1","","lsv_idle_normal","3"
"0.2","100411","1009804","0.2","lsv_jump2","1009804013","0","1","","lsv_idle_normal","3"
"","0.3","1009804","","","1009804014","","","","","93"
"","102011","1009804","","-200","1009804015","-235","0","","0.75","2"
"","103611","1009804","","100","1009804016","-220","0","","0.75","2"
"","100411","1009804","","270","1009804017","-250","0","","0.75","2"
"0","102011","1009804","0.4","1","1009804018","1","1","","1","6"
"0","103611","1009804","0.4","1","1009804019","1","1","","1","6"
"0","100411","1009804","0.4","1","1009804020","1","1","","1","6"
"0","102011","1009804","0","6","1009804021","0.2","","","0","12"
"0","103611","1009804","0","6","1009804022","0.2","","","0","12"
"0","100411","1009804","0","6","1009804023","0.2","","","0","12"
"","1.2","1009804","","0","1009804024","","","","","93"
"0.2","100411","1009804","0","lsv_talk_cool_normal2","1009804025","0","1","","lsv_talk_cool_normal2_loop","3"
"","vo_lsv","1009804","","vo_lsv_0421","1009804026","0","","","0","21"
"0","100411","1009804","0","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","1009804027","10","1","0","1","11"
"","0","1009804","","","1009804028","","","","","91"
"","100411","1009804","0.2","lsv_idle_cool","1009804029","1","","","","3"
"","102011","1009804","0.2","lsv_talk_wish_joy","1009804030","1","","","","3"
"","vo_lsv","1009804","","vo_lsv_0422","1009804031","0","","","0","21"
"0","102011","1009804","0","禊做的存錢筒\n很帥氣呢～♪","1009804032","10","1","0","1","11"
"","0","1009804","","","1009804033","","","","","91"
"","102011","1009804","0.2","lsv_idle_wish_joy","1009804034","1","","","","3"
"","103611","1009804","0.2","lsv_talk_thinking","1009804035","1","","","","3"
"","vo_lsv","1009804","","vo_lsv_0423","1009804036","0","","","0","21"
"0","103611","1009804","0","我煩惱了一下……\n因為想展現出\n知識與知性……","1009804037","10","1","0","1","11"
"","0","1009804","","","1009804038","","","","","91"
"","103611","1009804","0.2","lsv_idle_normal","1009804039","1","","","","3"
"0.2","100411","1009804","0","lsv_talk_arm_crossed2","1009804040","0","1","","lsv_talk_arm_crossed_loop2","3"
"","vo_lsv","1009804","","vo_lsv_0424","1009804041","0","","","0","21"
"0","100411","1009804","0","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","1009804042","10","1","0","1","11"
"","0","1009804","","","1009804043","","","","","91"
"","100411","1009804","0.2","lsv_idle_arm_crossed","1009804044","1","","","","3"
"","102011","1009804","0.2","lsv_look_talk_sad","1009804045","1","","","","3"
"","vo_lsv","1009804","","vo_lsv_0425","1009804046","0","","","0","21"
"0","102011","1009804","0","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","1009804047","10","1","0","1","11"
"","0","1009804","","","1009804048","","","","","91"
"","102011","1009804","0.2","lsv_look_idle_sad","1009804049","1","","","","3"
"","103611","1009804","0.2","lsv_look_idle_normal","1009804050","1","","","","3"
"","100411","1009804","0.2","lsv_talk_joy3_blink","1009804051","1","","","","3"
"","vo_lsv","1009804","","vo_lsv_0426","1009804052","0","","","0","21"
"0","100411","1009804","0","對耶！\n哥哥\n想做什麼呢？","1009804053","10","1","0","1","11"
"","0","1009804","","","1009804054","","","","","91"
"","100411","1009804","0.2","lsv_idle_joy","1009804055","1","","","","3"
