e5269e84fc38151bb1c5da8b9e59aac07878c8e4f575e0f57da0060d7832299b,491c567b4ed0214f0c4c699094d3332841e7918382bd928d1a3ca8e5988d028b,ef608a375a3bd4e7f4941b41b601a6f2662b57bc7b8537bf85ae79859413c036,ffea15582219506133d0055a793a1bc2c61aca5c7934294b3d989a8bd4df0a34,6d76a202219319ff6e66160c8ab1e18cbee82e9de68fe59ba7a049dcdcfa1a16,f466c651b9b2b351171236a841fcf9ac4d7e538519d7e19eec808554cfaba62e,79652d6f220af18c933b2783b3423f5030e5db88af8d0e176fd3be53c0d29337,4f93761958159a7a156011ad7008ae6b267557d0ae80ef72157586036e9ef7c8,53bbe130e57d59fb7f5bb6a32f8a2bc63019e4c9df823a793c0b7c4067317f74,155f4949bc6ba8b5aa2ea5c4ad3e1bc296221787b03bf5d91d1f72426cc1532e
"5","-1","2030/12/31 23:59:59","10360010","0","360","2026/03/15 16:00:00","0","18004001","30"
"5","-1","2030/12/31 23:59:59","10360014","0","360","2026/03/15 16:00:00","0","11004001","45"
"2","-1","2030/12/31 23:59:59","10360015","0","360","2026/03/15 16:00:00","20002","11004001","70"
"2","-1","2030/12/31 23:59:59","10360016","0","360","2026/03/15 16:00:00","90007","11004001","500"
"5","-1","2030/12/31 23:59:59","10360017","0","360","2026/03/15 16:00:00","0","11005001","55"
"12","-1","2030/12/31 23:59:59","10360018","0","360","2026/03/15 16:00:00","94002","11005001","200000"
"2","-1","2030/12/31 23:59:59","10360019","0","360","2026/03/15 16:00:00","90007","11005001","500"
"5","-1","2030/12/31 23:59:59","10360024","0","360","2026/03/15 16:00:00","0","14001001","55"
"12","-1","2030/12/31 23:59:59","10360025","0","360","2026/03/15 16:00:00","94002","14001001","440000"
"2","-1","2030/12/31 23:59:59","10360026","0","360","2026/03/15 16:00:00","20003","14001001","19"
"5","-1","2030/12/31 23:59:59","10360027","0","360","2026/03/15 16:00:00","0","14003001","70"
"12","-1","2030/12/31 23:59:59","10360028","0","360","2026/03/15 16:00:00","94002","14003001","720000"
"2","-1","2030/12/31 23:59:59","10360029","0","360","2026/03/15 16:00:00","22002","14003001","4"
"5","-1","2030/12/31 23:59:59","10360114","0","360","2026/03/15 16:00:00","0","11101001","30"
"2","-1","2030/12/31 23:59:59","10360115","0","360","2026/03/15 16:00:00","20003","11101001","19"
"5","-1","2030/12/31 23:59:59","10360121","0","360","2026/03/15 16:00:00","0","11001002","45"
"12","-1","2030/12/31 23:59:59","10360122","0","360","2026/03/15 16:00:00","94002","11001002","190000"
"2","-1","2030/12/31 23:59:59","10360123","0","360","2026/03/15 16:00:00","23003","11001002","100"
"8","-1","2030/12/31 23:59:59","11005002","0","1","2018/01/01 05:00:00","91002","11005002","50"
"8","-1","2030/12/31 23:59:59","11005003","0","1","2018/01/01 05:00:00","91002","11005003","50"
"2","-1","2030/12/31 23:59:59","11701001","0","1","2024/11/15 16:00:00","25021","11701001","100"
"2","-1","2030/12/31 23:59:59","18010001","0","1","2024/06/14 16:00:00","90005","18010001","50"
"2","-1","2030/12/31 23:59:59","21082001","0","1","2025/02/15 16:00:00","21953","21082001","1"
"2","-1","2030/12/31 23:59:59","21082002","0","1","2025/02/15 16:00:00","21953","21082002","1"
"2","-1","2030/12/31 23:59:59","21082003","0","1","2025/06/09 16:00:00","21953","21082003","1"
"2","-1","2030/12/31 23:59:59","21082004","0","1","2025/06/09 16:00:00","21953","21082004","1"
"2","-1","2030/12/31 23:59:59","25010001","0","1","2021/05/27 05:00:00","90006","25010001","100"
"2","-1","2030/12/31 23:59:59","25010002","0","1","2021/05/27 05:00:00","90006","25010002","500"
"2","-1","2030/12/31 23:59:59","25010003","0","1","2021/05/27 05:00:00","90006","25010003","1500"
"2","-1","2030/12/31 23:59:59","25010004","0","1","2021/05/27 05:00:00","90006","25010004","2500"
"2","-1","2030/12/31 23:59:59","25010011","0","1","2020/12/26 05:00:00","90006","25010011","500"
"2","-1","2030/12/31 23:59:59","25010012","0","1","2020/12/26 05:00:00","90006","25010012","2500"
"2","-1","2030/12/31 23:59:59","25010013","0","1","2020/12/26 05:00:00","90006","25010013","3500"
"7","-1","2030/12/31 23:59:59","26020001","0","1","2025/07/01 16:00:00","2848","26020001","1"
"8","-1","2030/04/01 14:59:59","29010001","0","1","2015/04/04 15:00:00","91002","29010001","50"
