8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"105553","13","105133","105552","105132","105134","105491","101601"
"105554","14","105134","105553","105133","105135","105284","101601"
"105555","15","105135","105554","105134","105136","105345","101601"
"105556","16","105136","105555","105135","105137","105286","101601"
"105557","17","105137","105556","105136","106131","105287","101601"
"106551","18","106131","105557","105137","106132","106341","101601"
"106552","19","106132","106551","106131","106133","106282","101601"
"106553","20","106133","106552","106132","107131","106283","101601"
"107551","21","107131","106553","106133","107132","107491","101601"
"107552","22","107132","107551","107131","107133","107492","101601"
"107553","23","107133","107552","107132","108131","107343","101601"
"108551","24","108131","107553","107133","108132","108431","101601"
"108552","25","108132","108551","108131","108133","108492","101601"
"108553","26","108133","108552","108132","108134","108343","101601"
"108554","27","108134","108553","108133","109131","108434","101601"
"109551","28","109131","108554","108134","109132","109341","101601"
"109552","29","109132","109551","109131","109133","109432","101601"
"109553","30","109133","109552","109132","109134","109493","101601"
"109554","31","109134","109553","109133","10013032","109494","101601"
"10055032","32","10013032","109554","109134","10013033","10034032","101601"
"10055033","33","10013033","10055032","10013032","10013034","10043033","101601"
"10055034","34","10013034","10055033","10013033","999999","10034034","101601"
"101071","1","101071","101551","101431","101101","101281","101701"
"101551","2","102071","101551","102431","102101","102341","101701"
"102551","3","102101","102551","102432","103071","102342","101701"
"102552","4","103071","102552","103431","103101","103341","101701"
"103551","5","103101","103551","103432","103072","103342","101701"
"103342","6","103072","103582","103432","104101","103343","101701"
"103072","7","104101","103552","103553","104102","104341","101701"
"104551","8","104102","103553","104101","104103","104342","101701"
"104552","9","104103","104551","104102","104104","104343","101701"
"104554","10","104104","104552","104103","105101","104344","101701"
"105551","11","105101","104553","104104","105102","105341","101701"
"105552","12","105102","105551","105101","105103","105282","101701"
"105553","13","105103","105552","105102","105104","105343","101701"
"105554","14","105104","105553","105103","105105","105344","101701"
"105555","15","105105","105554","105104","105106","105285","101701"
"105556","16","105106","105555","105105","105107","105286","101701"
"105557","17","105107","105556","105106","106101","105287","101701"
"106551","18","106101","105557","105107","106102","106341","101701"
"106552","19","106102","106551","106101","106103","106282","101701"
"106553","20","106103","106552","106102","107101","106283","101701"
"107551","21","107101","106553","106103","107102","107341","101701"
"107552","22","107102","107551","107101","107103","107492","101701"
"107553","23","107103","107552","107102","108101","107493","101701"
"108551","24","108101","107553","107103","108102","108401","101701"
"108552","25","108102","108551","108101","108103","108342","101701"
"108553","26","108103","108552","108102","108104","108403","101701"
"108554","27","108104","108553","108103","109101","108434","101701"
"109551","28","109101","108554","108104","109102","109341","101701"
"109552","29","109102","109551","109101","109103","109432","101701"
"109553","30","109103","109552","109102","109104","109343","101701"
"109554","31","109104","109553","109103","10010032","109434","101701"
"10055032","32","10010032","109554","109104","10010033","10034032","101701"
"10055033","33","10010033","10055032","10010032","10010034","10043033","101701"
"10055034","34","10010034","10055033","10010033","999999","10034034","101701"
"101611","1","101251","101611","101521","101251","101371","101801"
"101611","2","102221","101611","102461","102222","102371","101801"
"102611","3","102222","102611","102521","103221","102372","101801"
"102613","4","103221","102613","103611","103252","103521","101801"
"103611","5","103252","103611","103522","103222","103371","101801"
"103371","6","103222","103613","103522","104221","103372","101801"
"103583","7","104521","103613","103614","104222","104371","101801"
"104581","8","104222","103583","104461","104223","104372","101801"
"104612","9","104223","104581","104522","104224","104523","101801"
"104613","10","104224","104582","104462","105221","104373","101801"
"105611","11","105221","104583","104463","105222","105371","101801"
"105612","12","105222","105581","105521","105223","105372","101801"
"105613","13","105223","105582","105522","105224","105373","101801"
"105614","14","105224","105583","105462","105225","105523","101801"
"105615","15","105225","105584","105523","105226","105375","101801"
"105616","16","105226","105585","105375","105227","105524","101801"
"105617","17","105227","105586","105524","106221","105377","101801"
"106611","18","106221","105587","105377","106222","106371","101801"
"106612","19","106222","106581","106371","106223","106521","101801"
"106613","20","106223","106582","106372","107221","106462","101801"
"107611","21","107221","106583","106462","107222","107461","101801"
"107612","22","107222","107581","107461","107223","107462","101801"
"107613","23","107223","107582","107462","108221","107463","101801"
"108611","24","108221","107583","107463","108222","108521","101801"
"108612","25","108222","108581","108521","108223","108462","101801"
"108613","26","108223","108582","108462","108224","108523","101801"
"108614","27","108224","108583","108523","109221","108524","101801"
"109611","28","109221","108584","108524","109222","109461","101801"
"109612","29","109222","109581","109461","109223","109522","101801"
"109613","30","109223","109582","109522","109224","109463","101801"
"109614","31","109224","109583","109463","10022032","109524","101801"
"10061032","32","10022032","109584","109524","10022033","10046032","101801"
"10061033","33","10022033","10058032","10046032","10022034","10046033","101801"
"10061034","34","10022034","10058033","10046033","999999","10052034","101801"
"101581","1","101191","101551","101401","101011","101281","102001"
"101281","2","102011","101551","102493","102013","102311","102001"
"102581","3","102192","102551","102401","103011","102312","102001"
"102432","4","103011","102552","103431","103012","103281","102001"
"103431","5","103192","103551","103491","103013","103282","102001"
"103401","6","103013","103552","103491","104011","103283","102001"
"103583","7","104191","103552","103553","104012","104281","102001"
"104551","8","104192","103553","104491","104013","104282","102001"
"104552","9","104193","104551","104432","104014","104402","102001"
"104553","10","104194","104552","104402","105011","104284","102001"
"105551","11","105191","104554","104433","105012","105401","102001"
"105552","12","105192","105551","105401","105013","105312","102001"
"105553","13","105193","105552","105431","105014","105491","102001"
"105554","14","105194","105553","105491","105015","105432","102001"
"105555","15","105195","105554","105432","105016","105345","102001"
"105556","16","105196","105555","105345","105017","105286","102001"
"105557","17","105197","105556","105286","106011","105287","102001"
"106551","18","106191","105557","105287","106192","106281","102001"
"106552","19","106192","106551","106281","106013","106282","102001"
"106553","20","106193","106552","106282","107011","106283","102001"
"107551","21","107191","106553","106283","107012","107491","102001"
"107552","22","107192","107551","107491","107013","107282","102001"
"107553","23","107193","107552","107282","108011","107283","102001"
"108551","24","108191","107553","107283","108012","108431","102001"
"108552","25","108192","108551","108431","108013","108312","102001"
"108553","26","108193","108552","108312","108014","108313","102001"
"108554","27","108194","108553","108313","109011","108314","102001"
"109551","28","109191","108554","108314","109012","109401","102001"
"109552","29","109192","109551","109401","109013","109282","102001"
"109553","30","109193","109552","109282","109014","109283","102001"
"109554","31","109194","109553","109283","10001032","109284","102001"
"10055032","32","10019032","109554","109284","10001033","10040032","102001"
"10055033","33","10019033","10055032","10040032","10001034","10040033","102001"
"10055034","34","10019034","10055033","10040033","999999","10028034","102001"
"101551","1","101431","101581","101191","101191","101281","102101"
"101431","2","102431","101581","102191","102192","102311","102101"
