21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"50","1","50","0","0","50","10","50","50","50","50","20657","670020050","50","30","50","0","200200","0","50","0","0","200000001","0","50","0","50","42","0","1531","50","52","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","22363","670020051","51","30","51","0","200200","0","51","0","0","200000001","0","51","0","51","42","0","1670","51","53","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","24069","670020052","52","30","52","0","200200","0","52","0","0","200000001","0","52","0","52","43","0","1710","52","54","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","25775","670020053","53","30","53","0","200200","0","53","0","0","200000001","0","53","0","53","43","0","1800","53","55","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","27481","670020054","54","30","54","0","200200","0","54","0","0","200000001","0","54","0","54","44","0","1890","54","56","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","29187","670020055","55","30","55","0","200200","0","55","0","0","200000001","0","55","0","55","44","0","1979","55","57","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","30893","670020056","56","30","56","0","200200","0","56","0","0","200000001","0","56","0","56","45","0","2069","56","58","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","32599","670020057","57","30","57","0","200200","0","57","0","0","200000001","0","57","0","57","45","0","2159","57","59","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","34305","670020058","58","30","58","0","200200","0","58","0","0","200000001","0","58","0","58","46","0","2248","58","60","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","36011","670020059","59","30","59","0","200200","0","59","0","0","200000001","0","59","0","59","46","0","2338","59","61","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","37717","670020060","60","30","60","0","200200","0","60","0","0","200000001","0","60","0","60","47","0","2428","60","62","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","39423","670020061","61","30","61","0","200200","0","61","0","0","200000001","0","61","0","61","47","0","2518","61","63","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","41129","670020062","62","30","62","0","200200","0","62","0","0","200000001","0","62","0","62","48","0","2561","62","64","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","42835","670020063","63","30","63","0","200200","0","63","0","0","200000001","0","63","0","63","49","0","2604","63","66","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","44541","670020064","64","30","64","0","200200","0","64","0","0","200000001","0","64","0","64","50","0","2647","64","68","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","46247","670020065","65","30","65","0","200200","0","65","0","0","200000001","0","65","0","65","51","0","2690","65","70","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","47953","670020066","66","30","66","0","200200","0","66","0","0","200000001","0","66","0","66","52","0","2735","66","72","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","49659","670020067","67","30","67","0","200200","0","67","0","0","200000001","0","67","0","67","53","0","2780","67","74","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","51365","670020068","68","30","68","0","200200","0","68","0","0","200000001","0","68","0","68","55","0","2825","68","76","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","53071","670020069","69","30","69","0","200200","0","69","0","0","200000001","0","69","0","69","57","0","2870","69","78","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","54777","670020070","70","30","70","0","200200","0","70","0","0","200000001","0","70","0","70","59","0","2915","70","80","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","56483","670020071","71","30","71","0","200200","0","71","0","0","200000001","0","71","0","71","61","0","2960","71","82","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","382","670030001","1","30","1","0","200300","0","1","0","15","200000008","0","1","0","1","5","0","0","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","502","670030002","2","30","2","0","200300","0","2","0","20","200000008","0","2","0","2","8","0","0","2","4","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","623","670030003","3","30","3","0","200300","0","3","0","26","200000008","0","3","0","3","10","0","0","3","5","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","686","670030004","4","30","4","0","200300","0","4","0","61","200000008","0","4","0","4","16","0","0","4","7","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","686","670030005","5","30","5","0","200300","0","5","0","61","200000008","0","5","0","5","16","0","0","5","7","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","678","670030006","6","30","6","0","200300","0","6","0","63","200000008","0","6","0","6","16","0","0","6","8","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","835","670030007","7","30","7","0","200300","0","7","0","89","200000008","0","7","0","7","17","0","0","7","10","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","991","670030008","8","30","8","0","200300","0","8","0","114","200000008","0","8","0","8","20","0","0","8","11","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","1019","670030009","9","30","9","0","200300","0","9","0","117","200000008","0","9","0","9","20","0","0","9","11","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","1048","670030010","10","30","10","0","200300","0","10","0","120","200000008","0","10","0","10","22","0","0","10","13","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","1076","670030011","11","30","11","0","200300","0","11","0","123","200000008","0","11","0","11","22","0","0","11","13","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","1104","670030012","12","30","12","0","200300","0","12","0","126","200000008","0","12","0","12","22","0","0","12","13","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","1309","670030013","13","30","13","0","200300","0","13","0","133","200000008","0","13","0","13","24","0","0","13","14","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","1513","670030014","14","30","14","0","200300","0","14","0","138","200000008","0","14","0","14","26","0","0","14","16","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","1717","670030015","15","30","15","0","200300","0","15","0","145","200000008","0","15","0","15","26","0","0","15","16","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1921","670030016","16","30","16","0","200300","0","16","0","151","200000008","0","16","0","16","26","0","0","16","17","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","2257","670030017","17","30","17","0","200300","0","17","0","175","200000008","0","17","0","17","26","0","0","17","18","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","2592","670030018","18","30","18","0","200300","0","18","0","198","200000008","0","18","0","18","26","0","0","18","18","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","2828","670030019","19","30","19","0","200300","0","19","0","200","200000008","0","19","0","19","27","0","0","19","18","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","2939","670030020","20","30","20","0","200300","0","20","0","203","200000008","0","20","0","20","27","0","0","20","18","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","3050","670030021","21","30","21","0","200300","0","21","0","206","200000008","0","21","0","21","27","0","0","21","18","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","3148","670030022","22","30","22","0","200300","0","22","0","226","200000008","0","22","0","22","29","0","0","22","20","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","3304","670030023","23","30","23","0","200300","0","23","0","226","200000008","0","23","0","23","29","0","0","23","20","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","3586","670030024","24","30","24","0","200300","0","24","0","321","200000008","0","24","0","24","40","0","0","24","28","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","3866","670030025","25","30","25","0","200300","0","25","0","333","200000008","0","25","0","25","42","0","0","25","30","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","3966","670030026","26","30","26","0","200300","0","26","0","371","200000008","0","26","0","26","42","0","0","26","30","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","4060","670030027","27","30","27","0","200300","0","27","0","374","200000008","0","27","0","27","42","0","0","27","30","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","4152","670030028","28","30","28","0","200300","0","28","0","376","200000008","0","28","0","28","42","0","0","28","30","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","5542","670030029","29","30","29","0","200300","0","29","0","438","200000008","0","29","0","29","45","0","0","29","32","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","5591","670030030","30","30","30","0","200300","0","30","0","480","200000008","0","30","0","30","47","0","0","30","32","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","5604","670030031","31","30","31","0","200300","0","31","0","481","200000008","0","31","0","31","47","0","0","31","32","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","5618","670030032","32","30","32","0","200300","0","32","0","481","200000008","0","32","0","32","47","0","0","32","32","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","5632","670030033","33","30","33","0","200300","0","33","0","482","200000008","0","33","0","33","47","0","0","33","32","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","6542","670030034","34","30","34","0","200300","0","34","0","539","200000008","0","34","0","34","47","0","0","34","32","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","6610","670030035","35","30","35","0","200300","0","35","0","543","200000008","0","35","0","35","48","0","0","35","32","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","7177","670030036","36","30","36","0","200300","0","36","0","561","200000008","0","36","0","36","48","0","0","36","32","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","7979","670030037","37","30","37","0","200300","0","37","0","606","200000008","0","37","0","37","53","0","0","37","35","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","8781","670030038","38","30","38","0","200300","0","38","0","651","200000008","0","38","0","38","70","0","0","38","49","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","9666","670030039","39","30","39","0","200300","0","39","0","736","200000008","0","39","0","39","70","0","0","39","49","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","10551","670030040","40","30","40","0","200300","0","40","0","821","200000008","0","40","0","40","70","0","0","40","49","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","13253","670030041","41","30","41","0","200300","0","41","0","935","200000008","0","41","0","41","72","0","0","41","50","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","15956","670030042","42","30","42","0","200300","0","42","0","1049","200000008","0","42","0","42","73","0","0","42","50","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","16030","670030043","43","30","43","0","200300","0","43","0","1066","200000008","0","43","0","43","75","0","0","43","52","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","16104","670030044","44","30","44","0","200300","0","44","0","1083","200000008","0","44","0","44","76","0","0","44","52","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","16179","670030045","45","30","45","0","200300","0","45","0","1100","200000008","0","45","0","45","78","0","0","45","53","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","17054","670030046","46","30","46","0","200300","0","46","0","1142","200000008","0","46","0","46","82","0","0","46","56","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","17930","670030047","47","30","47","0","200300","0","47","0","1182","200000008","0","47","0","47","85","0","0","47","59","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","17930","670030048","48","30","48","0","200300","0","48","0","1224","200000008","0","48","0","48","88","0","0","48","63","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","17930","670030049","49","30","49","0","200300","0","49","0","1224","200000008","0","49","0","49","88","0","0","49","63","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","18080","670030050","50","30","50","0","200300","0","50","0","1255","200000008","0","50","0","50","91","0","0","50","69","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","18230","670030051","51","30","51","0","200300","0","51","0","1285","200000008","0","51","0","51","94","0","0","51","75","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","18230","670030052","52","30","52","0","200300","0","52","0","1285","200000008","0","52","0","52","94","0","0","52","76","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","18980","670030053","53","30","53","0","200300","0","53","0","1345","200000008","0","53","0","53","95","0","0","53","77","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","19730","670030054","54","30","54","0","200300","0","54","0","1405","200000008","0","54","0","54","95","0","0","54","77","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","20730","670030055","55","30","55","0","200300","0","55","0","1445","200000008","0","55","0","55","95","0","0","55","77","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","21730","670030056","56","30","56","0","200300","0","56","0","1485","200000008","0","56","0","56","95","0","0","56","77","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","22730","670030057","57","30","57","0","200300","0","57","0","1625","200000008","0","57","0","57","96","0","0","57","79","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","23730","670030058","58","30","58","0","200300","0","58","0","1765","200000008","0","58","0","58","97","0","0","58","80","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","24730","670030059","59","30","59","0","200300","0","59","0","1945","200000008","0","59","0","59","98","0","0","59","82","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","25730","670030060","60","30","60","0","200300","0","60","0","2125","200000008","0","60","0","60","99","0","0","60","83","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","26730","670030061","61","30","61","0","200300","0","61","0","2305","200000008","0","61","0","61","100","0","0","61","85","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","27299","670030062","62","30","62","0","200300","0","62","0","2376","200000008","0","62","0","62","103","0","0","62","86","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","27868","670030063","63","30","63","0","200300","0","63","0","2447","200000008","0","63","0","63","106","0","0","63","86","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","28437","670030064","64","30","64","0","200300","0","64","0","2518","200000008","0","64","0","64","109","0","0","64","86","64","0","64","1","64","10","1","64"
