5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","201"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","202"
"17","賦予TP上升的上限","92409010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","203"
"9","降低HP吸收","92409010","戰鬥開始時，中幅度降低全體角色的HP吸收。","204"
"16","闇屬性獎勵特大幅度提升","92409020","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","205"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","206"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","207"
"17","賦予TP上升的上限","92409020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","208"
"9","降低HP吸收","92409020","戰鬥開始時，中幅度降低全體角色的HP吸收。","209"
"16","闇屬性獎勵特大幅度提升","92409030","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","210"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","211"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","212"
"17","賦予TP上升的上限","92409030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","213"
"9","降低HP吸收","92409030","戰鬥開始時，中幅度降低全體角色的HP吸收。","214"
"16","闇屬性獎勵特大幅度提升","92409110","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","215"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","216"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","217"
"boss_tp_down_cut","減少降低TP","92409110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","218"
"18","傷害值衰減","92409110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","219"
"17","賦予TP上升的上限","92409110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","220"
"9","降低HP吸收","92409110","戰鬥開始時，中幅度降低全體角色的HP吸收。","221"
"16","闇屬性獎勵特大幅度提升","92409120","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","222"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","223"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","224"
"boss_tp_down_cut","減少降低TP","92409120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","225"
"18","傷害值衰減","92409120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","226"
"17","賦予TP上升的上限","92409120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","227"
"9","降低HP吸收","92409120","戰鬥開始時，中幅度降低全體角色的HP吸收。","228"
"16","闇屬性獎勵特大幅度提升","92409130","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","229"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","230"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","231"
"boss_tp_down_cut","減少降低TP","92409130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","232"
"18","傷害值衰減","92409130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","233"
"17","賦予TP上升的上限","92409130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","234"
"9","降低HP吸收","92409130","戰鬥開始時，中幅度降低全體角色的HP吸收。","235"
"16","闇屬性獎勵特大幅度提升","92409140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","236"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","237"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","238"
"boss_tp_down_cut","減少降低TP","92409140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","239"
"18","傷害值衰減","92409140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","240"
"17","賦予TP上升的上限","92409140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","241"
"9","降低HP吸收","92409140","戰鬥開始時，中幅度降低全體角色的HP吸收。","242"
"16","闇屬性獎勵特大幅度提升","92409210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","243"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","244"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","245"
"boss_tp_down_cut","減少降低TP","92409210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","246"
"18","傷害值衰減","92409210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","247"
"17","賦予TP上升的上限","92409210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","248"
"9","降低HP吸收","92409210","戰鬥開始時，中幅度降低全體角色的HP吸收。","249"
"16","闇屬性獎勵特大幅度提升","92409220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","250"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","251"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","252"
"boss_tp_down_cut","減少降低TP","92409220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","253"
"18","傷害值衰減","92409220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","254"
"17","賦予TP上升的上限","92409220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","255"
"9","降低HP吸收","92409220","戰鬥開始時，中幅度降低全體角色的HP吸收。","256"
"16","闇屬性獎勵特大幅度提升","92409230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","257"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","258"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","259"
"boss_tp_down_cut","減少降低TP","92409230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","260"
"18","傷害值衰減","92409230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","261"
"17","賦予TP上升的上限","92409230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","262"
"9","降低HP吸收","92409230","戰鬥開始時，中幅度降低全體角色的HP吸收。","263"
"16","闇屬性獎勵特大幅度提升","92409240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","264"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","265"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","266"
"boss_tp_down_cut","減少降低TP","92409240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","267"
"18","傷害值衰減","92409240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","268"
"17","賦予TP上升的上限","92409240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","269"
"9","降低HP吸收","92409240","戰鬥開始時，中幅度降低全體角色的HP吸收。","270"
"16","闇屬性獎勵特大幅度提升","92409310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","271"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","272"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","273"
"18","傷害值衰減","92409310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","274"
"17","賦予TP上升的上限","92409310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","275"
"9","降低HP吸收","92409310","戰鬥開始時，中幅度降低全體角色的HP吸收。","276"
"16","闇屬性獎勵特大幅度提升","92409320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","277"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92409320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","278"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","279"
"18","傷害值衰減","92409320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","280"
"17","賦予TP上升的上限","92409320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","281"
"9","降低HP吸收","92409320","戰鬥開始時，中幅度降低全體角色的HP吸收。","282"
"16","闇屬性獎勵特大幅度提升","92409330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","283"
