0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"","SMILE","1","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。","0","69","76","1224","2","3","2","77","2","2","2","SMILE","83","這個的名稱是什麼？","2","73"
"賀正貓耳的毽球板","貓耳毽球板","1","「凱留（新年）」的專用裝備名稱。","1225","26495","29699","1225","6","1","6","32819","6","6","6","賀正貓耳的毽球板","35987","這個的名稱是什麼？","1","27645"
"","賽馬車賽事","1","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。","0","20107","36093","1226","6","2","6","39340","6","6","6","賽馬車賽事","36093","這個的名稱是什麼？","2","36554"
"","漁夫過肩摔","1","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？","0","25684","32937","1227","6","2","6","22827","6","6","6","漁夫過肩摔","28417","這個的名稱是什麼？","2","36942"
"衝浪板、腳繩","衝浪板腳繩","1","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝","0","32361","33139","1228","6","1","6","28010","6","6","6","衝浪板、腳繩","34909","這個的名稱是什麼？","2","26495"
"踢擊、拳擊、道行","踢擊拳擊道","1","跆拳道的跆是指□□、拳是指□□、道是指□行。","0","36947","25802","1229","6","1","6","25802","6","6","6","踢擊、拳擊、道行","36386","這個的名稱是什麼？","2","25331"
"Knock out","Knock","1","擊倒的英文簡稱為「K.O.」。英文全名為？","0","107","99","1230","3","2","3","110","3","3","2","Knock out","75","這個的名稱是什麼？","2","111"
"初音手工製守護石","初音手工製","1","「栞」的專用裝備名稱。","1231","35069","24037","1231","6","1","6","38899","6","6","6","初音手工製守護石","21021","這個的名稱是什麼？","1","25163"
"宮子（萬聖節）","宮子萬聖節","1","使用必殺技「不給布丁就搗蛋喲」的角色。","0","31680","32854","1232","6","1","6","23376","6","6","6","宮子（萬聖節）","23470","這個的名稱是什麼？","1","33836"
"","愛心裝飾帽","1","「靜流（情人節）」的專用裝備名稱。","1233","24125","39166","1233","6","2","6","24515","6","6","6","愛心裝飾帽","24859","這個的名稱是什麼？","2","35037"
"古羅馬競技場","古羅馬競技","1","劍鬥士是指□□□□□場上的鬥士。","0","25216","31478","1234","6","1","6","32645","6","6","6","古羅馬競技場","21476","這個的名稱是什麼？","2","39340"
"","羅馬競技場","1","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。","0","22580","25216","1235","6","1","6","39340","6","6","6","羅馬競技場","32645","這個的名稱是什麼？","2","31478"
"","不看人傳球","1","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。","0","29699","20659","1236","6","2","6","30475","6","6","6","不看人傳球","19981","這個的名稱是什麼？","2","20154"
"","守護者之盾","1","於亂世中的小國，以生命守護王女之命的騎士的盾。","1237","30462","20043","1237","6","1","6","35703","6","6","6","守護者之盾","23432","這個的名稱是什麼？","1","32773"
"","如意金箍棒","1","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。","0","26834","31629","1238","6","1","6","24847","6","6","6","如意金箍棒","22914","這個的名稱是什麼？","2","37329"
"","貓神的項墜","1","被認為是由貓神所生出的寶石。","0","22684","38917","1239","6","3","6","31070","6","6","6","貓神的項墜","35987","這個的名稱是什麼？","1","30340"
"","魔鏡啊魔鏡","1","「似似花」的必殺技。","1240","37857","39764","1240","6","1","6","37857","6","6","6","魔鏡啊魔鏡","39764","這個的名稱是什麼？","1","21834"
"臣服於我的美之下吧！","臣服於我的","1","「雪」的必殺技。","0","30340","25105","1241","6","1","6","26381","6","6","6","臣服於我的美之下吧！","33251","這個的名稱是什麼？","2","26044"
"九局，延長賽","九局延長賽","1","棒球規則，若□□同分，則會進入□□□。","0","36093","38263","1242","6","1","6","23616","6","6","6","九局，延長賽","20061","這個的名稱是什麼？","2","24310"
"","高壓式投球","1","上肩投法是棒球最傳統的投法之一。又稱為？","0","29699","25237","1243","6","2","6","22739","6","6","6","高壓式投球","39640","這個的名稱是什麼？","2","24335"
"四分之三投法","四分之三投","1","棒球的斜肩投法又稱為？","0","25237","19977","1244","6","2","6","20998","6","6","6","四分之三投法","22235","這個的名稱是什麼？","2","20043"
"","固定式姿勢","1","棒球投球的姿勢分為揮臂式姿勢與□□□□□。","0","21218","23039","1245","6","2","6","23450","6","6","6","固定式姿勢","22266","這個的名稱是什麼？","2","24335"
"每半場，第四","每半場第四","1","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。","0","22235","31532","1246","6","3","6","21322","6","6","6","每半場，第四","27599","這個的名稱是什麼？","2","22580"
"高級訂製之心","高訂製之心","1","「鈴奈（★6）」的必殺技。","0","24515","20043","1247","6","2","6","35330","6","6","6","高級訂製之心","39640","這個的名稱是什麼？","1","35069"
"比賽中不被看好的一隊","不被看好的","1","請說明足球的術語「underdog」。","0","30340","22909","1248","6","3","6","34987","6","6","6","比賽中不被看好的一隊","19981","這個的名稱是什麼？","2","30475"
"score a hat trick","trick","1","足球術語「帽子戲法」，英文為：","0","107","99","1249","3","3","3","114","3","3","3","score a hat trick","116","這個的名稱是什麼？","2","105"
"國際足球總會世界盃","國際足球盃","1","世界盃、世足賽(FIFA World Cup)的全名為：","0","30403","29699","1250","6","1","6","38555","6","6","6","國際足球總會世界盃","22283","這個的名稱是什麼？","2","36275"
"","聖火傳遞者","1","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。","0","32773","36958","1251","6","1","6","28779","6","6","6","聖火傳遞者","32854","這個的名稱是什麼？","2","20659"
"奧林匹克運動會","匹克運動會","1","奧運的全名。","0","26371","21205","1252","6","1","6","20811","6","6","6","奧林匹克運動會","21305","這個的名稱是什麼？","2","36939"
"","二壘手三壘","1","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。","0","22744","19977","1253","6","1","6","22744","6","6","6","二壘手三壘","20108","這個的名稱是什麼？","2","25163"
"七七香最強法杖","七七香最強","1","「七七香」的專用裝備。","1255","24375","26368","1255","6","1","6","19971","6","6","6","七七香最強法杖","19971","這個的名稱是什麼？","1","39321"
"","物理攻擊力","1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。","0","21147","25802","1256","6","1","6","29702","6","6","6","物理攻擊力","29289","這個的名稱是什麼？","1","25915"
"","魔法攻擊力","1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。","0","21147","25802","1257","6","1","6","27861","6","6","6","魔法攻擊力","39764","這個的名稱是什麼？","1","25915"
"","物理防禦力","1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。","0","21147","31142","1258","6","1","6","29702","6","6","6","物理防禦力","29289","這個的名稱是什麼？","1","38450"
"","魔法防禦力","1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。","0","21147","31142","1259","6","1","6","27861","6","6","6","魔法防禦力","39764","這個的名稱是什麼？","1","38450"
"","焰帝的戒指","1","圖片上的名稱為：","1260","25351","25106","1260","6","1","6","24093","6","6","6","焰帝的戒指","28976","這個的名稱是什麼？","1","30340"
"兔子先生斬擊","子先生斬擊","1","「美美」的必殺技。","1261","25802","26028","1261","6","2","6","20808","6","6","6","兔子先生斬擊","23376","這個的名稱是什麼？","1","29983"
"","沃爾芬之咬","1","「真琴」的必殺技。","1262","21676","20043","1262","6","1","6","29246","6","6","6","沃爾芬之咬","27779","這個的名稱是什麼？","1","33452"
"璃乃（聖誕節）","璃乃聖誕節","1","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手","0","31680","35477","1263","6","2","6","20035","6","6","6","璃乃（聖誕節）","29827","這個的名稱是什麼？","1","32854"
"用可愛的我緊急投藥♪","用可愛的我","1","「雪（大江戶）」的必殺技。","0","25105","30340","1264","6","2","6","21487","6","6","6","用可愛的我緊急投藥♪","29992","這個的名稱是什麼？","1","24859"
"琉球犬矢之拳","琉球犬矢拳","1","「香織」的必殺技。","1265","25331","30690","1265","6","3","6","29699","6","6","6","琉球犬矢之拳","29705","這個的名稱是什麼？","1","29356"
"憤怒泳圈亂擲","憤怒泳亂擲","1","「凱留（夏日）」的必殺技。","0","25842","20098","1266","6","1","6","24594","6","6","6","憤怒泳圈亂擲","24996","這個的名稱是什麼？","1","27891"
"旋風雷閃擊鎖斬","雷閃擊鎖斬","1","「莫妮卡（★6）」的必殺技。","1267","26028","37782","1267","6","1","6","38275","6","6","6","旋風雷閃擊鎖斬","38647","這個的名稱是什麼？","1","25802"
"多一事不如少一事","多一事不如","2","表示不要多管閒事。","0","22914","19981","2001","6","2","6","19968","6","6","6","多一事不如少一事","22810","這句諺語是什麼？","2","20107"
"稻草屋⇒小木屋⇒磚頭屋","草木磚頭屋","2","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。","0","23627","38957","2002","6","1","6","26408","6","6","6","稻草屋⇒小木屋⇒磚頭屋","33609","這個的名稱是什麼？","2","30938"
"亮晶晶，星星","亮晶晶星星","2","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」","0","26143","26143","2003","6","1","6","26230","6","6","6","亮晶晶，星星","20142","空格裡該填入的是？","2","26230"
"","來到青草地","2","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」","0","22320","33609","2004","6","1","6","21040","6","6","6","來到青草地","20358","空格裡該填入的是？","2","38738"
"","小手拉小手","2","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」","0","25163","23567","2005","6","1","6","25163","6","6","6","小手拉小手","23567","空格裡該填入的是？","2","25289"
"","更上一層樓","2","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」","0","27155","23652","2006","6","1","6","19978","6","6","6","更上一層樓","26356","空格裡該填入的是？","2","19968"
"","洗手作羹湯","2","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」","0","28271","32697","2007","6","2","6","25163","6","6","6","洗手作羹湯","27927","空格裡該填入的是？","2","20316"
"","日暮掩柴扉","2","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」","0","25161","26612","2008","6","2","6","26286","6","6","6","日暮掩柴扉","26085","空格裡該填入的是？","2","25513"
"","低頭思故鄉","2","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」","0","37129","25925","2009","6","1","6","38957","6","6","6","低頭思故鄉","20302","空格裡該填入的是？","2","24605"
"","春眠不覺曉","2","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」","0","26313","35258","2010","6","1","6","30496","6","6","6","春眠不覺曉","26149","空格裡該填入的是？","2","19981"
"","孤舟蓑笠翁","2","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」","0","32705","31520","2011","6","2","6","33311","6","6","6","孤舟簑笠翁","23396","空格裡該填入的是？","2","34001"
"","北斗七星高","2","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」","0","39640","26143","2012","6","2","6","26007","6","6","6","北斗七星高","21271","空格裡該填入的是？","2","19971"
"","蘭德索爾盃","2","「樂用四敏蘭德語種速濟索爾盃」。","0","30403","29246","2013","6","1","6","24503","6","6","6","蘭德索爾盃","34349","請從裡面挑出和公主連結有關的詞是？","1","32034"
"","哞哞自衛隊","2","「任穎謀哞隻哞石投器自衛爾隊」。","0","38538","34907","2014","6","1","6","21726","6","6","6","哞哞自衛隊","21726","請從裡面挑出和公主連結有關的詞是？","1","33258"
"","王宮騎士團","2","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。","0","22296","22763","2015","6","3","6","23470","6","6","6","王宮騎士團","29579","請從裡面挑出和公主連結有關的詞是？","1","39438"
"","心型吉拿棒","2","「開心看到你轉換型態吃著吉拿棒」。","0","26834","25343","2016","6","3","6","22411","6","6","6","心型吉拿棒","24515","請從裡面挑出和公主連結有關的詞是？","1","21513"
"百地 希留耶","百地希留耶","2","「考一百分在地上撿到希望留下的種子耶」。","0","32822","30041","2017","6","3","6","22320","6","6","6","百地 希留耶","30334","請從裡面挑出和公主連結有關的詞是？","1","24076"
"","貪睡三人娘","2","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。","0","23064","20154","2019","6","3","6","30561","6","6","6","貪睡三人娘","36010","請從裡面挑出和公主連結有關的詞是？","1","19977"
"","魔獸的狂襲","2","「有著魔獸的力量就能瘋狂突襲」。","0","35186","29378","2020","6","3","6","29560","6","6","6","魔獸的狂襲","39764","請從裡面挑出和公主連結有關的詞是？","1","30340"
"","獨木不成林","2","比喻一個人的能力有限。","0","26519","25104","2023","6","2","6","26408","6","6","6","獨木不成林","29544","這句諺語是什麼？","2","19981"
"","打蛇打七寸","2","比喻做事要會抓重點。","0","23544","19971","2024","6","2","6","34503","6","6","6","打蛇打七寸","25171","這句諺語是什麼？","2","25171"
"五十步笑百步","五十步笑百","2","意指「沒什麼差異，在伯仲之間」的用語。","0","30334","31505","2025","6","2","6","21313","6","6","6","五十步笑百步","20116","這個的名稱是什麼？","2","27493"
"自我意識過剩","我意識過剩","2","意指「太過在乎別人對自己有何看法的狀態」的用語。","0","21097","36942","2026","6","1","6","24847","6","6","6","自我意識過剩","25105","這個的名稱是什麼？","2","35672"
"打開天窗說亮話","打開天窗說","2","比喻有事就說，不必隱藏。","0","35498","31383","2027","6","2","6","38283","6","6","6","打開天窗說亮話","25171","這句諺語是什麼？","2","22825"
