44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"1012011","","1012","vo_wac_220224_001","0","vo_wac_220224","","0","","","21"
"1012012","1","1012","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","1","100711","0","10","0.5","0","11"
"1012013","","1012","","","0","","","","","91"
"1012014","","1012","vo_wac_220224_002","0","vo_wac_220224","","0","","","21"
"1012015","1","1012","快把真正的布丁\n交出來的～！！","1","100711","0","10","0.5","0","11"
"1012016","","1012","","","0","","","","","91"
"1012017","","1012","0","","0","","","","","22"
"1013001","","1013","wac_idle_smile","","100711","","1","","0.2","3"
"1013002","","1013","wac_no_items","","111","","1","","0.2","3"
"1013003","","1013","200","0","100711","","-340","","","2"
"1013004","","1013","200","0","111","","-340","","","2"
"1013005","","1013","0","","1","","","","","32"
"1013006","","1013","1","","2","","","","","32"
"1013007","","1013","0","","11","","","","","32"
"1013008","","1013","","","0","","","","","91"
"1111001","-212.75","1111","105311","-108","1","0","202","wac_default_11","2","1"
"1111002","-212.75","1111","111","-108","1","0","201","wac_default_11","2","5"
"1111003","1","1111","1","0","1","","0","","1","31"
"1111004","1","1111","2","0","2","","0","","0","31"
"1111005","1","1111","11","0","11","","0","","0","31"
"1111006","","1111","wac_paint_11","","105311","","0","","0.2","3"
"1111007","","1111","wac_paint_11","","111","","0","","0.2","3"
"1111008","","1111","0","","0.3","","","","","93"
"1111009","","1111","1","","11","","","wac_default_11","","32"
"1111010","0","1111","se_10035700_roller","","se_10035700","","0","","0.2","23"
"1111011","","1111","","","1","","","","","131"
"1112001","1","1112","wac_talk_doya_in","wac_talk_doya_loop","105311","","0","","0.2","3"
"1112002","","1112","wac_no_items","","111","","1","","0.2","3"
"1112003","","1112","200","0","105311","","-340","","","2"
"1112004","","1112","200","0","111","","-340","","","2"
"1112005","","1112","0","","1","","","","","32"
"1112006","","1112","1","","2","","","","","32"
"1112007","","1112","0","","11","","","","","32"
"1112008","","1112","vo_wac_220225_000","0","vo_wac_220225","","0","","","21"
"1112009","1","1112","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","1","105311","0","10","0.5","0","11"
"1112010","","1112","","","0","","","","","91"
"1112011","","1112","vo_wac_220225_001","0","vo_wac_220225","","0","","","21"
"1112012","1","1112","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","1","105311","0","10","0.5","0","11"
"1112013","","1112","","","0","","","","","91"
"1112014","","1112","0","","0","","","","","22"
"1113001","","1113","wac_idle_doya","","105311","","1","","0.2","3"
"1113002","","1113","wac_no_items","","111","","1","","0.2","3"
"1113003","","1113","200","0","105311","","-340","","","2"
"1113004","","1113","200","0","111","","-340","","","2"
"1113005","","1113","0","","1","","","","","32"
"1113006","","1113","1","","2","","","","","32"
"1113007","","1113","0","","11","","","","","32"
"1113008","","1113","","","0","","","","","91"
"1211001","-175","1211","100811","-108","1","0","202","wac_default_01","2","1"
"1211002","-175","1211","111","-108","1","0","201","wac_default_02","2","5"
"1211003","1","1211","4","0","4","","0","","1","31"
"1211004","1","1211","2","0","2","","0","","0","31"
"1211005","1","1211","12","0","12","","0","","0","31"
"1211006","","1211","wac_paint_01","","100811","","0","","0.2","3"
"1211007","","1211","wac_paint_02","","111","","0","","0.2","3"
"1211008","","1211","1","","12","","","wac_default_11","","32"
"1211009","0","1211","se_10035700_brush","","se_10035700","","0","","0.2","23"
"1211010","","1211","","","1","","","","","131"
"1212001","1","1212","wac_talk_wish_in","wac_talk_wish_loop","100811","","0","","0.2","3"
"1212002","","1212","wac_no_items","","111","","1","","0.2","3"
"1212003","","1212","200","0","100811","","-340","","","2"
"1212004","","1212","200","0","111","","-340","","","2"
"1212005","","1212","0","","4","","","","","32"
"1212006","","1212","1","","2","","","","","32"
"1212007","","1212","0","","12","","","","","32"
"1212008","","1212","vo_wac_220226_000","0","vo_wac_220226","","0","","","21"
"1212009","1","1212","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","1","100811","0","10","0.5","0","11"
"1212010","","1212","","","0","","","","","91"
"1212011","","1212","vo_wac_220226_001","0","vo_wac_220226","","0","","","21"
"1212012","1","1212","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","1","100811","0","10","0.5","0","11"
"1212013","","1212","","","0","","","","","91"
"1212014","","1212","0","","0","","","","","22"
"1213001","","1213","wac_idle_wish","","100811","","1","","0.2","3"
"1213002","","1213","wac_no_items","","111","","1","","0.2","3"
"1213003","","1213","200","0","100811","","-340","","","2"
"1213004","","1213","200","0","111","","-340","","","2"
"1213005","","1213","0","","4","","","","","32"
"1213006","","1213","1","","2","","","","","32"
"1213007","","1213","0","","12","","","","","32"
"1213008","","1213","","","0","","","","","91"
"1311001","-175","1311","104511","-108","1","0","202","wac_default_01","2","1"
"1311002","-175","1311","111","-108","1","0","201","wac_default_02","2","5"
"1311003","1","1311","4","0","4","","0","","1","31"
"1311004","1","1311","2","0","2","","0","","0","31"
"1311005","1","1311","12","0","12","","0","","0","31"
"1311006","","1311","wac_paint_01","","104511","","0","","0.2","3"
"1311007","","1311","wac_paint_02","","111","","0","","0.2","3"
"1311008","","1311","1","","12","","","wac_default_11","","32"
"1311009","0","1311","se_10035700_brush","","se_10035700","","0","","0.2","23"
"1311010","","1311","","","1","","","","","131"
"1312001","1","1312","wac_talk_smile_in","wac_talk_smile_loop","104511","","0","","0.2","3"
"1312002","","1312","wac_no_items","","111","","1","","0.2","3"
"1312003","","1312","200","0","104511","","-340","","","2"
"1312004","","1312","200","0","111","","-340","","","2"
"1312005","","1312","0","","4","","","","","32"
"1312006","","1312","1","","2","","","","","32"
"1312007","","1312","0","","12","","","","","32"
"1312008","","1312","vo_wac_220227_000","0","vo_wac_220227","","0","","","21"
"1312009","1","1312","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","1","104511","0","10","0.5","0","11"
"1312010","","1312","","","0","","","","","91"
"1312011","","1312","vo_wac_220227_001","0","vo_wac_220227","","0","","","21"
"1312012","1","1312","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","1","104511","0","10","0.5","0","11"
"1312013","","1312","","","0","","","","","91"
"1312014","","1312","0","","0","","","","","22"
"1313001","","1313","wac_idle_smile","","104511","","1","","0.2","3"
"1313002","","1313","wac_no_items","","111","","1","","0.2","3"
"1313003","","1313","200","0","104511","","-340","","","2"
"1313004","","1313","200","0","111","","-340","","","2"
"1313005","","1313","0","","4","","","","","32"
"1313006","","1313","1","","2","","","","","32"
"1313007","","1313","0","","12","","","","","32"
"1313008","","1313","","","0","","","","","91"
"1411001","-175","1411","103011","-108","1","0","202","wac_default_11","2","1"
"1411002","-175","1411","111","-108","1","0","201","wac_default_12","2","5"
"1411003","1","1411","4","0","4","","0","","1","31"
"1411004","1","1411","2","0","2","","0","","0","31"
"1411005","1","1411","12","0","12","","0","","0","31"
"1411006","","1411","wac_paint_11","","103011","","0","","0.2","3"
"1411007","","1411","wac_paint_12","","111","","0","","0.2","3"
"1411008","","1411","0","","0.3","","","","","93"
"1411009","","1411","1","","12","","","wac_default_11","","32"
"1411010","0","1411","se_10035700_roller","","se_10035700","","0","","0.2","23"
"1411011","","1411","","","1","","","","","131"
"1412001","1","1412","wac_talk_kyapi_in","wac_talk_kyapi_loop","103011","","0","","0.2","3"
"1412002","","1412","wac_no_items","","111","","1","","0.2","3"
"1412003","","1412","200","0","103011","","-340","","","2"
"1412004","","1412","200","0","111","","-340","","","2"
"1412005","","1412","0","","4","","","","","32"
"1412006","","1412","1","","2","","","","","32"
"1412007","","1412","0","","12","","","","","32"
"1412008","","1412","vo_wac_220228_000","0","vo_wac_220228","","0","","","21"
"1412009","1","1412","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","1","103011","0","10","0.5","0","11"
"1412010","","1412","","","0","","","","","91"
"1412011","","1412","vo_wac_220228_001","0","vo_wac_220228","","0","","","21"
"1412012","1","1412","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","1","103011","0","10","0.5","0","11"
"1412013","","1412","","","0","","","","","91"
"1412014","","1412","0","","0","","","","","22"
"1413001","","1413","wac_idle_kyapi","","103011","","1","","0.2","3"
"1413002","","1413","wac_no_items","","111","","1","","0.2","3"
"1413003","","1413","200","0","103011","","-340","","","2"
"1413004","","1413","200","0","111","","-340","","","2"
"1413005","","1413","0","","4","","","","","32"
"1413006","","1413","1","","2","","","","","32"
"1413007","","1413","0","","12","","","","","32"
"1413008","","1413","","","0","","","","","91"
"1511001","-212.75","1511","102911","-108","1","0","202","wac_default_11","2","1"
"1511002","-212.75","1511","111","-108","1","0","201","wac_default_11","2","5"
"1511003","1","1511","1","0","1","","0","","1","31"
"1511004","1","1511","2","0","2","","0","","0","31"
"1511005","1","1511","11","0","11","","0","","0","31"
"1511006","0","1511","wac_paint_11","","102911","","0","","0.2","3"
"1511007","0","1511","wac_paint_11","","111","","0","","0.2","3"
"1511008","","1511","0","","0.3","","","","","93"
"1511009","","1511","1","","11","","","","","32"
"1511010","","1511","se_10035700_roller","","se_10035700","","0","","","23"
"1511011","","1511","","","1","","","","","131"
"1512001","1","1512","wac_talk_smile_in","wac_talk_smile_loop","102911","","0","","0.2","3"
"1512002","","1512","wac_no_items","","111","","1","","0.2","3"
"1512003","","1512","200","0","102911","","-340","","","2"
"1512004","","1512","200","0","111","","-340","","","2"
"1512005","","1512","0","","1","","","","","32"
"1512006","","1512","1","","2","","","","","32"
"1512007","","1512","0","","11","","","","","32"
"1512008","","1512","vo_wac_220301_000","0","vo_wac_220301","","0","","","21"
"1512009","1","1512","啊，糟糕了～！\n不小心簽上自己的名字了♪","1","102911","0","10","0.5","0","11"
"1512010","","1512","","","0","","","","","91"
"1512011","","1512","vo_wac_220301_001","0","vo_wac_220301","","0","","","21"
"1512012","1","1512","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","1","102911","0","10","0.5","0","11"
"1512013","","1512","","","0","","","","","91"
"1512014","","1512","0","","0","","","","","22"
"1513001","","1513","wac_idle_smile","","102911","","1","","0.2","3"
"1513002","","1513","wac_no_items","","111","","1","","0.2","3"
"1513003","","1513","200","0","102911","","-340","","","2"
"1513004","","1513","200","0","111","","-340","","","2"
"1513005","","1513","0","","1","","","","","32"
"1513006","","1513","1","","2","","","","","32"
"1513007","","1513","0","","11","","","","","32"
"1513008","","1513","","","0","","","","","91"
"1611001","-212.75","1611","104211","-108","1","0","202","wac_default_01","2","1"
"1611002","-212.75","1611","111","-108","1","0","201","wac_default_02","2","5"
"1611003","1","1611","1","0","1","","0","","1","31"
"1611004","1","1611","2","0","2","","0","","0","31"
"1611005","1","1611","11","0","11","","0","","0","31"
"1611006","0","1611","wac_paint_01","","104211","","0","","0.2","3"
"1611007","0","1611","wac_paint_02","","111","","0","","0.2","3"
"1611008","","1611","0","","0","","","","","93"
"1611009","","1611","1","","11","","","","","32"
"1611010","","1611","se_10035700_brush","","se_10035700","","0","","","23"
"1611011","","1611","","","1","","","","","131"
"1612001","1","1612","wac_talk_wish_in","wac_talk_wish_loop","104211","","0","","0.2","3"
"1612002","","1612","wac_no_items","","111","","1","","0.2","3"
"1612003","","1612","200","0","104211","","-340","","","2"
"1612004","","1612","200","0","111","","-340","","","2"
"1612005","","1612","0","","1","","","","","32"
"1612006","","1612","1","","2","","","","","32"
"1612007","","1612","0","","11","","","","","32"
"1612008","","1612","vo_wac_220302_000","0","vo_wac_220302","","0","","","21"
"1612009","1","1612","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","1","104211","0","10","0.5","0","11"
"1612010","","1612","","","0","","","","","91"
"1612011","","1612","vo_wac_220302_001","0","vo_wac_220302","","0","","","21"
"1612012","1","1612","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","1","104211","0","10","0.5","0","11"
"1612013","","1612","","","0","","","","","91"
"1612014","","1612","0","","0","","","","","22"
"1613001","","1613","wac_idle_wish","","104211","","1","","0.2","3"
"1613002","","1613","wac_no_items","","111","","1","","0.2","3"
"1613003","","1613","200","0","104211","","-340","","","2"
"1613004","","1613","200","0","111","","-340","","","2"
"1613005","","1613","0","","1","","","","","32"
"1613006","","1613","1","","2","","","","","32"
"1613007","","1613","0","","11","","","","","32"
"1613008","","1613","","","0","","","","","91"
"1711001","-212.75","1711","105411","-108","1","0","202","wac_default_11","2","1"
"1711002","-212.75","1711","111","-108","1","0","201","wac_default_13","2","5"
"1711003","1","1711","1","0","1","","0","","1","31"
"1711004","1","1711","2","0","2","","0","","0","31"
"1711005","1","1711","11","0","11","","0","","0","31"
"1711006","0","1711","wac_paint_11","","105411","","0","","0.2","3"
"1711007","0","1711","wac_paint_13","","111","","0","","0.2","3"
"1711008","","1711","0","","0.3","","","","","93"
"1711009","","1711","1","","11","","","","","32"
"1711010","","1711","se_10035700_roller","","se_10035700","","0","","","23"
"1711011","","1711","","","1","","","","","131"
"1712001","1","1712","wac_talk_smile_in","wac_talk_smile_loop","105411","","0","","0.2","3"
"1712002","","1712","wac_no_items","","111","","1","","0.2","3"
"1712003","","1712","200","0","105411","","-340","","","2"
"1712004","","1712","200","0","111","","-340","","","2"
"1712005","","1712","0","","1","","","","","32"
"1712006","","1712","1","","2","","","","","32"
"1712007","","1712","0","","11","","","","","32"
"1712008","","1712","vo_wac_220303_000","0","vo_wac_220303","","0","","","21"
"1712009","1","1712","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","1","105411","0","10","0.5","0","11"
