7891b6bc22b1df0190525a89ff3991d83bc5f82e0a81f3cbbfd4db6d4df329a6,69fdd66bd548b815fbed51b03a2373c65de50230841fd795dfc4a757fbf5a6ae,71b729e2de03a35a038faa3b9f3993a2c5625b3036316717d81b4668038888bd,0da897029765baa09ce0fb983da02a4495d6d20963fc40fb55cc3b0e227e1fa0,c5e4e3a9522a42b3e4752bc54a9139640deabbacb497847f7d07860138571a3f,af8bec160ad4585c0b303fdc04610d2fd405b7ee88507d7f53e65d6d693e25f5,241af72d4514769b46811baf774e9c6210af724d8e9b4bfcd105897ba264fc5d,b59d682ba7841ca0ecc0d94613701e496afd11705c83a9ca3524a2411917bf49,a2e6ae510a3e6cb73880e07f3eaaba75b7e68fcedb2d7b19e51a4b08675c70de,a31c8f7ad690fc8f07f2a60bf1afa7fd4769a6f7848b41679f9744b879ab53a0,2eb6f55fc0e7d07268069ff21f2d7868eb5f5f6a45c382c79ed9a5517ac9bbcd,67849fbc46d2f3da90054ecd06e877b3a131c81f3740a27f61cc4aedb92f0614,661291617efde53e61d6a71467c7fc78dae86c71f0ad4bacbbc2e8893423b9b6,bccb71ac41ba1a001f0ec671b4f03bd2111e96ecc0aaa2acf9f9196448480098,1f83a7d1ea3fbc63c83de857f817bec44fa51e4414e0eff697826a2331383af7,e5d44e78b0c0d14ed905296a54ff75076193a2ff1fcbe1738b742bf8568dc47d,ceb879ff6f6cf4ba9e0ac84bb470afd248b23b679fbf6449df29bbbb96447617,81ae0efed0b63e6e5715b745f22682d9d7582c32c6b5723f815a145235fbd548,7d478e76d71f54ec04e17f18a6f9cfbf3bfdcdc4eb81b5cb8cb94da14b9f8be6,1937aa598e4a091eb458deb887078ac738d839db19f9ddbcec2bb817a262f8b6,6d64fcb1f6a26f28d48f9838410414f8cd559356582f456df7f16efc0747cdb3,e8b83e71faed6b1c3f91da55884d62a4bc0d9f806e70f3929af651e316edc56c,99641e966f59e9f598d44eeefddce00e03efa374a151ea230c2b69a1b96b7f3f,8e672a654727e4d4a23bb6fc1641622e7ba8173929dd3a78f0b774b5542a73c8,fb4954d6f4b0306bff899d1890da5abf7e684e69b3f61e27f4fd907f1e2e6670,46ebb4e643f473a6932a9f7802ebf2b193c2e760aff500fb20ae32cf67d5e12c,17e3c6f162cfa37037e74df0becc6100847e6ff90f60c869110154503dc51ede,7e5a6006e209e1cb24a847562a81f326edcd6aa5ddeffd2a01e63426f7b79bcc,35574173e1bf76c9bd55980e33aad8cd337de9f2edfb8e09f125dec62f496195,522416dee0a1df8f08fd0e21a14d5ccf00aa54447f7d6d29b013889105589007,f796c6941ad579a13520eb097daa072d22495d250ac8868771da326a2e3f7736,3a1b53f466dd838dff312cc5db67d30aa8ddf0fabf662c22502c6d316b495590,a18e51ff302e482049161b02c5e6cc4fa7f8af1a485d5533418ea04b5917d731,f41978950beea9b5fcaa3aa95a906d9e75b78ed23bb8ec46cd92dab3144d756d,79a72e0cef5f702f0453857b19f142ea7a659aa00d45855cc0840291a4c9adf8,d61e0cf6c5e356bb5972c01edbbb87c9943665dc93257dc137a207adfcf99cf6,493b611f34360f4eb41a2c56e7717cac78f7cd6cdf442447fffd6b741f5b7a7c,06e41e8fd58660833a3d1d4e01eee26b942b8f7019ed2cc9f4dc64137f99758b,2620451f49b0e9bcdb3d00c5d075940851afdae10d30f91d26fb4af288f06f4c
"710021","1","1004208","10750101","0","10750102","1004206","1","1004210","401062691","1.2","-2","1.5","1.3","10750105","0","1004209","1075","0","1.2","10750104","1000000","401062661","1","10750103","1.4","401062681","0","0","401062671","401062701","0","353","0","-2","0.03","0","-2","1004207"
"710021","1","1004203","10750101","1004104","10750102","1004201","2","1004205","401062741","1.6","1","2","1.8","10750105","0","1004204","1075","1001301","1.6","10750104","1000000","401062711","2","10750103","1.9","401062731","1004105","1004102","401062721","401062751","0","354","1004103","1","0.06","1004101","1","1004202"
"710021","1","1004208","10750101","1004109","10750102","1004206","2","1004210","401062741","1.6","6","2","1.8","10750105","0","1004209","1075","1001303","1.6","10750104","1000000","401062711","2","10750103","1.9","401062731","1004110","1004107","401062721","401062751","0","355","1004108","2","0.06","1004106","2","1004207"
"710021","1","1004208","10750101","1004109","10750102","1004206","2","1004210","401062791","2","22","2.2","2.1","10750105","0","1004209","1075","1001303","2","10750104","1000000","401062761","3","10750103","2.1","401062781","1004110","1004107","401062771","401062801","0","356","1004108","7","0.06","1004106","7","1004207"
"710021","1","1004208","10750101","1004109","10750102","1004206","2","1004210","401062841","4.5","-1","5","4.7","10750105","0","1004209","1075","1001303","4.5","10750104","1000000","401062811","4","10750103","4.8","401062831","1004110","1004107","401062821","401062851","0","357","1004108","23","0.06","1004106","23","1004207"
"710031","1","1004208","10760101","0","10760102","1004206","1","1004210","401063041","1.2","-2","1.5","1.3","10760105","0","1004209","1076","0","1.2","10760104","1000000","401063011","1","10760103","1.4","401063031","0","0","401063021","401063051","0","358","0","-2","0.03","0","-2","1004207"
"710031","1","1004203","10760101","1004104","10760102","1004201","2","1004205","401063091","1.6","1","2","1.8","10760105","0","1004204","1076","1001301","1.6","10760104","1000000","401063061","2","10760103","1.9","401063081","1004105","1004102","401063071","401063101","0","359","1004103","1","0.06","1004101","1","1004202"
"710031","1","1004208","10760101","1004109","10760102","1004206","2","1004210","401063091","1.6","6","2","1.8","10760105","0","1004209","1076","1001303","1.6","10760104","1000000","401063061","2","10760103","1.9","401063081","1004110","1004107","401063071","401063101","0","360","1004108","2","0.06","1004106","2","1004207"
"710031","1","1004208","10760101","1004109","10760102","1004206","2","1004210","401063141","2","22","2.2","2.1","10760105","0","1004209","1076","1001303","2","10760104","1000000","401063111","3","10760103","2.1","401063131","1004110","1004107","401063121","401063151","0","361","1004108","7","0.06","1004106","7","1004207"
"710031","1","1004208","10760101","1004109","10760102","1004206","2","1004210","401063191","4.5","-1","5","4.7","10760105","0","1004209","1076","1001303","4.5","10760104","1000000","401063161","4","10760103","4.8","401063181","1004110","1004107","401063171","401063201","0","362","1004108","23","0.06","1004106","23","1004207"
"710041","1","1004208","10770101","0","10770102","1004206","1","1004210","401063391","1.2","-2","1.5","1.3","10770105","0","1004209","1077","0","1.2","10770104","1000000","401063361","1","10770103","1.4","401063381","0","0","401063371","401063401","0","363","0","-2","0.03","0","-2","1004207"
"710041","1","1004203","10770101","1004104","10770102","1004201","2","1004205","401063441","1.6","1","2","1.8","10770105","0","1004204","1077","1001301","1.6","10770104","1000000","401063411","2","10770103","1.9","401063431","1004105","1004102","401063421","401063451","0","364","1004103","1","0.06","1004101","1","1004202"
"710041","1","1004208","10770101","1004109","10770102","1004206","2","1004210","401063441","1.6","6","2","1.8","10770105","0","1004209","1077","1001303","1.6","10770104","1000000","401063411","2","10770103","1.9","401063431","1004110","1004107","401063421","401063451","0","365","1004108","2","0.06","1004106","2","1004207"
"710041","1","1004208","10770101","1004109","10770102","1004206","2","1004210","401063491","2","22","2.2","2.1","10770105","0","1004209","1077","1001303","2","10770104","1000000","401063461","3","10770103","2.1","401063481","1004110","1004107","401063471","401063501","0","366","1004108","7","0.06","1004106","7","1004207"
"710041","1","1004208","10770101","1004109","10770102","1004206","2","1004210","401063541","4.5","-1","5","4.7","10770105","0","1004209","1077","1001303","4.5","10770104","1000000","401063511","4","10770103","4.8","401063531","1004110","1004107","401063521","401063551","0","367","1004108","23","0.06","1004106","23","1004207"
"710051","1","1004208","10780101","0","10780102","1004206","1","1004210","401063741","1.2","-2","1.5","1.3","10780105","0","1004209","1078","0","1.2","10780104","1000000","401063711","1","10780103","1.4","401063731","0","0","401063721","401063751","0","368","0","-2","0.03","0","-2","1004207"
"710051","1","1004203","10780101","1004104","10780102","1004201","2","1004205","401063791","1.6","1","2","1.8","10780105","0","1004204","1078","1001301","1.6","10780104","1000000","401063761","2","10780103","1.9","401063781","1004105","1004102","401063771","401063801","0","369","1004103","1","0.06","1004101","1","1004202"
"710051","1","1004208","10780101","1004109","10780102","1004206","2","1004210","401063791","1.6","6","2","1.8","10780105","0","1004209","1078","1001303","1.6","10780104","1000000","401063761","2","10780103","1.9","401063781","1004110","1004107","401063771","401063801","0","370","1004108","2","0.06","1004106","2","1004207"
"710051","1","1004208","10780101","1004109","10780102","1004206","2","1004210","401063841","2","22","2.2","2.1","10780105","0","1004209","1078","1001303","2","10780104","1000000","401063811","3","10780103","2.1","401063831","1004110","1004107","401063821","401063851","0","371","1004108","7","0.06","1004106","7","1004207"
"710051","1","1004208","10780101","1004109","10780102","1004206","2","1004210","401063891","4.5","-1","5","4.7","10780105","0","1004209","1078","1001303","4.5","10780104","1000000","401063861","4","10780103","4.8","401063881","1004110","1004107","401063871","401063901","0","372","1004108","23","0.06","1004106","23","1004207"
"710061","1","1004208","10790101","0","10790102","1004206","1","1004210","401064091","1.2","-2","1.5","1.3","10790105","0","1004209","1079","0","1.2","10790104","1000000","401064061","1","10790103","1.4","401064081","0","0","401064071","401064101","0","373","0","-2","0.03","0","-2","1004207"
"710061","1","1004203","10790101","1004104","10790102","1004201","2","1004205","401064141","1.6","1","2","1.8","10790105","0","1004204","1079","1001301","1.6","10790104","1000000","401064111","2","10790103","1.9","401064131","1004105","1004102","401064121","401064151","0","374","1004103","1","0.06","1004101","1","1004202"
"710061","1","1004208","10790101","1004109","10790102","1004206","2","1004210","401064141","1.6","6","2","1.8","10790105","0","1004209","1079","1001303","1.6","10790104","1000000","401064111","2","10790103","1.9","401064131","1004110","1004107","401064121","401064151","0","375","1004108","2","0.06","1004106","2","1004207"
"710061","1","1004208","10790101","1004109","10790102","1004206","2","1004210","401064191","2","22","2.2","2.1","10790105","0","1004209","1079","1001303","2","10790104","1000000","401064161","3","10790103","2.1","401064181","1004110","1004107","401064171","401064201","0","376","1004108","7","0.06","1004106","7","1004207"
"710061","1","1004208","10790101","1004109","10790102","1004206","2","1004210","401064241","4.5","-1","5","4.7","10790105","0","1004209","1079","1001303","4.5","10790104","1000000","401064211","4","10790103","4.8","401064231","1004110","1004107","401064221","401064251","0","377","1004108","23","0.06","1004106","23","1004207"
"710071","1","1004208","10800101","0","10800102","1004206","1","1004210","401064441","1.2","-2","1.5","1.3","10800105","0","1004209","1080","0","1.2","10800104","1000000","401064411","1","10800103","1.4","401064431","0","0","401064421","401064451","0","378","0","-2","0.03","0","-2","1004207"
"710071","1","1004203","10800101","1004104","10800102","1004201","2","1004205","401064491","1.6","1","2","1.8","10800105","0","1004204","1080","1001301","1.6","10800104","1000000","401064461","2","10800103","1.9","401064481","1004105","1004102","401064471","401064501","0","379","1004103","1","0.06","1004101","1","1004202"
"710071","1","1004208","10800101","1004109","10800102","1004206","2","1004210","401064491","1.6","6","2","1.8","10800105","0","1004209","1080","1001303","1.6","10800104","1000000","401064461","2","10800103","1.9","401064481","1004110","1004107","401064471","401064501","0","380","1004108","2","0.06","1004106","2","1004207"
"710071","1","1004208","10800101","1004109","10800102","1004206","2","1004210","401064541","2","22","2.2","2.1","10800105","0","1004209","1080","1001303","2","10800104","1000000","401064511","3","10800103","2.1","401064531","1004110","1004107","401064521","401064551","0","381","1004108","7","0.06","1004106","7","1004207"
"710071","1","1004208","10800101","1004109","10800102","1004206","2","1004210","401064591","4.5","-1","5","4.7","10800105","0","1004209","1080","1001303","4.5","10800104","1000000","401064561","4","10800103","4.8","401064581","1004110","1004107","401064571","401064601","0","382","1004108","23","0.06","1004106","23","1004207"
"710081","1","1004208","10810101","0","10810102","1004206","1","1004210","401064791","1.2","-2","1.5","1.3","10810105","0","1004209","1081","0","1.2","10810104","1000000","401064761","1","10810103","1.4","401064781","0","0","401064771","401064801","0","383","0","-2","0.03","0","-2","1004207"
"710081","1","1004203","10810101","1004104","10810102","1004201","2","1004205","401064841","1.6","1","2","1.8","10810105","0","1004204","1081","1001301","1.6","10810104","1000000","401064811","2","10810103","1.9","401064831","1004105","1004102","401064821","401064851","0","384","1004103","1","0.06","1004101","1","1004202"
"710081","1","1004208","10810101","1004109","10810102","1004206","2","1004210","401064841","1.6","6","2","1.8","10810105","0","1004209","1081","1001303","1.6","10810104","1000000","401064811","2","10810103","1.9","401064831","1004110","1004107","401064821","401064851","0","385","1004108","2","0.06","1004106","2","1004207"
"710081","1","1004208","10810101","1004109","10810102","1004206","2","1004210","401064891","2","22","2.2","2.1","10810105","0","1004209","1081","1001303","2","10810104","1000000","401064861","3","10810103","2.1","401064881","1004110","1004107","401064871","401064901","0","386","1004108","7","0.06","1004106","7","1004207"
"710081","1","1004208","10810101","1004109","10810102","1004206","2","1004210","401064941","4.5","-1","5","4.7","10810105","0","1004209","1081","1001303","4.5","10810104","1000000","401064911","4","10810103","4.8","401064931","1004110","1004107","401064921","401064951","0","387","1004108","23","0.06","1004106","23","1004207"
"710091","1","1004208","10820101","0","10820102","1004206","1","1004210","401065141","1.2","-2","1.5","1.3","10820105","0","1004209","1082","0","1.2","10820104","1000000","401065111","1","10820103","1.4","401065131","0","0","401065121","401065151","0","388","0","-2","0.03","0","-2","1004207"
"710091","1","1004203","10820101","1004104","10820102","1004201","2","1004205","401065191","1.6","1","2","1.8","10820105","0","1004204","1082","1001301","1.6","10820104","1000000","401065161","2","10820103","1.9","401065181","1004105","1004102","401065171","401065201","0","389","1004103","1","0.06","1004101","1","1004202"
"710091","1","1004208","10820101","1004109","10820102","1004206","2","1004210","401065191","1.6","6","2","1.8","10820105","0","1004209","1082","1001303","1.6","10820104","1000000","401065161","2","10820103","1.9","401065181","1004110","1004107","401065171","401065201","0","390","1004108","2","0.06","1004106","2","1004207"
"710091","1","1004208","10820101","1004109","10820102","1004206","2","1004210","401065241","2","22","2.2","2.1","10820105","0","1004209","1082","1001303","2","10820104","1000000","401065211","3","10820103","2.1","401065231","1004110","1004107","401065221","401065251","0","391","1004108","7","0.06","1004106","7","1004207"
"710091","1","1004208","10820101","1004109","10820102","1004206","2","1004210","401065291","4.5","-1","5","4.7","10820105","0","1004209","1082","1001303","4.5","10820104","1000000","401065261","4","10820103","4.8","401065281","1004110","1004107","401065271","401065301","0","392","1004108","23","0.06","1004106","23","1004207"
"710101","1","1004208","10830101","0","10830102","1004206","1","1004210","401065491","1.2","-2","1.5","1.3","10830105","0","1004209","1083","0","1.2","10830104","1000000","401065461","1","10830103","1.4","401065481","0","0","401065471","401065501","0","393","0","-2","0.03","0","-2","1004207"
"710101","1","1004203","10830101","1004104","10830102","1004201","2","1004205","401065541","1.6","1","2","1.8","10830105","0","1004204","1083","1001301","1.6","10830104","1000000","401065511","2","10830103","1.9","401065531","1004105","1004102","401065521","401065551","0","394","1004103","1","0.06","1004101","1","1004202"
"710101","1","1004208","10830101","1004109","10830102","1004206","2","1004210","401065541","1.6","6","2","1.8","10830105","0","1004209","1083","1001303","1.6","10830104","1000000","401065511","2","10830103","1.9","401065531","1004110","1004107","401065521","401065551","0","395","1004108","2","0.06","1004106","2","1004207"
"710101","1","1004208","10830101","1004109","10830102","1004206","2","1004210","401065591","2","22","2.2","2.1","10830105","0","1004209","1083","1001303","2","10830104","1000000","401065561","3","10830103","2.1","401065581","1004110","1004107","401065571","401065601","0","396","1004108","7","0.06","1004106","7","1004207"
"710101","1","1004208","10830101","1004109","10830102","1004206","2","1004210","401065641","4.5","-1","5","4.7","10830105","0","1004209","1083","1001303","4.5","10830104","1000000","401065611","4","10830103","4.8","401065631","1004110","1004107","401065621","401065651","0","397","1004108","23","0.06","1004106","23","1004207"
"710111","1","1004208","10840101","0","10840102","1004206","1","1004210","401065841","1.2","-2","1.5","1.3","10840105","0","1004209","1084","0","1.2","10840104","1000000","401065811","1","10840103","1.4","401065831","0","0","401065821","401065851","0","398","0","-2","0.03","0","-2","1004207"
"710111","1","1004203","10840101","1004104","10840102","1004201","2","1004205","401065891","1.6","1","2","1.8","10840105","0","1004204","1084","1001301","1.6","10840104","1000000","401065861","2","10840103","1.9","401065881","1004105","1004102","401065871","401065901","0","399","1004103","1","0.06","1004101","1","1004202"
"710111","1","1004208","10840101","1004109","10840102","1004206","2","1004210","401065891","1.6","6","2","1.8","10840105","0","1004209","1084","1001303","1.6","10840104","1000000","401065861","2","10840103","1.9","401065881","1004110","1004107","401065871","401065901","0","400","1004108","2","0.06","1004106","2","1004207"
"710111","1","1004208","10840101","1004109","10840102","1004206","2","1004210","401065941","2","22","2.2","2.1","10840105","0","1004209","1084","1001303","2","10840104","1000000","401065911","3","10840103","2.1","401065931","1004110","1004107","401065921","401065951","0","401","1004108","7","0.06","1004106","7","1004207"
"710111","1","1004208","10840101","1004109","10840102","1004206","2","1004210","401065991","4.5","-1","5","4.7","10840105","0","1004209","1084","1001303","4.5","10840104","1000000","401065961","4","10840103","4.8","401065981","1004110","1004107","401065971","401066001","0","402","1004108","23","0.06","1004106","23","1004207"
"710121","1","1004208","10850101","0","10850102","1004206","1","1004210","401066191","1.2","-2","1.5","1.3","10850105","0","1004209","1085","0","1.2","10850104","1000000","401066161","1","10850103","1.4","401066181","0","0","401066171","401066201","0","403","0","-2","0.03","0","-2","1004207"
"710121","1","1004203","10850101","1004104","10850102","1004201","2","1004205","401066241","1.6","1","2","1.8","10850105","0","1004204","1085","1001301","1.6","10850104","1000000","401066211","2","10850103","1.9","401066231","1004105","1004102","401066221","401066251","0","404","1004103","1","0.06","1004101","1","1004202"
"710121","1","1004208","10850101","1004109","10850102","1004206","2","1004210","401066241","1.6","6","2","1.8","10850105","0","1004209","1085","1001303","1.6","10850104","1000000","401066211","2","10850103","1.9","401066231","1004110","1004107","401066221","401066251","0","405","1004108","2","0.06","1004106","2","1004207"
"710121","1","1004208","10850101","1004109","10850102","1004206","2","1004210","401066291","2","22","2.2","2.1","10850105","0","1004209","1085","1001303","2","10850104","1000000","401066261","3","10850103","2.1","401066281","1004110","1004107","401066271","401066301","0","406","1004108","7","0.06","1004106","7","1004207"
"710121","1","1004208","10850101","1004109","10850102","1004206","2","1004210","401066341","4.5","-1","5","4.7","10850105","0","1004209","1085","1001303","4.5","10850104","1000000","401066311","4","10850103","4.8","401066331","1004110","1004107","401066321","401066351","0","407","1004108","23","0.06","1004106","23","1004207"
"710011","1","1004208","10860101","0","10860102","1004206","1","1004210","401066541","1.2","-2","1.5","1.3","10860105","0","1004209","1086","0","1.2","10860104","1000000","401066511","1","10860103","1.4","401066531","0","0","401066521","401066551","0","408","0","-2","0.03","0","-2","1004207"
"710011","1","1004203","10860101","1004104","10860102","1004201","2","1004205","401066591","1.6","1","2","1.8","10860105","0","1004204","1086","1001301","1.6","10860104","1000000","401066561","2","10860103","1.9","401066581","1004105","1004102","401066571","401066601","0","409","1004103","1","0.06","1004101","1","1004202"
"710011","1","1004208","10860101","1004109","10860102","1004206","2","1004210","401066591","1.6","6","2","1.8","10860105","0","1004209","1086","1001303","1.6","10860104","1000000","401066561","2","10860103","1.9","401066581","1004110","1004107","401066571","401066601","0","410","1004108","2","0.06","1004106","2","1004207"
"710011","1","1004208","10860101","1004109","10860102","1004206","2","1004210","401066641","2","22","2.2","2.1","10860105","0","1004209","1086","1001303","2","10860104","1000000","401066611","3","10860103","2.1","401066631","1004110","1004107","401066621","401066651","0","411","1004108","7","0.06","1004106","7","1004207"
"710011","1","1004208","10860101","1004109","10860102","1004206","2","1004210","401066691","4.5","-1","5","4.7","10860105","0","1004209","1086","1001303","4.5","10860104","1000000","401066661","4","10860103","4.8","401066681","1004110","1004107","401066671","401066701","0","412","1004108","23","0.06","1004106","23","1004207"
"710021","1","1004208","10870101","0","10870102","1004206","1","1004210","401066891","1.2","-2","1.5","1.3","10870105","0","1004209","1087","0","1.2","10870104","1000000","401066861","1","10870103","1.4","401066881","0","0","401066871","401066901","0","413","0","-2","0.03","0","-2","1004207"
"710021","1","1004203","10870101","1004104","10870102","1004201","2","1004205","401066941","1.6","1","2","1.8","10870105","0","1004204","1087","1001301","1.6","10870104","1000000","401066911","2","10870103","1.9","401066931","1004105","1004102","401066921","401066951","0","414","1004103","1","0.06","1004101","1","1004202"
"710021","1","1004208","10870101","1004109","10870102","1004206","2","1004210","401066941","1.6","6","2","1.8","10870105","0","1004209","1087","1001303","1.6","10870104","1000000","401066911","2","10870103","1.9","401066931","1004110","1004107","401066921","401066951","0","415","1004108","2","0.06","1004106","2","1004207"
"710021","1","1004208","10870101","1004109","10870102","1004206","2","1004210","401066991","2","22","2.2","2.1","10870105","0","1004209","1087","1001303","2","10870104","1000000","401066961","3","10870103","2.1","401066981","1004110","1004107","401066971","401067001","0","416","1004108","7","0.06","1004106","7","1004207"
"710021","1","1004208","10870101","1004109","10870102","1004206","2","1004210","401067041","4.5","-1","5","4.7","10870105","0","1004209","1087","1001303","4.5","10870104","1000000","401067011","4","10870103","4.8","401067031","1004110","1004107","401067021","401067051","0","417","1004108","23","0.06","1004106","23","1004207"
"710031","1","1004208","10880101","0","10880102","1004206","1","1004210","401067241","1.2","-2","1.5","1.3","10880105","0","1004209","1088","0","1.2","10880104","1000000","401067211","1","10880103","1.4","401067231","0","0","401067221","401067251","0","418","0","-2","0.03","0","-2","1004207"
"710031","1","1004203","10880101","1004104","10880102","1004201","2","1004205","401067291","1.6","1","2","1.8","10880105","0","1004204","1088","1001301","1.6","10880104","1000000","401067261","2","10880103","1.9","401067281","1004105","1004102","401067271","401067301","0","419","1004103","1","0.06","1004101","1","1004202"
"710031","1","1004208","10880101","1004109","10880102","1004206","2","1004210","401067291","1.6","6","2","1.8","10880105","0","1004209","1088","1001303","1.6","10880104","1000000","401067261","2","10880103","1.9","401067281","1004110","1004107","401067271","401067301","0","420","1004108","2","0.06","1004106","2","1004207"
"710031","1","1004208","10880101","1004109","10880102","1004206","2","1004210","401067341","2","22","2.2","2.1","10880105","0","1004209","1088","1001303","2","10880104","1000000","401067311","3","10880103","2.1","401067331","1004110","1004107","401067321","401067351","0","421","1004108","7","0.06","1004106","7","1004207"
"710031","1","1004208","10880101","1004109","10880102","1004206","2","1004210","401067391","4.5","-1","5","4.7","10880105","0","1004209","1088","1001303","4.5","10880104","1000000","401067361","4","10880103","4.8","401067381","1004110","1004107","401067371","401067401","0","422","1004108","23","0.06","1004106","23","1004207"
"710041","1","1004208","10890101","0","10890102","1004206","1","1004210","401067591","1.2","-2","1.5","1.3","10890105","0","1004209","1089","0","1.2","10890104","1000000","401067561","1","10890103","1.4","401067581","0","0","401067571","401067601","0","423","0","-2","0.03","0","-2","1004207"
"710041","1","1004203","10890101","1004104","10890102","1004201","2","1004205","401067641","1.6","1","2","1.8","10890105","0","1004204","1089","1001301","1.6","10890104","1000000","401067611","2","10890103","1.9","401067631","1004105","1004102","401067621","401067651","0","424","1004103","1","0.06","1004101","1","1004202"
"710041","1","1004208","10890101","1004109","10890102","1004206","2","1004210","401067641","1.6","6","2","1.8","10890105","0","1004209","1089","1001303","1.6","10890104","1000000","401067611","2","10890103","1.9","401067631","1004110","1004107","401067621","401067651","0","425","1004108","2","0.06","1004106","2","1004207"
"710041","1","1004208","10890101","1004109","10890102","1004206","2","1004210","401067691","2","22","2.2","2.1","10890105","0","1004209","1089","1001303","2","10890104","1000000","401067661","3","10890103","2.1","401067681","1004110","1004107","401067671","401067701","0","426","1004108","7","0.06","1004106","7","1004207"
"710041","1","1004208","10890101","1004109","10890102","1004206","2","1004210","401067741","4.5","-1","5","4.7","10890105","0","1004209","1089","1001303","4.5","10890104","1000000","401067711","4","10890103","4.8","401067731","1004110","1004107","401067721","401067751","0","427","1004108","23","0.06","1004106","23","1004207"
"710051","1","1004208","10900101","0","10900102","1004206","1","1004210","401067941","1.2","-2","1.5","1.3","10900105","0","1004209","1090","0","1.2","10900104","1000000","401067911","1","10900103","1.4","401067931","0","0","401067921","401067951","0","428","0","-2","0.03","0","-2","1004207"
"710051","1","1004203","10900101","1004104","10900102","1004201","2","1004205","401067991","1.6","1","2","1.8","10900105","0","1004204","1090","1001301","1.6","10900104","1000000","401067961","2","10900103","1.9","401067981","1004105","1004102","401067971","401068001","0","429","1004103","1","0.06","1004101","1","1004202"
"710051","1","1004208","10900101","1004109","10900102","1004206","2","1004210","401067991","1.6","6","2","1.8","10900105","0","1004209","1090","1001303","1.6","10900104","1000000","401067961","2","10900103","1.9","401067981","1004110","1004107","401067971","401068001","0","430","1004108","2","0.06","1004106","2","1004207"
"710051","1","1004208","10900101","1004109","10900102","1004206","2","1004210","401068041","2","22","2.2","2.1","10900105","0","1004209","1090","1001303","2","10900104","1000000","401068011","3","10900103","2.1","401068031","1004110","1004107","401068021","401068051","0","431","1004108","7","0.06","1004106","7","1004207"
"710051","1","1004208","10900101","1004109","10900102","1004206","2","1004210","401068091","4.5","-1","5","4.7","10900105","0","1004209","1090","1001303","4.5","10900104","1000000","401068061","4","10900103","4.8","401068081","1004110","1004107","401068071","401068101","0","432","1004108","23","0.06","1004106","23","1004207"
"710061","1","1004208","10910101","0","10910102","1004206","1","1004210","401068291","1.2","-2","1.5","1.3","10910105","0","1004209","1091","0","1.2","10910104","1000000","401068261","1","10910103","1.4","401068281","0","0","401068271","401068301","0","433","0","-2","0.03","0","-2","1004207"
"710061","1","1004203","10910101","1004104","10910102","1004201","2","1004205","401068341","2.6","1","3","2.8","10910105","0","1004204","1091","1001301","2.6","10910104","1000000","401068311","2","10910103","2.9","401068331","1004105","1004102","401068321","401068351","0","434","1004103","1","0.06","1004101","1","1004202"
"710061","1","1004208","10910101","1004109","10910102","1004206","2","1004210","401068341","2.6","6","3","2.8","10910105","0","1004209","1091","1001303","2.6","10910104","1000000","401068311","2","10910103","2.9","401068331","1004110","1004107","401068321","401068351","0","435","1004108","2","0.06","1004106","2","1004207"
"710061","1","1004208","10910101","1004109","10910102","1004206","2","1004210","401068391","3","22","3.2","3.1","10910105","0","1004209","1091","1001303","3","10910104","1000000","401068361","3","10910103","3.1","401068381","1004110","1004107","401068371","401068401","0","436","1004108","7","0.06","1004106","7","1004207"
"710061","1","1004208","10910101","1004109","10910102","1004206","2","1004210","401068441","4.5","-1","5","4.7","10910105","0","1004209","1091","1001303","4.5","10910104","1000000","401068411","4","10910103","4.8","401068431","1004110","1004107","401068421","401068451","0","437","1004108","23","0.06","1004106","23","1004207"
"710071","1","1004208","10920101","0","10920102","1004206","1","1004210","401068641","1.2","-2","1.5","1.3","10920105","0","1004209","1092","0","1.2","10920104","1000000","401068611","1","10920103","1.4","401068631","0","0","401068621","401068651","0","438","0","-2","0.03","0","-2","1004207"
"710071","1","1004203","10920101","1004104","10920102","1004201","2","1004205","401068691","2.6","1","3","2.8","10920105","0","1004204","1092","1001301","2.6","10920104","1000000","401068661","2","10920103","2.9","401068681","1004105","1004102","401068671","401068701","0","439","1004103","1","0.06","1004101","1","1004202"
"710071","1","1004208","10920101","1004109","10920102","1004206","2","1004210","401068691","2.6","6","3","2.8","10920105","0","1004209","1092","1001303","2.6","10920104","1000000","401068661","2","10920103","2.9","401068681","1004110","1004107","401068671","401068701","0","440","1004108","2","0.06","1004106","2","1004207"
"710071","1","1004208","10920101","1004109","10920102","1004206","2","1004210","401068741","3","22","3.2","3.1","10920105","0","1004209","1092","1001303","3","10920104","1000000","401068711","3","10920103","3.1","401068731","1004110","1004107","401068721","401068751","0","441","1004108","7","0.06","1004106","7","1004207"
"710071","1","1004208","10920101","1004109","10920102","1004206","2","1004210","401068791","4.5","-1","5","4.7","10920105","0","1004209","1092","1001303","4.5","10920104","1000000","401068761","4","10920103","4.8","401068781","1004110","1004107","401068771","401068801","0","442","1004108","23","0.06","1004106","23","1004207"
