d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009803033","","103611","12","","0.5","","10","0","1009803","0"
"1009803034","1","103611","3","lsv_idle_normal","0","","lsv_smile2","0.2","1009803","0"
"1009803035","","102011","12","","0.5","","10","0","1009803","0"
"1009803036","1","102011","3","lsv_idle_normal","0","","lsv_smile2","0.2","1009803","0"
"1009803037","","2","93","","","","","","1009803",""
"1009803038","","103611","4","","","","0","","1009803",""
"1009803039","","103611","3","","1","","lsv_walk","","1009803","0.2"
"1009803040","0","103611","2","0.5","-235","","200","","1009803",""
"1009803041","","0.5","93","","","","","","1009803",""
"1009803042","","103611","3","","1","","lsv_idle_normal","","1009803","0.2"
"1009803043","","0","93","","","","","","1009803",""
"1009803044","","103611","4","","","","1","","1009803",""
"1009803045","","0.6","93","","","","","","1009803",""
"1009803046","","102011","3","","1","","lsv_talk_memory_dere2","","1009803","0.2"
"1009803047","","vo_lsv","21","0","0","","vo_lsv_0321","","1009803",""
"1009803048","1","102011","11","1","10","0","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","0","1009803","0"
"1009803049","","0","91","","","","","","1009803",""
"1009803050","","102011","3","","1","","lsv_idle_memory","","1009803","0.2"
"1009803051","","100411","3","","1","","lsv_talk_normal","","1009803","0.2"
"1009803052","","vo_lsv","21","0","0","","vo_lsv_0322","","1009803",""
"1009803053","1","100411","11","1","10","0","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","0","1009803","0"
"1009803054","","0","91","","","","","","1009803",""
"1009803055","","100411","3","","1","","lsv_idle_normal_joyR","","1009803","0.2"
"1009803056","","102011","3","","1","","lsv_idle_normal","","1009803","0.2"
"1009803057","","103611","3","","1","","lsv_talk_sad","","1009803","0.2"
"1009803058","","vo_lsv","21","0","0","","vo_lsv_0323","","1009803",""
"1009803059","1","103611","11","1","10","0","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","0","1009803","0"
"1009803060","","0","91","","","","","","1009803",""
"1009803061","","103611","3","","1","","lsv_idle_sad","","1009803","0.2"
"1009803062","","100411","3","","1","","lsv_talk_cool_normal2_loop","","1009803","0.2"
"1009803063","","vo_lsv","21","0","0","","vo_lsv_0324","","1009803",""
"1009803064","1","100411","11","1","10","0","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","0","1009803","0"
"1009803065","","0","91","","","","","","1009803",""
"1009803066","","100411","3","","1","","lsv_idle_cool","","1009803","0.2"
"1009803067","","103611","3","","1","","lsv_talk_joy3_dere","","1009803","0.2"
"1009803068","","vo_lsv","21","0","0","","vo_lsv_0325","","1009803",""
"1009803069","1","103611","11","1","10","0","……嗯，妳說得對。\n大家下次再一起去吧。","0","1009803","0"
"1009803070","","0","91","","","","","","1009803",""
"1009803071","","103611","3","","1","","lsv_idle_normal","","1009803","0.2"
"1009803072","","102011","3","","1","","lsv_look_talk_normal","","1009803","0.2"
"1009803073","","vo_lsv","21","0","0","","vo_lsv_0326","","1009803",""
"1009803074","1","102011","11","1","10","0","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","0","1009803","0"
"1009803075","","0","91","","","","","","1009803",""
"1009803076","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803077","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803078","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803079","","0.1","93","","","","0","","1009803",""
"1009803080","2","100411","2","0.33","-220","","-420","0.2","1009803",""
"1009803081","2","103611","2","0.33","-235","","452","0.2","1009803",""
"1009803082","2","102011","2","0.33","-250","","-545","0.2","1009803",""
"1009803083","","0","22","","1","","0","","1009803","0.2"
"1009803084","","漫畫。","103","","0","","1009803087","","1009803",""
"1009803085","","繪本。","103","","0","","1009803111","","1009803",""
"1009803086","","小說。","103","","0","","1009803135","","1009803",""
"1009803087","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803088","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803089","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803090","","0.1","93","","","","0","","1009803",""
"1009803091","2","100411","2","0.33","-220","","-100","0.2","1009803",""
"1009803092","2","103611","2","0.33","-235","","200","0.2","1009803",""
"1009803093","2","102011","2","0.33","-250","","-270","0.2","1009803",""
"1009803094","","0.7","93","","","","0","","1009803",""
"1009803095","1","100411","3","lsv_surprise3_kira_loop","0","","lsv_surprise3_kira","0.2","1009803","0"
"1009803096","","vo_lsv","21","0","0","","vo_lsv_0327","","1009803",""
"1009803097","1","100411","11","1","10","0","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","0","1009803","0"
"1009803098","","0","91","","","","","","1009803",""
"1009803099","","100411","3","","1","","lsv_idle_joy_dere","","1009803","0.2"
"1009803100","1","102011","3","lsv_talk_guts2_joy2_loop","0","","lsv_talk_guts2_joy2","0.2","1009803","0"
"1009803101","","vo_lsv","21","0","0","","vo_lsv_0328","","1009803",""
"1009803102","1","102011","11","1","10","0","美美也想看～！","0","1009803","0"
"1009803103","","0","91","","","","","","1009803",""
"1009803104","","102011","3","","1","","lsv_idle_guts2_joy2","","1009803","0.2"
"1009803105","","103611","3","","1","","lsv_talk_joy3_shy","","1009803","0.2"
"1009803106","","vo_lsv","21","0","0","","vo_lsv_0329","","1009803",""
"1009803107","1","103611","11","1","10","0","大家都……\n……那個，我也可以一起看嗎？","0","1009803","0"
"1009803108","","0","91","","","","","","1009803",""
"1009803109","","103611","3","","1","","lsv_idle_joy_shy","","1009803","0.2"
"1009803110","","1009803161","101","","","","","","1009803",""
"1009803111","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803112","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803113","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803114","","0.1","93","","","","0","","1009803",""
"1009803115","2","100411","2","0.33","-220","","-100","0.2","1009803",""
"1009803116","2","103611","2","0.33","-235","","200","0.2","1009803",""
"1009803117","2","102011","2","0.33","-250","","-270","0.2","1009803",""
"1009803118","","0.7","93","","","","0","","1009803",""
"1009803119","","102011","3","","1","","lsv_talk_joy3_blink","","1009803","0.2"
"1009803120","","vo_lsv","21","0","0","","vo_lsv_0330","","1009803",""
"1009803121","1","102011","11","1","10","0","哇，繪本？\n是美美也看過的\n故事嗎～？","0","1009803","0"
"1009803122","","0","91","","","","","","1009803",""
"1009803123","","102011","3","","1","","lsv_idle_normal_joyR","","1009803","0.2"
"1009803124","1","103611","3","lsv_talk_doya_loop","0","","lsv_talk_doya","0.2","1009803","0"
"1009803125","","vo_lsv","21","0","0","","vo_lsv_0331","","1009803",""
"1009803126","1","103611","11","1","10","0","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","0","1009803","0"
"1009803127","","0","91","","","","","","1009803",""
"1009803128","","103611","3","","1","","lsv_idle_doya","","1009803","0.2"
"1009803129","1","100411","3","lsv_talk_guts2_loop","0","","lsv_talk_guts2","0.2","1009803","0"
"1009803130","","vo_lsv","21","0","0","","vo_lsv_0332","","1009803",""
"1009803131","1","100411","11","1","10","0","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","0","1009803","0"
"1009803132","","0","91","","","","","","1009803",""
"1009803133","","100411","3","","1","","lsv_idle_normal","","1009803","0.2"
"1009803134","","1009803161","101","","","","","","1009803",""
"1009803135","1","100411","3","lsv_idle_normal_worry","0","","lsv_choice","0.2","1009803","0"
"1009803136","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009803","0"
"1009803137","1","102011","3","lsv_idle_normal_joyR","0","","lsv_choice","0.2","1009803","0"
"1009803138","","0.1","93","","","","0","","1009803",""
"1009803139","2","100411","2","0.33","-220","","-100","0.2","1009803",""
"1009803140","2","103611","2","0.33","-235","","200","0.2","1009803",""
"1009803141","2","102011","2","0.33","-250","","-270","0.2","1009803",""
"1009803142","","0.7","93","","","","0","","1009803",""
"1009803143","1","103611","3","lsv_talk_doya_loop","0","","lsv_talk_doya","0.2","1009803","0"
"1009803144","","vo_lsv","21","0","0","","vo_lsv_0333","","1009803",""
"1009803145","1","103611","11","1","10","0","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","0","1009803","0"
"1009803146","","0","91","","","","","","1009803",""
"1009803147","","103611","3","","1","","lsv_idle_surprise","","1009803","0.2"
"1009803148","","102011","3","","1","","lsv_idle_surprise","","1009803","0.2"
"1009803149","","100411","3","","1","","lsv_talk_tsun_guru","","1009803","0.2"
"1009803150","","vo_lsv","21","0","0","","vo_lsv_0334","","1009803",""
"1009803151","1","100411","11","1","10","0","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","0","1009803","0"
"1009803152","","0","91","","","","","","1009803",""
"1009803153","1","100411","3","lsv_gaku_loop","0","","lsv_gaku","0.2","1009803","0.2"
"1009803154","","103611","3","","1","","lsv_idle_bitter_sad","","1009803","0.2"
"1009803155","","102011","3","","1","","lsv_talk_surprise2","","1009803","0.2"
"1009803156","","vo_lsv","21","0","0","","vo_lsv_0335","","1009803",""
"1009803157","1","102011","11","1","10","0","禊、禊～！\n振作一點～！","0","1009803","0"
"1009803158","","0","91","","","","","","1009803",""
"1009803159","","102011","3","","1","","lsv_idle_sad","","1009803","0.2"
"1009803160","","1009803161","101","","","","","","1009803",""
"1009803161","","0","91","","","","","","1009803",""
"1009803162","","","102","","","","","","1009803",""
"1009803163","","0","22","","","","0.2","","1009803",""
"1009803164","","0.2","93","","","","","","1009803",""
"1009803165","0","103611","12","0","1","0","1","0","1009803","0"
"1009803166","","103611","3","","1","","lsv_talk_tsun_shy","","1009803","0.2"
"1009803167","","3","93","","","","0","","1009803",""
"1009803168","","103611","3","","1","","lsv_idle_normal_bitter","","1009803","0.2"
"1009803169","0","100411","12","0","1","0","4","0","1009803","0"
"1009803170","1","100411","3","lsv_surprise3_surprise_loop","0","","lsv_surprise3_surprise","0.2","1009803","0"
"1009803171","","3","93","","","","0","","1009803",""
"1009803172","","100411","3","","1","","lsv_idle_sad_normal","","1009803","0.2"
"1009803173","0","102011","12","0","1","0","10","0","1009803","0"
"1009803174","","102011","3","","1","","lsv_talk_joy3_blink","","1009803","0.2"
"1009803175","","3","93","","","","0","","1009803",""
"1009803176","","102011","3","","1","","lsv_idle_joy","","1009803","0.2"
"1009803177","","1009803165","101","","","","","","1009803",""
"1009803178","0","333","6","1","1","","1","0","1009803","1"
"1009803179","","100411","4","","","","1","","1009803",""
"1009803180","","100411","3","","1","","lsv_run","","1009803","0.2"
"1009803181","0","100411","2","0.8","-220","","-750","","1009803",""
"1009803182","","103611","4","","","","0","","1009803",""
"1009803183","","103611","3","","1","","lsv_run","","1009803","0.2"
"1009803184","0","103611","2","0.8","-235","","750","","1009803",""
"1009803185","","102011","4","","","","1","","1009803",""
"1009803186","","102011","3","","1","","lsv_run","","1009803","0.2"
"1009803187","0","102011","2","0.8","-250","","-850","","1009803",""
"1009803188","","0.6","93","","","","","","1009803",""
"1009803189","0","100411","6","1","1","","1","0","1009803","0.2"
"1009803190","0","103611","6","1","1","","1","0","1009803","0.2"
"1009803191","0","102011","6","1","1","","1","0","1009803","0.2"
"1009803192","","0","91","","","","","","1009803",""
"1009804001","-495","1","1","-200","102","lsv_idle_normal","102011","0","1009804","1.95"
"1009804002","-480","1","1","100","100","lsv_idle_normal","103611","1","1009804","1.95"
"1009804003","-510","1","1","270","101","lsv_idle_normal","100411","1","1009804","1.95"
"1009804004","0","1","5","0","0","lsv_white_loop","333","0","1009804","1"
"1009804005","0","333","6","1","1","","1","0","1009804","0"
"1009804006","0","102011","6","1","1","","1","0","1009804","0"
"1009804007","0","103611","6","1","1","","1","0","1009804","0"
"1009804008","0","100411","6","1","1","","1","0","1009804","0"
"1009804009","","1","93","","","","0","","1009804",""
"1009804010","0.4","333","6","1","1","","1","0","1009804","0.8"
"1009804011","1","102011","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009804","0.2"
"1009804012","1","103611","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009804","0.2"
"1009804013","1","100411","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009804","0.2"
"1009804014","","0.3","93","","","","","","1009804",""
"1009804015","0","102011","2","0.75","-235","","-200","","1009804",""
"1009804016","0","103611","2","0.75","-220","","100","","1009804",""
"1009804017","0","100411","2","0.75","-250","","270","","1009804",""
"1009804018","1","102011","6","1","1","","1","0","1009804","0.4"
"1009804019","1","103611","6","1","1","","1","0","1009804","0.4"
"1009804020","1","100411","6","1","1","","1","0","1009804","0.4"
"1009804021","","102011","12","0","0.2","","6","0","1009804","0"
"1009804022","","103611","12","0","0.2","","6","0","1009804","0"
"1009804023","","100411","12","0","0.2","","6","0","1009804","0"
"1009804024","","1.2","93","","","","0","","1009804",""
"1009804025","1","100411","3","lsv_talk_cool_normal2_loop","0","","lsv_talk_cool_normal2","0.2","1009804","0"
"1009804026","","vo_lsv","21","0","0","","vo_lsv_0421","","1009804",""
"1009804027","1","100411","11","1","10","0","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","0","1009804","0"
"1009804028","","0","91","","","","","","1009804",""
"1009804029","","100411","3","","1","","lsv_idle_cool","","1009804","0.2"
"1009804030","","102011","3","","1","","lsv_talk_wish_joy","","1009804","0.2"
"1009804031","","vo_lsv","21","0","0","","vo_lsv_0422","","1009804",""
"1009804032","1","102011","11","1","10","0","禊做的存錢筒\n很帥氣呢～♪","0","1009804","0"
"1009804033","","0","91","","","","","","1009804",""
"1009804034","","102011","3","","1","","lsv_idle_wish_joy","","1009804","0.2"
"1009804035","","103611","3","","1","","lsv_talk_thinking","","1009804","0.2"
"1009804036","","vo_lsv","21","0","0","","vo_lsv_0423","","1009804",""
"1009804037","1","103611","11","1","10","0","我煩惱了一下……\n因為想展現出\n知識與知性……","0","1009804","0"
"1009804038","","0","91","","","","","","1009804",""
"1009804039","","103611","3","","1","","lsv_idle_normal","","1009804","0.2"
"1009804040","1","100411","3","lsv_talk_arm_crossed_loop2","0","","lsv_talk_arm_crossed2","0.2","1009804","0"
"1009804041","","vo_lsv","21","0","0","","vo_lsv_0424","","1009804",""
"1009804042","1","100411","11","1","10","0","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","0","1009804","0"
"1009804043","","0","91","","","","","","1009804",""
"1009804044","","100411","3","","1","","lsv_idle_arm_crossed","","1009804","0.2"
"1009804045","","102011","3","","1","","lsv_look_talk_sad","","1009804","0.2"
"1009804046","","vo_lsv","21","0","0","","vo_lsv_0425","","1009804",""
"1009804047","1","102011","11","1","10","0","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","0","1009804","0"
"1009804048","","0","91","","","","","","1009804",""
"1009804049","","102011","3","","1","","lsv_look_idle_sad","","1009804","0.2"
"1009804050","","103611","3","","1","","lsv_look_idle_normal","","1009804","0.2"
"1009804051","","100411","3","","1","","lsv_talk_joy3_blink","","1009804","0.2"
"1009804052","","vo_lsv","21","0","0","","vo_lsv_0426","","1009804",""
"1009804053","1","100411","11","1","10","0","對耶！\n哥哥\n想做什麼呢？","0","1009804","0"
"1009804054","","0","91","","","","","","1009804",""
"1009804055","","100411","3","","1","","lsv_idle_joy","","1009804","0.2"
