a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610004102","0","50","bgm_M41","120","0","0","0","10004101","10004102","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","塔帕斯海灘 周邊 1-2","8","8","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","2","0","0","10004","100110","90","0","0","-700"
"610004103","0","-120","bgm_M41","120","0","0","0","10004101","10004103","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","塔帕斯海灘 周邊 1-3","8","8","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","3","0","0","10004","100180","90","0","0","-600"
"610004104","0","40","bgm_M41","120","0","0","0","10004101","10004104","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","塔帕斯海灘 周邊 1-4","8","8","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","4","0","0","10004","100110","90","0","0","-500"
"610004105","0","-70","bgm_M41","120","0","0","0","10004101","10004105","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","塔帕斯海灘 周邊 1-5","8","8","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","5","0","0","10004","100180","90","0","0","-400"
"610004106","0","-110","bgm_M41","135","0","0","0","10004101","10004106","100051","100051","bgm_M41","bgm_M41","0","1","9","bgm_M41","塔帕斯海灘 周邊 1-6","9","9","0","0","0","2018/12/01 16:00:00","100052","0","1","2018/12/24 15:59:59","bgm_M41","100053","0","610004121","bgm_M41","6","0","0","10004","100080","90","0","0","-260"
"610004107","0","25","bgm_M41","135","0","0","0","10004101","10004107","100051","100051","bgm_M41","bgm_M41","0","1","9","bgm_M41","塔帕斯海灘 周邊 1-7","9","9","0","0","0","2018/12/01 16:00:00","100052","0","1","2018/12/24 15:59:59","bgm_M41","100053","0","610004122","bgm_M41","7","0","0","10004","100080","90","0","0","-170"
"610004108","0","-110","bgm_M41","135","0","0","0","10004101","10004108","100051","100051","bgm_M41","bgm_M41","0","1","9","bgm_M41","塔帕斯海灘 周邊 1-8","9","9","0","0","0","2018/12/01 16:00:00","100052","0","1","2018/12/24 15:59:59","bgm_M41","100053","0","610004121","bgm_M41","8","0","0","10004","100080","90","0","0","-75"
"610004109","0","0","bgm_M41","135","0","0","0","10004101","10004109","100581","100581","bgm_M41","bgm_M41","0","1","9","bgm_M41","塔帕斯海灘 周邊 1-9","9","9","0","0","0","2018/12/01 16:00:00","100582","0","1","2018/12/24 15:59:59","bgm_M41","100583","0","610004121","bgm_M41","9","0","0","10004","100100","90","0","0","50"
"610004110","0","40","bgm_M41","135","0","0","0","10004101","10004110","100581","100581","bgm_M41","bgm_M41","0","1","9","bgm_M41","塔帕斯海灘 周邊 1-10","9","9","0","0","0","2018/12/01 16:00:00","100582","0","1","2018/12/24 15:59:59","bgm_M41","100583","0","610004121","bgm_M41","10","0","0","10004","100100","90","0","0","180"
"610004111","0","-100","bgm_M41","150","0","0","0","10004101","10004111","100011","100011","bgm_M41","bgm_M41","0","1","10","bgm_M41","塔帕斯海灘 周邊 1-11","10","10","0","0","0","2018/12/01 16:00:00","100012","0","1","2018/12/24 15:59:59","bgm_M41","100013","0","610004121","bgm_M41","11","0","0","10004","100040","90","0","0","270"
"610004112","0","60","bgm_M41","150","0","0","0","10004101","10004112","100031","100031","bgm_M41","bgm_M41","0","1","10","bgm_M41","塔帕斯海灘 周邊 1-12","10","10","0","0","0","2018/12/01 16:00:00","100032","0","1","2018/12/24 15:59:59","bgm_M41","100033","0","610004121","bgm_M41","12","0","0","10004","100040","90","0","0","390"
"610004113","0","-100","bgm_M41","150","0","0","0","10004101","10004113","100201","100201","bgm_M41","bgm_M41","0","1","10","bgm_M41","塔帕斯海灘 周邊 1-13","10","10","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","13","0","0","10004","100180","90","0","0","490"
"610004114","0","40","bgm_M41","150","0","0","0","10004101","10004114","100031","100031","bgm_M41","bgm_M41","0","1","10","bgm_M41","塔帕斯海灘 周邊 1-14","10","10","0","0","0","2018/12/01 16:00:00","100032","0","1","2018/12/24 15:59:59","bgm_M41","100033","0","610004121","bgm_M41","14","0","0","10004","100040","90","0","0","590"
"610004115","0","-80","bgm_M41","150","0","0","0","10004101","10004115","100201","100201","bgm_M41","bgm_M41","0","1","10","bgm_M41","塔帕斯海灘 周邊 1-15","10","10","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004123","bgm_M41","15","0","0","10004","100180","90","0","0","690"
"610004116","1","-10","bgm_M41","240","0","0","0","10004201","10004201","100931","100931","bgm_M41","bgm_M41","0","1","16","bgm_M41","塔帕斯海灘 周邊 1-1","16","16","0","31076","0","2018/12/01 16:00:00","100932","0","2","2018/12/24 15:59:59","bgm_M41","100933","0","610004121","bgm_M41","16","3","2","10004","100080","90","28","0","-500"
"610004117","1","90","bgm_M41","240","0","0","0","10004201","10004202","100471","100471","bgm_M41","bgm_M41","0","1","16","bgm_M41","塔帕斯海灘 周邊 1-2","16","16","0","31028","0","2018/12/01 16:00:00","100472","0","2","2018/12/24 15:59:59","bgm_M41","100473","0","610004121","bgm_M41","17","3","2","10004","100110","90","28","0","-300"
"610004118","1","-120","bgm_M41","270","0","0","0","10004201","10004203","100361","100361","bgm_M41","bgm_M41","0","1","18","bgm_M41","塔帕斯海灘 周邊 1-3","18","18","0","31076","0","2018/12/01 16:00:00","100362","0","2","2018/12/24 15:59:59","bgm_M41","100363","0","610004121","bgm_M41","18","3","2","10004","100040","90","29","0","-190"
"610004119","1","-110","bgm_M41","270","0","0","0","10004201","10004204","100471","100471","bgm_M41","bgm_M41","0","1","18","bgm_M41","塔帕斯海灘 周邊 1-4","18","18","0","31028","0","2018/12/01 16:00:00","100472","0","2","2018/12/24 15:59:59","bgm_M41","100473","0","610004121","bgm_M41","19","3","2","10004","100180","90","29","0","180"
"610004120","1","50","bgm_M41","300","0","0","0","10004201","10004205","100896","100896","bgm_M41","bgm_M41","0","1","20","bgm_M41","塔帕斯海灘 周邊 1-5","20","20","0","31076","0","2018/12/01 16:00:00","100897","0","2","2018/12/24 15:59:59","bgm_M41","100898","0","610004121","bgm_M41","20","3","2","10004","100040","90","30","0","330"
"610005101","0","-45","bgm_M41","120","0","0","0","10005101","10005101","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","伊爾席翁的孤島 1-1","8","8","0","0","0","2019/01/03 16:00:00","100202","0","1","2019/01/25 15:59:59","bgm_M41","100203","0","610005121","bgm_M41","1","0","0","10005","100110","90","0","0","-820"
"610005102","0","50","bgm_M41","120","0","0","0","10005101","10005102","100091","100091","bgm_M41","bgm_M41","0","1","8","bgm_M41","伊爾席翁的孤島 1-2","8","8","0","0","0","2019/01/03 16:00:00","100092","0","1","2019/01/25 15:59:59","bgm_M41","100093","0","610005121","bgm_M41","2","0","0","10005","100030","90","0","0","-700"
"610005103","0","-62","bgm_M41","120","0","0","0","10005101","10005103","100091","100091","bgm_M41","bgm_M41","0","1","8","bgm_M41","伊爾席翁的孤島 1-3","8","8","0","0","0","2019/01/03 16:00:00","100092","0","1","2019/01/25 15:59:59","bgm_M41","100093","0","610005121","bgm_M41","3","0","0","10005","100030","90","0","0","-600"
"610005104","0","-183","bgm_M41","120","0","0","0","10005101","10005104","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","伊爾席翁的孤島 1-4","8","8","0","0","0","2019/01/03 16:00:00","100202","0","1","2019/01/25 15:59:59","bgm_M41","100203","0","610005121","bgm_M41","4","0","0","10005","100110","90","0","0","-500"
"610005105","0","-70","bgm_M41","120","0","0","0","10005101","10005105","100011","100011","bgm_M41","bgm_M41","0","1","8","bgm_M41","伊爾席翁的孤島 1-5","8","8","0","0","0","2019/01/03 16:00:00","100012","0","1","2019/01/25 15:59:59","bgm_M41","100013","0","610005121","bgm_M41","5","0","0","10005","100050","90","0","0","-400"
"610005106","0","-40","bgm_M41","135","0","0","0","10005101","10005106","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","伊爾席翁的孤島 1-6","9","9","0","0","0","2019/01/03 16:00:00","100022","0","1","2019/01/25 15:59:59","bgm_M41","100023","0","610005121","bgm_M41","6","0","0","10005","100020","90","0","0","-260"
"610005107","0","70","bgm_M41","135","0","0","0","10005101","10005107","100037","100037","bgm_M41","bgm_M41","0","1","9","bgm_M41","伊爾席翁的孤島 1-7","9","9","0","0","0","2019/01/03 16:00:00","100038","0","1","2019/01/25 15:59:59","bgm_M41","100039","0","610005122","bgm_M41","7","0","0","10005","100070","90","0","0","-170"
"610005108","0","-60","bgm_M41","135","0","0","0","10005101","10005108","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","伊爾席翁的孤島 1-8","9","9","0","0","0","2019/01/03 16:00:00","100022","0","1","2019/01/25 15:59:59","bgm_M41","100023","0","610005121","bgm_M41","8","0","0","10005","100020","90","0","0","-75"
"610005109","0","-108","bgm_M41","135","0","0","0","10005101","10005109","100031","100031","bgm_M41","bgm_M41","0","1","9","bgm_M41","伊爾席翁的孤島 1-9","9","9","0","0","0","2019/01/03 16:00:00","100032","0","1","2019/01/25 15:59:59","bgm_M41","100033","0","610005121","bgm_M41","9","0","0","10005","100040","90","0","0","70"
"610005110","0","45","bgm_M41","135","0","0","0","10005101","10005110","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","伊爾席翁的孤島 1-10","9","9","0","0","0","2019/01/03 16:00:00","100022","0","1","2019/01/25 15:59:59","bgm_M41","100023","0","610005121","bgm_M41","10","0","0","10005","100020","90","0","0","180"
"610005111","0","-107","bgm_M41","150","0","0","0","10005101","10005111","100031","100031","bgm_M41","bgm_M41","0","1","10","bgm_M41","伊爾席翁的孤島 1-11","10","10","0","0","0","2019/01/03 16:00:00","100032","0","1","2019/01/25 15:59:59","bgm_M41","100033","0","610005121","bgm_M41","11","0","0","10005","100040","90","0","0","270"
"610005112","0","10","bgm_M41","150","0","0","0","10005101","10005112","100051","100051","bgm_M41","bgm_M41","0","1","10","bgm_M41","伊爾席翁的孤島 1-12","10","10","0","0","0","2019/01/03 16:00:00","100052","0","1","2019/01/25 15:59:59","bgm_M41","100053","0","610005121","bgm_M41","12","0","0","10005","100080","90","0","0","390"
"610005113","0","-100","bgm_M41","150","0","0","0","10005101","10005113","100051","100051","bgm_M41","bgm_M41","0","1","10","bgm_M41","伊爾席翁的孤島 1-13","10","10","0","0","0","2019/01/03 16:00:00","100052","0","1","2019/01/25 15:59:59","bgm_M41","100053","0","610005121","bgm_M41","13","0","0","10005","100080","90","0","0","490"
"610005114","0","19","bgm_M41","150","0","0","0","10005101","10005114","100171","100171","bgm_M41","bgm_M41","0","1","10","bgm_M41","伊爾席翁的孤島 1-14","10","10","0","0","0","2019/01/03 16:00:00","100172","0","1","2019/01/25 15:59:59","bgm_M41","100173","0","610005121","bgm_M41","14","0","0","10005","100180","90","0","0","590"
"610005115","0","105","bgm_M41","150","0","0","0","10005101","10005115","100171","100171","bgm_M41","bgm_M41","0","1","10","bgm_M41","伊爾席翁的孤島 1-15","10","10","0","0","0","2019/01/03 16:00:00","100172","0","1","2019/01/25 15:59:59","bgm_M41","100173","0","610005123","bgm_M41","15","0","0","10005","100180","90","0","0","690"
"610005116","1","80","bgm_M41","240","0","0","0","10005201","10005201","100897","100897","bgm_M41","bgm_M41","0","1","16","bgm_M41","伊爾席翁的孤島 1-1","16","16","0","31080","0","2019/01/03 16:00:00","100898","0","2","2019/01/25 15:59:59","bgm_M41","100899","0","610005121","bgm_M41","16","3","2","10005","100040","90","28","0","-500"
"610005117","1","-130","bgm_M41","240","0","0","0","10005201","10005202","100891","100891","bgm_M41","bgm_M41","0","1","16","bgm_M41","伊爾席翁的孤島 1-2","16","16","0","31032","0","2019/01/03 16:00:00","100892","0","2","2019/01/25 15:59:59","bgm_M41","100893","0","610005121","bgm_M41","17","3","2","10005","100040","90","28","0","-348"
"610005118","1","23","bgm_M41","270","0","0","0","10005201","10005203","100691","100691","bgm_M41","bgm_M41","0","1","18","bgm_M41","伊爾席翁的孤島 1-3","18","18","0","31080","0","2019/01/03 16:00:00","100692","0","2","2019/01/25 15:59:59","bgm_M41","100693","0","610005121","bgm_M41","18","3","2","10005","100020","90","29","0","-150"
"610005119","1","-113","bgm_M41","270","0","0","0","10005201","10005204","100931","100931","bgm_M41","bgm_M41","0","1","18","bgm_M41","伊爾席翁的孤島 1-4","18","18","0","31032","0","2019/01/03 16:00:00","100932","0","2","2019/01/25 15:59:59","bgm_M41","100933","0","610005121","bgm_M41","19","3","2","10005","100080","90","29","0","60"
"610005120","1","48","bgm_M41","300","0","0","0","10005201","10005205","100811","100811","bgm_M41","bgm_M41","0","1","20","bgm_M41","伊爾席翁的孤島 1-5","20","20","0","31080","0","2019/01/03 16:00:00","100812","0","2","2019/01/25 15:59:59","bgm_M41","100813","0","610005121","bgm_M41","20","3","2","10005","100180","90","30","0","230"
"610006101","0","-155","bgm_M41","120","0","0","0","10006101","10006101","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","1","0","0","10006","100200","90","0","0","-873"
"610006102","0","10","bgm_M41","120","0","0","0","10006101","10006102","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","2","0","0","10006","100190","90","0","0","-786"
"610006103","0","-57","bgm_M41","120","0","0","0","10006101","10006103","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","3","0","0","10006","100190","90","0","0","-594"
"610006104","0","42","bgm_M41","120","0","0","0","10006101","10006104","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","4","0","0","10006","100190","90","0","0","-421"
"610006105","0","59","bgm_M41","120","0","0","0","10006101","10006105","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","5","0","0","10006","100190","90","0","0","-220"
"610006106","0","-108","bgm_M41","135","0","0","0","10006101","10006106","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-6","9","9","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","6","0","0","10006","100200","90","0","0","-339"
"610006107","0","-116","bgm_M41","135","0","0","0","10006101","10006107","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-7","9","9","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006122","bgm_M41","7","0","0","10006","100200","90","0","0","-150"
"610006108","0","33","bgm_M41","135","0","0","0","10006101","10006108","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-8","9","9","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","8","0","0","10006","100200","90","0","0","-26"
"610006109","0","-114","bgm_M41","135","0","0","0","10006101","10006109","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-9","9","9","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","9","0","0","10006","100190","90","0","0","115"
"610006110","0","-114","bgm_M41","135","0","0","0","10006101","10006110","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-10","9","9","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","10","0","0","10006","100190","90","0","0","316"
"610006111","0","53","bgm_M41","150","0","0","0","10006101","10006111","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-11","10","10","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","11","0","0","10006","100190","90","0","0","208"
"610006112","0","14","bgm_M41","150","0","0","0","10006101","10006112","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-12","10","10","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","12","0","0","10006","100200","90","0","0","432"
"610006113","0","49","bgm_M41","150","0","0","0","10006101","10006113","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-13","10","10","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","13","0","0","10006","100200","90","0","0","654"
"610006114","0","-115","bgm_M41","150","0","0","0","10006101","10006114","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-14","10","10","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006121","bgm_M41","14","0","0","10006","100190","90","0","0","565"
"610006115","0","-108","bgm_M41","150","0","0","0","10006101","10006115","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-15","10","10","0","0","0","2019/02/01 12:00:00","101242","0","1","2019/02/22 15:59:59","bgm_M41","101243","0","610006123","bgm_M41","15","0","0","10006","100190","90","0","0","761"
"610006116","1","80","bgm_M41","240","0","0","0","10006201","10006201","101251","101251","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-1","16","16","0","31047","0","2019/02/01 12:00:00","101252","0","2","2019/02/22 15:59:59","bgm_M41","101253","0","610006121","bgm_M41","16","3","2","10006","100190","90","28","0","-500"
"610006117","1","14","bgm_M41","240","0","0","0","10006201","10006202","101251","101251","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-2","16","16","0","31034","0","2019/02/01 12:00:00","101252","0","2","2019/02/22 15:59:59","bgm_M41","101253","0","610006121","bgm_M41","17","3","2","10006","100190","90","28","0","-269"
"610006118","1","-110","bgm_M41","270","0","0","0","10006201","10006203","101251","101251","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-3","18","18","0","31047","0","2019/02/01 12:00:00","101252","0","2","2019/02/22 15:59:59","bgm_M41","101253","0","610006121","bgm_M41","18","3","2","10006","100200","90","29","0","-126"
"610006119","1","-109","bgm_M41","270","0","0","0","10006201","10006204","101251","101251","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-4","18","18","0","31034","0","2019/02/01 12:00:00","101252","0","2","2019/02/22 15:59:59","bgm_M41","101253","0","610006121","bgm_M41","19","3","2","10006","100200","90","29","0","148"
"610006120","1","48","bgm_M41","300","0","0","0","10006201","10006205","101251","101251","bgm_M41","bgm_M41","0","1","20","bgm_M41","王城蘭德索爾 1-5","20","20","0","31047","0","2019/02/01 12:00:00","101252","0","2","2019/02/22 15:59:59","bgm_M41","101253","0","610006121","bgm_M41","20","3","2","10006","100190","90","30","0","310"
"610007101","0","-100","bgm_M41","120","0","0","0","10007101","10007101","101271","101271","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-1","8","8","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","1","0","0","10007","100210","90","0","0","-528"
"610007102","0","9","bgm_M41","120","0","0","0","10007101","10007102","101271","101271","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-2","8","8","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","2","0","0","10007","100210","90","0","0","-362"
"610007103","0","-54","bgm_M41","120","0","0","0","10007101","10007103","101271","101271","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-3","8","8","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","3","0","0","10007","100220","90","0","0","-150"
"610007104","0","49","bgm_M41","120","0","0","0","10007101","10007104","101271","101271","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-4","8","8","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","4","0","0","10007","100210","90","0","0","8"
"610007105","0","-55","bgm_M41","120","0","0","0","10007101","10007105","101271","101271","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-5","8","8","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","5","0","0","10007","100220","90","0","0","174"
"610007106","0","-9","bgm_M41","135","5007303","0","0","10007101","10007106","101271","101271","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-6","9","9","0","0","0","2019/03/06 16:00:00","101272","0","1","2019/03/28 15:59:59","bgm_M41","101273","0","610007121","bgm_M41","6","0","0","10007","100210","90","0","0","383"
