7eaa81149c2b7f87b4e261f8b4ca1d6b3755e636e83eca06e374def37a5a162c,0dbee9d294b348b10b1a798518f9402b3286b6ddafefdcf2decb5145010bb92f,a0451eed5b4f63c4d6e150243f29ec61710d67a42fbce64bf988495b5df712b9,0f22b2b88bbd56ba0596decf8bd1a20030a1987593bff091548fd28bf6364b5f,c96f6261188e3d05111095dad9ec17a79f23ea4125f2cd84732df71c2b9ce3a2,8db7632423c9421aa5a62e52b91938d6fd063a78081d51c72aacc7cb08ca1c82,f9e54be707aa7912602b9d208cc1596f413b60200dff136c8190bf8023a91213,8201f16995cf4b959afa6b672c40f52d2ad2180dac6d06ae48cfcd72ff16adfc
"106461","19","106253","106581","101401","106521","106612","106252"
"106372","20","107251","106582","101401","106462","106613","106253"
"106462","21","107252","106583","101401","107461","107611","107251"
"107461","22","107253","107581","101401","107462","107612","107252"
"107462","23","108251","107582","101401","107463","107613","107253"
"107463","24","108252","107583","101401","108371","108611","108251"
"108371","25","108253","108581","101401","108372","108612","108252"
"108372","26","108254","108582","101401","108373","108613","108253"
"108373","27","109251","108583","101401","108374","108614","108254"
"108374","28","109252","108584","101401","109371","109611","109251"
"109371","29","109253","109581","101401","109372","109612","109252"
"109372","30","109254","109582","101401","109373","109613","109253"
"109373","31","10025032","109583","101401","109374","109614","109254"
"109374","32","10025033","109584","101401","10037032","10061032","10025032"
"10037032","33","10025034","10058032","101401","10037033","10061033","10025033"
"10037033","34","10025035","10058033","101401","10037034","10061034","10025034"
"10037034","35","10025036","10058034","101401","10037035","10061035","10025035"
"10037035","36","10025037","10058035","101401","10037036","10061036","10025036"
"10037036","37","10025038","10058036","101401","10037037","10061037","10025037"
"10037037","38","999999","10058037","101401","999999","10061038","10025038"
"101521","1","101251","101581","101501","101371","101611","101251"
"102461","2","102252","101611","101501","102371","101611","102251"
"102521","3","103251","102581","101501","102372","102612","102252"
"103521","4","103252","102614","101501","103521","102613","103251"
"103461","5","103222","103581","101501","103371","103612","103252"
"103522","6","104251","103613","101501","103372","103613","103222"
"103614","7","104252","103461","101501","104371","103614","104251"
"104461","8","104253","103614","101501","104372","104611","104252"
"104522","9","104254","104611","101501","104523","104612","104253"
"104523","10","105251","104612","101501","104373","104613","104254"
"104463","11","105252","104613","101501","105371","105581","105251"
"105521","12","105253","105611","101501","105522","105582","105252"
"105522","13","105254","105612","101501","105462","105583","105253"
"105462","14","105255","105613","101501","105374","105584","105254"
"105374","15","105256","105614","101501","105375","105585","105255"
"105375","16","105257","105615","101501","105376","105586","105256"
"105376","17","106251","105616","101501","105464","105587","105257"
"105464","18","106252","105617","101501","106461","106581","106251"
"106461","19","106253","106611","101501","106521","106582","106252"
"106372","20","107251","106612","101501","106462","106583","106253"
"106462","21","107252","106613","101501","107461","107581","107251"
"107461","22","107253","107611","101501","107462","107582","107252"
"107462","23","108251","107612","101501","107463","107583","107253"
"107463","24","108252","107613","101501","108371","108581","108251"
"108371","25","108253","108611","101501","108372","108582","108252"
"108372","26","108254","108612","101501","108373","108583","108253"
"108373","27","109251","108613","101501","108374","108584","108254"
"108374","28","109252","108614","101501","109371","109581","109251"
"109371","29","109253","109611","101501","109372","109582","109252"
"109372","30","109254","109612","101501","109373","109583","109253"
"109373","31","10025032","109613","101501","109374","109584","109254"
"109374","32","10025033","109614","101501","10037032","10058032","10025032"
"10037032","33","10025034","10061032","101501","10037033","10058033","10025033"
"10037033","34","10025035","10061033","101501","10037034","10058034","10025034"
"10037034","35","10025036","10061034","101501","10037035","10058035","10025035"
"10037035","36","10025037","10061035","101501","10037036","10058036","10025036"
"10037036","37","10025038","10061036","101501","10037037","10058037","10025037"
"10037037","38","999999","10061037","101501","999999","10058038","10025038"
"101551","1","101131","101551","101601","101281","101131","101131"
"102551","2","102131","101551","101601","102341","101131","102071"
"102552","3","103071","102551","101601","102342","102071","102131"
"103551","4","103131","102552","101601","103341","102131","103071"
"103552","5","103132","103551","101601","103342","103071","103131"
"103552","6","104131","103552","101601","103343","103131","103132"
"103553","7","104132","103582","101601","104341","103553","104131"
"104131","8","104133","103553","101601","104342","104551","104132"
"104132","9","104134","104551","101601","104343","104552","104133"
"104133","10","105131","104552","101601","104344","104554","104134"
"104134","11","105132","104553","101601","105281","105551","105131"
"105131","12","105133","105551","101601","105282","105552","105132"
"105132","13","105134","105552","101601","105491","105553","105133"
"105133","14","105135","105553","101601","105284","105554","105134"
"105134","15","105136","105554","101601","105345","105555","105135"
"105135","16","105137","105555","101601","105286","105556","105136"
"105136","17","106131","105556","101601","105287","105557","105137"
"105137","18","106132","105557","101601","106341","106551","106131"
"106131","19","106133","106551","101601","106282","106552","106132"
"106132","20","107131","106552","101601","106283","106553","106133"
"106133","21","107132","106553","101601","107491","107551","107131"
"107131","22","107133","107551","101601","107492","107552","107132"
"107132","23","108131","107552","101601","107343","107553","107133"
"107133","24","108132","107553","101601","108431","108551","108131"
"108131","25","108133","108551","101601","108492","108552","108132"
"108132","26","108134","108552","101601","108343","108553","108133"
"108133","27","109131","108553","101601","108434","108554","108134"
"108134","28","109132","108554","101601","109341","109551","109131"
"109131","29","109133","109551","101601","109432","109552","109132"
"109132","30","109134","109552","101601","109493","109553","109133"
"109133","31","10013032","109553","101601","109494","109554","109134"
"109134","32","10013033","109554","101601","10034032","10055032","10013032"
"10013032","33","10013034","10055032","101601","10043033","10055033","10013033"
"10013033","34","10013035","10055033","101601","10034034","10055034","10013034"
"10013034","35","10013036","10055034","101601","10043035","10055035","10013035"
"10013035","36","10013037","10055035","101601","10034036","10055036","10013036"
"10013036","37","10013038","10055036","101601","10034037","10055037","10013037"
"10013037","38","999999","10055037","101601","999999","10055038","10013038"
"101431","1","101101","101551","101701","101281","101071","101071"
"102431","2","102101","101551","101701","102341","101551","102071"
"102432","3","103071","102551","101701","102342","102551","102101"
"103431","4","103101","102552","101701","103341","102552","103071"
"103432","5","103072","103551","101701","103342","103551","103101"
"103432","6","104101","103582","101701","103343","103342","103072"
"103553","7","104102","103552","101701","104341","103072","104101"
"104101","8","104103","103553","101701","104342","104551","104102"
"104102","9","104104","104551","101701","104343","104552","104103"
"104103","10","105101","104552","101701","104344","104554","104104"
"104104","11","105102","104553","101701","105341","105551","105101"
"105101","12","105103","105551","101701","105282","105552","105102"
"105102","13","105104","105552","101701","105343","105553","105103"
"105103","14","105105","105553","101701","105344","105554","105104"
"105104","15","105106","105554","101701","105285","105555","105105"
"105105","16","105107","105555","101701","105286","105556","105106"
"105106","17","106101","105556","101701","105287","105557","105107"
"105107","18","106102","105557","101701","106341","106551","106101"
"106101","19","106103","106551","101701","106282","106552","106102"
"106102","20","107101","106552","101701","106283","106553","106103"
"106103","21","107102","106553","101701","107341","107551","107101"
"107101","22","107103","107551","101701","107492","107552","107102"
"107102","23","108101","107552","101701","107493","107553","107103"
"107103","24","108102","107553","101701","108401","108551","108101"
"108101","25","108103","108551","101701","108342","108552","108102"
"108102","26","108104","108552","101701","108403","108553","108103"
"108103","27","109101","108553","101701","108434","108554","108104"
"108104","28","109102","108554","101701","109341","109551","109101"
"109101","29","109103","109551","101701","109432","109552","109102"
"109102","30","109104","109552","101701","109343","109553","109103"
"109103","31","10010032","109553","101701","109434","109554","109104"
