ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"","1750","","869","","18690008","","2","-125","110511","10"
"","1500","","869","","18690009","","2","-250","110011","10"
"","1750","","869","","18690010","","2","-125","1","10"
"","1500","","869","","18690011","","2","-250","2","10"
"","1750","","869","","18690012","","33","-125","1","10"
"","1500","","869","","18690013","","33","-250","2","10"
"","se_fpc_water_random","","870","","18700001","","23","","se_10053800",""
"-180","110111","1","870","1.75","18700002","cmn_float","1","22","1","-1100"
"-125","117111","0","870","1.75","18700003","cmn_float","1","12","1","-1350"
"-180","127011","0","870","1.75","18700004","cmn_float","1","22","1","-1600"
"1","2","","870","1","18700005","","31","-1070","6","-180"
"1","3","","870","1","18700006","","31","-1350","6","-125"
"1","4","","870","1","18700007","","31","-1600","6","-180"
"","1500","","870","","18700008","","2","-180","110111","13.5"
"","1250","","870","","18700009","","2","-125","117111","13.5"
"","1000","","870","","18700010","","2","-180","127011","13.5"
"","1530","","870","","18700011","","33","-180","2","13.5"
"","1250","","870","","18700012","","33","-125","3","13.5"
"","1000","","870","","18700013","","33","-180","4","13.5"
"","","","870","","18700014","","93","","2.7",""
"","vo_fpc_87001","","870","","18700015","","21","","vo_fpc","0"
"","se_fpc_water_random","","871","","18710001","","23","","se_10053800",""
"-125","122511","0","871","1.75","18710002","cmn_swm_breastStroke","1","12","1","-850"
"-250","117411","0","871","1.75","18710003","cmn_swm_breastStroke","1","32","1","-1100"
"1","1","","871","1","18710004","","31","-850","2","-125"
"1","2","","871","1","18710005","","31","-1100","2","-250"
"","1750","","871","","18710006","","2","-125","122511","10"
"","1500","","871","","18710007","","2","-250","117411","10"
"","1750","","871","","18710008","","33","-125","1","10"
"","1500","","871","","18710009","","33","-250","2","10"
"","se_fpc_water_random","","872","","18720001","","23","","se_10053800",""
"-180","110311","0","872","1.75","18720002","cmn_boat_relax_l","1","23","1","-850"
"-180","126711","0","872","1.75","18720003","cmn_boat_relax","1","23","1","-1200"
"-180","1","0","872","1.75","18720004","cmn_boat_idle_blue","5","22","2","-850"
"-180","2","0","872","1.75","18720005","cmn_boat_idle_l","5","22","2","-1200"
"1","1","","872","1","18720006","","31","-850","116","-180"
"1","2","","872","1","18720007","","31","-1200","116","-180"
"","1750","","872","","18720008","","2","-180","110311","13.5"
"","1400","","872","","18720009","","2","-180","126711","13.5"
"","1750","","872","","18720010","","2","-180","1","13.5"
"","1400","","872","","18720011","","2","-180","2","13.5"
"","1750","","872","","18720012","","33","-180","1","13.5"
"","1400","","872","","18720013","","33","-180","2","13.5"
"","","","872","","18720014","","93","","2.7",""
"","vo_fpc_87201","","872","","18720015","","21","","vo_fpc","0"
"","se_fpc_water_random","","873","","18730001","","23","","se_10053800",""
"-125","110411","0","873","1.75","18730002","cmn_swm_breastStroke","1","12","1","-850"
"-250","115711","0","873","1.75","18730003","cmn_swm_breastStroke","1","32","1","-1100"
"1","1","","873","1","18730004","","31","-850","2","-125"
"1","2","","873","1","18730005","","31","-1100","2","-250"
"","1750","","873","","18730006","","2","-125","110411","10"
"","1500","","873","","18730007","","2","-250","115711","10"
"","1750","","873","","18730008","","33","-125","1","10"
"","1500","","873","","18730009","","33","-250","2","10"
"","se_fpc_water_random","","874","","18740001","","23","","se_10053800",""
"-180","110411","1","874","1.75","18740002","cmn_float","1","22","1","-1100"
"-125","122611","0","874","1.75","18740003","cmn_float","1","12","1","-1350"
"1","2","","874","1","18740004","","31","-1070","6","-180"
"1","3","","874","1","18740005","","31","-1350","6","-125"
"","1500","","874","","18740006","","2","-180","110411","13.5"
"","1250","","874","","18740007","","2","-125","122611","13.5"
"","1530","","874","","18740008","","33","-180","2","13.5"
"","1250","","874","","18740009","","33","-125","3","13.5"
"","","","874","","18740010","","93","","2.6",""
"","vo_fpc_87401","","874","","18740011","","21","","vo_fpc","0"
"","se_fpc_water_random","","875","","18750001","","23","","se_10053800",""
"-125","108011","0","875","1.75","18750002","cmn_swm_diving","1","12","1","-850"
"-180","129411","0","875","1.75","18750003","cmn_swm_diving","1","22","1","-1100"
"1","1","","875","1","18750004","","31","-850","9","-125"
"1","2","","875","1","18750005","","31","-1100","9","-180"
"","1750","","875","","18750006","","2","-125","108011","13.5"
"","1500","","875","","18750007","","2","-180","129411","13.5"
"","1750","","875","","18750008","","33","-125","1","13.5"
"","1500","","875","","18750009","","33","-180","2","13.5"
"","se_fpc_water_random","","876","","18760001","","23","","se_10053800",""
"-180","117111","1","876","1.75","18760002","cmn_float","1","22","1","-1100"
"-125","129311","0","876","1.75","18760003","cmn_float","1","12","1","-1350"
"1","2","","876","1","18760004","","31","-1070","6","-180"
"1","3","","876","1","18760005","","31","-1350","6","-125"
"","1500","","876","","18760006","","2","-180","117111","13.5"
"","1250","","876","","18760007","","2","-125","129311","13.5"
"","1530","","876","","18760008","","33","-180","2","13.5"
"","1250","","876","","18760009","","33","-125","3","13.5"
"","","","876","","18760010","","93","","2.8",""
"","vo_fpc_87601","","876","","18760011","","21","","vo_fpc","0"
"","se_fpc_water_random","","877","","18770001","","23","","se_10053800",""
"-125","117211","0","877","1.75","18770002","cmn_crawl","1","12","1","-850"
"-250","117311","0","877","1.75","18770003","cmn_crawl","1","32","1","-1100"
"-125","117411","0","877","1.75","18770004","cmn_crawl","1","12","1","-1350"
"-250","129511","0","877","1.75","18770005","cmn_swm_diving","1","32","1","-1600"
"1","1","","877","1","18770006","","31","-850","7","-125"
"1","2","","877","1","18770007","","31","-1100","1","-250"
"1","3","","877","1","18770008","","31","-1350","7","-125"
"1","4","","877","1","18770009","","31","-1600","9","-250"
"","1750","","877","","18770010","","2","-125","117211","10"
"","1500","","877","","18770011","","2","-250","117311","10"
"","1250","","877","","18770012","","2","-125","117411","10"
"","1000","","877","","18770013","","2","-250","129511","10"
"","1750","","877","","18770014","","33","-125","1","10"
"","1500","","877","","18770015","","33","-250","2","10"
"","1250","","877","","18770016","","33","-125","3","10"
"","1000","","877","","18770017","","33","-250","4","10"
"","se_fpc_water_random","","878","","18780001","","23","","se_10053800",""
"-125","110611","0","878","1.75","18780002","cmn_swm_tread","1","13","1","-850"
"-250","129511","0","878","1.75","18780003","cmn_swm_tread","1","33","1","-1100"
"-125","1","0","878","1.75","18780004","cmn_swm_tread_pink","5","12","1","-850"
"-250","2","0","878","1.75","18780005","cmn_swm_tread_blue","5","32","1","-1100"
"1","1","","878","1","18780006","","31","-850","13","-125"
"1","2","","878","1","18780007","","31","-1100","3","-250"
"","1750","","878","","18780008","","2","-125","110611","13.5"
"","1500","","878","","18780009","","2","-250","129511","13.5"
"","1750","","878","","18780010","","2","-125","1","13.5"
"","1500","","878","","18780011","","2","-250","2","13.5"
"","1750","","878","","18780012","","33","-125","1","13.5"
"","1500","","878","","18780013","","33","-250","2","13.5"
"","se_fpc_water_random","","879","","18790001","","23","","se_10053800",""
"-180","107611","1","879","1.75","18790002","cmn_float","1","22","1","-1100"
"-125","122611","0","879","1.75","18790003","cmn_float","1","12","1","-1350"
"1","2","","879","1","18790004","","31","-1070","6","-180"
"1","3","","879","1","18790005","","31","-1350","6","-125"
"","1500","","879","","18790006","","2","-180","107611","13.5"
"","1250","","879","","18790007","","2","-125","122611","13.5"
"","1530","","879","","18790008","","33","-180","2","13.5"
"","1250","","879","","18790009","","33","-125","3","13.5"
"","","","879","","18790010","","93","","2.6",""
"","vo_fpc_87901","","879","","18790011","","21","","vo_fpc","0"
"","se_fpc_water_random","","880","","18800001","","23","","se_10053800",""
"-180","110311","1","880","1.75","18800002","cmn_float","1","22","1","-1100"
"-125","129311","1","880","1.75","18800003","04_misogi_float_loop","1","12","1","-1350"
"1","2","","880","1","18800004","","31","-1070","6","-180"
"1","3","","880","1","18800005","","31","-1350","6","-125"
"","1500","","880","","18800006","","2","-180","110311","13.5"
"","1250","","880","","18800007","","2","-125","129311","13.5"
"","1530","","880","","18800008","","33","-180","2","13.5"
"","1250","","880","","18800009","","33","-125","3","13.5"
"","","","880","","18800010","","93","","2.5",""
"","vo_fpc_88001","","880","","18800011","","21","","vo_fpc","0"
"","se_fpc_water_random","","881","","18810001","","23","","se_10053800",""
"-180","113511","1","881","1.75","18810002","cmn_float","1","22","1","-1100"
"-125","129311","1","881","1.75","18810003","04_misogi_float_loop","1","12","1","-1350"
"1","2","","881","1","18810004","","31","-1070","6","-180"
"1","3","","881","1","18810005","","31","-1350","6","-125"
"","1500","","881","","18810006","","2","-180","113511","13.5"
"","1250","","881","","18810007","","2","-125","129311","13.5"
"","1530","","881","","18810008","","33","-180","2","13.5"
"","1250","","881","","18810009","","33","-125","3","13.5"
"","","","881","","18810010","","93","","2.4",""
"","vo_fpc_88101","","881","","18810011","","21","","vo_fpc","0"
"","se_fpc_water_random","","882","","18820001","","23","","se_10053800",""
"-180","108011","0","882","1.75","18820002","cmn_boat_relax_l","1","23","1","-850"
"-180","107911","0","882","1.75","18820003","cmn_boat_cat","1","23","1","-1200"
"-180","1","0","882","1.75","18820004","cmn_boat_idle_blue","5","22","2","-850"
"-180","2","0","882","1.75","18820005","cmn_boat_idle_l","5","22","2","-1200"
"1","1","","882","1","18820006","","31","-850","116","-180"
"1","2","","882","1","18820007","","31","-1200","116","-180"
"","1750","","882","","18820008","","2","-180","108011","13.5"
"","1400","","882","","18820009","","2","-180","107911","13.5"
"","1750","","882","","18820010","","2","-180","1","13.5"
"","1400","","882","","18820011","","2","-180","2","13.5"
"","1750","","882","","18820012","","33","-180","1","13.5"
"","1400","","882","","18820013","","33","-180","2","13.5"
"","","","882","","18820014","","93","","1",""
"","vo_fpc_88201","","882","","18820015","","21","","vo_fpc","0"
"","se_fpc_water_random","","883","","18830001","","23","","se_10053800",""
"-125","110411","0","883","1.75","18830002","10_cmn_dogscratch","1","12","1","-850"
"-250","110511","0","883","1.75","18830003","10_cmn_dogscratch","1","32","1","-1100"
"-125","115711","0","883","1.75","18830004","10_cmn_dogscratch","1","12","1","-1350"
"-250","122411","0","883","1.75","18830005","10_cmn_dogscratch","1","32","1","-1600"
"1","1","","883","1","18830006","","31","-850","117","-125"
"1","2","","883","1","18830007","","31","-1100","117","-250"
"1","3","","883","1","18830008","","31","-1350","117","-125"
"1","4","","883","1","18830009","","31","-1600","117","-250"
"","1750","","883","","18830010","","2","-125","110411","10"
"","1500","","883","","18830011","","2","-250","110511","10"
"","1250","","883","","18830012","","2","-125","115711","10"
"","1000","","883","","18830013","","2","-250","122411","10"
"","1750","","883","","18830014","","33","-125","1","10"
"","1500","","883","","18830015","","33","-250","2","10"
"","1250","","883","","18830016","","33","-125","3","10"
"","1000","","883","","18830017","","33","-250","4","10"
"","se_fpc_water_random","","884","","18840001","","23","","se_10053800",""
"-180","107511","1","884","1.75","18840002","cmn_float","1","22","1","-1100"
"-125","126611","0","884","1.75","18840003","cmn_float","1","12","1","-1350"
"1","2","","884","1","18840004","","31","-1070","6","-180"
"1","3","","884","1","18840005","","31","-1350","6","-125"
"","1500","","884","","18840006","","2","-180","107511","13.5"
"","1250","","884","","18840007","","2","-125","126611","13.5"
"","1530","","884","","18840008","","33","-180","2","13.5"
"","1250","","884","","18840009","","33","-125","3","13.5"
"","","","884","","18840010","","93","","2.2",""
"","vo_fpc_88401","","884","","18840011","","21","","vo_fpc","0"
"","se_fpc_water_random","","885","","18850001","","23","","se_10053800",""
"-180","107611","1","885","1.75","18850002","cmn_float","1","22","1","-1100"
"-125","107711","0","885","1.75","18850003","cmn_float","1","12","1","-1350"
"1","2","","885","1","18850004","","31","-1070","6","-180"
"1","3","","885","1","18850005","","31","-1350","6","-125"
"","1500","","885","","18850006","","2","-180","107611","13.5"
"","1250","","885","","18850007","","2","-125","107711","13.5"
"","1530","","885","","18850008","","33","-180","2","13.5"
"","1250","","885","","18850009","","33","-125","3","13.5"
"","","","885","","18850010","","93","","2.6",""
"","vo_fpc_88501","","885","","18850011","","21","","vo_fpc","0"
"","se_fpc_water_random","","886","","18860001","","23","","se_10053800",""
"-180","113111","0","886","1.75","18860002","cmn_boat_relax_l","1","23","1","-850"
"-180","122511","0","886","1.75","18860003","cmn_boat_relax","1","23","1","-1200"
"-180","1","0","886","1.75","18860004","cmn_boat_idle_blue","5","22","2","-850"
"-180","2","0","886","1.75","18860005","cmn_boat_idle_l","5","22","2","-1200"
"1","1","","886","1","18860006","","31","-850","116","-180"
"1","2","","886","1","18860007","","31","-1200","116","-180"
"","1750","","886","","18860008","","2","-180","113111","13.5"
"","1400","","886","","18860009","","2","-180","122511","13.5"
"","1750","","886","","18860010","","2","-180","1","13.5"
"","1400","","886","","18860011","","2","-180","2","13.5"
"","1750","","886","","18860012","","33","-180","1","13.5"
"","1400","","886","","18860013","","33","-180","2","13.5"
"","","","886","","18860014","","93","","2.6",""
"","vo_fpc_88601","","886","","18860015","","21","","vo_fpc","0"
"","se_fpc_water_random","","887","","18870001","","23","","se_10053800",""
"-180","107711","1","887","1.75","18870002","cmn_float","1","22","1","-1100"
"-125","122711","0","887","1.75","18870003","cmn_float","1","12","1","-1350"
"1","2","","887","1","18870004","","31","-1070","6","-180"
"1","3","","887","1","18870005","","31","-1350","6","-125"
"","1500","","887","","18870006","","2","-180","107711","13.5"
"","1250","","887","","18870007","","2","-125","122711","13.5"
"","1530","","887","","18870008","","33","-180","2","13.5"
"","1250","","887","","18870009","","33","-125","3","13.5"
"","","","887","","18870010","","93","","2.5",""
"","vo_fpc_88701","","887","","18870011","","21","","vo_fpc","0"
"","se_fpc_water_random","","889","","18890001","","23","","se_10053800",""
"-15","122811","1","889","1.49","18890002","09_misogi_run","1","12","1","750"
"","-750","0","889","","18890003","","2","-15","122811","5.65"
"","","","889","","18890004","","93","","0.5",""
"","vo_fpc_88901","","889","","18890005","","21","","vo_fpc","0"
"","se_fpc_water_random","","890","","18900001","","23","","se_10053800",""
"-15","107911","1","890","1.49","18900002","09_misogi_run","1","12","1","750"
"","-750","0","890","","18900003","","2","-15","107911","5.65"
"","","","890","","18900004","","93","","0.6",""
"","vo_fpc_89001","","890","","18900005","","21","","vo_fpc","0"
"","se_fpc_water_random","","891","","18910001","","23","","se_10053800",""
"-180","122411","1","891","1.75","18910002","04_misogi_flutterKick_loop","1","22","1","1000"
"1","12","","891","1","18910003","","31","1000","12","-180"
