fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"1","「真步」的專用裝備名稱。","32020","純真童話杖","6","1","6","1223","6","","30495","1223","這個的名稱是什麼？","35441","1","31461","6","26454","6","純真童話杖"
"3","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。","83","SMILE","2","2","2","0","2","","77","1224","這個的名稱是什麼？","76","1","73","2","69","2","SMILE"
"1","「凱留（新年）」的專用裝備名稱。","35987","貓耳毽球板","6","1","6","1225","6","賀正貓耳的毽球板","32819","1225","這個的名稱是什麼？","29699","1","27645","6","26495","6","賀正貓耳的毽球板"
"2","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。","36093","賽馬車賽事","6","2","6","0","6","","39340","1226","這個的名稱是什麼？","36093","1","36554","6","20107","6","賽馬車賽事"
"2","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？","28417","漁夫過肩摔","6","2","6","0","6","","22827","1227","這個的名稱是什麼？","32937","1","36942","6","25684","6","漁夫過肩摔"
"1","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝","34909","衝浪板腳繩","6","2","6","0","6","衝浪板、腳繩","28010","1228","這個的名稱是什麼？","33139","1","26495","6","32361","6","衝浪板、腳繩"
"1","跆拳道的跆是指□□、拳是指□□、道是指□行。","36386","踢擊拳擊道","6","2","6","0","6","踢擊、拳擊、道行","25802","1229","這個的名稱是什麼？","25802","1","25331","6","36947","6","踢擊、拳擊、道行"
"2","擊倒的英文簡稱為「K.O.」。英文全名為？","75","Knock","3","2","3","0","2","Knock out","110","1230","這個的名稱是什麼？","99","1","111","3","107","3","Knock out"
"1","「栞」的專用裝備名稱。","21021","初音手工製","6","1","6","1231","6","初音手工製守護石","38899","1231","這個的名稱是什麼？","24037","1","25163","6","35069","6","初音手工製守護石"
"1","使用必殺技「不給布丁就搗蛋喲」的角色。","23470","宮子萬聖節","6","1","6","0","6","宮子（萬聖節）","23376","1232","這個的名稱是什麼？","32854","1","33836","6","31680","6","宮子（萬聖節）"
"2","「靜流（情人節）」的專用裝備名稱。","24859","愛心裝飾帽","6","2","6","1233","6","","24515","1233","這個的名稱是什麼？","39166","1","35037","6","24125","6","愛心裝飾帽"
"1","劍鬥士是指□□□□□場上的鬥士。","21476","古羅馬競技","6","2","6","0","6","古羅馬競技場","32645","1234","這個的名稱是什麼？","31478","1","39340","6","25216","6","古羅馬競技場"
"1","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。","32645","羅馬競技場","6","2","6","0","6","","39340","1235","這個的名稱是什麼？","25216","1","31478","6","22580","6","羅馬競技場"
"2","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。","19981","不看人傳球","6","2","6","0","6","","30475","1236","這個的名稱是什麼？","20659","1","20154","6","29699","6","不看人傳球"
"1","於亂世中的小國，以生命守護王女之命的騎士的盾。","23432","守護者之盾","6","1","6","1237","6","","35703","1237","這個的名稱是什麼？","20043","1","32773","6","30462","6","守護者之盾"
"1","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。","22914","如意金箍棒","6","2","6","0","6","","24847","1238","這個的名稱是什麼？","31629","1","37329","6","26834","6","如意金箍棒"
"3","被認為是由貓神所生出的寶石。","35987","貓神的項墜","6","1","6","0","6","","31070","1239","這個的名稱是什麼？","38917","1","30340","6","22684","6","貓神的項墜"
"1","「似似花」的必殺技。","39764","魔鏡啊魔鏡","6","1","6","1240","6","","37857","1240","這個的名稱是什麼？","39764","1","21834","6","37857","6","魔鏡啊魔鏡"
"1","「雪」的必殺技。","33251","臣服於我的","6","2","6","0","6","臣服於我的美之下吧！","26381","1241","這個的名稱是什麼？","25105","1","26044","6","30340","6","臣服於我的美之下吧！"
"1","棒球規則，若□□同分，則會進入□□□。","20061","九局延長賽","6","2","6","0","6","九局，延長賽","23616","1242","這個的名稱是什麼？","38263","1","24310","6","36093","6","九局，延長賽"
"2","上肩投法是棒球最傳統的投法之一。又稱為？","39640","高壓式投球","6","2","6","0","6","","22739","1243","這個的名稱是什麼？","25237","1","24335","6","29699","6","高壓式投球"
"2","棒球的斜肩投法又稱為？","22235","四分之三投","6","2","6","0","6","四分之三投法","20998","1244","這個的名稱是什麼？","19977","1","20043","6","25237","6","四分之三投法"
"2","棒球投球的姿勢分為揮臂式姿勢與□□□□□。","22266","固定式姿勢","6","2","6","0","6","","23450","1245","這個的名稱是什麼？","23039","1","24335","6","21218","6","固定式姿勢"
"3","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。","27599","每半場第四","6","2","6","0","6","每半場，第四","21322","1246","這個的名稱是什麼？","31532","1","22580","6","22235","6","每半場，第四"
"2","「鈴奈（★6）」的必殺技。","39640","高訂製之心","6","1","6","0","6","高級訂製之心","35330","1247","這個的名稱是什麼？","20043","1","35069","6","24515","6","高級訂製之心"
"3","請說明足球的術語「underdog」。","19981","不被看好的","6","2","6","0","6","比賽中不被看好的一隊","34987","1248","這個的名稱是什麼？","22909","1","30475","6","30340","6","比賽中不被看好的一隊"
"3","足球術語「帽子戲法」，英文為：","116","trick","3","2","3","0","3","score a hat trick","114","1249","這個的名稱是什麼？","99","1","105","3","107","3","score a hat trick"
"1","世界盃、世足賽(FIFA World Cup)的全名為：","22283","國際足球盃","6","2","6","0","6","國際足球總會世界盃","38555","1250","這個的名稱是什麼？","29699","1","36275","6","30403","6","國際足球總會世界盃"
"1","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。","32854","聖火傳遞者","6","2","6","0","6","","28779","1251","這個的名稱是什麼？","36958","1","20659","6","32773","6","聖火傳遞者"
"1","奧運的全名。","21305","匹克運動會","6","2","6","0","6","奧林匹克運動會","20811","1252","這個的名稱是什麼？","21205","1","36939","6","26371","6","奧林匹克運動會"
"1","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。","20108","二壘手三壘","6","2","6","0","6","","22744","1253","這個的名稱是什麼？","19977","1","25163","6","22744","6","二壘手三壘"
"1","「七七香」的專用裝備。","19971","七七香最強","6","1","6","1255","6","七七香最強法杖","19971","1255","這個的名稱是什麼？","26368","1","39321","6","24375","6","七七香最強法杖"
"1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。","29289","物理攻擊力","6","1","6","0","6","","29702","1256","這個的名稱是什麼？","25802","1","25915","6","21147","6","物理攻擊力"
"1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。","39764","魔法攻擊力","6","1","6","0","6","","27861","1257","這個的名稱是什麼？","25802","1","25915","6","21147","6","魔法攻擊力"
"1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。","29289","物理防禦力","6","1","6","0","6","","29702","1258","這個的名稱是什麼？","31142","1","38450","6","21147","6","物理防禦力"
"1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。","39764","魔法防禦力","6","1","6","0","6","","27861","1259","這個的名稱是什麼？","31142","1","38450","6","21147","6","魔法防禦力"
"1","圖片上的名稱為：","28976","焰帝的戒指","6","1","6","1260","6","","24093","1260","這個的名稱是什麼？","25106","1","30340","6","25351","6","焰帝的戒指"
"2","「美美」的必殺技。","23376","子先生斬擊","6","1","6","1261","6","兔子先生斬擊","20808","1261","這個的名稱是什麼？","26028","1","29983","6","25802","6","兔子先生斬擊"
"1","「真琴」的必殺技。","27779","沃爾芬之咬","6","1","6","1262","6","","29246","1262","這個的名稱是什麼？","20043","1","33452","6","21676","6","沃爾芬之咬"
"2","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手","29827","璃乃聖誕節","6","1","6","0","6","璃乃（聖誕節）","20035","1263","這個的名稱是什麼？","35477","1","32854","6","31680","6","璃乃（聖誕節）"
"2","「雪（大江戶）」的必殺技。","29992","用可愛的我","6","1","6","0","6","用可愛的我緊急投藥♪","21487","1264","這個的名稱是什麼？","30340","1","24859","6","25105","6","用可愛的我緊急投藥♪"
"3","「香織」的必殺技。","29705","琉球犬矢拳","6","1","6","1265","6","琉球犬矢之拳","29699","1265","這個的名稱是什麼？","30690","1","29356","6","25331","6","琉球犬矢之拳"
"1","「凱留（夏日）」的必殺技。","24996","憤怒泳亂擲","6","1","6","0","6","憤怒泳圈亂擲","24594","1266","這個的名稱是什麼？","20098","1","27891","6","25842","6","憤怒泳圈亂擲"
"1","「莫妮卡（★6）」的必殺技。","38647","雷閃擊鎖斬","6","1","6","1267","6","旋風雷閃擊鎖斬","38275","1267","這個的名稱是什麼？","37782","1","25802","6","26028","6","旋風雷閃擊鎖斬"
"2","表示不要多管閒事。","22810","多一事不如","6","2","6","0","6","多一事不如少一事","19968","2001","這句諺語是什麼？","19981","2","20107","6","22914","6","多一事不如少一事"
"1","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。","33609","草木磚頭屋","6","2","6","0","6","稻草屋⇒小木屋⇒磚頭屋","26408","2002","這個的名稱是什麼？","38957","2","30938","6","23627","6","稻草屋⇒小木屋⇒磚頭屋"
"1","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」","20142","亮晶晶星星","6","2","6","0","6","亮晶晶，星星","26230","2003","空格裡該填入的是？","26143","2","26230","6","26143","6","亮晶晶，星星"
"1","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」","20358","來到青草地","6","2","6","0","6","","21040","2004","空格裡該填入的是？","33609","2","38738","6","22320","6","來到青草地"
"1","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」","23567","小手拉小手","6","2","6","0","6","","25163","2005","空格裡該填入的是？","23567","2","25289","6","25163","6","小手拉小手"
"1","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」","26356","更上一層樓","6","2","6","0","6","","19978","2006","空格裡該填入的是？","23652","2","19968","6","27155","6","更上一層樓"
"2","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」","27927","洗手作羹湯","6","2","6","0","6","","25163","2007","空格裡該填入的是？","32697","2","20316","6","28271","6","洗手作羹湯"
"2","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」","26085","日暮掩柴扉","6","2","6","0","6","","26286","2008","空格裡該填入的是？","26612","2","25513","6","25161","6","日暮掩柴扉"
"1","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」","20302","低頭思故鄉","6","2","6","0","6","","38957","2009","空格裡該填入的是？","25925","2","24605","6","37129","6","低頭思故鄉"
"1","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」","26149","春眠不覺曉","6","2","6","0","6","","30496","2010","空格裡該填入的是？","35258","2","19981","6","26313","6","春眠不覺曉"
"2","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」","23396","孤舟蓑笠翁","6","2","6","0","6","","33311","2011","空格裡該填入的是？","31520","2","34001","6","32705","6","孤舟簑笠翁"
"2","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」","21271","北斗七星高","6","2","6","0","6","","26007","2012","空格裡該填入的是？","26143","2","19971","6","39640","6","北斗七星高"
"1","「樂用四敏蘭德語種速濟索爾盃」。","34349","蘭德索爾盃","6","1","6","0","6","","24503","2013","請從裡面挑出和公主連結有關的詞是？","29246","2","32034","6","30403","6","蘭德索爾盃"
"1","「任穎謀哞隻哞石投器自衛爾隊」。","21726","哞哞自衛隊","6","1","6","0","6","","21726","2014","請從裡面挑出和公主連結有關的詞是？","34907","2","33258","6","38538","6","哞哞自衛隊"
"3","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。","29579","王宮騎士團","6","1","6","0","6","","23470","2015","請從裡面挑出和公主連結有關的詞是？","22763","2","39438","6","22296","6","王宮騎士團"
"3","「開心看到你轉換型態吃著吉拿棒」。","24515","心型吉拿棒","6","1","6","0","6","","22411","2016","請從裡面挑出和公主連結有關的詞是？","25343","2","21513","6","26834","6","心型吉拿棒"
"3","「考一百分在地上撿到希望留下的種子耶」。","30334","百地希留耶","6","1","6","0","6","百地 希留耶","22320","2017","請從裡面挑出和公主連結有關的詞是？","30041","2","24076","6","32822","6","百地 希留耶"
"3","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。","36010","貪睡三人娘","6","1","6","0","6","","30561","2019","請從裡面挑出和公主連結有關的詞是？","20154","2","19977","6","23064","6","貪睡三人娘"
"3","「有著魔獸的力量就能瘋狂突襲」。","39764","魔獸的狂襲","6","1","6","0","6","","29560","2020","請從裡面挑出和公主連結有關的詞是？","29378","2","30340","6","35186","6","魔獸的狂襲"
"2","比喻一個人的能力有限。","29544","獨木不成林","6","2","6","0","6","","26408","2023","這句諺語是什麼？","25104","2","19981","6","26519","6","獨木不成林"
"2","比喻做事要會抓重點。","25171","打蛇打七寸","6","2","6","0","6","","34503","2024","這句諺語是什麼？","19971","2","25171","6","23544","6","打蛇打七寸"
"2","意指「沒什麼差異，在伯仲之間」的用語。","20116","五十步笑百","6","2","6","0","6","五十步笑百步","21313","2025","這個的名稱是什麼？","31505","2","27493","6","30334","6","五十步笑百步"
"1","意指「太過在乎別人對自己有何看法的狀態」的用語。","25105","我意識過剩","6","2","6","0","6","自我意識過剩","24847","2026","這個的名稱是什麼？","36942","2","35672","6","21097","6","自我意識過剩"
"2","比喻有事就說，不必隱藏。","25171","打開天窗說","6","2","6","0","6","打開天窗說亮話","38283","2027","這句諺語是什麼？","31383","2","22825","6","35498","6","打開天窗說亮話"
