ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","6214033","-330","6214","-200","","106731","2","","","0.01"
"","6214034","1","6214","wac_birthday_idle_doya","","106611","3","","0.2",""
"","6214035","-320","6214","180","","106611","2","","","0.01"
"","6214036","1","6214","wac_birthday_idle_normal","","106511","3","","0.2",""
"","6214037","-340","6214","320","","106511","2","","","0.01"
"","6214038","","6214","","","0","93","","",""
"","6214039","","6214","1","","800","32","","",""
"","6214040","","6214","","","0.7","93","","",""
"","6214041","","6214","1","","702","32","","",""
"","6214042","","6214","","","0.5","93","","",""
"","6214043","0","6214","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","6214044","","6214","0","","701","32","","",""
"","6214045","","6214","","","0.4","93","","",""
"","6214046","0","6214","se_sys_login_birthday_cracker","","se_common","23","","",""
"","6214047","","6214","1","","700","32","","",""
"","6214048","0","6214","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","6214049","0","6214","wac_birthday_clap","","106611","3","1","0.2","wac_birthday_idle_doya"
"","6214050","","6214","","","0.1","93","","",""
"0.2","6214051","0","6214","wac_birthday_clap","","106511","3","1","0.2","wac_birthday_idle_normal"
"","6214052","","6214","","","2","93","","",""
"","6214053","","6214","","","1","131","","",""
"","6214054","0","6214","vo_wac_06214_000","","vo_wac_06214","21","","","0"
"0","6214055","10","6214","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","0.5","106731","11","1","0","1"
"","6214056","","6214","","","0","91","","",""
"","6214057","1","6214","wac_birthday_idle_wish","","106731","3","","0.2",""
"","6214058","1","6214","wac_birthday_talk_anger","","106611","3","","0.2",""
"","6214059","0","6214","vo_wac_06214_001","","vo_wac_06214","21","","","0"
"0","6214060","10","6214","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","0.5","106611","11","1","0","1"
"","6214061","","6214","","","0","91","","",""
"","6214062","1","6214","wac_birthday_idle_normal","","106611","3","","0.2",""
"","6214063","1","6214","wac_birthday_talk_wish","","106731","3","","0.2",""
"","6214064","0","6214","vo_wac_06214_002","","vo_wac_06214","21","","","0"
"0","6214065","10","6214","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","0.5","106731","11","1","0","1"
"","6214066","","6214","","","0","91","","",""
"","6214067","1","6214","wac_birthday_talk_smile","","106731","3","","0.2",""
"","6214068","0","6214","vo_wac_06214_003","","vo_wac_06214","21","","","0"
"0","6214069","10","6214","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","0.5","106731","11","1","0","1"
"","6214070","","6214","","","0","91","","",""
"","6214071","","6214","","","0","22","","",""
"","8014001","","8014","bgm_M321_2C","","bgm_M321","25","","",""
"0","8014002","250","8014","104411","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","8014003","256","8014","103111","wac_birthday_shinobu_idle_wish","1","1","-260","2","170"
"1","8014004","259","8014","100711","wac_birthday_idle_smile","1","1","-310","2","270"
"1","8014005","257","8014","102211","wac_birthday_idle_normal","1","1","-270","2","400"
"1","8014006","258","8014","100611","wac_birthday_idle_smile","1","1","-310","2","500"
"","8014007","","8014","300","","104411","13","","",""
"","8014008","","8014","300","","103111","13","","",""
"","8014009","0","8014","600","","600","31","1","1","0"
"","8014010","0","8014","602","","602","31","1","0","0"
"","8014011","0","8014","603","","603","31","1","0","0"
"","8014012","30","8014","604","","604","31","1","1","60"
"","8014013","0","8014","610","","610","31","1","1","0"
"","8014014","0","8014","700","","700","31","1","0","0"
"","8014015","0","8014","701","","701","31","1","0","0"
"","8014016","0","8014","702","","702","31","1","0","0"
"","8014017","0","8014","800","","800","31","1","0","0"
"","8014018","30","8014","906","","906","31","1","1","60"
"","8014019","","8014","","","1","93","","",""
"0.2","8014020","0","8014","wac_birthday_reaction_05","","100711","3","1","0.2","wac_birthday_reaction_03"
"0.2","8014021","0","8014","wac_birthday_shinobu_reaction_04","","103111","3","1","0.2","wac_birthday_shinobu_reaction_01"
"","8014022","","8014","","","0.1","93","","",""
"0.2","8014023","0","8014","wac_birthday_reaction_01","","102211","3","1","0.2","wac_birthday_reaction_04"
"0.2","8014024","0","8014","wac_birthday_reaction_05","","100611","3","1","0.2","wac_birthday_reaction_03"
"","8014025","","8014","","","0.3","93","","",""
"","8014026","1","8014","wac_birthday_run_01","","104411","3","","0.2",""
"","8014027","-70","8014","0","","104411","2","","","3"
"","8014028","","8014","","","2.5","93","","",""
"","8014029","","8014","1","","602","32","","",""
"","8014030","","8014","","","0.6","93","","",""
"","8014031","","8014","0","","600","32","","",""
"","8014032","","8014","0","","610","32","","",""
"","8014033","","8014","0","","604","32","","",""
"","8014034","","8014","1","","701","32","","",""
"","8014035","0","8014","0","","906","33","","","0.01"
"0.2","8014036","0","8014","wac_birthday_blowout_01","","104411","3","1","0.2","wac_birthday_wish_02"
"","8014037","-330","8014","-200","","104411","2","","","0.01"
"","8014038","1","8014","wac_birthday_shinobu_idle_wish","","103111","3","","0.2",""
"","8014039","-320","8014","150","","103111","2","","","0.01"
"","8014040","1","8014","wac_birthday_idle_smile","","100711","3","","0.2",""
"","8014041","-360","8014","265","","100711","2","","","0.01"
"","8014042","1","8014","wac_birthday_idle_normal","","102211","3","","0.2",""
"","8014043","-320","8014","400","","102211","2","","","0.01"
"","8014044","1","8014","wac_birthday_idle_smile","","100611","3","","0.2",""
"","8014045","-340","8014","500","","100611","2","","","0.01"
"","8014046","","8014","","","0","93","","",""
"","8014047","","8014","1","","800","32","","",""
"","8014048","","8014","","","0.7","93","","",""
"","8014049","","8014","1","","702","32","","",""
"","8014050","","8014","","","0.5","93","","",""
"","8014051","0","8014","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","8014052","","8014","0","","701","32","","",""
"","8014053","","8014","","","0.4","93","","",""
"","8014054","0","8014","se_sys_login_birthday_cracker","","se_common","23","","",""
"","8014055","","8014","1","","700","32","","",""
"","8014056","0","8014","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","8014057","0","8014","wac_birthday_shinobu_clap_to_wish","","103111","3","1","0.2","wac_birthday_shinobu_idle_wish"
"0.2","8014058","0","8014","wac_birthday_clap","","102211","3","1","0.2","wac_birthday_idle_normal"
"","8014059","","8014","","","0.1","93","","",""
"0.2","8014060","0","8014","wac_birthday_clap","","100711","3","1","0.2","wac_birthday_idle_smile"
"","8014061","","8014","","","0.1","93","","",""
"0.2","8014062","0","8014","wac_birthday_clap","","100611","3","1","0.2","wac_birthday_idle_smile"
"","8014063","","8014","","","2","93","","",""
"","8014064","","8014","","","1","131","","",""
"","8014065","0","8014","vo_wac_08014_000","","vo_wac_08014","21","","","0"
"0","8014066","10","8014","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","0.5","104411","11","1","0","1"
"","8014067","","8014","","","0","91","","",""
"","8014068","1","8014","wac_birthday_idle_normal","","104411","3","","0.2",""
"","8014069","1","8014","wac_birthday_shinobu_talk_wish","","103111","3","","0.2",""
"","8014070","0","8014","vo_wac_08014_002","","vo_wac_08014","21","","","0"
"0","8014071","10","8014","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","0.5","103111","11","1","0","1"
"","8014072","","8014","","","0","91","","",""
"","8014073","1","8014","wac_birthday_shinobu_idle_wish","","103111","3","","0.2",""
"","8014074","1","8014","wac_birthday_talk_doya","","104411","3","","0.2",""
"","8014075","0","8014","vo_wac_08014_003","","vo_wac_08014","21","","","0"
"0","8014076","10","8014","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","0.5","104411","11","1","0","1"
"","8014077","","8014","","","0","91","","",""
"","8014078","1","8014","wac_birthday_talk_smile","","104411","3","","0.2",""
"","8014079","0","8014","vo_wac_08014_004","","vo_wac_08014","21","","","0"
"0","8014080","10","8014","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","0.5","104411","11","1","0","1"
"","8014081","","8014","","","0","91","","",""
"","8014082","","8014","","","0","22","","",""
"","8514001","","8514","bgm_M321_2C","","bgm_M321","25","","",""
"0","8514002","250","8514","102311","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","8514003","256","8514","102111","wac_birthday_idle_wish","1","1","-270","2","200"
"1","8514004","258","8514","102811","wac_birthday_idle_normal","1","1","-310","2","310"
"1","8514005","257","8514","102511","wac_birthday_idle_smile","1","1","-290","2","445"
"","8514006","","8514","300","","102311","13","","",""
"","8514007","","8514","300","","102111","13","","",""
"","8514008","0","8514","600","","600","31","1","1","0"
"","8514009","0","8514","602","","602","31","1","0","0"
"","8514010","0","8514","603","","603","31","1","0","0"
"","8514011","30","8514","604","","604","31","1","1","60"
"","8514012","0","8514","610","","610","31","1","1","0"
"","8514013","0","8514","700","","700","31","1","0","0"
"","8514014","0","8514","701","","701","31","1","0","0"
"","8514015","0","8514","702","","702","31","1","0","0"
"","8514016","0","8514","800","","800","31","1","0","0"
"","8514017","30","8514","907","","907","31","1","1","60"
"","8514018","","8514","","","1","93","","",""
"0.2","8514019","0","8514","wac_birthday_reaction_01","","102111","3","1","0.2","wac_birthday_reaction_03"
"","8514020","","8514","","","0.1","93","","",""
"0.2","8514021","0","8514","wac_birthday_reaction_01","","102811","3","1","0.2","wac_birthday_reaction_04"
"0.2","8514022","0","8514","wac_birthday_reaction_05","","102511","3","1","0.2","wac_birthday_reaction_03"
"","8514023","","8514","","","0.3","93","","",""
"","8514024","1","8514","wac_birthday_run_01","","102311","3","","0.2",""
"","8514025","-70","8514","0","","102311","2","","","3"
"","8514026","","8514","","","2.5","93","","",""
"","8514027","","8514","1","","602","32","","",""
"","8514028","","8514","","","0.6","93","","",""
"","8514029","","8514","0","","600","32","","",""
"","8514030","","8514","0","","610","32","","",""
"","8514031","","8514","0","","604","32","","",""
"","8514032","","8514","1","","701","32","","",""
"","8514033","0","8514","0","","907","33","","","0.01"
"0.2","8514034","0","8514","wac_birthday_blowout_01","","102311","3","1","0.2","wac_birthday_wish_02"
"","8514035","-330","8514","-200","","102311","2","","","0.01"
"","8514036","1","8514","wac_birthday_idle_wish","","102111","3","","0.2",""
"","8514037","-320","8514","180","","102111","2","","","0.01"
"","8514038","1","8514","wac_birthday_idle_normal","","102811","3","","0.2",""
"","8514039","-360","8514","290","","102811","2","","","0.01"
"","8514040","1","8514","wac_birthday_idle_smile","","102511","3","","0.2",""
"","8514041","-340","8514","425","","102511","2","","","0.01"
"","8514042","","8514","","","0","93","","",""
"","8514043","","8514","1","","800","32","","",""
"","8514044","","8514","","","0.7","93","","",""
"","8514045","","8514","1","","702","32","","",""
"","8514046","","8514","","","0.5","93","","",""
"","8514047","0","8514","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","8514048","","8514","0","","701","32","","",""
"","8514049","","8514","","","0.4","93","","",""
"","8514050","0","8514","se_sys_login_birthday_cracker","","se_common","23","","",""
"","8514051","","8514","1","","700","32","","",""
"","8514052","0","8514","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","8514053","0","8514","wac_birthday_clap_to_wish","","102111","3","1","0.2","wac_birthday_idle_wish"
"","8514054","","8514","","","0.1","93","","",""
"0.2","8514055","0","8514","wac_birthday_clap","","102811","3","1","0.2","wac_birthday_idle_normal"
"","8514056","","8514","","","0.1","93","","",""
"0.2","8514057","0","8514","wac_birthday_clap","","102511","3","1","0.2","wac_birthday_idle_smile"
"","8514058","","8514","","","2","93","","",""
"","8514059","","8514","","","1","131","","",""
"","8514060","0","8514","vo_wac_08514_000","","vo_wac_08514","21","","","0"
"0","8514061","10","8514","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","0.5","102311","11","1","0","1"
"","8514062","","8514","","","0","91","","",""
"","8514063","1","8514","wac_birthday_idle_smile","","102311","3","","0.2",""
"","8514064","1","8514","wac_birthday_talk_smile","","102111","3","","0.2",""
"","8514065","0","8514","vo_wac_08514_001","","vo_wac_08514","21","","","0"
"0","8514066","10","8514","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","0.5","102111","11","1","0","1"
"","8514067","","8514","","","0","91","","",""
"","8514068","1","8514","wac_birthday_idle_smile","","102111","3","","0.2",""
"","8514069","1","8514","wac_birthday_talk_wish","","102311","3","","0.2",""
"","8514070","0","8514","vo_wac_08514_002","","vo_wac_08514","21","","","0"
"0","8514071","10","8514","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","0.5","102311","11","1","0","1"
"","8514072","","8514","","","0","91","","",""
"","8514073","1","8514","wac_birthday_talk_smile","","102311","3","","0.2",""
"","8514074","0","8514","vo_wac_08514_003","","vo_wac_08514","21","","","0"
"0","8514075","10","8514","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","0.5","102311","11","1","0","1"
"","8514076","","8514","","","0","91","","",""
"","8514077","","8514","","","0","22","","",""
"","8614001","","8614","bgm_M321_2C","","bgm_M321","25","","",""
"0","8614002","250","8614","105911","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","8614003","256","8614","106411","wac_birthday_idle_smile","1","1","-270","2","200"
"1","8614004","258","8614","106011","wac_birthday_idle_doya","1","1","-310","2","315"
"1","8614005","257","8614","105811","wac_birthday_idle_kyapi","1","1","-290","2","455"
"","8614006","","8614","300","","105911","13","","",""
"","8614007","","8614","300","","106411","13","","",""
"","8614008","0","8614","600","","600","31","1","1","0"
"","8614009","0","8614","602","","602","31","1","0","0"
"","8614010","0","8614","603","","603","31","1","0","0"
"","8614011","30","8614","604","","604","31","1","1","60"
"","8614012","0","8614","610","","610","31","1","1","0"
"","8614013","0","8614","700","","700","31","1","0","0"
"","8614014","0","8614","701","","701","31","1","0","0"
"","8614015","0","8614","702","","702","31","1","0","0"
"","8614016","0","8614","800","","800","31","1","0","0"
"","8614017","30","8614","908","","908","31","1","1","60"
"","8614018","","8614","","","1","93","","",""
"0.2","8614019","0","8614","wac_birthday_reaction_01","","106011","3","1","0.2","wac_birthday_reaction_04"
"","8614020","","8614","","","0.1","93","","",""
"0.2","8614021","0","8614","wac_birthday_reaction_02","","106411","3","1","0.2","wac_birthday_reaction_03"
