e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007402134","3","","","1","100211","mhp_talk_worry","0.2","1007402","",""
"1007402135","21","0","","0","vo_mhp_1007402","vo_mhp_4110","","1007402","",""
"1007402136","11","1","0","4","100211","謝、謝謝妳……\n但這和疾病有什麼關係……","0","1007402","0","0.5"
"1007402137","91","","","","0","","","1007402","",""
"1007402138","3","","","1","100211","mhp_idle_sad","0.2","1007402","",""
"1007402139","3","","","1","117531","mhp_talk_normal","0.2","1007402","",""
"1007402140","21","0","","0","vo_mhp_1007402","vo_mhp_4111","","1007402","",""
"1007402141","11","1","0","4","117531","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","0","1007402","0","0.5"
"1007402142","91","","","","0","","","1007402","",""
"1007402143","22","","","","0","0","","1007402","",""
"1007402144","3","mhp_sit_idle","1","0","117531","mhp_sit_in","0.2","1007402","0.2",""
"1007402145","93","","","","1","0","","1007402","",""
"1007402146","101","","","","1007402160","","","1007402","",""
"1007402147","3","","","1","117531","mhp_sit_idle","0.2","1007402","",""
"1007402148","3","","","1","100211","mhp_sit_talk_worry","0.2","1007402","",""
"1007402149","21","0","","0","vo_mhp_1007402","vo_mhp_4112","","1007402","",""
"1007402150","11","1","0","4","100211","數、數羊？\n那個，我並沒有睡眠不足的問題……","0","1007402","0","0.5"
"1007402151","91","","","","0","","","1007402","",""
"1007402152","3","","","1","100211","mhp_sit_idle_sad","0.2","1007402","",""
"1007402153","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007402","",""
"1007402154","21","0","","0","vo_mhp_1007402","vo_mhp_4113","","1007402","",""
"1007402155","11","1","0","6","117531","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","0","1007402","0","0.5"
"1007402156","91","","","","0","","","1007402","",""
"1007402157","22","","","","0","0","","1007402","",""
"1007402158","3","","","1","117531","mhp_sit_idle","0.2","1007402","",""
"1007402159","3","","","0","100211","mhp_sit_out","0.2","1007402","",""
"1007402160","91","","","","0","","","1007402","",""
"1007402161","3","","","0","100211","mhp_yui_pekori","0.2","1007402","",""
"1007402162","91","","","","0","","","1007402","",""
"1007402163","3","","","1","100211","mhp_yui_walk_sad","0.2","1007402","",""
"1007402164","4","","","","100211","1","","1007402","",""
"1007402165","2","5","0","-220","100211","-1000","","1007402","",""
"1007402166","93","","","","4","0","","1007402","",""
"1007402167","3","","","1","117631","mhp_sit_talk_worry","0.2","1007402","",""
"1007402168","21","0","","0","vo_mhp_1007402","vo_mhp_4114","","1007402","",""
"1007402169","11","1","0","5","117631","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","0","1007402","0","0.5"
"1007402170","91","","","","0","","","1007402","",""
"1007402171","3","","","1","117631","mhp_sit_idle","0.2","1007402","",""
"1007402172","3","","","1","117531","mhp_sit_talk_joy1","0.2","1007402","",""
"1007402173","21","0","","0","vo_mhp_1007402","vo_mhp_4115","","1007402","",""
"1007402174","11","1","0","5","117531","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","","1007402","0","0.5"
"1007402175","91","","","","0","","","1007402","",""
"1007402176","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007402","",""
"1007402177","21","0","","0","vo_mhp_1007402","vo_mhp_4116","","1007402","",""
"1007402178","11","1","0","4","117531","別人的情路真的是很有趣呢♪","","1007402","0","0.5"
"1007402179","91","","","","0","","","1007402","",""
"1007402180","22","","","","0","0.5","","1007402","",""
"1007402181","91","","","","0","","","1007402","",""
"1007403001","1","-1000","-240","100","1","100211","1.7","1007403","0","mhp_idle_normal"
"1007403002","1","185","-220","100","1","117531","1.7","1007403","1","mhp_sit_idle"
"1007403003","1","365","-200","100","1","117631","1.7","1007403","1","mhp_sit_idle"
"1007403004","31","-154","0.85","-240","1","1","1","1007403","",""
"1007403005","31","0","1","0","13","113","0","1007403","",""
"1007403006","31","0","1","0","15","115","0","1007403","",""
"1007403007","31","0","1","0","30","130","0","1007403","",""
"1007403008","5","-200","-220","110","1","11","1.7","1007403","0","NoItem"
"1007403009","5","-200","-220","105","1","12","1.7","1007403","0","NoItem"
"1007403010","5","185","-220","110","1","21","1.7","1007403","1","NoItem"
"1007403011","5","185","-220","105","1","22","1.7","1007403","1","NoItem"
"1007403012","6","1","0","1","11","1","0","1007403","0",""
"1007403013","6","1","0","1","12","1","0","1007403","0",""
"1007403014","6","1","0","1","21","1","0","1007403","0",""
"1007403015","6","1","0","1","22","1","0","1007403","0",""
"1007403016","5","-1000","-220","110","1","31","1.7","1007403","0","NoItem"
"1007403017","91","","","","0","","","1007403","",""
"1007403018","3","","","1","117531","mhp_sit_talk_normal","0.2","1007403","",""
"1007403019","21","0","","0","vo_mhp_1007403","vo_mhp_4201","","1007403","",""
"1007403020","11","0","0","5","117531","優衣，請進～","0","1007403","0","0.5"
"1007403021","91","","","","0","","","1007403","",""
"1007403022","3","","","1","117531","mhp_sit_idle","0.2","1007403","",""
"1007403023","3","","0","1","100211","mhp_yui_walk_sad3","0.2","1007403","",""
"1007403024","2","4","0","-220","100211","-200","","1007403","",""
"1007403025","3","","","1","31","NoItem","0.2","1007403","",""
"1007403026","2","4","0","-220","31","-200","","1007403","",""
"1007403027","91","","","","0","","","1007403","",""
"1007403028","3","mhp_yui_sit_idle_sad3","1","0","100211","mhp_yui_sit_in_sad2","0.2","1007403","0.2",""
"1007403029","93","","","","1","0","","1007403","",""
"1007403030","3","","","1","100211","mhp_yui_sit_talk_sad2","0.2","1007403","",""
"1007403031","21","0","","0","vo_mhp_1007403","vo_mhp_4202","","1007403","",""
"1007403032","11","1","0","5","100211","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","0","1007403","0","0.5"
"1007403033","91","","","","0","","","1007403","",""
"1007403034","3","","","1","100211","mhp_yui_sit_idle_sad4","0.2","1007403","",""
"1007403035","3","","","1","117531","mhp_sit_talk_normal","0.2","1007403","",""
"1007403036","21","0","","0","vo_mhp_1007403","vo_mhp_4203","","1007403","",""
"1007403037","11","1","0","5","117531","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","0","1007403","0","0.5"
"1007403038","91","","","","0","","","1007403","",""
"1007403039","3","","","1","117531","mhp_sit_idle","0.2","1007403","",""
"1007403040","3","","","1","100211","mhp_yui_sit_talk_sad2","0.2","1007403","",""
"1007403041","3","","","1","31","mhp_yui_sit_talk_sad2","0","1007403","",""
"1007403042","21","0","","0","vo_mhp_1007403","vo_mhp_4204","","1007403","",""
"1007403043","11","1","0","3","100211","呃，這個……\n啊，啊～！","0","1007403","0","1.5"
"1007403044","93","","","","4","1","","1007403","",""
"1007403045","3","","","1","100211","mhp_yui_hot","0.2","1007403","",""
"1007403046","3","","","1","31","mhp_yui_hot","0.2","1007403","",""
"1007403047","91","","","","1007403043","","","1007403","",""
"1007403048","93","","","","1","0","","1007403","",""
"1007403049","3","","","1","117531","mhp_sit_talk_normal","0.2","1007403","",""
"1007403050","21","0","","0","vo_mhp_1007403","vo_mhp_4205","","1007403","",""
"1007403051","11","1","0","4","117531","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","0","1007403","0","0.5"
"1007403052","91","","","","0","","","1007403","",""
"1007403053","3","","","1","117531","mhp_sit_idle","0.2","1007403","",""
"1007403054","3","","","1","100211","mhp_yui_sit_talk_wish2","0.2","1007403","",""
"1007403055","3","","","1","31","NoItem","0.2","1007403","",""
"1007403056","21","0","","0","vo_mhp_1007403","vo_mhp_4206","","1007403","",""
"1007403057","11","1","0","4","100211","那、那麼，這是……","0","1007403","0","0.5"
"1007403058","91","","","","0","","","1007403","",""
"1007403059","3","","","1","100211","mhp_yui_sit_idle_sad4","0.2","1007403","",""
"1007403060","3","","","1","117531","mhp_sit_talk_wish","0.2","1007403","",""
"1007403061","21","0","","0","vo_mhp_1007403","vo_mhp_4207","","1007403","",""
"1007403062","11","1","0","8","117531","就是讓許多人煩心的難治之症，戀愛病喔！","0","1007403","0","0.5"
"1007403063","91","","","","0","","","1007403","",""
"1007403064","3","","","1","117531","mhp_sit_idle","0.2","1007403","",""
"1007403065","3","","","1","100211","mhp_yui_sit_talk_surprise2","0.2","1007403","",""
"1007403066","21","0","","0","vo_mhp_1007403","vo_mhp_4208","","1007403","",""
"1007403067","11","1","0","5","100211","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","0","1007403","0","0.5"
"1007403068","91","","","","0","","","1007403","",""
"1007403069","3","","","1","100211","mhp_yui_sit_idle_verysad","0.2","1007403","",""
"1007403070","3","","","1","117531","mhp_sit_talk_joy1","0.2","1007403","",""
"1007403071","21","0","","0","vo_mhp_1007403","vo_mhp_4209","","1007403","",""
"1007403072","11","1","0","6","117531","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","0","1007403","0","0.5"
"1007403073","91","","","","0","","","1007403","",""
"1007403074","3","","","1","117531","mhp_sit_idle_joy1","0.2","1007403","",""
"1007403075","3","","","1","100211","mhp_yui_sit_talk_wish2","0.2","1007403","",""
"1007403076","21","0","","0","vo_mhp_1007403","vo_mhp_4210","","1007403","",""
"1007403077","11","1","0","4","100211","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","0","1007403","0","0.5"
"1007403078","91","","","","0","","","1007403","",""
"1007403079","3","","","1","100211","mhp_yui_sit_idle_sad3","0.2","1007403","",""
"1007403080","3","","","1","117531","mhp_sit_talk_surprise2","0.2","1007403","",""
"1007403081","21","0","","0","vo_mhp_1007403","vo_mhp_4211","","1007403","",""
"1007403082","11","1","0","8","117531","……咦？","0","1007403","0","0.5"
"1007403083","91","","","","0","","","1007403","",""
"1007403084","3","","","1","117531","mhp_sit_talk_surprise2","0.2","1007403","",""
"1007403085","3","","","1","100211","mhp_yui_sit_talk_worry2","0.2","1007403","",""
"1007403086","21","0","","0","vo_mhp_1007403","vo_mhp_4212","","1007403","",""
"1007403087","11","1","0","5","100211","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","0","1007403","0","0.5"
"1007403088","91","","","","0","","","1007403","",""
"1007403089","3","","","1","100211","mhp_yui_sit_idle_sad3","0.2","1007403","",""
"1007403090","3","","","1","117531","mhp_sit_talk_bitter","0.2","1007403","",""
"1007403091","21","0","","0","vo_mhp_1007403","vo_mhp_4213","","1007403","",""
"1007403092","11","1","0","5","117531","倒、倒也……不是這樣喔？","0","1007403","0","0.5"
"1007403093","91","","","","0","","","1007403","",""
"1007403094","3","","","1","117531","mhp_sit_idle_bitter","0.2","1007403","",""
"1007403095","3","","","1","100211","mhp_yui_sit_talk_kirakira","0.2","1007403","",""
"1007403096","21","0","","0","vo_mhp_1007403","vo_mhp_4214","","1007403","",""
"1007403097","11","1","0","3","100211","麻煩妳為我做戀愛診察！","0","1007403","0","0.5"
"1007403098","91","","","","0","","","1007403","",""
"1007403099","3","","","1","100211","mhp_yui_sit_idle_kirakira","0.2","1007403","",""
"1007403100","3","","","1","117531","mhp_mitsuki_sit_shake","0.2","1007403","",""
"1007403101","21","0","","0","vo_mhp_1007403","vo_mhp_4215","","1007403","",""
"1007403102","11","1","0","7","117531","咦、咦咦咦……！","0","1007403","0","0.5"
"1007403103","91","","","","0","","","1007403","",""
"1007403104","3","","","1","117531","mhp_sit_idle_sad3","0.2","1007403","",""
"1007403105","32","","1","","113","1","","1007403","",""
"1007403106","33","0","1","-100","113","193","","1007403","",""
"1007403107","33","0","1","-100","115","193","","1007403","",""
"1007403108","93","","","","0.8","0","","1007403","",""
"1007403109","21","0","","0","vo_mhp_1007403","vo_mhp_4216","","1007403","",""
"1007403110","13","","","","117531","10001","","1007403","",""
"1007403111","11","1","0","5","117531","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","0","1007403","0","0.5"
"1007403112","91","","","","0","","","1007403","",""
"1007403113","22","","","","0","0.5","","1007403","",""
"1007403114","93","","","","0.2","0","","1007403","",""
"1007403115","32","","1","","115","1","","1007403","",""
"1007403116","93","","","","1","0","","1007403","",""
"1007403117","32","","","","130","1","","1007403","",""
"1007403118","93","","","","4","0","","1007403","",""
"1007403119","32","","","","130","0","","1007403","",""
"1007404001","1","-1000","-240","100","1","111011","1.7","1007404","0","mhp_idle_normal"
"1007404002","1","185","-220","100","1","117531","1.7","1007404","1","mhp_sit_idle"
"1007404003","1","365","-200","100","1","117631","1.7","1007404","1","mhp_sit_idle"
"1007404004","31","-154","0.85","-240","1","1","1","1007404","",""
"1007404005","5","-200","-220","110","1","11","1.7","1007404","0","NoItem"
"1007404006","5","-200","-220","105","1","12","1.7","1007404","0","NoItem"
"1007404007","5","185","-220","110","1","21","1.7","1007404","1","NoItem"
"1007404008","5","185","-220","105","1","22","1.7","1007404","1","NoItem"
"1007404009","6","1","0","1","11","1","0","1007404","0",""
"1007404010","6","1","0","1","12","1","0","1007404","0",""
"1007404011","6","1","0","1","21","1","0","1007404","0",""
"1007404012","6","1","0","1","22","1","0","1007404","0",""
"1007404013","91","","","","0","","","1007404","",""
"1007404014","3","","","1","117531","mhp_sit_talk_normal","0.2","1007404","",""
"1007404015","21","0","","0","vo_mhp_1007404","vo_mhp_1001","","1007404","",""
"1007404016","11","0","0","7","117531","下一位請進～","0","1007404","0","0.5"
"1007404017","91","","","","0","","","1007404","",""
"1007404018","3","","","1","117531","mhp_sit_idle","0.2","1007404","",""
"1007404019","3","","","1","111011","mhp_walk","0.2","1007404","",""
"1007404020","2","4","0","-220","111011","-200","","1007404","",""
"1007404021","91","","","","0","","","1007404","",""
"1007404022","3","mhp_sit_idle_2","1","0","111011","mhp_sit_in_2","0.2","1007404","0.2",""
"1007404023","93","","","","1","0","","1007404","",""
"1007404024","3","","","1","111011","mhp_sit_talk_normal","0.2","1007404","",""
"1007404025","21","0","","0","vo_mhp_1007404","vo_mhp_1002","","1007404","",""
"1007404026","11","1","0","4","111011","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","0","1007404","0","0.5"
"1007404027","91","","","","0","0","","1007404","",""
"1007404028","3","","","1","111011","mhp_sit_idle_2","0.2","1007404","",""
"1007404029","3","","","1","117531","mhp_sit_talk_surprise2","0.2","1007404","",""
"1007404030","21","0","","0","vo_mhp_1007404","vo_mhp_1003","","1007404","",""
"1007404031","11","1","0","5","117531","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","0","1007404","0","0.5"
"1007404032","93","","","","2","1","","1007404","",""
"1007404033","3","","","1","117531","mhp_sit_talk_worry","0.2","1007404","",""
"1007404034","91","","","","1007404031","0","","1007404","",""
"1007404035","3","","","1","117531","mhp_sit_idle_sad","0.2","1007404","",""
"1007404036","3","","","1","111011","mhp_sit_talk_normal","0.2","1007404","",""
"1007404037","21","0","","0","vo_mhp_1007404","vo_mhp_1004","","1007404","",""
"1007404038","11","1","0","4","111011","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","0","1007404","0","0.5"
"1007404039","91","","","","0","0","","1007404","",""
"1007404040","3","","","1","111011","mhp_sit_idle_2","0.2","1007404","",""
"1007404041","3","","","1","117531","mhp_sit_talk_joy1","0.2","1007404","",""
"1007404042","21","0","","0","vo_mhp_1007404","vo_mhp_1005","","1007404","",""
"1007404043","11","1","0","4","117531","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","0","1007404","0","0.5"
"1007404044","93","","","","10","1","","1007404","",""
"1007404045","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007404","",""
"1007404046","91","","","","1007404043","0","","1007404","",""
"1007404047","3","","","1","117531","mhp_sit_idle_thinking","0.2","1007404","",""
