b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"0","0","232","720","12","33","0","106","124","0","14","11","0","2998","100901","2670","6","0","45"
"0","0","252","720","13","38","0","113","186","0","16","17","0","3531","100901","2810","6","0","45"
"0","0","282","840","14","42","0","120","262","0","18","17","0","4111","100901","2950","6","0","45"
"0","0","292","960","15","50","0","129","332","0","22","17","0","4716","100901","2980","6","0","45"
"0","0","322","960","16","55","0","137","407","0","22","17","0","5389","100901","3010","6","0","45"
"0","0","352","960","17","59","0","146","479","0","22","17","0","6117","100901","3010","6","0","45"
"0","0","382","960","18","65","0","155","568","0","22","17","0","6901","100901","3010","6","0","45"
"0","0","382","960","19","70","0","162","701","0","22","17","0","7789","100901","3010","6","0","45"
"0","0","382","960","20","80","0","176","858","0","22","17","0","8710","100901","3010","6","0","45"
"0","0","382","1060","21","86","0","184","1060","0","22","17","0","9729","100901","3010","6","0","45"
"0","0","382","1160","22","91","0","191","1278","0","22","17","0","10926","100901","3010","6","0","45"
"0","0","382","1160","23","97","0","207","1462","0","22","17","0","12249","100901","3010","6","0","45"
"0","0","382","1160","24","103","0","224","1605","0","22","17","0","13724","100901","3010","6","0","45"
"0","0","382","1160","25","109","0","232","1714","0","22","17","0","15434","100901","3010","6","0","45"
"0","0","382","1160","26","115","0","241","1786","0","22","17","0","17274","100901","3470","6","0","45"
"0","0","382","1160","27","121","0","249","1831","0","22","17","0","19309","100901","3470","6","0","45"
"0","0","382","1160","28","132","0","262","1857","0","22","17","0","21399","100901","3470","6","0","45"
"0","0","382","1160","29","136","0","266","1890","0","22","17","0","23721","100901","3930","6","0","45"
"0","0","382","1160","30","140","0","270","1924","0","22","17","0","26242","100901","3930","6","0","45"
"0","0","382","1160","31","144","0","274","1958","0","22","17","0","28821","100901","4390","6","0","45"
"0","0","382","1160","32","148","0","278","1992","0","22","17","0","31563","100901","4390","6","0","45"
"0","0","382","1160","33","152","0","282","2025","0","22","17","0","34396","100901","4890","6","0","45"
"0","0","382","1160","34","156","0","286","2057","0","22","17","0","37378","100901","5390","6","0","45"
"0","0","382","1160","35","160","0","290","2089","0","22","17","0","40565","100901","5390","6","0","45"
"0","0","0","75","2","1","0","2","0","0","0","0","0","23","101001","55","0","0","0"
"0","0","0","150","3","2","0","7","0","0","0","0","0","78","101001","150","0","0","0"
"0","0","5","200","4","5","0","16","0","0","0","0","0","169","101001","325","0","0","10"
"0","0","15","200","5","7","0","32","0","0","0","0","0","322","101001","625","0","0","10"
"0","0","15","200","6","15","0","51","0","0","0","0","0","495","101001","1155","0","0","25"
"26","0","50","200","7","22","0","69","0","0","0","0","0","724","101001","1515","0","0","30"
"52","0","50","200","8","33","0","90","0","0","4","0","0","988","101001","1845","0","0","60"
"52","0","50","200","9","44","0","117","0","0","9","5","0","1252","101001","2380","0","0","95"
"52","0","85","300","10","56","0","139","16","0","14","10","0","1551","101001","2920","0","0","100"
"52","0","85","840","11","67","0","171","24","0","14","10","0","1842","101001","3540","0","0","124"
"52","0","111","1060","12","84","0","196","41","0","17","14","0","2179","101001","3900","0","0","130"
"52","0","133","1180","13","110","0","226","57","0","17","19","0","2519","101001","4060","0","0","132"
"52","0","145","1300","14","138","0","263","67","0","17","21","0","2859","101001","4320","0","0","136"
"52","0","145","1520","15","165","0","297","81","0","17","21","0","3255","101001","4520","0","0","145"
"52","0","145","1520","16","195","0","328","97","0","17","21","0","3701","101001","4750","0","0","151"
"52","3","160","1520","17","223","0","367","117","0","17","21","0","4152","101001","4880","0","0","152"
"52","3","185","1520","18","259","0","413","132","0","17","21","0","4600","101001","5225","0","0","152"
"52","3","185","1615","19","300","0","465","157","0","17","21","0","5071","101001","5870","0","0","152"
"52","3","185","1615","20","342","0","512","193","0","17","21","0","5660","101001","6455","0","0","152"
"52","3","185","1615","21","391","0","574","228","0","17","21","0","6236","101001","7040","0","0","152"
"52","3","185","1715","22","443","0","636","264","0","17","21","0","6900","101001","8245","0","0","152"
"52","3","185","1715","23","502","0","702","294","0","17","21","0","7660","101001","9705","0","0","152"
"52","3","185","1715","24","563","0","777","294","0","17","21","0","8501","101001","11230","0","0","152"
"52","3","185","1715","25","617","0","838","319","0","17","21","0","9607","101001","12525","0","0","152"
"52","3","185","1715","26","660","0","887","346","0","17","21","0","11004","101001","13520","0","0","152"
"52","3","185","1715","27","701","0","931","363","0","17","21","0","12544","101001","14635","0","0","152"
"52","3","185","1715","28","744","0","975","380","0","17","21","0","14190","101001","15855","0","0","152"
"52","3","185","1715","29","792","0","1023","397","0","17","21","0","15938","101001","17230","0","0","152"
"52","3","185","1715","30","843","0","1074","415","0","17","21","0","17793","101001","18685","0","0","152"
"52","3","185","1715","31","895","0","1126","433","0","17","21","0","19738","101001","20220","0","0","152"
"52","3","185","1715","32","948","0","1179","451","0","17","21","0","21773","101001","21830","0","0","152"
"52","3","185","1715","33","1002","0","1233","469","0","17","21","0","23924","101001","23610","0","0","152"
"52","3","185","1715","34","1058","0","1289","486","0","17","21","0","26191","101001","25630","0","0","152"
"52","3","185","1715","35","1114","0","1345","503","0","17","21","0","28569","101001","27820","0","0","152"
"17","0","0","50","2","2","0","3","0","0","0","0","0","0","101101","50","0","0","0"
"80","0","10","105","3","3","0","5","0","0","0","0","0","0","101101","140","0","0","0"
"198","0","45","245","4","5","0","7","0","0","0","0","0","0","101101","260","0","0","5"
"353","3","70","405","5","9","0","13","0","0","0","0","0","0","101101","530","0","0","10"
"566","3","85","915","6","16","0","21","0","0","0","0","0","0","101101","1000","0","0","10"
"838","7","85","1520","7","20","0","33","0","0","0","0","0","0","101101","1320","0","0","10"
"1137","7","85","1965","8","31","0","50","0","0","4","0","0","0","101101","1750","0","0","10"
"1451","14","85","2085","9","46","0","65","0","0","13","0","25","0","101101","2165","0","0","10"
"1787","19","85","2145","10","54","0","82","0","0","18","0","70","0","101101","2585","0","5","35"
"2216","19","85","2455","11","61","0","98","0","0","20","0","111","0","101101","2985","0","10","45"
"2636","24","85","2455","12","65","0","110","0","0","22","0","144","0","101101","3355","2","30","55"
"3162","24","110","2455","13","71","0","123","0","0","24","0","193","0","101101","3505","4","43","55"
"3781","24","135","2455","14","78","0","132","0","0","24","0","262","0","101101","3505","6","46","55"
"4448","24","135","2455","15","88","0","139","0","0","24","0","341","0","101101","3505","6","49","55"
"5126","24","135","2455","16","103","0","146","0","0","24","0","398","0","101101","3505","6","57","55"
"5846","24","135","2455","17","116","0","155","0","0","24","0","478","0","101101","3555","6","60","55"
"6596","24","135","2455","18","128","0","174","0","0","24","0","587","0","101101","3605","6","60","55"
"7442","24","135","2455","19","137","0","198","0","0","24","0","697","0","101101","3700","6","60","55"
"8317","24","135","2455","20","155","0","231","0","0","24","0","786","0","101101","3895","6","60","55"
"9346","24","135","2455","21","166","0","259","0","0","24","0","889","0","101101","4085","6","60","55"
"10529","24","135","2455","22","182","0","289","0","0","24","0","1004","0","101101","4175","6","60","55"
"11863","24","135","2455","23","200","0","316","0","0","24","0","1099","0","101101","4265","6","60","55"
"13327","24","135","2455","24","212","0","346","0","0","24","0","1196","0","101101","4355","6","60","55"
"15030","24","135","2455","25","220","0","368","0","0","24","0","1270","0","101101","4355","6","60","55"
"16889","24","135","2455","26","226","0","386","0","0","24","0","1320","0","101101","4675","6","60","55"
"18903","24","135","2455","27","231","0","398","0","0","24","0","1354","0","101101","4995","6","60","55"
"21100","24","135","2455","28","237","0","406","0","0","24","0","1382","0","101101","4995","6","60","55"
"23425","24","135","2455","29","244","0","413","0","0","24","0","1413","0","101101","5315","6","60","55"
"25924","24","135","2455","30","252","0","421","0","0","24","0","1445","0","101101","5315","6","60","55"
"28497","24","135","2455","31","260","0","429","0","0","24","0","1477","0","101101","5635","6","60","55"
"31207","24","135","2455","32","269","0","438","0","0","24","0","1509","0","101101","5635","6","60","55"
"34022","24","135","2455","33","278","0","447","0","0","24","0","1540","0","101101","6005","6","60","55"
"37028","24","135","2455","34","287","0","456","0","0","24","0","1570","0","101101","6005","6","60","55"
"40140","24","135","2455","35","296","0","465","0","0","24","0","1600","0","101101","6375","6","60","55"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","101201","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","101201","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","101201","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","101201","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","101201","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","101201","1395","0","0","15"
"0","0","120","100","8","10","0","66","0","0","4","0","0","1255","101201","1560","1","0","45"
"0","0","155","100","9","19","0","81","16","0","9","0","0","1569","101201","2135","2","0","45"
"0","0","175","520","10","25","0","103","39","0","14","0","0","1921","101201","2575","3","0","45"
"0","0","191","740","11","28","0","113","84","0","14","5","0","2374","101201","2835","4","0","45"
"0","0","227","740","12","31","0","123","139","0","14","13","0","2840","101201","2975","4","0","45"
"0","0","247","740","13","39","0","135","199","0","16","16","0","3321","101201","3215","4","0","45"
"0","0","269","860","14","49","0","152","263","0","18","16","0","3813","101201","3355","4","0","45"
"0","0","279","980","15","63","0","170","319","0","20","16","0","4324","101201","3445","4","0","49"
"0","0","299","980","16","76","0","187","378","0","22","16","0","4892","101201","3475","4","0","49"
"0","0","329","980","17","85","0","204","453","0","22","16","0","5520","101201","3475","4","0","49"
"0","0","339","980","18","95","0","222","557","0","22","16","0","6202","101201","3475","4","0","49"
"0","0","339","980","19","106","0","238","686","0","22","16","0","6978","101201","3475","4","0","49"
"0","0","339","980","20","121","0","259","824","0","22","16","0","7796","101201","3475","4","0","49"
"0","0","339","1080","21","131","0","270","1005","0","22","16","0","8735","101201","3475","4","0","49"
"0","0","339","1180","22","142","0","285","1197","0","22","16","0","9818","101201","3475","4","0","49"
"0","0","339","1180","23","153","0","308","1346","0","22","16","0","11079","101201","3475","4","0","49"
"0","0","339","1180","24","165","0","333","1462","0","22","16","0","12471","101201","3475","4","0","49"
"0","0","339","1180","25","177","0","350","1554","0","22","16","0","14086","101201","3475","4","0","49"
"0","0","339","1180","26","189","0","367","1598","0","22","16","0","15843","101201","3935","4","0","49"
"0","0","339","1180","27","201","0","384","1624","0","22","16","0","17728","101201","4395","4","0","49"
"0","0","339","1180","28","212","0","397","1650","0","22","16","0","19818","101201","4395","4","0","49"
"0","0","339","1180","29","221","0","406","1677","0","22","16","0","22051","101201","4855","4","0","49"
"0","0","339","1180","30","229","0","414","1705","0","22","16","0","24438","101201","5315","4","0","49"
"0","0","339","1180","31","237","0","422","1733","0","22","16","0","26933","101201","5775","4","0","49"
"0","0","339","1180","32","245","0","430","1761","0","22","16","0","29538","101201","6235","4","0","49"
"0","0","339","1180","33","253","0","438","1788","0","22","16","0","32284","101201","6735","4","0","49"
"0","0","339","1180","34","261","0","446","1814","0","22","16","0","35138","101201","7735","4","0","49"
"0","0","339","1180","35","269","0","454","1840","0","22","16","0","38177","101201","8235","4","0","49"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","101301","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","101301","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","101301","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","101301","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","101301","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","101301","1395","0","0","15"
"0","0","120","100","8","10","0","66","0","0","4","0","0","1255","101301","1560","1","0","45"
"0","0","155","100","9","19","0","81","16","0","9","0","0","1569","101301","2135","2","0","45"
"0","0","175","520","10","25","0","103","39","0","14","0","0","1921","101301","2575","3","0","45"
"0","0","191","740","11","28","0","113","84","0","14","5","0","2374","101301","2835","4","0","45"
"0","0","227","740","12","31","0","123","139","0","14","13","0","2840","101301","2975","4","0","45"
"0","0","247","740","13","39","0","135","199","0","16","16","0","3321","101301","3215","4","0","45"
"0","0","269","860","14","49","0","152","263","0","18","16","0","3813","101301","3355","4","0","45"
"0","0","279","980","15","63","0","170","319","0","20","16","0","4324","101301","3445","4","0","49"
"0","0","299","980","16","76","0","187","378","0","22","16","0","4892","101301","3475","4","0","49"
"0","0","329","980","17","85","0","204","453","0","22","16","0","5520","101301","3475","4","0","49"
"0","0","339","980","18","95","0","222","557","0","22","16","0","6202","101301","3475","4","0","49"
"0","0","339","980","19","106","0","238","686","0","22","16","0","6978","101301","3475","4","0","49"
"0","0","339","980","20","121","0","259","824","0","22","16","0","7796","101301","3475","4","0","49"
"0","0","339","1080","21","131","0","270","1005","0","22","16","0","8735","101301","3475","4","0","49"
"0","0","339","1180","22","142","0","285","1197","0","22","16","0","9818","101301","3475","4","0","49"
"0","0","339","1180","23","153","0","308","1346","0","22","16","0","11079","101301","3475","4","0","49"
"0","0","339","1180","24","165","0","333","1462","0","22","16","0","12471","101301","3475","4","0","49"
"0","0","339","1180","25","177","0","350","1554","0","22","16","0","14086","101301","3475","4","0","49"
"0","0","339","1180","26","189","0","367","1598","0","22","16","0","15843","101301","3935","4","0","49"
"0","0","339","1180","27","201","0","384","1624","0","22","16","0","17728","101301","4395","4","0","49"
"0","0","339","1180","28","212","0","397","1650","0","22","16","0","19818","101301","4395","4","0","49"
"0","0","339","1180","29","221","0","406","1677","0","22","16","0","22051","101301","4855","4","0","49"
