cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"150000","71014023","12","94002","10014045"
"200000","71014024","12","94002","10014046"
"50","71014025","8","91002","10014047"
"1","71014026","2","31012","10014048"
"1","71014027","2","31012","10014049"
"1","71014028","2","31012","10014050"
"1","71014029","2","31012","10014051"
"1","71014030","2","31012","10014052"
"4","71014031","2","31012","10014053"
"5","61015001","2","60142","10015001"
"5","61015002","2","60142","10015002"
"30","71015001","8","91002","10015003"
"1","71015001","2","22002","10015004"
"30","71015002","8","91002","10015005"
"1","71015002","2","22002","10015006"
"30","71015003","8","91002","10015007"
"1","71015003","2","22002","10015008"
"30","71015004","8","91002","10015009"
"1","71015004","2","22002","10015010"
"30","71015005","8","91002","10015011"
"1","71015005","2","22002","10015012"
"30","71015006","8","91002","10015013"
"1","71015006","2","22002","10015014"
"30","71015007","8","91002","10015015"
"1","71015007","2","22002","10015016"
"30","71015008","8","91002","10015017"
"1","71015008","2","22002","10015018"
"30","71015009","8","91002","10015019"
"1","71015009","2","22002","10015020"
"30","71015010","8","91002","10015021"
"1","71015010","2","22002","10015022"
"30","71015011","8","91002","10015023"
"1","71015011","2","22002","10015024"
"30","71015012","8","91002","10015025"
"1","71015012","2","22002","10015026"
"30","71015013","8","91002","10015027"
"1","71015013","2","22002","10015028"
"30","71015014","8","91002","10015029"
"1","71015014","2","22002","10015030"
"30","71015015","8","91002","10015031"
"1","71015015","2","22002","10015032"
"60","71015016","8","91002","10015033"
"2","71015016","2","22002","10015034"
"60","71015017","8","91002","10015035"
"2","71015017","2","22002","10015036"
"60","71015018","8","91002","10015037"
"2","71015018","2","22002","10015038"
"60","71015019","8","91002","10015039"
"2","71015019","2","22002","10015040"
"60","71015020","8","91002","10015041"
"2","71015020","2","22002","10015042"
"50000","71015021","12","94002","10015043"
"100000","71015022","12","94002","10015044"
"150000","71015023","12","94002","10015045"
"200000","71015024","12","94002","10015046"
"50","71015025","8","91002","10015047"
"1","71015026","2","31053","10015048"
"1","71015027","2","31053","10015049"
"2","71015028","2","31053","10015050"
"2","71015029","2","31053","10015051"
"4","71015030","2","31053","10015052"
"10","71015031","2","31053","10015053"
"2","81015001","2","31053","10015054"
"30","81015001","8","91002","10015055"
"100","81015002","2","60142","10015056"
"30000","81015002","12","94002","10015057"
"100","81015003","2","60142","10015058"
"30000","81015003","12","94002","10015059"
"2","81015004","2","31053","10015060"
"30","81015004","8","91002","10015061"
"100","81015005","2","60142","10015062"
"30000","81015005","12","94002","10015063"
"100","81015006","2","60142","10015064"
"30000","81015006","12","94002","10015065"
"2","81015007","2","31053","10015066"
"30","81015007","8","91002","10015067"
"5","61016001","2","60152","10016001"
"5","61016002","2","60152","10016002"
"30","71016001","8","91002","10016003"
"1","71016001","2","22002","10016004"
"30","71016002","8","91002","10016005"
"1","71016002","2","22002","10016006"
"30","71016003","8","91002","10016007"
"1","71016003","2","22002","10016008"
"30","71016004","8","91002","10016009"
"1","71016004","2","22002","10016010"
"30","71016005","8","91002","10016011"
"1","71016005","2","22002","10016012"
"30","71016006","8","91002","10016013"
"1","71016006","2","22002","10016014"
"30","71016007","8","91002","10016015"
"1","71016007","2","22002","10016016"
"30","71016008","8","91002","10016017"
"1","71016008","2","22002","10016018"
"30","71016009","8","91002","10016019"
"1","71016009","2","22002","10016020"
"30","71016010","8","91002","10016021"
"1","71016010","2","22002","10016022"
"30","71016011","8","91002","10016023"
"1","71016011","2","22002","10016024"
"30","71016012","8","91002","10016025"
"1","71016012","2","22002","10016026"
"30","71016013","8","91002","10016027"
"1","71016013","2","22002","10016028"
"30","71016014","8","91002","10016029"
"1","71016014","2","22002","10016030"
"30","71016015","8","91002","10016031"
"1","71016015","2","22002","10016032"
"60","71016016","8","91002","10016033"
"2","71016016","2","22002","10016034"
"60","71016017","8","91002","10016035"
"2","71016017","2","22002","10016036"
"60","71016018","8","91002","10016037"
"2","71016018","2","22002","10016038"
"60","71016019","8","91002","10016039"
"2","71016019","2","22002","10016040"
"60","71016020","8","91002","10016041"
"2","71016020","2","22002","10016042"
"50000","71016021","12","94002","10016043"
"100000","71016022","12","94002","10016044"
"150000","71016023","12","94002","10016045"
"200000","71016024","12","94002","10016046"
"50","71016025","8","91002","10016047"
"1","71016026","2","31020","10016048"
"1","71016027","2","31020","10016049"
"1","71016028","2","31020","10016050"
"1","71016029","2","31020","10016051"
"1","71016030","2","31020","10016052"
"4","71016031","2","31020","10016053"
"5","61017001","2","60162","10017001"
"5","61017002","2","60162","10017002"
"30","71017001","8","91002","10017003"
"1","71017001","2","22002","10017004"
"30","71017002","8","91002","10017005"
"1","71017002","2","22002","10017006"
"30","71017003","8","91002","10017007"
"1","71017003","2","22002","10017008"
"30","71017004","8","91002","10017009"
"1","71017004","2","22002","10017010"
"30","71017005","8","91002","10017011"
"1","71017005","2","22002","10017012"
"30","71017006","8","91002","10017013"
"1","71017006","2","22002","10017014"
"30","71017007","8","91002","10017015"
"1","71017007","2","22002","10017016"
"30","71017008","8","91002","10017017"
"1","71017008","2","22002","10017018"
"30","71017009","8","91002","10017019"
"1","71017009","2","22002","10017020"
"30","71017010","8","91002","10017021"
"1","71017010","2","22002","10017022"
"30","71017011","8","91002","10017023"
"1","71017011","2","22002","10017024"
"30","71017012","8","91002","10017025"
"1","71017012","2","22002","10017026"
"30","71017013","8","91002","10017027"
"1","71017013","2","22002","10017028"
"30","71017014","8","91002","10017029"
"1","71017014","2","22002","10017030"
"30","71017015","8","91002","10017031"
"1","71017015","2","22002","10017032"
"60","71017016","8","91002","10017033"
"2","71017016","2","22002","10017034"
"60","71017017","8","91002","10017035"
"2","71017017","2","22002","10017036"
"60","71017018","8","91002","10017037"
"2","71017018","2","22002","10017038"
"60","71017019","8","91002","10017039"
"2","71017019","2","22002","10017040"
"60","71017020","8","91002","10017041"
"2","71017020","2","22002","10017042"
"50000","71017021","12","94002","10017043"
"100000","71017022","12","94002","10017044"
"150000","71017023","12","94002","10017045"
"200000","71017024","12","94002","10017046"
"50","71017025","8","91002","10017047"
"1","71017026","2","31098","10017048"
"1","71017027","2","31098","10017049"
"2","71017028","2","31098","10017050"
"2","71017029","2","31098","10017051"
"4","71017030","2","31098","10017052"
"1","71017031","1","109801","10017053"
"10","71017032","2","31098","10017054"
"2","81017001","2","31098","10017055"
"30","81017001","8","91002","10017056"
"100","81017002","2","60162","10017057"
"30000","81017002","12","94002","10017058"
"100","81017003","2","60162","10017059"
"30000","81017003","12","94002","10017060"
"2","81017004","2","31098","10017061"
"30","81017004","8","91002","10017062"
"100","81017005","2","60162","10017063"
"30000","81017005","12","94002","10017064"
"100","81017006","2","60162","10017065"
"30000","81017006","12","94002","10017066"
"2","81017007","2","31098","10017067"
"30","81017007","8","91002","10017068"
"100","81017008","8","91002","10017069"
"5","61018001","2","60172","10018001"
"5","61018002","2","60172","10018002"
"30","71018001","8","91002","10018003"
"1","71018001","2","22002","10018004"
"30","71018002","8","91002","10018005"
"1","71018002","2","22002","10018006"
"30","71018003","8","91002","10018007"
"1","71018003","2","22002","10018008"
"30","71018004","8","91002","10018009"
"1","71018004","2","22002","10018010"
"30","71018005","8","91002","10018011"
"1","71018005","2","22002","10018012"
"30","71018006","8","91002","10018013"
"1","71018006","2","22002","10018014"
"30","71018007","8","91002","10018015"
"1","71018007","2","22002","10018016"
"30","71018008","8","91002","10018017"
"1","71018008","2","22002","10018018"
"30","71018009","8","91002","10018019"
"1","71018009","2","22002","10018020"
"30","71018010","8","91002","10018021"
"1","71018010","2","22002","10018022"
"30","71018011","8","91002","10018023"
"1","71018011","2","22002","10018024"
"30","71018012","8","91002","10018025"
"1","71018012","2","22002","10018026"
"30","71018013","8","91002","10018027"
"1","71018013","2","22002","10018028"
"30","71018014","8","91002","10018029"
"1","71018014","2","22002","10018030"
"30","71018015","8","91002","10018031"
"1","71018015","2","22002","10018032"
"60","71018016","8","91002","10018033"
"2","71018016","2","22002","10018034"
"60","71018017","8","91002","10018035"
"2","71018017","2","22002","10018036"
"60","71018018","8","91002","10018037"
"2","71018018","2","22002","10018038"
"60","71018019","8","91002","10018039"
"2","71018019","2","22002","10018040"
"60","71018020","8","91002","10018041"
"2","71018020","2","22002","10018042"
"50000","71018021","12","94002","10018043"
"100000","71018022","12","94002","10018044"
"150000","71018023","12","94002","10018045"
"200000","71018024","12","94002","10018046"
"50","71018025","8","91002","10018047"
"1","71018026","2","31010","10018048"
"1","71018027","2","31010","10018049"
"1","71018028","2","31010","10018050"
"1","71018029","2","31010","10018051"
"1","71018030","2","31010","10018052"
"4","71018031","2","31010","10018053"
"5","61019001","2","60182","10019001"
"5","61019002","2","60182","10019002"
"30","71019001","8","91002","10019003"
"1","71019001","2","22002","10019004"
"30","71019002","8","91002","10019005"
"1","71019002","2","22002","10019006"
"30","71019003","8","91002","10019007"
"1","71019003","2","22002","10019008"
"30","71019004","8","91002","10019009"
"1","71019004","2","22002","10019010"
"30","71019005","8","91002","10019011"
"1","71019005","2","22002","10019012"
"30","71019006","8","91002","10019013"
"1","71019006","2","22002","10019014"
"30","71019007","8","91002","10019015"
"1","71019007","2","22002","10019016"
"30","71019008","8","91002","10019017"
"1","71019008","2","22002","10019018"
"30","71019009","8","91002","10019019"
"1","71019009","2","22002","10019020"
"30","71019010","8","91002","10019021"
"1","71019010","2","22002","10019022"
"30","71019011","8","91002","10019023"
"1","71019011","2","22002","10019024"
"30","71019012","8","91002","10019025"
"1","71019012","2","22002","10019026"
"30","71019013","8","91002","10019027"
"1","71019013","2","22002","10019028"
"30","71019014","8","91002","10019029"
"1","71019014","2","22002","10019030"
"30","71019015","8","91002","10019031"
"1","71019015","2","22002","10019032"
"60","71019016","8","91002","10019033"
"2","71019016","2","22002","10019034"
"60","71019017","8","91002","10019035"
"2","71019017","2","22002","10019036"
"60","71019018","8","91002","10019037"
"2","71019018","2","22002","10019038"
"60","71019019","8","91002","10019039"
"2","71019019","2","22002","10019040"
"60","71019020","8","91002","10019041"
"2","71019020","2","22002","10019042"
"50000","71019021","12","94002","10019043"
"100000","71019022","12","94002","10019044"
"150000","71019023","12","94002","10019045"
"200000","71019024","12","94002","10019046"
"50","71019025","8","91002","10019047"
"1","71019026","2","31101","10019048"
"1","71019027","2","31101","10019049"
"2","71019028","2","31101","10019050"
"2","71019029","2","31101","10019051"
"4","71019030","2","31101","10019052"
"1","71019031","1","110101","10019053"
"10","71019032","2","31101","10019054"
"2","81019001","2","31101","10019055"
"30","81019001","8","91002","10019056"
"100","81019002","2","60182","10019057"
"30000","81019002","12","94002","10019058"
"100","81019003","2","60182","10019059"
"30000","81019003","12","94002","10019060"
"2","81019004","2","31101","10019061"
"30","81019004","8","91002","10019062"
"100","81019005","2","60182","10019063"
"30000","81019005","12","94002","10019064"
"100","81019006","2","60182","10019065"
"30000","81019006","12","94002","10019066"
"2","81019007","2","31101","10019067"
"30","81019007","8","91002","10019068"
"100","81019008","8","91002","10019069"
"5","61020001","2","60192","10020001"
"5","61020002","2","60192","10020002"
"30","71020001","8","91002","10020003"
"1","71020001","2","22002","10020004"
"30","71020002","8","91002","10020005"
"1","71020002","2","22002","10020006"
"30","71020003","8","91002","10020007"
"1","71020003","2","22002","10020008"
"30","71020004","8","91002","10020009"
"1","71020004","2","22002","10020010"
"30","71020005","8","91002","10020011"
"1","71020005","2","22002","10020012"
"30","71020006","8","91002","10020013"
"1","71020006","2","22002","10020014"
"30","71020007","8","91002","10020015"
"1","71020007","2","22002","10020016"
"30","71020008","8","91002","10020017"
"1","71020008","2","22002","10020018"
"30","71020009","8","91002","10020019"
"1","71020009","2","22002","10020020"
"30","71020010","8","91002","10020021"
"1","71020010","2","22002","10020022"
"30","71020011","8","91002","10020023"
"1","71020011","2","22002","10020024"
"30","71020012","8","91002","10020025"
"1","71020012","2","22002","10020026"
"30","71020013","8","91002","10020027"
"1","71020013","2","22002","10020028"
"30","71020014","8","91002","10020029"
"1","71020014","2","22002","10020030"
"30","71020015","8","91002","10020031"
"1","71020015","2","22002","10020032"
"60","71020016","8","91002","10020033"
"2","71020016","2","22002","10020034"
