2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"869","1","7","","","31","-850","18690006","1","1","-125"
"869","2","1","","","31","-1100","18690007","1","1","-250"
"869","1750","110511","","","2","-125","18690008","","","10"
"869","1500","110011","","","2","-250","18690009","","","10"
"869","1750","1","","","2","-125","18690010","","","10"
"869","1500","2","","","2","-250","18690011","","","10"
"869","1750","1","","","33","-125","18690012","","","10"
"869","1500","2","","","33","-250","18690013","","","10"
"870","se_fpc_water_random","se_10053800","","","23","","18700001","","",""
"870","110111","1","1","cmn_float","1","22","18700002","-180","1.75","-1100"
"870","117111","1","0","cmn_float","1","12","18700003","-125","1.75","-1350"
"870","127011","1","0","cmn_float","1","22","18700004","-180","1.75","-1600"
"870","2","6","","","31","-1070","18700005","1","1","-180"
"870","3","6","","","31","-1350","18700006","1","1","-125"
"870","4","6","","","31","-1600","18700007","1","1","-180"
"870","1500","110111","","","2","-180","18700008","","","13.5"
"870","1250","117111","","","2","-125","18700009","","","13.5"
"870","1000","127011","","","2","-180","18700010","","","13.5"
"870","1530","2","","","33","-180","18700011","","","13.5"
"870","1250","3","","","33","-125","18700012","","","13.5"
"870","1000","4","","","33","-180","18700013","","","13.5"
"870","","2.7","","","93","","18700014","","",""
"870","vo_fpc_87001","vo_fpc","","","21","","18700015","","","0"
"871","se_fpc_water_random","se_10053800","","","23","","18710001","","",""
"871","122511","1","0","cmn_swm_breastStroke","1","12","18710002","-125","1.75","-850"
"871","117411","1","0","cmn_swm_breastStroke","1","32","18710003","-250","1.75","-1100"
"871","1","2","","","31","-850","18710004","1","1","-125"
"871","2","2","","","31","-1100","18710005","1","1","-250"
"871","1750","122511","","","2","-125","18710006","","","10"
"871","1500","117411","","","2","-250","18710007","","","10"
"871","1750","1","","","33","-125","18710008","","","10"
"871","1500","2","","","33","-250","18710009","","","10"
"872","se_fpc_water_random","se_10053800","","","23","","18720001","","",""
"872","110311","1","0","cmn_boat_relax_l","1","23","18720002","-180","1.75","-850"
"872","126711","1","0","cmn_boat_relax","1","23","18720003","-180","1.75","-1200"
"872","1","2","0","cmn_boat_idle_blue","5","22","18720004","-180","1.75","-850"
"872","2","2","0","cmn_boat_idle_l","5","22","18720005","-180","1.75","-1200"
"872","1","116","","","31","-850","18720006","1","1","-180"
"872","2","116","","","31","-1200","18720007","1","1","-180"
"872","1750","110311","","","2","-180","18720008","","","13.5"
"872","1400","126711","","","2","-180","18720009","","","13.5"
"872","1750","1","","","2","-180","18720010","","","13.5"
"872","1400","2","","","2","-180","18720011","","","13.5"
"872","1750","1","","","33","-180","18720012","","","13.5"
"872","1400","2","","","33","-180","18720013","","","13.5"
"872","","2.7","","","93","","18720014","","",""
"872","vo_fpc_87201","vo_fpc","","","21","","18720015","","","0"
"873","se_fpc_water_random","se_10053800","","","23","","18730001","","",""
"873","110411","1","0","cmn_swm_breastStroke","1","12","18730002","-125","1.75","-850"
"873","115711","1","0","cmn_swm_breastStroke","1","32","18730003","-250","1.75","-1100"
"873","1","2","","","31","-850","18730004","1","1","-125"
"873","2","2","","","31","-1100","18730005","1","1","-250"
"873","1750","110411","","","2","-125","18730006","","","10"
"873","1500","115711","","","2","-250","18730007","","","10"
"873","1750","1","","","33","-125","18730008","","","10"
"873","1500","2","","","33","-250","18730009","","","10"
"874","se_fpc_water_random","se_10053800","","","23","","18740001","","",""
"874","110411","1","1","cmn_float","1","22","18740002","-180","1.75","-1100"
"874","122611","1","0","cmn_float","1","12","18740003","-125","1.75","-1350"
"874","2","6","","","31","-1070","18740004","1","1","-180"
"874","3","6","","","31","-1350","18740005","1","1","-125"
"874","1500","110411","","","2","-180","18740006","","","13.5"
"874","1250","122611","","","2","-125","18740007","","","13.5"
"874","1530","2","","","33","-180","18740008","","","13.5"
"874","1250","3","","","33","-125","18740009","","","13.5"
"874","","2.6","","","93","","18740010","","",""
"874","vo_fpc_87401","vo_fpc","","","21","","18740011","","","0"
"875","se_fpc_water_random","se_10053800","","","23","","18750001","","",""
"875","108011","1","0","cmn_swm_diving","1","12","18750002","-125","1.75","-850"
"875","129411","1","0","cmn_swm_diving","1","22","18750003","-180","1.75","-1100"
"875","1","9","","","31","-850","18750004","1","1","-125"
"875","2","9","","","31","-1100","18750005","1","1","-180"
"875","1750","108011","","","2","-125","18750006","","","13.5"
"875","1500","129411","","","2","-180","18750007","","","13.5"
"875","1750","1","","","33","-125","18750008","","","13.5"
"875","1500","2","","","33","-180","18750009","","","13.5"
"876","se_fpc_water_random","se_10053800","","","23","","18760001","","",""
"876","117111","1","1","cmn_float","1","22","18760002","-180","1.75","-1100"
"876","129311","1","0","cmn_float","1","12","18760003","-125","1.75","-1350"
"876","2","6","","","31","-1070","18760004","1","1","-180"
"876","3","6","","","31","-1350","18760005","1","1","-125"
"876","1500","117111","","","2","-180","18760006","","","13.5"
"876","1250","129311","","","2","-125","18760007","","","13.5"
"876","1530","2","","","33","-180","18760008","","","13.5"
"876","1250","3","","","33","-125","18760009","","","13.5"
"876","","2.8","","","93","","18760010","","",""
"876","vo_fpc_87601","vo_fpc","","","21","","18760011","","","0"
"877","se_fpc_water_random","se_10053800","","","23","","18770001","","",""
"877","117211","1","0","cmn_crawl","1","12","18770002","-125","1.75","-850"
"877","117311","1","0","cmn_crawl","1","32","18770003","-250","1.75","-1100"
"877","117411","1","0","cmn_crawl","1","12","18770004","-125","1.75","-1350"
"877","129511","1","0","cmn_swm_diving","1","32","18770005","-250","1.75","-1600"
"877","1","7","","","31","-850","18770006","1","1","-125"
"877","2","1","","","31","-1100","18770007","1","1","-250"
"877","3","7","","","31","-1350","18770008","1","1","-125"
"877","4","9","","","31","-1600","18770009","1","1","-250"
"877","1750","117211","","","2","-125","18770010","","","10"
"877","1500","117311","","","2","-250","18770011","","","10"
"877","1250","117411","","","2","-125","18770012","","","10"
"877","1000","129511","","","2","-250","18770013","","","10"
"877","1750","1","","","33","-125","18770014","","","10"
"877","1500","2","","","33","-250","18770015","","","10"
"877","1250","3","","","33","-125","18770016","","","10"
"877","1000","4","","","33","-250","18770017","","","10"
"878","se_fpc_water_random","se_10053800","","","23","","18780001","","",""
"878","110611","1","0","cmn_swm_tread","1","13","18780002","-125","1.75","-850"
"878","129511","1","0","cmn_swm_tread","1","33","18780003","-250","1.75","-1100"
"878","1","1","0","cmn_swm_tread_pink","5","12","18780004","-125","1.75","-850"
"878","2","1","0","cmn_swm_tread_blue","5","32","18780005","-250","1.75","-1100"
"878","1","13","","","31","-850","18780006","1","1","-125"
"878","2","3","","","31","-1100","18780007","1","1","-250"
"878","1750","110611","","","2","-125","18780008","","","13.5"
"878","1500","129511","","","2","-250","18780009","","","13.5"
"878","1750","1","","","2","-125","18780010","","","13.5"
"878","1500","2","","","2","-250","18780011","","","13.5"
"878","1750","1","","","33","-125","18780012","","","13.5"
"878","1500","2","","","33","-250","18780013","","","13.5"
"879","se_fpc_water_random","se_10053800","","","23","","18790001","","",""
"879","107611","1","1","cmn_float","1","22","18790002","-180","1.75","-1100"
"879","122611","1","0","cmn_float","1","12","18790003","-125","1.75","-1350"
"879","2","6","","","31","-1070","18790004","1","1","-180"
"879","3","6","","","31","-1350","18790005","1","1","-125"
"879","1500","107611","","","2","-180","18790006","","","13.5"
"879","1250","122611","","","2","-125","18790007","","","13.5"
"879","1530","2","","","33","-180","18790008","","","13.5"
"879","1250","3","","","33","-125","18790009","","","13.5"
"879","","2.6","","","93","","18790010","","",""
"879","vo_fpc_87901","vo_fpc","","","21","","18790011","","","0"
"880","se_fpc_water_random","se_10053800","","","23","","18800001","","",""
"880","110311","1","1","cmn_float","1","22","18800002","-180","1.75","-1100"
"880","129311","1","1","04_misogi_float_loop","1","12","18800003","-125","1.75","-1350"
"880","2","6","","","31","-1070","18800004","1","1","-180"
"880","3","6","","","31","-1350","18800005","1","1","-125"
"880","1500","110311","","","2","-180","18800006","","","13.5"
"880","1250","129311","","","2","-125","18800007","","","13.5"
"880","1530","2","","","33","-180","18800008","","","13.5"
"880","1250","3","","","33","-125","18800009","","","13.5"
"880","","2.5","","","93","","18800010","","",""
"880","vo_fpc_88001","vo_fpc","","","21","","18800011","","","0"
"881","se_fpc_water_random","se_10053800","","","23","","18810001","","",""
"881","113511","1","1","cmn_float","1","22","18810002","-180","1.75","-1100"
"881","129311","1","1","04_misogi_float_loop","1","12","18810003","-125","1.75","-1350"
"881","2","6","","","31","-1070","18810004","1","1","-180"
"881","3","6","","","31","-1350","18810005","1","1","-125"
"881","1500","113511","","","2","-180","18810006","","","13.5"
"881","1250","129311","","","2","-125","18810007","","","13.5"
"881","1530","2","","","33","-180","18810008","","","13.5"
"881","1250","3","","","33","-125","18810009","","","13.5"
"881","","2.4","","","93","","18810010","","",""
"881","vo_fpc_88101","vo_fpc","","","21","","18810011","","","0"
"882","se_fpc_water_random","se_10053800","","","23","","18820001","","",""
"882","108011","1","0","cmn_boat_relax_l","1","23","18820002","-180","1.75","-850"
"882","107911","1","0","cmn_boat_cat","1","23","18820003","-180","1.75","-1200"
"882","1","2","0","cmn_boat_idle_blue","5","22","18820004","-180","1.75","-850"
"882","2","2","0","cmn_boat_idle_l","5","22","18820005","-180","1.75","-1200"
"882","1","116","","","31","-850","18820006","1","1","-180"
"882","2","116","","","31","-1200","18820007","1","1","-180"
"882","1750","108011","","","2","-180","18820008","","","13.5"
"882","1400","107911","","","2","-180","18820009","","","13.5"
"882","1750","1","","","2","-180","18820010","","","13.5"
"882","1400","2","","","2","-180","18820011","","","13.5"
"882","1750","1","","","33","-180","18820012","","","13.5"
"882","1400","2","","","33","-180","18820013","","","13.5"
"882","","1","","","93","","18820014","","",""
"882","vo_fpc_88201","vo_fpc","","","21","","18820015","","","0"
"883","se_fpc_water_random","se_10053800","","","23","","18830001","","",""
"883","110411","1","0","10_cmn_dogscratch","1","12","18830002","-125","1.75","-850"
"883","110511","1","0","10_cmn_dogscratch","1","32","18830003","-250","1.75","-1100"
"883","115711","1","0","10_cmn_dogscratch","1","12","18830004","-125","1.75","-1350"
"883","122411","1","0","10_cmn_dogscratch","1","32","18830005","-250","1.75","-1600"
"883","1","117","","","31","-850","18830006","1","1","-125"
"883","2","117","","","31","-1100","18830007","1","1","-250"
"883","3","117","","","31","-1350","18830008","1","1","-125"
"883","4","117","","","31","-1600","18830009","1","1","-250"
"883","1750","110411","","","2","-125","18830010","","","10"
"883","1500","110511","","","2","-250","18830011","","","10"
"883","1250","115711","","","2","-125","18830012","","","10"
"883","1000","122411","","","2","-250","18830013","","","10"
"883","1750","1","","","33","-125","18830014","","","10"
"883","1500","2","","","33","-250","18830015","","","10"
"883","1250","3","","","33","-125","18830016","","","10"
"883","1000","4","","","33","-250","18830017","","","10"
"884","se_fpc_water_random","se_10053800","","","23","","18840001","","",""
"884","107511","1","1","cmn_float","1","22","18840002","-180","1.75","-1100"
"884","126611","1","0","cmn_float","1","12","18840003","-125","1.75","-1350"
"884","2","6","","","31","-1070","18840004","1","1","-180"
"884","3","6","","","31","-1350","18840005","1","1","-125"
"884","1500","107511","","","2","-180","18840006","","","13.5"
"884","1250","126611","","","2","-125","18840007","","","13.5"
"884","1530","2","","","33","-180","18840008","","","13.5"
"884","1250","3","","","33","-125","18840009","","","13.5"
"884","","2.2","","","93","","18840010","","",""
"884","vo_fpc_88401","vo_fpc","","","21","","18840011","","","0"
"885","se_fpc_water_random","se_10053800","","","23","","18850001","","",""
"885","107611","1","1","cmn_float","1","22","18850002","-180","1.75","-1100"
"885","107711","1","0","cmn_float","1","12","18850003","-125","1.75","-1350"
"885","2","6","","","31","-1070","18850004","1","1","-180"
"885","3","6","","","31","-1350","18850005","1","1","-125"
"885","1500","107611","","","2","-180","18850006","","","13.5"
"885","1250","107711","","","2","-125","18850007","","","13.5"
"885","1530","2","","","33","-180","18850008","","","13.5"
"885","1250","3","","","33","-125","18850009","","","13.5"
"885","","2.6","","","93","","18850010","","",""
"885","vo_fpc_88501","vo_fpc","","","21","","18850011","","","0"
"886","se_fpc_water_random","se_10053800","","","23","","18860001","","",""
"886","113111","1","0","cmn_boat_relax_l","1","23","18860002","-180","1.75","-850"
"886","122511","1","0","cmn_boat_relax","1","23","18860003","-180","1.75","-1200"
"886","1","2","0","cmn_boat_idle_blue","5","22","18860004","-180","1.75","-850"
"886","2","2","0","cmn_boat_idle_l","5","22","18860005","-180","1.75","-1200"
"886","1","116","","","31","-850","18860006","1","1","-180"
"886","2","116","","","31","-1200","18860007","1","1","-180"
"886","1750","113111","","","2","-180","18860008","","","13.5"
"886","1400","122511","","","2","-180","18860009","","","13.5"
"886","1750","1","","","2","-180","18860010","","","13.5"
"886","1400","2","","","2","-180","18860011","","","13.5"
"886","1750","1","","","33","-180","18860012","","","13.5"
"886","1400","2","","","33","-180","18860013","","","13.5"
"886","","2.6","","","93","","18860014","","",""
"886","vo_fpc_88601","vo_fpc","","","21","","18860015","","","0"
"887","se_fpc_water_random","se_10053800","","","23","","18870001","","",""
"887","107711","1","1","cmn_float","1","22","18870002","-180","1.75","-1100"
"887","122711","1","0","cmn_float","1","12","18870003","-125","1.75","-1350"
"887","2","6","","","31","-1070","18870004","1","1","-180"
"887","3","6","","","31","-1350","18870005","1","1","-125"
"887","1500","107711","","","2","-180","18870006","","","13.5"
"887","1250","122711","","","2","-125","18870007","","","13.5"
"887","1530","2","","","33","-180","18870008","","","13.5"
"887","1250","3","","","33","-125","18870009","","","13.5"
"887","","2.5","","","93","","18870010","","",""
"887","vo_fpc_88701","vo_fpc","","","21","","18870011","","","0"
"889","se_fpc_water_random","se_10053800","","","23","","18890001","","",""
"889","122811","1","1","09_misogi_run","1","12","18890002","-15","1.49","750"
"889","-750","122811","0","","2","-15","18890003","","","5.65"
"889","","0.5","","","93","","18890004","","",""
"889","vo_fpc_88901","vo_fpc","","","21","","18890005","","","0"
"890","se_fpc_water_random","se_10053800","","","23","","18900001","","",""
"890","107911","1","1","09_misogi_run","1","12","18900002","-15","1.49","750"
"890","-750","107911","0","","2","-15","18900003","","","5.65"
"890","","0.6","","","93","","18900004","","",""
"890","vo_fpc_89001","vo_fpc","","","21","","18900005","","","0"
"891","se_fpc_water_random","se_10053800","","","23","","18910001","","",""
"891","122411","1","1","04_misogi_flutterKick_loop","1","22","18910002","-180","1.75","1000"
"891","12","12","","","31","1000","18910003","1","1","-180"
