a28a78c26989ecea0afc7be1469635b7d430c3e4045b70784694fc9c432b4c22,4c8cafdcefcefa69a9f4885cfeabac749b9be910f2ba0481e5ea253140cde71c,5c2625e1bcb4f83333b6a51d44c745297a83d8967647afbe4808ae475bc1c43c,b2ec24f1f6530225de328a2fbe94dda957003049c8d6bcc6f790a7ab66a18670,3fd90cedd8a69c7afd416ae594fd0b903f87ec300e29701e04fdfd6a1ef2c44e
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","205","82001004","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","206","82001004","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","207","82001004","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","208","82001004","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","209","82001004","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","210","82001004","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","211","82001005","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","212","82001005","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","213","82001005","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","214","82001005","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","215","82001005","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","216","82001005","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","217","82001006","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","218","82001006","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","219","82001006","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","220","82001006","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","221","82001006","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","222","82001006","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","223","82001007","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","224","82001007","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","225","82001007","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","226","82001007","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","227","82001007","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","228","82001007","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","229","82001008","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","230","82001008","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","231","82001008","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","232","82001008","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","233","82001008","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","234","82001008","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","235","82001009","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","236","82001009","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","237","82001009","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","238","82001009","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","239","82001009","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","240","82001009","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","241","82001010","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","242","82001010","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","243","82001010","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","244","82001010","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","245","82001010","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","246","82001010","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","247","82001010","boss_tp_down_cut"
"戰鬥開始時，特大幅度降低全體角色的TP上升。","減少TP上升","248","82001010","3"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","249","82001011","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","250","82001011","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","251","82001011","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","252","82001011","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","253","82001011","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","254","82001011","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","255","82001012","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","256","82001012","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","257","82001012","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","258","82001012","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","259","82001012","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","260","82001012","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","261","82001013","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","262","82001013","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","263","82001013","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","264","82001013","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","265","82001013","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","266","82001013","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","267","82001014","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","268","82001014","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","269","82001014","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","270","82001014","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","271","82001014","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","272","82001014","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","273","82001015","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","274","82001015","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","275","82001015","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","276","82001015","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","277","82001015","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","278","82001015","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","279","82001016","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","280","82001016","11"
