e0df6fadbaccae635c09da7232354c9dca69ff10b00ab18d785ba52ed5690385,cf8003f38bc81e1a8c851e7240d052fca24b69e5a209e0c19b8d49d6c4c5a823,a8314e903a712eb8a391eab5a3d7379760c58e896fcb09a47653e6efe403b61f,6e9f4cfc02b75da8584e7eece0f81859a5276ce61a8813a7e610499d70646177,567495a40fdeb3e4f465d55d8964dccc196460d72cb891c1ad95ad3bda81050e,c6ae868eaeceab8df3f51510bf05aa409538a9976a761d87d241a53f1c6607d2,f7e30a6aa30d144f0633c66da06382e7c88f4143ecdfc97c7d7914a635f7ba54,0e6619260c474cf5ee89823e71b6134c3d23a8b8ba74af03dffb6e84e3d3c5e3,42e4dc7b8067ba4c3cf57da11d91780912cc67f2356db891ddc08974400b8572,3c1e57aeabb17ccf4c7df67677b17498487e7f5ece84e648d4c607a0e261dd8e,c459f8a802d520685c21d2b047d88263c538546073f8ae8c29429370876470ec,c611a3f6c131ae3e00ee80baea12ca8aa12bc752ed363a82a5dd3741e0db5fe7,aca1d5471d05125f6a1d839bdf1d9db82c80184b93705cfbe5fa7ba1d4cad180,6eb847b2523cf8561a11928baba5b226bfffbb5c8768cc84c3a01cd49dd6c1d3,a149cedc54a04b156a5f8000a201f4948f6740ddc84f090bbde36c0e0616cf5f,5ad622ae064fc1d351bcfded080c4aaf975b47414b0a1a36fc927c099ef0fec9,c51ff0e4a9ded568cea1e95c7582a47227da40ad74fa5d6af0a1ba3edcf15c75,9c6fcdc9509ae52c22803a5b954bda2a1825df0c9b789e1cdac1877a6eab76d9,1e8ca3a646394c77c2924e31938df067f3315a7161803dd2098de93d269a1f6d,1cf987bb865605e41f2eb761b9fe4833e424970b8ade86c9ca8d8edc7686216d,d239eeb9a413e30c75c6ca88dbb62b7cda17d8f3ff7f33ac8b11139b13ef7bb3,9839d7b3914c87cc1bfc2fe48f919e352a579e1194ff638265860d675405972a,d69638161b2ef137b0c2063a5b130a11d3e46f39d2d44b5ef2ca7e8b76065f1c,7af32bce69885f702e87ac8ed9952675343afb20a3254aa839f58f2b5134ca42,bdfe40a38f67d7190d6ec3cd6aa872ac05759a88f1a170f1e67e30c4dc2d69ef,298bc0e2542a5f018d4d2895f16e04d02299236485906dbe03c1ff4896059e25,2703f40f5d3cb08cc83281c25aa9b2eb4a466ee8a2c200bcf69e5baf95ac0fbc,fc3d36554b4cfeb03ad780effbd1f462fe78d9f1777312a0c5311e876194934c,e8b24522f8cb23349360bbc4f38b7dc93e624392ae0a8f75afed246a6a052480,177e4ca1be0bf3715ab9c6b4d0dbe5bcd5d8eac205b75e676e17e3c8a2fc020c,090f53f996e5d23979e5b6741a11277b691650ec60e6027611c83b773fb9f2d3,46008659acbc6a005b0630af24d9aa2c5dce68a2d434e2eb89cb8f409143f9ab,66628f653bb315ef2d96665ac38f8ed024f92e1534f5f8db4304bdfe88190dd8,e1b5a1f56617da1c3b6023887bb4bfbe73262b1aabdb02aa3133e39308760a40,13ffc2b3457ba4c2c8b33a04df69570382fbcd1ba9cbc8c4a7b5d33676d88328,1f7e8637cddacef31041ba27abe9556f0194601d6719dc5d25f0622cbc02cc92,c1a1607418fb23e77c277e0e57619a39764acdc69675b8ed7ecac6af48b2b263,fd6df5a6e361f38b5922e92152bfaa8c0c51ed636117ac3ff0bf123c90c48f4f,8fb15a4ccbef079b7b9ccfa92bca24b853e04b88cf0104df576b58bf4c45fab5
"1004106","351","10740105","1004207","10740104","1004110","0.06","401062421","710011","401062431","10740103","1004109","22","401062441","2.1","0","1004206","10740101","2","1004107","7","7","2","1004208","1074","1004108","401062451","1","2","3","401062411","1000000","1004210","2.1","1001303","2.2","0","10740102","1004209"
"1004106","352","10740105","1004207","10740104","1004110","0.06","401062471","710011","401062481","10740103","1004109","-1","401062491","4.8","0","1004206","10740101","4.5","1004107","23","23","2","1004208","1074","1004108","401062501","1","4.5","4","401062461","1000000","1004210","4.7","1001303","5","0","10740102","1004209"
"0","353","10750105","1004207","10750104","0","0.03","401062671","710021","401062681","10750103","0","-2","401062691","1.4","0","1004206","10750101","1.2","0","-2","-2","1","1004208","1075","0","401062701","1","1.2","1","401062661","1000000","1004210","1.3","0","1.5","0","10750102","1004209"
"1004101","354","10750105","1004202","10750104","1004105","0.06","401062721","710021","401062731","10750103","1004104","1","401062741","1.9","0","1004201","10750101","1.6","1004102","1","1","2","1004203","1075","1004103","401062751","1","1.6","2","401062711","1000000","1004205","1.8","1001301","2","0","10750102","1004204"
"1004106","355","10750105","1004207","10750104","1004110","0.06","401062721","710021","401062731","10750103","1004109","6","401062741","1.9","0","1004206","10750101","1.6","1004107","2","2","2","1004208","1075","1004108","401062751","1","1.6","2","401062711","1000000","1004210","1.8","1001303","2","0","10750102","1004209"
"1004106","356","10750105","1004207","10750104","1004110","0.06","401062771","710021","401062781","10750103","1004109","22","401062791","2.1","0","1004206","10750101","2","1004107","7","7","2","1004208","1075","1004108","401062801","1","2","3","401062761","1000000","1004210","2.1","1001303","2.2","0","10750102","1004209"
"1004106","357","10750105","1004207","10750104","1004110","0.06","401062821","710021","401062831","10750103","1004109","-1","401062841","4.8","0","1004206","10750101","4.5","1004107","23","23","2","1004208","1075","1004108","401062851","1","4.5","4","401062811","1000000","1004210","4.7","1001303","5","0","10750102","1004209"
"0","358","10760105","1004207","10760104","0","0.03","401063021","710031","401063031","10760103","0","-2","401063041","1.4","0","1004206","10760101","1.2","0","-2","-2","1","1004208","1076","0","401063051","1","1.2","1","401063011","1000000","1004210","1.3","0","1.5","0","10760102","1004209"
"1004101","359","10760105","1004202","10760104","1004105","0.06","401063071","710031","401063081","10760103","1004104","1","401063091","1.9","0","1004201","10760101","1.6","1004102","1","1","2","1004203","1076","1004103","401063101","1","1.6","2","401063061","1000000","1004205","1.8","1001301","2","0","10760102","1004204"
"1004106","360","10760105","1004207","10760104","1004110","0.06","401063071","710031","401063081","10760103","1004109","6","401063091","1.9","0","1004206","10760101","1.6","1004107","2","2","2","1004208","1076","1004108","401063101","1","1.6","2","401063061","1000000","1004210","1.8","1001303","2","0","10760102","1004209"
"1004106","361","10760105","1004207","10760104","1004110","0.06","401063121","710031","401063131","10760103","1004109","22","401063141","2.1","0","1004206","10760101","2","1004107","7","7","2","1004208","1076","1004108","401063151","1","2","3","401063111","1000000","1004210","2.1","1001303","2.2","0","10760102","1004209"
"1004106","362","10760105","1004207","10760104","1004110","0.06","401063171","710031","401063181","10760103","1004109","-1","401063191","4.8","0","1004206","10760101","4.5","1004107","23","23","2","1004208","1076","1004108","401063201","1","4.5","4","401063161","1000000","1004210","4.7","1001303","5","0","10760102","1004209"
"0","363","10770105","1004207","10770104","0","0.03","401063371","710041","401063381","10770103","0","-2","401063391","1.4","0","1004206","10770101","1.2","0","-2","-2","1","1004208","1077","0","401063401","1","1.2","1","401063361","1000000","1004210","1.3","0","1.5","0","10770102","1004209"
"1004101","364","10770105","1004202","10770104","1004105","0.06","401063421","710041","401063431","10770103","1004104","1","401063441","1.9","0","1004201","10770101","1.6","1004102","1","1","2","1004203","1077","1004103","401063451","1","1.6","2","401063411","1000000","1004205","1.8","1001301","2","0","10770102","1004204"
"1004106","365","10770105","1004207","10770104","1004110","0.06","401063421","710041","401063431","10770103","1004109","6","401063441","1.9","0","1004206","10770101","1.6","1004107","2","2","2","1004208","1077","1004108","401063451","1","1.6","2","401063411","1000000","1004210","1.8","1001303","2","0","10770102","1004209"
"1004106","366","10770105","1004207","10770104","1004110","0.06","401063471","710041","401063481","10770103","1004109","22","401063491","2.1","0","1004206","10770101","2","1004107","7","7","2","1004208","1077","1004108","401063501","1","2","3","401063461","1000000","1004210","2.1","1001303","2.2","0","10770102","1004209"
"1004106","367","10770105","1004207","10770104","1004110","0.06","401063521","710041","401063531","10770103","1004109","-1","401063541","4.8","0","1004206","10770101","4.5","1004107","23","23","2","1004208","1077","1004108","401063551","1","4.5","4","401063511","1000000","1004210","4.7","1001303","5","0","10770102","1004209"
"0","368","10780105","1004207","10780104","0","0.03","401063721","710051","401063731","10780103","0","-2","401063741","1.4","0","1004206","10780101","1.2","0","-2","-2","1","1004208","1078","0","401063751","1","1.2","1","401063711","1000000","1004210","1.3","0","1.5","0","10780102","1004209"
"1004101","369","10780105","1004202","10780104","1004105","0.06","401063771","710051","401063781","10780103","1004104","1","401063791","1.9","0","1004201","10780101","1.6","1004102","1","1","2","1004203","1078","1004103","401063801","1","1.6","2","401063761","1000000","1004205","1.8","1001301","2","0","10780102","1004204"
"1004106","370","10780105","1004207","10780104","1004110","0.06","401063771","710051","401063781","10780103","1004109","6","401063791","1.9","0","1004206","10780101","1.6","1004107","2","2","2","1004208","1078","1004108","401063801","1","1.6","2","401063761","1000000","1004210","1.8","1001303","2","0","10780102","1004209"
"1004106","371","10780105","1004207","10780104","1004110","0.06","401063821","710051","401063831","10780103","1004109","22","401063841","2.1","0","1004206","10780101","2","1004107","7","7","2","1004208","1078","1004108","401063851","1","2","3","401063811","1000000","1004210","2.1","1001303","2.2","0","10780102","1004209"
"1004106","372","10780105","1004207","10780104","1004110","0.06","401063871","710051","401063881","10780103","1004109","-1","401063891","4.8","0","1004206","10780101","4.5","1004107","23","23","2","1004208","1078","1004108","401063901","1","4.5","4","401063861","1000000","1004210","4.7","1001303","5","0","10780102","1004209"
