2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"3","","1009803","100411","0","0.2","1","lsv_idle_normal","lsv_smile2","1009803032","0"
"12","","1009803","103611","0.5","0","","","10","1009803033","0"
"3","","1009803","103611","0","0.2","1","lsv_idle_normal","lsv_smile2","1009803034","0"
"12","","1009803","102011","0.5","0","","","10","1009803035","0"
"3","","1009803","102011","0","0.2","1","lsv_idle_normal","lsv_smile2","1009803036","0"
"93","","1009803","2","","","","","","1009803037",""
"4","","1009803","103611","","","","","0","1009803038",""
"3","","1009803","103611","1","","","","lsv_walk","1009803039","0.2"
"2","","1009803","103611","-235","","0","0.5","200","1009803040",""
"93","","1009803","0.5","","","","","","1009803041",""
"3","","1009803","103611","1","","","","lsv_idle_normal","1009803042","0.2"
"93","","1009803","0","","","","","","1009803043",""
"4","","1009803","103611","","","","","1","1009803044",""
"93","","1009803","0.6","","","","","","1009803045",""
"3","","1009803","102011","1","","","","lsv_talk_memory_dere2","1009803046","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0321","1009803047",""
"11","0","1009803","102011","10","0","1","1","可麗餅好好吃喔～\n美美可能吃太多了……\n欸嘿嘿♪","1009803048","0"
"91","","1009803","0","","","","","","1009803049",""
"3","","1009803","102011","1","","","","lsv_idle_memory","1009803050","0.2"
"3","","1009803","100411","1","","","","lsv_talk_normal","1009803051","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0322","1009803052",""
"11","0","1009803","100411","10","0","1","1","一般程度的好吃呢！\n真的是一般程度！\n……啊，這是好的意思喔？","1009803053","0"
"91","","1009803","0","","","","","","1009803054",""
"3","","1009803","100411","1","","","","lsv_idle_normal_joyR","1009803055","0.2"
"3","","1009803","102011","1","","","","lsv_idle_normal","1009803056","0.2"
"3","","1009803","103611","1","","","","lsv_talk_sad","1009803057","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0323","1009803058",""
"11","0","1009803","103611","10","0","1","1","我就不仔細問了……\n話說回來，\n去圖書館什麼也沒找到呢。","1009803059","0"
"91","","1009803","0","","","","","","1009803060",""
"3","","1009803","103611","1","","","","lsv_idle_sad","1009803061","0.2"
"3","","1009803","100411","1","","","","lsv_talk_cool_normal2_loop","1009803062","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0324","1009803063",""
"11","0","1009803","100411","10","0","1","1","嗯，但既然有那麼多書，\n遲早會找到\n跟小繆有關的書的！","1009803064","0"
"91","","1009803","0","","","","","","1009803065",""
"3","","1009803","100411","1","","","","lsv_idle_cool","1009803066","0.2"
"3","","1009803","103611","1","","","","lsv_talk_joy3_dere","1009803067","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0325","1009803068",""
"11","0","1009803","103611","10","0","1","1","……嗯，妳說得對。\n大家下次再一起去吧。","1009803069","0"
"91","","1009803","0","","","","","","1009803070",""
"3","","1009803","103611","1","","","","lsv_idle_normal","1009803071","0.2"
"3","","1009803","102011","1","","","","lsv_look_talk_normal","1009803072","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0326","1009803073",""
"11","0","1009803","102011","10","0","1","1","啊，對了……\n哥哥在圖書館借了書吧？\n是什麼書？","1009803074","0"
"91","","1009803","0","","","","","","1009803075",""
"3","","1009803","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009803076","0"
"3","","1009803","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009803077","0"
"3","","1009803","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009803078","0"
"93","","1009803","0.1","","","","","0","1009803079",""
"2","","1009803","100411","-220","0.2","2","0.33","-420","1009803080",""
"2","","1009803","103611","-235","0.2","2","0.33","452","1009803081",""
"2","","1009803","102011","-250","0.2","2","0.33","-545","1009803082",""
"22","","1009803","0","1","","","","0","1009803083","0.2"
"103","","1009803","漫畫。","0","","","","1009803087","1009803084",""
"103","","1009803","繪本。","0","","","","1009803111","1009803085",""
"103","","1009803","小說。","0","","","","1009803135","1009803086",""
"3","","1009803","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009803087","0"
"3","","1009803","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009803088","0"
"3","","1009803","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009803089","0"
"93","","1009803","0.1","","","","","0","1009803090",""
"2","","1009803","100411","-220","0.2","2","0.33","-100","1009803091",""
"2","","1009803","103611","-235","0.2","2","0.33","200","1009803092",""
"2","","1009803","102011","-250","0.2","2","0.33","-270","1009803093",""
"93","","1009803","0.7","","","","","0","1009803094",""
"3","","1009803","100411","0","0.2","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","1009803095","0"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0327","1009803096",""
"11","0","1009803","100411","10","0","1","1","咦？竟然有漫畫！？\n禊也想看──！\n哥哥，我們一起看吧！","1009803097","0"
"91","","1009803","0","","","","","","1009803098",""
"3","","1009803","100411","1","","","","lsv_idle_joy_dere","1009803099","0.2"
"3","","1009803","102011","0","0.2","1","lsv_talk_guts2_joy2_loop","lsv_talk_guts2_joy2","1009803100","0"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0328","1009803101",""
"11","0","1009803","102011","10","0","1","1","美美也想看～！","1009803102","0"
"91","","1009803","0","","","","","","1009803103",""
"3","","1009803","102011","1","","","","lsv_idle_guts2_joy2","1009803104","0.2"
"3","","1009803","103611","1","","","","lsv_talk_joy3_shy","1009803105","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0329","1009803106",""
"11","0","1009803","103611","10","0","1","1","大家都……\n……那個，我也可以一起看嗎？","1009803107","0"
"91","","1009803","0","","","","","","1009803108",""
"3","","1009803","103611","1","","","","lsv_idle_joy_shy","1009803109","0.2"
"101","","1009803","1009803161","","","","","","1009803110",""
"3","","1009803","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009803111","0"
"3","","1009803","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009803112","0"
"3","","1009803","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009803113","0"
"93","","1009803","0.1","","","","","0","1009803114",""
"2","","1009803","100411","-220","0.2","2","0.33","-100","1009803115",""
"2","","1009803","103611","-235","0.2","2","0.33","200","1009803116",""
"2","","1009803","102011","-250","0.2","2","0.33","-270","1009803117",""
"93","","1009803","0.7","","","","","0","1009803118",""
"3","","1009803","102011","1","","","","lsv_talk_joy3_blink","1009803119","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0330","1009803120",""
"11","0","1009803","102011","10","0","1","1","哇，繪本？\n是美美也看過的\n故事嗎～？","1009803121","0"
"91","","1009803","0","","","","","","1009803122",""
"3","","1009803","102011","1","","","","lsv_idle_normal_joyR","1009803123","0.2"
"3","","1009803","103611","0","0.2","1","lsv_talk_doya_loop","lsv_talk_doya","1009803124","0"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0331","1009803125",""
"11","0","1009803","103611","10","0","1","1","很多繪本故事中\n都含有教育寓意。\n一定能學到很多。","1009803126","0"
"91","","1009803","0","","","","","","1009803127",""
"3","","1009803","103611","1","","","","lsv_idle_doya","1009803128","0.2"
"3","","1009803","100411","0","0.2","1","lsv_talk_guts2_loop","lsv_talk_guts2","1009803129","0"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0332","1009803130",""
"11","0","1009803","100411","10","0","1","1","機會難得，\n也讀給小繆聽聽看吧！\n來比賽誰讀得最好──！","1009803131","0"
"91","","1009803","0","","","","","","1009803132",""
"3","","1009803","100411","1","","","","lsv_idle_normal","1009803133","0.2"
"101","","1009803","1009803161","","","","","","1009803134",""
"3","","1009803","100411","0","0.2","1","lsv_idle_normal_worry","lsv_choice","1009803135","0"
"3","","1009803","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009803136","0"
"3","","1009803","102011","0","0.2","1","lsv_idle_normal_joyR","lsv_choice","1009803137","0"
"93","","1009803","0.1","","","","","0","1009803138",""
"2","","1009803","100411","-220","0.2","2","0.33","-100","1009803139",""
"2","","1009803","103611","-235","0.2","2","0.33","200","1009803140",""
"2","","1009803","102011","-250","0.2","2","0.33","-270","1009803141",""
"93","","1009803","0.7","","","","","0","1009803142",""
"3","","1009803","103611","0","0.2","1","lsv_talk_doya_loop","lsv_talk_doya","1009803143","0"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0333","1009803144",""
"11","0","1009803","103611","10","0","1","1","難得來圖書館嘛。\n借閱能轉變為自己知識的書，\n我覺得很棒呢。","1009803145","0"
"91","","1009803","0","","","","","","1009803146",""
"3","","1009803","103611","1","","","","lsv_idle_surprise","1009803147","0.2"
"3","","1009803","102011","1","","","","lsv_idle_surprise","1009803148","0.2"
"3","","1009803","100411","1","","","","lsv_talk_tsun_guru","1009803149","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0334","1009803150",""
"11","0","1009803","100411","10","0","1","1","小說……\n文字、滿滿都是文字的書……！\n嗚嗚嗚……嗚～嗯……暈倒。","1009803151","0"
"91","","1009803","0","","","","","","1009803152",""
"3","","1009803","100411","0","0.2","1","lsv_gaku_loop","lsv_gaku","1009803153","0.2"
"3","","1009803","103611","1","","","","lsv_idle_bitter_sad","1009803154","0.2"
"3","","1009803","102011","1","","","","lsv_talk_surprise2","1009803155","0.2"
"21","","1009803","vo_lsv","0","","","0","vo_lsv_0335","1009803156",""
"11","0","1009803","102011","10","0","1","1","禊、禊～！\n振作一點～！","1009803157","0"
"91","","1009803","0","","","","","","1009803158",""
"3","","1009803","102011","1","","","","lsv_idle_sad","1009803159","0.2"
"101","","1009803","1009803161","","","","","","1009803160",""
"91","","1009803","0","","","","","","1009803161",""
"102","","1009803","","","","","","","1009803162",""
"22","","1009803","0","","","","","0.2","1009803163",""
"93","","1009803","0.2","","","","","","1009803164",""
"12","0","1009803","103611","1","0","0","0","1","1009803165","0"
"3","","1009803","103611","1","","","","lsv_talk_tsun_shy","1009803166","0.2"
"93","","1009803","3","","","","","0","1009803167",""
"3","","1009803","103611","1","","","","lsv_idle_normal_bitter","1009803168","0.2"
"12","0","1009803","100411","1","0","0","0","4","1009803169","0"
"3","","1009803","100411","0","0.2","1","lsv_surprise3_surprise_loop","lsv_surprise3_surprise","1009803170","0"
"93","","1009803","3","","","","","0","1009803171",""
"3","","1009803","100411","1","","","","lsv_idle_sad_normal","1009803172","0.2"
"12","0","1009803","102011","1","0","0","0","10","1009803173","0"
"3","","1009803","102011","1","","","","lsv_talk_joy3_blink","1009803174","0.2"
"93","","1009803","3","","","","","0","1009803175",""
"3","","1009803","102011","1","","","","lsv_idle_joy","1009803176","0.2"
"101","","1009803","1009803165","","","","","","1009803177",""
"6","","1009803","333","1","0","0","1","1","1009803178","1"
"4","","1009803","100411","","","","","1","1009803179",""
"3","","1009803","100411","1","","","","lsv_run","1009803180","0.2"
"2","","1009803","100411","-220","","0","0.8","-750","1009803181",""
"4","","1009803","103611","","","","","0","1009803182",""
"3","","1009803","103611","1","","","","lsv_run","1009803183","0.2"
"2","","1009803","103611","-235","","0","0.8","750","1009803184",""
"4","","1009803","102011","","","","","1","1009803185",""
"3","","1009803","102011","1","","","","lsv_run","1009803186","0.2"
"2","","1009803","102011","-250","","0","0.8","-850","1009803187",""
"93","","1009803","0.6","","","","","","1009803188",""
"6","","1009803","100411","1","0","0","1","1","1009803189","0.2"
"6","","1009803","103611","1","0","0","1","1","1009803190","0.2"
"6","","1009803","102011","1","0","0","1","1","1009803191","0.2"
"91","","1009803","0","","","","","","1009803192",""
"1","lsv_idle_normal","1009804","1","102","0","-495","-200","102011","1009804001","1.95"
"1","lsv_idle_normal","1009804","1","100","1","-480","100","103611","1009804002","1.95"
"1","lsv_idle_normal","1009804","1","101","1","-510","270","100411","1009804003","1.95"
"5","lsv_white_loop","1009804","1","0","0","0","0","333","1009804004","1"
"6","","1009804","333","1","0","0","1","1","1009804005","0"
"6","","1009804","102011","1","0","0","1","1","1009804006","0"
"6","","1009804","103611","1","0","0","1","1","1009804007","0"
"6","","1009804","100411","1","0","0","1","1","1009804008","0"
"93","","1009804","1","","","","","0","1009804009",""
"6","","1009804","333","1","0","0.4","1","1","1009804010","0.8"
"3","","1009804","102011","0","0.2","1","lsv_idle_normal","lsv_jump2","1009804011","0.2"
"3","","1009804","103611","0","0.2","1","lsv_idle_normal","lsv_jump2","1009804012","0.2"
"3","","1009804","100411","0","0.2","1","lsv_idle_normal","lsv_jump2","1009804013","0.2"
"93","","1009804","0.3","","","","","","1009804014",""
"2","","1009804","102011","-235","","0","0.75","-200","1009804015",""
"2","","1009804","103611","-220","","0","0.75","100","1009804016",""
"2","","1009804","100411","-250","","0","0.75","270","1009804017",""
"6","","1009804","102011","1","0","1","1","1","1009804018","0.4"
"6","","1009804","103611","1","0","1","1","1","1009804019","0.4"
"6","","1009804","100411","1","0","1","1","1","1009804020","0.4"
"12","","1009804","102011","0.2","0","","0","6","1009804021","0"
"12","","1009804","103611","0.2","0","","0","6","1009804022","0"
"12","","1009804","100411","0.2","0","","0","6","1009804023","0"
"93","","1009804","1.2","","","","","0","1009804024",""
"3","","1009804","100411","0","0.2","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","1009804025","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0421","1009804026",""
"11","0","1009804","100411","10","0","1","1","今天作業做得好開心喔──\n如果讀書也能\n都這麼開心就好了。","1009804027","0"
"91","","1009804","0","","","","","","1009804028",""
"3","","1009804","100411","1","","","","lsv_idle_cool","1009804029","0.2"
"3","","1009804","102011","1","","","","lsv_talk_wish_joy","1009804030","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0422","1009804031",""
"11","0","1009804","102011","10","0","1","1","禊做的存錢筒\n很帥氣呢～♪","1009804032","0"
"91","","1009804","0","","","","","","1009804033",""
"3","","1009804","102011","1","","","","lsv_idle_wish_joy","1009804034","0.2"
"3","","1009804","103611","1","","","","lsv_talk_thinking","1009804035","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0423","1009804036",""
"11","0","1009804","103611","10","0","1","1","我煩惱了一下……\n因為想展現出\n知識與知性……","1009804037","0"
"91","","1009804","0","","","","","","1009804038",""
"3","","1009804","103611","1","","","","lsv_idle_normal","1009804039","0.2"
"3","","1009804","100411","0","0.2","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","1009804040","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0424","1009804041",""
"11","0","1009804","100411","10","0","1","1","那樣就不是美勞，\n而是藝術了喔？\n鏡華還真認真耶──","1009804042","0"
"91","","1009804","0","","","","","","1009804043",""
"3","","1009804","100411","1","","","","lsv_idle_arm_crossed","1009804044","0.2"
"3","","1009804","102011","1","","","","lsv_look_talk_sad","1009804045","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0425","1009804046",""
"11","0","1009804","102011","10","0","1","1","說起來，\n哥哥因為幫忙我們，\n沒能做出自己的作品吧？","1009804047","0"
"91","","1009804","0","","","","","","1009804048",""
"3","","1009804","102011","1","","","","lsv_look_idle_sad","1009804049","0.2"
"3","","1009804","103611","1","","","","lsv_look_idle_normal","1009804050","0.2"
"3","","1009804","100411","1","","","","lsv_talk_joy3_blink","1009804051","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0426","1009804052",""
"11","0","1009804","100411","10","0","1","1","對耶！\n哥哥\n想做什麼呢？","1009804053","0"
"91","","1009804","0","","","","","","1009804054",""
"3","","1009804","100411","1","","","","lsv_idle_joy","1009804055","0.2"
