b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"-68","1","102","20131","1201310002","1","0.8","-42","travel_topdrama_r_2000_idle_anger","100711","0"
"-75","0","110","20131","1201310003","5","1","0","mana","0","0"
"","0","","20131","1201310004","91","","","","",""
"","10","","20131","1201310005","93","","","","0",""
"","1201310005","","20131","1201310006","101","","","","",""
"","0","0","20131","1201310007","3","0","","","none",""
"","0","","20131","1201310008","91","","","","",""
"","104411","","20132","1201320001","13","","","","103",""
"","100711","","20132","1201320002","13","","","","104",""
"1","104411","0","20132","1201320003","3","0.2","travel_topdrama_r_2000_talk_doya_loop","","travel_topdrama_r_2000_talk_doya_in",""
"","vo_travel_talk","0","20132","1201320004","21","","0","","vo_travel_talk_20013_00",""
"1","104411","10","20132","1201320005","11","0","1","0","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","0"
"","0","","20132","1201320006","91","","","","",""
"","104411","1","20132","1201320007","3","0.2","","","travel_topdrama_r_2000_idle_doya",""
"1","100711","1","20132","1201320008","3","0.2","","","travel_topdrama_r_2000_talk_anger",""
"","vo_travel_talk","0","20132","1201320009","21","","0","","vo_travel_talk_20013_01",""
"1","100711","10","20132","1201320010","11","0","1","0","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","0"
"","0","","20132","1201320011","91","","","","",""
"","100711","1","20132","1201320012","3","0.2","","","travel_topdrama_r_2000_idle_anger",""
"1","104411","0","20132","1201320013","3","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","","travel_topdrama_r_2000_talk_doya_in_surprise",""
"","vo_travel_talk","0","20132","1201320014","21","","0","","vo_travel_talk_20013_02",""
"1","104411","10","20132","1201320015","11","0","1","0","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","0"
"","0","","20132","1201320016","91","","","","",""
"","104411","1","20132","1201320017","3","0.2","","","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","20132","1201320018","112","","","","",""
"","0","","20132","1201320019","91","","","","",""
"-68","1","102","20141","1201410001","1","0.8","42","travel_topdrama_r_2000_idle_sad","102511","1"
"-68","1","101","20141","1201410002","1","0.8","-42","travel_topdrama_r_2000_idle_normal","102811","0"
"-75","0","110","20141","1201410003","5","1","0","mana","0","0"
"","0","","20141","1201410004","91","","","","",""
"","10","","20141","1201410005","93","","","","0",""
"","1201410005","","20141","1201410006","101","","","","",""
"","0","0","20141","1201410007","3","0","","","none",""
"","0","","20141","1201410008","91","","","","",""
"","102511","","20142","1201420001","13","","","","103",""
"","102811","","20142","1201420002","13","","","","104",""
"1","102511","0","20142","1201420003","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2000_talk_sad_in",""
"","vo_travel_talk","0","20142","1201420004","21","","0","","vo_travel_talk_20014_00",""
"1","102511","10","20142","1201420005","11","0","1","0","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","0"
"","0","","20142","1201420006","91","","","","",""
"1","102511","0","20142","1201420007","3","0.2","travel_topdrama_r_2000_idle_sad_cry","","travel_topdrama_r_2014_falldown",""
"1","102811","0","20142","1201420008","3","0.2","travel_topdrama_r_2000_talk_surprise2_loop","","travel_topdrama_r_2000_talk_surprise2_in",""
"","vo_travel_talk","0","20142","1201420009","21","","0","","vo_travel_talk_20014_01",""
"1","102811","10","20142","1201420010","11","0","1","0","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","0"
"","0","","20142","1201420011","91","","","","",""
"","102811","1","20142","1201420012","3","0.2","","","travel_topdrama_r_2000_idle_arm_crossed",""
"","102511","1","20142","1201420013","3","0.2","","","travel_topdrama_r_2000_talk_sad_loop_cry",""
"","vo_travel_talk","0","20142","1201420014","21","","0","","vo_travel_talk_20014_02",""
"1","102511","10","20142","1201420015","11","0","1","0","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","0"
"","0","","20142","1201420016","91","","","","",""
"","102511","1","20142","1201420017","3","0.2","","","travel_topdrama_r_2000_idle_sad_cry",""
"","","","20142","1201420018","112","","","","d",""
"","0","","20142","1201420019","91","","","","",""
"-68","1","101","20151","1201510001","1","0.8","42","travel_topdrama_r_2000_idle_arm_crossed","103211","1"
"-68","1","102","20151","1201510002","1","0.8","-42","travel_topdrama_r_2000_idle_normal","103411","0"
"-75","0","110","20151","1201510003","5","1","0","mana","0","0"
"","0","","20151","1201510004","91","","","","",""
"","10","","20151","1201510005","93","","","","0",""
"","1201510005","","20151","1201510006","101","","","","",""
"","0","0","20151","1201510007","3","0","","","none",""
"","0","","20151","1201510008","91","","","","",""
"","103211","","20152","1201520001","13","","","","103",""
"","103411","","20152","1201520002","13","","","","104",""
"1","103211","0","20152","1201520003","3","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop","","travel_topdrama_r_2000_talk_arm_crossed_in",""
"","vo_travel_talk","0","20152","1201520004","21","","0","","vo_travel_talk_20015_00",""
"1","103211","10","20152","1201520005","11","0","1","0","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","0"
"","0","","20152","1201520006","91","","","","",""
"","103211","1","20152","1201520007","3","0.2","","","travel_topdrama_r_2000_idle_arm_crossed",""
"1","103411","0","20152","1201520008","3","0.2","travel_topdrama_r_2000_talk_sad_loop_surprise2","","travel_topdrama_r_2000_talk_sad_in_surprise2",""
"","vo_travel_talk","0","20152","1201520009","21","","0","","vo_travel_talk_20015_01",""
"1","103411","10","20152","1201520010","11","0","1","0","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","0"
"","0","","20152","1201520011","91","","","","",""
"","103411","1","20152","1201520012","3","0.2","","","travel_topdrama_r_2000_idle_normal",""
"1","103211","0","20152","1201520013","3","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","","travel_topdrama_r_2000_talk_doya_in_surprise",""
"","vo_travel_talk","0","20152","1201520014","21","","0","","vo_travel_talk_20015_02",""
"1","103211","10","20152","1201520015","11","0","1","0","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","0"
"","0","","20152","1201520016","91","","","","",""
"","103211","1","20152","1201520017","3","0.2","","","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","20152","1201520018","112","","","","",""
"","0","","20152","1201520019","91","","","","",""
"-68","1","101","20161","1201610001","1","0.8","42","travel_topdrama_r_2000_idle_kyapi","101611","1"
"-68","1","102","20161","1201610002","1","0.8","-42","travel_topdrama_r_2000_idle_wish_joy","101811","0"
"-75","0","110","20161","1201610003","5","1","0","mana","0","0"
"","0","","20161","1201610004","91","","","","",""
"","10","","20161","1201610005","93","","","","0",""
"","1201610005","","20161","1201610006","101","","","","",""
"","0","0","20161","1201610007","3","0","","","none",""
"","0","","20161","1201610008","91","","","","",""
"","101611","","20162","1201620001","13","","","","103",""
"","101811","","20162","1201620002","13","","","","104",""
"1","101611","0","20162","1201620003","3","0.2","travel_topdrama_r_2000_talk_kyapi_loop","","travel_topdrama_r_2000_talk_kyapi_in",""
"","vo_travel_talk","0","20162","1201620004","21","","0","","vo_travel_talk_20016_00",""
"1","101611","10","20162","1201620005","11","0","1","0","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","0"
"","0","","20162","1201620006","91","","","","",""
"","101611","1","20162","1201620007","3","0.2","","","travel_topdrama_r_2000_idle_kyapi",""
"","101811","1","20162","1201620008","3","0.2","","","travel_topdrama_r_2000_talk_wish_loop_joy",""
"","vo_travel_talk","0","20162","1201620009","21","","0","","vo_travel_talk_20016_01",""
"1","101811","10","20162","1201620010","11","0","1","0","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","0"
"","0","","20162","1201620011","91","","","","",""
"","101811","1","20162","1201620012","3","0.2","","","travel_topdrama_r_2000_idle_wish_joy",""
"1","101611","0","20162","1201620013","3","0.2","travel_topdrama_r_2000_talk_doya_loop_faceAnger","","travel_topdrama_r_2000_talk_doya_in_faceAnger",""
"","vo_travel_talk","0","20162","1201620014","21","","0","","vo_travel_talk_20016_02",""
"1","101611","10","20162","1201620015","11","0","1","0","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","0"
"","0","","20162","1201620016","91","","","","",""
"","101611","1","20162","1201620017","3","0.2","","","travel_topdrama_r_2000_idle_doya_faceAnger",""
"","","","20162","1201620018","112","","","","",""
"","0","","20162","1201620019","91","","","","",""
"-68","1","101","20171","1201710001","1","0.8","42","travel_topdrama_r_2000_idle_doya","106511","1"
"-68","1","102","20171","1201710002","1","0.8","-42","travel_topdrama_r_2000_idle_normal","106611","0"
"-75","0","110","20171","1201710003","5","1","0","mana","0","0"
"","0","","20171","1201710004","91","","","","",""
"","10","","20171","1201710005","93","","","","0",""
"","1201710005","","20171","1201710006","101","","","","",""
"","0","0","20171","1201710007","3","0","","","none",""
"","0","","20171","1201710008","91","","","","",""
"","106511","","20172","1201720001","13","","","","103",""
"","106611","","20172","1201720002","13","","","","104",""
"1","106511","0","20172","1201720003","3","0.2","travel_topdrama_r_2000_talk_doya_loop","","travel_topdrama_r_2000_talk_doya_in",""
"","vo_travel_talk","0","20172","1201720004","21","","0","","vo_travel_talk_20017_00",""
"1","106511","10","20172","1201720005","11","0","1","0","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","0"
"","0","","20172","1201720006","91","","","","",""
"","106511","1","20172","1201720007","3","0.2","","","travel_topdrama_r_2000_idle_doya",""
"1","106611","0","20172","1201720008","3","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","","travel_topdrama_r_2000_talk_arm_crossed_in_sad",""
"","vo_travel_talk","0","20172","1201720009","21","","0","","vo_travel_talk_20017_01",""
"1","106611","10","20172","1201720010","11","0","1","0","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","0"
"","0","","20172","1201720011","91","","","","",""
"","106611","1","20172","1201720012","3","0.2","","","travel_topdrama_r_2000_idle_arm_crossed_sad",""
"1","106511","0","20172","1201720013","3","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","","travel_topdrama_r_2000_talk_doya_in_surprise",""
"","vo_travel_talk","0","20172","1201720014","21","","0","","vo_travel_talk_20017_02",""
"1","106511","10","20172","1201720015","11","0","1","0","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","0"
"","0","","20172","1201720016","91","","","","",""
"","106511","1","20172","1201720017","3","0.2","","","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","20172","1201720018","112","","","","",""
"","0","","20172","1201720019","91","","","","",""
"-68","1","101","20181","1201810001","1","0.8","0","travel_topdrama_r_2000_idle_sad","118011","1"
"-75","0","110","20181","1201810002","5","1","0","mana","0","0"
"","0","","20181","1201810003","91","","","","",""
"","10","","20181","1201810004","93","","","","0",""
"","1201810004","","20181","1201810005","101","","","","",""
"","0","0","20181","1201810006","3","0","","","none",""
"","0","","20181","1201810007","91","","","","",""
"","118011","","20182","1201820001","13","","","","103",""
"1","118011","0","20182","1201820002","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2000_talk_sad_in",""
"","vo_travel_talk","0","20182","1201820003","21","","0","","vo_travel_talk_20018_00",""
"1","118011","10","20182","1201820004","11","0","1","0","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","0"
"","0","","20182","1201820005","91","","","","",""
"1","118011","0","20182","1201820006","3","0.2","travel_topdrama_r_2000_talk_doya_loop","","travel_topdrama_r_2000_talk_doya_in",""
"","vo_travel_talk","0","20182","1201820007","21","","0","","vo_travel_talk_20018_01",""
"1","118011","10","20182","1201820008","11","0","1","0","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","0"
"","0","","20182","1201820009","91","","","","",""
"","118011","1","20182","1201820010","3","0.2","","","travel_topdrama_r_2000_talk_thinking",""
"","vo_travel_talk","0","20182","1201820011","21","","0","","vo_travel_talk_20018_02",""
"1","118011","10","20182","1201820012","11","0","1","0","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","0"
"","0","","20182","1201820013","91","","","","",""
"1","118011","0","20182","1201820014","3","0.2","travel_topdrama_r_2000_eieio_loop","","travel_topdrama_r_2000_eieio_in",""
"","0","","20182","1201820015","91","","","","",""
"","","","20182","1201820016","112","","","","",""
"","0","","20182","1201820017","91","","","","",""
"-68","1","101","20191","1201910001","1","0.8","42","travel_topdrama_r_2000_idle_smile","106111","1"
"-68","1","102","20191","1201910002","1","0.8","-42","travel_topdrama_r_2000_idle_doya_sad","107011","0"
"-75","0","110","20191","1201910003","5","1","0","mana","0","0"
"","0","","20191","1201910004","91","","","","",""
"","10","","20191","1201910005","93","","","","0",""
"","1201910005","","20191","1201910006","101","","","","",""
"","0","0","20191","1201910007","3","0","","","none",""
"","0","","20191","1201910008","91","","","","",""
"","106111","","20192","1201920001","13","","","","103",""
"","107011","","20192","1201920002","13","","","","104",""
"1","106111","0","20192","1201920003","3","0.2","travel_topdrama_r_2000_eieio_loop","","travel_topdrama_r_2000_eieio_in",""
"","vo_travel_talk","0","20192","1201920004","21","","0","","vo_travel_talk_20019_00",""
"1","106111","10","20192","1201920005","11","0","1","0","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","0"
"","0","","20192","1201920006","91","","","","",""
"","106111","1","20192","1201920007","3","0.2","","","travel_topdrama_r_2000_eieio_loop",""
"1","107011","0","20192","1201920008","3","0.2","travel_topdrama_r_2000_talk_doya_loop_sad","","travel_topdrama_r_2000_talk_doya_in_sad",""
"","vo_travel_talk","0","20192","1201920009","21","","0","","vo_travel_talk_20019_01",""
"1","107011","10","20192","1201920010","11","0","1","0","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","0"
"","0","","20192","1201920011","91","","","","",""
"","107011","1","20192","1201920012","3","0.2","","","travel_topdrama_r_2000_idle_doya_sad",""
"1","106111","0","20192","1201920013","3","0.2","travel_topdrama_r_2000_talk_guts2_loop_joy","","travel_topdrama_r_2000_talk_guts2_in_joy",""
"","vo_travel_talk","0","20192","1201920014","21","","0","","vo_travel_talk_20019_02",""
