88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"49","49","0","1","10","200000001","49","49","0","1441","49","0","49","49","0","49","49","51","49","49","49","0","41","0","49","49","49","0","200200","0","0","30","18951","49","0","1","49","10","1","620020049"
"50","50","0","1","10","200000001","50","50","0","1531","50","0","50","50","0","50","50","52","50","50","50","0","42","0","50","50","50","0","200200","0","0","30","20657","50","0","1","50","10","1","620020050"
"51","51","0","1","10","200000001","51","51","0","1620","51","0","51","51","0","51","51","53","51","51","51","0","42","0","51","51","51","0","200200","0","0","30","22363","51","0","1","51","10","1","620020051"
"52","52","0","1","10","200000001","52","52","0","1710","52","0","52","52","0","52","52","54","52","52","52","0","43","0","52","52","52","0","200200","0","0","30","24069","52","0","1","52","10","1","620020052"
"53","53","0","1","10","200000001","53","53","0","1800","53","0","53","53","0","53","53","55","53","53","53","0","43","0","53","53","53","0","200200","0","0","30","25775","53","0","1","53","10","1","620020053"
"54","54","0","1","10","200000001","54","54","0","1890","54","0","54","54","0","54","54","56","54","54","54","0","44","0","54","54","54","0","200200","0","0","30","27481","54","0","1","54","10","1","620020054"
"55","55","0","1","10","200000001","55","55","0","1979","55","0","55","55","0","55","55","57","55","55","55","0","44","0","55","55","55","0","200200","0","0","30","29187","55","0","1","55","10","1","620020055"
"56","56","0","1","10","200000001","56","56","0","2069","56","0","56","56","0","56","56","58","56","56","56","0","45","0","56","56","56","0","200200","0","0","30","30893","56","0","1","56","10","1","620020056"
"57","57","0","1","10","200000001","57","57","0","2159","57","0","57","57","0","57","57","59","57","57","57","0","45","0","57","57","57","0","200200","0","0","30","32599","57","0","1","57","10","1","620020057"
"58","58","0","1","10","200000001","58","58","0","2248","58","0","58","58","0","58","58","60","58","58","58","0","46","0","58","58","58","0","200200","0","0","30","34305","58","0","1","58","10","1","620020058"
"59","59","0","1","10","200000001","59","59","0","2338","59","0","59","59","0","59","59","61","59","59","59","0","46","0","59","59","59","0","200200","0","0","30","36011","59","0","1","59","10","1","620020059"
"60","60","0","1","10","200000001","60","60","0","2428","60","0","60","60","0","60","60","62","60","60","60","0","47","0","60","60","60","0","200200","0","0","30","37717","60","0","1","60","10","1","620020060"
"61","61","0","1","10","200000001","61","61","0","2518","61","0","61","61","0","61","61","63","61","61","61","0","47","0","61","61","61","0","200200","0","0","30","39423","61","0","1","61","10","1","620020061"
"62","62","0","1","10","200000001","62","62","0","2561","62","0","62","62","0","62","62","64","62","62","62","0","48","0","62","62","62","0","200200","0","0","30","41129","62","0","1","62","10","1","620020062"
"63","63","0","1","10","200000001","63","63","0","2604","63","0","63","63","0","63","63","66","63","63","63","0","49","0","63","63","63","0","200200","0","0","30","42835","63","0","1","63","10","1","620020063"
"64","64","0","1","10","200000001","64","64","0","2647","64","0","64","64","0","64","64","68","64","64","64","0","50","0","64","64","64","0","200200","0","0","30","44541","64","0","1","64","10","1","620020064"
"65","65","0","1","10","200000001","65","65","0","2690","65","0","65","65","0","65","65","70","65","65","65","0","51","0","65","65","65","0","200200","0","0","30","46247","65","0","1","65","10","1","620020065"
"66","66","0","1","10","200000001","66","66","0","2735","66","0","66","66","0","66","66","72","66","66","66","0","52","0","66","66","66","0","200200","0","0","30","47953","66","0","1","66","10","1","620020066"
"67","67","0","1","10","200000001","67","67","0","2780","67","0","67","67","0","67","67","74","67","67","67","0","53","0","67","67","67","0","200200","0","0","30","49659","67","0","1","67","10","1","620020067"
"68","68","0","1","10","200000001","68","68","0","2825","68","0","68","68","0","68","68","76","68","68","68","0","55","0","68","68","68","0","200200","0","0","30","51365","68","0","1","68","10","1","620020068"
"69","69","0","1","10","200000001","69","69","0","2870","69","0","69","69","0","69","69","78","69","69","69","0","57","0","69","69","69","0","200200","0","0","30","53071","69","0","1","69","10","1","620020069"
"70","70","0","1","10","200000001","70","70","0","2915","70","0","70","70","0","70","70","80","70","70","70","0","59","0","70","70","70","0","200200","0","0","30","54777","70","0","1","70","10","1","620020070"
"71","71","0","1","10","200000001","71","71","0","2960","71","0","71","71","0","71","71","82","71","71","71","0","61","0","71","71","71","0","200200","0","0","30","56483","71","0","1","71","10","1","620020071"
"1","1","0","1","10","200000008","1","1","0","0","1","0","1","1","0","1","1","2","1","1","1","15","5","0","1","1","1","0","200300","0","0","30","382","1","0","1","1","10","1","620030001"
"2","2","0","1","10","200000008","2","2","0","0","2","0","2","2","0","2","2","4","2","2","2","20","8","0","2","2","2","0","200300","0","0","30","502","2","0","1","2","10","1","620030002"
"3","3","0","1","10","200000008","3","3","0","0","3","0","3","3","0","3","3","5","3","3","3","26","10","0","3","3","3","0","200300","0","0","30","623","3","0","1","3","10","1","620030003"
"4","4","0","1","10","200000008","4","4","0","0","4","0","4","4","0","4","4","7","4","4","4","61","16","0","4","4","4","0","200300","0","0","30","686","4","0","1","4","10","1","620030004"
"5","5","0","1","10","200000008","5","5","0","0","5","0","5","5","0","5","5","7","5","5","5","61","16","0","5","5","5","0","200300","0","0","30","686","5","0","1","5","10","1","620030005"
"6","6","0","1","10","200000008","6","6","0","0","6","0","6","6","0","6","6","8","6","6","6","63","16","0","6","6","6","0","200300","0","0","30","678","6","0","1","6","10","1","620030006"
"7","7","0","1","10","200000008","7","7","0","0","7","0","7","7","0","7","7","10","7","7","7","89","17","0","7","7","7","0","200300","0","0","30","835","7","0","1","7","10","1","620030007"
"8","8","0","1","10","200000008","8","8","0","0","8","0","8","8","0","8","8","11","8","8","8","114","20","0","8","8","8","0","200300","0","0","30","991","8","0","1","8","10","1","620030008"
"9","9","0","1","10","200000008","9","9","0","0","9","0","9","9","0","9","9","11","9","9","9","117","20","0","9","9","9","0","200300","0","0","30","1019","9","0","1","9","10","1","620030009"
"10","10","0","1","10","200000008","10","10","0","0","10","0","10","10","0","10","10","13","10","10","10","120","22","0","10","10","10","0","200300","0","0","30","1048","10","0","1","10","10","1","620030010"
"11","11","0","1","10","200000008","11","11","0","0","11","0","11","11","0","11","11","13","11","11","11","123","22","0","11","11","11","0","200300","0","0","30","1076","11","0","1","11","10","1","620030011"
"12","12","0","1","10","200000008","12","12","0","0","12","0","12","12","0","12","12","13","12","12","12","126","22","0","12","12","12","0","200300","0","0","30","1104","12","0","1","12","10","1","620030012"
"13","13","0","1","10","200000008","13","13","0","0","13","0","13","13","0","13","13","14","13","13","13","133","24","0","13","13","13","0","200300","0","0","30","1309","13","0","1","13","10","1","620030013"
"14","14","0","1","10","200000008","14","14","0","0","14","0","14","14","0","14","14","16","14","14","14","138","26","0","14","14","14","0","200300","0","0","30","1513","14","0","1","14","10","1","620030014"
"15","15","0","1","10","200000008","15","15","0","0","15","0","15","15","0","15","15","16","15","15","15","145","26","0","15","15","15","0","200300","0","0","30","1717","15","0","1","15","10","1","620030015"
"16","16","0","1","10","200000008","16","16","0","0","16","0","16","16","0","16","16","17","16","16","16","151","26","0","16","16","16","0","200300","0","0","30","1921","16","0","1","16","10","1","620030016"
"17","17","0","1","10","200000008","17","17","0","0","17","0","17","17","0","17","17","18","17","17","17","175","26","0","17","17","17","0","200300","0","0","30","2257","17","0","1","17","10","1","620030017"
"18","18","0","1","10","200000008","18","18","0","0","18","0","18","18","0","18","18","18","18","18","18","198","26","0","18","18","18","0","200300","0","0","30","2592","18","0","1","18","10","1","620030018"
"19","19","0","1","10","200000008","19","19","0","0","19","0","19","19","0","19","19","18","19","19","19","200","27","0","19","19","19","0","200300","0","0","30","2828","19","0","1","19","10","1","620030019"
"20","20","0","1","10","200000008","20","20","0","0","20","0","20","20","0","20","20","18","20","20","20","203","27","0","20","20","20","0","200300","0","0","30","2939","20","0","1","20","10","1","620030020"
"21","21","0","1","10","200000008","21","21","0","0","21","0","21","21","0","21","21","18","21","21","21","206","27","0","21","21","21","0","200300","0","0","30","3050","21","0","1","21","10","1","620030021"
"22","22","0","1","10","200000008","22","22","0","0","22","0","22","22","0","22","22","20","22","22","22","226","29","0","22","22","22","0","200300","0","0","30","3148","22","0","1","22","10","1","620030022"
"23","23","0","1","10","200000008","23","23","0","0","23","0","23","23","0","23","23","20","23","23","23","226","29","0","23","23","23","0","200300","0","0","30","3304","23","0","1","23","10","1","620030023"
"24","24","0","1","10","200000008","24","24","0","0","24","0","24","24","0","24","24","28","24","24","24","321","40","0","24","24","24","0","200300","0","0","30","3586","24","0","1","24","10","1","620030024"
"25","25","0","1","10","200000008","25","25","0","0","25","0","25","25","0","25","25","30","25","25","25","333","42","0","25","25","25","0","200300","0","0","30","3866","25","0","1","25","10","1","620030025"
"26","26","0","1","10","200000008","26","26","0","0","26","0","26","26","0","26","26","30","26","26","26","371","42","0","26","26","26","0","200300","0","0","30","3966","26","0","1","26","10","1","620030026"
"27","27","0","1","10","200000008","27","27","0","0","27","0","27","27","0","27","27","30","27","27","27","374","42","0","27","27","27","0","200300","0","0","30","4060","27","0","1","27","10","1","620030027"
"28","28","0","1","10","200000008","28","28","0","0","28","0","28","28","0","28","28","30","28","28","28","376","42","0","28","28","28","0","200300","0","0","30","4152","28","0","1","28","10","1","620030028"
"29","29","0","1","10","200000008","29","29","0","0","29","0","29","29","0","29","29","32","29","29","29","438","45","0","29","29","29","0","200300","0","0","30","5542","29","0","1","29","10","1","620030029"
"30","30","0","1","10","200000008","30","30","0","0","30","0","30","30","0","30","30","32","30","30","30","480","47","0","30","30","30","0","200300","0","0","30","5591","30","0","1","30","10","1","620030030"
"31","31","0","1","10","200000008","31","31","0","0","31","0","31","31","0","31","31","32","31","31","31","481","47","0","31","31","31","0","200300","0","0","30","5604","31","0","1","31","10","1","620030031"
"32","32","0","1","10","200000008","32","32","0","0","32","0","32","32","0","32","32","32","32","32","32","481","47","0","32","32","32","0","200300","0","0","30","5618","32","0","1","32","10","1","620030032"
"33","33","0","1","10","200000008","33","33","0","0","33","0","33","33","0","33","33","32","33","33","33","482","47","0","33","33","33","0","200300","0","0","30","5632","33","0","1","33","10","1","620030033"
"34","34","0","1","10","200000008","34","34","0","0","34","0","34","34","0","34","34","32","34","34","34","539","47","0","34","34","34","0","200300","0","0","30","6542","34","0","1","34","10","1","620030034"
"35","35","0","1","10","200000008","35","35","0","0","35","0","35","35","0","35","35","32","35","35","35","543","48","0","35","35","35","0","200300","0","0","30","6610","35","0","1","35","10","1","620030035"
"36","36","0","1","10","200000008","36","36","0","0","36","0","36","36","0","36","36","32","36","36","36","561","48","0","36","36","36","0","200300","0","0","30","7177","36","0","1","36","10","1","620030036"
"37","37","0","1","10","200000008","37","37","0","0","37","0","37","37","0","37","37","35","37","37","37","606","53","0","37","37","37","0","200300","0","0","30","7979","37","0","1","37","10","1","620030037"
"38","38","0","1","10","200000008","38","38","0","0","38","0","38","38","0","38","38","49","38","38","38","651","70","0","38","38","38","0","200300","0","0","30","8781","38","0","1","38","10","1","620030038"
"39","39","0","1","10","200000008","39","39","0","0","39","0","39","39","0","39","39","49","39","39","39","736","70","0","39","39","39","0","200300","0","0","30","9666","39","0","1","39","10","1","620030039"
"40","40","0","1","10","200000008","40","40","0","0","40","0","40","40","0","40","40","49","40","40","40","821","70","0","40","40","40","0","200300","0","0","30","10551","40","0","1","40","10","1","620030040"
"41","41","0","1","10","200000008","41","41","0","0","41","0","41","41","0","41","41","50","41","41","41","935","72","0","41","41","41","0","200300","0","0","30","13253","41","0","1","41","10","1","620030041"
"42","42","0","1","10","200000008","42","42","0","0","42","0","42","42","0","42","42","50","42","42","42","1049","73","0","42","42","42","0","200300","0","0","30","15956","42","0","1","42","10","1","620030042"
"43","43","0","1","10","200000008","43","43","0","0","43","0","43","43","0","43","43","52","43","43","43","1066","75","0","43","43","43","0","200300","0","0","30","16030","43","0","1","43","10","1","620030043"
"44","44","0","1","10","200000008","44","44","0","0","44","0","44","44","0","44","44","52","44","44","44","1083","76","0","44","44","44","0","200300","0","0","30","16104","44","0","1","44","10","1","620030044"
"45","45","0","1","10","200000008","45","45","0","0","45","0","45","45","0","45","45","53","45","45","45","1100","78","0","45","45","45","0","200300","0","0","30","16179","45","0","1","45","10","1","620030045"
"46","46","0","1","10","200000008","46","46","0","0","46","0","46","46","0","46","46","56","46","46","46","1142","82","0","46","46","46","0","200300","0","0","30","17054","46","0","1","46","10","1","620030046"
"47","47","0","1","10","200000008","47","47","0","0","47","0","47","47","0","47","47","59","47","47","47","1182","85","0","47","47","47","0","200300","0","0","30","17930","47","0","1","47","10","1","620030047"
"48","48","0","1","10","200000008","48","48","0","0","48","0","48","48","0","48","48","63","48","48","48","1224","88","0","48","48","48","0","200300","0","0","30","17930","48","0","1","48","10","1","620030048"
"49","49","0","1","10","200000008","49","49","0","0","49","0","49","49","0","49","49","63","49","49","49","1224","88","0","49","49","49","0","200300","0","0","30","17930","49","0","1","49","10","1","620030049"
"50","50","0","1","10","200000008","50","50","0","0","50","0","50","50","0","50","50","69","50","50","50","1255","91","0","50","50","50","0","200300","0","0","30","18080","50","0","1","50","10","1","620030050"
"51","51","0","1","10","200000008","51","51","0","0","51","0","51","51","0","51","51","75","51","51","51","1285","94","0","51","51","51","0","200300","0","0","30","18230","51","0","1","51","10","1","620030051"
"52","52","0","1","10","200000008","52","52","0","0","52","0","52","52","0","52","52","76","52","52","52","1285","94","0","52","52","52","0","200300","0","0","30","18230","52","0","1","52","10","1","620030052"
"53","53","0","1","10","200000008","53","53","0","0","53","0","53","53","0","53","53","77","53","53","53","1345","95","0","53","53","53","0","200300","0","0","30","18980","53","0","1","53","10","1","620030053"
"54","54","0","1","10","200000008","54","54","0","0","54","0","54","54","0","54","54","77","54","54","54","1405","95","0","54","54","54","0","200300","0","0","30","19730","54","0","1","54","10","1","620030054"
"55","55","0","1","10","200000008","55","55","0","0","55","0","55","55","0","55","55","77","55","55","55","1445","95","0","55","55","55","0","200300","0","0","30","20730","55","0","1","55","10","1","620030055"
"56","56","0","1","10","200000008","56","56","0","0","56","0","56","56","0","56","56","77","56","56","56","1485","95","0","56","56","56","0","200300","0","0","30","21730","56","0","1","56","10","1","620030056"
"57","57","0","1","10","200000008","57","57","0","0","57","0","57","57","0","57","57","79","57","57","57","1625","96","0","57","57","57","0","200300","0","0","30","22730","57","0","1","57","10","1","620030057"
"58","58","0","1","10","200000008","58","58","0","0","58","0","58","58","0","58","58","80","58","58","58","1765","97","0","58","58","58","0","200300","0","0","30","23730","58","0","1","58","10","1","620030058"
"59","59","0","1","10","200000008","59","59","0","0","59","0","59","59","0","59","59","82","59","59","59","1945","98","0","59","59","59","0","200300","0","0","30","24730","59","0","1","59","10","1","620030059"
"60","60","0","1","10","200000008","60","60","0","0","60","0","60","60","0","60","60","83","60","60","60","2125","99","0","60","60","60","0","200300","0","0","30","25730","60","0","1","60","10","1","620030060"
"61","61","0","1","10","200000008","61","61","0","0","61","0","61","61","0","61","61","85","61","61","61","2305","100","0","61","61","61","0","200300","0","0","30","26730","61","0","1","61","10","1","620030061"
"62","62","0","1","10","200000008","62","62","0","0","62","0","62","62","0","62","62","86","62","62","62","2376","103","0","62","62","62","0","200300","0","0","30","27299","62","0","1","62","10","1","620030062"
"63","63","0","1","10","200000008","63","63","0","0","63","0","63","63","0","63","63","86","63","63","63","2447","106","0","63","63","63","0","200300","0","0","30","27868","63","0","1","63","10","1","620030063"
"64","64","0","1","10","200000008","64","64","0","0","64","0","64","64","0","64","64","86","64","64","64","2518","109","0","64","64","64","0","200300","0","0","30","28437","64","0","1","64","10","1","620030064"
