58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"31011","72069025","2","10","20069049"
"31060","72069025","2","10","20069050"
"91002","72070001","8","30","20070001"
"22002","72070001","2","1","20070002"
"91002","72070002","8","30","20070003"
"22002","72070002","2","1","20070004"
"91002","72070003","8","30","20070005"
"22002","72070003","2","1","20070006"
"91002","72070004","8","30","20070007"
"22002","72070004","2","1","20070008"
"91002","72070005","8","30","20070009"
"22002","72070005","2","1","20070010"
"91002","72070006","8","30","20070011"
"22002","72070006","2","1","20070012"
"91002","72070007","8","30","20070013"
"22002","72070007","2","1","20070014"
"91002","72070008","8","30","20070015"
"22002","72070008","2","1","20070016"
"91002","72070009","8","30","20070017"
"22002","72070009","2","1","20070018"
"91002","72070010","8","30","20070019"
"22002","72070010","2","1","20070020"
"91002","72070011","8","30","20070021"
"22002","72070011","2","1","20070022"
"91002","72070012","8","30","20070023"
"22002","72070012","2","1","20070024"
"91002","72070013","8","30","20070025"
"22002","72070013","2","1","20070026"
"91002","72070014","8","30","20070027"
"22002","72070014","2","1","20070028"
"91002","72070015","8","30","20070029"
"22002","72070015","2","1","20070030"
"50003","72070015","2","40","20070031"
"91002","72070016","8","60","20070032"
"22002","72070016","2","2","20070033"
"91002","72070017","8","60","20070034"
"22002","72070017","2","2","20070035"
"91002","72070018","8","60","20070036"
"22002","72070018","2","2","20070037"
"91002","72070019","8","60","20070038"
"22002","72070019","2","2","20070039"
"91002","72070020","8","60","20070040"
"22002","72070020","2","2","20070041"
"50003","72070020","2","40","20070042"
"31056","72070021","2","5","20070043"
"31042","72070021","2","5","20070044"
"21902","72070022","2","1","20070045"
"21902","72070023","2","1","20070046"
"31056","72070024","2","5","20070047"
"31042","72070024","2","5","20070048"
"31056","72070025","2","10","20070049"
"31042","72070025","2","10","20070050"
"91002","72071001","8","30","20071001"
"22002","72071001","2","1","20071002"
"91002","72071002","8","30","20071003"
"22002","72071002","2","1","20071004"
"91002","72071003","8","30","20071005"
"22002","72071003","2","1","20071006"
"91002","72071004","8","30","20071007"
"22002","72071004","2","1","20071008"
"91002","72071005","8","30","20071009"
"22002","72071005","2","1","20071010"
"91002","72071006","8","30","20071011"
"22002","72071006","2","1","20071012"
"91002","72071007","8","30","20071013"
"22002","72071007","2","1","20071014"
"91002","72071008","8","30","20071015"
"22002","72071008","2","1","20071016"
"91002","72071009","8","30","20071017"
"22002","72071009","2","1","20071018"
"91002","72071010","8","30","20071019"
"22002","72071010","2","1","20071020"
"91002","72071011","8","30","20071021"
"22002","72071011","2","1","20071022"
"91002","72071012","8","30","20071023"
"22002","72071012","2","1","20071024"
"91002","72071013","8","30","20071025"
"22002","72071013","2","1","20071026"
"91002","72071014","8","30","20071027"
"22002","72071014","2","1","20071028"
"91002","72071015","8","30","20071029"
"22002","72071015","2","1","20071030"
"50003","72071015","2","40","20071031"
"91002","72071016","8","60","20071032"
"22002","72071016","2","2","20071033"
"91002","72071017","8","60","20071034"
"22002","72071017","2","2","20071035"
"91002","72071018","8","60","20071036"
"22002","72071018","2","2","20071037"
"91002","72071019","8","60","20071038"
"22002","72071019","2","2","20071039"
"91002","72071020","8","60","20071040"
"22002","72071020","2","2","20071041"
"50003","72071020","2","40","20071042"
"31018","72071021","2","5","20071043"
"31054","72071021","2","5","20071044"
"21902","72071022","2","1","20071045"
"21902","72071023","2","1","20071046"
"31018","72071024","2","5","20071047"
"31054","72071024","2","5","20071048"
"31018","72071025","2","10","20071049"
"31054","72071025","2","10","20071050"
"91002","72072001","8","30","20072001"
"22002","72072001","2","1","20072002"
"91002","72072002","8","30","20072003"
"22002","72072002","2","1","20072004"
"91002","72072003","8","30","20072005"
"22002","72072003","2","1","20072006"
"91002","72072004","8","30","20072007"
"22002","72072004","2","1","20072008"
"91002","72072005","8","30","20072009"
"22002","72072005","2","1","20072010"
"91002","72072006","8","30","20072011"
"22002","72072006","2","1","20072012"
"91002","72072007","8","30","20072013"
"22002","72072007","2","1","20072014"
"91002","72072008","8","30","20072015"
"22002","72072008","2","1","20072016"
"91002","72072009","8","30","20072017"
"22002","72072009","2","1","20072018"
"91002","72072010","8","30","20072019"
"22002","72072010","2","1","20072020"
"50003","72072010","2","40","20072021"
"91002","72072011","8","60","20072022"
"22002","72072011","2","2","20072023"
"91002","72072012","8","60","20072024"
"22002","72072012","2","2","20072025"
"91002","72072013","8","60","20072026"
"22002","72072013","2","2","20072027"
"91002","72072014","8","60","20072028"
"22002","72072014","2","2","20072029"
"91002","72072015","8","60","20072030"
"22002","72072015","2","2","20072031"
"50003","72072015","2","40","20072032"
"31028","72072016","2","5","20072033"
"31058","72072016","2","5","20072034"
"21905","72072017","2","1","20072035"
"21905","72072018","2","1","20072036"
"31028","72072019","2","5","20072037"
"31058","72072019","2","5","20072038"
"31028","72072020","2","10","20072039"
"31058","72072020","2","10","20072040"
"91002","72073001","8","30","20073001"
"22002","72073001","2","1","20073002"
"91002","72073002","8","30","20073003"
"22002","72073002","2","1","20073004"
"91002","72073003","8","30","20073005"
"22002","72073003","2","1","20073006"
"91002","72073004","8","30","20073007"
"22002","72073004","2","1","20073008"
"91002","72073005","8","30","20073009"
"22002","72073005","2","1","20073010"
"91002","72073006","8","30","20073011"
"22002","72073006","2","1","20073012"
"91002","72073007","8","30","20073013"
"22002","72073007","2","1","20073014"
"91002","72073008","8","30","20073015"
"22002","72073008","2","1","20073016"
"91002","72073009","8","30","20073017"
"22002","72073009","2","1","20073018"
"91002","72073010","8","30","20073019"
"22002","72073010","2","1","20073020"
"50003","72073010","2","40","20073021"
"91002","72073011","8","60","20073022"
"22002","72073011","2","2","20073023"
"91002","72073012","8","60","20073024"
"22002","72073012","2","2","20073025"
"91002","72073013","8","60","20073026"
"22002","72073013","2","2","20073027"
"91002","72073014","8","60","20073028"
"22002","72073014","2","2","20073029"
"91002","72073015","8","60","20073030"
"22002","72073015","2","2","20073031"
"50003","72073015","2","40","20073032"
"128301","72073016","1","1","20073033"
"21021","72073017","2","1","20073034"
"31283","72073018","2","10","20073035"
"31014","72073018","2","10","20073036"
"31283","72073019","2","10","20073037"
"31014","72073019","2","10","20073038"
"91002","72074001","8","30","20074001"
"22002","72074001","2","1","20074002"
"91002","72074002","8","30","20074003"
"22002","72074002","2","1","20074004"
"91002","72074003","8","30","20074005"
"22002","72074003","2","1","20074006"
"91002","72074004","8","30","20074007"
"22002","72074004","2","1","20074008"
"91002","72074005","8","30","20074009"
"22002","72074005","2","1","20074010"
"91002","72074006","8","30","20074011"
"22002","72074006","2","1","20074012"
"91002","72074007","8","30","20074013"
"22002","72074007","2","1","20074014"
"91002","72074008","8","30","20074015"
"22002","72074008","2","1","20074016"
"91002","72074009","8","30","20074017"
"22002","72074009","2","1","20074018"
"91002","72074010","8","30","20074019"
"22002","72074010","2","1","20074020"
"50003","72074010","2","40","20074021"
"91002","72074011","8","60","20074022"
"22002","72074011","2","2","20074023"
"91002","72074012","8","60","20074024"
"22002","72074012","2","2","20074025"
"91002","72074013","8","60","20074026"
"22002","72074013","2","2","20074027"
"91002","72074014","8","60","20074028"
"22002","72074014","2","2","20074029"
"91002","72074015","8","60","20074030"
"22002","72074015","2","2","20074031"
"50003","72074015","2","40","20074032"
"31110","72074016","2","5","20074033"
"31034","72074016","2","5","20074034"
"25101","72074017","2","1","20074035"
"21905","72074018","2","1","20074036"
"31110","72074019","2","5","20074037"
"31034","72074019","2","5","20074038"
"31110","72074020","2","10","20074039"
"31034","72074020","2","10","20074040"
